CAN Message; 0x77:b53f59e772c007d4
1739209785.49252;-38.13080360867914
1739209785.4925206;-38.13080360867914
1739209785.492521;-33.981070128970956
1739209785.4925218;-45.120503652039325
1739209785.4925222;-33.981070128970906
1739209785.4925227;-38.13080360867914
1739209785.4925232;-45.120503652039325
1739209785.492524;-45.120503652039325
1739209785.4925244;-33.981070128970906
1739209785.4925249;-45.120503652039325
1739209785.4925256;-38.13080360867914
1739209785.492526;-45.120503652039325
1739209785.4925265;-35.57807855764607
1739209785.4925272;-35.57807855764607
1739209785.4925277;-33.981070128970906
1739209785.4925282;-38.13080360867914
1739209785.4925287;-45.120503652039325
1739209785.4925294;-38.13080360867914
1739209785.4925299;-38.13080360867914
1739209785.4925303;-45.120503652039325
1739209785.492531;-38.13080360867914
1739209785.4925315;-35.57807855764607
1739209785.492532;-38.13080360867914
1739209785.4925325;-45.120503652039325
1739209785.4925332;-45.120503652039325
1739209785.4925337;-38.13080360867914
1739209785.4925342;-45.120503652039325
1739209785.4925349;-45.120503652039325
1739209785.4925354;-38.13080360867914
1739209785.4925358;-45.120503652039325
1739209785.4925365;-38.13080360867914
1739209785.492537;-45.120503652039325
1739209785.4925375;-45.120503652039325
1739209785.492538;-45.120503652039325
1739209785.4925387;-26.991370085610722
1739209785.4925392;-31.141103565318893
1739209785.4925396;-45.120503652039325
1739209785.4925404;-45.120503652039325
1739209785.4925408;-30.49652367304973
1739209785.4925413;-32.816014438256545
1739209785.492542;-45.120503652039325
1739209785.4925425;-38.13080360867914
1739209785.492543;-45.120503652039325
1739209785.4925435;-45.120503652039325
1739209785.4925442;-35.57807855764607
1739209785.4925447;-38.13080360867914
1739209785.4925451;-38.13080360867914
1739209785.4925458;-38.13080360867914
1739209785.4925463;-45.120503652039325
1739209785.4925468;-45.120503652039325
1739209785.4925475;-33.981070128970906
1739209785.492548;-33.981070128970906
1739209785.4925485;-38.13080360867914
1739209785.492549;-45.120503652039325
1739209785.4925497;-38.13080360867914
1739209785.4925501;-35.57807855764607
1739209785.4925506;-38.13080360867914
1739209785.4925513;-45.120503652039325
1739209785.4925518;-30.49652367304973
1739209785.4925523;-29.438486411369333
1739209785.492553;-45.120503652039325
1739209785.4925535;-38.13080360867914
1739209785.492554;-38.13080360867914
1739209785.4925544;-35.57807855764607
1739209785.4925551;-45.120503652039325
1739209785.4925556;-33.981070128970906
1739209785.492556;-45.120503652039325
1739209785.4925568;-38.13080360867914
1739209785.4925573;-35.57807855764607
1739209785.4925578;-45.120503652039325
1739209785.4925585;-45.120503652039325
1739209785.492559;-45.120503652039325
1739209785.4925594;-38.13080360867914
1739209785.49256;-45.120503652039325
1739209785.4925606;-32.816014438256545
1739209785.492561;-29.438486411369333
1739209785.4925616;-38.13080360867914
1739209785.4925623;-35.57807855764607
1739209785.4925628;-38.13080360867914
1739209785.4925632;-38.13080360867914
1739209785.492564;-45.120503652039325
1739209785.4925644;-45.120503652039325
1739209785.492565;-45.120503652039325
1739209785.4925654;-45.120503652039325
1739209785.492566;-38.13080360867914
1739209785.4925666;-45.120503652039325
1739209785.492567;-38.13080360867914
1739209785.4925678;-45.120503652039325
1739209785.4925683;-45.120503652039325
1739209785.4925687;-45.120503652039325
1739209785.4925694;-45.120503652039325
1739209785.49257;-45.120503652039325
1739209785.4925704;-38.13080360867914
1739209785.4925709;-35.57807855764607
1739209785.4925716;-45.120503652039325
1739209785.492572;-45.120503652039325
1739209785.4925725;-35.57807855764607
1739209785.4925733;-45.120503652039325
1739209785.4925737;-38.13080360867914
1739209785.4925742;-32.816014438256545
1739209785.492575;-45.120503652039325
1739209785.4925754;-38.13080360867914
1739209785.492576;-38.13080360867914
1739209785.4925764;-35.57807855764607
1739209785.492577;-45.120503652039325
1739209785.4925776;-45.120503652039325
1739209785.4996638;-38.13080360867914
1739209785.4996676;-45.120503652039325
1739209785.4996715;-38.13080360867914
1739209785.4996753;-32.816014438256545
1739209785.499679;-33.981070128970956
1739209785.499683;-45.120503652039325
1739209785.499687;-35.57807855764607
1739209785.4996908;-45.120503652039325
1739209785.4996946;-45.120503652039325
1739209785.4996984;-38.13080360867914
1739209785.4997022;-45.120503652039325
1739209785.499706;-45.120503652039325
1739209785.4997098;-28.58837851428586
1739209785.4997137;-29.438486411369333
1739209785.4997175;-45.120503652039325
1739209785.4997213;-45.120503652039325
1739209785.499725;-38.13080360867914
1739209785.499729;-38.13080360867914
1739209785.4997327;-45.120503652039325
1739209785.4997368;-38.13080360867914
1739209785.4997406;-45.120503652039325
1739209785.4997444;-45.120503652039325
1739209785.4997482;-35.57807855764607
1739209785.499752;-45.120503652039325
1739209785.4997559;-38.13080360867914
1739209785.4997597;-35.57807855764607
1739209785.4997635;-45.120503652039325
1739209785.4997673;-45.120503652039325
1739209785.499771;-38.13080360867914
1739209785.499775;-35.57807855764607
1739209785.4997787;-38.13080360867914
1739209785.4997826;-38.13080360867914
1739209785.4997864;-38.13080360867914
1739209785.4997904;-38.13080360867914
1739209785.4997942;-38.13080360867914
1739209785.499798;-45.120503652039325
1739209785.4998019;-35.57807855764607
1739209785.4998057;-35.57807855764607
1739209785.4998095;-45.120503652039325
1739209785.4998133;-35.57807855764607
1739209785.4998171;-38.13080360867914
1739209785.499821;-38.13080360867914
1739209785.4998248;-45.120503652039325
1739209785.4998286;-29.438486411369333
1739209785.4998324;-45.120503652039325
1739209785.4998362;-45.120503652039325
1739209785.4998403;-38.13080360867914
1739209785.499844;-45.120503652039325
1739209785.499848;-45.120503652039325
1739209785.4998517;-33.981070128970906
1739209785.4998555;-35.57807855764607
1739209785.4998593;-45.120503652039325
1739209785.4998631;-35.57807855764607
1739209785.499867;-35.57807855764607
1739209785.4998708;-38.13080360867914
1739209785.4998746;-38.13080360867914
1739209785.4998784;-35.57807855764607
1739209785.4998822;-38.13080360867914
1739209785.499886;-45.120503652039325
1739209785.49989;-35.57807855764607
1739209785.499894;-38.13080360867914
1739209785.4998977;-45.120503652039325
1739209785.4999015;-38.13080360867914
1739209785.4999053;-45.120503652039325
1739209785.4999092;-45.120503652039325
1739209785.499913;-45.120503652039325
1739209785.4999168;-35.57807855764607
1739209785.4999206;-38.13080360867914
1739209785.4999244;-38.13080360867914
1739209785.4999282;-35.57807855764607
1739209785.499932;-38.13080360867914
1739209785.4999359;-38.13080360867914
1739209785.4999397;-45.120503652039325
1739209785.4999437;-45.120503652039325
1739209785.4999475;-45.120503652039325
1739209785.4999514;-38.13080360867914
1739209785.4999552;-45.120503652039325
1739209785.499959;-45.120503652039325
1739209785.4999628;-38.13080360867914
1739209785.4999666;-38.13080360867914
1739209785.4999704;-45.120503652039325
1739209785.4999743;-38.13080360867914
1739209785.499978;-45.120503652039325
1739209785.4999819;-45.120503652039325
1739209785.4999857;-45.120503652039325
1739209785.4999895;-45.120503652039325
1739209785.4999936;-45.120503652039325
1739209785.4999974;-38.13080360867914
1739209785.5000012;-45.120503652039325
1739209785.500005;-45.120503652039325
1739209785.5000088;-38.13080360867914
1739209785.5000126;-45.120503652039325
1739209785.5000165;-38.13080360867914
1739209785.5000203;-45.120503652039325
1739209785.500024;-45.120503652039325
1739209785.500028;-45.120503652039325
1739209785.5000317;-38.13080360867914
1739209785.5000355;-30.49652367304973
1739209785.5000393;-45.120503652039325
1739209785.5000434;-45.120503652039325
1739209785.5000472;-33.981070128970906
1739209785.500051;-38.13080360867914
1739209785.5000548;-38.13080360867914
1739209785.5000587;-38.13080360867914
1739209785.5000625;-38.13080360867914
1739209785.5000663;-45.120503652039325
1739209785.50007;-45.120503652039325
1739209785.500074;-45.120503652039325
1739209785.5000777;-45.120503652039325
1739209785.5000815;-38.13080360867914
1739209785.5000854;-31.141103565318915
1739209785.5000892;-35.57807855764607
1739209785.500093;-45.120503652039325
1739209785.500097;-38.13080360867914
1739209785.5001009;-38.13080360867914
1739209785.5001047;-33.981070128970906
1739209785.5001085;-45.120503652039325
1739209785.5001123;-45.120503652039325
1739209785.500116;-35.57807855764607
1739209785.50012;-35.57807855764607
1739209785.5001237;-45.120503652039325
1739209785.5001276;-38.13080360867914
1739209785.5001314;-38.13080360867914
1739209785.5001352;-45.120503652039325
1739209785.500139;-45.120503652039325
1739209785.5001428;-38.13080360867914
1739209785.5001469;-33.981070128970906
1739209785.5001507;-38.13080360867914
1739209785.5001545;-38.13080360867914
1739209785.5001583;-45.120503652039325
1739209785.5001621;-45.120503652039325
1739209785.500166;-38.13080360867914
1739209785.5001698;-45.120503652039325
1739209785.5001736;-38.13080360867914
1739209785.5001774;-28.992665084841942
1739209785.5001812;-38.13080360867914
1739209785.500185;-38.13080360867914
1739209785.5001888;-38.13080360867914
1739209785.5001926;-38.13080360867914
1739209785.5001967;-45.120503652039325
1739209785.5002005;-31.141103565318915
1739209785.5002043;-38.13080360867914
1739209785.5002081;-29.438486411369347
1739209785.500212;-45.120503652039325
1739209785.5002158;-38.13080360867914
1739209785.5002196;-38.13080360867914
1739209785.5002234;-38.13080360867914
1739209785.5002272;-45.120503652039325
1739209785.500231;-38.13080360867914
1739209785.5002348;-35.57807855764607
1739209785.5002387;-38.13080360867914
1739209785.5002425;-45.120503652039325
1739209785.5002465;-45.120503652039325
1739209785.5002503;-38.13080360867914
1739209785.5002542;-45.120503652039325
1739209785.500258;-45.120503652039325
1739209785.5002618;-38.13080360867914
1739209785.5002656;-35.57807855764607
1739209785.5002694;-38.13080360867914
1739209785.5002732;-45.120503652039325
1739209785.500277;-38.13080360867914
1739209785.5002809;-35.57807855764607
1739209785.5002847;-38.13080360867914
1739209785.5002885;-45.120503652039325
1739209785.5002923;-32.816014438256545
1739209785.500296;-35.57807855764607
1739209785.5003002;-35.57807855764607
1739209785.500304;-45.120503652039325
1739209785.5003078;-33.981070128970906
1739209785.5003116;-38.13080360867914
1739209785.5003154;-38.13080360867914
1739209785.5003192;-45.120503652039325
1739209785.500323;-38.13080360867914
1739209785.5003269;-35.57807855764607
1739209785.5003307;-31.141103565318915
1739209785.5003345;-38.13080360867914
1739209785.5003383;-38.13080360867914
1739209785.5003421;-35.57807855764607
1739209785.500346;-35.57807855764607
1739209785.50035;-45.120503652039325
1739209785.5003538;-38.13080360867914
1739209785.5003576;-32.816014438256545
1739209785.5003614;-31.141103565318943
1739209785.5003653;-45.120503652039325
1739209785.500369;-45.120503652039325
1739209785.500373;-38.13080360867914
1739209785.5003767;-38.13080360867914
1739209785.5003805;-38.13080360867914
1739209785.5003843;-45.120503652039325
1739209785.5003881;-45.120503652039325
1739209785.500392;-32.816014438256545
1739209785.5003958;-38.13080360867914
1739209785.5003998;-38.13080360867914
1739209785.5004036;-32.816014438256545
1739209785.5004075;-45.120503652039325
1739209785.5004113;-45.120503652039325
1739209785.500415;-38.13080360867914
1739209785.500419;-38.13080360867914
1739209785.5004227;-38.13080360867914
1739209785.5004265;-45.120503652039325
1739209785.5004303;-38.13080360867914
1739209785.5004342;-35.57807855764607
1739209785.500438;-35.57807855764607
1739209785.5004418;-38.13080360867914
1739209785.5004456;-38.13080360867914
1739209785.5004494;-35.57807855764607
1739209785.5004535;-45.120503652039325
1739209785.5004573;-38.13080360867914
1739209785.500461;-45.120503652039325
1739209785.500465;-38.13080360867914
1739209785.5004687;-38.13080360867914
1739209785.5004725;-33.981070128970906
1739209785.5004764;-45.120503652039325
1739209785.5004802;-45.120503652039325
1739209785.500484;-32.816014438256545
1739209785.5004878;-35.57807855764607
1739209785.5004916;-38.13080360867914
1739209785.5004954;-45.120503652039325
1739209785.5004992;-38.13080360867914
1739209785.5005033;-45.120503652039325
1739209785.500507;-45.120503652039325
1739209785.500511;-38.13080360867914
1739209785.5005147;-45.120503652039325
1739209785.5005186;-45.120503652039325
1739209785.5005224;-45.120503652039325
1739209785.5005262;-45.120503652039325
1739209785.50053;-38.13080360867914
1739209785.5005338;-35.57807855764607
1739209785.5005376;-45.120503652039325
1739209785.5005414;-45.120503652039325
1739209785.5005453;-38.13080360867914
1739209785.500549;-33.981070128970906
1739209785.5005531;-38.13080360867914
1739209785.500557;-38.13080360867914
1739209785.5005608;-45.120503652039325
1739209785.5005646;-38.13080360867914
1739209785.5005684;-38.13080360867914
1739209785.5005722;-45.120503652039325
1739209785.500576;-33.981070128970906
1739209785.5005798;-45.120503652039325
1739209785.5005836;-45.120503652039325
1739209785.5005875;-45.120503652039325
1739209785.5005913;-45.120503652039325
1739209785.500595;-38.13080360867914
1739209785.500599;-38.13080360867914
1739209785.5006027;-32.816014438256545
1739209785.5006068;-45.120503652039325
1739209785.5006106;-33.981070128970906
1739209785.5006144;-35.57807855764607
1739209785.5006182;-38.13080360867914
1739209785.500622;-45.120503652039325
1739209785.5006258;-38.13080360867914
1739209785.5006297;-32.816014438256545
1739209785.5006335;-38.13080360867914
1739209785.5006373;-38.13080360867914
1739209785.500641;-38.13080360867914
1739209785.500645;-45.120503652039325
1739209785.5006487;-38.13080360867914
1739209785.5006526;-45.120503652039325
1739209785.5006566;-45.120503652039325
1739209785.5006604;-38.13080360867914
1739209785.5006642;-38.13080360867914
1739209785.500668;-45.120503652039325
1739209785.5006719;-45.120503652039325
1739209785.5006757;-38.13080360867914
1739209785.5006795;-38.13080360867914
1739209785.5006833;-38.13080360867914
1739209785.5006871;-33.981070128970906
1739209785.500691;-38.13080360867914
1739209785.5006948;-38.13080360867914
1739209785.5006986;-45.120503652039325
1739209785.5007024;-38.13080360867914
1739209785.5007064;-35.57807855764607
1739209785.5007102;-38.13080360867914
1739209785.500714;-38.13080360867914
1739209785.5007179;-38.13080360867914
1739209785.5007217;-38.13080360867914
1739209785.5007255;-35.57807855764607
1739209785.5007293;-45.120503652039325
1739209785.5007331;-38.13080360867914
1739209785.500737;-45.120503652039325
1739209785.5007408;-45.120503652039325
1739209785.5007446;-45.120503652039325
1739209785.5007484;-38.13080360867914
1739209785.5007522;-45.120503652039325
1739209785.5007563;-45.120503652039325
1739209785.50076;-45.120503652039325
1739209785.500764;-28.992665084841942
1739209785.5007677;-33.981070128970906
1739209785.5007715;-45.120503652039325
1739209785.5007753;-45.120503652039325
1739209785.5007792;-38.13080360867914
1739209785.500783;-38.13080360867914
1739209785.5007868;-45.120503652039325
1739209785.5007906;-38.13080360867914
1739209785.5007944;-33.981070128970906
1739209785.5007982;-38.13080360867914
1739209785.500802;-38.13080360867914
1739209785.5008059;-45.120503652039325
1739209785.50081;-38.13080360867914
1739209785.5008137;-38.13080360867914
1739209785.5008175;-45.120503652039325
1739209785.5008214;-33.981070128970906
1739209785.5008252;-31.141103565318915
1739209785.500829;-33.981070128970906
1739209785.5008328;-45.120503652039325
1739209785.5008366;-45.120503652039325
1739209785.5008404;-38.13080360867914
1739209785.5008442;-38.13080360867914
1739209785.500848;-45.120503652039325
1739209785.5008519;-33.981070128970906
1739209785.5008557;-33.981070128970906
1739209785.5008597;-33.981070128970906
1739209785.5008636;-38.13080360867914
1739209785.5008674;-45.120503652039325
1739209785.5008712;-33.981070128970906
1739209785.500875;-33.981070128970906
1739209785.5008788;-38.13080360867914
1739209785.5008826;-38.13080360867914
1739209785.5008864;-38.13080360867914
1739209785.5008903;-31.141103565318915
1739209785.500894;-38.13080360867914
1739209785.500898;-38.13080360867914
1739209785.5009017;-38.13080360867914
1739209785.5009055;-38.13080360867914
1739209785.5009096;-38.13080360867914
1739209785.5009134;-38.13080360867914
1739209785.5009172;-33.981070128970906
1739209785.500921;-33.981070128970906
1739209785.5009248;-33.981070128970906
1739209785.5009286;-38.13080360867914
1739209785.5009325;-45.120503652039325
1739209785.5009363;-38.13080360867914
1739209785.50094;-35.57807855764607
1739209785.500944;-38.13080360867914
1739209785.5009477;-38.13080360867914
1739209785.5009515;-31.141103565318915
1739209785.5009553;-33.981070128970906
1739209785.5009592;-38.13080360867914
1739209785.5009632;-45.120503652039325
1739209785.500967;-45.120503652039325
1739209785.5009708;-38.13080360867914
1739209785.5009747;-38.13080360867914
1739209785.5009785;-38.13080360867914
1739209785.5009823;-33.981070128970906
1739209785.500986;-31.141103565318915
1739209785.50099;-38.13080360867914
1739209785.5009937;-45.120503652039325
1739209785.5009975;-38.13080360867914
1739209785.5010014;-45.120503652039325
1739209785.5010052;-45.120503652039325
1739209785.501009;-45.120503652039325
1739209785.501013;-38.13080360867914
1739209785.5010169;-38.13080360867914
1739209785.5010207;-38.13080360867914
1739209785.5010245;-45.120503652039325
1739209785.5010283;-33.981070128970906
1739209785.501032;-38.13080360867914
1739209785.501036;-45.120503652039325
1739209785.5010397;-38.13080360867914
1739209785.5010436;-38.13080360867914
1739209785.5010474;-45.120503652039325
1739209785.5010512;-45.120503652039325
1739209785.501055;-45.120503652039325
1739209785.5010588;-45.120503652039325
1739209785.5010629;-45.120503652039325
1739209785.5010667;-35.57807855764607
1739209785.5010705;-35.57807855764607
1739209785.5010743;-38.13080360867914
1739209785.5010781;-45.120503652039325
1739209785.501082;-45.120503652039325
1739209785.5010858;-35.57807855764607
1739209785.5010896;-45.120503652039325
1739209785.5010934;-45.120503652039325
1739209785.5010972;-45.120503652039325
1739209785.501101;-38.13080360867914
1739209785.5011048;-38.13080360867914
1739209785.5011086;-35.57807855764607
1739209785.5011125;-38.13080360867914
1739209785.5011165;-32.816014438256545
1739209785.5011203;-38.13080360867914
1739209785.5011241;-35.57807855764607
1739209785.501128;-38.13080360867914
1739209785.5011318;-32.816014438256545
1739209785.5011356;-45.120503652039325
1739209785.5011394;-45.120503652039325
1739209785.5011432;-38.13080360867914
1739209785.501147;-45.120503652039325
1739209785.5011508;-45.120503652039325
1739209785.5011547;-45.120503652039325
1739209785.5011585;-38.13080360867914
1739209785.5011623;-45.120503652039325
1739209785.5011663;-38.13080360867914
1739209785.5011702;-35.57807855764607
1739209785.501174;-45.120503652039325
1739209785.5011778;-45.120503652039325
1739209785.5011816;-38.13080360867914
1739209785.5011854;-38.13080360867914
1739209785.5011892;-45.120503652039325
1739209785.501193;-45.120503652039325
1739209785.5011969;-45.120503652039325
1739209785.5012007;-38.13080360867914
1739209785.5012045;-45.120503652039325
1739209785.5012083;-45.120503652039325
1739209785.5012121;-45.120503652039325
1739209785.5012162;-45.120503652039325
1739209785.50122;-45.120503652039325
1739209785.5012238;-45.120503652039325
1739209785.5012276;-38.13080360867914
1739209785.5012314;-45.120503652039325
1739209785.5012352;-38.13080360867914
1739209785.501239;-38.13080360867914
1739209785.5012429;-38.13080360867914
1739209785.5012467;-45.120503652039325
1739209785.5012505;-38.13080360867914
1739209785.5012543;-38.13080360867914
1739209785.5012581;-35.57807855764607
1739209785.501262;-29.438486411369333
1739209785.501266;-45.120503652039325
1739209785.5012698;-45.120503652039325
1739209785.5012736;-45.120503652039325
1739209785.5012774;-45.120503652039325
1739209785.5012813;-38.13080360867914
1739209785.501285;-38.13080360867914
1739209785.501289;-45.120503652039325
1739209785.5012927;-32.816014438256545
1739209785.5012965;-45.120503652039325
1739209785.5013003;-38.13080360867914
1739209785.5013041;-38.13080360867914
1739209785.501308;-35.57807855764607
1739209785.5013118;-45.120503652039325
1739209785.5013156;-35.57807855764607
1739209785.5013196;-38.13080360867914
1739209785.5013235;-38.13080360867914
1739209785.5013273;-45.120503652039325
1739209785.501331;-33.981070128970906
1739209785.501335;-45.120503652039325
1739209785.5013387;-45.120503652039325
1739209785.5013425;-38.13080360867914
1739209785.5013463;-45.120503652039325
1739209785.5013502;-38.13080360867914
1739209785.501354;-30.49652367304973
1739209785.5013578;-33.981070128970906
1739209785.5013616;-33.981070128970906
1739209785.5013654;-33.981070128970906
1739209785.5013695;-38.13080360867914
1739209785.5013733;-45.120503652039325
1739209785.501377;-45.120503652039325
1739209785.501381;-38.13080360867914
1739209785.5013847;-45.120503652039325
1739209785.5013885;-38.13080360867914
1739209785.5013924;-45.120503652039325
1739209785.5013962;-38.13080360867914
1739209785.5014;-35.57807855764607
1739209785.5014038;-45.120503652039325
1739209785.5014076;-45.120503652039325
1739209785.5014114;-38.13080360867914
1739209785.5014153;-38.13080360867914
1739209785.5014193;-38.13080360867914
1739209785.5014231;-38.13080360867914
1739209785.501427;-31.141103565318915
1739209785.5014307;-45.120503652039325
1739209785.5014346;-38.13080360867914
1739209785.5014384;-45.120503652039325
1739209785.5014422;-38.13080360867914
1739209785.501446;-30.49652367304973
1739209785.5014498;-45.120503652039325
1739209785.5014536;-45.120503652039325
1739209785.5014575;-38.13080360867914
1739209785.5014613;-31.141103565318915
1739209785.501465;-38.13080360867914
1739209785.501469;-45.120503652039325
1739209785.501473;-45.120503652039325
1739209785.5014768;-45.120503652039325
1739209785.5014806;-45.120503652039325
1739209785.5014844;-45.120503652039325
1739209785.5014882;-38.13080360867914
1739209785.501492;-45.120503652039325
1739209785.5014958;-45.120503652039325
1739209785.5014997;-45.120503652039325
1739209785.5015035;-38.13080360867914
1739209785.5015073;-32.816014438256545
1739209785.501511;-45.120503652039325
1739209785.501515;-45.120503652039325
1739209785.5015187;-45.120503652039325
1739209785.5015228;-45.120503652039325
1739209785.5015266;-45.120503652039325
1739209785.5015304;-38.13080360867914
1739209785.5015342;-45.120503652039325
1739209785.501538;-35.57807855764607
1739209785.5015419;-33.981070128970906
1739209785.5015457;-45.120503652039325
1739209785.5015495;-45.120503652039325
1739209785.5015533;-38.13080360867914
1739209785.501557;-38.13080360867914
1739209785.501561;-45.120503652039325
1739209785.5015647;-45.120503652039325
1739209785.5015686;-45.120503652039325
1739209785.5015726;-45.120503652039325
1739209785.5015764;-45.120503652039325
1739209785.5015802;-38.13080360867914
1739209785.501584;-38.13080360867914
1739209785.5015879;-45.120503652039325
1739209785.5015917;-38.13080360867914
1739209785.5015955;-45.120503652039325
1739209785.5015993;-35.57807855764607
1739209785.5016031;-28.992665084841942
1739209785.501607;-45.120503652039325
1739209785.5016108;-38.13080360867914
1739209785.5016146;-38.13080360867914
1739209785.5016184;-38.13080360867914
1739209785.5016222;-45.120503652039325
1739209785.5016263;-45.120503652039325
1739209785.50163;-45.120503652039325
1739209785.501634;-45.120503652039325
1739209785.5016377;-32.816014438256545
1739209785.5016415;-35.57807855764607
1739209785.5016453;-38.13080360867914
1739209785.5016491;-38.13080360867914
1739209785.501653;-38.13080360867914
1739209785.5016568;-38.13080360867914
1739209785.5016606;-45.120503652039325
1739209785.5016644;-45.120503652039325
1739209785.5016682;-45.120503652039325
1739209785.501672;-38.13080360867914
1739209785.501676;-38.13080360867914
1739209785.50168;-45.120503652039325
1739209785.5016837;-45.120503652039325
1739209785.5016875;-45.120503652039325
1739209785.5016913;-38.13080360867914
1739209785.5016952;-28.992665084841942
1739209785.501699;-38.13080360867914
1739209785.5017028;-38.13080360867914
1739209785.5017066;-38.13080360867914
1739209785.5017104;-38.13080360867914
1739209785.5017142;-45.120503652039325
1739209785.501718;-33.981070128970906
1739209785.5017219;-35.57807855764607
1739209785.501726;-30.49652367304976
1739209785.5017297;-45.120503652039325
1739209785.5017335;-33.981070128970906
1739209785.5017374;-38.13080360867914
1739209785.5017412;-45.120503652039325
1739209785.501745;-45.120503652039325
1739209785.5017488;-45.120503652039325
1739209785.5017526;-35.57807855764607
1739209785.5017564;-28.58837851428586
1739209785.5017602;-33.981070128970906
1739209785.501764;-45.120503652039325
1739209785.5017679;-45.120503652039325
1739209785.5017717;-38.13080360867914
1739209785.5017757;-45.120503652039325
1739209785.5017796;-38.13080360867914
1739209785.5017834;-38.13080360867914
1739209785.5017872;-45.120503652039325
1739209785.501791;-45.120503652039325
1739209785.5017948;-38.13080360867914
1739209785.5017986;-38.13080360867914
1739209785.5018024;-38.13080360867914
1739209785.5018063;-38.13080360867914
1739209785.50181;-38.13080360867914
1739209785.501814;-35.57807855764607
1739209785.5018177;-45.120503652039325
1739209785.5018215;-45.120503652039325
1739209785.5018253;-38.13080360867914
1739209785.5018294;-45.120503652039325
1739209785.5018332;-45.120503652039325
1739209785.501837;-38.13080360867914
1739209785.5018408;-35.57807855764607
1739209785.5018446;-38.13080360867914
1739209785.5018485;-29.438486411369333
1739209785.5018523;-30.49652367304973
1739209785.501856;-45.120503652039325
1739209785.50186;-45.120503652039325
1739209785.5018637;-33.981070128970906
1739209785.5018675;-38.13080360867914
1739209785.5018713;-45.120503652039325
1739209785.5018752;-38.13080360867914
1739209785.5018792;-45.120503652039325
1739209785.501883;-45.120503652039325
1739209785.5018868;-45.120503652039325
1739209785.5018907;-45.120503652039325
1739209785.5018945;-38.13080360867914
1739209785.5018983;-38.13080360867914
1739209785.501902;-45.120503652039325
1739209785.501906;-45.120503652039325
1739209785.5019097;-32.816014438256545
1739209785.5019135;-31.141103565318893
1739209785.5019174;-45.120503652039325
1739209785.5019212;-38.13080360867914
1739209785.501925;-38.13080360867914
1739209785.501929;-45.120503652039325
1739209785.5019329;-38.13080360867914
1739209785.5019367;-38.13080360867914
1739209785.5019405;-45.120503652039325
1739209785.5019443;-38.13080360867914
1739209785.501948;-38.13080360867914
1739209785.501952;-35.57807855764607
1739209785.5019557;-33.981070128970906
1739209785.5019596;-38.13080360867914
1739209785.5019634;-38.13080360867914
1739209785.5019672;-32.816014438256545
1739209785.501971;-45.120503652039325
1739209785.5019748;-45.120503652039325
1739209785.5019786;-33.981070128970906
1739209785.5019827;-38.13080360867914
1739209785.5019865;-45.120503652039325
1739209785.5019903;-45.120503652039325
1739209785.5019941;-35.57807855764607
1739209785.501998;-38.13080360867914
1739209785.5020018;-38.13080360867914
1739209785.5020056;-33.981070128970906
1739209785.5020094;-38.13080360867914
1739209785.5020132;-38.13080360867914
1739209785.502017;-38.13080360867914
1739209785.5020208;-45.120503652039325
1739209785.5020247;-45.120503652039325
1739209785.5020285;-33.981070128970906
1739209785.5020325;-45.120503652039325
1739209785.5020363;-45.120503652039325
1739209785.5020401;-38.13080360867914
1739209785.502044;-45.120503652039325
1739209785.5020478;-45.120503652039325
1739209785.5020516;-35.57807855764607
1739209785.5020554;-38.13080360867914
1739209785.5020592;-45.120503652039325
1739209785.502063;-38.13080360867914
1739209785.5020669;-45.120503652039325
1739209785.5020707;-45.120503652039325
1739209785.5020745;-45.120503652039325
1739209785.5020783;-45.120503652039325
1739209785.5020823;-45.120503652039325
1739209785.5020862;-45.120503652039325
1739209785.50209;-45.120503652039325
1739209785.5020938;-45.120503652039325
1739209785.5020976;-38.13080360867914
1739209785.5021014;-38.13080360867914
1739209785.5021052;-45.120503652039325
1739209785.502109;-38.13080360867914
1739209785.5021129;-35.57807855764607
1739209785.5021167;-45.120503652039325
1739209785.5021205;-38.13080360867914
1739209785.5021243;-45.120503652039325
1739209785.5021281;-33.981070128970906
1739209785.5021322;-31.141103565318915
1739209785.502136;-38.13080360867914
1739209785.5021398;-45.120503652039325
1739209785.5021436;-45.120503652039325
1739209785.5021474;-45.120503652039325
1739209785.5021513;-45.120503652039325
1739209785.502155;-38.13080360867914
1739209785.5021589;-38.13080360867914
1739209785.5021627;-38.13080360867914
1739209785.5021665;-45.120503652039325
1739209785.5021703;-38.13080360867914
1739209785.5021741;-38.13080360867914
1739209785.502178;-38.13080360867914
1739209785.5021818;-45.120503652039325
1739209785.5021858;-38.13080360867914
1739209785.5021896;-45.120503652039325
1739209785.5021935;-38.13080360867914
1739209785.5021973;-45.120503652039325
1739209785.502201;-38.13080360867914
1739209785.502205;-35.57807855764607
1739209785.5022087;-38.13080360867914
1739209785.5022125;-45.120503652039325
1739209785.5022163;-38.13080360867914
1739209785.5022202;-45.120503652039325
1739209785.502224;-45.120503652039325
1739209785.5022278;-45.120503652039325
1739209785.5022316;-45.120503652039325
1739209785.5022357;-38.13080360867914
1739209785.5022395;-45.120503652039325
1739209785.5022433;-38.13080360867914
1739209785.502247;-45.120503652039325
1739209785.502251;-38.13080360867914
1739209785.5022547;-33.981070128970906
1739209785.5022585;-45.120503652039325
1739209785.5022624;-45.120503652039325
1739209785.5022662;-33.981070128970906
