CAN Message; 0x1a7:0000d31bbd57fa31
Timestamp;Amplitude
1739209837.7727764;-38.13080360867914
1739209837.7727818;-45.120503652039325
1739209837.7727873;-38.13080360867914
1739209837.7727928;-38.13080360867914
1739209837.7727983;-38.13080360867914
1739209837.7728038;-38.13080360867914
1739209837.7728093;-45.120503652039325
1739209837.7728145;-45.120503652039325
1739209837.77282;-45.120503652039325
1739209837.7728255;-45.120503652039325
1739209837.772831;-38.13080360867914
1739209837.7728364;-38.13080360867914
1739209837.772842;-45.120503652039325
1739209837.7728474;-38.13080360867914
1739209837.772853;-35.57807855764607
1739209837.7728584;-45.120503652039325
1739209837.7728639;-38.13080360867914
1739209837.7728693;-35.57807855764607
1739209837.7728748;-45.120503652039325
1739209837.7728803;-45.120503652039325
1739209837.7728858;-45.120503652039325
1739209837.7728913;-38.13080360867914
1739209837.7728965;-45.120503652039325
1739209837.772902;-45.120503652039325
1739209837.7729075;-33.981070128970906
1739209837.772913;-33.981070128970906
1739209837.7729185;-45.120503652039325
1739209837.772924;-38.13080360867914
1739209837.7729294;-38.13080360867914
1739209837.772935;-38.13080360867914
1739209837.7729404;-45.120503652039325
1739209837.772946;-38.13080360867914
1739209837.7729514;-35.57807855764607
1739209837.7729568;-45.120503652039325
1739209837.7729623;-45.120503652039325
1739209837.7729678;-38.13080360867914
1739209837.7729733;-35.57807855764607
1739209837.7729785;-38.13080360867914
1739209837.772984;-45.120503652039325
1739209837.7729895;-38.13080360867914
1739209837.772995;-45.120503652039325
1739209837.7730005;-45.120503652039325
1739209837.773006;-45.120503652039325
1739209837.7730114;-38.13080360867914
1739209837.773017;-45.120503652039325
1739209837.7730224;-35.57807855764607
1739209837.773028;-45.120503652039325
1739209837.7730334;-38.13080360867914
1739209837.7730389;-35.57807855764607
1739209837.7730443;-38.13080360867914
1739209837.7730498;-33.981070128970906
1739209837.7730553;-38.13080360867914
1739209837.7730606;-45.120503652039325
1739209837.773066;-45.120503652039325
1739209837.7730715;-38.13080360867914
1739209837.773077;-38.13080360867914
1739209837.7730825;-35.57807855764607
1739209837.773088;-38.13080360867914
1739209837.7730935;-45.120503652039325
1739209837.773099;-45.120503652039325
1739209837.7731044;-45.120503652039325
1739209837.77311;-35.57807855764607
1739209837.7731154;-35.57807855764607
1739209837.7731209;-45.120503652039325
1739209837.7731264;-45.120503652039325
1739209837.7731318;-38.13080360867914
1739209837.7731373;-30.49652367304973
1739209837.7731426;-38.13080360867914
1739209837.773148;-45.120503652039325
1739209837.7731535;-45.120503652039325
1739209837.773159;-45.120503652039325
1739209837.7731645;-38.13080360867914
1739209837.77317;-35.57807855764607
1739209837.7731755;-38.13080360867914
1739209837.773181;-45.120503652039325
1739209837.7731864;-38.13080360867914
1739209837.773192;-35.57807855764607
1739209837.7731974;-45.120503652039325
1739209837.773203;-45.120503652039325
1739209837.7732084;-45.120503652039325
1739209837.7732139;-45.120503652039325
1739209837.7732193;-45.120503652039325
1739209837.7732246;-45.120503652039325
1739209837.77323;-38.13080360867914
1739209837.7732356;-38.13080360867914
1739209837.773241;-38.13080360867914
1739209837.7732465;-35.57807855764607
1739209837.773252;-35.57807855764607
1739209837.7732575;-38.13080360867914
1739209837.773263;-45.120503652039325
1739209837.7732685;-33.981070128970906
1739209837.773274;-38.13080360867914
1739209837.7732794;-45.120503652039325
1739209837.773285;-38.13080360867914
1739209837.7732904;-45.120503652039325
1739209837.7732959;-45.120503652039325
1739209837.7733014;-45.120503652039325
1739209837.7733066;-38.13080360867914
1739209837.773312;-38.13080360867914
1739209837.7733176;-45.120503652039325
1739209837.773323;-45.120503652039325
1739209837.7733285;-38.13080360867914
1739209837.773334;-45.120503652039325
1739209837.7733395;-32.816014438256545
1739209837.773345;-35.57807855764607
1739209837.7733505;-45.120503652039325
1739209837.773356;-28.992665084841942
1739209837.7733614;-33.981070128970906
1739209837.773367;-45.120503652039325
1739209837.7733724;-38.13080360867914
1739209837.773378;-38.13080360867914
1739209837.7733834;-38.13080360867914
1739209837.7733886;-33.981070128970906
1739209837.773394;-45.120503652039325
1739209837.7733996;-38.13080360867914
1739209837.773405;-32.816014438256545
1739209837.7734106;-38.13080360867914
1739209837.773416;-45.120503652039325
1739209837.7734215;-38.13080360867914
1739209837.773427;-38.13080360867914
1739209837.7734325;-38.13080360867914
1739209837.773438;-38.13080360867914
1739209837.7734435;-38.13080360867914
1739209837.773449;-38.13080360867914
1739209837.7734544;-45.120503652039325
1739209837.77346;-38.13080360867914
1739209837.7734654;-45.120503652039325
1739209837.7734709;-38.13080360867914
1739209837.7734761;-35.57807855764607
1739209837.7734816;-45.120503652039325
1739209837.773487;-45.120503652039325
1739209837.7734926;-35.57807855764607
1739209837.773498;-32.816014438256545
1739209837.7735035;-45.120503652039325
1739209837.773509;-45.120503652039325
1739209837.7735145;-45.120503652039325
1739209837.77352;-38.13080360867914
1739209837.7735255;-38.13080360867914
1739209837.773531;-38.13080360867914
1739209837.7735364;-31.141103565318915
1739209837.773542;-38.13080360867914
1739209837.7735474;-38.13080360867914
1739209837.773553;-45.120503652039325
1739209837.7735581;-38.13080360867914
1739209837.7735636;-38.13080360867914
1739209837.773569;-38.13080360867914
1739209837.7735746;-45.120503652039325
1739209837.77358;-30.49652367304973
1739209837.7735856;-38.13080360867914
1739209837.773591;-38.13080360867914
1739209837.7735965;-45.120503652039325
1739209837.773602;-38.13080360867914
1739209837.7736075;-33.981070128970906
1739209837.773613;-38.13080360867914
1739209837.7736185;-38.13080360867914
1739209837.773624;-28.992665084841942
1739209837.7736294;-38.13080360867914
1739209837.773635;-38.13080360867914
1739209837.7736402;-38.13080360867914
1739209837.7736456;-45.120503652039325
1739209837.7736511;-45.120503652039325
1739209837.7736566;-38.13080360867914
1739209837.773662;-35.57807855764607
1739209837.7736676;-45.120503652039325
1739209837.773673;-45.120503652039325
1739209837.7736785;-45.120503652039325
1739209837.773684;-38.13080360867914
1739209837.7736895;-45.120503652039325
1739209837.773695;-38.13080360867914
1739209837.7737005;-38.13080360867914
1739209837.773706;-45.120503652039325
1739209837.7737114;-38.13080360867914
1739209837.773717;-45.120503652039325
1739209837.7737222;-45.120503652039325
1739209837.7737277;-45.120503652039325
1739209837.7737331;-33.981070128970906
1739209837.7737386;-38.13080360867914
1739209837.773744;-45.120503652039325
1739209837.7737496;-35.57807855764607
1739209837.773755;-38.13080360867914
1739209837.7737606;-45.120503652039325
1739209837.773766;-45.120503652039325
1739209837.7737715;-38.13080360867914
1739209837.773777;-38.13080360867914
1739209837.7737825;-45.120503652039325
1739209837.773788;-33.981070128970906
1739209837.7737935;-45.120503652039325
1739209837.773799;-45.120503652039325
1739209837.7738042;-38.13080360867914
1739209837.7738097;-45.120503652039325
1739209837.7738152;-45.120503652039325
1739209837.7738206;-38.13080360867914
1739209837.7738261;-32.816014438256545
1739209837.7738316;-38.13080360867914
1739209837.773837;-45.120503652039325
1739209837.7738426;-38.13080360867914
1739209837.773848;-45.120503652039325
1739209837.7738535;-45.120503652039325
1739209837.773859;-45.120503652039325
1739209837.7738645;-45.120503652039325
1739209837.77387;-45.120503652039325
1739209837.7738755;-45.120503652039325
1739209837.773881;-45.120503652039325
1739209837.7738862;-38.13080360867914
1739209837.7738917;-45.120503652039325
1739209837.7738972;-45.120503652039325
1739209837.7739027;-38.13080360867914
1739209837.7739081;-38.13080360867914
1739209837.7739136;-45.120503652039325
1739209837.773919;-38.13080360867914
1739209837.7739246;-38.13080360867914
1739209837.77393;-38.13080360867914
1739209837.7739356;-32.816014438256545
1739209837.773941;-45.120503652039325
1739209837.7739465;-45.120503652039325
1739209837.773952;-45.120503652039325
1739209837.7739575;-38.13080360867914
1739209837.773963;-38.13080360867914
1739209837.7739682;-45.120503652039325
1739209837.7739737;-45.120503652039325
1739209837.7739792;-45.120503652039325
1739209837.7739847;-45.120503652039325
1739209837.7739902;-38.13080360867914
1739209837.7739956;-33.981070128970906
1739209837.7740011;-45.120503652039325
1739209837.7740066;-45.120503652039325
1739209837.774012;-38.13080360867914
1739209837.7740176;-33.981070128970906
1739209837.774023;-30.49652367304973
1739209837.7740285;-38.13080360867914
1739209837.774034;-45.120503652039325
1739209837.7740395;-45.120503652039325
1739209837.774045;-38.13080360867914
1739209837.7740502;-38.13080360867914
1739209837.7740557;-38.13080360867914
1739209837.7740612;-45.120503652039325
1739209837.7740667;-45.120503652039325
1739209837.7740722;-38.13080360867914
1739209837.7740777;-38.13080360867914
1739209837.7740831;-38.13080360867914
1739209837.7740886;-45.120503652039325
1739209837.774094;-45.120503652039325
1739209837.7740996;-38.13080360867914
1739209837.774105;-38.13080360867914
1739209837.7741106;-45.120503652039325
1739209837.774116;-45.120503652039325
1739209837.7741215;-45.120503652039325
1739209837.774127;-38.13080360867914
1739209837.7741323;-35.57807855764607
1739209837.7741377;-45.120503652039325
1739209837.7741432;-45.120503652039325
1739209837.7741487;-45.120503652039325
1739209837.7741542;-45.120503652039325
1739209837.7741597;-45.120503652039325
1739209837.7741652;-33.981070128970906
1739209837.7741706;-45.120503652039325
1739209837.7741761;-45.120503652039325
1739209837.7741816;-38.13080360867914
1739209837.774187;-45.120503652039325
1739209837.7741926;-38.13080360867914
1739209837.774198;-45.120503652039325
1739209837.7742035;-45.120503652039325
1739209837.774209;-38.13080360867914
1739209837.7742143;-38.13080360867914
1739209837.7742198;-35.57807855764607
1739209837.7742252;-38.13080360867914
