CAN Message; 0x1b8:02001621e3129e9c
1739209754.1793158;-35.57807855764607
1739209754.1793175;-35.57807855764607
1739209754.1793191;-38.13080360867914
1739209754.1793208;-45.120503652039325
1739209754.1793225;-45.120503652039325
1739209754.1793242;-45.120503652039325
1739209754.1793258;-38.13080360867914
1739209754.1793275;-38.13080360867914
1739209754.1793292;-38.13080360867914
1739209754.1793308;-45.120503652039325
1739209754.1793325;-32.816014438256545
1739209754.1793342;-38.13080360867914
1739209754.1793358;-38.13080360867914
1739209754.1793375;-33.981070128970906
1739209754.1793392;-45.120503652039325
1739209754.1793408;-38.13080360867914
1739209754.1793425;-38.13080360867914
1739209754.1793442;-45.120503652039325
1739209754.1793458;-45.120503652039325
1739209754.1793475;-38.13080360867914
1739209754.1793492;-35.57807855764607
1739209754.1793509;-38.13080360867914
1739209754.1793525;-38.13080360867914
1739209754.1793542;-45.120503652039325
1739209754.1793559;-38.13080360867914
1739209754.1793575;-38.13080360867914
1739209754.1793592;-32.816014438256545
1739209754.1793609;-38.13080360867914
1739209754.1793625;-45.120503652039325
1739209754.1793642;-45.120503652039325
1739209754.1793659;-32.816014438256545
1739209754.1793675;-33.981070128970906
1739209754.1793692;-45.120503652039325
1739209754.1793709;-45.120503652039325
1739209754.1793725;-45.120503652039325
1739209754.1793742;-45.120503652039325
1739209754.179376;-45.120503652039325
1739209754.1793776;-45.120503652039325
1739209754.1793792;-38.13080360867914
1739209754.179381;-38.13080360867914
1739209754.1793826;-45.120503652039325
1739209754.1793842;-45.120503652039325
1739209754.179386;-38.13080360867914
1739209754.1793876;-38.13080360867914
1739209754.1793892;-45.120503652039325
1739209754.179391;-38.13080360867914
1739209754.1793926;-32.816014438256545
1739209754.1793942;-31.141103565318915
1739209754.179396;-45.120503652039325
1739209754.1793976;-38.13080360867914
1739209754.1793993;-45.120503652039325
1739209754.179401;-45.120503652039325
1739209754.1794026;-38.13080360867914
1739209754.1794043;-38.13080360867914
1739209754.179406;-38.13080360867914
1739209754.1794076;-30.49652367304973
1739209754.1794093;-45.120503652039325
1739209754.179411;-45.120503652039325
1739209754.1794126;-38.13080360867914
1739209754.1794143;-45.120503652039325
1739209754.179416;-45.120503652039325
1739209754.1794176;-38.13080360867914
1739209754.1794193;-38.13080360867914
1739209754.179421;-33.981070128970906
1739209754.1794226;-38.13080360867914
1739209754.1794243;-38.13080360867914
1739209754.179426;-45.120503652039325
1739209754.1794276;-35.57807855764607
1739209754.1794293;-35.57807855764607
1739209754.179431;-38.13080360867914
1739209754.1794326;-45.120503652039325
1739209754.1794343;-38.13080360867914
1739209754.179436;-38.13080360867914
1739209754.1794376;-38.13080360867914
1739209754.1794393;-45.120503652039325
1739209754.179441;-38.13080360867914
1739209754.1794426;-38.13080360867914
1739209754.1794443;-45.120503652039325
1739209754.179446;-38.13080360867914
1739209754.1794477;-35.57807855764607
1739209754.1794493;-45.120503652039325
1739209754.179451;-38.13080360867914
1739209754.1794527;-38.13080360867914
1739209754.1794543;-45.120503652039325
1739209754.179456;-45.120503652039325
1739209754.1794577;-45.120503652039325
1739209754.1794593;-45.120503652039325
1739209754.179461;-32.816014438256545
1739209754.1794627;-45.120503652039325
1739209754.1794643;-38.13080360867914
1739209754.179466;-38.13080360867914
1739209754.1794677;-38.13080360867914
1739209754.1794693;-45.120503652039325
1739209754.179471;-35.57807855764607
1739209754.1794727;-38.13080360867914
1739209754.1794744;-28.992665084841942
1739209754.179476;-38.13080360867914
1739209754.1794777;-45.120503652039325
1739209754.1794794;-38.13080360867914
1739209754.179481;-38.13080360867914
1739209754.1794827;-45.120503652039325
1739209754.1794844;-38.13080360867914
1739209754.179486;-35.57807855764607
1739209754.1794877;-38.13080360867914
1739209754.1794894;-45.120503652039325
1739209754.179491;-45.120503652039325
1739209754.1794927;-38.13080360867914
1739209754.1794944;-45.120503652039325
1739209754.179496;-45.120503652039325
1739209754.1794977;-38.13080360867914
1739209754.1794994;-45.120503652039325
1739209754.179501;-45.120503652039325
1739209754.1795027;-38.13080360867914
1739209754.1795044;-33.981070128970906
1739209754.179506;-45.120503652039325
1739209754.1795077;-45.120503652039325
1739209754.1795094;-32.816014438256545
1739209754.179511;-38.13080360867914
1739209754.1795127;-45.120503652039325
1739209754.1795144;-33.981070128970906
1739209754.179516;-35.57807855764607
1739209754.1795177;-38.13080360867914
1739209754.1795194;-45.120503652039325
1739209754.179521;-33.981070128970906
1739209754.1795228;-38.13080360867914
1739209754.1795244;-38.13080360867914
1739209754.179526;-45.120503652039325
1739209754.1795278;-38.13080360867914
1739209754.1795294;-38.13080360867914
1739209754.179531;-45.120503652039325
1739209754.1795328;-45.120503652039325
1739209754.1795344;-38.13080360867914
1739209754.179536;-35.57807855764607
1739209754.1795378;-45.120503652039325
1739209754.1795394;-45.120503652039325
1739209754.179541;-38.13080360867914
1739209754.1795428;-45.120503652039325
1739209754.1795444;-45.120503652039325
1739209754.179546;-38.13080360867914
1739209754.1795478;-33.981070128970906
1739209754.1795495;-45.120503652039325
1739209754.1795511;-45.120503652039325
1739209754.1795528;-45.120503652039325
1739209754.1795545;-45.120503652039325
1739209754.1795561;-38.13080360867914
1739209754.1795578;-35.57807855764607
1739209754.1795595;-45.120503652039325
1739209754.1795611;-38.13080360867914
1739209754.1795628;-38.13080360867914
1739209754.1795645;-45.120503652039325
1739209754.1795661;-35.57807855764607
1739209754.1795678;-45.120503652039325
1739209754.1795695;-35.57807855764607
1739209754.1795712;-38.13080360867914
1739209754.1795728;-45.120503652039325
1739209754.1795745;-45.120503652039325
1739209754.1795762;-38.13080360867914
1739209754.1795778;-35.57807855764607
1739209754.1795795;-35.57807855764607
1739209754.1795812;-38.13080360867914
1739209754.1795828;-45.120503652039325
1739209754.1795845;-45.120503652039325
1739209754.1795862;-38.13080360867914
1739209754.1795878;-32.816014438256545
1739209754.1795895;-45.120503652039325
1739209754.1795912;-45.120503652039325
1739209754.1795928;-45.120503652039325
1739209754.1795945;-45.120503652039325
1739209754.1795962;-35.57807855764607
1739209754.1795979;-38.13080360867914
1739209754.1795995;-32.816014438256545
1739209754.1796012;-45.120503652039325
1739209754.1796029;-45.120503652039325
1739209754.1796045;-38.13080360867914
1739209754.1796062;-35.57807855764607
1739209754.1796079;-38.13080360867914
1739209754.1796095;-45.120503652039325
1739209754.1796112;-45.120503652039325
1739209754.1796129;-35.57807855764607
1739209754.1796145;-38.13080360867914
1739209754.1796162;-45.120503652039325
1739209754.179618;-45.120503652039325
1739209754.1796196;-38.13080360867914
1739209754.1796212;-38.13080360867914
1739209754.179623;-32.816014438256545
1739209754.1796246;-38.13080360867914
1739209754.1796262;-45.120503652039325
1739209754.179628;-38.13080360867914
1739209754.1796296;-35.57807855764607
1739209754.1796312;-35.57807855764607
1739209754.179633;-38.13080360867914
1739209754.1796346;-45.120503652039325
1739209754.1796362;-45.120503652039325
1739209754.179638;-45.120503652039325
1739209754.1796396;-45.120503652039325
1739209754.1796412;-38.13080360867914
1739209754.1796427;-45.120503652039325
1739209754.1796443;-45.120503652039325
1739209754.179646;-45.120503652039325
1739209754.1796477;-38.13080360867914
1739209754.1796494;-45.120503652039325
1739209754.179651;-38.13080360867914
1739209754.1796527;-38.13080360867914
1739209754.1796544;-38.13080360867914
1739209754.179656;-38.13080360867914
1739209754.1796577;-38.13080360867914
1739209754.1796594;-45.120503652039325
1739209754.179661;-45.120503652039325
1739209754.1796627;-33.981070128970906
1739209754.1796644;-33.981070128970906
1739209754.179666;-35.57807855764607
1739209754.1796677;-35.57807855764607
1739209754.1796694;-45.120503652039325
1739209754.179671;-45.120503652039325
1739209754.1796727;-38.13080360867914
1739209754.1796744;-38.13080360867914
1739209754.179676;-38.13080360867914
1739209754.1796777;-32.81601443825658
1739209754.1796794;-32.816014438256545
1739209754.179681;-38.13080360867914
1739209754.1796827;-45.120503652039325
1739209754.1796844;-45.120503652039325
1739209754.179686;-38.13080360867914
1739209754.1796877;-38.13080360867914
1739209754.1796894;-33.981070128970906
1739209754.179691;-33.981070128970906
1739209754.1796927;-38.13080360867914
1739209754.1796944;-38.13080360867914
1739209754.179696;-38.13080360867914
1739209754.1796978;-38.13080360867914
1739209754.1796994;-35.57807855764607
1739209754.179701;-35.57807855764607
1739209754.1797028;-38.13080360867914
1739209754.1797044;-45.120503652039325
1739209754.179706;-45.120503652039325
1739209754.1797078;-45.120503652039325
1739209754.1797094;-45.120503652039325
1739209754.179711;-45.120503652039325
1739209754.1797128;-45.120503652039325
1739209754.1797144;-45.120503652039325
1739209754.179716;-38.13080360867914
1739209754.1797178;-35.57807855764607
1739209754.1797194;-45.120503652039325
1739209754.179721;-45.120503652039325
1739209754.1797228;-45.120503652039325
1739209754.1797245;-45.120503652039325
1739209754.1797261;-45.120503652039325
1739209754.1797278;-45.120503652039325
1739209754.1797295;-33.981070128970906
1739209754.1797311;-28.992665084841942
1739209754.1797328;-38.13080360867914
1739209754.1797345;-38.13080360867914
1739209754.1797361;-38.13080360867914
1739209754.1797378;-38.13080360867914
1739209754.1797395;-45.120503652039325
1739209754.1797411;-33.981070128970906
1739209754.1797428;-45.120503652039325
1739209754.1797445;-30.49652367304973
1739209754.1797462;-45.120503652039325
1739209754.1797478;-45.120503652039325
1739209754.1797495;-45.120503652039325
1739209754.1797512;-45.120503652039325
1739209754.1797528;-35.57807855764607
1739209754.1797545;-38.13080360867914
1739209754.1797562;-45.120503652039325
1739209754.1797578;-38.13080360867914
1739209754.1797595;-45.120503652039325
1739209754.1797612;-38.13080360867914
1739209754.1797628;-45.120503652039325
1739209754.1797645;-38.13080360867914
1739209754.1797662;-35.57807855764607
1739209754.1797678;-38.13080360867914
1739209754.1797695;-45.120503652039325
1739209754.1797712;-38.13080360867914
1739209754.1797729;-35.57807855764607
1739209754.1797745;-45.120503652039325
1739209754.1797762;-45.120503652039325
1739209754.1797779;-45.120503652039325
1739209754.1797795;-33.981070128970906
1739209754.1797812;-45.120503652039325
1739209754.1797829;-45.120503652039325
1739209754.1797845;-38.13080360867914
1739209754.1797862;-45.120503652039325
1739209754.1797879;-45.120503652039325
1739209754.1797895;-45.120503652039325
1739209754.1797912;-38.13080360867914
1739209754.179793;-38.13080360867914
1739209754.1797945;-38.13080360867914
1739209754.1797962;-45.120503652039325
1739209754.179798;-38.13080360867914
1739209754.1797996;-38.13080360867914
1739209754.1798012;-38.13080360867914
1739209754.179803;-45.120503652039325
1739209754.1798046;-45.120503652039325
1739209754.1798062;-38.13080360867914
1739209754.179808;-45.120503652039325
1739209754.1798096;-38.13080360867914
1739209754.1798112;-45.120503652039325
1739209754.179813;-45.120503652039325
1739209754.1798146;-38.13080360867914
1739209754.1798162;-35.57807855764607
1739209754.179818;-38.13080360867914
1739209754.1798196;-45.120503652039325
1739209754.1798213;-38.13080360867914
1739209754.179823;-38.13080360867914
1739209754.1798246;-45.120503652039325
1739209754.1798263;-45.120503652039325
1739209754.179828;-38.13080360867914
1739209754.1798296;-35.57807855764607
1739209754.1798313;-38.13080360867914
1739209754.179833;-45.120503652039325
1739209754.1798346;-45.120503652039325
1739209754.1798363;-45.120503652039325
1739209754.179838;-38.13080360867914
1739209754.1798396;-32.816014438256545
1739209754.1798413;-45.120503652039325
1739209754.179843;-38.13080360867914
1739209754.1798446;-38.13080360867914
1739209754.1798463;-38.13080360867914
1739209754.179848;-45.120503652039325
1739209754.1798496;-45.120503652039325
1739209754.1798513;-45.120503652039325
1739209754.179853;-38.13080360867914
1739209754.1798546;-38.13080360867914
1739209754.1798563;-45.120503652039325
1739209754.179858;-45.120503652039325
1739209754.1798596;-38.13080360867914
1739209754.1798613;-38.13080360867914
1739209754.179863;-45.120503652039325
1739209754.1798646;-45.120503652039325
1739209754.1798663;-38.13080360867914
1739209754.179868;-38.13080360867914
1739209754.1798697;-45.120503652039325
1739209754.1798713;-38.13080360867914
1739209754.179873;-35.57807855764607
1739209754.1798747;-38.13080360867914
1739209754.1798763;-45.120503652039325
1739209754.179878;-38.13080360867914
1739209754.1798797;-26.991370085610736
1739209754.1798813;-38.13080360867914
1739209754.179883;-45.120503652039325
1739209754.1798847;-38.13080360867914
1739209754.1798863;-45.120503652039325
1739209754.179888;-38.13080360867914
1739209754.1798897;-45.120503652039325
1739209754.1798913;-45.120503652039325
1739209754.179893;-32.81601443825658
1739209754.1798947;-45.120503652039325
1739209754.1798964;-38.13080360867914
1739209754.179898;-45.120503652039325
1739209754.1798997;-38.13080360867914
1739209754.1799014;-38.13080360867914
1739209754.179903;-45.120503652039325
1739209754.1799047;-35.57807855764607
1739209754.1799064;-28.21854285175415
1739209754.179908;-35.57807855764607
1739209754.1799097;-45.120503652039325
1739209754.1799114;-38.13080360867914
1739209754.179913;-35.57807855764607
1739209754.1799147;-45.120503652039325
1739209754.1799164;-45.120503652039325
1739209754.179918;-38.13080360867914
1739209754.1799197;-45.120503652039325
1739209754.1799214;-45.120503652039325
1739209754.179923;-38.13080360867914
1739209754.1799247;-38.13080360867914
1739209754.1799264;-45.120503652039325
1739209754.179928;-38.13080360867914
1739209754.1799297;-38.13080360867914
1739209754.1799314;-45.120503652039325
1739209754.179933;-45.120503652039325
1739209754.1799347;-45.120503652039325
1739209754.1799364;-35.57807855764607
1739209754.179938;-38.13080360867914
1739209754.1799397;-45.120503652039325
1739209754.1799414;-45.120503652039325
1739209754.179943;-45.120503652039325
1739209754.1799448;-45.120503652039325
1739209754.1799464;-32.816014438256545
1739209754.179948;-35.57807855764607
1739209754.1799498;-38.13080360867914
1739209754.1799514;-35.57807855764607
1739209754.179953;-35.57807855764607
1739209754.1799548;-38.13080360867914
1739209754.1799564;-45.120503652039325
1739209754.179958;-38.13080360867914
1739209754.1799598;-38.13080360867914
1739209754.1799614;-45.120503652039325
1739209754.179963;-45.120503652039325
1739209754.1799648;-38.13080360867914
1739209754.1799664;-38.13080360867914
1739209754.179968;-45.120503652039325
1739209754.1799698;-45.120503652039325
1739209754.1799715;-38.13080360867914
1739209754.1799731;-27.8777449560314
1739209754.1799748;-31.141103565318915
1739209754.1799765;-45.120503652039325
1739209754.1799781;-38.13080360867914
1739209754.1799798;-35.57807855764607
1739209754.1799815;-38.13080360867914
1739209754.1799831;-45.120503652039325
1739209754.1799848;-38.13080360867914
1739209754.1799865;-38.13080360867914
1739209754.1799881;-45.120503652039325
1739209754.1799898;-45.120503652039325
1739209754.1799915;-38.13080360867914
1739209754.1799932;-38.13080360867914
1739209754.1799948;-38.13080360867914
1739209754.1799965;-35.57807855764607
1739209754.1799982;-45.120503652039325
1739209754.1799998;-33.981070128970906
1739209754.1800015;-31.141103565318915
1739209754.1800032;-45.120503652039325
1739209754.1800048;-38.13080360867914
1739209754.1800065;-38.13080360867914
1739209754.1800082;-38.13080360867914
1739209754.1800098;-38.13080360867914
1739209754.1800115;-45.120503652039325
1739209754.1800132;-45.120503652039325
1739209754.1800148;-38.13080360867914
1739209754.1800165;-38.13080360867914
1739209754.1800182;-45.120503652039325
1739209754.1800199;-38.13080360867914
1739209754.1800215;-32.816014438256545
1739209754.1800232;-38.13080360867914
1739209754.1800249;-33.981070128970906
1739209754.1800265;-38.13080360867914
1739209754.1800282;-45.120503652039325
1739209754.1800299;-45.120503652039325
1739209754.1800315;-45.120503652039325
1739209754.1800332;-45.120503652039325
1739209754.1800349;-45.120503652039325
1739209754.1800365;-38.13080360867914
1739209754.1800382;-38.13080360867914
1739209754.18004;-38.13080360867914
1739209754.1800416;-38.13080360867914
1739209754.1800432;-33.981070128970906
1739209754.180045;-38.13080360867914
1739209754.1800466;-45.120503652039325
1739209754.1800482;-38.13080360867914
1739209754.18005;-45.120503652039325
1739209754.1800516;-45.120503652039325
1739209754.1800532;-45.120503652039325
1739209754.180055;-45.120503652039325
1739209754.1800566;-45.120503652039325
1739209754.1800582;-45.120503652039325
1739209754.18006;-45.120503652039325
1739209754.1800616;-45.120503652039325
1739209754.1800632;-38.13080360867914
1739209754.180065;-38.13080360867914
1739209754.1800666;-38.13080360867914
1739209754.1800683;-33.981070128970906
1739209754.18007;-38.13080360867914
1739209754.1800716;-38.13080360867914
1739209754.1800733;-38.13080360867914
1739209754.180075;-38.13080360867914
1739209754.1800766;-45.120503652039325
1739209754.1800783;-38.13080360867914
1739209754.18008;-38.13080360867914
1739209754.1800816;-45.120503652039325
1739209754.1800833;-45.120503652039325
1739209754.180085;-45.120503652039325
1739209754.1800866;-45.120503652039325
1739209754.1800883;-38.13080360867914
1739209754.18009;-45.120503652039325
1739209754.1800916;-45.120503652039325
1739209754.1800933;-38.13080360867914
1739209754.180095;-38.13080360867914
1739209754.1800966;-45.120503652039325
1739209754.1800983;-38.13080360867914
1739209754.1801;-35.57807855764607
1739209754.1801016;-38.13080360867914
1739209754.1801033;-45.120503652039325
1739209754.180105;-45.120503652039325
1739209754.1801066;-38.13080360867914
1739209754.1801083;-35.57807855764607
1739209754.18011;-38.13080360867914
1739209754.1801116;-38.13080360867914
1739209754.1801133;-38.13080360867914
1739209754.180115;-38.13080360867914
1739209754.1801167;-35.57807855764607
1739209754.1801183;-38.13080360867914
1739209754.18012;-32.816014438256545
1739209754.1801217;-38.13080360867914
1739209754.1801233;-45.120503652039325
1739209754.180125;-45.120503652039325
1739209754.1801267;-45.120503652039325
1739209754.1801283;-45.120503652039325
1739209754.18013;-45.120503652039325
1739209754.1801317;-45.120503652039325
1739209754.1801333;-38.13080360867914
1739209754.180135;-38.13080360867914
1739209754.1801367;-38.13080360867914
1739209754.1801383;-45.120503652039325
1739209754.18014;-45.120503652039325
1739209754.1801417;-33.981070128970906
1739209754.1801434;-38.13080360867914
1739209754.180145;-38.13080360867914
1739209754.1801467;-45.120503652039325
1739209754.1801484;-35.57807855764607
1739209754.18015;-35.57807855764607
1739209754.1801517;-45.120503652039325
1739209754.1801534;-45.120503652039325
1739209754.180155;-45.120503652039325
1739209754.1801567;-45.120503652039325
1739209754.1801584;-45.120503652039325
1739209754.18016;-45.120503652039325
1739209754.1801617;-45.120503652039325
1739209754.1801634;-38.13080360867914
1739209754.180165;-45.120503652039325
1739209754.1801667;-45.120503652039325
1739209754.1801684;-38.13080360867914
1739209754.18017;-35.57807855764607
1739209754.1801717;-38.13080360867914
1739209754.1801734;-45.120503652039325
1739209754.180175;-31.141103565318893
1739209754.1801767;-26.487275050834715
1739209754.1801784;-38.13080360867914
1739209754.18018;-32.816014438256545
1739209754.1801817;-38.13080360867914
1739209754.1801834;-38.13080360867914
1739209754.180185;-33.981070128970906
1739209754.1801867;-33.981070128970906
1739209754.1801884;-45.120503652039325
1739209754.18019;-38.13080360867914
1739209754.1801918;-45.120503652039325
1739209754.1801934;-38.13080360867914
1739209754.180195;-45.120503652039325
1739209754.1801968;-45.120503652039325
1739209754.1801984;-45.120503652039325
1739209754.1802;-38.13080360867914
1739209754.1802018;-35.57807855764607
1739209754.1802034;-29.438486411369333
1739209754.180205;-38.13080360867914
1739209754.1802068;-45.120503652039325
1739209754.1802084;-35.57807855764607
1739209754.18021;-35.57807855764607
1739209754.1802118;-45.120503652039325
1739209754.1802135;-35.57807855764607
1739209754.1802151;-45.120503652039325
1739209754.1802168;-45.120503652039325
1739209754.1802185;-33.981070128970906
1739209754.1802201;-45.120503652039325
1739209754.1802218;-45.120503652039325
1739209754.1802235;-38.13080360867914
1739209754.1802251;-45.120503652039325
1739209754.1802268;-38.13080360867914
1739209754.1802285;-45.120503652039325
1739209754.1802301;-35.57807855764607
1739209754.1802318;-38.13080360867914
1739209754.1802335;-45.120503652039325
1739209754.1802351;-38.13080360867914
1739209754.1802368;-45.120503652039325
1739209754.1802385;-33.981070128970906
1739209754.1802402;-45.120503652039325
1739209754.1802418;-45.120503652039325
1739209754.1802435;-26.991370085610736
1739209754.1802452;-45.120503652039325
1739209754.1802468;-45.120503652039325
1739209754.1802485;-45.120503652039325
1739209754.1802502;-45.120503652039325
1739209754.1802518;-38.13080360867914
1739209754.1802535;-32.816014438256545
1739209754.1802552;-38.13080360867914
1739209754.1802568;-45.120503652039325
1739209754.1802585;-45.120503652039325
1739209754.1802602;-45.120503652039325
1739209754.1802619;-45.120503652039325
1739209754.1802635;-38.13080360867914
1739209754.1802652;-38.13080360867914
1739209754.1802669;-45.120503652039325
1739209754.1802685;-38.13080360867914
1739209754.1802702;-45.120503652039325
1739209754.1802719;-45.120503652039325
1739209754.1802735;-32.816014438256545
1739209754.1802752;-35.57807855764607
1739209754.1802769;-45.120503652039325
1739209754.1802785;-45.120503652039325
1739209754.1802802;-35.57807855764607
1739209754.1802819;-38.13080360867914
1739209754.1809237;-38.13080360867914
1739209754.180925;-45.120503652039325
1739209754.180926;-45.120503652039325
1739209754.1809273;-45.120503652039325
1739209754.1809285;-45.120503652039325
1739209754.1809297;-45.120503652039325
1739209754.1809309;-38.13080360867914
1739209754.180932;-38.13080360867914
1739209754.1809332;-38.13080360867914
1739209754.1809344;-45.120503652039325
1739209754.1809356;-45.120503652039325
1739209754.1809368;-45.120503652039325
1739209754.180938;-35.57807855764607
1739209754.1809392;-38.13080360867914
1739209754.1809404;-35.57807855764607
1739209754.1809416;-38.13080360867914
1739209754.1809428;-30.49652367304973
1739209754.180944;-35.57807855764607
1739209754.1809452;-38.13080360867914
1739209754.1809464;-45.120503652039325
1739209754.1809475;-45.120503652039325
1739209754.1809487;-38.13080360867914
1739209754.18095;-38.13080360867914
1739209754.180951;-35.57807855764607
1739209754.1809523;-38.13080360867914
1739209754.1809535;-45.120503652039325
1739209754.1809547;-45.120503652039325
1739209754.180956;-38.13080360867914
1739209754.1809568;-45.120503652039325
1739209754.180958;-38.13080360867914
1739209754.1809592;-38.13080360867914
1739209754.1809604;-45.120503652039325
1739209754.1809616;-28.58837851428586
1739209754.1809628;-33.981070128970906
1739209754.180964;-45.120503652039325
1739209754.1809652;-45.120503652039325
1739209754.1809664;-38.13080360867914
1739209754.1809676;-35.57807855764607
1739209754.1809688;-45.120503652039325
1739209754.18097;-38.13080360867914
1739209754.1809711;-45.120503652039325
1739209754.1809723;-45.120503652039325
1739209754.1809735;-38.13080360867914
1739209754.1809747;-45.120503652039325
1739209754.180976;-45.120503652039325
1739209754.180977;-45.120503652039325
1739209754.1809783;-45.120503652039325
1739209754.1809795;-38.13080360867914
1739209754.1809807;-45.120503652039325
1739209754.1809819;-45.120503652039325
1739209754.180983;-45.120503652039325
1739209754.1809843;-45.120503652039325
1739209754.1809855;-45.120503652039325
1739209754.1809866;-38.13080360867914
1739209754.1809878;-38.13080360867914
1739209754.180989;-45.120503652039325
1739209754.1809902;-38.13080360867914
1739209754.1809914;-38.13080360867914
1739209754.1809926;-45.120503652039325
1739209754.1809938;-45.120503652039325
1739209754.180995;-45.120503652039325
1739209754.1809962;-38.13080360867914
1739209754.1809974;-38.13080360867914
1739209754.1809986;-35.57807855764607
1739209754.1809998;-45.120503652039325
1739209754.181001;-35.57807855764607
1739209754.1810021;-38.13080360867914
1739209754.1810033;-38.13080360867914
1739209754.1810045;-38.13080360867914
1739209754.1810057;-45.120503652039325
1739209754.181007;-45.120503652039325
1739209754.181008;-38.13080360867914
1739209754.1810093;-33.981070128970906
1739209754.1810105;-31.141103565318915
1739209754.1810117;-45.120503652039325
1739209754.1810129;-38.13080360867914
1739209754.181014;-33.981070128970906
1739209754.1810153;-38.13080360867914
1739209754.1810164;-35.57807855764607
1739209754.1810176;-35.57807855764607
1739209754.1810188;-38.13080360867914
1739209754.18102;-45.120503652039325
1739209754.1810212;-45.120503652039325
1739209754.1810224;-45.120503652039325
1739209754.1810236;-45.120503652039325
1739209754.1810246;-32.816014438256545
1739209754.1810257;-33.981070128970906
1739209754.181027;-38.13080360867914
1739209754.1810281;-38.13080360867914
1739209754.1810293;-33.981070128970906
1739209754.1810305;-45.120503652039325
1739209754.1810317;-38.13080360867914
1739209754.181033;-38.13080360867914
1739209754.181034;-45.120503652039325
1739209754.1810353;-38.13080360867914
1739209754.1810365;-38.13080360867914
1739209754.1810377;-38.13080360867914
1739209754.1810389;-38.13080360867914
1739209754.18104;-38.13080360867914
1739209754.1810412;-38.13080360867914
1739209754.1810424;-38.13080360867914
1739209754.1810436;-35.57807855764607
1739209754.1810448;-38.13080360867914
1739209754.181046;-38.13080360867914
1739209754.1810472;-35.57807855764607
1739209754.1810484;-38.13080360867914
1739209754.1810496;-45.120503652039325
1739209754.1810508;-38.13080360867914
1739209754.181052;-35.57807855764607
1739209754.1810532;-38.13080360867914
1739209754.1810544;-45.120503652039325
1739209754.1810555;-38.13080360867914
1739209754.1810567;-38.13080360867914
1739209754.181058;-38.13080360867914
1739209754.1810591;-38.13080360867914
1739209754.1810603;-38.13080360867914
1739209754.1810615;-38.13080360867914
1739209754.1810627;-35.57807855764607
1739209754.181064;-38.13080360867914
1739209754.181065;-45.120503652039325
1739209754.1810663;-45.120503652039325
1739209754.1810675;-45.120503652039325
1739209754.1810687;-45.120503652039325
1739209754.1810699;-45.120503652039325
1739209754.181071;-45.120503652039325
1739209754.1810722;-45.120503652039325
1739209754.1810734;-45.120503652039325
1739209754.1810746;-38.13080360867914
1739209754.1810758;-38.13080360867914
1739209754.181077;-45.120503652039325
1739209754.1810782;-38.13080360867914
1739209754.1810794;-38.13080360867914
1739209754.1810806;-45.120503652039325
1739209754.1810818;-38.13080360867914
1739209754.181083;-35.57807855764607
1739209754.1810842;-38.13080360867914
1739209754.1810853;-45.120503652039325
1739209754.1810865;-33.981070128970906
1739209754.1810877;-32.816014438256545
1739209754.181089;-45.120503652039325
1739209754.18109;-45.120503652039325
1739209754.1810913;-45.120503652039325
1739209754.1810923;-45.120503652039325
1739209754.1810935;-45.120503652039325
