CAN Message; 0x1a7:0000bbb2d13dbf22
1739209858.6243048;-31.141103565318915
1739209858.6243117;-27.267205301931607
1739209858.6243188;-31.141103565318915
1739209858.624326;-38.13080360867914
1739209858.6243331;-45.120503652039325
1739209858.6243403;-30.49652367304973
1739209858.6243474;-24.292649948874775
1739209858.6243546;-45.120503652039325
1739209858.6243618;-45.120503652039325
1739209858.624369;-29.438486411369333
1739209858.624376;-32.816014438256545
1739209858.6243832;-45.120503652039325
1739209858.6243904;-38.13080360867914
1739209858.6243975;-38.13080360867914
1739209858.6244047;-38.13080360867914
1739209858.6244118;-45.120503652039325
1739209858.624419;-31.141103565318915
1739209858.6244261;-38.13080360867914
1739209858.6244333;-45.120503652039325
1739209858.6244404;-38.13080360867914
1739209858.6244473;-45.120503652039325
1739209858.6244545;-25.826314394896354
1739209858.6244617;-26.487275050834715
1739209858.6244688;-32.816014438256545
1739209858.624476;-25.62660358559016
1739209858.624483;-31.141103565318943
1739209858.6244903;-31.141103565318943
1739209858.6244974;-31.141103565318915
1739209858.6245046;-29.438486411369333
1739209858.6245117;-32.81601443825658
1739209858.6245189;-32.816014438256545
1739209858.624526;-30.49652367304973
1739209858.6245332;-38.13080360867914
1739209858.6245403;-25.07728991421287
1739209858.6245475;-29.438486411369333
1739209858.6245546;-45.120503652039325
1739209858.6245618;-33.981070128970956
1739209858.624569;-27.267205301931607
1739209858.624576;-31.141103565318893
1739209858.624583;-28.992665084841942
1739209858.6245902;-26.991370085610722
1739209858.6245973;-33.981070128970906
1739209858.6246045;-38.13080360867914
1739209858.6246116;-45.120503652039325
1739209858.6246188;-38.13080360867914
1739209858.624626;-45.120503652039325
1739209858.624633;-38.13080360867914
1739209858.6246402;-38.13080360867914
1739209858.6246474;-32.816014438256545
1739209858.6246545;-45.120503652039325
1739209858.6246617;-38.13080360867914
1739209858.6246688;-27.8777449560314
1739209858.624676;-32.816014438256545
1739209858.6246831;-45.120503652039325
1739209858.6246903;-38.13080360867914
1739209858.6246974;-45.120503652039325
1739209858.6247046;-38.13080360867914
1739209858.6247118;-45.120503652039325
1739209858.6247187;-45.120503652039325
1739209858.6247258;-45.120503652039325
1739209858.624733;-25.62660358559016
1739209858.6247401;-22.740042620751332
1739209858.6247473;-26.487275050834725
1739209858.6247544;-35.57807855764607
1739209858.6247616;-32.816014438256545
1739209858.6247687;-27.267205301931607
1739209858.624776;-26.035653463252796
1739209858.624783;-33.981070128970906
1739209858.6247902;-38.13080360867914
1739209858.6247973;-45.120503652039325
1739209858.6248045;-33.981070128970906
1739209858.6248116;-32.816014438256545
1739209858.6248188;-38.13080360867914
1739209858.624826;-45.120503652039325
1739209858.624833;-33.981070128970956
1739209858.6248403;-35.57807855764607
1739209858.6248474;-32.816014438256545
1739209858.6248543;-38.13080360867914
1739209858.6248615;-35.57807855764607
1739209858.6248686;-38.13080360867914
1739209858.6248758;-27.8777449560314
1739209858.624883;-38.13080360867914
1739209858.62489;-38.13080360867914
1739209858.6248972;-45.120503652039325
1739209858.6249044;-27.267205301931607
1739209858.6249115;-31.141103565318893
1739209858.6249187;-38.13080360867914
1739209858.6249259;-45.120503652039325
1739209858.624933;-38.13080360867914
1739209858.6249402;-45.120503652039325
1739209858.6249473;-31.141103565318915
1739209858.6249545;-33.981070128970906
1739209858.6249616;-45.120503652039325
1739209858.6249688;-45.120503652039325
1739209858.624976;-28.992665084841942
1739209858.6249828;-32.816014438256545
1739209858.62499;-25.826314394896357
1739209858.6249971;-29.438486411369333
1739209858.6250043;-45.120503652039325
1739209858.6250114;-26.487275050834725
1739209858.6250186;-26.991370085610736
1739209858.6250257;-33.981070128970906
1739209858.625033;-45.120503652039325
1739209858.62504;-38.13080360867914
1739209858.6250472;-32.816014438256545
1739209858.6250544;-38.13080360867914
1739209858.6250615;-45.120503652039325
1739209858.6250687;-38.13080360867914
1739209858.6250758;-38.13080360867914
1739209858.625083;-45.120503652039325
1739209858.6250901;-45.120503652039325
1739209858.6250973;-45.120503652039325
1739209858.6251044;-38.13080360867914
1739209858.6251116;-38.13080360867914
1739209858.6251185;-45.120503652039325
1739209858.6251256;-45.120503652039325
1739209858.6251328;-45.120503652039325
1739209858.62514;-45.120503652039325
1739209858.625147;-38.13080360867914
1739209858.6251543;-33.981070128970906
1739209858.6251614;-38.13080360867914
1739209858.6251686;-45.120503652039325
1739209858.6251757;-45.120503652039325
1739209858.6251829;-35.57807855764607
1739209858.62519;-38.13080360867914
1739209858.6251972;-38.13080360867914
1739209858.6252043;-32.816014438256545
1739209858.6252115;-45.120503652039325
1739209858.6252186;-45.120503652039325
1739209858.6252258;-45.120503652039325
1739209858.625233;-45.120503652039325
1739209858.62524;-45.120503652039325
1739209858.6252472;-38.13080360867914
1739209858.6252542;-38.13080360867914
1739209858.6252613;-45.120503652039325
1739209858.6252685;-38.13080360867914
1739209858.6252756;-38.13080360867914
1739209858.6252828;-38.13080360867914
1739209858.62529;-45.120503652039325
1739209858.625297;-31.141103565318915
1739209858.6253042;-38.13080360867914
1739209858.6253114;-45.120503652039325
1739209858.6253185;-45.120503652039325
1739209858.6253257;-38.13080360867914
1739209858.6253328;-35.57807855764607
1739209858.62534;-45.120503652039325
1739209858.6253471;-45.120503652039325
1739209858.6253543;-38.13080360867914
1739209858.6253614;-45.120503652039325
1739209858.6253686;-38.13080360867914
1739209858.6253757;-35.57807855764607
1739209858.625383;-38.13080360867914
1739209858.6253898;-45.120503652039325
1739209858.625397;-38.13080360867914
1739209858.6254041;-38.13080360867914
1739209858.6254113;-38.13080360867914
1739209858.6254184;-45.120503652039325
1739209858.6254256;-45.120503652039325
1739209858.6254327;-45.120503652039325
1739209858.62544;-28.58837851428586
1739209858.625447;-29.438486411369333
1739209858.6254542;-45.120503652039325
1739209858.6254613;-45.120503652039325
1739209858.6254685;-38.13080360867914
1739209858.6254756;-32.816014438256545
1739209858.6254828;-38.13080360867914
1739209858.62549;-38.13080360867914
1739209858.625497;-45.120503652039325
1739209858.6255043;-38.13080360867914
1739209858.6255114;-45.120503652039325
1739209858.6255186;-45.120503652039325
1739209858.6255255;-45.120503652039325
1739209858.6255326;-45.120503652039325
1739209858.6255398;-38.13080360867914
1739209858.625547;-45.120503652039325
1739209858.625554;-35.57807855764607
1739209858.6255612;-35.57807855764607
1739209858.6255684;-45.120503652039325
1739209858.6255755;-35.57807855764607
1739209858.6255827;-38.13080360867914
1739209858.6255898;-45.120503652039325
1739209858.625597;-45.120503652039325
1739209858.6256042;-45.120503652039325
1739209858.6256113;-38.13080360867914
1739209858.6256185;-38.13080360867914
1739209858.6256256;-38.13080360867914
1739209858.6256328;-45.120503652039325
1739209858.62564;-38.13080360867914
1739209858.625647;-35.57807855764607
1739209858.6256542;-45.120503652039325
1739209858.6256611;-45.120503652039325
1739209858.6256683;-38.13080360867914
1739209858.6256754;-45.120503652039325
1739209858.6256826;-45.120503652039325
1739209858.6256897;-38.13080360867914
1739209858.625697;-38.13080360867914
1739209858.625704;-38.13080360867914
1739209858.6257112;-32.816014438256545
1739209858.6257184;-38.13080360867914
1739209858.6257255;-38.13080360867914
1739209858.6257327;-28.21854285175415
1739209858.6257398;-38.13080360867914
1739209858.625747;-38.13080360867914
1739209858.625754;-45.120503652039325
1739209858.6257613;-38.13080360867914
1739209858.6257684;-45.120503652039325
1739209858.6257756;-45.120503652039325
1739209858.6257827;-45.120503652039325
1739209858.6257899;-33.981070128970956
1739209858.6257968;-45.120503652039325
1739209858.625804;-45.120503652039325
1739209858.625811;-38.13080360867914
1739209858.6258183;-45.120503652039325
1739209858.6258254;-38.13080360867914
1739209858.6258326;-45.120503652039325
1739209858.6258397;-33.981070128970906
1739209858.6258469;-25.252786309376837
1739209858.625854;-33.981070128970906
1739209858.6258612;-38.13080360867914
1739209858.6258683;-38.13080360867914
1739209858.6258755;-32.816014438256545
1739209858.6258826;-45.120503652039325
1739209858.6258898;-45.120503652039325
1739209858.625897;-38.13080360867914
1739209858.625904;-38.13080360867914
1739209858.6259112;-45.120503652039325
1739209858.6259184;-38.13080360867914
1739209858.6259255;-45.120503652039325
1739209858.6259325;-45.120503652039325
1739209858.6259396;-38.13080360867914
1739209858.6259468;-45.120503652039325
1739209858.625954;-45.120503652039325
1739209858.625961;-31.141103565318915
1739209858.6259682;-35.57807855764607
1739209858.6259754;-38.13080360867914
1739209858.6259825;-45.120503652039325
1739209858.6259897;-35.57807855764607
1739209858.6259968;-38.13080360867914
1739209858.626004;-38.13080360867914
1739209858.6260111;-38.13080360867914
1739209858.6260183;-38.13080360867914
1739209858.6260254;-45.120503652039325
1739209858.6260326;-45.120503652039325
1739209858.6260397;-38.13080360867914
1739209858.626047;-38.13080360867914
1739209858.626054;-45.120503652039325
1739209858.6260612;-45.120503652039325
1739209858.626068;-38.13080360867914
1739209858.630333;-45.120503652039325
1739209858.6303349;-45.120503652039325
1739209858.630337;-38.13080360867914
1739209858.630339;-38.13080360867914
1739209858.630341;-33.981070128970906
1739209858.630343;-32.816014438256545
1739209858.630345;-45.120503652039325
1739209858.630347;-45.120503652039325
1739209858.6303492;-38.13080360867914
1739209858.630351;-38.13080360867914
1739209858.6303532;-45.120503652039325
1739209858.6303551;-38.13080360867914
1739209858.6303573;-38.13080360867914
1739209858.6303592;-45.120503652039325
1739209858.6303613;-32.816014438256545
1739209858.6303632;-32.816014438256545
1739209858.6303654;-45.120503652039325
1739209858.6303673;-45.120503652039325
1739209858.6303694;-35.57807855764607
1739209858.6303713;-35.57807855764607
1739209858.6303735;-38.13080360867914
1739209858.6303754;-38.13080360867914
1739209858.6303775;-38.13080360867914
1739209858.6303794;-45.120503652039325
1739209858.6303816;-45.120503652039325
1739209858.6303835;-45.120503652039325
1739209858.6303856;-45.120503652039325
1739209858.6303875;-45.120503652039325
1739209858.6303897;-45.120503652039325
1739209858.6303916;-45.120503652039325
1739209858.6303937;-35.57807855764607
1739209858.6303957;-38.13080360867914
1739209858.6303978;-45.120503652039325
1739209858.6303997;-33.981070128970906
1739209858.6304018;-38.13080360867914
1739209858.6304038;-33.981070128970906
1739209858.630406;-35.57807855764607
1739209858.6304078;-35.57807855764607
1739209858.63041;-45.120503652039325
1739209858.6304119;-45.120503652039325
1739209858.630414;-38.13080360867914
1739209858.630416;-38.13080360867914
1739209858.630418;-38.13080360867914
1739209858.63042;-38.13080360867914
1739209858.630422;-45.120503652039325
1739209858.630424;-33.981070128970906
1739209858.6304262;-45.120503652039325
1739209858.630428;-45.120503652039325
1739209858.6304302;-38.13080360867914
1739209858.6304321;-32.816014438256545
1739209858.6304343;-45.120503652039325
1739209858.6304362;-33.981070128970906
1739209858.6304383;-38.13080360867914
1739209858.6304402;-45.120503652039325
1739209858.6304424;-38.13080360867914
1739209858.6304443;-38.13080360867914
1739209858.6304464;-45.120503652039325
1739209858.6304483;-38.13080360867914
1739209858.6304505;-35.57807855764607
1739209858.6304524;-38.13080360867914
1739209858.6304545;-45.120503652039325
1739209858.6304564;-38.13080360867914
1739209858.6304586;-38.13080360867914
1739209858.6304605;-38.13080360867914
1739209858.6304626;-45.120503652039325
1739209858.6304646;-45.120503652039325
1739209858.6304667;-45.120503652039325
1739209858.6304686;-45.120503652039325
1739209858.6304708;-45.120503652039325
1739209858.6304727;-45.120503652039325
1739209858.6304748;-38.13080360867914
1739209858.6304767;-33.981070128970906
1739209858.6304789;-38.13080360867914
1739209858.6304808;-45.120503652039325
1739209858.630483;-38.13080360867914
1739209858.6304848;-38.13080360867914
1739209858.630487;-38.13080360867914
1739209858.6304889;-38.13080360867914
1739209858.630491;-45.120503652039325
1739209858.630493;-45.120503652039325
1739209858.630495;-45.120503652039325
1739209858.630497;-38.13080360867914
1739209858.6304991;-38.13080360867914
1739209858.630501;-38.13080360867914
1739209858.6305032;-31.141103565318915
1739209858.630505;-38.13080360867914
1739209858.6305072;-45.120503652039325
1739209858.6305091;-45.120503652039325
1739209858.6305113;-38.13080360867914
1739209858.6305132;-45.120503652039325
1739209858.6305153;-45.120503652039325
1739209858.6305172;-33.981070128970906
1739209858.6305194;-31.141103565318915
1739209858.6305213;-35.57807855764607
1739209858.6305234;-38.13080360867914
1739209858.6305254;-38.13080360867914
1739209858.6305275;-38.13080360867914
1739209858.6305294;-45.120503652039325
1739209858.6305315;-38.13080360867914
1739209858.6305335;-33.981070128970906
1739209858.6305356;-33.981070128970906
1739209858.6305375;-38.13080360867914
1739209858.6305397;-38.13080360867914
1739209858.6305416;-38.13080360867914
1739209858.6305437;-38.13080360867914
1739209858.6305456;-38.13080360867914
1739209858.6305478;-38.13080360867914
1739209858.6305497;-38.13080360867914
1739209858.6305518;-38.13080360867914
1739209858.6305537;-45.120503652039325
1739209858.6305559;-45.120503652039325
1739209858.6305578;-45.120503652039325
1739209858.63056;-33.981070128970906
1739209858.6305618;-45.120503652039325
1739209858.630564;-45.120503652039325
1739209858.630566;-45.120503652039325
1739209858.630568;-38.13080360867914
1739209858.63057;-32.816014438256545
1739209858.630572;-45.120503652039325
1739209858.630574;-45.120503652039325
1739209858.6305761;-33.981070128970906
1739209858.630578;-35.57807855764607
1739209858.6305802;-35.57807855764607
1739209858.630582;-38.13080360867914
1739209858.6305842;-28.992665084841942
1739209858.6305861;-45.120503652039325
1739209858.6305883;-45.120503652039325
1739209858.6305902;-38.13080360867914
1739209858.6305923;-45.120503652039325
1739209858.6305943;-45.120503652039325
1739209858.6305964;-32.816014438256545
1739209858.6305983;-45.120503652039325
1739209858.6306005;-45.120503652039325
1739209858.6306024;-38.13080360867914
1739209858.6306045;-38.13080360867914
1739209858.6306064;-45.120503652039325
1739209858.6306086;-38.13080360867914
1739209858.6306105;-45.120503652039325
1739209858.6306126;-45.120503652039325
1739209858.6306145;-38.13080360867914
1739209858.6306167;-45.120503652039325
1739209858.6306186;-45.120503652039325
1739209858.6306207;-35.57807855764607
1739209858.6306226;-38.13080360867914
1739209858.6306248;-35.57807855764607
1739209858.6306267;-38.13080360867914
1739209858.6306288;-45.120503652039325
1739209858.6306307;-38.13080360867914
1739209858.6306329;-33.981070128970906
1739209858.6306348;-38.13080360867914
1739209858.630637;-45.120503652039325
1739209858.6306388;-45.120503652039325
1739209858.630641;-38.13080360867914
1739209858.630643;-38.13080360867914
1739209858.630645;-38.13080360867914
1739209858.630647;-33.981070128970906
1739209858.630649;-45.120503652039325
1739209858.630651;-45.120503652039325
1739209858.6306531;-38.13080360867914
1739209858.630655;-38.13080360867914
1739209858.6306572;-35.57807855764607
1739209858.630659;-38.13080360867914
1739209858.6306612;-38.13080360867914
1739209858.6306632;-45.120503652039325
1739209858.6306653;-38.13080360867914
1739209858.6306672;-32.816014438256545
1739209858.6306694;-45.120503652039325
1739209858.6306713;-45.120503652039325
1739209858.6306734;-45.120503652039325
1739209858.6306753;-35.57807855764607
1739209858.6306775;-45.120503652039325
1739209858.6306794;-45.120503652039325
1739209858.6306815;-45.120503652039325
1739209858.6306834;-45.120503652039325
1739209858.6306856;-45.120503652039325
1739209858.6306875;-45.120503652039325
1739209858.6306896;-38.13080360867914
1739209858.6306915;-45.120503652039325
1739209858.6306937;-45.120503652039325
1739209858.6306956;-45.120503652039325
1739209858.6306977;-35.57807855764607
1739209858.6306996;-32.816014438256545
1739209858.6307018;-45.120503652039325
1739209858.6307037;-38.13080360867914
1739209858.6307058;-38.13080360867914
1739209858.6307077;-35.57807855764607
1739209858.63071;-45.120503652039325
1739209858.6307118;-45.120503652039325
1739209858.630714;-45.120503652039325
1739209858.6307158;-38.13080360867914
1739209858.630718;-38.13080360867914
1739209858.63072;-45.120503652039325
1739209858.630722;-45.120503652039325
1739209858.630724;-45.120503652039325
1739209858.630726;-35.57807855764607
1739209858.630728;-35.57807855764607
1739209858.6307302;-45.120503652039325
1739209858.630732;-45.120503652039325
1739209858.6307342;-38.13080360867914
1739209858.630736;-38.13080360867914
1739209858.6307383;-38.13080360867914
1739209858.6307402;-35.57807855764607
1739209858.6307423;-38.13080360867914
1739209858.6307442;-45.120503652039325
1739209858.6307464;-38.13080360867914
1739209858.6307483;-33.981070128970906
1739209858.6307504;-45.120503652039325
1739209858.6307523;-38.13080360867914
1739209858.6307545;-38.13080360867914
1739209858.6307564;-38.13080360867914
1739209858.6307585;-38.13080360867914
1739209858.6307604;-45.120503652039325
1739209858.6307626;-38.13080360867914
1739209858.6307645;-38.13080360867914
1739209858.6307666;-38.13080360867914
1739209858.6307685;-38.13080360867914
1739209858.6307707;-38.13080360867914
1739209858.6307726;-38.13080360867914
1739209858.6307747;-45.120503652039325
1739209858.6307766;-45.120503652039325
1739209858.6307788;-38.13080360867914
1739209858.6307807;-28.58837851428586
1739209858.6307828;-38.13080360867914
1739209858.6307847;-45.120503652039325
1739209858.630787;-38.13080360867914
1739209858.6307888;-33.981070128970906
1739209858.630791;-38.13080360867914
1739209858.6307929;-35.57807855764607
1739209858.630795;-45.120503652039325
1739209858.630797;-45.120503652039325
1739209858.630799;-38.13080360867914
1739209858.630801;-45.120503652039325
1739209858.630803;-45.120503652039325
1739209858.630805;-45.120503652039325
1739209858.6308072;-45.120503652039325
1739209858.630809;-45.120503652039325
1739209858.6308112;-45.120503652039325
1739209858.6308131;-45.120503652039325
1739209858.6308153;-45.120503652039325
1739209858.6308172;-45.120503652039325
1739209858.6308193;-38.13080360867914
1739209858.6308212;-38.13080360867914
1739209858.6308234;-45.120503652039325
1739209858.6308253;-45.120503652039325
1739209858.6308274;-33.981070128970906
1739209858.6308293;-27.267205301931607
1739209858.6308315;-33.981070128970906
1739209858.6308334;-45.120503652039325
1739209858.6308355;-45.120503652039325
1739209858.6308374;-32.816014438256545
1739209858.6308396;-35.57807855764607
1739209858.6308415;-45.120503652039325
1739209858.6308436;-35.57807855764607
1739209858.6308455;-35.57807855764607
1739209858.6308477;-33.981070128970906
1739209858.6308496;-45.120503652039325
1739209858.6308517;-45.120503652039325
1739209858.6308537;-45.120503652039325
1739209858.6308558;-45.120503652039325
1739209858.6308577;-45.120503652039325
1739209858.6308599;-38.13080360867914
1739209858.6308618;-28.992665084841942
1739209858.630864;-33.981070128970906
1739209858.6308658;-45.120503652039325
1739209858.630868;-38.13080360867914
1739209858.6308699;-38.13080360867914
1739209858.630872;-32.816014438256545
1739209858.630874;-45.120503652039325
1739209858.630876;-38.13080360867914
1739209858.630878;-38.13080360867914
1739209858.63088;-31.141103565318915
1739209858.630882;-33.981070128970906
1739209858.6308842;-45.120503652039325
1739209858.630886;-38.13080360867914
1739209858.6308882;-45.120503652039325
1739209858.6308901;-45.120503652039325
1739209858.6308923;-33.981070128970906
1739209858.6308942;-38.13080360867914
1739209858.6308963;-33.981070128970906
1739209858.6308982;-45.120503652039325
1739209858.6309004;-38.13080360867914
1739209858.6309023;-38.13080360867914
1739209858.6309044;-38.13080360867914
1739209858.6309063;-45.120503652039325
1739209858.6309085;-35.57807855764607
1739209858.6309104;-35.57807855764607
1739209858.6309125;-45.120503652039325
1739209858.6309144;-38.13080360867914
1739209858.6309166;-38.13080360867914
1739209858.6309185;-45.120503652039325
1739209858.6309206;-38.13080360867914
1739209858.6309226;-35.57807855764607
1739209858.6309247;-45.120503652039325
1739209858.6309266;-45.120503652039325
1739209858.6309288;-45.120503652039325
1739209858.6309307;-38.13080360867914
1739209858.6309328;-38.13080360867914
1739209858.6309347;-38.13080360867914
1739209858.6309369;-45.120503652039325
1739209858.6309388;-45.120503652039325
1739209858.630941;-45.120503652039325
1739209858.6309428;-38.13080360867914
1739209858.630945;-38.13080360867914
1739209858.6309469;-45.120503652039325
1739209858.630949;-38.13080360867914
1739209858.630951;-38.13080360867914
1739209858.630953;-38.13080360867914
1739209858.630955;-38.13080360867914
1739209858.6309571;-45.120503652039325
1739209858.630959;-38.13080360867914
1739209858.6309612;-38.13080360867914
1739209858.630963;-45.120503652039325
1739209858.6309652;-35.57807855764607
1739209858.6309671;-35.57807855764607
1739209858.6309693;-45.120503652039325
1739209858.6309712;-45.120503652039325
1739209858.6309733;-33.981070128970906
1739209858.6309752;-38.13080360867914
1739209858.6309774;-38.13080360867914
1739209858.6309793;-38.13080360867914
1739209858.6309814;-45.120503652039325
1739209858.6309834;-45.120503652039325
1739209858.6309855;-35.57807855764607
1739209858.6309874;-35.57807855764607
1739209858.6309896;-38.13080360867914
1739209858.6309915;-38.13080360867914
1739209858.6309936;-38.13080360867914
1739209858.6309955;-45.120503652039325
1739209858.6309977;-38.13080360867914
1739209858.6309996;-45.120503652039325
1739209858.6310017;-45.120503652039325
1739209858.6310036;-45.120503652039325
1739209858.6310058;-45.120503652039325
1739209858.6310077;-45.120503652039325
1739209858.6310098;-45.120503652039325
1739209858.6310117;-45.120503652039325
1739209858.6310139;-38.13080360867914
1739209858.6310158;-38.13080360867914
1739209858.631018;-38.13080360867914
1739209858.6310198;-45.120503652039325
1739209858.631022;-35.57807855764607
1739209858.631024;-38.13080360867914
1739209858.631026;-45.120503652039325
1739209858.631028;-45.120503652039325
1739209858.63103;-38.13080360867914
1739209858.631032;-38.13080360867914
1739209858.6310341;-38.13080360867914
1739209858.631036;-35.57807855764607
1739209858.6310382;-45.120503652039325
1739209858.63104;-38.13080360867914
1739209858.6310422;-45.120503652039325
1739209858.6310441;-45.120503652039325
1739209858.6310463;-35.57807855764607
1739209858.6310482;-45.120503652039325
1739209858.6310503;-45.120503652039325
1739209858.6310523;-45.120503652039325
1739209858.6310544;-38.13080360867914
