CAN Message; 0x77:58a4906bccabd6b8
1739209724.2780974;-33.981070128970906
1739209724.278099;-45.120503652039325
1739209724.278101;-38.13080360867914
1739209724.2781026;-38.13080360867914
1739209724.2781045;-45.120503652039325
1739209724.2781062;-38.13080360867914
1739209724.2781081;-38.13080360867914
1739209724.2781098;-38.13080360867914
1739209724.2781115;-35.57807855764607
1739209724.2781134;-45.120503652039325
1739209724.278115;-45.120503652039325
1739209724.278117;-38.13080360867914
1739209724.2781186;-45.120503652039325
1739209724.2781205;-38.13080360867914
1739209724.2781222;-28.992665084841942
1739209724.2781239;-45.120503652039325
1739209724.2781258;-38.13080360867914
1739209724.2781274;-45.120503652039325
1739209724.2781293;-35.57807855764607
1739209724.278131;-35.57807855764607
1739209724.278133;-33.981070128970906
1739209724.2781346;-45.120503652039325
1739209724.2781363;-35.57807855764607
1739209724.2781382;-35.57807855764607
1739209724.2781398;-38.13080360867914
1739209724.2781417;-45.120503652039325
1739209724.2781434;-38.13080360867914
1739209724.278145;-38.13080360867914
1739209724.278147;-45.120503652039325
1739209724.2781487;-45.120503652039325
1739209724.2781506;-38.13080360867914
1739209724.2781522;-35.57807855764607
1739209724.2781541;-38.13080360867914
1739209724.2781558;-45.120503652039325
1739209724.2781575;-38.13080360867914
1739209724.2781594;-45.120503652039325
1739209724.278161;-45.120503652039325
1739209724.278163;-45.120503652039325
1739209724.2781646;-31.141103565318915
1739209724.2781665;-38.13080360867914
1739209724.2781682;-38.13080360867914
1739209724.2781699;-38.13080360867914
1739209724.2781718;-38.13080360867914
1739209724.2781734;-45.120503652039325
1739209724.2781754;-45.120503652039325
1739209724.278177;-45.120503652039325
1739209724.278179;-30.49652367304973
1739209724.2781806;-38.13080360867914
1739209724.2781823;-38.13080360867914
1739209724.2781842;-45.120503652039325
1739209724.2781858;-38.13080360867914
1739209724.2781878;-45.120503652039325
1739209724.2781894;-38.13080360867914
1739209724.2781913;-35.57807855764607
1739209724.278193;-31.141103565318915
1739209724.2781947;-45.120503652039325
1739209724.2781966;-38.13080360867914
1739209724.2781982;-45.120503652039325
1739209724.2782001;-38.13080360867914
1739209724.2782018;-45.120503652039325
1739209724.2782037;-45.120503652039325
1739209724.2782054;-38.13080360867914
1739209724.278207;-38.13080360867914
1739209724.278209;-38.13080360867914
1739209724.2782106;-38.13080360867914
1739209724.2782125;-35.57807855764607
1739209724.2782142;-38.13080360867914
1739209724.278216;-38.13080360867914
1739209724.2782178;-38.13080360867914
1739209724.2782195;-32.816014438256545
1739209724.2782214;-38.13080360867914
1739209724.278223;-45.120503652039325
1739209724.278225;-33.981070128970906
1739209724.2782266;-38.13080360867914
1739209724.2782283;-45.120503652039325
1739209724.2782302;-45.120503652039325
1739209724.2782319;-33.981070128970906
1739209724.2782338;-38.13080360867914
1739209724.2782354;-33.981070128970906
1739209724.2782373;-38.13080360867914
1739209724.278239;-45.120503652039325
1739209724.2782407;-45.120503652039325
1739209724.2782426;-38.13080360867914
1739209724.2782443;-35.57807855764607
1739209724.2782462;-45.120503652039325
1739209724.2782478;-32.816014438256545
1739209724.2782497;-32.816014438256545
1739209724.2782514;-45.120503652039325
1739209724.278253;-45.120503652039325
1739209724.278255;-45.120503652039325
1739209724.2782567;-45.120503652039325
1739209724.2782586;-45.120503652039325
1739209724.2782602;-45.120503652039325
1739209724.2782621;-45.120503652039325
1739209724.2782638;-38.13080360867914
1739209724.2782655;-45.120503652039325
1739209724.2782674;-38.13080360867914
1739209724.278269;-38.13080360867914
1739209724.278271;-38.13080360867914
1739209724.2782726;-38.13080360867914
1739209724.2782743;-38.13080360867914
1739209724.2782762;-45.120503652039325
1739209724.2782779;-45.120503652039325
1739209724.2782798;-31.141103565318893
1739209724.2782815;-45.120503652039325
1739209724.2782834;-45.120503652039325
1739209724.278285;-45.120503652039325
1739209724.2782867;-32.816014438256545
1739209724.2782886;-33.981070128970906
1739209724.2782903;-45.120503652039325
1739209724.2782922;-45.120503652039325
1739209724.2782938;-45.120503652039325
1739209724.2782958;-45.120503652039325
1739209724.2782974;-45.120503652039325
1739209724.278299;-38.13080360867914
1739209724.278301;-45.120503652039325
1739209724.2783027;-38.13080360867914
1739209724.2783046;-45.120503652039325
1739209724.2783062;-45.120503652039325
1739209724.2783082;-38.13080360867914
1739209724.2783098;-38.13080360867914
1739209724.2783115;-45.120503652039325
1739209724.2783134;-38.13080360867914
1739209724.278315;-32.816014438256545
1739209724.278317;-38.13080360867914
1739209724.2783186;-45.120503652039325
1739209724.2783206;-38.13080360867914
1739209724.2783222;-29.438486411369333
1739209724.278324;-38.13080360867914
1739209724.2783258;-45.120503652039325
1739209724.2783275;-45.120503652039325
1739209724.2783294;-45.120503652039325
1739209724.278331;-38.13080360867914
1739209724.278333;-45.120503652039325
1739209724.2783346;-38.13080360867914
1739209724.2783363;-38.13080360867914
1739209724.2783382;-38.13080360867914
1739209724.2783399;-38.13080360867914
1739209724.2783418;-45.120503652039325
1739209724.2783434;-45.120503652039325
1739209724.278345;-38.13080360867914
1739209724.278347;-45.120503652039325
1739209724.2783487;-33.981070128970906
1739209724.2783506;-26.035653463252796
1739209724.2783523;-33.981070128970906
1739209724.2783542;-45.120503652039325
1739209724.2783558;-38.13080360867914
1739209724.2783575;-32.816014438256545
1739209724.2783594;-33.981070128970906
1739209724.278361;-45.120503652039325
1739209724.278363;-45.120503652039325
1739209724.2783647;-31.141103565318893
1739209724.2783666;-45.120503652039325
1739209724.2783682;-45.120503652039325
1739209724.27837;-45.120503652039325
1739209724.2783718;-38.13080360867914
1739209724.2783735;-38.13080360867914
1739209724.2783754;-45.120503652039325
1739209724.278377;-33.981070128970906
1739209724.278379;-38.13080360867914
1739209724.2783806;-45.120503652039325
1739209724.2783823;-35.57807855764607
1739209724.2783842;-45.120503652039325
1739209724.2783859;-45.120503652039325
1739209724.2783878;-38.13080360867914
1739209724.2783895;-35.57807855764607
1739209724.2783914;-38.13080360867914
1739209724.278393;-32.816014438256545
1739209724.2783947;-35.57807855764607
1739209724.2783966;-45.120503652039325
1739209724.2783983;-38.13080360867914
1739209724.2784002;-45.120503652039325
1739209724.2784019;-38.13080360867914
1739209724.2784038;-38.13080360867914
1739209724.2784054;-45.120503652039325
1739209724.278407;-38.13080360867914
1739209724.278409;-33.981070128970906
1739209724.2784107;-33.981070128970906
1739209724.2784126;-38.13080360867914
1739209724.2784142;-35.57807855764607
1739209724.278416;-38.13080360867914
1739209724.2784178;-38.13080360867914
1739209724.2784195;-38.13080360867914
1739209724.2784214;-45.120503652039325
1739209724.278423;-45.120503652039325
1739209724.278425;-45.120503652039325
1739209724.2784266;-38.13080360867914
1739209724.2784283;-45.120503652039325
1739209724.2784302;-38.13080360867914
1739209724.278432;-38.13080360867914
1739209724.2784338;-45.120503652039325
1739209724.2784355;-35.57807855764607
1739209724.2784374;-45.120503652039325
1739209724.278439;-45.120503652039325
1739209724.2784407;-33.981070128970906
1739209724.2784426;-45.120503652039325
1739209724.2784443;-38.13080360867914
1739209724.2784462;-35.57807855764607
1739209724.2784479;-38.13080360867914
1739209724.2784498;-45.120503652039325
1739209724.2784514;-45.120503652039325
1739209724.278453;-45.120503652039325
1739209724.278455;-45.120503652039325
1739209724.2784567;-38.13080360867914
1739209724.2784586;-38.13080360867914
1739209724.2784603;-45.120503652039325
1739209724.2784622;-38.13080360867914
1739209724.2784638;-38.13080360867914
1739209724.2784655;-45.120503652039325
1739209724.2784674;-38.13080360867914
1739209724.278469;-38.13080360867914
1739209724.278471;-45.120503652039325
1739209724.2784727;-45.120503652039325
1739209724.2784743;-45.120503652039325
1739209724.2784762;-45.120503652039325
1739209724.278478;-45.120503652039325
1739209724.2784798;-33.981070128970906
1739209724.2784815;-38.13080360867914
1739209724.2784834;-38.13080360867914
1739209724.278485;-38.13080360867914
1739209724.2784867;-38.13080360867914
1739209724.2784886;-38.13080360867914
1739209724.2784903;-45.120503652039325
1739209724.2784922;-45.120503652039325
1739209724.278494;-45.120503652039325
1739209724.2784958;-45.120503652039325
1739209724.2784975;-35.57807855764607
1739209724.2784991;-38.13080360867914
1739209724.278501;-33.981070128970906
1739209724.2785027;-38.13080360867914
1739209724.2785046;-45.120503652039325
1739209724.2785063;-45.120503652039325
1739209724.2785082;-38.13080360867914
1739209724.2785099;-45.120503652039325
1739209724.2785115;-45.120503652039325
1739209724.2785134;-45.120503652039325
1739209724.278515;-45.120503652039325
1739209724.278517;-45.120503652039325
1739209724.2785187;-38.13080360867914
1739209724.2785206;-35.57807855764607
1739209724.2785223;-28.992665084841942
1739209724.278524;-33.981070128970906
1739209724.2785258;-45.120503652039325
1739209724.2785275;-45.120503652039325
1739209724.2785294;-33.981070128970906
1739209724.278531;-32.816014438256545
1739209724.278533;-38.13080360867914
1739209724.2785347;-35.57807855764607
1739209724.2785363;-30.49652367304973
1739209724.2785382;-38.13080360867914
1739209724.27854;-38.13080360867914
1739209724.2785418;-45.120503652039325
1739209724.2785435;-45.120503652039325
1739209724.2785451;-45.120503652039325
1739209724.278547;-38.13080360867914
1739209724.2785487;-38.13080360867914
1739209724.2785506;-38.13080360867914
1739209724.2785523;-32.816014438256545
1739209724.2785542;-45.120503652039325
1739209724.2785559;-45.120503652039325
1739209724.2785575;-38.13080360867914
1739209724.2785594;-45.120503652039325
1739209724.278561;-45.120503652039325
1739209724.278563;-45.120503652039325
1739209724.2785647;-38.13080360867914
1739209724.2785666;-35.57807855764607
1739209724.2785683;-38.13080360867914
1739209724.27857;-45.120503652039325
1739209724.2785718;-38.13080360867914
1739209724.2785735;-45.120503652039325
1739209724.2785754;-45.120503652039325
1739209724.278577;-45.120503652039325
1739209724.278579;-35.57807855764607
1739209724.2785807;-32.81601443825658
1739209724.2785823;-38.13080360867914
1739209724.2785842;-45.120503652039325
1739209724.278586;-45.120503652039325
1739209724.2785878;-45.120503652039325
1739209724.2785895;-38.13080360867914
1739209724.2785914;-38.13080360867914
1739209724.278593;-31.141103565318915
1739209724.2785947;-31.141103565318915
1739209724.2785966;-45.120503652039325
1739209724.2785983;-45.120503652039325
1739209724.2786002;-38.13080360867914
1739209724.278602;-45.120503652039325
1739209724.2786038;-38.13080360867914
1739209724.2786055;-28.58837851428586
1739209724.2786071;-38.13080360867914
1739209724.278609;-45.120503652039325
1739209724.2786107;-45.120503652039325
1739209724.2786126;-35.57807855764607
1739209724.2786143;-38.13080360867914
1739209724.278616;-45.120503652039325
1739209724.2786179;-45.120503652039325
1739209724.2786195;-35.57807855764607
1739209724.2786214;-38.13080360867914
1739209724.278623;-45.120503652039325
1739209724.278625;-38.13080360867914
1739209724.2786267;-35.57807855764607
1739209724.2786283;-38.13080360867914
1739209724.2786303;-38.13080360867914
1739209724.278632;-38.13080360867914
1739209724.2786338;-38.13080360867914
1739209724.2786355;-35.57807855764607
1739209724.2786374;-35.57807855764607
1739209724.278639;-38.13080360867914
1739209724.2786407;-35.57807855764607
1739209724.2786427;-33.981070128970906
1739209724.2786443;-45.120503652039325
1739209724.2786462;-38.13080360867914
1739209724.278648;-38.13080360867914
1739209724.2786498;-45.120503652039325
1739209724.2786515;-38.13080360867914
1739209724.2786531;-38.13080360867914
1739209724.278655;-38.13080360867914
1739209724.2786567;-38.13080360867914
1739209724.2786586;-35.57807855764607
1739209724.2786603;-38.13080360867914
1739209724.2786622;-35.57807855764607
1739209724.2786639;-38.13080360867914
1739209724.2786655;-45.120503652039325
1739209724.2786674;-38.13080360867914
1739209724.278669;-45.120503652039325
1739209724.278671;-38.13080360867914
1739209724.2786727;-38.13080360867914
1739209724.2786746;-38.13080360867914
1739209724.2786763;-38.13080360867914
1739209724.278678;-35.57807855764607
1739209724.2786798;-45.120503652039325
1739209724.2786815;-38.13080360867914
1739209724.2786834;-32.816014438256545
1739209724.278685;-38.13080360867914
1739209724.2786868;-38.13080360867914
1739209724.2786887;-38.13080360867914
1739209724.2786903;-35.57807855764607
1739209724.2786922;-45.120503652039325
1739209724.278694;-38.13080360867914
1739209724.2786958;-33.981070128970906
1739209724.2786975;-38.13080360867914
1739209724.2786992;-38.13080360867914
1739209724.278701;-45.120503652039325
1739209724.2787027;-35.57807855764607
1739209724.2787046;-38.13080360867914
1739209724.2787063;-38.13080360867914
1739209724.2787082;-45.120503652039325
1739209724.27871;-38.13080360867914
1739209724.2787116;-35.57807855764607
1739209724.2787135;-38.13080360867914
1739209724.2787151;-45.120503652039325
1739209724.278717;-38.13080360867914
1739209724.2787187;-35.57807855764607
1739209724.2787206;-38.13080360867914
1739209724.2787223;-45.120503652039325
1739209724.278724;-38.13080360867914
1739209724.2787259;-38.13080360867914
1739209724.2787275;-45.120503652039325
1739209724.2787294;-45.120503652039325
1739209724.278731;-38.13080360867914
1739209724.278733;-35.57807855764607
1739209724.2787347;-45.120503652039325
1739209724.2787364;-33.981070128970906
1739209724.2787383;-31.141103565318915
1739209724.27874;-35.57807855764607
1739209724.2787418;-38.13080360867914
1739209724.2787435;-45.120503652039325
1739209724.2787452;-38.13080360867914
1739209724.278747;-45.120503652039325
1739209724.2787488;-38.13080360867914
1739209724.2787507;-45.120503652039325
1739209724.2787523;-38.13080360867914
1739209724.2787542;-45.120503652039325
1739209724.278756;-45.120503652039325
1739209724.2787576;-45.120503652039325
1739209724.2787595;-45.120503652039325
1739209724.2787611;-45.120503652039325
1739209724.278763;-38.13080360867914
1739209724.2787647;-35.57807855764607
1739209724.2787666;-38.13080360867914
1739209724.2787683;-45.120503652039325
1739209724.27877;-45.120503652039325
1739209724.2787719;-38.13080360867914
1739209724.2787735;-38.13080360867914
1739209724.2787755;-45.120503652039325
1739209724.2787771;-38.13080360867914
1739209724.278779;-38.13080360867914
1739209724.2787807;-28.992665084841942
1739209724.2787824;-45.120503652039325
1739209724.2787843;-45.120503652039325
1739209724.278786;-38.13080360867914
1739209724.2787879;-35.57807855764607
1739209724.2787895;-38.13080360867914
1739209724.2787914;-35.57807855764607
1739209724.278793;-45.120503652039325
1739209724.2787948;-32.816014438256545
1739209724.2787967;-45.120503652039325
1739209724.2787983;-45.120503652039325
1739209724.2788002;-35.57807855764607
1739209724.278802;-38.13080360867914
1739209724.2788038;-45.120503652039325
1739209724.2788055;-45.120503652039325
1739209724.2788072;-38.13080360867914
1739209724.278809;-38.13080360867914
1739209724.2788107;-45.120503652039325
1739209724.2788126;-45.120503652039325
1739209724.2788143;-45.120503652039325
1739209724.278816;-45.120503652039325
1739209724.278818;-45.120503652039325
1739209724.2788196;-38.13080360867914
1739209724.2788215;-45.120503652039325
1739209724.2788231;-33.981070128970906
1739209724.278825;-45.120503652039325
1739209724.2788267;-45.120503652039325
1739209724.2788284;-38.13080360867914
1739209724.2788303;-32.816014438256545
1739209724.278832;-38.13080360867914
1739209724.2788339;-45.120503652039325
1739209724.2788355;-35.57807855764607
1739209724.2788374;-45.120503652039325
1739209724.278839;-38.13080360867914
1739209724.2788408;-38.13080360867914
1739209724.2788427;-45.120503652039325
1739209724.2788444;-45.120503652039325
1739209724.2788463;-45.120503652039325
1739209724.278848;-45.120503652039325
1739209724.2788498;-45.120503652039325
1739209724.2788515;-38.13080360867914
1739209724.2788532;-45.120503652039325
1739209724.278855;-45.120503652039325
1739209724.2788568;-38.13080360867914
1739209724.2788587;-45.120503652039325
1739209724.2788603;-45.120503652039325
1739209724.2788622;-33.981070128970906
1739209724.278864;-45.120503652039325
1739209724.2788656;-38.13080360867914
1739209724.2788675;-33.981070128970906
1739209724.2788692;-45.120503652039325
1739209724.278871;-33.981070128970906
1739209724.2788727;-33.981070128970906
1739209724.2788746;-38.13080360867914
1739209724.2788763;-45.120503652039325
1739209724.278878;-38.13080360867914
1739209724.27888;-38.13080360867914
1739209724.2788815;-45.120503652039325
1739209724.2788835;-38.13080360867914
1739209724.2788851;-35.57807855764607
1739209724.2788868;-45.120503652039325
1739209724.2788887;-45.120503652039325
1739209724.2788904;-33.981070128970906
1739209724.2788923;-45.120503652039325
1739209724.278894;-38.13080360867914
1739209724.2788959;-38.13080360867914
1739209724.2788975;-38.13080360867914
1739209724.2788992;-45.120503652039325
1739209724.278901;-33.981070128970906
1739209724.2789028;-33.981070128970906
1739209724.2789047;-38.13080360867914
1739209724.2789063;-45.120503652039325
1739209724.2789083;-38.13080360867914
1739209724.27891;-29.438486411369333
1739209724.2789116;-38.13080360867914
1739209724.2789135;-45.120503652039325
1739209724.2789152;-45.120503652039325
1739209724.278917;-45.120503652039325
1739209724.2789187;-45.120503652039325
1739209724.2789207;-45.120503652039325
1739209724.2789223;-45.120503652039325
1739209724.278924;-45.120503652039325
1739209724.278926;-45.120503652039325
1739209724.2789276;-38.13080360867914
1739209724.2789295;-45.120503652039325
1739209724.2789311;-45.120503652039325
1739209724.278933;-35.57807855764607
1739209724.2789347;-45.120503652039325
1739209724.2789364;-33.981070128970906
1739209724.2789383;-26.487275050834715
1739209724.27894;-45.120503652039325
1739209724.2789419;-45.120503652039325
1739209724.2789435;-38.13080360867914
1739209724.2789452;-32.816014438256545
1739209724.278947;-45.120503652039325
1739209724.2789488;-45.120503652039325
1739209724.2789507;-45.120503652039325
1739209724.2789524;-38.13080360867914
1739209724.2789543;-45.120503652039325
1739209724.278956;-38.13080360867914
1739209724.2789576;-45.120503652039325
1739209724.2789595;-45.120503652039325
1739209724.2789612;-38.13080360867914
1739209724.278963;-35.57807855764607
1739209724.2789648;-38.13080360867914
1739209724.2789667;-45.120503652039325
1739209724.2789683;-31.141103565318915
1739209724.27897;-45.120503652039325
1739209724.278972;-45.120503652039325
1739209724.2789736;-45.120503652039325
1739209724.2789755;-33.981070128970906
1739209724.2789772;-45.120503652039325
1739209724.278979;-38.13080360867914
1739209724.2789807;-26.991370085610736
1739209724.2789824;-38.13080360867914
1739209724.2789843;-45.120503652039325
1739209724.278986;-45.120503652039325
1739209724.278988;-32.816014438256545
1739209724.2789896;-38.13080360867914
1739209724.2789915;-45.120503652039325
1739209724.2789931;-38.13080360867914
1739209724.2789948;-45.120503652039325
1739209724.2789967;-45.120503652039325
1739209724.2789984;-38.13080360867914
1739209724.2790003;-45.120503652039325
1739209724.279002;-45.120503652039325
1739209724.2790039;-33.981070128970906
1739209724.2790055;-45.120503652039325
1739209724.2790072;-45.120503652039325
1739209724.279009;-31.141103565318893
1739209724.2790108;-35.57807855764607
1739209724.2790127;-45.120503652039325
1739209724.2790143;-38.13080360867914
1739209724.279016;-35.57807855764607
1739209724.279018;-38.13080360867914
1739209724.2790196;-45.120503652039325
1739209724.2790215;-38.13080360867914
1739209724.2790232;-38.13080360867914
1739209724.279025;-45.120503652039325
1739209724.2790267;-45.120503652039325
1739209724.2790284;-45.120503652039325
1739209724.2790303;-35.57807855764607
1739209724.279032;-38.13080360867914
1739209724.279034;-45.120503652039325
1739209724.2790356;-45.120503652039325
1739209724.2790375;-45.120503652039325
1739209724.2790391;-38.13080360867914
1739209724.2790408;-45.120503652039325
1739209724.2790427;-38.13080360867914
1739209724.2790444;-45.120503652039325
1739209724.2790463;-33.981070128970906
1739209724.279048;-45.120503652039325
1739209724.2790499;-38.13080360867914
1739209724.2790515;-35.57807855764607
1739209724.2790532;-45.120503652039325
1739209724.279055;-45.120503652039325
1739209724.2790568;-38.13080360867914
1739209724.2790587;-33.981070128970906
1739209724.2790604;-45.120503652039325
1739209724.2790623;-45.120503652039325
1739209724.279064;-38.13080360867914
1739209724.2790656;-38.13080360867914
1739209724.2790675;-45.120503652039325
1739209724.2790692;-45.120503652039325
1739209724.279071;-45.120503652039325
1739209724.2790728;-35.57807855764607
1739209724.2790747;-38.13080360867914
1739209724.2790763;-45.120503652039325
1739209724.279078;-45.120503652039325
1739209724.27908;-38.13080360867914
1739209724.2790816;-31.141103565318915
1739209724.2790835;-45.120503652039325
1739209724.2790852;-38.13080360867914
1739209724.2790868;-38.13080360867914
1739209724.2790887;-45.120503652039325
1739209724.2790904;-45.120503652039325
1739209724.2790923;-45.120503652039325
1739209724.279094;-35.57807855764607
1739209724.279096;-38.13080360867914
1739209724.2790976;-45.120503652039325
1739209724.2790992;-45.120503652039325
1739209724.2791011;-38.13080360867914
1739209724.2791028;-38.13080360867914
1739209724.2791047;-45.120503652039325
1739209724.2791064;-45.120503652039325
1739209724.2791083;-35.57807855764607
1739209724.27911;-33.981070128970906
1739209724.2791116;-45.120503652039325
1739209724.2791135;-45.120503652039325
1739209724.2791152;-38.13080360867914
1739209724.279117;-35.57807855764607
1739209724.2791188;-38.13080360867914
1739209724.2791207;-45.120503652039325
1739209724.2791224;-35.57807855764607
1739209724.279124;-38.13080360867914
1739209724.279126;-45.120503652039325
1739209724.2791276;-38.13080360867914
1739209724.2791295;-38.13080360867914
1739209724.2791312;-38.13080360867914
1739209724.279133;-35.57807855764607
1739209724.2791348;-45.120503652039325
1739209724.2791364;-45.120503652039325
1739209724.2791383;-33.981070128970906
1739209724.27914;-45.120503652039325
1739209724.279142;-45.120503652039325
1739209724.2791436;-45.120503652039325
1739209724.2791452;-38.13080360867914
1739209724.2791471;-38.13080360867914
1739209724.2791488;-38.13080360867914
1739209724.2791507;-32.816014438256545
1739209724.2791524;-45.120503652039325
1739209724.2791543;-45.120503652039325
1739209724.279156;-45.120503652039325
1739209724.2791576;-33.981070128970906
