CAN Message; 0x39:0029fdb7ab7e11fe
1739209888.9469204;-38.13080360867914
1739209888.946925;-32.81601443825658
1739209888.9469297;-45.120503652039325
1739209888.9469342;-38.13080360867914
1739209888.946939;-38.13080360867914
1739209888.9469435;-38.13080360867914
1739209888.9469483;-38.13080360867914
1739209888.9469528;-35.57807855764607
1739209888.9469576;-35.57807855764607
1739209888.946962;-38.13080360867914
1739209888.9469666;-38.13080360867914
1739209888.9469714;-45.120503652039325
1739209888.946976;-38.13080360867914
1739209888.9469807;-45.120503652039325
1739209888.9469852;-45.120503652039325
1739209888.94699;-38.13080360867914
1739209888.9469945;-38.13080360867914
1739209888.9469993;-45.120503652039325
1739209888.9470038;-33.981070128970906
1739209888.9470086;-38.13080360867914
1739209888.9470131;-45.120503652039325
1739209888.9470177;-30.49652367304973
1739209888.9470224;-32.816014438256545
1739209888.947027;-38.13080360867914
1739209888.9470317;-45.120503652039325
1739209888.9470363;-35.57807855764607
1739209888.947041;-38.13080360867914
1739209888.9470456;-38.13080360867914
1739209888.9470503;-45.120503652039325
1739209888.9470549;-38.13080360867914
1739209888.9470594;-38.13080360867914
1739209888.9470642;-45.120503652039325
1739209888.9470687;-38.13080360867914
1739209888.9470735;-33.981070128970906
1739209888.947078;-35.57807855764607
1739209888.9470828;-45.120503652039325
1739209888.9470873;-45.120503652039325
1739209888.947092;-33.981070128970906
1739209888.9470966;-31.141103565318915
1739209888.947101;-38.13080360867914
1739209888.947106;-45.120503652039325
1739209888.9471104;-45.120503652039325
1739209888.9471152;-38.13080360867914
1739209888.9471197;-35.57807855764607
1739209888.9471245;-45.120503652039325
1739209888.947129;-38.13080360867914
1739209888.9471338;-38.13080360867914
1739209888.9471383;-45.120503652039325
1739209888.947143;-45.120503652039325
1739209888.9471476;-32.816014438256545
1739209888.9471521;-33.981070128970906
1739209888.947157;-45.120503652039325
1739209888.9471614;-45.120503652039325
1739209888.9471662;-45.120503652039325
1739209888.9471707;-38.13080360867914
1739209888.9471755;-38.13080360867914
1739209888.94718;-45.120503652039325
1739209888.9471848;-45.120503652039325
1739209888.9471893;-38.13080360867914
1739209888.9471939;-38.13080360867914
1739209888.9471986;-45.120503652039325
1739209888.9472032;-38.13080360867914
1739209888.947208;-38.13080360867914
1739209888.9472125;-38.13080360867914
1739209888.9472172;-35.57807855764607
1739209888.9472218;-35.57807855764607
1739209888.9472265;-33.981070128970906
1739209888.947231;-33.981070128970906
1739209888.9472356;-33.981070128970906
1739209888.9472404;-45.120503652039325
1739209888.947245;-33.981070128970906
1739209888.9472497;-35.57807855764607
1739209888.9472542;-38.13080360867914
1739209888.947259;-45.120503652039325
1739209888.9472635;-38.13080360867914
1739209888.9472682;-45.120503652039325
1739209888.9472728;-45.120503652039325
1739209888.9472775;-45.120503652039325
1739209888.947282;-45.120503652039325
1739209888.9472866;-45.120503652039325
1739209888.9472914;-45.120503652039325
1739209888.947296;-45.120503652039325
1739209888.9473007;-45.120503652039325
1739209888.9473052;-45.120503652039325
1739209888.94731;-45.120503652039325
1739209888.9473145;-38.13080360867914
1739209888.9473193;-45.120503652039325
1739209888.9473238;-38.13080360867914
1739209888.9473283;-45.120503652039325
1739209888.947333;-45.120503652039325
1739209888.9473376;-30.49652367304973
1739209888.9473424;-35.57807855764607
1739209888.947347;-38.13080360867914
1739209888.9473517;-38.13080360867914
1739209888.9473562;-31.141103565318915
1739209888.947361;-33.981070128970906
1739209888.9473655;-45.120503652039325
1739209888.94737;-38.13080360867914
1739209888.9473748;-38.13080360867914
1739209888.9473794;-38.13080360867914
1739209888.947384;-38.13080360867914
1739209888.9473886;-35.57807855764607
1739209888.9473934;-31.141103565318915
1739209888.947398;-33.981070128970906
1739209888.9474027;-45.120503652039325
1739209888.9474072;-38.13080360867914
1739209888.947412;-45.120503652039325
1739209888.9474165;-45.120503652039325
1739209888.947421;-45.120503652039325
1739209888.9474258;-33.981070128970906
1739209888.9474304;-31.141103565318915
1739209888.9474351;-33.981070128970906
1739209888.9474397;-38.13080360867914
1739209888.9474444;-38.13080360867914
1739209888.947449;-38.13080360867914
1739209888.9474537;-38.13080360867914
1739209888.9474583;-45.120503652039325
1739209888.9474628;-45.120503652039325
1739209888.9474676;-38.13080360867914
1739209888.947472;-45.120503652039325
1739209888.9474769;-45.120503652039325
1739209888.9474814;-38.13080360867914
1739209888.9474862;-45.120503652039325
1739209888.9474907;-45.120503652039325
1739209888.9474955;-45.120503652039325
1739209888.9475;-38.13080360867914
1739209888.9475045;-38.13080360867914
1739209888.9475093;-45.120503652039325
1739209888.9475138;-45.120503652039325
1739209888.9475186;-38.13080360867914
1739209888.947523;-38.13080360867914
1739209888.947528;-38.13080360867914
1739209888.9475324;-45.120503652039325
1739209888.9475372;-38.13080360867914
1739209888.9475417;-33.981070128970906
1739209888.9475465;-29.438486411369347
1739209888.947551;-38.13080360867914
1739209888.9475555;-45.120503652039325
1739209888.9475603;-38.13080360867914
1739209888.9475648;-38.13080360867914
1739209888.9475696;-38.13080360867914
1739209888.9475741;-45.120503652039325
1739209888.947579;-38.13080360867914
1739209888.9475834;-28.992665084841942
1739209888.9475882;-45.120503652039325
1739209888.9475927;-45.120503652039325
1739209888.9475973;-38.13080360867914
1739209888.947602;-38.13080360867914
1739209888.9476066;-45.120503652039325
1739209888.9476113;-45.120503652039325
1739209888.9476159;-45.120503652039325
1739209888.9476206;-45.120503652039325
1739209888.9476252;-45.120503652039325
1739209888.94763;-38.13080360867914
1739209888.9476345;-45.120503652039325
1739209888.947639;-38.13080360867914
1739209888.9476438;-35.57807855764607
1739209888.9476483;-45.120503652039325
1739209888.947653;-38.13080360867914
1739209888.9476576;-31.141103565318915
1739209888.9476624;-35.57807855764607
1739209888.947667;-45.120503652039325
1739209888.9476717;-45.120503652039325
1739209888.9476762;-45.120503652039325
1739209888.947681;-38.13080360867914
1739209888.9476855;-45.120503652039325
1739209888.94769;-45.120503652039325
1739209888.9476948;-45.120503652039325
1739209888.9476993;-45.120503652039325
1739209888.947704;-45.120503652039325
1739209888.9477086;-38.13080360867914
1739209888.9477134;-33.981070128970906
1739209888.947718;-45.120503652039325
1739209888.9477227;-38.13080360867914
1739209888.9477272;-45.120503652039325
1739209888.9477317;-38.13080360867914
1739209888.9477365;-38.13080360867914
1739209888.947741;-38.13080360867914
1739209888.9477458;-45.120503652039325
1739209888.9477503;-38.13080360867914
1739209888.947755;-35.57807855764607
1739209888.9477596;-38.13080360867914
1739209888.9477644;-38.13080360867914
1739209888.947769;-32.816014438256545
1739209888.9477735;-45.120503652039325
1739209888.9477782;-45.120503652039325
1739209888.9477828;-45.120503652039325
1739209888.9477875;-38.13080360867914
1739209888.947792;-45.120503652039325
1739209888.9477968;-35.57807855764607
1739209888.9478014;-38.13080360867914
1739209888.9478061;-45.120503652039325
1739209888.9478106;-45.120503652039325
1739209888.9478154;-38.13080360867914
1739209888.94782;-45.120503652039325
1739209888.9478245;-45.120503652039325
1739209888.9478292;-38.13080360867914
1739209888.9478338;-35.57807855764607
1739209888.9478385;-38.13080360867914
1739209888.947843;-38.13080360867914
1739209888.9478478;-38.13080360867914
1739209888.9478524;-45.120503652039325
1739209888.9478571;-35.57807855764607
1739209888.9478617;-38.13080360867914
1739209888.9478662;-45.120503652039325
1739209888.947871;-38.13080360867914
1739209888.9478755;-32.816014438256545
1739209888.9478803;-45.120503652039325
1739209888.9478848;-45.120503652039325
1739209888.9478896;-38.13080360867914
1739209888.947894;-45.120503652039325
1739209888.9478989;-33.981070128970906
1739209888.9479034;-45.120503652039325
1739209888.947908;-45.120503652039325
1739209888.9479127;-45.120503652039325
1739209888.9479172;-45.120503652039325
1739209888.947922;-33.981070128970906
1739209888.9479265;-35.57807855764607
1739209888.9479313;-38.13080360867914
1739209888.9479358;-45.120503652039325
1739209888.9479406;-45.120503652039325
1739209888.947945;-45.120503652039325
1739209888.94795;-45.120503652039325
1739209888.9479544;-38.13080360867914
1739209888.947959;-45.120503652039325
1739209888.9479637;-45.120503652039325
1739209888.9479682;-45.120503652039325
1739209888.947973;-32.816014438256545
1739209888.9479775;-38.13080360867914
1739209888.9479823;-45.120503652039325
1739209888.9479868;-38.13080360867914
1739209888.9479916;-38.13080360867914
1739209888.9479961;-38.13080360867914
1739209888.9480007;-45.120503652039325
1739209888.9480054;-45.120503652039325
1739209888.94801;-45.120503652039325
1739209888.9480147;-38.13080360867914
1739209888.9480193;-45.120503652039325
1739209888.948024;-45.120503652039325
1739209888.9480286;-38.13080360867914
1739209888.9480333;-35.57807855764607
1739209888.9480379;-38.13080360867914
1739209888.9480424;-38.13080360867914
1739209888.9480472;-38.13080360867914
1739209888.9480517;-45.120503652039325
1739209888.9480565;-45.120503652039325
1739209888.948061;-45.120503652039325
1739209888.9480658;-45.120503652039325
1739209888.9480703;-38.13080360867914
1739209888.948075;-33.981070128970906
1739209888.9480796;-35.57807855764607
1739209888.9480844;-45.120503652039325
1739209888.948089;-38.13080360867914
1739209888.9480934;-35.57807855764607
1739209888.9480982;-45.120503652039325
1739209888.9481027;-38.13080360867914
1739209888.9481075;-45.120503652039325
1739209888.948112;-38.13080360867914
1739209888.9481168;-45.120503652039325
1739209888.9481213;-45.120503652039325
1739209888.948126;-38.13080360867914
1739209888.9481306;-38.13080360867914
1739209888.9481351;-35.57807855764607
1739209888.94814;-38.13080360867914
1739209888.9481444;-38.13080360867914
1739209888.9481492;-38.13080360867914
1739209888.9481537;-38.13080360867914
1739209888.9481585;-45.120503652039325
1739209888.948163;-45.120503652039325
1739209888.9481678;-38.13080360867914
1739209888.9481723;-45.120503652039325
1739209888.9481769;-45.120503652039325
1739209888.9481816;-45.120503652039325
1739209888.9481862;-38.13080360867914
1739209888.948191;-45.120503652039325
1739209888.9481955;-38.13080360867914
1739209888.9482002;-45.120503652039325
1739209888.9482048;-45.120503652039325
1739209888.9482095;-45.120503652039325
1739209888.948214;-38.13080360867914
1739209888.9482188;-32.81601443825658
1739209888.9482234;-38.13080360867914
1739209888.948228;-38.13080360867914
1739209888.9482327;-45.120503652039325
1739209888.9482372;-38.13080360867914
1739209888.948242;-38.13080360867914
1739209888.9482465;-45.120503652039325
1739209888.9482512;-45.120503652039325
1739209888.9482558;-31.141103565318915
1739209888.9482605;-33.981070128970906
1739209888.948265;-45.120503652039325
1739209888.9482696;-45.120503652039325
1739209888.9482744;-38.13080360867914
1739209888.948279;-38.13080360867914
1739209888.9482837;-38.13080360867914
1739209888.9482882;-38.13080360867914
1739209888.948293;-33.981070128970906
1739209888.9482975;-33.981070128970906
1739209888.9483023;-45.120503652039325
1739209888.9483068;-38.13080360867914
1739209888.9483113;-38.13080360867914
1739209888.948316;-38.13080360867914
1739209888.9483206;-45.120503652039325
1739209888.9483254;-33.981070128970906
1739209888.94833;-33.981070128970906
1739209888.9483347;-30.49652367304973
1739209888.9483392;-45.120503652039325
1739209888.948344;-45.120503652039325
1739209888.9483485;-38.13080360867914
1739209888.9483533;-38.13080360867914
1739209888.9483578;-45.120503652039325
1739209888.9483624;-33.981070128970906
1739209888.948367;-38.13080360867914
1739209888.9483716;-45.120503652039325
1739209888.9483764;-45.120503652039325
1739209888.948381;-45.120503652039325
1739209888.9483857;-45.120503652039325
1739209888.9483902;-45.120503652039325
1739209888.948395;-45.120503652039325
1739209888.9483995;-35.57807855764607
1739209888.948404;-35.57807855764607
1739209888.9484088;-31.141103565318915
1739209888.9484134;-45.120503652039325
1739209888.9484181;-38.13080360867914
1739209888.9484227;-38.13080360867914
1739209888.9484274;-38.13080360867914
1739209888.948432;-45.120503652039325
1739209888.9484367;-35.57807855764607
1739209888.9484413;-33.981070128970906
1739209888.9484458;-32.816014438256545
1739209888.9484506;-38.13080360867914
1739209888.948455;-38.13080360867914
1739209888.9484599;-45.120503652039325
1739209888.9484644;-35.57807855764607
1739209888.9484692;-38.13080360867914
1739209888.9484737;-45.120503652039325
1739209888.9484785;-38.13080360867914
1739209888.948483;-31.141103565318915
1739209888.9484878;-38.13080360867914
1739209888.9484923;-45.120503652039325
1739209888.9484968;-45.120503652039325
1739209888.9485016;-38.13080360867914
1739209888.948506;-38.13080360867914
1739209888.948511;-35.57807855764607
1739209888.9485154;-45.120503652039325
1739209888.9485202;-45.120503652039325
1739209888.9485247;-45.120503652039325
1739209888.9485295;-38.13080360867914
1739209888.948534;-38.13080360867914
1739209888.9485385;-33.981070128970906
1739209888.9485433;-33.981070128970906
1739209888.9485478;-38.13080360867914
1739209888.9485526;-45.120503652039325
1739209888.9485571;-38.13080360867914
1739209888.948562;-38.13080360867914
1739209888.9485664;-45.120503652039325
1739209888.9485712;-45.120503652039325
1739209888.9485757;-35.57807855764607
1739209888.9485803;-38.13080360867914
1739209888.948585;-45.120503652039325
1739209888.9485896;-38.13080360867914
1739209888.9485943;-33.981070128970906
1739209888.9485989;-38.13080360867914
1739209888.9486036;-45.120503652039325
1739209888.9486082;-38.13080360867914
1739209888.948613;-45.120503652039325
1739209888.9486175;-45.120503652039325
1739209888.9486222;-38.13080360867914
1739209888.9486268;-38.13080360867914
1739209888.9486313;-38.13080360867914
1739209888.948636;-45.120503652039325
1739209888.9486406;-45.120503652039325
1739209888.9486454;-38.13080360867914
1739209888.94865;-33.981070128970906
1739209888.9486547;-38.13080360867914
1739209888.9486592;-35.57807855764607
1739209888.948664;-38.13080360867914
1739209888.9486685;-38.13080360867914
1739209888.948673;-38.13080360867914
1739209888.9486778;-38.13080360867914
1739209888.9486823;-45.120503652039325
1739209888.948687;-45.120503652039325
1739209888.9486916;-45.120503652039325
1739209888.9486964;-45.120503652039325
1739209888.948701;-45.120503652039325
1739209888.9487057;-38.13080360867914
1739209888.9487102;-45.120503652039325
1739209888.9487147;-38.13080360867914
1739209888.9487195;-45.120503652039325
1739209888.948724;-35.57807855764607
1739209888.9487288;-32.816014438256545
1739209888.9487333;-45.120503652039325
1739209888.948738;-45.120503652039325
1739209888.9487426;-38.13080360867914
1739209888.9487474;-35.57807855764607
1739209888.948752;-38.13080360867914
1739209888.9487567;-45.120503652039325
1739209888.9487612;-45.120503652039325
1739209888.9487658;-33.981070128970906
1739209888.9487705;-45.120503652039325
1739209888.948775;-38.13080360867914
1739209888.9487798;-38.13080360867914
1739209888.9487844;-45.120503652039325
1739209888.9487891;-38.13080360867914
1739209888.9487936;-45.120503652039325
1739209888.9487984;-35.57807855764607
1739209888.948803;-38.13080360867914
1739209888.9488075;-45.120503652039325
1739209888.9488122;-45.120503652039325
1739209888.9488168;-35.57807855764607
1739209888.9488215;-30.49652367304973
1739209888.948826;-45.120503652039325
1739209888.9488308;-45.120503652039325
1739209888.9488354;-38.13080360867914
1739209888.9488401;-32.816014438256545
1739209888.9488447;-45.120503652039325
1739209888.9488492;-45.120503652039325
1739209888.948854;-38.13080360867914
1739209888.9488585;-45.120503652039325
1739209888.9488633;-45.120503652039325
1739209888.9488678;-38.13080360867914
1739209888.9488726;-38.13080360867914
1739209888.948877;-45.120503652039325
1739209888.9488819;-38.13080360867914
1739209888.9488864;-35.57807855764607
1739209888.9488912;-38.13080360867914
1739209888.9488957;-45.120503652039325
1739209888.9489002;-45.120503652039325
1739209888.948905;-38.13080360867914
1739209888.9489095;-38.13080360867914
1739209888.9489143;-35.57807855764607
1739209888.9489188;-38.13080360867914
1739209888.9489236;-45.120503652039325
1739209888.948928;-35.57807855764607
1739209888.948933;-26.991370085610722
1739209888.9489374;-38.13080360867914
1739209888.948942;-45.120503652039325
1739209888.9489467;-45.120503652039325
1739209888.9489512;-38.13080360867914
1739209888.948956;-45.120503652039325
1739209888.9489605;-45.120503652039325
1739209888.9489653;-45.120503652039325
1739209888.9489698;-31.141103565318943
1739209888.9489746;-45.120503652039325
1739209888.9489791;-33.981070128970906
1739209888.9489837;-45.120503652039325
1739209888.9489884;-45.120503652039325
1739209888.948993;-45.120503652039325
1739209888.9489977;-33.981070128970906
1739209888.9490023;-38.13080360867914
1739209888.949007;-28.992665084841942
1739209888.9490116;-38.13080360867914
1739209888.9490163;-38.13080360867914
1739209888.9490209;-45.120503652039325
1739209888.9490256;-38.13080360867914
1739209888.9490302;-38.13080360867914
1739209888.9490347;-35.57807855764607
1739209888.9490395;-45.120503652039325
1739209888.949044;-45.120503652039325
1739209888.9490488;-45.120503652039325
1739209888.9490533;-33.981070128970906
1739209888.949058;-38.13080360867914
1739209888.9490626;-45.120503652039325
1739209888.9490674;-35.57807855764607
1739209888.949072;-38.13080360867914
1739209888.9490764;-45.120503652039325
1739209888.9490812;-38.13080360867914
1739209888.9490857;-33.981070128970906
1739209888.9490905;-38.13080360867914
1739209888.949095;-38.13080360867914
1739209888.9490998;-38.13080360867914
1739209888.9491043;-45.120503652039325
1739209888.949109;-45.120503652039325
1739209888.9491136;-33.981070128970906
1739209888.9491181;-28.992665084841942
1739209888.949123;-33.981070128970906
1739209888.9491274;-45.120503652039325
1739209888.9491322;-38.13080360867914
1739209888.9491367;-33.981070128970906
1739209888.9491415;-35.57807855764607
1739209888.949146;-38.13080360867914
1739209888.9491508;-32.816014438256545
1739209888.9491553;-33.981070128970906
1739209888.9491599;-33.981070128970906
1739209888.9491646;-45.120503652039325
1739209888.9491692;-45.120503652039325
1739209888.949174;-45.120503652039325
1739209888.9491785;-45.120503652039325
1739209888.9491832;-45.120503652039325
1739209888.9491878;-38.13080360867914
1739209888.9491925;-28.992665084841942
1739209888.949197;-33.981070128970906
1739209888.9492018;-38.13080360867914
1739209888.9492064;-33.981070128970906
1739209888.949211;-38.13080360867914
1739209888.9492157;-45.120503652039325
1739209888.9492202;-45.120503652039325
1739209888.949225;-45.120503652039325
1739209888.9492295;-38.13080360867914
1739209888.9492342;-45.120503652039325
1739209888.9492388;-45.120503652039325
1739209888.9492435;-45.120503652039325
1739209888.949248;-45.120503652039325
1739209888.9492526;-45.120503652039325
1739209888.9492574;-45.120503652039325
1739209888.949262;-45.120503652039325
1739209888.9492667;-38.13080360867914
1739209888.9492712;-38.13080360867914
1739209888.949276;-45.120503652039325
1739209888.9492805;-38.13080360867914
1739209888.9492853;-38.13080360867914
1739209888.9492898;-45.120503652039325
1739209888.9492943;-38.13080360867914
1739209888.949299;-45.120503652039325
1739209888.9493036;-38.13080360867914
1739209888.9493084;-38.13080360867914
1739209888.949313;-35.57807855764607
1739209888.9493177;-45.120503652039325
1739209888.9493222;-45.120503652039325
1739209888.949327;-35.57807855764607
1739209888.9493315;-38.13080360867914
1739209888.9493363;-33.981070128970906
1739209888.9493408;-38.13080360867914
1739209888.9493454;-38.13080360867914
1739209888.94935;-38.13080360867914
1739209888.9493546;-38.13080360867914
1739209888.9493594;-45.120503652039325
1739209888.949364;-45.120503652039325
1739209888.9493687;-45.120503652039325
1739209888.9493732;-38.13080360867914
1739209888.949378;-35.57807855764607
1739209888.9493825;-45.120503652039325
1739209888.949387;-45.120503652039325
1739209888.9493918;-45.120503652039325
1739209888.9493964;-38.13080360867914
1739209888.9494011;-38.13080360867914
1739209888.9494057;-33.981070128970906
1739209888.9494104;-45.120503652039325
1739209888.949415;-45.120503652039325
1739209888.9494197;-35.57807855764607
1739209888.9494243;-35.57807855764607
1739209888.9494288;-38.13080360867914
1739209888.9494336;-45.120503652039325
1739209888.949438;-38.13080360867914
1739209888.9494429;-35.57807855764607
1739209888.9494474;-38.13080360867914
1739209888.9494522;-35.57807855764607
1739209888.9494567;-45.120503652039325
1739209888.9494615;-45.120503652039325
1739209888.949466;-35.57807855764607
1739209888.9494708;-38.13080360867914
1739209888.9494753;-45.120503652039325
1739209888.9494798;-45.120503652039325
1739209888.9494846;-38.13080360867914
1739209888.949489;-38.13080360867914
1739209888.949494;-38.13080360867914
1739209888.9494984;-45.120503652039325
1739209888.9495032;-38.13080360867914
1739209888.9495077;-45.120503652039325
1739209888.9495125;-38.13080360867914
1739209888.949517;-38.13080360867914
1739209888.9495215;-38.13080360867914
1739209888.9495263;-38.13080360867914
1739209888.9495308;-38.13080360867914
1739209888.9495356;-32.816014438256545
1739209888.9495401;-33.981070128970906
1739209888.949545;-38.13080360867914
1739209888.9495494;-38.13080360867914
1739209888.9495542;-45.120503652039325
1739209888.9495587;-38.13080360867914
1739209888.9495633;-31.141103565318893
1739209888.949568;-45.120503652039325
1739209888.9495726;-45.120503652039325
1739209888.9495773;-32.816014438256545
1739209888.9495819;-45.120503652039325
1739209888.9495866;-38.13080360867914
1739209888.9495912;-45.120503652039325
1739209888.949596;-45.120503652039325
1739209888.9496005;-45.120503652039325
1739209888.9496052;-31.141103565318893
1739209888.9496098;-28.21854285175415
1739209888.9496143;-45.120503652039325
1739209888.949619;-45.120503652039325
1739209888.9496236;-35.57807855764607
1739209888.9496284;-35.57807855764607
1739209888.949633;-45.120503652039325
1739209888.9496377;-38.13080360867914
1739209888.9496422;-45.120503652039325
1739209888.949647;-45.120503652039325
1739209888.9496515;-38.13080360867914
1739209888.949656;-45.120503652039325
1739209888.9496608;-38.13080360867914
1739209888.9496653;-45.120503652039325
1739209888.94967;-38.13080360867914
1739209888.9496746;-45.120503652039325
1739209888.9496794;-35.57807855764607
1739209888.949684;-35.57807855764607
1739209888.9496887;-45.120503652039325
1739209888.9496932;-45.120503652039325
1739209888.9496977;-45.120503652039325
1739209888.9497025;-38.13080360867914
1739209888.949707;-45.120503652039325
1739209888.9497118;-45.120503652039325
1739209888.9497163;-45.120503652039325
1739209888.949721;-45.120503652039325
1739209888.9497256;-38.13080360867914
1739209888.9497304;-35.57807855764607
1739209888.949735;-45.120503652039325
1739209888.9497397;-45.120503652039325
1739209888.9497442;-45.120503652039325
1739209888.9497488;-45.120503652039325
1739209888.9497535;-38.13080360867914
1739209888.949758;-45.120503652039325
1739209888.9497628;-45.120503652039325
1739209888.9497674;-38.13080360867914
1739209888.9497721;-38.13080360867914
1739209888.9497766;-38.13080360867914
1739209888.9497814;-45.120503652039325
1739209888.949786;-45.120503652039325
1739209888.9497905;-38.13080360867914
1739209888.9497952;-32.816014438256545
1739209888.9497998;-38.13080360867914
1739209888.9498045;-45.120503652039325
1739209888.949809;-38.13080360867914
1739209888.9498138;-38.13080360867914
1739209888.9498184;-38.13080360867914
1739209888.9498231;-45.120503652039325
1739209888.9498277;-45.120503652039325
1739209888.9498322;-38.13080360867914
1739209888.949837;-38.13080360867914
1739209888.9498415;-33.981070128970906
1739209888.9498463;-45.120503652039325
1739209888.9498508;-45.120503652039325
1739209888.9498556;-45.120503652039325
1739209888.94986;-38.13080360867914
1739209888.9498649;-38.13080360867914
1739209888.9498694;-31.141103565318915
1739209888.9498742;-35.57807855764607
1739209888.9498787;-38.13080360867914
1739209888.9498832;-45.120503652039325
1739209888.949888;-45.120503652039325
1739209888.9498925;-38.13080360867914
1739209888.9498973;-38.13080360867914
1739209888.9499018;-35.57807855764607
1739209888.9499066;-38.13080360867914
1739209888.949911;-33.981070128970906
1739209888.949916;-45.120503652039325
1739209888.9499204;-45.120503652039325
1739209888.949925;-45.120503652039325
1739209888.9499297;-45.120503652039325
1739209888.9499342;-45.120503652039325
1739209888.949939;-45.120503652039325
1739209888.9499435;-45.120503652039325
1739209888.9499483;-45.120503652039325
1739209888.9499528;-45.120503652039325
1739209888.9499576;-38.13080360867914
1739209888.9499621;-38.13080360867914
1739209888.9499667;-38.13080360867914
1739209888.9499714;-45.120503652039325
1739209888.949976;-45.120503652039325
1739209888.9499807;-33.981070128970906
1739209888.9499853;-38.13080360867914
1739209888.94999;-45.120503652039325
1739209888.9499946;-45.120503652039325
1739209888.9499993;-38.13080360867914
1739209888.9500039;-45.120503652039325
1739209888.9500086;-45.120503652039325
1739209888.9500132;-45.120503652039325
1739209888.9500177;-45.120503652039325
1739209888.9500225;-45.120503652039325
1739209888.950027;-45.120503652039325
1739209888.9500318;-38.13080360867914
1739209888.9500363;-45.120503652039325
1739209888.950041;-45.120503652039325
1739209888.9500456;-45.120503652039325
1739209888.9500504;-45.120503652039325
1739209888.950055;-45.120503652039325
1739209888.9500594;-35.57807855764607
1739209888.9500642;-38.13080360867914
1739209888.9500687;-38.13080360867914
1739209888.9500735;-38.13080360867914
1739209888.950078;-33.981070128970906
1739209888.9500828;-35.57807855764607
1739209888.9500873;-45.120503652039325
1739209888.950092;-45.120503652039325
1739209888.9500966;-38.13080360867914
1739209888.9501011;-38.13080360867914
1739209888.950106;-45.120503652039325
1739209888.9501104;-45.120503652039325
1739209888.9501152;-38.13080360867914
1739209888.9501197;-45.120503652039325
1739209888.9501245;-45.120503652039325
1739209888.950129;-45.120503652039325
1739209888.9501338;-45.120503652039325
1739209888.9501383;-38.13080360867914
1739209888.950143;-38.13080360867914
1739209888.9501476;-38.13080360867914
1739209888.9501522;-38.13080360867914
1739209888.950157;-38.13080360867914
1739209888.9501615;-45.120503652039325
1739209888.9501662;-45.120503652039325
1739209888.9501708;-33.981070128970906
1739209888.9501755;-35.57807855764607
1739209888.95018;-38.13080360867914
1739209888.9501848;-45.120503652039325
1739209888.9501894;-35.57807855764607
1739209888.950194;-35.57807855764607
1739209888.9501987;-38.13080360867914
1739209888.9502032;-38.13080360867914
1739209888.950208;-45.120503652039325
1739209888.9502125;-38.13080360867914
1739209888.9502172;-45.120503652039325
1739209888.9502218;-45.120503652039325
1739209888.9502265;-38.13080360867914
1739209888.950231;-45.120503652039325
1739209888.9502356;-45.120503652039325
1739209888.9502404;-45.120503652039325
1739209888.950245;-28.992665084841942
1739209888.9502497;-32.816014438256545
1739209888.9502542;-45.120503652039325
1739209888.950259;-38.13080360867914
1739209888.9502635;-32.816014438256545
1739209888.9502683;-38.13080360867914
1739209888.9502728;-38.13080360867914
1739209888.9502776;-45.120503652039325
1739209888.950282;-38.13080360867914
1739209888.9502866;-45.120503652039325
1739209888.9502914;-38.13080360867914
