CAN Message; 0x1d3:00009c08acffa5c2
Timestamp;Amplitude
1739209681.4306536;-38.13080360867914
1739209681.4306555;-38.13080360867914
1739209681.4306571;-45.120503652039325
1739209681.430659;-38.13080360867914
1739209681.430661;-38.13080360867914
1739209681.4306626;-35.57807855764607
1739209681.4306645;-35.57807855764607
1739209681.4306664;-45.120503652039325
1739209681.430668;-38.13080360867914
1739209681.43067;-31.141103565318915
1739209681.430672;-32.816014438256545
1739209681.4306736;-45.120503652039325
1739209681.4306755;-45.120503652039325
1739209681.4306774;-33.981070128970906
1739209681.430679;-38.13080360867914
1739209681.430681;-45.120503652039325
1739209681.430683;-45.120503652039325
1739209681.4306846;-45.120503652039325
1739209681.4306865;-33.981070128970906
1739209681.4306884;-45.120503652039325
1739209681.43069;-45.120503652039325
1739209681.430692;-38.13080360867914
1739209681.4306939;-45.120503652039325
1739209681.4306955;-35.57807855764607
1739209681.4306974;-38.13080360867914
1739209681.4306993;-38.13080360867914
1739209681.430701;-45.120503652039325
1739209681.430703;-38.13080360867914
1739209681.4307048;-38.13080360867914
1739209681.4307067;-38.13080360867914
1739209681.4307084;-35.57807855764607
1739209681.4307103;-45.120503652039325
1739209681.4307122;-38.13080360867914
1739209681.430714;-33.981070128970906
1739209681.4307158;-45.120503652039325
1739209681.4307177;-38.13080360867914
1739209681.4307194;-32.816014438256545
1739209681.4307213;-45.120503652039325
1739209681.4307232;-45.120503652039325
1739209681.4307249;-32.816014438256545
1739209681.4307268;-35.57807855764607
1739209681.4307287;-45.120503652039325
1739209681.4307303;-45.120503652039325
1739209681.4307323;-45.120503652039325
1739209681.4307342;-45.120503652039325
1739209681.4307358;-45.120503652039325
1739209681.4307377;-38.13080360867914
1739209681.4307396;-38.13080360867914
1739209681.4307413;-45.120503652039325
1739209681.4307432;-45.120503652039325
1739209681.4307451;-38.13080360867914
1739209681.4307468;-38.13080360867914
1739209681.4307487;-35.57807855764607
1739209681.4307506;-45.120503652039325
1739209681.4307523;-45.120503652039325
1739209681.4307542;-38.13080360867914
1739209681.430756;-38.13080360867914
1739209681.4307578;-45.120503652039325
1739209681.4307597;-45.120503652039325
1739209681.4307616;-38.13080360867914
1739209681.4307635;-38.13080360867914
1739209681.4307652;-38.13080360867914
1739209681.430767;-45.120503652039325
1739209681.430769;-45.120503652039325
1739209681.4307706;-45.120503652039325
1739209681.4307725;-38.13080360867914
1739209681.4307745;-38.13080360867914
1739209681.4307761;-45.120503652039325
1739209681.430778;-38.13080360867914
1739209681.43078;-45.120503652039325
1739209681.4307816;-32.816014438256545
1739209681.4307835;-38.13080360867914
1739209681.4307854;-38.13080360867914
1739209681.430787;-45.120503652039325
1739209681.430789;-45.120503652039325
1739209681.430791;-38.13080360867914
1739209681.4307926;-45.120503652039325
1739209681.4307945;-45.120503652039325
1739209681.4307964;-45.120503652039325
1739209681.430798;-45.120503652039325
1739209681.4308;-45.120503652039325
1739209681.4308019;-35.57807855764607
1739209681.4308035;-38.13080360867914
1739209681.4308054;-45.120503652039325
1739209681.4308074;-45.120503652039325
1739209681.430809;-35.57807855764607
1739209681.430811;-31.141103565318893
1739209681.4308128;-45.120503652039325
1739209681.4308145;-45.120503652039325
1739209681.4308164;-30.49652367304973
1739209681.4308183;-26.487275050834715
1739209681.43082;-45.120503652039325
1739209681.430822;-45.120503652039325
1739209681.4308238;-38.13080360867914
1739209681.4308257;-38.13080360867914
1739209681.4308274;-45.120503652039325
1739209681.4308293;-38.13080360867914
1739209681.4308312;-38.13080360867914
1739209681.4308329;-38.13080360867914
1739209681.4308348;-45.120503652039325
1739209681.4308367;-45.120503652039325
1739209681.4308383;-38.13080360867914
1739209681.4308403;-45.120503652039325
1739209681.4308422;-45.120503652039325
1739209681.4308438;-45.120503652039325
1739209681.4308457;-38.13080360867914
1739209681.4308476;-26.991370085610722
1739209681.4308493;-38.13080360867914
1739209681.4308512;-45.120503652039325
1739209681.4308531;-38.13080360867914
1739209681.4308548;-32.816014438256545
1739209681.4308567;-45.120503652039325
1739209681.4308586;-45.120503652039325
1739209681.4308603;-38.13080360867914
1739209681.4308622;-38.13080360867914
1739209681.430864;-45.120503652039325
1739209681.4308658;-45.120503652039325
1739209681.4308677;-45.120503652039325
1739209681.4308696;-45.120503652039325
1739209681.4308712;-38.13080360867914
1739209681.4308732;-45.120503652039325
1739209681.430875;-45.120503652039325
1739209681.4308767;-45.120503652039325
1739209681.4308786;-38.13080360867914
1739209681.4308805;-45.120503652039325
1739209681.4308822;-45.120503652039325
1739209681.4308841;-45.120503652039325
1739209681.430886;-45.120503652039325
1739209681.430888;-45.120503652039325
1739209681.4308896;-38.13080360867914
1739209681.4308915;-38.13080360867914
1739209681.4308934;-38.13080360867914
1739209681.430895;-45.120503652039325
1739209681.430897;-45.120503652039325
1739209681.430899;-45.120503652039325
1739209681.4309006;-38.13080360867914
1739209681.4309025;-38.13080360867914
1739209681.4309044;-38.13080360867914
1739209681.430906;-38.13080360867914
1739209681.430908;-38.13080360867914
1739209681.4309099;-33.981070128970906
1739209681.4309115;-45.120503652039325
1739209681.4309134;-38.13080360867914
1739209681.4309154;-45.120503652039325
1739209681.430917;-45.120503652039325
1739209681.430919;-38.13080360867914
1739209681.4309208;-28.992665084841942
1739209681.4309225;-31.141103565318915
1739209681.4309244;-38.13080360867914
1739209681.4309263;-38.13080360867914
1739209681.430928;-33.981070128970906
1739209681.43093;-45.120503652039325
1739209681.4309318;-45.120503652039325
1739209681.4309335;-38.13080360867914
1739209681.4309354;-35.57807855764607
1739209681.4309373;-38.13080360867914
1739209681.430939;-45.120503652039325
1739209681.4309409;-38.13080360867914
1739209681.4309428;-45.120503652039325
1739209681.4309447;-45.120503652039325
1739209681.4309464;-45.120503652039325
1739209681.4309483;-38.13080360867914
1739209681.4309502;-33.981070128970906
1739209681.4309518;-33.981070128970906
1739209681.4309537;-38.13080360867914
1739209681.4309556;-45.120503652039325
1739209681.4309573;-35.57807855764607
1739209681.4309592;-33.981070128970906
1739209681.4309611;-45.120503652039325
1739209681.4309628;-45.120503652039325
1739209681.4309647;-33.981070128970906
1739209681.4309666;-38.13080360867914
1739209681.4309683;-45.120503652039325
1739209681.4309702;-45.120503652039325
1739209681.430972;-38.13080360867914
1739209681.4309738;-45.120503652039325
1739209681.4309757;-45.120503652039325
1739209681.4309776;-38.13080360867914
1739209681.4309793;-38.13080360867914
1739209681.4309812;-38.13080360867914
1739209681.430983;-45.120503652039325
1739209681.4309847;-38.13080360867914
1739209681.4309866;-38.13080360867914
1739209681.4309886;-38.13080360867914
1739209681.4309902;-45.120503652039325
1739209681.4309921;-45.120503652039325
1739209681.430994;-38.13080360867914
1739209681.4309957;-38.13080360867914
1739209681.4309976;-38.13080360867914
1739209681.4309995;-38.13080360867914
1739209681.4310012;-45.120503652039325
1739209681.431003;-35.57807855764607
1739209681.431005;-38.13080360867914
1739209681.431007;-45.120503652039325
1739209681.4310086;-38.13080360867914
1739209681.4310105;-33.981070128970906
1739209681.4310124;-45.120503652039325
1739209681.431014;-45.120503652039325
1739209681.431016;-38.13080360867914
1739209681.4310179;-38.13080360867914
1739209681.4310195;-33.981070128970906
1739209681.4310215;-38.13080360867914
1739209681.4310234;-45.120503652039325
1739209681.431025;-45.120503652039325
1739209681.431027;-38.13080360867914
1739209681.4310288;-38.13080360867914
1739209681.4310305;-45.120503652039325
1739209681.4310324;-33.981070128970906
1739209681.4310343;-35.57807855764607
1739209681.431036;-45.120503652039325
1739209681.431038;-45.120503652039325
1739209681.4310398;-33.981070128970906
1739209681.4310415;-45.120503652039325
1739209681.4310434;-45.120503652039325
1739209681.4310453;-45.120503652039325
1739209681.431047;-38.13080360867914
1739209681.4310489;-33.981070128970906
1739209681.4310508;-38.13080360867914
1739209681.4310524;-38.13080360867914
1739209681.4310544;-38.13080360867914
1739209681.4310563;-38.13080360867914
1739209681.431058;-38.13080360867914
1739209681.4310598;-45.120503652039325
1739209681.4310617;-33.981070128970906
1739209681.4310634;-45.120503652039325
1739209681.4310653;-45.120503652039325
1739209681.4310672;-45.120503652039325
1739209681.4310691;-32.816014438256545
1739209681.4310708;-31.141103565318893
1739209681.4310727;-45.120503652039325
1739209681.4310746;-45.120503652039325
1739209681.4310763;-38.13080360867914
1739209681.4310782;-35.57807855764607
1739209681.43108;-45.120503652039325
1739209681.4310818;-35.57807855764607
1739209681.4310837;-45.120503652039325
1739209681.4310856;-45.120503652039325
1739209681.4310873;-35.57807855764607
1739209681.4310892;-32.816014438256545
1739209681.431091;-45.120503652039325
1739209681.4310927;-45.120503652039325
1739209681.4310946;-35.57807855764607
1739209681.4310966;-38.13080360867914
1739209681.4310982;-45.120503652039325
1739209681.4311001;-45.120503652039325
1739209681.431102;-38.13080360867914
1739209681.4311037;-38.13080360867914
1739209681.4311056;-38.13080360867914
1739209681.4311075;-38.13080360867914
1739209681.4311092;-38.13080360867914
1739209681.431111;-32.816014438256545
1739209681.431113;-45.120503652039325
1739209681.4311147;-45.120503652039325
1739209681.4311166;-38.13080360867914
1739209681.4311185;-32.816014438256545
1739209681.4311202;-45.120503652039325
1739209681.431122;-45.120503652039325
1739209681.431124;-32.816014438256545
1739209681.4311259;-35.57807855764607
1739209681.4311275;-38.13080360867914
1739209681.4311295;-45.120503652039325
1739209681.4311314;-35.57807855764607
1739209681.431133;-35.57807855764607
1739209681.431135;-38.13080360867914
1739209681.4311368;-38.13080360867914
1739209681.4311385;-35.57807855764607
1739209681.4311404;-35.57807855764607
1739209681.4311423;-45.120503652039325
1739209681.431144;-33.981070128970906
1739209681.431146;-45.120503652039325
1739209681.4311478;-35.57807855764607
1739209681.4311495;-38.13080360867914
1739209681.4322503;-45.120503652039325
1739209681.4322565;-45.120503652039325
1739209681.432263;-45.120503652039325
1739209681.432269;-45.120503652039325
1739209681.4322753;-38.13080360867914
1739209681.4322815;-45.120503652039325
1739209681.432288;-38.13080360867914
1739209681.4322941;-38.13080360867914
1739209681.4323003;-45.120503652039325
1739209681.4323065;-45.120503652039325
1739209681.432313;-38.13080360867914
1739209681.4323192;-35.57807855764607
1739209681.4323254;-45.120503652039325
1739209681.4323316;-45.120503652039325
1739209681.432338;-38.13080360867914
1739209681.4323442;-38.13080360867914
1739209681.4323504;-45.120503652039325
1739209681.4323566;-45.120503652039325
1739209681.432363;-45.120503652039325
1739209681.4323692;-32.816014438256545
1739209681.4323754;-32.816014438256545
1739209681.4323816;-45.120503652039325
1739209681.432388;-38.13080360867914
1739209681.4323943;-33.981070128970906
1739209681.4324005;-38.13080360867914
1739209681.4324067;-45.120503652039325
1739209681.432413;-38.13080360867914
1739209681.4324193;-45.120503652039325
1739209681.4324255;-45.120503652039325
1739209681.4324317;-45.120503652039325
1739209681.432438;-45.120503652039325
1739209681.4324443;-38.13080360867914
1739209681.4324505;-38.13080360867914
1739209681.4324567;-38.13080360867914
1739209681.432463;-38.13080360867914
1739209681.4324694;-35.57807855764607
1739209681.4324756;-38.13080360867914
1739209681.4324818;-45.120503652039325
1739209681.432488;-45.120503652039325
1739209681.4324944;-32.816014438256545
1739209681.4325006;-35.57807855764607
1739209681.4325068;-45.120503652039325
1739209681.432513;-45.120503652039325
1739209681.4325194;-35.57807855764607
1739209681.4325256;-35.57807855764607
1739209681.4325318;-45.120503652039325
1739209681.432538;-38.13080360867914
1739209681.4325445;-45.120503652039325
1739209681.4325507;-38.13080360867914
1739209681.4325569;-45.120503652039325
1739209681.432563;-38.13080360867914
1739209681.4325695;-33.981070128970906
1739209681.4325757;-38.13080360867914
1739209681.432582;-45.120503652039325
1739209681.432588;-45.120503652039325
1739209681.4325945;-31.141103565318893
1739209681.4326007;-30.49652367304973
1739209681.432607;-45.120503652039325
1739209681.4326131;-45.120503652039325
1739209681.4326193;-35.57807855764607
1739209681.4326258;-31.141103565318893
1739209681.432632;-45.120503652039325
1739209681.4326382;-38.13080360867914
1739209681.4326444;-33.981070128970906
1739209681.4326508;-38.13080360867914
1739209681.432657;-45.120503652039325
1739209681.4326632;-45.120503652039325
1739209681.4326694;-45.120503652039325
1739209681.4326758;-45.120503652039325
1739209681.432682;-45.120503652039325
1739209681.4326882;-38.13080360867914
1739209681.4326944;-45.120503652039325
1739209681.4327009;-45.120503652039325
1739209681.432707;-38.13080360867914
1739209681.4327133;-45.120503652039325
1739209681.4327195;-38.13080360867914
1739209681.432726;-38.13080360867914
1739209681.432732;-33.981070128970906
1739209681.4327383;-45.120503652039325
1739209681.4327445;-31.141103565318893
1739209681.432751;-31.141103565318893
1739209681.4327571;-38.13080360867914
1739209681.4327633;-38.13080360867914
1739209681.4327695;-38.13080360867914
1739209681.432776;-35.57807855764607
1739209681.4327822;-38.13080360867914
1739209681.4327884;-38.13080360867914
1739209681.4327946;-45.120503652039325
1739209681.4328008;-38.13080360867914
1739209681.4328072;-45.120503652039325
1739209681.4328134;-45.120503652039325
1739209681.4328196;-38.13080360867914
1739209681.4328258;-45.120503652039325
1739209681.4328322;-45.120503652039325
1739209681.4328384;-45.120503652039325
1739209681.4328446;-38.13080360867914
1739209681.4328508;-38.13080360867914
1739209681.4328573;-45.120503652039325
1739209681.4328635;-45.120503652039325
1739209681.4328697;-32.816014438256545
1739209681.4328759;-35.57807855764607
1739209681.4328823;-45.120503652039325
1739209681.4328885;-45.120503652039325
1739209681.4328947;-31.141103565318893
1739209681.432901;-30.49652367304973
1739209681.4329073;-45.120503652039325
1739209681.4329135;-38.13080360867914
1739209681.4329197;-35.57807855764607
1739209681.432926;-35.57807855764607
1739209681.4329324;-45.120503652039325
1739209681.4329386;-35.57807855764607
1739209681.4329448;-45.120503652039325
1739209681.432951;-33.981070128970956
1739209681.4329572;-45.120503652039325
1739209681.4329636;-33.981070128970906
1739209681.4329698;-45.120503652039325
1739209681.432976;-45.120503652039325
1739209681.4329822;-38.13080360867914
1739209681.4329886;-45.120503652039325
1739209681.4329948;-38.13080360867914
1739209681.433001;-30.49652367304973
1739209681.4330072;-38.13080360867914
1739209681.4330137;-38.13080360867914
1739209681.4330199;-38.13080360867914
1739209681.433026;-38.13080360867914
1739209681.4330323;-45.120503652039325
1739209681.4330387;-33.981070128970906
1739209681.433045;-45.120503652039325
1739209681.433051;-35.57807855764607
1739209681.4330573;-38.13080360867914
1739209681.4330637;-33.981070128970906
1739209681.43307;-45.120503652039325
1739209681.4330761;-45.120503652039325
1739209681.4330823;-45.120503652039325
1739209681.4330888;-45.120503652039325
1739209681.433095;-38.13080360867914
1739209681.4331012;-38.13080360867914
1739209681.4331074;-38.13080360867914
1739209681.4331138;-35.57807855764607
1739209681.43312;-45.120503652039325
1739209681.4331262;-45.120503652039325
1739209681.4331324;-38.13080360867914
1739209681.4331386;-38.13080360867914
1739209681.433145;-38.13080360867914
1739209681.4331512;-38.13080360867914
1739209681.4331574;-38.13080360867914
1739209681.4331636;-45.120503652039325
1739209681.43317;-45.120503652039325
1739209681.4331763;-35.57807855764607
1739209681.4331825;-38.13080360867914
1739209681.4331887;-45.120503652039325
1739209681.433195;-45.120503652039325
1739209681.4332013;-45.120503652039325
1739209681.4332075;-45.120503652039325
1739209681.4332137;-38.13080360867914
1739209681.4332201;-45.120503652039325
1739209681.4332263;-45.120503652039325
1739209681.4332325;-35.57807855764607
1739209681.4332387;-38.13080360867914
1739209681.4332452;-45.120503652039325
1739209681.4332514;-33.981070128970906
1739209681.4332576;-35.57807855764607
1739209681.4332638;-38.13080360867914
1739209681.4332702;-45.120503652039325
1739209681.4332764;-38.13080360867914
1739209681.4332826;-31.141103565318915
1739209681.4332888;-38.13080360867914
1739209681.4332952;-38.13080360867914
1739209681.4333014;-38.13080360867914
1739209681.4333076;-45.120503652039325
1739209681.4333138;-33.981070128970906
1739209681.43332;-45.120503652039325
1739209681.4333265;-45.120503652039325
1739209681.4333327;-45.120503652039325
1739209681.4333389;-45.120503652039325
1739209681.433345;-45.120503652039325
1739209681.4333515;-38.13080360867914
1739209681.4333577;-32.816014438256545
1739209681.433364;-32.816014438256545
1739209681.43337;-45.120503652039325
1739209681.4333766;-38.13080360867914
1739209681.4333827;-30.49652367304973
1739209681.433389;-35.57807855764607
1739209681.4333951;-45.120503652039325
1739209681.4334016;-38.13080360867914
1739209681.4334078;-38.13080360867914
1739209681.433414;-38.13080360867914
1739209681.4334202;-45.120503652039325
1739209681.4334266;-45.120503652039325
1739209681.4334328;-45.120503652039325
1739209681.433439;-38.13080360867914
1739209681.4334452;-38.13080360867914
1739209681.4334517;-35.57807855764607
1739209681.4334579;-38.13080360867914
1739209681.433464;-38.13080360867914
1739209681.4334702;-45.120503652039325
1739209681.4334767;-45.120503652039325
1739209681.433483;-38.13080360867914
1739209681.433489;-45.120503652039325
1739209681.4334953;-38.13080360867914
1739209681.4335015;-38.13080360867914
1739209681.433508;-35.57807855764607
1739209681.433514;-38.13080360867914
1739209681.4335203;-38.13080360867914
1739209681.4335265;-38.13080360867914
1739209681.433533;-38.13080360867914
1739209681.4335392;-45.120503652039325
1739209681.4335454;-45.120503652039325
1739209681.4335515;-45.120503652039325
1739209681.433558;-38.13080360867914
1739209681.4335642;-45.120503652039325
1739209681.4335704;-35.57807855764607
1739209681.4335766;-38.13080360867914
1739209681.433583;-45.120503652039325
1739209681.4335892;-45.120503652039325
1739209681.4335954;-33.981070128970906
1739209681.4336016;-45.120503652039325
1739209681.433608;-30.49652367304973
1739209681.4336143;-38.13080360867914
1739209681.4336205;-38.13080360867914
1739209681.4336267;-38.13080360867914
1739209681.433633;-35.57807855764607
1739209681.4336393;-38.13080360867914
1739209681.4336455;-45.120503652039325
1739209681.4336517;-33.981070128970906
1739209681.4336581;-45.120503652039325
1739209681.4336643;-45.120503652039325
1739209681.4336705;-38.13080360867914
1739209681.4336767;-38.13080360867914
1739209681.433683;-45.120503652039325
1739209681.4336894;-45.120503652039325
1739209681.4336956;-45.120503652039325
1739209681.4337018;-45.120503652039325
1739209681.433708;-45.120503652039325
1739209681.4337144;-45.120503652039325
1739209681.4337206;-35.57807855764607
1739209681.4337268;-38.13080360867914
1739209681.433733;-38.13080360867914
1739209681.4337394;-38.13080360867914
1739209681.4337456;-45.120503652039325
1739209681.4337518;-38.13080360867914
1739209681.433758;-38.13080360867914
1739209681.4337645;-45.120503652039325
1739209681.4337707;-45.120503652039325
1739209681.4337769;-38.13080360867914
1739209681.433783;-45.120503652039325
1739209681.4337895;-45.120503652039325
1739209681.4337957;-45.120503652039325
1739209681.433802;-38.13080360867914
1739209681.433808;-45.120503652039325
1739209681.4338145;-45.120503652039325
1739209681.4338207;-33.981070128970906
1739209681.433827;-38.13080360867914
1739209681.4338331;-38.13080360867914
1739209681.4338396;-38.13080360867914
1739209681.4338458;-33.981070128970906
1739209681.433852;-38.13080360867914
1739209681.4338582;-29.438486411369333
1739209681.4338644;-32.816014438256545
1739209681.4338708;-45.120503652039325
1739209681.433877;-45.120503652039325
1739209681.4338832;-45.120503652039325
1739209681.4338894;-38.13080360867914
1739209681.4338958;-45.120503652039325
1739209681.433902;-38.13080360867914
1739209681.4339082;-45.120503652039325
1739209681.4339144;-45.120503652039325
1739209681.4339209;-38.13080360867914
1739209681.433927;-45.120503652039325
1739209681.4339333;-45.120503652039325
1739209681.4339395;-45.120503652039325
1739209681.433946;-35.57807855764607
1739209681.433952;-45.120503652039325
1739209681.4339583;-31.141103565318893
1739209681.4339645;-29.438486411369333
1739209681.433971;-45.120503652039325
1739209681.4339771;-45.120503652039325
1739209681.4339833;-45.120503652039325
1739209681.4339895;-38.13080360867914
1739209681.433996;-45.120503652039325
1739209681.4340022;-45.120503652039325
1739209681.4340084;-35.57807855764607
1739209681.4340146;-38.13080360867914
1739209681.434021;-45.120503652039325
1739209681.4340272;-45.120503652039325
1739209681.4340334;-38.13080360867914
1739209681.4340396;-33.981070128970906
1739209681.4340458;-45.120503652039325
1739209681.4340522;-45.120503652039325
1739209681.4340584;-45.120503652039325
1739209681.4340646;-45.120503652039325
1739209681.4340708;-45.120503652039325
1739209681.4340773;-38.13080360867914
1739209681.4340835;-38.13080360867914
1739209681.4340897;-45.120503652039325
1739209681.4340959;-38.13080360867914
1739209681.4341023;-45.120503652039325
1739209681.4341085;-35.57807855764607
1739209681.4341147;-28.58837851428586
1739209681.434121;-45.120503652039325
1739209681.4341273;-38.13080360867914
1739209681.4341335;-38.13080360867914
1739209681.4341397;-35.57807855764607
1739209681.434146;-45.120503652039325
1739209681.4341524;-38.13080360867914
1739209681.4341586;-45.120503652039325
1739209681.4341648;-33.981070128970956
1739209681.434171;-45.120503652039325
1739209681.4341774;-45.120503652039325
1739209681.4341836;-45.120503652039325
1739209681.4341898;-45.120503652039325
1739209681.434196;-38.13080360867914
1739209681.4342022;-45.120503652039325
1739209681.4342086;-33.981070128970906
1739209681.4342148;-31.141103565318915
1739209681.434221;-45.120503652039325
1739209681.4342272;-38.13080360867914
1739209681.4342337;-38.13080360867914
1739209681.4342399;-45.120503652039325
1739209681.434246;-45.120503652039325
1739209681.4342523;-45.120503652039325
1739209681.4342587;-38.13080360867914
1739209681.434265;-45.120503652039325
1739209681.434271;-35.57807855764607
1739209681.4342773;-38.13080360867914
1739209681.4342837;-45.120503652039325
1739209681.43429;-38.13080360867914
1739209681.4342961;-33.981070128970906
1739209681.4343023;-45.120503652039325
1739209681.4343088;-45.120503652039325
1739209681.434315;-45.120503652039325
1739209681.4343212;-45.120503652039325
1739209681.4343274;-45.120503652039325
1739209681.4343338;-45.120503652039325
1739209681.43434;-45.120503652039325
1739209681.4343462;-38.13080360867914
1739209681.4343524;-35.57807855764607
1739209681.4343588;-35.57807855764607
1739209681.434365;-33.981070128970906
1739209681.4343712;-35.57807855764607
1739209681.4343774;-38.13080360867914
1739209681.4343836;-45.120503652039325
1739209681.43439;-38.13080360867914
1739209681.4343963;-33.981070128970906
1739209681.4344025;-38.13080360867914
1739209681.4344087;-38.13080360867914
1739209681.434415;-35.57807855764607
1739209681.4344213;-38.13080360867914
1739209681.4344275;-32.816014438256545
1739209681.4344337;-45.120503652039325
1739209681.4344401;-45.120503652039325
1739209681.4344463;-32.816014438256545
1739209681.4344525;-32.816014438256545
1739209681.4344587;-38.13080360867914
1739209681.4344652;-45.120503652039325
1739209681.4344714;-32.816014438256545
1739209681.4344776;-38.13080360867914
1739209681.4344838;-45.120503652039325
