CAN Message; 0x77:a9dde935f426cb70
Timestamp;Amplitude
1739209690.1975958;-45.120503652039325
1739209690.1975992;-45.120503652039325
1739209690.1976027;-38.13080360867914
1739209690.197606;-35.57807855764607
1739209690.1976094;-38.13080360867914
1739209690.197613;-38.13080360867914
1739209690.1976163;-38.13080360867914
1739209690.1976197;-35.57807855764607
1739209690.1976233;-38.13080360867914
1739209690.1976266;-38.13080360867914
1739209690.1976302;-45.120503652039325
1739209690.1976335;-45.120503652039325
1739209690.1976368;-31.141103565318915
1739209690.1976404;-45.120503652039325
1739209690.1976438;-38.13080360867914
1739209690.1976473;-38.13080360867914
1739209690.1976507;-38.13080360867914
1739209690.197654;-45.120503652039325
1739209690.1976576;-38.13080360867914
1739209690.197661;-45.120503652039325
1739209690.1976645;-31.14110356531892
1739209690.1976678;-38.13080360867914
1739209690.1976712;-35.57807855764607
1739209690.1976748;-38.13080360867914
1739209690.197678;-38.13080360867914
1739209690.1976817;-38.13080360867914
1739209690.197685;-38.13080360867914
1739209690.1976883;-38.13080360867914
1739209690.197692;-38.13080360867914
1739209690.1976953;-38.13080360867914
1739209690.1976986;-35.57807855764607
1739209690.1977022;-32.816014438256545
1739209690.1977055;-33.981070128970906
1739209690.197709;-38.13080360867914
1739209690.1977124;-38.13080360867914
1739209690.1977158;-35.57807855764607
1739209690.1977193;-38.13080360867914
1739209690.1977227;-45.120503652039325
1739209690.1977262;-38.13080360867914
1739209690.1977296;-32.816014438256545
1739209690.197733;-45.120503652039325
1739209690.1977365;-45.120503652039325
1739209690.1977398;-32.816014438256545
1739209690.1977434;-35.57807855764607
1739209690.1977468;-38.13080360867914
1739209690.19775;-45.120503652039325
1739209690.1977537;-33.981070128970906
1739209690.197757;-35.57807855764607
1739209690.1977603;-38.13080360867914
1739209690.197764;-45.120503652039325
1739209690.1977673;-45.120503652039325
1739209690.1977708;-38.13080360867914
1739209690.1977742;-38.13080360867914
1739209690.1977775;-45.120503652039325
1739209690.197781;-35.57807855764607
1739209690.1977844;-35.57807855764607
1739209690.197788;-45.120503652039325
1739209690.1977913;-45.120503652039325
1739209690.1977947;-38.13080360867914
1739209690.1977983;-38.13080360867914
1739209690.1978016;-45.120503652039325
1739209690.1978052;-45.120503652039325
1739209690.1978085;-38.13080360867914
1739209690.1978118;-38.13080360867914
1739209690.1978154;-35.57807855764607
1739209690.1978188;-45.120503652039325
1739209690.197822;-45.120503652039325
1739209690.1978257;-45.120503652039325
1739209690.197829;-38.13080360867914
1739209690.1978326;-32.816014438256545
1739209690.197836;-45.120503652039325
1739209690.1978393;-45.120503652039325
1739209690.1978428;-45.120503652039325
1739209690.1978462;-35.57807855764607
1739209690.1978498;-38.13080360867914
1739209690.197853;-45.120503652039325
1739209690.1978564;-45.120503652039325
1739209690.19786;-45.120503652039325
1739209690.1978633;-45.120503652039325
1739209690.197867;-45.120503652039325
1739209690.1978703;-45.120503652039325
1739209690.1978736;-45.120503652039325
1739209690.1978772;-38.13080360867914
1739209690.1978805;-45.120503652039325
1739209690.197884;-38.13080360867914
1739209690.1978874;-32.816014438256545
1739209690.1978908;-45.120503652039325
1739209690.1978943;-45.120503652039325
1739209690.1978977;-38.13080360867914
1739209690.197901;-38.13080360867914
1739209690.1979046;-45.120503652039325
1739209690.197908;-38.13080360867914
1739209690.1979115;-35.57807855764607
1739209690.1979148;-31.141103565318893
1739209690.1979182;-38.13080360867914
1739209690.1979218;-35.57807855764607
1739209690.197925;-38.13080360867914
1739209690.1979287;-45.120503652039325
1739209690.197932;-45.120503652039325
1739209690.1979353;-45.120503652039325
1739209690.197939;-45.120503652039325
1739209690.1979423;-45.120503652039325
1739209690.1979458;-38.13080360867914
1739209690.1979492;-38.13080360867914
1739209690.1979525;-35.57807855764607
1739209690.197956;-35.57807855764607
1739209690.1979594;-45.120503652039325
1739209690.1979628;-45.120503652039325
1739209690.1979663;-38.13080360867914
1739209690.1979697;-27.8777449560314
1739209690.1979733;-38.13080360867914
1739209690.1979766;-45.120503652039325
1739209690.19798;-38.13080360867914
1739209690.1979835;-38.13080360867914
1739209690.1979868;-38.13080360867914
1739209690.1979904;-45.120503652039325
1739209690.1979938;-38.13080360867914
1739209690.197997;-38.13080360867914
1739209690.1980007;-45.120503652039325
1739209690.198004;-45.120503652039325
1739209690.1980076;-45.120503652039325
1739209690.198011;-45.120503652039325
1739209690.1980143;-45.120503652039325
1739209690.1980178;-45.120503652039325
1739209690.1980212;-45.120503652039325
1739209690.1980245;-27.8777449560314
1739209690.198028;-38.13080360867914
1739209690.1980314;-45.120503652039325
1739209690.198035;-38.13080360867914
1739209690.1980383;-38.13080360867914
1739209690.1980417;-45.120503652039325
1739209690.1980453;-45.120503652039325
1739209690.1980486;-45.120503652039325
1739209690.1980522;-28.58837851428586
1739209690.1980555;-35.57807855764607
1739209690.1980588;-38.13080360867914
1739209690.1980624;-38.13080360867914
1739209690.1980658;-35.57807855764607
1739209690.1980693;-38.13080360867914
1739209690.1980727;-45.120503652039325
1739209690.198076;-38.13080360867914
1739209690.1980796;-45.120503652039325
1739209690.198083;-45.120503652039325
1739209690.1980863;-38.13080360867914
1739209690.1980898;-38.13080360867914
1739209690.1980932;-38.13080360867914
1739209690.1980968;-45.120503652039325
1739209690.1981;-38.13080360867914
1739209690.1981034;-45.120503652039325
1739209690.198107;-28.992665084841942
1739209690.1981103;-28.992665084841942
1739209690.198114;-45.120503652039325
1739209690.1981173;-38.13080360867914
1739209690.1981206;-38.13080360867914
1739209690.1981242;-35.57807855764607
1739209690.1981275;-35.57807855764607
1739209690.198131;-38.13080360867914
1739209690.1981344;-45.120503652039325
1739209690.1981378;-45.120503652039325
1739209690.1981413;-45.120503652039325
1739209690.1981447;-45.120503652039325
1739209690.1981483;-38.13080360867914
1739209690.1981516;-38.13080360867914
1739209690.198155;-45.120503652039325
1739209690.1981585;-38.13080360867914
1739209690.1981618;-35.57807855764607
1739209690.1981652;-45.120503652039325
1739209690.1981688;-45.120503652039325
1739209690.198172;-38.13080360867914
1739209690.1981757;-38.13080360867914
1739209690.198179;-45.120503652039325
1739209690.1981823;-38.13080360867914
1739209690.198186;-35.57807855764607
1739209690.1981893;-38.13080360867914
1739209690.1981928;-33.981070128970906
1739209690.1981962;-38.13080360867914
1739209690.1981995;-45.120503652039325
1739209690.198203;-38.13080360867914
1739209690.1982064;-35.57807855764607
1739209690.19821;-45.120503652039325
1739209690.1982133;-45.120503652039325
1739209690.1982167;-33.981070128970906
1739209690.1982203;-45.120503652039325
1739209690.1982236;-38.13080360867914
1739209690.198227;-38.13080360867914
1739209690.1982305;-38.13080360867914
1739209690.1982338;-45.120503652039325
1739209690.1982374;-45.120503652039325
1739209690.1982408;-45.120503652039325
1739209690.198244;-38.13080360867914
1739209690.1982477;-38.13080360867914
1739209690.198251;-45.120503652039325
1739209690.1982546;-38.13080360867914
1739209690.198258;-45.120503652039325
1739209690.1982613;-38.13080360867914
1739209690.1982648;-38.13080360867914
1739209690.1982682;-38.13080360867914
1739209690.1982718;-45.120503652039325
1739209690.198275;-45.120503652039325
1739209690.1982784;-45.120503652039325
1739209690.198282;-45.120503652039325
1739209690.1982853;-45.120503652039325
1739209690.1982887;-35.57807855764607
1739209690.1982923;-35.57807855764607
1739209690.1982956;-38.13080360867914
1739209690.1982992;-38.13080360867914
1739209690.1983025;-45.120503652039325
1739209690.1983058;-45.120503652039325
1739209690.1983094;-45.120503652039325
1739209690.1983128;-45.120503652039325
1739209690.1983163;-38.13080360867914
1739209690.1983197;-33.981070128970906
1739209690.198323;-38.13080360867914
1739209690.1983266;-45.120503652039325
1739209690.19833;-35.57807855764607
1739209690.1983335;-32.816014438256545
1739209690.1983368;-45.120503652039325
1739209690.1983402;-45.120503652039325
1739209690.1983438;-45.120503652039325
1739209690.198347;-35.57807855764607
1739209690.1983504;-45.120503652039325
1739209690.198354;-45.120503652039325
1739209690.1983573;-45.120503652039325
1739209690.198361;-45.120503652039325
1739209690.1983643;-38.13080360867914
1739209690.1983676;-45.120503652039325
1739209690.1983712;-33.981070128970906
1739209690.1983745;-38.13080360867914
1739209690.198378;-45.120503652039325
1739209690.1983814;-38.13080360867914
1739209690.1983848;-32.816014438256545
1739209690.1983883;-35.57807855764607
1739209690.1983917;-38.13080360867914
1739209690.1983953;-45.120503652039325
1739209690.1983986;-32.816014438256545
1739209690.198402;-32.816014438256545
1739209690.1984055;-38.13080360867914
1739209690.1984088;-45.120503652039325
1739209690.1984124;-45.120503652039325
1739209690.1984158;-38.13080360867914
1739209690.198419;-38.13080360867914
1739209690.1984227;-45.120503652039325
1739209690.198426;-38.13080360867914
1739209690.1984293;-38.13080360867914
1739209690.198433;-38.13080360867914
1739209690.1984363;-35.57807855764607
1739209690.1984398;-45.120503652039325
1739209690.1984432;-45.120503652039325
1739209690.1984465;-45.120503652039325
1739209690.19845;-38.13080360867914
1739209690.1984534;-38.13080360867914
1739209690.198457;-35.57807855764607
1739209690.1984603;-38.13080360867914
1739209690.1984637;-45.120503652039325
1739209690.1984673;-33.981070128970906
1739209690.1984706;-26.991370085610736
1739209690.1984742;-45.120503652039325
1739209690.1984775;-38.13080360867914
1739209690.1984808;-45.120503652039325
1739209690.1984844;-38.13080360867914
1739209690.1984878;-35.57807855764607
1739209690.198491;-35.57807855764607
1739209690.1984947;-45.120503652039325
1739209690.198498;-38.13080360867914
1739209690.1985016;-38.13080360867914
1739209690.198505;-45.120503652039325
1739209690.1985083;-45.120503652039325
1739209690.1985118;-45.120503652039325
1739209690.1985152;-45.120503652039325
1739209690.1985188;-45.120503652039325
1739209690.198522;-32.816014438256545
1739209690.1985254;-28.21854285175415
1739209690.198529;-38.13080360867914
1739209690.1985323;-45.120503652039325
1739209690.198536;-35.57807855764607
1739209690.1985393;-32.816014438256545
1739209690.1985426;-45.120503652039325
1739209690.1985462;-45.120503652039325
1739209690.1985495;-45.120503652039325
1739209690.1985528;-45.120503652039325
1739209690.1985564;-45.120503652039325
1739209690.1985598;-45.120503652039325
1739209690.1985633;-45.120503652039325
1739209690.1985667;-45.120503652039325
1739209690.19857;-45.120503652039325
1739209690.1985736;-45.120503652039325
1739209690.198577;-38.13080360867914
1739209690.1985805;-35.57807855764607
1739209690.1985838;-45.120503652039325
1739209690.1985872;-38.13080360867914
1739209690.1985908;-38.13080360867914
1739209690.198594;-38.13080360867914
1739209690.1985977;-45.120503652039325
1739209690.198601;-32.816014438256545
1739209690.1986043;-45.120503652039325
1739209690.198608;-45.120503652039325
1739209690.1986113;-38.13080360867914
1739209690.1986146;-45.120503652039325
1739209690.1986182;-45.120503652039325
1739209690.1986215;-38.13080360867914
1739209690.198625;-45.120503652039325
1739209690.1986284;-45.120503652039325
1739209690.1986318;-45.120503652039325
1739209690.1986353;-33.981070128970956
1739209690.1986387;-45.120503652039325
1739209690.1986423;-35.57807855764607
1739209690.1986456;-45.120503652039325
1739209690.198649;-45.120503652039325
1739209690.1986525;-45.120503652039325
1739209690.1986558;-45.120503652039325
1739209690.1986594;-45.120503652039325
1739209690.1986628;-26.991370085610722
1739209690.198666;-32.816014438256545
1739209690.1986697;-45.120503652039325
1739209690.198673;-38.13080360867914
1739209690.1986766;-35.57807855764607
1739209690.19868;-38.13080360867914
1739209690.1986833;-38.13080360867914
1739209690.1986868;-45.120503652039325
1739209690.1986902;-45.120503652039325
1739209690.1986935;-45.120503652039325
1739209690.198697;-33.981070128970906
1739209690.1987004;-45.120503652039325
1739209690.198704;-45.120503652039325
1739209690.1987073;-38.13080360867914
1739209690.1987107;-35.57807855764607
1739209690.1987143;-38.13080360867914
1739209690.1987176;-45.120503652039325
1739209690.1987212;-45.120503652039325
1739209690.1987245;-45.120503652039325
1739209690.1987278;-38.13080360867914
1739209690.1987314;-45.120503652039325
1739209690.1987348;-38.13080360867914
1739209690.1987383;-38.13080360867914
1739209690.1987417;-38.13080360867914
1739209690.198745;-45.120503652039325
1739209690.1987486;-45.120503652039325
1739209690.198752;-45.120503652039325
1739209690.1987553;-45.120503652039325
1739209690.1987588;-45.120503652039325
1739209690.1987622;-38.13080360867914
1739209690.1987658;-38.13080360867914
1739209690.198769;-35.57807855764607
1739209690.1987724;-38.13080360867914
1739209690.198776;-45.120503652039325
1739209690.1987793;-38.13080360867914
1739209690.198783;-45.120503652039325
1739209690.1987863;-45.120503652039325
1739209690.1987896;-45.120503652039325
1739209690.1987932;-45.120503652039325
1739209690.1987965;-45.120503652039325
1739209690.1988;-38.13080360867914
1739209690.1988034;-32.816014438256545
1739209690.1988068;-38.13080360867914
1739209690.1988103;-45.120503652039325
1739209690.1988137;-45.120503652039325
1739209690.198817;-33.981070128970906
1739209690.1988206;-38.13080360867914
1739209690.198824;-45.120503652039325
1739209690.1988275;-45.120503652039325
1739209690.1988308;-45.120503652039325
1739209690.1988342;-38.13080360867914
1739209690.1988378;-35.57807855764607
1739209690.198841;-35.57807855764607
1739209690.1988447;-38.13080360867914
1739209690.198848;-45.120503652039325
1739209690.1988513;-45.120503652039325
1739209690.198855;-45.120503652039325
1739209690.1988583;-45.120503652039325
1739209690.1988618;-45.120503652039325
1739209690.1988652;-45.120503652039325
1739209690.1988685;-38.13080360867914
1739209690.198872;-45.120503652039325
1739209690.1988754;-45.120503652039325
1739209690.1988788;-45.120503652039325
1739209690.1988823;-38.13080360867914
1739209690.1988857;-38.13080360867914
1739209690.1988893;-45.120503652039325
1739209690.1988926;-38.13080360867914
1739209690.198896;-45.120503652039325
1739209690.1988995;-38.13080360867914
1739209690.1989028;-45.120503652039325
1739209690.1989064;-45.120503652039325
1739209690.1989098;-38.13080360867914
1739209690.198913;-45.120503652039325
1739209690.1989167;-38.13080360867914
1739209690.19892;-38.13080360867914
1739209690.1989236;-38.13080360867914
1739209690.198927;-45.120503652039325
1739209690.1989303;-45.120503652039325
1739209690.1989338;-45.120503652039325
1739209690.1989372;-38.13080360867914
1739209690.1989408;-35.57807855764607
1739209690.198944;-38.13080360867914
1739209690.1989474;-38.13080360867914
1739209690.198951;-35.57807855764607
1739209690.1989543;-38.13080360867914
1739209690.1989577;-38.13080360867914
1739209690.1989613;-38.13080360867914
1739209690.1989646;-35.57807855764607
1739209690.1989682;-38.13080360867914
1739209690.1989715;-45.120503652039325
1739209690.1989748;-45.120503652039325
1739209690.1989784;-38.13080360867914
1739209690.1989818;-38.13080360867914
1739209690.1989853;-45.120503652039325
1739209690.1989887;-38.13080360867914
1739209690.198992;-33.981070128970906
1739209690.1989956;-45.120503652039325
1739209690.198999;-45.120503652039325
1739209690.1990025;-33.981070128970906
1739209690.1990058;-38.13080360867914
1739209690.1990092;-38.13080360867914
1739209690.1990128;-45.120503652039325
1739209690.199016;-33.981070128970906
1739209690.1990194;-35.57807855764607
1739209690.199023;-32.816014438256545
1739209690.1990263;-33.981070128970906
1739209690.19903;-38.13080360867914
1739209690.1990333;-38.13080360867914
1739209690.1990366;-38.13080360867914
1739209690.1990402;-45.120503652039325
1739209690.1990435;-45.120503652039325
1739209690.199047;-35.57807855764607
1739209690.1990504;-45.120503652039325
1739209690.1990538;-38.13080360867914
1739209690.1990573;-38.13080360867914
1739209690.1990607;-45.120503652039325
1739209690.1990643;-38.13080360867914
1739209690.1990676;-45.120503652039325
1739209690.199071;-38.13080360867914
1739209690.1990745;-38.13080360867914
1739209690.1990778;-29.438486411369333
1739209690.1990812;-26.487275050834715
1739209690.1990848;-45.120503652039325
1739209690.199088;-38.13080360867914
1739209690.1990917;-35.57807855764607
1739209690.199095;-45.120503652039325
1739209690.1990983;-45.120503652039325
1739209690.199102;-35.57807855764607
1739209690.1991053;-45.120503652039325
1739209690.1991088;-45.120503652039325
1739209690.1991122;-45.120503652039325
1739209690.1991155;-38.13080360867914
1739209690.199119;-45.120503652039325
1739209690.1991224;-45.120503652039325
1739209690.199126;-38.13080360867914
1739209690.1991293;-35.57807855764607
1739209690.1991327;-38.13080360867914
1739209690.1991363;-45.120503652039325
1739209690.1991396;-45.120503652039325
1739209690.1991432;-38.13080360867914
1739209690.1991465;-38.13080360867914
1739209690.1991498;-38.13080360867914
1739209690.1991534;-38.13080360867914
1739209690.1991568;-31.141103565318893
1739209690.19916;-38.13080360867914
1739209690.1991637;-45.120503652039325
1739209690.199167;-38.13080360867914
1739209690.1991706;-45.120503652039325
1739209690.199174;-45.120503652039325
1739209690.1991773;-45.120503652039325
1739209690.1991808;-38.13080360867914
1739209690.1991842;-32.816014438256545
1739209690.1991878;-45.120503652039325
1739209690.199191;-45.120503652039325
1739209690.1991944;-38.13080360867914
1739209690.199198;-38.13080360867914
1739209690.1992013;-45.120503652039325
1739209690.199205;-45.120503652039325
1739209690.1992083;-38.13080360867914
1739209690.1992116;-35.57807855764607
1739209690.1992152;-38.13080360867914
1739209690.1992185;-26.991370085610736
1739209690.1992218;-33.981070128970906
1739209690.1992254;-45.120503652039325
1739209690.1992288;-35.57807855764607
1739209690.1992323;-31.141103565318915
1739209690.1992357;-38.13080360867914
1739209690.199239;-38.13080360867914
1739209690.1992426;-38.13080360867914
1739209690.199246;-32.81601443825658
1739209690.1992495;-45.120503652039325
1739209690.1992528;-30.49652367304973
1739209690.1992562;-38.13080360867914
1739209690.1992598;-45.120503652039325
1739209690.199263;-35.57807855764607
1739209690.1992667;-38.13080360867914
1739209690.19927;-38.13080360867914
1739209690.1992733;-32.816014438256545
1739209690.199277;-45.120503652039325
1739209690.1992803;-38.13080360867914
1739209690.1992836;-38.13080360867914
1739209690.1992872;-45.120503652039325
1739209690.1992905;-38.13080360867914
1739209690.199294;-35.57807855764607
1739209690.1992974;-45.120503652039325
1739209690.1993008;-38.13080360867914
1739209690.1993043;-45.120503652039325
1739209690.1993077;-45.120503652039325
1739209690.1993113;-38.13080360867914
1739209690.1993146;-35.57807855764607
1739209690.199318;-38.13080360867914
1739209690.1993215;-38.13080360867914
1739209690.1993248;-38.13080360867914
1739209690.1993284;-45.120503652039325
1739209690.1993318;-45.120503652039325
1739209690.199335;-45.120503652039325
1739209690.1993387;-45.120503652039325
1739209690.199342;-45.120503652039325
1739209690.1993454;-38.13080360867914
1739209690.199349;-45.120503652039325
1739209690.1993523;-38.13080360867914
1739209690.1993558;-32.816014438256545
1739209690.1993592;-35.57807855764607
1739209690.1993625;-38.13080360867914
1739209690.199366;-38.13080360867914
1739209690.1993694;-38.13080360867914
1739209690.199373;-38.13080360867914
1739209690.1993763;-45.120503652039325
1739209690.1993797;-45.120503652039325
1739209690.1993833;-45.120503652039325
1739209690.1993866;-45.120503652039325
1739209690.1993902;-33.981070128970906
1739209690.1993935;-38.13080360867914
1739209690.1993968;-38.13080360867914
1739209690.1994004;-38.13080360867914
1739209690.1994038;-45.120503652039325
1739209690.1994073;-38.13080360867914
1739209690.1994107;-45.120503652039325
1739209690.199414;-32.816014438256545
1739209690.1994176;-38.13080360867914
1739209690.199421;-38.13080360867914
1739209690.1994243;-45.120503652039325
1739209690.1994278;-38.13080360867914
1739209690.1994312;-38.13080360867914
1739209690.1994348;-38.13080360867914
1739209690.199438;-35.57807855764607
1739209690.1994414;-33.981070128970906
1739209690.199445;-45.120503652039325
1739209690.1994483;-38.13080360867914
1739209690.199452;-38.13080360867914
1739209690.1994553;-45.120503652039325
1739209690.1994586;-45.120503652039325
1739209690.1994622;-38.13080360867914
1739209690.1994655;-35.57807855764607
1739209690.199469;-33.981070128970906
1739209690.1994724;-38.13080360867914
1739209690.1994758;-45.120503652039325
1739209690.1994793;-38.13080360867914
1739209690.1994827;-33.981070128970906
1739209690.199486;-45.120503652039325
1739209690.1994896;-38.13080360867914
1739209690.199493;-38.13080360867914
1739209690.1994965;-33.981070128970906
1739209690.1994998;-38.13080360867914
1739209690.1995032;-45.120503652039325
1739209690.1995068;-45.120503652039325
1739209690.19951;-45.120503652039325
1739209690.1995137;-45.120503652039325
1739209690.199517;-45.120503652039325
1739209690.1995203;-38.13080360867914
1739209690.199524;-28.992665084841942
1739209690.1995273;-45.120503652039325
1739209690.1995308;-38.13080360867914
1739209690.1995342;-38.13080360867914
1739209690.1995375;-33.981070128970906
1739209690.199541;-45.120503652039325
1739209690.1995444;-38.13080360867914
1739209690.1995478;-35.57807855764607
1739209690.1995513;-29.438486411369347
1739209690.1995547;-45.120503652039325
1739209690.1995583;-45.120503652039325
1739209690.1995616;-38.13080360867914
1739209690.199565;-33.981070128970906
1739209690.1995685;-38.13080360867914
1739209690.1995718;-38.13080360867914
1739209690.1995754;-45.120503652039325
1739209690.1995788;-38.13080360867914
1739209690.199582;-35.57807855764607
1739209690.1995857;-38.13080360867914
1739209690.199589;-45.120503652039325
1739209690.1995926;-38.13080360867914
1739209690.199596;-38.13080360867914
1739209690.1995993;-38.13080360867914
1739209690.1996028;-45.120503652039325
1739209690.1996062;-27.267205301931607
1739209690.1996095;-31.141103565318915
1739209690.199613;-45.120503652039325
1739209690.1996164;-45.120503652039325
1739209690.19962;-38.13080360867914
1739209690.1996233;-45.120503652039325
1739209690.1996267;-45.120503652039325
1739209690.1996303;-38.13080360867914
1739209690.1996336;-45.120503652039325
1739209690.1996372;-45.120503652039325
1739209690.1996405;-45.120503652039325
1739209690.1996439;-45.120503652039325
1739209690.1996474;-45.120503652039325
1739209690.1996508;-32.816014438256545
1739209690.1996543;-45.120503652039325
1739209690.1996577;-45.120503652039325
1739209690.199661;-31.141103565318915
1739209690.1996646;-32.816014438256545
1739209690.199668;-35.57807855764607
1739209690.1996715;-38.13080360867914
1739209690.1996748;-38.13080360867914
1739209690.1996782;-38.13080360867914
1739209690.1996818;-45.120503652039325
1739209690.199685;-45.120503652039325
1739209690.1996884;-45.120503652039325
1739209690.199692;-38.13080360867914
1739209690.1996953;-38.13080360867914
1739209690.199699;-38.13080360867914
1739209690.1997023;-33.981070128970906
1739209690.1997056;-35.57807855764607
1739209690.1997092;-38.13080360867914
1739209690.1997125;-45.120503652039325
1739209690.199716;-45.120503652039325
1739209690.1997194;-38.13080360867914
1739209690.1997228;-38.13080360867914
1739209690.1997263;-45.120503652039325
1739209690.1997297;-38.13080360867914
1739209690.1997333;-33.981070128970906
1739209690.1997366;-38.13080360867914
1739209690.19974;-45.120503652039325
1739209690.1997435;-38.13080360867914
1739209690.1997468;-45.120503652039325
1739209690.1997502;-38.13080360867914
1739209690.1997538;-31.141103565318893
1739209690.199757;-45.120503652039325
1739209690.1997607;-45.120503652039325
1739209690.199764;-38.13080360867914
1739209690.1997674;-38.13080360867914
1739209690.199771;-38.13080360867914
1739209690.1997743;-45.120503652039325
1739209690.1997778;-45.120503652039325
1739209690.1997812;-38.13080360867914
1739209690.1997845;-38.13080360867914
1739209690.199788;-35.57807855764607
1739209690.1997914;-45.120503652039325
1739209690.199795;-33.981070128970906
1739209690.1997983;-45.120503652039325
1739209690.1998017;-38.13080360867914
1739209690.1998053;-35.57807855764607
1739209690.1998086;-45.120503652039325
1739209690.199812;-35.57807855764607
