CAN Message; 0x1bb:00008f7e8b4e9197
1739209806.5126789;-38.13080360867914
1739209806.5126855;-45.120503652039325
1739209806.5126922;-35.57807855764607
1739209806.5126987;-33.981070128970906
1739209806.5127053;-38.13080360867914
1739209806.512712;-35.57807855764607
1739209806.5127187;-38.13080360867914
1739209806.512725;-31.141103565318893
1739209806.5127318;-30.49652367304973
1739209806.5127385;-45.120503652039325
1739209806.5127451;-45.120503652039325
1739209806.5127516;-38.13080360867914
1739209806.5127583;-35.57807855764607
1739209806.512765;-45.120503652039325
1739209806.5127714;-45.120503652039325
1739209806.512778;-45.120503652039325
1739209806.5127847;-45.120503652039325
1739209806.5127914;-35.57807855764607
1739209806.5127978;-38.13080360867914
1739209806.5128045;-45.120503652039325
1739209806.5128112;-45.120503652039325
1739209806.5128176;-45.120503652039325
1739209806.5128243;-45.120503652039325
1739209806.512831;-32.816014438256545
1739209806.5128376;-38.13080360867914
1739209806.512844;-45.120503652039325
1739209806.5128508;-38.13080360867914
1739209806.5128574;-38.13080360867914
1739209806.512864;-45.120503652039325
1739209806.5128706;-45.120503652039325
1739209806.5128772;-45.120503652039325
1739209806.512884;-32.816014438256545
1739209806.5128903;-29.438486411369333
1739209806.512897;-45.120503652039325
1739209806.5129037;-45.120503652039325
1739209806.5129104;-35.57807855764607
1739209806.5129168;-38.13080360867914
1739209806.5129235;-45.120503652039325
1739209806.5129302;-38.13080360867914
1739209806.5129366;-45.120503652039325
1739209806.5129433;-38.13080360867914
1739209806.51295;-35.57807855764607
1739209806.5129566;-33.981070128970906
1739209806.512963;-45.120503652039325
1739209806.5129697;-38.13080360867914
1739209806.5129764;-32.816014438256545
1739209806.512983;-38.13080360867914
1739209806.5129895;-38.13080360867914
1739209806.5129962;-45.120503652039325
1739209806.5130029;-38.13080360867914
1739209806.5130093;-45.120503652039325
1739209806.513016;-45.120503652039325
1739209806.5130227;-45.120503652039325
1739209806.5130293;-38.13080360867914
1739209806.5130358;-38.13080360867914
1739209806.5130424;-38.13080360867914
1739209806.5130491;-35.57807855764607
1739209806.5130556;-38.13080360867914
1739209806.5130622;-38.13080360867914
1739209806.513069;-38.13080360867914
1739209806.5130756;-33.981070128970906
1739209806.513082;-33.981070128970906
1739209806.5130887;-38.13080360867914
1739209806.5130954;-45.120503652039325
1739209806.513102;-45.120503652039325
1739209806.5131085;-38.13080360867914
1739209806.5131152;-38.13080360867914
1739209806.5131218;-45.120503652039325
1739209806.5131283;-33.981070128970906
1739209806.513135;-38.13080360867914
1739209806.5131416;-38.13080360867914
1739209806.5131483;-35.57807855764607
1739209806.5131547;-38.13080360867914
1739209806.5131614;-45.120503652039325
1739209806.513168;-45.120503652039325
1739209806.5131745;-38.13080360867914
1739209806.5131812;-38.13080360867914
1739209806.513188;-45.120503652039325
1739209806.5131946;-38.13080360867914
1739209806.513201;-45.120503652039325
1739209806.5132077;-45.120503652039325
1739209806.5132143;-38.13080360867914
1739209806.513221;-45.120503652039325
1739209806.5132275;-45.120503652039325
1739209806.5132341;-35.57807855764607
1739209806.5132408;-38.13080360867914
1739209806.5132473;-45.120503652039325
1739209806.513254;-38.13080360867914
1739209806.5132606;-38.13080360867914
1739209806.5132673;-45.120503652039325
1739209806.5132737;-45.120503652039325
1739209806.5132804;-45.120503652039325
1739209806.513287;-45.120503652039325
1739209806.5132935;-38.13080360867914
1739209806.5133002;-38.13080360867914
1739209806.5133069;-45.120503652039325
1739209806.5133135;-38.13080360867914
1739209806.51332;-28.992665084841942
1739209806.5133266;-38.13080360867914
1739209806.5133333;-38.13080360867914
1739209806.5133398;-38.13080360867914
1739209806.5133464;-38.13080360867914
1739209806.513353;-45.120503652039325
1739209806.5133598;-45.120503652039325
1739209806.5133662;-45.120503652039325
1739209806.513373;-45.120503652039325
1739209806.5133796;-38.13080360867914
1739209806.5133862;-38.13080360867914
1739209806.5133927;-33.981070128970906
1739209806.5133994;-38.13080360867914
1739209806.513406;-45.120503652039325
1739209806.5134125;-38.13080360867914
1739209806.5134192;-45.120503652039325
1739209806.5134258;-45.120503652039325
1739209806.5134325;-45.120503652039325
1739209806.513439;-45.120503652039325
1739209806.5134456;-38.13080360867914
1739209806.5134523;-33.981070128970906
1739209806.5134587;-38.13080360867914
1739209806.5134654;-38.13080360867914
1739209806.513472;-33.981070128970906
1739209806.5134788;-27.267205301931607
1739209806.5134852;-45.120503652039325
1739209806.5134919;-38.13080360867914
1739209806.5134985;-35.57807855764607
1739209806.5135052;-38.13080360867914
1739209806.5135117;-38.13080360867914
1739209806.5135183;-45.120503652039325
1739209806.513525;-45.120503652039325
1739209806.5135314;-32.81601443825658
1739209806.5135381;-45.120503652039325
1739209806.5135448;-45.120503652039325
1739209806.5135515;-45.120503652039325
1739209806.513558;-38.13080360867914
1739209806.5135646;-38.13080360867914
1739209806.5135713;-38.13080360867914
1739209806.5135777;-38.13080360867914
1739209806.5135844;-45.120503652039325
1739209806.513591;-38.13080360867914
1739209806.5135977;-38.13080360867914
1739209806.5136042;-45.120503652039325
1739209806.5136108;-38.13080360867914
1739209806.5136175;-35.57807855764607
1739209806.5136242;-45.120503652039325
1739209806.5136306;-35.57807855764607
1739209806.5136373;-28.992665084841942
1739209806.513644;-38.13080360867914
1739209806.5136504;-38.13080360867914
1739209806.513657;-38.13080360867914
1739209806.5136638;-38.13080360867914
1739209806.5136704;-45.120503652039325
1739209806.513677;-45.120503652039325
1739209806.5136836;-45.120503652039325
1739209806.5136902;-38.13080360867914
1739209806.5136967;-38.13080360867914
1739209806.5137033;-45.120503652039325
1739209806.51371;-45.120503652039325
1739209806.5137167;-38.13080360867914
1739209806.5137231;-38.13080360867914
1739209806.5137298;-38.13080360867914
1739209806.5137365;-45.120503652039325
1739209806.5137432;-38.13080360867914
1739209806.5137496;-45.120503652039325
1739209806.5137563;-45.120503652039325
1739209806.513763;-45.120503652039325
1739209806.5137694;-38.13080360867914
1739209806.513776;-38.13080360867914
1739209806.5137827;-38.13080360867914
1739209806.5137894;-35.57807855764607
1739209806.5137959;-31.141103565318915
1739209806.5138025;-38.13080360867914
1739209806.5138092;-45.120503652039325
1739209806.5138156;-38.13080360867914
1739209806.5138223;-32.816014438256545
1739209806.513829;-45.120503652039325
1739209806.5138357;-45.120503652039325
1739209806.513842;-45.120503652039325
1739209806.5138488;-45.120503652039325
1739209806.5138555;-38.13080360867914
1739209806.5138621;-38.13080360867914
1739209806.5138686;-45.120503652039325
1739209806.5138752;-32.816014438256545
1739209806.513882;-35.57807855764607
1739209806.5138884;-45.120503652039325
1739209806.513895;-45.120503652039325
1739209806.5139017;-35.57807855764607
1739209806.5139084;-32.816014438256545
1739209806.5139148;-45.120503652039325
1739209806.5139215;-38.13080360867914
1739209806.5139282;-38.13080360867914
1739209806.5139346;-33.981070128970906
1739209806.5139413;-45.120503652039325
1739209806.513948;-38.13080360867914
1739209806.5139546;-38.13080360867914
1739209806.513961;-45.120503652039325
1739209806.5139678;-45.120503652039325
1739209806.5139744;-45.120503652039325
1739209806.5139809;-45.120503652039325
1739209806.5139875;-38.13080360867914
1739209806.5139942;-38.13080360867914
1739209806.514001;-45.120503652039325
1739209806.5140073;-33.981070128970906
1739209806.514014;-38.13080360867914
1739209806.5140207;-38.13080360867914
1739209806.5140274;-45.120503652039325
1739209806.5140338;-32.816014438256545
1739209806.5140405;-32.816014438256545
1739209806.5140471;-45.120503652039325
1739209806.5140536;-45.120503652039325
1739209806.5140603;-38.13080360867914
1739209806.514067;-32.816014438256545
1739209806.5140736;-45.120503652039325
1739209806.51408;-45.120503652039325
1739209806.5140867;-45.120503652039325
1739209806.5140934;-38.13080360867914
1739209806.5140998;-45.120503652039325
1739209806.5141065;-45.120503652039325
1739209806.5141132;-45.120503652039325
1739209806.5141199;-38.13080360867914
1739209806.5141263;-38.13080360867914
1739209806.514133;-38.13080360867914
1739209806.5141397;-45.120503652039325
1739209806.5141463;-45.120503652039325
1739209806.5141528;-35.57807855764607
1739209806.5141594;-38.13080360867914
1739209806.514166;-35.57807855764607
1739209806.5141726;-28.992665084841942
1739209806.5141792;-45.120503652039325
1739209806.514186;-38.13080360867914
1739209806.5141926;-45.120503652039325
1739209806.514199;-35.57807855764607
1739209806.5142057;-38.13080360867914
1739209806.5142124;-45.120503652039325
1739209806.5142188;-45.120503652039325
1739209806.5142255;-45.120503652039325
1739209806.5142322;-38.13080360867914
1739209806.5142388;-38.13080360867914
1739209806.5142453;-45.120503652039325
1739209806.514252;-38.13080360867914
1739209806.5142586;-38.13080360867914
1739209806.5142653;-45.120503652039325
1739209806.5142717;-38.13080360867914
1739209806.5142784;-32.816014438256545
1739209806.514285;-45.120503652039325
1739209806.5142915;-38.13080360867914
1739209806.5142982;-45.120503652039325
1739209806.5143049;-45.120503652039325
1739209806.5143116;-45.120503652039325
1739209806.514318;-45.120503652039325
1739209806.5143247;-45.120503652039325
1739209806.5143313;-25.826314394896357
1739209806.5143378;-38.13080360867914
1739209806.5143445;-45.120503652039325
1739209806.5143511;-45.120503652039325
1739209806.5143578;-38.13080360867914
1739209806.5143642;-38.13080360867914
1739209806.514371;-45.120503652039325
1739209806.5143776;-45.120503652039325
1739209806.5143843;-38.13080360867914
1739209806.5143907;-45.120503652039325
1739209806.5143974;-45.120503652039325
1739209806.514404;-45.120503652039325
1739209806.5144105;-35.57807855764607
1739209806.5144172;-33.981070128970906
1739209806.5144238;-38.13080360867914
1739209806.5144305;-45.120503652039325
1739209806.514437;-45.120503652039325
1739209806.5144436;-45.120503652039325
1739209806.5144503;-38.13080360867914
1739209806.5144567;-45.120503652039325
1739209806.5144634;-45.120503652039325
1739209806.51447;-38.13080360867914
1739209806.5144768;-35.57807855764607
1739209806.5144832;-45.120503652039325
1739209806.51449;-45.120503652039325
1739209806.5144966;-38.13080360867914
1739209806.5145032;-38.13080360867914
1739209806.5145097;-45.120503652039325
1739209806.5145164;-45.120503652039325
1739209806.514523;-38.13080360867914
1739209806.5145295;-38.13080360867914
1739209806.5145361;-45.120503652039325
1739209806.5145428;-38.13080360867914
1739209806.5145495;-32.816014438256545
1739209806.514556;-35.57807855764607
1739209806.5145626;-38.13080360867914
1739209806.5145693;-33.981070128970906
1739209806.5145757;-35.57807855764607
1739209806.5145824;-45.120503652039325
1739209806.514589;-38.13080360867914
1739209806.5145957;-45.120503652039325
1739209806.5146022;-38.13080360867914
1739209806.5146089;-38.13080360867914
1739209806.5146155;-45.120503652039325
1739209806.514622;-45.120503652039325
1739209806.5146286;-45.120503652039325
1739209806.5146353;-45.120503652039325
1739209806.514642;-38.13080360867914
1739209806.5146484;-38.13080360867914
1739209806.514655;-35.57807855764607
1739209806.5146618;-38.13080360867914
1739209806.5146685;-45.120503652039325
1739209806.514675;-38.13080360867914
1739209806.5146816;-33.981070128970906
1739209806.5146883;-45.120503652039325
1739209806.5146947;-38.13080360867914
1739209806.5147014;-35.57807855764607
1739209806.514708;-38.13080360867914
1739209806.5147147;-45.120503652039325
1739209806.5147212;-38.13080360867914
1739209806.5147278;-38.13080360867914
1739209806.5147345;-38.13080360867914
1739209806.514741;-45.120503652039325
1739209806.5147476;-38.13080360867914
1739209806.5147543;-38.13080360867914
1739209806.514761;-32.81601443825658
1739209806.5147674;-38.13080360867914
1739209806.514774;-38.13080360867914
1739209806.5147808;-38.13080360867914
1739209806.5147874;-45.120503652039325
1739209806.5147939;-38.13080360867914
1739209806.5148005;-45.120503652039325
1739209806.5148072;-32.816014438256545
1739209806.5148137;-31.141103565318915
1739209806.5148203;-38.13080360867914
1739209806.514827;-35.57807855764607
1739209806.5148337;-35.57807855764607
1739209806.5148401;-38.13080360867914
1739209806.5148468;-45.120503652039325
1739209806.5148535;-45.120503652039325
1739209806.51486;-45.120503652039325
1739209806.5148666;-38.13080360867914
1739209806.5148733;-38.13080360867914
1739209806.51488;-38.13080360867914
1739209806.5148864;-45.120503652039325
1739209806.514893;-45.120503652039325
1739209806.5148997;-45.120503652039325
1739209806.5149064;-38.13080360867914
1739209806.5149128;-45.120503652039325
1739209806.5149195;-33.981070128970956
1739209806.5149262;-45.120503652039325
1739209806.5149326;-45.120503652039325
1739209806.5149393;-45.120503652039325
1739209806.514946;-38.13080360867914
1739209806.5149527;-38.13080360867914
1739209806.514959;-35.57807855764607
1739209806.5149658;-45.120503652039325
1739209806.5149724;-30.49652367304973
1739209806.514979;-38.13080360867914
1739209806.5149856;-45.120503652039325
1739209806.5149922;-38.13080360867914
1739209806.514999;-45.120503652039325
1739209806.5150054;-45.120503652039325
1739209806.515012;-45.120503652039325
1739209806.5150187;-45.120503652039325
1739209806.5150254;-45.120503652039325
1739209806.5150318;-45.120503652039325
1739209806.5150385;-45.120503652039325
1739209806.5150452;-45.120503652039325
1739209806.5150516;-33.981070128970906
1739209806.5150583;-45.120503652039325
1739209806.515065;-38.13080360867914
1739209806.5150716;-45.120503652039325
1739209806.515078;-45.120503652039325
1739209806.5150847;-38.13080360867914
1739209806.5150914;-38.13080360867914
1739209806.5150979;-45.120503652039325
1739209806.5151045;-45.120503652039325
1739209806.5151112;-33.981070128970906
1739209806.515118;-45.120503652039325
1739209806.5151243;-45.120503652039325
1739209806.515131;-38.13080360867914
1739209806.5151377;-45.120503652039325
1739209806.5151443;-45.120503652039325
1739209806.5151508;-38.13080360867914
1739209806.5151575;-45.120503652039325
1739209806.5151641;-45.120503652039325
1739209806.5151706;-45.120503652039325
1739209806.5151772;-45.120503652039325
1739209806.515184;-45.120503652039325
1739209806.5151906;-45.120503652039325
1739209806.515197;-35.57807855764607
1739209806.5152037;-38.13080360867914
1739209806.5152104;-38.13080360867914
1739209806.5152168;-38.13080360867914
1739209806.5152235;-38.13080360867914
1739209806.5152302;-38.13080360867914
1739209806.5152369;-38.13080360867914
1739209806.5152433;-33.981070128970906
1739209806.51525;-38.13080360867914
1739209806.5152566;-33.981070128970906
1739209806.515263;-45.120503652039325
1739209806.5152698;-38.13080360867914
1739209806.5152764;-35.57807855764607
1739209806.515283;-38.13080360867914
1739209806.5152895;-45.120503652039325
1739209806.5152962;-33.981070128970956
1739209806.515303;-45.120503652039325
1739209806.5153096;-38.13080360867914
1739209806.515316;-38.13080360867914
1739209806.5153227;-45.120503652039325
1739209806.5153294;-38.13080360867914
1739209806.5153358;-35.57807855764607
1739209806.5153425;-45.120503652039325
1739209806.5153491;-38.13080360867914
1739209806.5153558;-35.57807855764607
1739209806.5153623;-38.13080360867914
1739209806.515369;-45.120503652039325
1739209806.5153756;-38.13080360867914
1739209806.515382;-32.816014438256545
1739209806.5153887;-31.141103565318915
1739209806.5153954;-45.120503652039325
1739209806.515402;-38.13080360867914
1739209806.5154085;-45.120503652039325
1739209806.5154152;-45.120503652039325
1739209806.5154219;-45.120503652039325
1739209806.5154285;-45.120503652039325
1739209806.515435;-35.57807855764607
1739209806.5154417;-38.13080360867914
1739209806.5154483;-45.120503652039325
1739209806.5154548;-45.120503652039325
1739209806.5154614;-38.13080360867914
1739209806.5154681;-45.120503652039325
1739209806.5154748;-35.57807855764607
1739209806.5154812;-38.13080360867914
1739209806.515488;-38.13080360867914
1739209806.5154946;-45.120503652039325
1739209806.515501;-38.13080360867914
1739209806.5155077;-27.267205301931607
1739209806.5155144;-38.13080360867914
1739209806.515521;-38.13080360867914
1739209806.5155275;-38.13080360867914
1739209806.5155342;-38.13080360867914
1739209806.5155408;-38.13080360867914
1739209806.5155475;-45.120503652039325
1739209806.515554;-38.13080360867914
1739209806.5155606;-38.13080360867914
1739209806.5155673;-38.13080360867914
1739209806.5155737;-38.13080360867914
1739209806.5155804;-35.57807855764607
1739209806.515587;-38.13080360867914
1739209806.5155938;-45.120503652039325
1739209806.5156002;-45.120503652039325
1739209806.5156069;-32.816014438256545
1739209806.5156136;-31.141103565318915
1739209806.51562;-38.13080360867914
1739209806.5156267;-45.120503652039325
1739209806.5156333;-45.120503652039325
1739209806.51564;-35.57807855764607
1739209806.5156465;-38.13080360867914
1739209806.5156531;-45.120503652039325
1739209806.5156598;-45.120503652039325
1739209806.5156665;-31.141103565318915
1739209806.515673;-38.13080360867914
1739209806.5156796;-45.120503652039325
1739209806.5156863;-38.13080360867914
1739209806.5156927;-38.13080360867914
1739209806.5156994;-32.816014438256545
1739209806.515706;-45.120503652039325
1739209806.5157127;-38.13080360867914
1739209806.5157192;-30.49652367304973
1739209806.5157259;-31.141103565318915
1739209806.5157325;-38.13080360867914
1739209806.515739;-45.120503652039325
1739209806.5157456;-45.120503652039325
1739209806.5157523;-38.13080360867914
1739209806.515759;-38.13080360867914
1739209806.5157654;-45.120503652039325
1739209806.515772;-33.981070128970906
1739209806.5157788;-38.13080360867914
1739209806.5157855;-35.57807855764607
1739209806.515792;-45.120503652039325
1739209806.5157986;-45.120503652039325
1739209806.5158052;-45.120503652039325
1739209806.5158117;-38.13080360867914
1739209806.5158184;-45.120503652039325
1739209806.515825;-38.13080360867914
1739209806.5158317;-45.120503652039325
1739209806.5158381;-45.120503652039325
1739209806.5158448;-45.120503652039325
1739209806.5158515;-38.13080360867914
1739209806.515858;-32.816014438256545
1739209806.5158646;-38.13080360867914
1739209806.5158713;-45.120503652039325
1739209806.515878;-38.13080360867914
1739209806.5158844;-33.981070128970906
1739209806.515891;-35.57807855764607
1739209806.5158978;-38.13080360867914
1739209806.5159044;-38.13080360867914
1739209806.5159109;-45.120503652039325
1739209806.5159175;-38.13080360867914
1739209806.5159242;-38.13080360867914
1739209806.5159307;-38.13080360867914
1739209806.5159373;-38.13080360867914
1739209806.515944;-38.13080360867914
1739209806.5159507;-38.13080360867914
1739209806.515957;-38.13080360867914
1739209806.5159638;-38.13080360867914
1739209806.5159705;-38.13080360867914
1739209806.515977;-45.120503652039325
1739209806.5159836;-45.120503652039325
1739209806.5159903;-38.13080360867914
1739209806.515997;-38.13080360867914
1739209806.5160034;-45.120503652039325
1739209806.51601;-38.13080360867914
1739209806.5160167;-38.13080360867914
1739209806.5160232;-38.13080360867914
1739209806.5160298;-38.13080360867914
1739209806.5160365;-33.981070128970906
1739209806.5160432;-38.13080360867914
1739209806.5160496;-45.120503652039325
1739209806.5160563;-45.120503652039325
1739209806.516063;-38.13080360867914
1739209806.5160697;-38.13080360867914
1739209806.516076;-45.120503652039325
1739209806.5160828;-35.57807855764607
1739209806.5160894;-38.13080360867914
1739209806.5160959;-35.57807855764607
1739209806.5161026;-38.13080360867914
1739209806.5161092;-45.120503652039325
1739209806.516116;-33.981070128970906
1739209806.5161223;-45.120503652039325
1739209806.516129;-45.120503652039325
1739209806.5161357;-38.13080360867914
1739209806.5161421;-38.13080360867914
1739209806.5161488;-38.13080360867914
1739209806.5161555;-38.13080360867914
1739209806.5161622;-38.13080360867914
1739209806.5161686;-45.120503652039325
1739209806.5161753;-45.120503652039325
1739209806.516182;-38.13080360867914
1739209806.5161886;-45.120503652039325
1739209806.516195;-35.57807855764607
1739209806.5162017;-45.120503652039325
1739209806.5162084;-45.120503652039325
1739209806.5162148;-38.13080360867914
1739209806.5162215;-38.13080360867914
1739209806.5162282;-38.13080360867914
1739209806.5162349;-45.120503652039325
1739209806.5162413;-38.13080360867914
1739209806.516248;-45.120503652039325
1739209806.5162547;-28.21854285175415
1739209806.516261;-29.438486411369333
1739209806.5162678;-45.120503652039325
1739209806.5162745;-38.13080360867914
1739209806.5162811;-30.49652367304973
1739209806.5162876;-35.57807855764607
1739209806.5162942;-45.120503652039325
1739209806.516301;-38.13080360867914
1739209806.5163076;-45.120503652039325
1739209806.516314;-33.981070128970906
1739209806.5163207;-38.13080360867914
1739209806.5163274;-45.120503652039325
1739209806.5163338;-38.13080360867914
1739209806.5163405;-38.13080360867914
1739209806.5163472;-45.120503652039325
1739209806.5163538;-45.120503652039325
1739209806.5163603;-45.120503652039325
1739209806.516367;-38.13080360867914
1739209806.5163736;-38.13080360867914
1739209806.51638;-45.120503652039325
1739209806.5163867;-45.120503652039325
1739209806.5163934;-38.13080360867914
1739209806.5164;-38.13080360867914
1739209806.5164065;-45.120503652039325
1739209806.5164132;-29.438486411369333
1739209806.51642;-27.8777449560314
1739209806.5164266;-45.120503652039325
1739209806.516433;-38.13080360867914
1739209806.5164397;-38.13080360867914
1739209806.5164464;-38.13080360867914
1739209806.5164528;-45.120503652039325
1739209806.5164595;-33.981070128970906
1739209806.5164661;-45.120503652039325
1739209806.5164728;-45.120503652039325
1739209806.5164793;-31.141103565318893
1739209806.516486;-35.57807855764607
1739209806.5164926;-45.120503652039325
1739209806.516499;-38.13080360867914
1739209806.5165057;-38.13080360867914
1739209806.5165124;-38.13080360867914
1739209806.516519;-45.120503652039325
1739209806.5165255;-45.120503652039325
1739209806.5165322;-33.981070128970906
1739209806.5165389;-38.13080360867914
1739209806.5165455;-38.13080360867914
1739209806.516552;-38.13080360867914
1739209806.5165586;-35.57807855764607
1739209806.5165653;-45.120503652039325
1739209806.5165718;-38.13080360867914
1739209806.5165784;-35.57807855764607
1739209806.516585;-38.13080360867914
1739209806.5165918;-38.13080360867914
1739209806.5165982;-38.13080360867914
1739209806.516605;-38.13080360867914
1739209806.5166116;-38.13080360867914
1739209806.516618;-45.120503652039325
1739209806.5166247;-45.120503652039325
1739209806.5166314;-45.120503652039325
1739209806.516638;-45.120503652039325
1739209806.5166445;-45.120503652039325
1739209806.5166512;-45.120503652039325
1739209806.5166578;-45.120503652039325
1739209806.5166643;-38.13080360867914
1739209806.516671;-45.120503652039325
1739209806.5166776;-38.13080360867914
1739209806.5166843;-35.57807855764607
1739209806.5166907;-45.120503652039325
1739209806.5166974;-45.120503652039325
1739209806.516704;-38.13080360867914
1739209806.5167108;-38.13080360867914
1739209806.5167172;-38.13080360867914
1739209806.5167239;-33.981070128970906
1739209806.5167305;-38.13080360867914
1739209806.516737;-33.981070128970906
1739209806.5167437;-38.13080360867914
1739209806.5167503;-38.13080360867914
1739209806.516757;-38.13080360867914
1739209806.5167634;-33.981070128970906
1739209806.5167701;-45.120503652039325
1739209806.5167768;-45.120503652039325
1739209806.5167832;-45.120503652039325
1739209806.51679;-33.981070128970906
1739209806.5167966;-38.13080360867914
1739209806.5168033;-45.120503652039325
1739209806.5168097;-45.120503652039325
1739209806.5168164;-38.13080360867914
1739209806.516823;-45.120503652039325
1739209806.5168297;-38.13080360867914
1739209806.5168362;-35.57807855764607
1739209806.5168428;-38.13080360867914
1739209806.5168495;-38.13080360867914
1739209806.516856;-45.120503652039325
1739209806.5168626;-38.13080360867914
1739209806.5168693;-35.57807855764607
1739209806.516876;-45.120503652039325
1739209806.5168824;-45.120503652039325
1739209806.516889;-38.13080360867914
1739209806.5168958;-33.981070128970906
1739209806.5169022;-38.13080360867914
1739209806.516909;-38.13080360867914
1739209806.5169156;-38.13080360867914
1739209806.5169222;-45.120503652039325
1739209806.5169287;-38.13080360867914
1739209806.5169353;-45.120503652039325
1739209806.516942;-45.120503652039325
1739209806.5169487;-38.13080360867914
1739209806.5169551;-33.981070128970906
1739209806.5169618;-33.981070128970906
1739209806.5169685;-38.13080360867914
1739209806.516975;-38.13080360867914
1739209806.5169816;-38.13080360867914
1739209806.5169883;-45.120503652039325
1739209806.516995;-45.120503652039325
1739209806.5170014;-38.13080360867914
1739209806.517008;-31.141103565318915
1739209806.5170147;-33.981070128970906
1739209806.5170212;-45.120503652039325
1739209806.5170279;-45.120503652039325
1739209806.5170345;-32.816014438256545
1739209806.5170412;-45.120503652039325
1739209806.5170476;-45.120503652039325
1739209806.5170543;-38.13080360867914
1739209806.517061;-32.816014438256545
