CAN Message; 0x1bb:000092a37ebd88af
1739209838.6711626;-45.120503652039325
1739209838.6711726;-45.120503652039325
1739209838.6711826;-38.13080360867914
1739209838.6711924;-38.13080360867914
1739209838.6712024;-35.57807855764607
1739209838.6712124;-38.13080360867914
1739209838.6712222;-45.120503652039325
1739209838.6712322;-33.981070128970906
1739209838.671242;-31.141103565318893
1739209838.671252;-45.120503652039325
1739209838.671262;-45.120503652039325
1739209838.6712718;-38.13080360867914
1739209838.6712818;-35.57807855764607
1739209838.6712918;-38.13080360867914
1739209838.6713016;-45.120503652039325
1739209838.6713116;-38.13080360867914
1739209838.6713216;-38.13080360867914
1739209838.6713314;-45.120503652039325
1739209838.6713414;-45.120503652039325
1739209838.6713514;-38.13080360867914
1739209838.6713612;-38.13080360867914
1739209838.6713712;-45.120503652039325
1739209838.6713812;-45.120503652039325
1739209838.671391;-32.816014438256545
1739209838.671401;-38.13080360867914
1739209838.671411;-45.120503652039325
1739209838.6714208;-45.120503652039325
1739209838.6714308;-45.120503652039325
1739209838.6714408;-35.57807855764607
1739209838.6714506;-38.13080360867914
1739209838.6714606;-45.120503652039325
1739209838.6714706;-28.992665084841942
1739209838.6714804;-38.13080360867914
1739209838.6714904;-38.13080360867914
1739209838.6715004;-45.120503652039325
1739209838.6715102;-38.13080360867914
1739209838.6715202;-45.120503652039325
1739209838.6715302;-45.120503652039325
1739209838.67154;-45.120503652039325
1739209838.67155;-45.120503652039325
1739209838.67156;-38.13080360867914
1739209838.6715698;-35.57807855764607
1739209838.6715798;-33.981070128970906
1739209838.6715896;-38.13080360867914
1739209838.6715996;-45.120503652039325
1739209838.6716096;-38.13080360867914
1739209838.6716194;-32.816014438256545
1739209838.6716294;-38.13080360867914
1739209838.6716394;-38.13080360867914
1739209838.6716492;-38.13080360867914
1739209838.6716592;-35.57807855764607
1739209838.6716692;-33.981070128970906
1739209838.671679;-35.57807855764607
1739209838.671689;-38.13080360867914
1739209838.671699;-38.13080360867914
1739209838.6717088;-35.57807855764607
1739209838.6717188;-38.13080360867914
1739209838.6717288;-38.13080360867914
1739209838.6717386;-35.57807855764607
1739209838.6717486;-45.120503652039325
1739209838.6717587;-45.120503652039325
1739209838.6717684;-45.120503652039325
1739209838.6717784;-45.120503652039325
1739209838.6717885;-45.120503652039325
1739209838.6717982;-45.120503652039325
1739209838.6718082;-33.981070128970906
1739209838.6718183;-35.57807855764607
1739209838.671828;-32.816014438256545
1739209838.671838;-38.13080360867914
1739209838.671848;-45.120503652039325
1739209838.6718578;-45.120503652039325
1739209838.6718678;-38.13080360867914
1739209838.6718779;-32.816014438256545
1739209838.6718876;-45.120503652039325
1739209838.6718976;-45.120503652039325
1739209838.6719077;-38.13080360867914
1739209838.6719174;-32.816014438256545
1739209838.6719275;-45.120503652039325
1739209838.6719372;-45.120503652039325
1739209838.6719472;-45.120503652039325
1739209838.6719573;-45.120503652039325
1739209838.671967;-38.13080360867914
1739209838.671977;-45.120503652039325
1739209838.671987;-45.120503652039325
1739209838.6719968;-45.120503652039325
1739209838.6720068;-38.13080360867914
1739209838.6720169;-45.120503652039325
1739209838.6720266;-38.13080360867914
1739209838.6720366;-38.13080360867914
1739209838.6720467;-45.120503652039325
1739209838.6720564;-45.120503652039325
1739209838.6720665;-38.13080360867914
1739209838.6720765;-35.57807855764607
1739209838.6720862;-38.13080360867914
1739209838.6720963;-38.13080360867914
1739209838.6721063;-38.13080360867914
1739209838.672116;-29.438486411369333
1739209838.672126;-35.57807855764607
1739209838.672136;-38.13080360867914
1739209838.6721458;-45.120503652039325
1739209838.6721559;-45.120503652039325
1739209838.6721659;-45.120503652039325
1739209838.6721756;-31.141103565318893
1739209838.6721857;-33.981070128970906
1739209838.6721957;-35.57807855764607
1739209838.6722054;-38.13080360867914
1739209838.6722155;-32.816014438256545
1739209838.6722255;-45.120503652039325
1739209838.6722353;-45.120503652039325
1739209838.6722453;-45.120503652039325
1739209838.6722553;-35.57807855764607
1739209838.672265;-38.13080360867914
1739209838.672275;-30.49652367304973
1739209838.6722848;-35.57807855764607
1739209838.6722949;-45.120503652039325
1739209838.6723049;-38.13080360867914
1739209838.6723146;-35.57807855764607
1739209838.6723247;-38.13080360867914
1739209838.6723347;-35.57807855764607
1739209838.6723444;-38.13080360867914
1739209838.6723545;-45.120503652039325
1739209838.6723645;-45.120503652039325
1739209838.6723742;-45.120503652039325
1739209838.6723843;-45.120503652039325
1739209838.6723943;-45.120503652039325
1739209838.672404;-38.13080360867914
1739209838.672414;-45.120503652039325
1739209838.672424;-35.57807855764607
1739209838.6724339;-38.13080360867914
1739209838.6724439;-45.120503652039325
1739209838.6724539;-45.120503652039325
1739209838.6724637;-33.981070128970906
1739209838.6724737;-35.57807855764607
1739209838.6724837;-38.13080360867914
1739209838.6724935;-45.120503652039325
1739209838.6725035;-38.13080360867914
1739209838.6725135;-30.49652367304973
1739209838.6725233;-33.981070128970906
1739209838.6725333;-45.120503652039325
1739209838.6725433;-38.13080360867914
1739209838.672553;-38.13080360867914
1739209838.672563;-38.13080360867914
1739209838.672573;-45.120503652039325
1739209838.6725829;-35.57807855764607
1739209838.6725929;-35.57807855764607
1739209838.672603;-45.120503652039325
1739209838.6726127;-45.120503652039325
1739209838.6726227;-45.120503652039325
1739209838.6726325;-38.13080360867914
1739209838.6726425;-45.120503652039325
1739209838.6726525;-45.120503652039325
1739209838.6726623;-38.13080360867914
1739209838.6726723;-28.58837851428586
1739209838.6726823;-31.141103565318915
1739209838.672692;-45.120503652039325
1739209838.672702;-45.120503652039325
1739209838.672712;-38.13080360867914
1739209838.6727219;-38.13080360867914
1739209838.6727319;-45.120503652039325
1739209838.672742;-38.13080360867914
1739209838.6727517;-33.981070128970906
1739209838.6727617;-45.120503652039325
1739209838.6727717;-38.13080360867914
1739209838.6727815;-38.13080360867914
1739209838.6727915;-45.120503652039325
1739209838.6728015;-38.13080360867914
1739209838.6728113;-38.13080360867914
1739209838.6728213;-38.13080360867914
1739209838.6728313;-33.981070128970906
1739209838.672841;-31.141103565318915
1739209838.672851;-45.120503652039325
1739209838.672861;-38.13080360867914
1739209838.6728709;-45.120503652039325
1739209838.672881;-38.13080360867914
1739209838.672891;-35.57807855764607
1739209838.6729007;-38.13080360867914
1739209838.6729107;-45.120503652039325
1739209838.6729207;-38.13080360867914
1739209838.6729305;-38.13080360867914
1739209838.6729405;-45.120503652039325
1739209838.6729505;-45.120503652039325
1739209838.6729603;-35.57807855764607
1739209838.6729703;-38.13080360867914
1739209838.67298;-45.120503652039325
1739209838.67299;-45.120503652039325
1739209838.673;-38.13080360867914
1739209838.6730099;-45.120503652039325
1739209838.67302;-45.120503652039325
1739209838.67303;-38.13080360867914
1739209838.6730397;-45.120503652039325
1739209838.6730497;-45.120503652039325
1739209838.6730597;-45.120503652039325
1739209838.6730695;-38.13080360867914
1739209838.6730795;-38.13080360867914
1739209838.6730895;-35.57807855764607
1739209838.6730993;-38.13080360867914
1739209838.6731093;-45.120503652039325
1739209838.6731193;-38.13080360867914
1739209838.673129;-45.120503652039325
1739209838.673139;-45.120503652039325
1739209838.673149;-38.13080360867914
1739209838.673159;-45.120503652039325
1739209838.673169;-45.120503652039325
1739209838.673179;-38.13080360867914
1739209838.6731887;-38.13080360867914
1739209838.6731987;-45.120503652039325
1739209838.6732087;-45.120503652039325
1739209838.6732185;-38.13080360867914
1739209838.6732285;-38.13080360867914
1739209838.6732385;-33.981070128970906
1739209838.6732483;-38.13080360867914
1739209838.6732583;-38.13080360867914
1739209838.6732683;-38.13080360867914
1739209838.673278;-38.13080360867914
1739209838.673288;-35.57807855764607
1739209838.6732981;-38.13080360867914
1739209838.673308;-35.57807855764607
1739209838.673318;-38.13080360867914
1739209838.6733277;-45.120503652039325
1739209838.6733377;-45.120503652039325
1739209838.6733477;-38.13080360867914
1739209838.6733575;-33.981070128970906
1739209838.6733675;-45.120503652039325
1739209838.6733775;-45.120503652039325
1739209838.6733873;-38.13080360867914
1739209838.6733973;-45.120503652039325
1739209838.6734073;-45.120503652039325
1739209838.673417;-45.120503652039325
1739209838.673427;-45.120503652039325
1739209838.673437;-38.13080360867914
1739209838.673447;-45.120503652039325
1739209838.673457;-45.120503652039325
1739209838.673467;-45.120503652039325
1739209838.6734767;-35.57807855764607
1739209838.6734867;-35.57807855764607
1739209838.6734967;-45.120503652039325
1739209838.6735065;-45.120503652039325
1739209838.6735165;-38.13080360867914
1739209838.6735265;-35.57807855764607
1739209838.6735363;-38.13080360867914
1739209838.6735463;-45.120503652039325
1739209838.6735563;-45.120503652039325
1739209838.673566;-45.120503652039325
1739209838.673576;-38.13080360867914
1739209838.6735861;-35.57807855764607
1739209838.673596;-38.13080360867914
1739209838.673606;-45.120503652039325
1739209838.673616;-33.981070128970906
1739209838.6736257;-45.120503652039325
1739209838.6736357;-38.13080360867914
1739209838.6736457;-35.57807855764607
1739209838.6736555;-38.13080360867914
1739209838.6736655;-38.13080360867914
1739209838.6736753;-35.57807855764607
1739209838.6736853;-38.13080360867914
1739209838.6736953;-38.13080360867914
1739209838.673705;-35.57807855764607
1739209838.673715;-31.141103565318915
1739209838.6737251;-45.120503652039325
1739209838.673735;-38.13080360867914
1739209838.673745;-35.57807855764607
1739209838.673755;-45.120503652039325
1739209838.6737647;-45.120503652039325
1739209838.6737747;-33.981070128970906
1739209838.6737847;-38.13080360867914
1739209838.6737945;-45.120503652039325
1739209838.6738045;-45.120503652039325
1739209838.6738145;-45.120503652039325
1739209838.6738243;-45.120503652039325
1739209838.6738343;-33.981070128970906
1739209838.6738443;-45.120503652039325
1739209838.673854;-45.120503652039325
1739209838.6738641;-45.120503652039325
1739209838.6738741;-38.13080360867914
1739209838.673884;-26.991370085610736
1739209838.673894;-35.57807855764607
1739209838.673904;-45.120503652039325
1739209838.6739137;-38.13080360867914
1739209838.6739237;-35.57807855764607
1739209838.6739337;-38.13080360867914
1739209838.6739435;-38.13080360867914
1739209838.6739535;-45.120503652039325
1739209838.6739635;-35.57807855764607
1739209838.6739733;-45.120503652039325
1739209838.6739833;-45.120503652039325
1739209838.6739933;-38.13080360867914
1739209838.6740031;-45.120503652039325
1739209838.6740131;-38.13080360867914
1739209838.674023;-45.120503652039325
1739209838.674033;-33.981070128970906
1739209838.674043;-31.141103565318893
1739209838.6740527;-38.13080360867914
1739209838.6740627;-45.120503652039325
1739209838.6740727;-38.13080360867914
1739209838.6740825;-38.13080360867914
1739209838.6740925;-45.120503652039325
1739209838.6741025;-38.13080360867914
1739209838.6741123;-45.120503652039325
1739209838.6741223;-30.49652367304973
1739209838.6741323;-38.13080360867914
1739209838.6741421;-45.120503652039325
1739209838.6741521;-45.120503652039325
1739209838.6741621;-45.120503652039325
1739209838.674172;-33.981070128970906
1739209838.674182;-45.120503652039325
1739209838.674192;-38.13080360867914
1739209838.6742017;-33.981070128970956
1739209838.6742117;-38.13080360867914
1739209838.6742218;-35.57807855764607
1739209838.6742315;-38.13080360867914
1739209838.6742415;-45.120503652039325
1739209838.6742516;-45.120503652039325
1739209838.6742613;-35.57807855764607
1739209838.6742713;-45.120503652039325
1739209838.6742814;-33.981070128970906
1739209838.6742911;-38.13080360867914
1739209838.6743011;-35.57807855764607
1739209838.6743112;-33.981070128970906
1739209838.674321;-45.120503652039325
1739209838.674331;-38.13080360867914
1739209838.674341;-38.13080360867914
1739209838.6743507;-45.120503652039325
1739209838.6743608;-45.120503652039325
1739209838.6743708;-38.13080360867914
1739209838.6743805;-35.57807855764607
1739209838.6743906;-45.120503652039325
1739209838.6744003;-45.120503652039325
1739209838.6744103;-38.13080360867914
1739209838.6744204;-45.120503652039325
1739209838.6744301;-33.981070128970906
1739209838.6744401;-45.120503652039325
1739209838.6744502;-45.120503652039325
1739209838.67446;-38.13080360867914
1739209838.67447;-38.13080360867914
1739209838.67448;-45.120503652039325
1739209838.6744897;-38.13080360867914
1739209838.6744998;-35.57807855764607
1739209838.6745098;-45.120503652039325
1739209838.6745195;-38.13080360867914
1739209838.6745296;-38.13080360867914
1739209838.6745396;-45.120503652039325
1739209838.6745493;-45.120503652039325
1739209838.6745594;-32.816014438256545
1739209838.6745694;-38.13080360867914
1739209838.6745791;-38.13080360867914
1739209838.6745892;-38.13080360867914
1739209838.6745992;-38.13080360867914
1739209838.674609;-45.120503652039325
1739209838.674619;-45.120503652039325
1739209838.674629;-38.13080360867914
1739209838.6746387;-38.13080360867914
1739209838.6746488;-38.13080360867914
1739209838.6746588;-45.120503652039325
1739209838.6746686;-45.120503652039325
1739209838.6746786;-33.981070128970906
1739209838.6746886;-33.981070128970906
1739209838.6746984;-45.120503652039325
1739209838.6747084;-45.120503652039325
1739209838.6747184;-38.13080360867914
1739209838.6747282;-35.57807855764607
1739209838.6747382;-38.13080360867914
1739209838.674748;-38.13080360867914
1739209838.674758;-38.13080360867914
1739209838.674768;-38.13080360867914
1739209838.6747777;-45.120503652039325
1739209838.6747878;-38.13080360867914
1739209838.6747978;-38.13080360867914
1739209838.6748075;-35.57807855764607
1739209838.6748176;-35.57807855764607
1739209838.6748276;-38.13080360867914
1739209838.6748374;-38.13080360867914
1739209838.6748474;-38.13080360867914
1739209838.6748574;-33.981070128970906
1739209838.6748672;-38.13080360867914
1739209838.6748772;-45.120503652039325
1739209838.6748872;-38.13080360867914
1739209838.674897;-35.57807855764607
1739209838.674907;-38.13080360867914
1739209838.674917;-45.120503652039325
1739209838.6749268;-31.141103565318915
1739209838.6749368;-32.816014438256545
1739209838.6749468;-38.13080360867914
1739209838.6749566;-45.120503652039325
1739209838.6749666;-33.981070128970906
1739209838.6749766;-38.13080360867914
1739209838.6749864;-45.120503652039325
1739209838.6749964;-45.120503652039325
1739209838.6750064;-45.120503652039325
1739209838.6750162;-38.13080360867914
1739209838.6750262;-38.13080360867914
1739209838.6750362;-45.120503652039325
1739209838.675046;-45.120503652039325
1739209838.675056;-45.120503652039325
1739209838.675066;-45.120503652039325
1739209838.6750758;-45.120503652039325
1739209838.6750858;-45.120503652039325
1739209838.6750956;-45.120503652039325
1739209838.6751056;-45.120503652039325
1739209838.6751156;-45.120503652039325
1739209838.6751254;-33.981070128970906
1739209838.6751354;-38.13080360867914
1739209838.6751454;-45.120503652039325
1739209838.6751552;-45.120503652039325
1739209838.6751652;-45.120503652039325
1739209838.6751752;-38.13080360867914
1739209838.675185;-38.13080360867914
1739209838.675195;-35.57807855764607
1739209838.675205;-33.981070128970906
1739209838.6752148;-45.120503652039325
1739209838.6752248;-38.13080360867914
1739209838.6752348;-32.816014438256545
1739209838.6752446;-35.57807855764607
1739209838.6752546;-38.13080360867914
1739209838.6752646;-33.981070128970906
1739209838.6752744;-35.57807855764607
1739209838.6752844;-38.13080360867914
1739209838.6752944;-45.120503652039325
1739209838.6753042;-45.120503652039325
1739209838.6753142;-45.120503652039325
1739209838.6753242;-33.981070128970906
1739209838.675334;-31.141103565318915
1739209838.675344;-38.13080360867914
1739209838.675354;-33.981070128970906
1739209838.6753638;-35.57807855764607
1739209838.6753738;-38.13080360867914
1739209838.6753838;-38.13080360867914
1739209838.6753936;-38.13080360867914
1739209838.6754036;-45.120503652039325
1739209838.6754136;-45.120503652039325
1739209838.6754234;-38.13080360867914
1739209838.6754334;-45.120503652039325
1739209838.6754432;-45.120503652039325
1739209838.6754532;-45.120503652039325
1739209838.6754632;-38.13080360867914
1739209838.675473;-38.13080360867914
1739209838.675483;-32.816014438256545
1739209838.675493;-30.49652367304973
1739209838.6755028;-38.13080360867914
1739209838.6755128;-45.120503652039325
1739209838.6755228;-38.13080360867914
1739209838.6755326;-38.13080360867914
1739209838.6755426;-45.120503652039325
1739209838.6755526;-45.120503652039325
1739209838.6755624;-38.13080360867914
1739209838.6755724;-35.57807855764607
1739209838.6755824;-38.13080360867914
1739209838.6755922;-45.120503652039325
1739209838.6756022;-45.120503652039325
1739209838.6756122;-35.57807855764607
1739209838.675622;-38.13080360867914
1739209838.675632;-38.13080360867914
1739209838.675642;-45.120503652039325
1739209838.6756518;-45.120503652039325
1739209838.6756618;-33.981070128970906
1739209838.6756718;-45.120503652039325
1739209838.6756816;-38.13080360867914
1739209838.6756916;-38.13080360867914
1739209838.6757016;-33.981070128970906
1739209838.6757114;-45.120503652039325
1739209838.6757214;-33.981070128970906
1739209838.6757314;-25.077289914212862
1739209838.6757412;-38.13080360867914
1739209838.6757512;-45.120503652039325
1739209838.6757612;-33.981070128970906
1739209838.675771;-32.816014438256545
1739209838.675781;-45.120503652039325
1739209838.6757908;-33.981070128970906
1739209838.6758008;-35.57807855764607
1739209838.6758108;-35.57807855764607
1739209838.6758206;-38.13080360867914
1739209838.6758306;-38.13080360867914
1739209838.6758406;-38.13080360867914
1739209838.6758504;-45.120503652039325
1739209838.6758604;-35.57807855764607
1739209838.6758704;-38.13080360867914
1739209838.6758802;-45.120503652039325
1739209838.6758902;-45.120503652039325
1739209838.6759002;-38.13080360867914
1739209838.67591;-35.57807855764607
1739209838.67592;-38.13080360867914
1739209838.67593;-45.120503652039325
1739209838.6759398;-45.120503652039325
1739209838.6759498;-45.120503652039325
1739209838.6759598;-45.120503652039325
1739209838.6759696;-35.57807855764607
1739209838.6759796;-38.13080360867914
1739209838.6759896;-38.13080360867914
1739209838.6759994;-38.13080360867914
1739209838.6760094;-38.13080360867914
1739209838.6760194;-45.120503652039325
1739209838.6760292;-45.120503652039325
1739209838.6760392;-38.13080360867914
1739209838.6760492;-45.120503652039325
1739209838.676059;-38.13080360867914
1739209838.676069;-38.13080360867914
1739209838.676079;-45.120503652039325
1739209838.6760888;-38.13080360867914
1739209838.6760988;-31.141103565318915
1739209838.6761088;-45.120503652039325
1739209838.6761186;-45.120503652039325
1739209838.6761286;-38.13080360867914
1739209838.6761384;-38.13080360867914
1739209838.6761484;-45.120503652039325
1739209838.6761584;-38.13080360867914
1739209838.6761682;-32.816014438256545
1739209838.6761782;-45.120503652039325
1739209838.6761882;-45.120503652039325
1739209838.676198;-38.13080360867914
1739209838.676208;-38.13080360867914
1739209838.676218;-45.120503652039325
1739209838.6762278;-38.13080360867914
1739209838.6762378;-45.120503652039325
1739209838.6762478;-35.57807855764607
1739209838.6762576;-38.13080360867914
1739209838.6762676;-45.120503652039325
1739209838.6762776;-38.13080360867914
1739209838.6762874;-45.120503652039325
1739209838.6762974;-38.13080360867914
1739209838.6763074;-38.13080360867914
1739209838.6763172;-45.120503652039325
1739209838.6763272;-45.120503652039325
1739209838.6763372;-38.13080360867914
1739209838.676347;-38.13080360867914
1739209838.676357;-38.13080360867914
1739209838.676367;-45.120503652039325
1739209838.6763768;-33.981070128970906
1739209838.6763868;-38.13080360867914
1739209838.6763968;-45.120503652039325
1739209838.6764066;-38.13080360867914
1739209838.6764166;-33.981070128970906
1739209838.6764266;-45.120503652039325
1739209838.6764364;-33.981070128970906
1739209838.6764464;-45.120503652039325
1739209838.6764565;-38.13080360867914
1739209838.6764662;-35.57807855764607
1739209838.6764762;-45.120503652039325
1739209838.676486;-45.120503652039325
1739209838.676496;-38.13080360867914
1739209838.676506;-35.57807855764607
1739209838.6765158;-38.13080360867914
1739209838.6765258;-45.120503652039325
1739209838.6765358;-38.13080360867914
1739209838.6765456;-38.13080360867914
1739209838.6765556;-38.13080360867914
1739209838.6765656;-45.120503652039325
1739209838.6765754;-33.981070128970906
1739209838.6765854;-35.57807855764607
1739209838.6765954;-38.13080360867914
1739209838.6766052;-45.120503652039325
1739209838.6766152;-38.13080360867914
1739209838.6766253;-38.13080360867914
1739209838.676635;-45.120503652039325
1739209838.676645;-33.981070128970906
1739209838.676655;-32.816014438256545
1739209838.6766648;-35.57807855764607
1739209838.6766748;-38.13080360867914
1739209838.6766849;-35.57807855764607
1739209838.6766946;-32.816014438256545
1739209838.6767046;-45.120503652039325
1739209838.6767147;-45.120503652039325
1739209838.6767244;-45.120503652039325
1739209838.6767344;-45.120503652039325
1739209838.6767445;-45.120503652039325
1739209838.6767542;-38.13080360867914
1739209838.6767642;-38.13080360867914
1739209838.6767743;-26.487275050834725
1739209838.676784;-38.13080360867914
1739209838.676794;-45.120503652039325
1739209838.676804;-38.13080360867914
1739209838.6768138;-45.120503652039325
1739209838.6768239;-45.120503652039325
1739209838.6768336;-38.13080360867914
1739209838.6768436;-38.13080360867914
1739209838.6768537;-32.816014438256545
1739209838.6768634;-45.120503652039325
1739209838.6768734;-38.13080360867914
1739209838.6768835;-32.816014438256545
1739209838.6768932;-45.120503652039325
1739209838.6769032;-45.120503652039325
1739209838.6769133;-38.13080360867914
1739209838.676923;-45.120503652039325
1739209838.676933;-38.13080360867914
1739209838.676943;-38.13080360867914
1739209838.6769528;-38.13080360867914
1739209838.6769629;-38.13080360867914
1739209838.6769729;-38.13080360867914
1739209838.6769826;-38.13080360867914
1739209838.6769927;-45.120503652039325
1739209838.6770027;-38.13080360867914
1739209838.6770124;-45.120503652039325
1739209838.6770225;-45.120503652039325
1739209838.6770325;-45.120503652039325
1739209838.6770422;-45.120503652039325
1739209838.6770523;-38.13080360867914
1739209838.6770623;-45.120503652039325
1739209838.677072;-45.120503652039325
