CAN Message; 0x1bb:0000cb53ab17a848
1739209827.7886453;-45.120503652039325
1739209827.7886484;-38.13080360867914
1739209827.7886512;-24.589719217205094
1739209827.7886543;-23.506823629689542
1739209827.7886574;-38.13080360867914
1739209827.7886603;-33.981070128970906
1739209827.7886634;-38.13080360867914
1739209827.7886665;-27.877744956031414
1739209827.7886693;-26.035653463252796
1739209827.7886724;-35.57807855764607
1739209827.7886755;-38.13080360867914
1739209827.7886784;-38.13080360867914
1739209827.7886815;-30.49652367304973
1739209827.7886846;-33.981070128970906
1739209827.7886875;-30.49652367304973
1739209827.7886906;-28.58837851428586
1739209827.7886934;-33.981070128970956
1739209827.7886965;-29.438486411369347
1739209827.7886996;-27.267205301931607
1739209827.7887025;-26.991370085610722
1739209827.7887056;-35.57807855764607
1739209827.7887087;-38.13080360867914
1739209827.7887115;-27.267205301931607
1739209827.7887146;-33.981070128970906
1739209827.7887177;-28.588378514285886
1739209827.7887206;-32.816014438256545
1739209827.7887237;-23.273589343863303
1739209827.7887268;-28.58837851428586
1739209827.7887297;-33.981070128970956
1739209827.7887328;-28.992665084841942
1739209827.7887359;-24.589719217205094
1739209827.7887387;-33.981070128970956
1739209827.7887418;-35.57807855764607
1739209827.788745;-24.151403521958734
1739209827.7887478;-26.487275050834715
1739209827.788751;-38.13080360867914
1739209827.7887537;-35.57807855764607
1739209827.7887568;-45.120503652039325
1739209827.78876;-35.57807855764607
1739209827.7887628;-30.49652367304976
1739209827.788766;-33.981070128970906
1739209827.788769;-32.81601443825658
1739209827.7887719;-30.49652367304973
1739209827.788775;-45.120503652039325
1739209827.788778;-29.438486411369333
1739209827.788781;-33.981070128970906
1739209827.788784;-33.981070128970956
1739209827.7887871;-35.57807855764607
1739209827.78879;-38.13080360867914
1739209827.788793;-30.49652367304973
1739209827.7887962;-22.841636605902558
1739209827.788799;-35.57807855764607
1739209827.7888021;-24.438645034577675
1739209827.7888052;-24.15140352195872
1739209827.788808;-31.141103565318943
1739209827.7888112;-45.120503652039325
1739209827.788814;-28.992665084841942
1739209827.7888172;-45.120503652039325
1739209827.7888203;-33.981070128970956
1739209827.7888231;-45.120503652039325
1739209827.7888262;-31.141103565318915
1739209827.7888293;-38.13080360867914
1739209827.7888322;-28.992665084841942
1739209827.7888353;-24.151403521958727
1739209827.7888384;-31.141103565318943
1739209827.7888412;-35.57807855764607
1739209827.7888443;-26.991370085610736
1739209827.7888474;-35.57807855764607
1739209827.7888503;-45.120503652039325
1739209827.7888534;-32.816014438256545
1739209827.7888565;-30.49652367304976
1739209827.7888594;-33.981070128970956
1739209827.7888625;-45.120503652039325
1739209827.7888656;-38.13080360867914
1739209827.7888684;-45.120503652039325
1739209827.7888715;-45.120503652039325
1739209827.7888746;-38.13080360867914
1739209827.7888775;-38.13080360867914
1739209827.7888806;-33.981070128970906
1739209827.7888834;-45.120503652039325
1739209827.7888865;-27.267205301931607
1739209827.7888896;-31.141103565318915
1739209827.7888925;-30.49652367304973
1739209827.7888956;-45.120503652039325
1739209827.7888987;-45.120503652039325
1739209827.7889016;-33.981070128970956
1739209827.7889047;-27.877744956031414
1739209827.7889078;-28.992665084841942
1739209827.7889106;-32.81601443825658
1739209827.7889137;-23.75329798047522
1739209827.7889168;-23.506823629689542
1739209827.7889197;-35.57807855764607
1739209827.7889228;-38.13080360867914
1739209827.788926;-27.267205301931607
1739209827.7889287;-28.992665084841942
1739209827.7889318;-38.13080360867914
1739209827.788935;-28.21854285175415
1739209827.7889378;-27.877744956031414
1739209827.788941;-45.120503652039325
1739209827.7889438;-45.120503652039325
1739209827.7889469;-28.992665084841942
1739209827.78895;-22.841636605902558
1739209827.7889528;-33.981070128970906
1739209827.788956;-27.267205301931607
1739209827.788959;-45.120503652039325
1739209827.788962;-38.13080360867914
1739209827.788965;-33.981070128970906
1739209827.788968;-38.13080360867914
1739209827.788971;-38.13080360867914
1739209827.788974;-38.13080360867914
1739209827.7889771;-45.120503652039325
1739209827.78898;-38.13080360867914
1739209827.788983;-38.13080360867914
1739209827.7889862;-45.120503652039325
1739209827.788989;-45.120503652039325
1739209827.7889922;-38.13080360867914
1739209827.7889953;-38.13080360867914
1739209827.7889981;-38.13080360867914
1739209827.7890012;-38.13080360867914
1739209827.789004;-38.13080360867914
1739209827.7890072;-35.57807855764607
1739209827.7890103;-33.981070128970906
1739209827.7890131;-38.13080360867914
1739209827.7890162;-38.13080360867914
1739209827.7890193;-32.816014438256545
1739209827.7890222;-32.816014438256545
1739209827.7890253;-45.120503652039325
1739209827.7890284;-45.120503652039325
1739209827.7890313;-35.57807855764607
1739209827.7890344;-33.981070128970906
1739209827.7890375;-45.120503652039325
1739209827.7890403;-35.57807855764607
1739209827.7890434;-35.57807855764607
1739209827.7890465;-38.13080360867914
1739209827.7890494;-38.13080360867914
1739209827.7890525;-35.57807855764607
1739209827.7890556;-38.13080360867914
1739209827.7890584;-38.13080360867914
1739209827.7890615;-38.13080360867914
1739209827.7890644;-27.267205301931607
1739209827.7890675;-35.57807855764607
1739209827.7890706;-38.13080360867914
1739209827.7890735;-45.120503652039325
1739209827.7890766;-45.120503652039325
1739209827.7890797;-45.120503652039325
1739209827.7890825;-38.13080360867914
1739209827.7890856;-38.13080360867914
1739209827.7890887;-32.81601443825658
1739209827.7890916;-45.120503652039325
1739209827.7890947;-45.120503652039325
1739209827.7890978;-45.120503652039325
1739209827.7891006;-45.120503652039325
1739209827.7891037;-45.120503652039325
1739209827.7891068;-45.120503652039325
1739209827.7891097;-35.57807855764607
1739209827.7891128;-28.992665084841942
1739209827.789116;-38.13080360867914
1739209827.7891188;-38.13080360867914
1739209827.7891219;-45.120503652039325
1739209827.7891247;-33.981070128970906
1739209827.7891278;-45.120503652039325
1739209827.789131;-45.120503652039325
1739209827.7891338;-38.13080360867914
1739209827.789137;-38.13080360867914
1739209827.78914;-45.120503652039325
1739209827.7891428;-45.120503652039325
1739209827.789146;-33.981070128970906
1739209827.789149;-45.120503652039325
1739209827.789152;-38.13080360867914
1739209827.789155;-38.13080360867914
1739209827.789158;-45.120503652039325
1739209827.789161;-33.981070128970906
1739209827.789164;-38.13080360867914
1739209827.7891672;-45.120503652039325
1739209827.78917;-45.120503652039325
1739209827.7891731;-38.13080360867914
1739209827.7891762;-38.13080360867914
1739209827.789179;-45.120503652039325
1739209827.7891822;-45.120503652039325
1739209827.789185;-30.49652367304973
1739209827.7891881;-33.981070128970906
1739209827.7891912;-45.120503652039325
1739209827.789194;-45.120503652039325
1739209827.7891972;-38.13080360867914
1739209827.7892003;-35.57807855764607
1739209827.7892032;-35.57807855764607
1739209827.7892063;-38.13080360867914
1739209827.7892094;-31.141103565318915
1739209827.7892122;-33.981070128970906
1739209827.7892153;-38.13080360867914
1739209827.7892184;-45.120503652039325
1739209827.7892213;-45.120503652039325
1739209827.7892244;-45.120503652039325
1739209827.7892275;-38.13080360867914
1739209827.7892303;-45.120503652039325
1739209827.7892334;-45.120503652039325
1739209827.7892365;-45.120503652039325
1739209827.7892394;-38.13080360867914
1739209827.7892425;-38.13080360867914
1739209827.7892456;-38.13080360867914
1739209827.7892485;-45.120503652039325
1739209827.7892516;-45.120503652039325
1739209827.7892544;-38.13080360867914
1739209827.7892575;-45.120503652039325
1739209827.7892606;-38.13080360867914
1739209827.7892635;-38.13080360867914
1739209827.7892666;-33.981070128970906
1739209827.7892697;-38.13080360867914
1739209827.7892725;-35.57807855764607
1739209827.7892756;-38.13080360867914
1739209827.7892787;-45.120503652039325
1739209827.7892816;-33.981070128970906
1739209827.7892847;-38.13080360867914
1739209827.7892878;-45.120503652039325
1739209827.7892907;-35.57807855764607
1739209827.7892938;-35.57807855764607
1739209827.7892969;-45.120503652039325
1739209827.7892997;-45.120503652039325
1739209827.7893028;-35.57807855764607
1739209827.789306;-38.13080360867914
1739209827.7893088;-45.120503652039325
1739209827.789312;-38.13080360867914
1739209827.7893147;-35.57807855764607
1739209827.7893178;-38.13080360867914
1739209827.789321;-38.13080360867914
1739209827.7893238;-38.13080360867914
1739209827.789327;-38.13080360867914
1739209827.78933;-38.13080360867914
1739209827.7893329;-35.57807855764607
1739209827.789336;-35.57807855764607
1739209827.789339;-45.120503652039325
1739209827.789342;-45.120503652039325
1739209827.789345;-38.13080360867914
1739209827.7893481;-38.13080360867914
1739209827.789351;-38.13080360867914
1739209827.789354;-32.816014438256545
1739209827.7893572;-45.120503652039325
1739209827.78936;-45.120503652039325
1739209827.7893631;-45.120503652039325
1739209827.7893662;-38.13080360867914
1739209827.789369;-38.13080360867914
1739209827.7893722;-38.13080360867914
1739209827.789375;-35.57807855764607
1739209827.7893782;-45.120503652039325
1739209827.7893813;-31.141103565318893
1739209827.7893841;-35.57807855764607
1739209827.7893872;-45.120503652039325
1739209827.7893903;-45.120503652039325
1739209827.7893932;-32.816014438256545
1739209827.7893963;-35.57807855764607
1739209827.7893994;-45.120503652039325
1739209827.7894022;-33.981070128970906
1739209827.7894053;-45.120503652039325
1739209827.7894084;-45.120503652039325
1739209827.7894113;-38.13080360867914
1739209827.7894144;-38.13080360867914
1739209827.7894175;-45.120503652039325
1739209827.7894204;-38.13080360867914
1739209827.7894235;-38.13080360867914
1739209827.7894266;-38.13080360867914
1739209827.7894294;-38.13080360867914
1739209827.7894325;-38.13080360867914
1739209827.7894354;-38.13080360867914
1739209827.7894385;-45.120503652039325
1739209827.7894416;-31.141103565318893
1739209827.7894444;-32.816014438256545
1739209827.7894475;-45.120503652039325
1739209827.7894506;-45.120503652039325
1739209827.7894535;-35.57807855764607
1739209827.7894566;-38.13080360867914
1739209827.7894597;-45.120503652039325
1739209827.7894626;-38.13080360867914
1739209827.7894657;-45.120503652039325
1739209827.7894688;-45.120503652039325
1739209827.7894716;-38.13080360867914
1739209827.7894747;-35.57807855764607
1739209827.7894778;-38.13080360867914
1739209827.7894807;-38.13080360867914
1739209827.7894838;-35.57807855764607
1739209827.789487;-45.120503652039325
1739209827.7894897;-32.816014438256545
1739209827.7894928;-35.57807855764607
1739209827.7894957;-38.13080360867914
1739209827.7894988;-38.13080360867914
1739209827.789502;-32.816014438256545
1739209827.7895048;-32.816014438256545
1739209827.7895079;-38.13080360867914
1739209827.789511;-38.13080360867914
1739209827.7895138;-45.120503652039325
1739209827.789517;-45.120503652039325
1739209827.78952;-35.57807855764607
1739209827.789523;-33.981070128970906
1739209827.789526;-45.120503652039325
1739209827.789529;-35.57807855764607
1739209827.789532;-35.57807855764607
1739209827.789535;-38.13080360867914
1739209827.7895381;-38.13080360867914
1739209827.789541;-38.13080360867914
1739209827.789544;-45.120503652039325
1739209827.7895472;-45.120503652039325
1739209827.78955;-38.13080360867914
1739209827.7895532;-31.141103565318915
1739209827.789556;-45.120503652039325
1739209827.7895591;-33.981070128970906
1739209827.7895622;-45.120503652039325
1739209827.789565;-45.120503652039325
1739209827.7895682;-38.13080360867914
1739209827.7895713;-45.120503652039325
1739209827.7895741;-45.120503652039325
1739209827.7895772;-35.57807855764607
1739209827.7895803;-38.13080360867914
1739209827.7895832;-45.120503652039325
1739209827.7895863;-35.57807855764607
1739209827.7895894;-35.57807855764607
1739209827.7895923;-45.120503652039325
1739209827.7895954;-45.120503652039325
1739209827.7895985;-35.57807855764607
1739209827.7896013;-27.267205301931607
1739209827.7896044;-45.120503652039325
1739209827.7896075;-38.13080360867914
1739209827.7896104;-45.120503652039325
1739209827.7896135;-38.13080360867914
1739209827.7896163;-45.120503652039325
1739209827.7896194;-45.120503652039325
1739209827.7896225;-38.13080360867914
1739209827.7896254;-32.81601443825658
1739209827.7896285;-45.120503652039325
1739209827.7896316;-38.13080360867914
1739209827.7896345;-38.13080360867914
1739209827.7896376;-45.120503652039325
1739209827.7896407;-38.13080360867914
1739209827.7896435;-38.13080360867914
1739209827.7896466;-38.13080360867914
1739209827.7896497;-27.267205301931607
1739209827.7896526;-38.13080360867914
1739209827.7896557;-45.120503652039325
1739209827.7896588;-35.57807855764607
1739209827.7896616;-33.981070128970906
1739209827.7896647;-38.13080360867914
1739209827.7896678;-38.13080360867914
1739209827.7896707;-45.120503652039325
1739209827.7896738;-32.816014438256545
1739209827.789677;-32.816014438256545
1739209827.7896798;-38.13080360867914
1739209827.7896829;-38.13080360867914
1739209827.7896857;-38.13080360867914
1739209827.7896888;-32.816014438256545
1739209827.789692;-38.13080360867914
1739209827.7896948;-45.120503652039325
1739209827.789698;-33.981070128970906
1739209827.789701;-45.120503652039325
1739209827.7897038;-33.981070128970906
1739209827.789707;-38.13080360867914
1739209827.78971;-38.13080360867914
1739209827.789713;-38.13080360867914
1739209827.789716;-33.981070128970906
1739209827.789719;-45.120503652039325
1739209827.789722;-28.992665084841942
1739209827.789725;-35.57807855764607
1739209827.7897282;-38.13080360867914
1739209827.789731;-45.120503652039325
1739209827.7897341;-38.13080360867914
1739209827.7897372;-35.57807855764607
1739209827.78974;-45.120503652039325
1739209827.7897432;-45.120503652039325
1739209827.789746;-33.981070128970906
1739209827.7897491;-33.981070128970906
1739209827.7897522;-38.13080360867914
1739209827.789755;-38.13080360867914
1739209827.7897582;-38.13080360867914
1739209827.7897613;-45.120503652039325
1739209827.7897642;-38.13080360867914
1739209827.7897673;-38.13080360867914
1739209827.7897704;-38.13080360867914
1739209827.7897732;-45.120503652039325
1739209827.7897763;-38.13080360867914
1739209827.7897794;-35.57807855764607
1739209827.7897823;-38.13080360867914
1739209827.7897854;-45.120503652039325
1739209827.7897885;-45.120503652039325
1739209827.7897913;-38.13080360867914
1739209827.7897944;-38.13080360867914
1739209827.7897975;-38.13080360867914
1739209827.7898004;-38.13080360867914
1739209827.7898035;-33.981070128970906
1739209827.7898064;-31.141103565318915
1739209827.7898095;-38.13080360867914
1739209827.7898126;-45.120503652039325
1739209827.7898154;-38.13080360867914
1739209827.7898185;-33.981070128970906
1739209827.7898216;-45.120503652039325
1739209827.7898245;-45.120503652039325
1739209827.7898276;-38.13080360867914
1739209827.7898307;-38.13080360867914
1739209827.7898335;-45.120503652039325
1739209827.7898366;-45.120503652039325
1739209827.7898397;-38.13080360867914
1739209827.7898426;-31.141103565318915
1739209827.7898457;-38.13080360867914
1739209827.7898488;-45.120503652039325
1739209827.7898517;-35.57807855764607
1739209827.7898548;-38.13080360867914
1739209827.7898579;-31.141103565318893
1739209827.7898607;-32.816014438256545
1739209827.7898638;-45.120503652039325
1739209827.7898667;-45.120503652039325
1739209827.7898698;-38.13080360867914
1739209827.789873;-38.13080360867914
1739209827.7898757;-45.120503652039325
1739209827.7898788;-45.120503652039325
1739209827.789882;-45.120503652039325
1739209827.7898848;-38.13080360867914
1739209827.789888;-35.57807855764607
1739209827.789891;-45.120503652039325
1739209827.7898939;-45.120503652039325
1739209827.789897;-38.13080360867914
1739209827.7899;-45.120503652039325
1739209827.789903;-38.13080360867914
1739209827.789906;-38.13080360867914
1739209827.7899091;-38.13080360867914
1739209827.789912;-45.120503652039325
1739209827.789915;-45.120503652039325
1739209827.7899182;-32.816014438256545
1739209827.789921;-35.57807855764607
1739209827.7899241;-45.120503652039325
1739209827.789927;-45.120503652039325
1739209827.78993;-38.13080360867914
1739209827.7899332;-38.13080360867914
1739209827.789936;-45.120503652039325
1739209827.7899392;-35.57807855764607
1739209827.7899423;-45.120503652039325
1739209827.7899451;-45.120503652039325
1739209827.7899482;-35.57807855764607
1739209827.7899513;-35.57807855764607
1739209827.7899542;-45.120503652039325
1739209827.7899573;-45.120503652039325
1739209827.7899604;-32.816014438256545
1739209827.7899632;-45.120503652039325
1739209827.7899663;-45.120503652039325
1739209827.7899694;-45.120503652039325
1739209827.7899723;-45.120503652039325
1739209827.7899754;-45.120503652039325
1739209827.7899785;-35.57807855764607
1739209827.7899814;-38.13080360867914
1739209827.7899845;-35.57807855764607
1739209827.7899873;-38.13080360867914
1739209827.7899904;-33.981070128970906
1739209827.7899935;-33.981070128970906
1739209827.7899964;-38.13080360867914
1739209827.7899995;-38.13080360867914
1739209827.7900026;-45.120503652039325
1739209827.7900054;-45.120503652039325
1739209827.7900085;-45.120503652039325
1739209827.7900116;-45.120503652039325
1739209827.7900145;-45.120503652039325
1739209827.7900176;-45.120503652039325
1739209827.7900207;-38.13080360867914
1739209827.7900236;-45.120503652039325
1739209827.7900267;-38.13080360867914
1739209827.7900298;-45.120503652039325
1739209827.7900326;-35.57807855764607
1739209827.7900357;-45.120503652039325
1739209827.7900388;-26.991370085610736
1739209827.7900417;-30.49652367304973
1739209827.7900448;-45.120503652039325
1739209827.790048;-45.120503652039325
1739209827.7900507;-32.816014438256545
1739209827.7900538;-38.13080360867914
1739209827.7900567;-45.120503652039325
1739209827.7900598;-35.57807855764607
1739209827.790063;-45.120503652039325
1739209827.7900658;-45.120503652039325
1739209827.7900689;-38.13080360867914
1739209827.790072;-45.120503652039325
1739209827.7900748;-45.120503652039325
1739209827.790078;-45.120503652039325
1739209827.790081;-45.120503652039325
1739209827.790084;-45.120503652039325
1739209827.790087;-38.13080360867914
1739209827.79009;-45.120503652039325
1739209827.790093;-45.120503652039325
1739209827.790096;-38.13080360867914
1739209827.7900991;-45.120503652039325
1739209827.790102;-38.13080360867914
1739209827.790105;-45.120503652039325
1739209827.7901082;-45.120503652039325
1739209827.790111;-38.13080360867914
1739209827.7901142;-32.816014438256545
1739209827.790117;-38.13080360867914
1739209827.7901201;-38.13080360867914
1739209827.7901232;-38.13080360867914
1739209827.790126;-38.13080360867914
1739209827.7901292;-45.120503652039325
1739209827.7901323;-38.13080360867914
1739209827.7901351;-45.120503652039325
1739209827.7901382;-31.141103565318943
1739209827.7901413;-38.13080360867914
1739209827.7901442;-38.13080360867914
1739209827.7901473;-45.120503652039325
1739209827.7901504;-45.120503652039325
1739209827.7901533;-38.13080360867914
1739209827.7901564;-38.13080360867914
1739209827.7901595;-38.13080360867914
1739209827.7901623;-28.992665084841942
1739209827.7901654;-38.13080360867914
1739209827.7901685;-38.13080360867914
1739209827.7901714;-45.120503652039325
1739209827.7901745;-33.981070128970906
1739209827.7901773;-38.13080360867914
1739209827.7901804;-45.120503652039325
1739209827.7901835;-38.13080360867914
1739209827.7901864;-35.57807855764607
1739209827.7901895;-32.816014438256545
1739209827.7901926;-38.13080360867914
1739209827.7901955;-38.13080360867914
1739209827.7901986;-38.13080360867914
1739209827.7902017;-38.13080360867914
1739209827.7902045;-38.13080360867914
1739209827.7902076;-45.120503652039325
1739209827.7902107;-45.120503652039325
1739209827.7902136;-38.13080360867914
1739209827.7902167;-38.13080360867914
1739209827.7902198;-45.120503652039325
1739209827.7902226;-45.120503652039325
1739209827.7902257;-45.120503652039325
1739209827.7902288;-45.120503652039325
1739209827.7902317;-38.13080360867914
1739209827.7902348;-38.13080360867914
1739209827.7902377;-38.13080360867914
1739209827.7902408;-45.120503652039325
1739209827.7902439;-38.13080360867914
1739209827.7902467;-33.981070128970906
1739209827.7902498;-38.13080360867914
1739209827.790253;-45.120503652039325
1739209827.7902558;-45.120503652039325
1739209827.790259;-38.13080360867914
1739209827.790262;-38.13080360867914
1739209827.7902648;-38.13080360867914
1739209827.790268;-32.816014438256545
1739209827.790271;-45.120503652039325
1739209827.790274;-45.120503652039325
1739209827.790277;-45.120503652039325
1739209827.79028;-45.120503652039325
1739209827.790283;-38.13080360867914
1739209827.790286;-38.13080360867914
1739209827.7902892;-45.120503652039325
1739209827.790292;-38.13080360867914
1739209827.7902951;-33.981070128970906
1739209827.790298;-38.13080360867914
1739209827.790301;-38.13080360867914
1739209827.7903042;-38.13080360867914
1739209827.790307;-38.13080360867914
1739209827.7903101;-45.120503652039325
1739209827.7903132;-45.120503652039325
1739209827.790316;-38.13080360867914
1739209827.7903192;-45.120503652039325
1739209827.7903223;-45.120503652039325
1739209827.7903252;-38.13080360867914
1739209827.7903283;-38.13080360867914
1739209827.7903314;-33.981070128970906
1739209827.7903342;-38.13080360867914
1739209827.7903373;-38.13080360867914
1739209827.7903404;-45.120503652039325
1739209827.7903433;-33.981070128970906
1739209827.7903464;-32.816014438256545
1739209827.7903495;-45.120503652039325
1739209827.7903523;-45.120503652039325
1739209827.7903554;-38.13080360867914
1739209827.7903583;-38.13080360867914
1739209827.7903614;-38.13080360867914
1739209827.7903645;-38.13080360867914
1739209827.7903674;-38.13080360867914
1739209827.7903705;-45.120503652039325
1739209827.7903736;-35.57807855764607
1739209827.7903764;-45.120503652039325
1739209827.7903795;-38.13080360867914
1739209827.7903826;-35.57807855764607
1739209827.7903855;-45.120503652039325
1739209827.7903886;-45.120503652039325
1739209827.7903917;-45.120503652039325
1739209827.7903945;-32.816014438256545
1739209827.7903976;-38.13080360867914
1739209827.7904007;-45.120503652039325
1739209827.7904036;-38.13080360867914
1739209827.7904067;-45.120503652039325
1739209827.7904098;-38.13080360867914
1739209827.7904127;-38.13080360867914
1739209827.7904158;-45.120503652039325
1739209827.7904189;-45.120503652039325
1739209827.7904217;-38.13080360867914
1739209827.7904248;-35.57807855764607
1739209827.7904277;-38.13080360867914
1739209827.7904308;-45.120503652039325
1739209827.790434;-35.57807855764607
1739209827.7904367;-38.13080360867914
1739209827.7904398;-38.13080360867914
1739209827.790443;-45.120503652039325
1739209827.7904458;-45.120503652039325
1739209827.790449;-45.120503652039325
1739209827.790452;-38.13080360867914
1739209827.7904549;-35.57807855764607
1739209827.790458;-38.13080360867914
1739209827.790461;-38.13080360867914
1739209827.790464;-45.120503652039325
1739209827.790467;-38.13080360867914
1739209827.7904701;-45.120503652039325
1739209827.790473;-38.13080360867914
1739209827.790476;-38.13080360867914
1739209827.7904792;-45.120503652039325
1739209827.790482;-45.120503652039325
1739209827.7904851;-38.13080360867914
1739209827.790488;-33.981070128970906
1739209827.790491;-38.13080360867914
1739209827.7904942;-45.120503652039325
1739209827.790497;-38.13080360867914
1739209827.7905002;-45.120503652039325
1739209827.7905033;-31.141103565318893
1739209827.7905061;-35.57807855764607
1739209827.7905092;-38.13080360867914
1739209827.7905123;-38.13080360867914
1739209827.7905152;-38.13080360867914
1739209827.7905183;-38.13080360867914
1739209827.7905214;-38.13080360867914
1739209827.7905242;-38.13080360867914
1739209827.7905273;-45.120503652039325
1739209827.7905304;-38.13080360867914
1739209827.7905333;-38.13080360867914
1739209827.7905364;-38.13080360867914
1739209827.7905395;-38.13080360867914
1739209827.7905424;-45.120503652039325
1739209827.7905455;-45.120503652039325
1739209827.7905483;-45.120503652039325
1739209827.7905514;-30.49652367304973
1739209827.7905545;-32.816014438256545
1739209827.7905574;-45.120503652039325
1739209827.7905605;-38.13080360867914
1739209827.7905636;-35.57807855764607
1739209827.7905664;-38.13080360867914
1739209827.7905695;-45.120503652039325
1739209827.7905726;-38.13080360867914
1739209827.7905755;-45.120503652039325
1739209827.7905786;-45.120503652039325
1739209827.7905817;-45.120503652039325
1739209827.7905846;-38.13080360867914
1739209827.7905877;-38.13080360867914
1739209827.7905908;-45.120503652039325
1739209827.7905936;-38.13080360867914
1739209827.7905967;-38.13080360867914
1739209827.7905998;-38.13080360867914
1739209827.7906027;-45.120503652039325
1739209827.7906058;-45.120503652039325
1739209827.7906086;-45.120503652039325
1739209827.7906117;-35.57807855764607
1739209827.7906148;-38.13080360867914
1739209827.7906177;-35.57807855764607
1739209827.7906208;-38.13080360867914
1739209827.790624;-35.57807855764607
1739209827.7906268;-32.816014438256545
1739209827.7906299;-38.13080360867914
1739209827.790633;-35.57807855764607
1739209827.7906358;-45.120503652039325
1739209827.790639;-45.120503652039325
1739209827.790642;-45.120503652039325
1739209827.790645;-33.981070128970906
1739209827.790648;-45.120503652039325
1739209827.790651;-38.13080360867914
1739209827.790654;-33.981070128970906
1739209827.790657;-35.57807855764607
1739209827.7906601;-38.13080360867914
1739209827.790663;-38.13080360867914
1739209827.790666;-38.13080360867914
1739209827.790669;-45.120503652039325
1739209827.790672;-33.981070128970906
1739209827.7906752;-28.992665084841942
1739209827.790678;-35.57807855764607
1739209827.7906811;-38.13080360867914
1739209827.7906842;-38.13080360867914
1739209827.790687;-33.981070128970906
1739209827.7906902;-38.13080360867914
1739209827.7906933;-38.13080360867914
1739209827.7906961;-45.120503652039325
1739209827.7906992;-35.57807855764607
1739209827.7907023;-45.120503652039325
1739209827.7907052;-45.120503652039325
1739209827.7907083;-45.120503652039325
1739209827.7907114;-38.13080360867914
1739209827.7907143;-45.120503652039325
1739209827.7907174;-45.120503652039325
1739209827.7907205;-32.816014438256545
1739209827.7907233;-27.267205301931607
1739209827.7907264;-45.120503652039325
1739209827.7907293;-38.13080360867914
1739209827.7907324;-35.57807855764607
1739209827.7907355;-33.981070128970906
1739209827.7907383;-45.120503652039325
1739209827.7907414;-45.120503652039325
1739209827.7907445;-35.57807855764607
1739209827.7907474;-35.57807855764607
1739209827.7907505;-38.13080360867914
1739209827.7907536;-38.13080360867914
1739209827.7907565;-38.13080360867914
1739209827.7907596;-45.120503652039325
1739209827.7907627;-35.57807855764607
1739209827.7907655;-45.120503652039325
1739209827.7907686;-45.120503652039325
1739209827.7907717;-38.13080360867914
1739209827.7907746;-45.120503652039325
1739209827.7907777;-45.120503652039325
1739209827.7907808;-38.13080360867914
1739209827.7907836;-45.120503652039325
1739209827.7907867;-45.120503652039325
1739209827.7907896;-38.13080360867914
1739209827.7907927;-38.13080360867914
1739209827.7907958;-28.992665084841942
1739209827.7907987;-38.13080360867914
1739209827.7908018;-45.120503652039325
1739209827.7908049;-45.120503652039325
1739209827.7908077;-45.120503652039325
1739209827.7908108;-38.13080360867914
1739209827.790814;-38.13080360867914
1739209827.7908168;-45.120503652039325
1739209827.79082;-30.49652367304973
1739209827.790823;-33.981070128970906
1739209827.7908258;-38.13080360867914
1739209827.790829;-45.120503652039325
1739209827.790832;-45.120503652039325
1739209827.790835;-45.120503652039325
1739209827.790838;-45.120503652039325
