CAN Message; 0x1bb:00002394fc98220f
Timestamp;Amplitude
1739209601.629332;-45.120503652039325
1739209601.629338;-38.13080360867914
1739209601.6293442;-45.120503652039325
1739209601.6293502;-45.120503652039325
1739209601.6293564;-45.120503652039325
1739209601.6293623;-38.13080360867914
1739209601.6293685;-45.120503652039325
1739209601.6293745;-45.120503652039325
1739209601.6293807;-38.13080360867914
1739209601.6293867;-45.120503652039325
1739209601.6293929;-35.57807855764607
1739209601.629399;-38.13080360867914
1739209601.629405;-45.120503652039325
1739209601.6294112;-45.120503652039325
1739209601.6294172;-33.981070128970906
1739209601.6294234;-33.981070128970906
1739209601.6294293;-33.981070128970906
1739209601.6294355;-38.13080360867914
1739209601.6294415;-38.13080360867914
1739209601.6294477;-38.13080360867914
1739209601.6294537;-33.981070128970906
1739209601.6294599;-38.13080360867914
1739209601.629466;-45.120503652039325
1739209601.629472;-33.981070128970906
1739209601.6294782;-38.13080360867914
1739209601.6294842;-38.13080360867914
1739209601.6294904;-38.13080360867914
1739209601.6294963;-38.13080360867914
1739209601.6295025;-38.13080360867914
1739209601.6295085;-38.13080360867914
1739209601.6295147;-45.120503652039325
1739209601.629521;-45.120503652039325
1739209601.6295269;-33.981070128970906
1739209601.629533;-45.120503652039325
1739209601.629539;-45.120503652039325
1739209601.6295452;-38.13080360867914
1739209601.6295512;-35.57807855764607
1739209601.6295574;-38.13080360867914
1739209601.6295633;-38.13080360867914
1739209601.6295695;-38.13080360867914
1739209601.6295755;-38.13080360867914
1739209601.6295817;-45.120503652039325
1739209601.629588;-45.120503652039325
1739209601.6295938;-38.13080360867914
1739209601.6296;-38.13080360867914
1739209601.629606;-38.13080360867914
1739209601.6296122;-45.120503652039325
1739209601.6296182;-38.13080360867914
1739209601.6296244;-33.981070128970906
1739209601.6296303;-45.120503652039325
1739209601.6296365;-38.13080360867914
1739209601.6296425;-35.57807855764607
1739209601.6296487;-45.120503652039325
1739209601.629655;-45.120503652039325
1739209601.6296608;-38.13080360867914
1739209601.629667;-33.981070128970906
1739209601.629673;-32.816014438256545
1739209601.6296792;-45.120503652039325
1739209601.6296852;-45.120503652039325
1739209601.6296914;-45.120503652039325
1739209601.6296973;-38.13080360867914
1739209601.6297035;-45.120503652039325
1739209601.6297095;-38.13080360867914
1739209601.6297157;-38.13080360867914
1739209601.6297219;-31.141103565318915
1739209601.6297278;-45.120503652039325
1739209601.629734;-35.57807855764607
1739209601.62974;-35.57807855764607
1739209601.6297462;-45.120503652039325
1739209601.6297522;-45.120503652039325
1739209601.6297584;-33.981070128970906
1739209601.6297643;-33.981070128970906
1739209601.6297705;-38.13080360867914
1739209601.6297765;-45.120503652039325
1739209601.6297827;-45.120503652039325
1739209601.6297889;-38.13080360867914
1739209601.6297948;-38.13080360867914
1739209601.629801;-45.120503652039325
1739209601.629807;-38.13080360867914
1739209601.6298132;-45.120503652039325
1739209601.6298192;-38.13080360867914
1739209601.6298254;-45.120503652039325
1739209601.6298313;-45.120503652039325
1739209601.6298375;-45.120503652039325
1739209601.6298435;-38.13080360867914
1739209601.6298497;-35.57807855764607
1739209601.6298559;-45.120503652039325
1739209601.6298618;-45.120503652039325
1739209601.629868;-27.267205301931607
1739209601.629874;-35.57807855764607
1739209601.6298802;-45.120503652039325
1739209601.6298862;-38.13080360867914
1739209601.6298923;-38.13080360867914
1739209601.6298983;-45.120503652039325
1739209601.6299045;-45.120503652039325
1739209601.6299105;-45.120503652039325
1739209601.6299167;-32.816014438256545
1739209601.6299229;-45.120503652039325
1739209601.6299288;-45.120503652039325
1739209601.629935;-38.13080360867914
1739209601.629941;-33.981070128970906
1739209601.6299472;-35.57807855764607
1739209601.6299531;-35.57807855764607
1739209601.6299593;-35.57807855764607
1739209601.6299653;-31.141103565318915
1739209601.6299715;-38.13080360867914
1739209601.6299777;-38.13080360867914
1739209601.6299837;-45.120503652039325
1739209601.6299899;-45.120503652039325
1739209601.6299958;-38.13080360867914
1739209601.630002;-45.120503652039325
1739209601.630008;-45.120503652039325
1739209601.6300142;-45.120503652039325
1739209601.6300201;-38.13080360867914
1739209601.6300263;-38.13080360867914
1739209601.6300323;-45.120503652039325
1739209601.6300385;-32.816014438256545
1739209601.6300447;-35.57807855764607
1739209601.6300507;-45.120503652039325
1739209601.6300569;-45.120503652039325
1739209601.6300628;-35.57807855764607
1739209601.630069;-32.816014438256545
1739209601.630075;-38.13080360867914
1739209601.6300812;-38.13080360867914
1739209601.6300871;-45.120503652039325
1739209601.6300933;-45.120503652039325
1739209601.6300993;-33.981070128970906
1739209601.6301055;-45.120503652039325
1739209601.6301117;-38.13080360867914
1739209601.6301177;-45.120503652039325
1739209601.6301239;-35.57807855764607
1739209601.6301298;-45.120503652039325
1739209601.630136;-38.13080360867914
1739209601.630142;-45.120503652039325
1739209601.6301482;-38.13080360867914
1739209601.6301541;-38.13080360867914
1739209601.6301603;-45.120503652039325
1739209601.6301663;-45.120503652039325
1739209601.6301725;-38.13080360867914
1739209601.6301787;-45.120503652039325
1739209601.6301847;-38.13080360867914
1739209601.6301908;-31.141103565318915
1739209601.6301968;-35.57807855764607
1739209601.630203;-45.120503652039325
1739209601.630209;-32.816014438256545
1739209601.6302152;-35.57807855764607
1739209601.6302211;-38.13080360867914
1739209601.6302273;-38.13080360867914
1739209601.6302333;-35.57807855764607
1739209601.6302395;-38.13080360867914
1739209601.6302457;-45.120503652039325
1739209601.6302516;-45.120503652039325
1739209601.6302578;-45.120503652039325
1739209601.6302638;-45.120503652039325
1739209601.63027;-35.57807855764607
1739209601.630276;-38.13080360867914
1739209601.6302822;-45.120503652039325
1739209601.6302881;-45.120503652039325
1739209601.6302943;-38.13080360867914
1739209601.6303005;-38.13080360867914
1739209601.6303065;-38.13080360867914
1739209601.6303127;-38.13080360867914
1739209601.6303186;-45.120503652039325
1739209601.6303248;-45.120503652039325
1739209601.6303308;-45.120503652039325
1739209601.630337;-45.120503652039325
1739209601.630343;-45.120503652039325
1739209601.6303492;-45.120503652039325
1739209601.6303551;-33.981070128970906
1739209601.6303613;-45.120503652039325
1739209601.6303675;-38.13080360867914
1739209601.6303735;-38.13080360867914
1739209601.6303797;-35.57807855764607
1739209601.6303856;-32.816014438256545
1739209601.6303918;-45.120503652039325
1739209601.6303978;-33.981070128970906
1739209601.630404;-45.120503652039325
1739209601.63041;-31.141103565318915
1739209601.6304162;-35.57807855764607
1739209601.630422;-35.57807855764607
1739209601.6304283;-45.120503652039325
1739209601.6304345;-45.120503652039325
1739209601.6304405;-35.57807855764607
1739209601.6304467;-38.13080360867914
1739209601.6304526;-45.120503652039325
1739209601.6304588;-38.13080360867914
1739209601.6304648;-38.13080360867914
1739209601.630471;-35.57807855764607
1739209601.630477;-45.120503652039325
1739209601.6304832;-45.120503652039325
1739209601.630489;-45.120503652039325
1739209601.6304953;-45.120503652039325
1739209601.6305015;-35.57807855764607
1739209601.6305075;-35.57807855764607
1739209601.6305137;-38.13080360867914
1739209601.6305196;-45.120503652039325
1739209601.6305258;-35.57807855764607
1739209601.6305318;-30.49652367304973
1739209601.630538;-45.120503652039325
1739209601.630544;-45.120503652039325
1739209601.6305501;-33.981070128970906
1739209601.630556;-38.13080360867914
1739209601.6305623;-38.13080360867914
1739209601.6305685;-35.57807855764607
1739209601.6305745;-38.13080360867914
1739209601.6305807;-45.120503652039325
1739209601.6305866;-35.57807855764607
1739209601.6305928;-32.816014438256545
1739209601.6305988;-38.13080360867914
1739209601.630605;-32.816014438256545
1739209601.630611;-38.13080360867914
1739209601.6306171;-38.13080360867914
1739209601.630623;-38.13080360867914
1739209601.6306293;-38.13080360867914
1739209601.6306355;-33.981070128970906
1739209601.6306415;-38.13080360867914
1739209601.6306477;-33.981070128970906
1739209601.6306536;-28.992665084841942
1739209601.6306598;-33.981070128970906
1739209601.6306658;-38.13080360867914
1739209601.630672;-38.13080360867914
1739209601.630678;-38.13080360867914
1739209601.6306841;-33.981070128970906
1739209601.63069;-38.13080360867914
1739209601.6306963;-38.13080360867914
1739209601.6307025;-33.981070128970906
1739209601.6307085;-38.13080360867914
1739209601.6307147;-38.13080360867914
1739209601.6307206;-45.120503652039325
1739209601.6307268;-45.120503652039325
1739209601.6307328;-38.13080360867914
1739209601.630739;-32.816014438256545
1739209601.630745;-45.120503652039325
1739209601.6307511;-38.13080360867914
1739209601.6307573;-35.57807855764607
1739209601.6307633;-35.57807855764607
1739209601.6307695;-45.120503652039325
1739209601.6307755;-38.13080360867914
1739209601.6307817;-38.13080360867914
1739209601.6307876;-38.13080360867914
1739209601.6307938;-45.120503652039325
1739209601.6307998;-33.981070128970906
1739209601.630806;-33.981070128970906
1739209601.630812;-38.13080360867914
1739209601.6308181;-38.13080360867914
1739209601.6308243;-33.981070128970906
1739209601.6308303;-32.816014438256545
1739209601.6308365;-38.13080360867914
1739209601.6308424;-38.13080360867914
1739209601.6308486;-33.981070128970906
1739209601.6308546;-28.992665084841942
1739209601.6308608;-38.13080360867914
1739209601.6308668;-45.120503652039325
1739209601.630873;-45.120503652039325
1739209601.630879;-38.13080360867914
1739209601.6308851;-33.981070128970906
1739209601.6308913;-45.120503652039325
1739209601.6308973;-45.120503652039325
1739209601.6309035;-33.981070128970906
1739209601.6309094;-38.13080360867914
1739209601.6309156;-38.13080360867914
1739209601.6309216;-33.981070128970906
1739209601.6309278;-45.120503652039325
1739209601.6309338;-45.120503652039325
1739209601.63094;-38.13080360867914
1739209601.630946;-38.13080360867914
1739209601.6309521;-38.13080360867914
1739209601.6309583;-33.981070128970906
1739209601.6309643;-45.120503652039325
1739209601.6309705;-45.120503652039325
1739209601.6309764;-45.120503652039325
1739209601.6309826;-45.120503652039325
1739209601.6309886;-45.120503652039325
1739209601.6309948;-45.120503652039325
1739209601.6310008;-45.120503652039325
1739209601.631007;-45.120503652039325
1739209601.631013;-35.57807855764607
1739209601.631019;-38.13080360867914
1739209601.6310253;-38.13080360867914
1739209601.6310313;-45.120503652039325
1739209601.6310375;-45.120503652039325
1739209601.6310434;-45.120503652039325
1739209601.6310496;-38.13080360867914
1739209601.6310556;-33.981070128970906
1739209601.6310618;-45.120503652039325
1739209601.6310678;-45.120503652039325
1739209601.631074;-38.13080360867914
1739209601.6310802;-35.57807855764607
1739209601.631086;-45.120503652039325
1739209601.6310923;-33.981070128970906
1739209601.6310983;-38.13080360867914
1739209601.6311045;-45.120503652039325
1739209601.6311104;-45.120503652039325
1739209601.6311166;-45.120503652039325
1739209601.6311226;-45.120503652039325
1739209601.6311288;-45.120503652039325
1739209601.6311347;-38.13080360867914
1739209601.631141;-45.120503652039325
1739209601.6311471;-38.13080360867914
1739209601.631153;-38.13080360867914
1739209601.6311593;-35.57807855764607
1739209601.6311653;-35.57807855764607
1739209601.6311715;-38.13080360867914
1739209601.6311774;-31.141103565318915
1739209601.6311836;-45.120503652039325
1739209601.6311896;-38.13080360867914
1739209601.6311958;-38.13080360867914
1739209601.6312017;-38.13080360867914
1739209601.631208;-45.120503652039325
1739209601.6312141;-38.13080360867914
1739209601.63122;-38.13080360867914
1739209601.6312263;-38.13080360867914
1739209601.6312323;-45.120503652039325
1739209601.6312385;-45.120503652039325
1739209601.6312444;-35.57807855764607
1739209601.6312506;-45.120503652039325
1739209601.6312566;-38.13080360867914
1739209601.6312628;-45.120503652039325
1739209601.6312687;-35.57807855764607
1739209601.631275;-38.13080360867914
1739209601.6312811;-45.120503652039325
1739209601.631287;-45.120503652039325
1739209601.6312933;-38.13080360867914
1739209601.6312993;-35.57807855764607
1739209601.6313055;-38.13080360867914
1739209601.6313114;-45.120503652039325
1739209601.6313176;-45.120503652039325
1739209601.6313236;-38.13080360867914
1739209601.6313298;-38.13080360867914
1739209601.6313357;-38.13080360867914
1739209601.631342;-45.120503652039325
1739209601.6313481;-45.120503652039325
1739209601.631354;-45.120503652039325
1739209601.6313603;-45.120503652039325
1739209601.6313663;-38.13080360867914
1739209601.6313725;-38.13080360867914
1739209601.6313784;-45.120503652039325
1739209601.6313846;-45.120503652039325
1739209601.6313906;-35.57807855764607
