CAN Message; 0x1bb:00002394fc98220f
Timestamp;Amplitude
1739209601.6313968;-31.141103565318915
1739209601.6314027;-38.13080360867914
1739209601.631409;-45.120503652039325
1739209601.6314151;-35.57807855764607
1739209601.631421;-38.13080360867914
1739209601.6314273;-45.120503652039325
1739209601.6314332;-45.120503652039325
1739209601.6314394;-45.120503652039325
1739209601.6314454;-38.13080360867914
1739209601.6314516;-45.120503652039325
1739209601.6314576;-45.120503652039325
1739209601.6314638;-45.120503652039325
1739209601.6314697;-45.120503652039325
1739209601.631476;-38.13080360867914
1739209601.6314821;-45.120503652039325
1739209601.631488;-45.120503652039325
1739209601.6314943;-38.13080360867914
1739209601.6315002;-33.981070128970906
1739209601.6315064;-45.120503652039325
1739209601.6315124;-38.13080360867914
1739209601.6315186;-35.57807855764607
1739209601.6315246;-38.13080360867914
1739209601.6315308;-45.120503652039325
1739209601.631537;-45.120503652039325
1739209601.631543;-33.981070128970906
1739209601.6315491;-38.13080360867914
1739209601.631555;-35.57807855764607
1739209601.6315613;-38.13080360867914
1739209601.6315672;-45.120503652039325
1739209601.6315734;-45.120503652039325
1739209601.6315794;-45.120503652039325
1739209601.6315856;-35.57807855764607
1739209601.6315916;-35.57807855764607
1739209601.6315978;-45.120503652039325
1739209601.631604;-38.13080360867914
1739209601.63161;-38.13080360867914
1739209601.631616;-38.13080360867914
1739209601.631622;-45.120503652039325
1739209601.6316283;-38.13080360867914
1739209601.6316342;-35.57807855764607
1739209601.6316404;-31.141103565318915
1739209601.6316464;-38.13080360867914
1739209601.6316526;-38.13080360867914
1739209601.6316586;-45.120503652039325
1739209601.6316648;-38.13080360867914
1739209601.631671;-32.816014438256545
1739209601.631677;-35.57807855764607
1739209601.631683;-38.13080360867914
1739209601.631689;-32.816014438256545
1739209601.6316953;-33.981070128970906
1739209601.6317012;-38.13080360867914
1739209601.6317074;-38.13080360867914
1739209601.6317134;-38.13080360867914
1739209601.6317196;-45.120503652039325
1739209601.6317255;-45.120503652039325
1739209601.6317317;-33.981070128970906
1739209601.631738;-28.992665084841942
1739209601.631744;-33.981070128970906
1739209601.63175;-45.120503652039325
1739209601.631756;-38.13080360867914
1739209601.6317623;-33.981070128970906
1739209601.6317682;-38.13080360867914
1739209601.6317744;-45.120503652039325
1739209601.6317804;-45.120503652039325
1739209601.6317866;-38.13080360867914
1739209601.6317925;-38.13080360867914
1739209601.6317987;-45.120503652039325
1739209601.631805;-45.120503652039325
1739209601.631811;-45.120503652039325
1739209601.631817;-45.120503652039325
1739209601.631823;-38.13080360867914
1739209601.6318293;-38.13080360867914
1739209601.6318352;-45.120503652039325
1739209601.6318414;-45.120503652039325
1739209601.6318474;-38.13080360867914
1739209601.6318536;-45.120503652039325
1739209601.6318598;-38.13080360867914
1739209601.6318657;-38.13080360867914
1739209601.631872;-45.120503652039325
1739209601.631878;-45.120503652039325
1739209601.631884;-31.141103565318915
1739209601.63189;-31.141103565318915
1739209601.6318963;-38.13080360867914
1739209601.6319022;-38.13080360867914
1739209601.6319084;-38.13080360867914
1739209601.6319144;-33.981070128970906
1739209601.6319206;-38.13080360867914
1739209601.6319268;-35.57807855764607
1739209601.6319327;-33.981070128970906
1739209601.631939;-33.981070128970906
1739209601.631945;-45.120503652039325
1739209601.631951;-45.120503652039325
1739209601.631957;-38.13080360867914
1739209601.6319633;-45.120503652039325
1739209601.6319692;-33.981070128970906
1739209601.6319754;-38.13080360867914
1739209601.6319814;-33.981070128970906
1739209601.6319876;-33.981070128970906
1739209601.6319938;-35.57807855764607
1739209601.6319997;-45.120503652039325
1739209601.632006;-45.120503652039325
1739209601.632012;-38.13080360867914
1739209601.632018;-45.120503652039325
1739209601.632024;-35.57807855764607
1739209601.6320302;-35.57807855764607
1739209601.6320362;-38.13080360867914
1739209601.6320424;-45.120503652039325
1739209601.6320484;-38.13080360867914
1739209601.6320546;-45.120503652039325
1739209601.6320608;-38.13080360867914
1739209601.6320667;-45.120503652039325
1739209601.632073;-38.13080360867914
1739209601.632079;-32.816014438256545
1739209601.632085;-38.13080360867914
1739209601.632091;-45.120503652039325
1739209601.6320972;-45.120503652039325
1739209601.6321032;-38.13080360867914
1739209601.6321094;-38.13080360867914
1739209601.6321154;-38.13080360867914
1739209601.6321216;-45.120503652039325
1739209601.6321278;-45.120503652039325
1739209601.6321337;-38.13080360867914
1739209601.63214;-38.13080360867914
1739209601.632146;-45.120503652039325
1739209601.632152;-45.120503652039325
1739209601.632158;-38.13080360867914
1739209601.6321642;-45.120503652039325
1739209601.6321702;-38.13080360867914
1739209601.6321764;-32.816014438256545
1739209601.6321824;-38.13080360867914
1739209601.6321886;-45.120503652039325
1739209601.6321948;-35.57807855764607
1739209601.6322007;-35.57807855764607
1739209601.632207;-45.120503652039325
1739209601.6322129;-45.120503652039325
1739209601.632219;-38.13080360867914
1739209601.632225;-38.13080360867914
1739209601.6322312;-38.13080360867914
1739209601.6322372;-38.13080360867914
1739209601.6322434;-38.13080360867914
1739209601.6322494;-45.120503652039325
1739209601.6322556;-35.57807855764607
1739209601.6322618;-35.57807855764607
1739209601.6322677;-45.120503652039325
1739209601.632274;-35.57807855764607
1739209601.6322799;-38.13080360867914
1739209601.632286;-38.13080360867914
1739209601.632292;-38.13080360867914
1739209601.6322982;-45.120503652039325
1739209601.6323042;-45.120503652039325
1739209601.6323104;-45.120503652039325
1739209601.6323166;-38.13080360867914
1739209601.6323225;-45.120503652039325
1739209601.6323287;-45.120503652039325
1739209601.6323347;-45.120503652039325
1739209601.632341;-38.13080360867914
1739209601.6323469;-38.13080360867914
1739209601.632353;-35.57807855764607
1739209601.632359;-45.120503652039325
1739209601.6323652;-35.57807855764607
1739209601.6323712;-35.57807855764607
1739209601.6323774;-35.57807855764607
1739209601.6323836;-35.57807855764607
1739209601.6323895;-38.13080360867914
1739209601.6323957;-35.57807855764607
1739209601.6324017;-38.13080360867914
1739209601.632408;-38.13080360867914
1739209601.6324139;-45.120503652039325
1739209601.63242;-38.13080360867914
1739209601.632426;-45.120503652039325
1739209601.6324322;-45.120503652039325
1739209601.6324382;-45.120503652039325
1739209601.6324444;-45.120503652039325
1739209601.6324506;-32.816014438256545
1739209601.6324565;-45.120503652039325
1739209601.6324627;-45.120503652039325
1739209601.6324687;-38.13080360867914
1739209601.632475;-38.13080360867914
1739209601.6324809;-31.141103565318915
1739209601.632487;-45.120503652039325
1739209601.632493;-45.120503652039325
1739209601.6324992;-38.13080360867914
1739209601.6325052;-35.57807855764607
1739209601.6325114;-38.13080360867914
1739209601.6325176;-33.981070128970906
1739209601.6325235;-45.120503652039325
1739209601.6325297;-45.120503652039325
1739209601.6325357;-35.57807855764607
1739209601.632542;-35.57807855764607
1739209601.6325479;-45.120503652039325
1739209601.632554;-45.120503652039325
1739209601.63256;-32.816014438256545
1739209601.6325662;-38.13080360867914
1739209601.6325722;-38.13080360867914
1739209601.6325784;-35.57807855764607
1739209601.6325846;-45.120503652039325
1739209601.6325905;-38.13080360867914
1739209601.6325967;-35.57807855764607
1739209601.6326027;-32.816014438256545
1739209601.632609;-45.120503652039325
1739209601.6326149;-38.13080360867914
1739209601.632621;-45.120503652039325
1739209601.632627;-38.13080360867914
1739209601.6326332;-38.13080360867914
1739209601.6326394;-45.120503652039325
1739209601.6326454;-45.120503652039325
1739209601.6326516;-45.120503652039325
1739209601.6326575;-45.120503652039325
1739209601.6326637;-38.13080360867914
1739209601.6326697;-38.13080360867914
1739209601.632676;-45.120503652039325
1739209601.6326818;-38.13080360867914
1739209601.632688;-35.57807855764607
1739209601.632694;-38.13080360867914
1739209601.6327002;-35.57807855764607
1739209601.6327064;-38.13080360867914
1739209601.6327124;-35.57807855764607
1739209601.6327186;-45.120503652039325
1739209601.6327245;-33.981070128970906
1739209601.6327307;-32.816014438256545
1739209601.6327367;-38.13080360867914
1739209601.632743;-45.120503652039325
1739209601.6327488;-45.120503652039325
1739209601.632755;-38.13080360867914
1739209601.632761;-38.13080360867914
1739209601.6327672;-38.13080360867914
1739209601.6327734;-32.81601443825658
1739209601.6327794;-38.13080360867914
1739209601.6327856;-45.120503652039325
1739209601.6327915;-45.120503652039325
1739209601.6327977;-45.120503652039325
1739209601.6328037;-45.120503652039325
1739209601.6328099;-45.120503652039325
1739209601.6328158;-38.13080360867914
1739209601.632822;-28.992665084841942
1739209601.632828;-33.981070128970906
1739209601.6328342;-38.13080360867914
1739209601.6328404;-38.13080360867914
1739209601.6328464;-38.13080360867914
1739209601.6328526;-45.120503652039325
1739209601.6328585;-45.120503652039325
1739209601.6328647;-38.13080360867914
1739209601.6328707;-45.120503652039325
1739209601.6328769;-38.13080360867914
1739209601.6328828;-35.57807855764607
1739209601.632889;-38.13080360867914
1739209601.632895;-38.13080360867914
1739209601.6329012;-38.13080360867914
1739209601.6329074;-35.57807855764607
1739209601.6329134;-38.13080360867914
1739209601.6329195;-38.13080360867914
1739209601.6329255;-38.13080360867914
1739209601.6329317;-45.120503652039325
1739209601.6329377;-45.120503652039325
1739209601.6329439;-45.120503652039325
1739209601.6329498;-38.13080360867914
1739209601.632956;-33.981070128970906
1739209601.632962;-33.981070128970906
1739209601.6329682;-31.141103565318915
1739209601.6329744;-33.981070128970906
1739209601.6329803;-38.13080360867914
1739209601.6329865;-45.120503652039325
1739209601.6329925;-38.13080360867914
1739209601.6329987;-38.13080360867914
1739209601.6330047;-45.120503652039325
1739209601.6330109;-35.57807855764607
1739209601.6330168;-33.981070128970906
1739209601.633023;-31.141103565318915
1739209601.633029;-38.13080360867914
1739209601.6330352;-45.120503652039325
1739209601.6330414;-38.13080360867914
1739209601.6330473;-38.13080360867914
1739209601.6330535;-38.13080360867914
1739209601.6330595;-45.120503652039325
1739209601.6330657;-33.981070128970906
1739209601.6330717;-33.981070128970906
1739209601.6330779;-35.57807855764607
1739209601.6330838;-35.57807855764607
1739209601.63309;-38.13080360867914
1739209601.6330962;-32.816014438256545
1739209601.6331022;-38.13080360867914
1739209601.6331084;-45.120503652039325
1739209601.6331143;-38.13080360867914
1739209601.6331205;-38.13080360867914
1739209601.6331265;-45.120503652039325
1739209601.6331327;-33.981070128970906
1739209601.6331387;-45.120503652039325
1739209601.6331449;-45.120503652039325
1739209601.6331508;-45.120503652039325
1739209601.633157;-45.120503652039325
1739209601.6331632;-38.13080360867914
1739209601.6331692;-38.13080360867914
1739209601.6331754;-38.13080360867914
1739209601.6331813;-45.120503652039325
1739209601.6331875;-38.13080360867914
1739209601.6331935;-38.13080360867914
1739209601.6331997;-38.13080360867914
1739209601.6332057;-38.13080360867914
1739209601.6332119;-45.120503652039325
1739209601.6332178;-38.13080360867914
1739209601.633224;-35.57807855764607
1739209601.6332302;-45.120503652039325
1739209601.6332362;-45.120503652039325
1739209601.6332424;-38.13080360867914
1739209601.6332483;-38.13080360867914
1739209601.6332545;-45.120503652039325
1739209601.6332605;-45.120503652039325
1739209601.6332667;-38.13080360867914
1739209601.6332726;-45.120503652039325
1739209601.6332788;-45.120503652039325
1739209601.6332848;-38.13080360867914
1739209601.633291;-45.120503652039325
1739209601.6332972;-45.120503652039325
1739209601.6333032;-45.120503652039325
1739209601.6333094;-38.13080360867914
1739209601.6333153;-45.120503652039325
1739209601.6333215;-38.13080360867914
1739209601.6333275;-35.57807855764607
1739209601.6333337;-45.120503652039325
1739209601.6333396;-38.13080360867914
1739209601.6333458;-35.57807855764607
1739209601.6333518;-45.120503652039325
1739209601.633358;-38.13080360867914
1739209601.6333642;-35.57807855764607
1739209601.6333702;-45.120503652039325
1739209601.6333764;-45.120503652039325
1739209601.6333823;-38.13080360867914
1739209601.6333885;-38.13080360867914
1739209601.6333945;-45.120503652039325
1739209601.6334007;-45.120503652039325
1739209601.6334066;-45.120503652039325
1739209601.6334128;-45.120503652039325
1739209601.633419;-45.120503652039325
1739209601.633425;-38.13080360867914
1739209601.6334312;-45.120503652039325
1739209601.6334372;-33.981070128970906
1739209601.6334434;-38.13080360867914
1739209601.6334493;-35.57807855764607
1739209601.6334555;-35.57807855764607
1739209601.6334615;-38.13080360867914
1739209601.6334677;-35.57807855764607
1739209601.6334736;-35.57807855764607
1739209601.6334798;-45.120503652039325
1739209601.633486;-45.120503652039325
1739209601.633492;-45.120503652039325
1739209601.6334982;-45.120503652039325
1739209601.6335042;-33.981070128970906
1739209601.6335104;-45.120503652039325
1739209601.6335163;-45.120503652039325
1739209601.6335225;-35.57807855764607
1739209601.6335285;-45.120503652039325
1739209601.6335347;-38.13080360867914
1739209601.6335406;-45.120503652039325
1739209601.6335468;-45.120503652039325
1739209601.633553;-45.120503652039325
1739209601.633559;-32.816014438256545
1739209601.6335652;-32.816014438256545
1739209601.6335711;-45.120503652039325
1739209601.6335773;-45.120503652039325
1739209601.6335833;-38.13080360867914
1739209601.6335895;-35.57807855764607
1739209601.6335955;-45.120503652039325
1739209601.6336017;-45.120503652039325
1739209601.6336076;-45.120503652039325
1739209601.6336138;-45.120503652039325
1739209601.63362;-38.13080360867914
1739209601.633626;-45.120503652039325
1739209601.6336322;-45.120503652039325
1739209601.6336381;-45.120503652039325
1739209601.6336443;-38.13080360867914
1739209601.6336503;-38.13080360867914
1739209601.6336565;-38.13080360867914
1739209601.6336625;-45.120503652039325
1739209601.6336687;-45.120503652039325
1739209601.6336746;-45.120503652039325
1739209601.6336808;-32.816014438256545
1739209601.633687;-33.981070128970906
1739209601.633693;-35.57807855764607
1739209601.6336992;-38.13080360867914
1739209601.6337051;-35.57807855764607
1739209601.6337113;-26.487275050834715
1739209601.6337173;-45.120503652039325
1739209601.6337235;-45.120503652039325
1739209601.6337295;-45.120503652039325
1739209601.6337357;-45.120503652039325
1739209601.6337416;-45.120503652039325
1739209601.6337478;-45.120503652039325
1739209601.633754;-38.13080360867914
1739209601.63376;-38.13080360867914
1739209601.6337662;-45.120503652039325
1739209601.6337721;-45.120503652039325
1739209601.6337783;-45.120503652039325
1739209601.6337843;-45.120503652039325
1739209601.6337905;-35.57807855764607
1739209601.6337965;-35.57807855764607
1739209601.6338027;-45.120503652039325
1739209601.6338086;-26.991370085610722
1739209601.6338148;-38.13080360867914
1739209601.633821;-45.120503652039325
1739209601.633827;-35.57807855764607
1739209601.6338332;-38.13080360867914
1739209601.6338391;-35.57807855764607
1739209601.6338453;-45.120503652039325
1739209601.6338513;-45.120503652039325
1739209601.6338575;-38.13080360867914
1739209601.6338634;-45.120503652039325
1739209601.6338696;-45.120503652039325
1739209601.6338758;-38.13080360867914
1739209601.6338818;-38.13080360867914
1739209601.633888;-45.120503652039325
1739209601.633894;-45.120503652039325
1739209601.6339002;-45.120503652039325
1739209601.6339061;-45.120503652039325
1739209601.6339123;-45.120503652039325
1739209601.6339183;-38.13080360867914
1739209601.6339245;-38.13080360867914
1739209601.6339304;-45.120503652039325
1739209601.6339366;-45.120503652039325
1739209601.6339428;-45.120503652039325
1739209601.6339488;-45.120503652039325
1739209601.633955;-33.981070128970906
1739209601.633961;-38.13080360867914
1739209601.6339672;-45.120503652039325
1739209601.6339731;-45.120503652039325
1739209601.6339793;-31.141103565318915
1739209601.6339853;-35.57807855764607
1739209601.6339915;-38.13080360867914
1739209601.6339974;-33.981070128970906
1739209601.6340036;-32.816014438256545
1739209601.6340098;-45.120503652039325
1739209601.6340158;-45.120503652039325
1739209601.634022;-38.13080360867914
1739209601.634028;-38.13080360867914
1739209601.6340342;-45.120503652039325
1739209601.63404;-45.120503652039325
1739209601.6340463;-38.13080360867914
1739209601.6340523;-31.141103565318915
1739209601.6340585;-33.981070128970906
1739209601.6340644;-38.13080360867914
1739209601.6340706;-38.13080360867914
1739209601.6340768;-38.13080360867914
1739209601.6340828;-35.57807855764607
1739209601.634089;-38.13080360867914
1739209601.634095;-38.13080360867914
