CAN Message; 0x150:06005448513d6c54
Timestamp;Amplitude
1739209831.2779691;-38.13080360867914
1739209831.2779744;-38.13080360867914
1739209831.2779799;-45.120503652039325
1739209831.277985;-45.120503652039325
1739209831.2779906;-35.57807855764607
1739209831.2779958;-35.57807855764607
1739209831.2780013;-45.120503652039325
1739209831.2780066;-38.13080360867914
1739209831.278012;-35.57807855764607
1739209831.2780173;-27.267205301931607
1739209831.2780228;-45.120503652039325
1739209831.2780282;-45.120503652039325
1739209831.2780335;-38.13080360867914
1739209831.278039;-33.981070128970906
1739209831.2780442;-45.120503652039325
1739209831.2780497;-45.120503652039325
1739209831.278055;-38.13080360867914
1739209831.2780604;-38.13080360867914
1739209831.2780657;-32.816014438256545
1739209831.2780712;-32.816014438256545
1739209831.2780764;-45.120503652039325
1739209831.278082;-38.13080360867914
1739209831.2780874;-45.120503652039325
1739209831.2780926;-38.13080360867914
1739209831.278098;-45.120503652039325
1739209831.2781034;-33.981070128970906
1739209831.2781088;-45.120503652039325
1739209831.278114;-38.13080360867914
1739209831.2781196;-38.13080360867914
1739209831.2781248;-38.13080360867914
1739209831.2781303;-45.120503652039325
1739209831.2781355;-45.120503652039325
1739209831.278141;-45.120503652039325
1739209831.2781465;-33.981070128970906
1739209831.2781518;-38.13080360867914
1739209831.2781572;-38.13080360867914
1739209831.2781625;-38.13080360867914
1739209831.278168;-45.120503652039325
1739209831.2781732;-31.141103565318893
1739209831.2781787;-45.120503652039325
1739209831.278184;-38.13080360867914
1739209831.2781894;-31.141103565318915
1739209831.2781947;-33.981070128970906
1739209831.2782001;-38.13080360867914
1739209831.2782056;-45.120503652039325
1739209831.2782109;-38.13080360867914
1739209831.2782164;-38.13080360867914
1739209831.2782216;-33.981070128970906
1739209831.278227;-38.13080360867914
1739209831.2782323;-38.13080360867914
1739209831.2782378;-38.13080360867914
1739209831.278243;-38.13080360867914
1739209831.2782485;-45.120503652039325
1739209831.2782538;-38.13080360867914
1739209831.2782593;-45.120503652039325
1739209831.2782648;-45.120503652039325
1739209831.27827;-45.120503652039325
1739209831.2782755;-45.120503652039325
1739209831.2782807;-45.120503652039325
1739209831.2782862;-45.120503652039325
1739209831.2782915;-45.120503652039325
1739209831.278297;-38.13080360867914
1739209831.2783022;-35.57807855764607
1739209831.2783077;-38.13080360867914
1739209831.278313;-33.981070128970906
1739209831.2783184;-35.57807855764607
1739209831.278324;-45.120503652039325
1739209831.2783291;-38.13080360867914
1739209831.2783346;-38.13080360867914
1739209831.2783399;-35.57807855764607
1739209831.2783453;-45.120503652039325
1739209831.2783506;-38.13080360867914
1739209831.278356;-38.13080360867914
1739209831.2783613;-45.120503652039325
1739209831.2783668;-45.120503652039325
1739209831.278372;-45.120503652039325
1739209831.2783775;-38.13080360867914
1739209831.278383;-38.13080360867914
1739209831.2783883;-35.57807855764607
1739209831.2783937;-38.13080360867914
1739209831.278399;-38.13080360867914
1739209831.2784045;-38.13080360867914
1739209831.2784097;-45.120503652039325
1739209831.2784152;-45.120503652039325
1739209831.2784204;-38.13080360867914
1739209831.278426;-38.13080360867914
1739209831.2784312;-45.120503652039325
1739209831.2784367;-38.13080360867914
1739209831.278442;-38.13080360867914
1739209831.2784474;-35.57807855764607
1739209831.2784529;-45.120503652039325
1739209831.278458;-38.13080360867914
1739209831.2784636;-45.120503652039325
1739209831.2784688;-35.57807855764607
1739209831.2784743;-38.13080360867914
1739209831.2784796;-45.120503652039325
1739209831.278485;-45.120503652039325
1739209831.2784903;-45.120503652039325
1739209831.2784958;-32.816014438256545
1739209831.278501;-35.57807855764607
1739209831.2785065;-45.120503652039325
1739209831.278512;-45.120503652039325
1739209831.2785172;-33.981070128970906
1739209831.2785227;-35.57807855764607
1739209831.278528;-45.120503652039325
1739209831.2785335;-38.13080360867914
1739209831.2785387;-45.120503652039325
1739209831.2785442;-45.120503652039325
1739209831.2785494;-45.120503652039325
1739209831.278555;-38.13080360867914
1739209831.2785602;-38.13080360867914
1739209831.2785656;-45.120503652039325
1739209831.2785711;-45.120503652039325
1739209831.2785764;-45.120503652039325
1739209831.2785819;-35.57807855764607
1739209831.278587;-35.57807855764607
1739209831.2785926;-45.120503652039325
1739209831.2785978;-45.120503652039325
1739209831.2786033;-35.57807855764607
1739209831.2786086;-38.13080360867914
1739209831.278614;-45.120503652039325
1739209831.2786193;-45.120503652039325
1739209831.2786248;-45.120503652039325
1739209831.2786303;-45.120503652039325
1739209831.2786355;-38.13080360867914
1739209831.278641;-38.13080360867914
1739209831.2786462;-45.120503652039325
1739209831.2786517;-45.120503652039325
1739209831.278657;-45.120503652039325
1739209831.2786624;-45.120503652039325
1739209831.2786677;-38.13080360867914
1739209831.2786732;-38.13080360867914
1739209831.2786784;-38.13080360867914
1739209831.278684;-38.13080360867914
1739209831.2786894;-35.57807855764607
1739209831.2786946;-38.13080360867914
1739209831.2787;-38.13080360867914
1739209831.2787054;-45.120503652039325
1739209831.2787108;-38.13080360867914
1739209831.278716;-45.120503652039325
1739209831.2787216;-45.120503652039325
1739209831.2787268;-38.13080360867914
1739209831.2787323;-45.120503652039325
1739209831.2787375;-38.13080360867914
1739209831.278743;-45.120503652039325
1739209831.2787485;-33.981070128970906
1739209831.2787538;-45.120503652039325
1739209831.2787592;-45.120503652039325
1739209831.2787645;-35.57807855764607
1739209831.27877;-45.120503652039325
1739209831.2787752;-35.57807855764607
1739209831.2787807;-45.120503652039325
1739209831.278786;-45.120503652039325
1739209831.2787914;-45.120503652039325
1739209831.2787967;-32.816014438256545
1739209831.2788022;-28.58837851428586
1739209831.2788076;-45.120503652039325
1739209831.278813;-45.120503652039325
1739209831.2788184;-38.13080360867914
1739209831.2788236;-35.57807855764607
1739209831.278829;-38.13080360867914
1739209831.2788343;-38.13080360867914
1739209831.2788398;-38.13080360867914
1739209831.278845;-45.120503652039325
1739209831.2788506;-45.120503652039325
1739209831.2788558;-45.120503652039325
1739209831.2788613;-35.57807855764607
1739209831.2788668;-38.13080360867914
1739209831.278872;-38.13080360867914
1739209831.2788775;-38.13080360867914
1739209831.2788827;-45.120503652039325
1739209831.2788882;-45.120503652039325
1739209831.2788935;-35.57807855764607
1739209831.278899;-35.57807855764607
1739209831.2789042;-45.120503652039325
1739209831.2789097;-45.120503652039325
1739209831.278915;-38.13080360867914
1739209831.2789204;-45.120503652039325
1739209831.278926;-32.816014438256545
1739209831.2789311;-27.267205301931607
1739209831.2789366;-45.120503652039325
1739209831.2789419;-38.13080360867914
1739209831.2789474;-35.57807855764607
1739209831.2789526;-38.13080360867914
1739209831.278958;-45.120503652039325
1739209831.2789633;-45.120503652039325
1739209831.2789688;-45.120503652039325
1739209831.278974;-32.81601443825658
1739209831.2789795;-35.57807855764607
1739209831.278985;-38.13080360867914
1739209831.2789903;-45.120503652039325
1739209831.2789958;-38.13080360867914
1739209831.279001;-35.57807855764607
1739209831.2790065;-38.13080360867914
1739209831.2790117;-38.13080360867914
1739209831.2790172;-31.141103565318915
1739209831.2790225;-45.120503652039325
1739209831.279028;-45.120503652039325
1739209831.2790332;-45.120503652039325
1739209831.2790387;-35.57807855764607
1739209831.2790442;-38.13080360867914
1739209831.2790494;-38.13080360867914
1739209831.2790549;-35.57807855764607
1739209831.2790601;-38.13080360867914
1739209831.2790656;-38.13080360867914
1739209831.2790709;-38.13080360867914
1739209831.2790763;-45.120503652039325
1739209831.2790816;-45.120503652039325
1739209831.279087;-38.13080360867914
1739209831.2790923;-45.120503652039325
1739209831.2790978;-45.120503652039325
1739209831.2791033;-33.981070128970906
1739209831.2791085;-38.13080360867914
1739209831.279114;-38.13080360867914
1739209831.2791193;-45.120503652039325
1739209831.2791247;-38.13080360867914
1739209831.27913;-38.13080360867914
1739209831.2791355;-45.120503652039325
1739209831.2791407;-45.120503652039325
1739209831.2791462;-45.120503652039325
1739209831.2791514;-29.438486411369333
1739209831.279157;-32.816014438256545
1739209831.2791624;-45.120503652039325
1739209831.2791677;-45.120503652039325
1739209831.2791731;-38.13080360867914
1739209831.2791784;-35.57807855764607
1739209831.2791839;-45.120503652039325
1739209831.279189;-38.13080360867914
1739209831.2791946;-38.13080360867914
1739209831.2791998;-38.13080360867914
1739209831.2792053;-45.120503652039325
1739209831.2792106;-38.13080360867914
1739209831.279216;-45.120503652039325
1739209831.2792215;-38.13080360867914
1739209831.2792268;-38.13080360867914
1739209831.2792323;-38.13080360867914
1739209831.2792375;-38.13080360867914
1739209831.279243;-38.13080360867914
1739209831.2792482;-35.57807855764607
1739209831.2792537;-33.981070128970906
1739209831.279259;-35.57807855764607
1739209831.2792645;-45.120503652039325
1739209831.2792697;-38.13080360867914
1739209831.2792752;-35.57807855764607
1739209831.2792807;-45.120503652039325
1739209831.279286;-38.13080360867914
1739209831.2792914;-38.13080360867914
1739209831.2792966;-38.13080360867914
1739209831.2793021;-45.120503652039325
1739209831.2793074;-45.120503652039325
1739209831.2793128;-45.120503652039325
1739209831.279318;-38.13080360867914
1739209831.2793236;-38.13080360867914
1739209831.2793288;-45.120503652039325
1739209831.2793343;-35.57807855764607
1739209831.2793398;-38.13080360867914
1739209831.279345;-38.13080360867914
1739209831.2793505;-45.120503652039325
1739209831.2793558;-45.120503652039325
1739209831.2793612;-38.13080360867914
1739209831.2793665;-35.57807855764607
1739209831.279372;-35.57807855764607
1739209831.2793772;-45.120503652039325
1739209831.2793827;-45.120503652039325
1739209831.279388;-38.13080360867914
1739209831.2793934;-38.13080360867914
1739209831.2793987;-45.120503652039325
1739209831.2794042;-45.120503652039325
1739209831.2794096;-45.120503652039325
1739209831.279415;-45.120503652039325
1739209831.2794204;-45.120503652039325
1739209831.2794256;-33.981070128970906
1739209831.279431;-38.13080360867914
1739209831.2794363;-38.13080360867914
1739209831.2794418;-45.120503652039325
1739209831.279447;-45.120503652039325
1739209831.2794526;-31.141103565318893
1739209831.2794578;-35.57807855764607
1739209831.2794633;-45.120503652039325
1739209831.2794688;-45.120503652039325
1739209831.279474;-32.816014438256545
1739209831.2794795;-38.13080360867914
1739209831.2794847;-45.120503652039325
1739209831.2794902;-38.13080360867914
1739209831.2794955;-45.120503652039325
1739209831.279501;-45.120503652039325
1739209831.2795062;-45.120503652039325
1739209831.2795117;-45.120503652039325
1739209831.279517;-45.120503652039325
1739209831.2795224;-45.120503652039325
1739209831.279528;-45.120503652039325
1739209831.2795331;-38.13080360867914
1739209831.2795386;-45.120503652039325
1739209831.2795439;-38.13080360867914
1739209831.2795494;-45.120503652039325
1739209831.2795546;-35.57807855764607
1739209831.27956;-32.816014438256545
1739209831.2795653;-38.13080360867914
1739209831.2795708;-32.816014438256545
1739209831.279576;-38.13080360867914
1739209831.2795815;-31.141103565318893
1739209831.279587;-35.57807855764607
1739209831.2795923;-45.120503652039325
1739209831.2795978;-45.120503652039325
1739209831.279603;-38.13080360867914
1739209831.2796085;-38.13080360867914
1739209831.2796137;-45.120503652039325
1739209831.2796192;-38.13080360867914
1739209831.2796245;-38.13080360867914
1739209831.27963;-45.120503652039325
1739209831.2796352;-38.13080360867914
1739209831.2796407;-45.120503652039325
1739209831.2796462;-45.120503652039325
1739209831.2796514;-38.13080360867914
1739209831.279657;-45.120503652039325
1739209831.2796621;-45.120503652039325
1739209831.2796676;-26.991370085610736
1739209831.2796729;-30.49652367304973
1739209831.2796783;-45.120503652039325
1739209831.2796836;-38.13080360867914
1739209831.279689;-31.141103565318893
1739209831.2796943;-32.816014438256545
1739209831.2796998;-45.120503652039325
1739209831.2797053;-38.13080360867914
1739209831.2797105;-45.120503652039325
1739209831.279716;-38.13080360867914
1739209831.2797213;-45.120503652039325
1739209831.2797267;-45.120503652039325
1739209831.279732;-35.57807855764607
1739209831.2797375;-38.13080360867914
1739209831.2797427;-45.120503652039325
1739209831.2797482;-45.120503652039325
1739209831.2797534;-45.120503652039325
1739209831.279759;-45.120503652039325
1739209831.2797644;-45.120503652039325
1739209831.2797697;-45.120503652039325
1739209831.2797751;-45.120503652039325
1739209831.2797804;-45.120503652039325
1739209831.2797859;-38.13080360867914
1739209831.279791;-38.13080360867914
1739209831.2797966;-30.49652367304973
1739209831.2798018;-28.58837851428586
1739209831.2798073;-38.13080360867914
1739209831.2798126;-38.13080360867914
1739209831.279818;-38.13080360867914
1739209831.2798235;-35.57807855764607
1739209831.2798288;-45.120503652039325
1739209831.2798343;-38.13080360867914
1739209831.2798395;-45.120503652039325
1739209831.279845;-38.13080360867914
1739209831.2798502;-32.816014438256545
1739209831.2798557;-38.13080360867914
1739209831.279861;-45.120503652039325
1739209831.2798665;-45.120503652039325
1739209831.2798717;-38.13080360867914
1739209831.2798772;-38.13080360867914
1739209831.2798827;-33.981070128970906
1739209831.279888;-30.49652367304973
1739209831.2798934;-45.120503652039325
1739209831.2798986;-38.13080360867914
1739209831.2799041;-45.120503652039325
1739209831.2799094;-38.13080360867914
1739209831.2799149;-38.13080360867914
1739209831.27992;-45.120503652039325
1739209831.2799256;-38.13080360867914
1739209831.2799308;-45.120503652039325
1739209831.2799363;-45.120503652039325
1739209831.2799418;-45.120503652039325
1739209831.279947;-45.120503652039325
1739209831.2799525;-38.13080360867914
1739209831.2799578;-45.120503652039325
1739209831.2799633;-45.120503652039325
1739209831.2799685;-45.120503652039325
1739209831.279974;-38.13080360867914
1739209831.2799792;-45.120503652039325
1739209831.2799847;-45.120503652039325
1739209831.27999;-32.816014438256545
1739209831.2799954;-38.13080360867914
1739209831.280001;-45.120503652039325
1739209831.2800062;-38.13080360867914
1739209831.2800117;-45.120503652039325
1739209831.280017;-31.141103565318915
