CAN Message; 0x1bb:0000ff6d0755bef3
Timestamp;Amplitude
1739209630.7912843;-45.120503652039325
1739209630.7912898;-38.13080360867914
1739209630.7912955;-45.120503652039325
1739209630.791301;-38.13080360867914
1739209630.7913067;-45.120503652039325
1739209630.7913122;-45.120503652039325
1739209630.791318;-32.816014438256545
1739209630.7913234;-38.13080360867914
1739209630.7913291;-45.120503652039325
1739209630.7913346;-38.13080360867914
1739209630.7913404;-35.57807855764607
1739209630.7913458;-45.120503652039325
1739209630.7913516;-45.120503652039325
1739209630.791357;-38.13080360867914
1739209630.7913628;-45.120503652039325
1739209630.7913682;-45.120503652039325
1739209630.791374;-45.120503652039325
1739209630.7913795;-45.120503652039325
1739209630.7913852;-45.120503652039325
1739209630.7913907;-45.120503652039325
1739209630.7913964;-45.120503652039325
1739209630.791402;-45.120503652039325
1739209630.7914076;-45.120503652039325
1739209630.7914133;-38.13080360867914
1739209630.7914188;-45.120503652039325
1739209630.7914245;-33.981070128970906
1739209630.79143;-35.57807855764607
1739209630.7914357;-45.120503652039325
1739209630.7914412;-38.13080360867914
1739209630.791447;-38.13080360867914
1739209630.7914524;-26.991370085610722
1739209630.7914581;-38.13080360867914
1739209630.7914636;-38.13080360867914
1739209630.7914693;-38.13080360867914
1739209630.7914748;-38.13080360867914
1739209630.7914805;-38.13080360867914
1739209630.791486;-45.120503652039325
1739209630.7914917;-45.120503652039325
1739209630.7914972;-33.981070128970956
1739209630.791503;-45.120503652039325
1739209630.7915084;-45.120503652039325
1739209630.7915142;-45.120503652039325
1739209630.7915199;-45.120503652039325
1739209630.7915254;-33.981070128970906
1739209630.791531;-32.816014438256545
1739209630.7915366;-38.13080360867914
1739209630.7915423;-30.49652367304973
1739209630.7915478;-38.13080360867914
1739209630.7915535;-38.13080360867914
1739209630.791559;-45.120503652039325
1739209630.7915647;-33.981070128970906
1739209630.7915702;-38.13080360867914
1739209630.791576;-38.13080360867914
1739209630.7915814;-45.120503652039325
1739209630.791587;-45.120503652039325
1739209630.7915926;-45.120503652039325
1739209630.7915983;-45.120503652039325
1739209630.7916038;-45.120503652039325
1739209630.7916095;-45.120503652039325
1739209630.791615;-38.13080360867914
1739209630.7916207;-45.120503652039325
1739209630.7916262;-33.981070128970906
1739209630.791632;-35.57807855764607
1739209630.7916374;-38.13080360867914
1739209630.7916431;-45.120503652039325
1739209630.7916489;-38.13080360867914
1739209630.7916543;-38.13080360867914
1739209630.79166;-45.120503652039325
1739209630.7916656;-45.120503652039325
1739209630.7916713;-38.13080360867914
1739209630.7916768;-28.992665084841942
1739209630.7916825;-31.141103565318915
1739209630.791688;-35.57807855764607
1739209630.7916937;-45.120503652039325
1739209630.7916992;-38.13080360867914
1739209630.791705;-45.120503652039325
1739209630.7917104;-45.120503652039325
1739209630.791716;-38.13080360867914
1739209630.7917216;-38.13080360867914
1739209630.7917273;-45.120503652039325
1739209630.7917328;-38.13080360867914
1739209630.7917385;-35.57807855764607
1739209630.791744;-45.120503652039325
1739209630.7917497;-38.13080360867914
1739209630.7917552;-45.120503652039325
1739209630.791761;-45.120503652039325
1739209630.7917666;-38.13080360867914
1739209630.7917721;-38.13080360867914
1739209630.7917778;-38.13080360867914
1739209630.7917833;-38.13080360867914
1739209630.791789;-38.13080360867914
1739209630.7917945;-45.120503652039325
1739209630.7918003;-45.120503652039325
1739209630.7918057;-38.13080360867914
1739209630.7918115;-38.13080360867914
1739209630.791817;-38.13080360867914
1739209630.7918227;-38.13080360867914
1739209630.7918282;-45.120503652039325
1739209630.7918339;-38.13080360867914
1739209630.7918394;-35.57807855764607
1739209630.791845;-38.13080360867914
1739209630.7918506;-38.13080360867914
1739209630.7918563;-38.13080360867914
1739209630.7918618;-45.120503652039325
1739209630.7918675;-45.120503652039325
1739209630.791873;-45.120503652039325
1739209630.7918787;-38.13080360867914
1739209630.7918844;-38.13080360867914
1739209630.79189;-45.120503652039325
1739209630.7918956;-45.120503652039325
1739209630.791901;-38.13080360867914
1739209630.7919068;-38.13080360867914
1739209630.7919123;-45.120503652039325
1739209630.791918;-38.13080360867914
1739209630.7919235;-38.13080360867914
1739209630.7919292;-45.120503652039325
1739209630.7919347;-45.120503652039325
1739209630.7919405;-38.13080360867914
1739209630.791946;-38.13080360867914
1739209630.7919517;-35.57807855764607
1739209630.7919571;-35.57807855764607
1739209630.7919629;-38.13080360867914
1739209630.7919683;-38.13080360867914
1739209630.791974;-38.13080360867914
1739209630.7919796;-45.120503652039325
1739209630.7919853;-45.120503652039325
1739209630.7919908;-35.57807855764607
1739209630.7919965;-38.13080360867914
1739209630.7920022;-45.120503652039325
1739209630.7920077;-38.13080360867914
1739209630.7920134;-38.13080360867914
1739209630.792019;-45.120503652039325
1739209630.7920246;-45.120503652039325
1739209630.79203;-33.981070128970906
1739209630.7920358;-35.57807855764607
1739209630.7920413;-45.120503652039325
1739209630.792047;-45.120503652039325
1739209630.7920525;-38.13080360867914
1739209630.7920582;-38.13080360867914
1739209630.7920637;-35.57807855764607
1739209630.7920694;-45.120503652039325
1739209630.792075;-45.120503652039325
1739209630.7920806;-38.13080360867914
1739209630.7920861;-29.438486411369333
1739209630.7920918;-33.981070128970906
1739209630.7920973;-45.120503652039325
1739209630.792103;-38.13080360867914
1739209630.7921085;-45.120503652039325
1739209630.7921143;-45.120503652039325
1739209630.79212;-45.120503652039325
1739209630.7921255;-45.120503652039325
1739209630.7921312;-33.981070128970956
1739209630.7921367;-45.120503652039325
1739209630.7921424;-38.13080360867914
1739209630.7921479;-38.13080360867914
1739209630.7921536;-38.13080360867914
1739209630.792159;-45.120503652039325
1739209630.7921648;-38.13080360867914
1739209630.7921703;-45.120503652039325
1739209630.792176;-32.816014438256545
1739209630.7921815;-29.438486411369333
1739209630.7921872;-38.13080360867914
1739209630.7921927;-45.120503652039325
1739209630.7921984;-35.57807855764607
1739209630.792204;-38.13080360867914
1739209630.7922096;-45.120503652039325
1739209630.792215;-38.13080360867914
1739209630.7922208;-45.120503652039325
1739209630.7922263;-45.120503652039325
1739209630.792232;-45.120503652039325
1739209630.7922378;-45.120503652039325
1739209630.7922432;-45.120503652039325
1739209630.792249;-38.13080360867914
1739209630.7922544;-35.57807855764607
1739209630.7922602;-45.120503652039325
1739209630.7922657;-45.120503652039325
1739209630.7922714;-45.120503652039325
1739209630.7922769;-45.120503652039325
1739209630.7922826;-45.120503652039325
1739209630.792288;-38.13080360867914
1739209630.7922938;-38.13080360867914
1739209630.7922993;-35.57807855764607
1739209630.792305;-45.120503652039325
1739209630.7923105;-32.816014438256545
1739209630.7923162;-30.49652367304973
1739209630.7923217;-38.13080360867914
1739209630.7923274;-35.57807855764607
1739209630.792333;-38.13080360867914
1739209630.7923386;-38.13080360867914
1739209630.792344;-38.13080360867914
1739209630.7923498;-35.57807855764607
1739209630.7923555;-45.120503652039325
1739209630.792361;-38.13080360867914
1739209630.7923667;-38.13080360867914
1739209630.7923722;-38.13080360867914
1739209630.792378;-45.120503652039325
1739209630.7923834;-45.120503652039325
1739209630.7923892;-38.13080360867914
1739209630.7923946;-38.13080360867914
1739209630.7924004;-38.13080360867914
1739209630.7924058;-32.816014438256545
1739209630.7924116;-45.120503652039325
1739209630.792417;-45.120503652039325
1739209630.7924228;-38.13080360867914
1739209630.7924283;-45.120503652039325
1739209630.792434;-38.13080360867914
1739209630.7924395;-38.13080360867914
1739209630.7924452;-38.13080360867914
1739209630.7924507;-45.120503652039325
1739209630.7924564;-33.981070128970906
1739209630.7924619;-38.13080360867914
1739209630.7924676;-38.13080360867914
1739209630.792473;-33.981070128970906
1739209630.7924788;-33.981070128970906
1739209630.7924845;-45.120503652039325
1739209630.79249;-45.120503652039325
1739209630.7924957;-45.120503652039325
1739209630.7925012;-45.120503652039325
1739209630.792507;-35.57807855764607
1739209630.7925124;-45.120503652039325
1739209630.7925181;-45.120503652039325
1739209630.7925236;-35.57807855764607
1739209630.7925293;-38.13080360867914
1739209630.7925348;-38.13080360867914
1739209630.7925406;-45.120503652039325
1739209630.792546;-45.120503652039325
1739209630.7925518;-38.13080360867914
1739209630.7925572;-45.120503652039325
1739209630.792563;-45.120503652039325
1739209630.7925684;-35.57807855764607
1739209630.7925742;-38.13080360867914
1739209630.7925797;-38.13080360867914
1739209630.7925854;-33.981070128970906
1739209630.7925909;-38.13080360867914
1739209630.7925966;-45.120503652039325
1739209630.7926023;-45.120503652039325
1739209630.7926078;-35.57807855764607
1739209630.7926135;-38.13080360867914
1739209630.792619;-38.13080360867914
1739209630.7926247;-45.120503652039325
1739209630.7926302;-38.13080360867914
1739209630.792636;-33.981070128970906
1739209630.7926414;-38.13080360867914
1739209630.7926471;-38.13080360867914
1739209630.7926526;-35.57807855764607
1739209630.7926583;-45.120503652039325
1739209630.7926638;-38.13080360867914
1739209630.7926695;-45.120503652039325
1739209630.792675;-45.120503652039325
1739209630.7926807;-33.981070128970906
1739209630.7926862;-45.120503652039325
1739209630.792692;-38.13080360867914
1739209630.7926974;-38.13080360867914
1739209630.7927032;-45.120503652039325
1739209630.7927086;-35.57807855764607
1739209630.7927144;-38.13080360867914
1739209630.79272;-38.13080360867914
1739209630.7927256;-31.141103565318915
1739209630.7927313;-32.816014438256545
1739209630.7927368;-38.13080360867914
1739209630.7927425;-32.816014438256545
1739209630.792748;-45.120503652039325
1739209630.7927537;-38.13080360867914
1739209630.7927592;-45.120503652039325
1739209630.792765;-33.981070128970906
1739209630.7927704;-31.141103565318915
1739209630.792776;-38.13080360867914
1739209630.7927816;-38.13080360867914
1739209630.7927873;-45.120503652039325
1739209630.7927928;-38.13080360867914
1739209630.7927985;-38.13080360867914
1739209630.792804;-45.120503652039325
1739209630.7928097;-38.13080360867914
1739209630.7928152;-33.981070128970906
1739209630.792821;-45.120503652039325
1739209630.7928264;-45.120503652039325
1739209630.7928321;-45.120503652039325
1739209630.7928379;-45.120503652039325
1739209630.7928433;-33.981070128970906
1739209630.792849;-45.120503652039325
1739209630.7928545;-38.13080360867914
1739209630.7928603;-38.13080360867914
1739209630.7928658;-38.13080360867914
1739209630.7928715;-38.13080360867914
1739209630.792877;-45.120503652039325
1739209630.7928827;-31.141103565318915
1739209630.7928882;-38.13080360867914
1739209630.792894;-45.120503652039325
1739209630.7928994;-38.13080360867914
1739209630.792905;-29.438486411369347
1739209630.7929106;-45.120503652039325
1739209630.7929163;-38.13080360867914
1739209630.7929218;-33.981070128970906
1739209630.7929275;-31.141103565318915
1739209630.792933;-33.981070128970906
1739209630.7929387;-45.120503652039325
1739209630.7929442;-45.120503652039325
1739209630.79295;-28.992665084841942
1739209630.7929556;-45.120503652039325
1739209630.7929611;-45.120503652039325
1739209630.7929668;-38.13080360867914
1739209630.7929723;-33.981070128970906
1739209630.792978;-45.120503652039325
1739209630.7929835;-45.120503652039325
1739209630.7929893;-45.120503652039325
1739209630.7929947;-31.14110356531892
1739209630.7930005;-38.13080360867914
1739209630.793006;-38.13080360867914
1739209630.7930117;-38.13080360867914
1739209630.7930171;-35.57807855764607
1739209630.7930229;-38.13080360867914
1739209630.7930284;-45.120503652039325
1739209630.793034;-45.120503652039325
1739209630.7930396;-33.981070128970906
1739209630.7930453;-38.13080360867914
1739209630.7930508;-45.120503652039325
1739209630.7930565;-45.120503652039325
1739209630.793062;-45.120503652039325
1739209630.7930677;-38.13080360867914
1739209630.7930732;-38.13080360867914
1739209630.793079;-45.120503652039325
1739209630.7930846;-33.981070128970906
1739209630.79309;-38.13080360867914
1739209630.7930958;-45.120503652039325
1739209630.7931013;-45.120503652039325
1739209630.793107;-33.981070128970906
1739209630.7931125;-45.120503652039325
1739209630.7931182;-38.13080360867914
1739209630.7931237;-45.120503652039325
1739209630.7931294;-38.13080360867914
1739209630.793135;-38.13080360867914
1739209630.7931406;-38.13080360867914
1739209630.7931461;-45.120503652039325
1739209630.7931519;-38.13080360867914
1739209630.7931573;-31.141103565318893
1739209630.793163;-45.120503652039325
1739209630.7931685;-45.120503652039325
1739209630.7931743;-33.981070128970906
1739209630.7931798;-45.120503652039325
1739209630.7931855;-45.120503652039325
1739209630.793191;-45.120503652039325
1739209630.7931967;-45.120503652039325
1739209630.7932024;-38.13080360867914
1739209630.793208;-38.13080360867914
1739209630.7932136;-45.120503652039325
1739209630.793219;-45.120503652039325
1739209630.7932248;-45.120503652039325
1739209630.7932303;-45.120503652039325
1739209630.793236;-45.120503652039325
1739209630.7932415;-33.981070128970906
1739209630.7932472;-38.13080360867914
1739209630.7932527;-45.120503652039325
