CAN Message; 0x1b8:0100ff0a128404b4
1739209710.0161333;-38.13080360867914
1739209710.0161376;-38.13080360867914
1739209710.0161417;-45.120503652039325
1739209710.016146;-26.991370085610722
1739209710.01615;-38.13080360867914
1739209710.0161543;-38.13080360867914
1739209710.0161583;-38.13080360867914
1739209710.0161626;-35.57807855764607
1739209710.0161667;-38.13080360867914
1739209710.016171;-45.120503652039325
1739209710.016175;-45.120503652039325
1739209710.016179;-45.120503652039325
1739209710.0161834;-45.120503652039325
1739209710.0161874;-38.13080360867914
1739209710.0161917;-45.120503652039325
1739209710.0161958;-45.120503652039325
1739209710.0162;-45.120503652039325
1739209710.016204;-38.13080360867914
1739209710.0162084;-32.816014438256545
1739209710.0162125;-38.13080360867914
1739209710.0162165;-45.120503652039325
1739209710.0162208;-38.13080360867914
1739209710.0162249;-45.120503652039325
1739209710.0162292;-45.120503652039325
1739209710.0162332;-38.13080360867914
1739209710.0162375;-35.57807855764607
1739209710.0162416;-45.120503652039325
1739209710.0162458;-28.21854285175415
1739209710.01625;-29.438486411369333
1739209710.016254;-45.120503652039325
1739209710.0162582;-38.13080360867914
1739209710.0162623;-32.816014438256545
1739209710.0162666;-35.57807855764607
1739209710.0162706;-45.120503652039325
1739209710.016275;-45.120503652039325
1739209710.016279;-45.120503652039325
1739209710.0162833;-45.120503652039325
1739209710.0162873;-45.120503652039325
1739209710.0162914;-45.120503652039325
1739209710.0162957;-38.13080360867914
1739209710.0162997;-33.981070128970906
1739209710.016304;-38.13080360867914
1739209710.016308;-45.120503652039325
1739209710.0163124;-31.141103565318893
1739209710.0163164;-29.438486411369333
1739209710.0163207;-45.120503652039325
1739209710.0163248;-38.13080360867914
1739209710.016329;-38.13080360867914
1739209710.016333;-38.13080360867914
1739209710.0163372;-45.120503652039325
1739209710.0163414;-38.13080360867914
1739209710.0163455;-38.13080360867914
1739209710.0163498;-38.13080360867914
1739209710.0163538;-38.13080360867914
1739209710.0163581;-45.120503652039325
1739209710.0163622;-38.13080360867914
1739209710.0163665;-35.57807855764607
1739209710.0163705;-45.120503652039325
1739209710.0163746;-38.13080360867914
1739209710.0163789;-45.120503652039325
1739209710.016383;-45.120503652039325
1739209710.0163872;-38.13080360867914
1739209710.0163913;-45.120503652039325
1739209710.0163956;-35.57807855764607
1739209710.0163996;-45.120503652039325
1739209710.016404;-38.13080360867914
1739209710.016408;-45.120503652039325
1739209710.016412;-33.981070128970906
1739209710.0164163;-38.13080360867914
1739209710.0164204;-35.57807855764607
1739209710.0164247;-32.816014438256545
1739209710.0164287;-38.13080360867914
1739209710.016433;-38.13080360867914
1739209710.016437;-45.120503652039325
1739209710.0164413;-33.981070128970906
1739209710.0164454;-45.120503652039325
1739209710.0164495;-45.120503652039325
1739209710.0164537;-45.120503652039325
1739209710.0164578;-45.120503652039325
1739209710.016462;-38.13080360867914
1739209710.0164661;-38.13080360867914
1739209710.0164704;-45.120503652039325
1739209710.0164745;-38.13080360867914
1739209710.0164788;-38.13080360867914
1739209710.0164828;-38.13080360867914
1739209710.0164871;-38.13080360867914
1739209710.0164912;-38.13080360867914
1739209710.0164952;-33.981070128970906
1739209710.0164995;-38.13080360867914
1739209710.0165036;-38.13080360867914
1739209710.0165079;-38.13080360867914
1739209710.016512;-38.13080360867914
1739209710.0165162;-33.981070128970906
1739209710.0165203;-45.120503652039325
1739209710.0165246;-45.120503652039325
1739209710.0165286;-38.13080360867914
1739209710.0165327;-35.57807855764607
1739209710.016537;-38.13080360867914
1739209710.016541;-45.120503652039325
1739209710.0165453;-45.120503652039325
1739209710.0165493;-33.981070128970906
1739209710.0165536;-38.13080360867914
1739209710.0165577;-38.13080360867914
1739209710.016562;-38.13080360867914
1739209710.016566;-45.120503652039325
1739209710.01657;-35.57807855764607
1739209710.0165744;-38.13080360867914
1739209710.0165784;-45.120503652039325
1739209710.0165827;-38.13080360867914
1739209710.0165868;-38.13080360867914
1739209710.016591;-45.120503652039325
1739209710.0165951;-38.13080360867914
1739209710.0165994;-35.57807855764607
1739209710.0166035;-38.13080360867914
1739209710.0166075;-33.981070128970906
1739209710.0166118;-38.13080360867914
1739209710.0166159;-38.13080360867914
1739209710.0166202;-38.13080360867914
1739209710.0166242;-45.120503652039325
1739209710.0166285;-45.120503652039325
1739209710.0166326;-33.981070128970906
1739209710.0166368;-38.13080360867914
1739209710.016641;-38.13080360867914
1739209710.016645;-45.120503652039325
1739209710.0166492;-33.981070128970906
1739209710.0166533;-38.13080360867914
1739209710.0166576;-45.120503652039325
1739209710.0166616;-45.120503652039325
1739209710.016666;-45.120503652039325
1739209710.01667;-45.120503652039325
1739209710.0166743;-45.120503652039325
1739209710.0166783;-38.13080360867914
1739209710.0166826;-33.981070128970906
1739209710.0166867;-33.981070128970906
1739209710.0166907;-45.120503652039325
1739209710.016695;-38.13080360867914
1739209710.016699;-32.816014438256545
1739209710.0167034;-45.120503652039325
1739209710.0167074;-45.120503652039325
1739209710.0167117;-33.981070128970906
1739209710.0167158;-33.981070128970906
1739209710.01672;-31.14110356531892
1739209710.016724;-38.13080360867914
1739209710.0167282;-33.981070128970906
1739209710.0167325;-38.13080360867914
1739209710.0167365;-38.13080360867914
1739209710.0167408;-38.13080360867914
1739209710.0167449;-38.13080360867914
1739209710.0167491;-38.13080360867914
1739209710.0167532;-32.816014438256545
1739209710.0167575;-35.57807855764607
1739209710.0167615;-38.13080360867914
1739209710.0167656;-38.13080360867914
1739209710.01677;-38.13080360867914
1739209710.016774;-38.13080360867914
1739209710.0167782;-45.120503652039325
1739209710.0167823;-45.120503652039325
1739209710.0167866;-33.981070128970906
1739209710.0167906;-45.120503652039325
1739209710.016795;-38.13080360867914
1739209710.016799;-38.13080360867914
1739209710.016803;-33.981070128970906
1739209710.0168073;-38.13080360867914
1739209710.0168114;-38.13080360867914
1739209710.0168157;-38.13080360867914
1739209710.0168197;-33.981070128970956
1739209710.016824;-38.13080360867914
1739209710.016828;-35.57807855764607
1739209710.0168324;-45.120503652039325
1739209710.0168364;-38.13080360867914
1739209710.0168407;-35.57807855764607
1739209710.0168447;-45.120503652039325
1739209710.0168488;-38.13080360867914
1739209710.016853;-30.49652367304973
1739209710.0168571;-45.120503652039325
1739209710.0168614;-45.120503652039325
1739209710.0168655;-38.13080360867914
1739209710.0168698;-45.120503652039325
1739209710.0168738;-45.120503652039325
1739209710.0168781;-38.13080360867914
1739209710.0168822;-38.13080360867914
1739209710.0168862;-38.13080360867914
1739209710.0168905;-45.120503652039325
1739209710.0168946;-32.816014438256545
1739209710.0168989;-38.13080360867914
1739209710.016903;-45.120503652039325
1739209710.0169072;-38.13080360867914
1739209710.0169113;-33.981070128970906
1739209710.0169156;-35.57807855764607
1739209710.0169196;-45.120503652039325
1739209710.0169237;-38.13080360867914
1739209710.016928;-35.57807855764607
1739209710.016932;-38.13080360867914
1739209710.0169363;-45.120503652039325
1739209710.0169404;-38.13080360867914
1739209710.0169446;-45.120503652039325
1739209710.0169487;-45.120503652039325
1739209710.016953;-32.816014438256545
1739209710.016957;-38.13080360867914
1739209710.016961;-45.120503652039325
1739209710.0169654;-45.120503652039325
1739209710.0169694;-33.981070128970906
1739209710.0169737;-45.120503652039325
1739209710.0169778;-45.120503652039325
1739209710.016982;-45.120503652039325
1739209710.0169861;-45.120503652039325
1739209710.0169904;-38.13080360867914
1739209710.0169945;-38.13080360867914
1739209710.0169988;-45.120503652039325
1739209710.0170028;-38.13080360867914
1739209710.0170069;-33.981070128970906
1739209710.0170112;-45.120503652039325
1739209710.0170152;-45.120503652039325
1739209710.0170195;-35.57807855764607
1739209710.0170236;-38.13080360867914
1739209710.0170279;-45.120503652039325
1739209710.017032;-45.120503652039325
1739209710.0170362;-45.120503652039325
1739209710.0170403;-45.120503652039325
1739209710.0170443;-38.13080360867914
1739209710.0170486;-38.13080360867914
1739209710.0170527;-38.13080360867914
1739209710.017057;-45.120503652039325
1739209710.017061;-32.816014438256545
1739209710.0170653;-38.13080360867914
1739209710.0170693;-35.57807855764607
1739209710.0170736;-38.13080360867914
1739209710.0170777;-38.13080360867914
1739209710.0170817;-35.57807855764607
1739209710.017086;-38.13080360867914
1739209710.01709;-32.816014438256545
1739209710.0170944;-38.13080360867914
1739209710.0170984;-38.13080360867914
1739209710.0171027;-45.120503652039325
1739209710.0171068;-45.120503652039325
1739209710.017111;-38.13080360867914
1739209710.017115;-35.57807855764607
1739209710.0171192;-38.13080360867914
1739209710.0171235;-38.13080360867914
1739209710.0171275;-45.120503652039325
1739209710.0171318;-45.120503652039325
1739209710.0171359;-38.13080360867914
1739209710.0171402;-45.120503652039325
1739209710.0171442;-45.120503652039325
1739209710.0171485;-45.120503652039325
1739209710.0171525;-35.57807855764607
1739209710.0171568;-35.57807855764607
1739209710.017161;-45.120503652039325
1739209710.017165;-35.57807855764607
1739209710.0171692;-35.57807855764607
1739209710.0171733;-33.981070128970906
1739209710.0171776;-45.120503652039325
1739209710.0171816;-38.13080360867914
1739209710.017186;-38.13080360867914
1739209710.01719;-38.13080360867914
1739209710.0171943;-38.13080360867914
1739209710.0171983;-45.120503652039325
1739209710.0172024;-45.120503652039325
1739209710.0172067;-45.120503652039325
1739209710.0172107;-45.120503652039325
1739209710.017215;-45.120503652039325
1739209710.017219;-38.13080360867914
1739209710.0172234;-38.13080360867914
1739209710.0172274;-38.13080360867914
1739209710.0172317;-45.120503652039325
1739209710.0172358;-38.13080360867914
1739209710.0172398;-33.981070128970906
1739209710.017244;-38.13080360867914
1739209710.0172482;-38.13080360867914
1739209710.0172524;-45.120503652039325
1739209710.0172565;-28.992665084841942
1739209710.0172608;-35.57807855764607
1739209710.0172648;-38.13080360867914
1739209710.0172691;-38.13080360867914
1739209710.0172732;-33.981070128970906
1739209710.0172772;-38.13080360867914
1739209710.0172815;-45.120503652039325
1739209710.0172856;-38.13080360867914
1739209710.0172899;-32.81601443825658
1739209710.017294;-45.120503652039325
1739209710.0172982;-45.120503652039325
1739209710.0173023;-38.13080360867914
1739209710.0173066;-45.120503652039325
1739209710.0173106;-45.120503652039325
1739209710.017315;-45.120503652039325
1739209710.017319;-38.13080360867914
1739209710.017323;-33.981070128970906
1739209710.0173273;-38.13080360867914
1739209710.0173314;-38.13080360867914
1739209710.0173357;-38.13080360867914
1739209710.0173397;-33.981070128970906
1739209710.017344;-38.13080360867914
1739209710.017348;-38.13080360867914
1739209710.0173523;-38.13080360867914
1739209710.0173564;-38.13080360867914
1739209710.0173604;-45.120503652039325
1739209710.0173647;-45.120503652039325
1739209710.0173688;-45.120503652039325
1739209710.017373;-45.120503652039325
1739209710.0173771;-45.120503652039325
1739209710.0173814;-38.13080360867914
1739209710.0173855;-38.13080360867914
1739209710.0173898;-33.981070128970906
1739209710.0173938;-38.13080360867914
1739209710.0173979;-45.120503652039325
1739209710.0174022;-45.120503652039325
1739209710.0174062;-38.13080360867914
1739209710.0174105;-45.120503652039325
1739209710.0174146;-38.13080360867914
1739209710.0174189;-45.120503652039325
1739209710.017423;-31.141103565318915
1739209710.0174272;-31.141103565318915
1739209710.0174313;-35.57807855764607
1739209710.0174353;-45.120503652039325
1739209710.0174396;-45.120503652039325
1739209710.0174437;-32.816014438256545
1739209710.017448;-33.981070128970906
1739209710.017452;-38.13080360867914
1739209710.0174563;-33.981070128970906
1739209710.0174603;-33.981070128970906
1739209710.0174646;-45.120503652039325
1739209710.0174687;-45.120503652039325
1739209710.017473;-38.13080360867914
1739209710.017477;-38.13080360867914
1739209710.017481;-45.120503652039325
1739209710.0174854;-45.120503652039325
1739209710.0174894;-45.120503652039325
1739209710.0174937;-38.13080360867914
1739209710.0174978;-35.57807855764607
1739209710.017502;-45.120503652039325
1739209710.0175061;-38.13080360867914
1739209710.0175104;-38.13080360867914
1739209710.0175145;-38.13080360867914
1739209710.0175185;-35.57807855764607
1739209710.0175228;-33.981070128970906
1739209710.0175269;-33.981070128970906
1739209710.0175312;-38.13080360867914
1739209710.0175352;-38.13080360867914
1739209710.0175395;-38.13080360867914
1739209710.0175436;-38.13080360867914
1739209710.0175478;-45.120503652039325
1739209710.017552;-38.13080360867914
1739209710.017556;-33.981070128970906
1739209710.0175602;-45.120503652039325
1739209710.0175643;-45.120503652039325
1739209710.0175686;-35.57807855764607
1739209710.0175726;-35.57807855764607
1739209710.017577;-45.120503652039325
1739209710.017581;-45.120503652039325
1739209710.0175853;-45.120503652039325
1739209710.0175893;-38.13080360867914
1739209710.0175934;-38.13080360867914
1739209710.0175977;-38.13080360867914
1739209710.0176017;-38.13080360867914
1739209710.017606;-45.120503652039325
1739209710.01761;-35.57807855764607
1739209710.0176144;-35.57807855764607
1739209710.0176184;-35.57807855764607
1739209710.0176227;-35.57807855764607
1739209710.0176268;-38.13080360867914
1739209710.017631;-45.120503652039325
1739209710.017635;-38.13080360867914
1739209710.0176392;-38.13080360867914
1739209710.0176435;-38.13080360867914
1739209710.0176475;-38.13080360867914
1739209710.0176518;-45.120503652039325
1739209710.0176558;-45.120503652039325
1739209710.0176601;-45.120503652039325
1739209710.0176642;-45.120503652039325
1739209710.0176685;-45.120503652039325
1739209710.0176725;-38.13080360867914
1739209710.0176766;-33.981070128970906
1739209710.017681;-38.13080360867914
1739209710.017685;-38.13080360867914
1739209710.0176892;-45.120503652039325
1739209710.0176933;-35.57807855764607
1739209710.0176976;-32.816014438256545
1739209710.0177016;-38.13080360867914
1739209710.017706;-38.13080360867914
1739209710.01771;-38.13080360867914
1739209710.017714;-35.57807855764607
1739209710.0177183;-45.120503652039325
1739209710.0177224;-45.120503652039325
1739209710.0177267;-45.120503652039325
1739209710.0177307;-45.120503652039325
1739209710.017735;-38.13080360867914
1739209710.017739;-38.13080360867914
1739209710.0177433;-33.981070128970906
1739209710.0177474;-45.120503652039325
1739209710.0177515;-38.13080360867914
1739209710.0177557;-45.120503652039325
1739209710.0177598;-35.57807855764607
1739209710.017764;-32.816014438256545
1739209710.0177681;-45.120503652039325
1739209710.0177724;-45.120503652039325
1739209710.0177765;-35.57807855764607
1739209710.0177808;-35.57807855764607
1739209710.0177848;-45.120503652039325
1739209710.017789;-45.120503652039325
1739209710.0177932;-45.120503652039325
1739209710.0177972;-45.120503652039325
1739209710.0178015;-35.57807855764607
1739209710.0178056;-35.57807855764607
1739209710.0178099;-45.120503652039325
1739209710.017814;-45.120503652039325
1739209710.0178182;-32.816014438256545
1739209710.0178223;-35.57807855764607
1739209710.0178266;-45.120503652039325
1739209710.0178306;-45.120503652039325
1739209710.0178347;-32.816014438256545
1739209710.017839;-45.120503652039325
1739209710.017843;-35.57807855764607
1739209710.0178473;-38.13080360867914
1739209710.0178514;-35.57807855764607
1739209710.0178556;-38.13080360867914
1739209710.0178597;-38.13080360867914
1739209710.017864;-35.57807855764607
1739209710.017868;-45.120503652039325
1739209710.017872;-45.120503652039325
1739209710.0178764;-45.120503652039325
1739209710.0178804;-38.13080360867914
1739209710.0178847;-38.13080360867914
1739209710.0178888;-38.13080360867914
1739209710.017893;-45.120503652039325
1739209710.0178971;-33.981070128970956
1739209710.0179014;-45.120503652039325
1739209710.0179055;-38.13080360867914
1739209710.0179095;-45.120503652039325
1739209710.0179138;-45.120503652039325
1739209710.0179179;-45.120503652039325
1739209710.0179222;-45.120503652039325
1739209710.0179262;-35.57807855764607
1739209710.0179305;-26.487275050834715
1739209710.0179346;-45.120503652039325
1739209710.0179389;-45.120503652039325
1739209710.017943;-38.13080360867914
1739209710.017947;-32.816014438256545
1739209710.0179513;-45.120503652039325
1739209710.0179553;-45.120503652039325
1739209710.0179596;-45.120503652039325
1739209710.0179636;-35.57807855764607
1739209710.017968;-38.13080360867914
1739209710.017972;-45.120503652039325
1739209710.0179763;-33.981070128970906
1739209710.0179803;-45.120503652039325
1739209710.0179846;-38.13080360867914
1739209710.0179887;-45.120503652039325
1739209710.0179927;-35.57807855764607
1739209710.017997;-28.58837851428586
1739209710.018001;-45.120503652039325
1739209710.0180054;-45.120503652039325
1739209710.0180094;-38.13080360867914
1739209710.0180137;-31.141103565318915
1739209710.0180178;-45.120503652039325
1739209710.018022;-38.13080360867914
1739209710.018026;-38.13080360867914
1739209710.0180302;-35.57807855764607
1739209710.0180345;-38.13080360867914
1739209710.0180385;-45.120503652039325
1739209710.0180428;-38.13080360867914
1739209710.0180469;-45.120503652039325
1739209710.0180511;-45.120503652039325
1739209710.0180552;-45.120503652039325
1739209710.0180595;-45.120503652039325
1739209710.0180635;-33.981070128970906
1739209710.0180676;-45.120503652039325
1739209710.018072;-45.120503652039325
1739209710.018076;-45.120503652039325
1739209710.0180802;-45.120503652039325
1739209710.0180843;-35.57807855764607
1739209710.0180886;-38.13080360867914
1739209710.0180926;-38.13080360867914
1739209710.018097;-33.981070128970906
1739209710.018101;-38.13080360867914
1739209710.018105;-38.13080360867914
1739209710.0181093;-45.120503652039325
1739209710.0181134;-45.120503652039325
1739209710.0181177;-35.57807855764607
1739209710.0181217;-38.13080360867914
1739209710.018126;-38.13080360867914
1739209710.01813;-30.49652367304973
1739209710.0181344;-38.13080360867914
1739209710.0181384;-33.981070128970906
1739209710.0181427;-38.13080360867914
1739209710.0181468;-38.13080360867914
1739209710.0181508;-45.120503652039325
1739209710.018155;-38.13080360867914
1739209710.0181592;-33.981070128970906
1739209710.0181634;-33.981070128970906
1739209710.0181675;-38.13080360867914
1739209710.0181718;-38.13080360867914
1739209710.0181758;-38.13080360867914
1739209710.0181801;-33.981070128970906
1739209710.0181842;-38.13080360867914
1739209710.0181882;-45.120503652039325
1739209710.0181925;-32.816014438256545
1739209710.0181966;-32.816014438256545
1739209710.0182009;-38.13080360867914
1739209710.018205;-38.13080360867914
1739209710.0182092;-38.13080360867914
1739209710.0182133;-33.981070128970906
1739209710.0182176;-38.13080360867914
1739209710.0182216;-45.120503652039325
1739209710.0182257;-38.13080360867914
1739209710.01823;-38.13080360867914
1739209710.018234;-45.120503652039325
1739209710.0182383;-38.13080360867914
1739209710.0182424;-35.57807855764607
1739209710.0182467;-33.981070128970906
1739209710.0182507;-38.13080360867914
1739209710.018255;-33.981070128970906
1739209710.018259;-45.120503652039325
1739209710.018263;-38.13080360867914
1739209710.0182674;-35.57807855764607
1739209710.0182714;-35.57807855764607
1739209710.0182757;-45.120503652039325
1739209710.0182798;-45.120503652039325
1739209710.018284;-29.438486411369333
1739209710.0182881;-38.13080360867914
1739209710.0182924;-45.120503652039325
1739209710.0182965;-38.13080360867914
1739209710.0183008;-38.13080360867914
1739209710.0183048;-33.981070128970906
1739209710.0183089;-38.13080360867914
1739209710.0183132;-45.120503652039325
1739209710.0183172;-45.120503652039325
1739209710.0183215;-38.13080360867914
1739209710.0183256;-45.120503652039325
1739209710.0183299;-45.120503652039325
1739209710.018334;-45.120503652039325
1739209710.0183382;-45.120503652039325
1739209710.0183423;-38.13080360867914
1739209710.0183463;-35.57807855764607
1739209710.0183506;-45.120503652039325
1739209710.0183547;-45.120503652039325
1739209710.018359;-35.57807855764607
1739209710.018363;-38.13080360867914
1739209710.0183673;-45.120503652039325
1739209710.0183713;-45.120503652039325
1739209710.0183756;-33.981070128970906
1739209710.0183797;-38.13080360867914
1739209710.0183837;-38.13080360867914
1739209710.018388;-45.120503652039325
1739209710.018392;-45.120503652039325
1739209710.0183964;-45.120503652039325
1739209710.0184004;-45.120503652039325
1739209710.0184047;-45.120503652039325
1739209710.0184088;-35.57807855764607
1739209710.018413;-35.57807855764607
1739209710.0184171;-38.13080360867914
1739209710.0184212;-45.120503652039325
1739209710.0184255;-45.120503652039325
1739209710.0184295;-45.120503652039325
1739209710.0184338;-35.57807855764607
1739209710.0184379;-38.13080360867914
1739209710.0184422;-45.120503652039325
1739209710.0184462;-45.120503652039325
1739209710.0184505;-38.13080360867914
1739209710.0184546;-33.981070128970906
1739209710.0184588;-45.120503652039325
1739209710.018463;-38.13080360867914
1739209710.018467;-45.120503652039325
1739209710.0184712;-45.120503652039325
1739209710.0184753;-35.57807855764607
1739209710.0184796;-38.13080360867914
1739209710.0184836;-38.13080360867914
1739209710.018488;-45.120503652039325
1739209710.018492;-45.120503652039325
1739209710.0184963;-45.120503652039325
1739209710.0185003;-35.57807855764607
1739209710.0185044;-38.13080360867914
1739209710.0185087;-38.13080360867914
1739209710.0185127;-35.57807855764607
1739209710.018517;-35.57807855764607
1739209710.018521;-35.57807855764607
1739209710.0185254;-38.13080360867914
1739209710.0185294;-38.13080360867914
1739209710.0185337;-38.13080360867914
1739209710.0185378;-38.13080360867914
1739209710.0185418;-38.13080360867914
1739209710.018546;-45.120503652039325
1739209710.0185502;-45.120503652039325
1739209710.0185544;-45.120503652039325
1739209710.0185585;-45.120503652039325
1739209710.0185628;-38.13080360867914
1739209710.0185668;-45.120503652039325
1739209710.0185711;-38.13080360867914
1739209710.0185752;-38.13080360867914
1739209710.0185792;-38.13080360867914
1739209710.0185835;-38.13080360867914
1739209710.0185876;-45.120503652039325
1739209710.018592;-38.13080360867914
1739209710.018596;-38.13080360867914
1739209710.0186002;-31.141103565318915
1739209710.0186043;-28.21854285175415
1739209710.0186086;-38.13080360867914
1739209710.0186126;-35.57807855764607
1739209710.018617;-45.120503652039325
1739209710.018621;-38.13080360867914
1739209710.018625;-35.57807855764607
1739209710.0186293;-35.57807855764607
1739209710.0186334;-45.120503652039325
1739209710.0186377;-45.120503652039325
1739209710.0186417;-38.13080360867914
1739209710.018646;-45.120503652039325
1739209710.01865;-45.120503652039325
1739209710.0186543;-45.120503652039325
1739209710.0186584;-45.120503652039325
1739209710.0186625;-45.120503652039325
1739209710.0186667;-35.57807855764607
1739209710.0186708;-28.992665084841942
1739209710.018675;-45.120503652039325
1739209710.0186791;-45.120503652039325
1739209710.0186834;-38.13080360867914
1739209710.0186875;-38.13080360867914
1739209710.0186918;-35.57807855764607
1739209710.0186958;-35.57807855764607
1739209710.0187;-45.120503652039325
1739209710.0187042;-33.981070128970906
1739209710.0187082;-38.13080360867914
1739209710.0187125;-45.120503652039325
1739209710.0187166;-45.120503652039325
1739209710.0187209;-45.120503652039325
1739209710.018725;-45.120503652039325
1739209710.0187292;-45.120503652039325
1739209710.0187333;-38.13080360867914
1739209710.0187373;-38.13080360867914
1739209710.0187416;-45.120503652039325
1739209710.0187457;-38.13080360867914
1739209710.01875;-45.120503652039325
1739209710.018754;-45.120503652039325
1739209710.0187583;-45.120503652039325
1739209710.0187624;-45.120503652039325
1739209710.0187666;-38.13080360867914
1739209710.0187707;-28.992665084841942
1739209710.018775;-38.13080360867914
1739209710.018779;-38.13080360867914
1739209710.018783;-45.120503652039325
1739209710.0187874;-45.120503652039325
1739209710.0187914;-33.981070128970906
1739209710.0187957;-38.13080360867914
1739209710.0187998;-45.120503652039325
1739209710.018804;-33.981070128970956
1739209710.0188081;-38.13080360867914
1739209710.0188124;-33.981070128970906
1739209710.0188165;-45.120503652039325
1739209710.0188205;-45.120503652039325
1739209710.0188248;-38.13080360867914
1739209710.0188289;-45.120503652039325
1739209710.0188332;-38.13080360867914
1739209710.0188372;-33.981070128970906
1739209710.0188415;-38.13080360867914
