CAN Message; 0x150:05009beb2aeda76a
1739209800.1272495;-26.991370085610736
1739209800.1272511;-38.13080360867914
1739209800.127253;-45.120503652039325
1739209800.127255;-38.13080360867914
1739209800.1272566;-38.13080360867914
1739209800.1272585;-38.13080360867914
1739209800.1272604;-38.13080360867914
1739209800.127262;-45.120503652039325
1739209800.127264;-45.120503652039325
1739209800.127266;-45.120503652039325
1739209800.1272676;-45.120503652039325
1739209800.1272695;-45.120503652039325
1739209800.1272714;-38.13080360867914
1739209800.127273;-38.13080360867914
1739209800.127275;-45.120503652039325
1739209800.127277;-35.57807855764607
1739209800.1272786;-35.57807855764607
1739209800.1272805;-38.13080360867914
1739209800.1272824;-35.57807855764607
1739209800.127284;-38.13080360867914
1739209800.127286;-45.120503652039325
1739209800.1272879;-38.13080360867914
1739209800.1272895;-38.13080360867914
1739209800.1272914;-33.981070128970906
1739209800.1272933;-32.816014438256545
1739209800.127295;-45.120503652039325
1739209800.127297;-45.120503652039325
1739209800.1272988;-45.120503652039325
1739209800.1273005;-35.57807855764607
1739209800.1273024;-45.120503652039325
1739209800.1273043;-38.13080360867914
1739209800.127306;-45.120503652039325
1739209800.127308;-45.120503652039325
1739209800.1273098;-35.57807855764607
1739209800.1273115;-38.13080360867914
1739209800.1273134;-45.120503652039325
1739209800.1273153;-45.120503652039325
1739209800.127317;-38.13080360867914
1739209800.1273189;-38.13080360867914
1739209800.1273208;-38.13080360867914
1739209800.1273224;-45.120503652039325
1739209800.1273243;-38.13080360867914
1739209800.1273263;-35.57807855764607
1739209800.127328;-38.13080360867914
1739209800.1273298;-45.120503652039325
1739209800.1273317;-38.13080360867914
1739209800.1273334;-35.57807855764607
1739209800.1273353;-38.13080360867914
1739209800.1273372;-45.120503652039325
1739209800.127339;-38.13080360867914
1739209800.1273408;-35.57807855764607
1739209800.1273427;-38.13080360867914
1739209800.1273444;-45.120503652039325
1739209800.1273463;-38.13080360867914
1739209800.1273482;-38.13080360867914
1739209800.1273499;-38.13080360867914
1739209800.1273518;-38.13080360867914
1739209800.1273537;-33.981070128970906
1739209800.1273553;-38.13080360867914
1739209800.1273572;-38.13080360867914
1739209800.1273592;-45.120503652039325
1739209800.1273608;-45.120503652039325
1739209800.1273627;-35.57807855764607
1739209800.1273646;-38.13080360867914
1739209800.1273663;-45.120503652039325
1739209800.1273682;-38.13080360867914
1739209800.12737;-45.120503652039325
1739209800.1273718;-45.120503652039325
1739209800.1273737;-38.13080360867914
1739209800.1273756;-33.981070128970906
1739209800.1273773;-35.57807855764607
1739209800.1273792;-45.120503652039325
1739209800.127381;-45.120503652039325
1739209800.1273828;-38.13080360867914
1739209800.1273847;-45.120503652039325
1739209800.1273866;-38.13080360867914
1739209800.1273882;-38.13080360867914
1739209800.1273901;-33.981070128970906
1739209800.127392;-45.120503652039325
1739209800.1273937;-38.13080360867914
1739209800.1273956;-45.120503652039325
1739209800.1273975;-45.120503652039325
1739209800.1273992;-45.120503652039325
1739209800.127401;-38.13080360867914
1739209800.127403;-38.13080360867914
1739209800.1274047;-45.120503652039325
1739209800.1274066;-45.120503652039325
1739209800.1274085;-38.13080360867914
1739209800.1274102;-45.120503652039325
1739209800.127412;-33.981070128970906
1739209800.127414;-45.120503652039325
1739209800.1274157;-38.13080360867914
1739209800.1274176;-35.57807855764607
1739209800.1274195;-35.57807855764607
1739209800.1274211;-45.120503652039325
1739209800.127423;-45.120503652039325
1739209800.127425;-38.13080360867914
1739209800.1274266;-33.981070128970906
1739209800.1274285;-38.13080360867914
1739209800.1274304;-38.13080360867914
1739209800.127432;-45.120503652039325
1739209800.127434;-45.120503652039325
1739209800.127436;-35.57807855764607
1739209800.1274376;-45.120503652039325
1739209800.1274395;-45.120503652039325
1739209800.1274414;-28.992665084841942
1739209800.127443;-38.13080360867914
1739209800.127445;-45.120503652039325
1739209800.127447;-45.120503652039325
1739209800.1274486;-38.13080360867914
1739209800.1274505;-45.120503652039325
1739209800.1274524;-45.120503652039325
1739209800.127454;-45.120503652039325
1739209800.127456;-35.57807855764607
1739209800.1274579;-45.120503652039325
1739209800.1274595;-38.13080360867914
1739209800.1274614;-45.120503652039325
1739209800.1274633;-45.120503652039325
1739209800.127465;-38.13080360867914
1739209800.127467;-38.13080360867914
1739209800.1274688;-45.120503652039325
1739209800.1274705;-25.826314394896357
1739209800.1274724;-32.816014438256545
1739209800.1274743;-38.13080360867914
1739209800.1274762;-45.120503652039325
1739209800.127478;-38.13080360867914
1739209800.1274798;-35.57807855764607
1739209800.1274817;-38.13080360867914
1739209800.1274834;-45.120503652039325
1739209800.1274853;-35.57807855764607
1739209800.1274872;-33.981070128970906
1739209800.1274889;-33.981070128970906
1739209800.1274908;-45.120503652039325
1739209800.1274927;-38.13080360867914
1739209800.1274943;-38.13080360867914
1739209800.1274962;-38.13080360867914
1739209800.1274981;-45.120503652039325
1739209800.1274998;-33.981070128970906
1739209800.1275017;-35.57807855764607
1739209800.1275036;-38.13080360867914
1739209800.1275053;-35.57807855764607
1739209800.1275072;-45.120503652039325
1739209800.127509;-45.120503652039325
1739209800.1275108;-45.120503652039325
1739209800.1275127;-45.120503652039325
1739209800.1275146;-31.141103565318915
1739209800.1275163;-33.981070128970906
1739209800.1275182;-45.120503652039325
1739209800.12752;-45.120503652039325
1739209800.1275218;-33.981070128970906
1739209800.1275237;-38.13080360867914
1739209800.1275256;-45.120503652039325
1739209800.1275272;-35.57807855764607
1739209800.1275291;-45.120503652039325
1739209800.127531;-38.13080360867914
1739209800.1275327;-33.981070128970906
1739209800.1275346;-38.13080360867914
1739209800.1275365;-38.13080360867914
1739209800.1275382;-38.13080360867914
1739209800.12754;-38.13080360867914
1739209800.127542;-38.13080360867914
1739209800.1275437;-30.49652367304973
1739209800.1275456;-30.49652367304973
1739209800.1275475;-38.13080360867914
1739209800.1275492;-35.57807855764607
1739209800.127551;-38.13080360867914
1739209800.127553;-45.120503652039325
1739209800.1275547;-45.120503652039325
1739209800.1275566;-35.57807855764607
1739209800.1275585;-45.120503652039325
1739209800.1275601;-38.13080360867914
1739209800.127562;-35.57807855764607
1739209800.127564;-45.120503652039325
1739209800.1275656;-45.120503652039325
1739209800.1275675;-45.120503652039325
1739209800.1275694;-38.13080360867914
1739209800.127571;-45.120503652039325
1739209800.127573;-38.13080360867914
1739209800.127575;-38.13080360867914
1739209800.1275766;-38.13080360867914
1739209800.1275785;-45.120503652039325
1739209800.1275804;-45.120503652039325
1739209800.127582;-45.120503652039325
1739209800.127584;-38.13080360867914
1739209800.127586;-45.120503652039325
1739209800.1275876;-38.13080360867914
1739209800.1275895;-38.13080360867914
1739209800.1275914;-45.120503652039325
1739209800.127593;-45.120503652039325
1739209800.127595;-45.120503652039325
1739209800.1275969;-38.13080360867914
1739209800.1275985;-45.120503652039325
1739209800.1276004;-45.120503652039325
1739209800.1276023;-45.120503652039325
1739209800.127604;-45.120503652039325
1739209800.127606;-35.57807855764607
1739209800.1276078;-35.57807855764607
1739209800.1276095;-45.120503652039325
1739209800.1276114;-38.13080360867914
1739209800.1276133;-33.981070128970906
1739209800.127615;-45.120503652039325
1739209800.127617;-38.13080360867914
1739209800.1276188;-29.438486411369333
1739209800.1276205;-38.13080360867914
1739209800.1276224;-45.120503652039325
1739209800.1276243;-38.13080360867914
1739209800.127626;-33.981070128970906
1739209800.1276278;-45.120503652039325
1739209800.1276298;-45.120503652039325
1739209800.1276314;-45.120503652039325
1739209800.1276333;-45.120503652039325
1739209800.1276352;-45.120503652039325
1739209800.127637;-45.120503652039325
1739209800.1276388;-38.13080360867914
1739209800.1276407;-45.120503652039325
1739209800.1276424;-38.13080360867914
1739209800.1276443;-45.120503652039325
1739209800.1276462;-38.13080360867914
1739209800.1276479;-35.57807855764607
1739209800.1276498;-35.57807855764607
1739209800.1276517;-35.57807855764607
1739209800.1276534;-45.120503652039325
1739209800.1276553;-45.120503652039325
1739209800.1276572;-35.57807855764607
1739209800.1276588;-38.13080360867914
1739209800.1276608;-45.120503652039325
1739209800.1276627;-32.816014438256545
1739209800.1276643;-38.13080360867914
1739209800.1276662;-38.13080360867914
1739209800.1276681;-38.13080360867914
1739209800.1276698;-45.120503652039325
1739209800.1276717;-45.120503652039325
1739209800.1276736;-32.816014438256545
1739209800.1276753;-45.120503652039325
1739209800.1276772;-38.13080360867914
1739209800.127679;-31.141103565318915
1739209800.1276808;-45.120503652039325
1739209800.1276827;-38.13080360867914
1739209800.1276846;-45.120503652039325
1739209800.1276863;-38.13080360867914
1739209800.1276882;-35.57807855764607
1739209800.12769;-38.13080360867914
1739209800.1276917;-33.981070128970906
1739209800.1276937;-33.981070128970906
1739209800.1276956;-33.981070128970906
1739209800.1276972;-38.13080360867914
1739209800.1276991;-38.13080360867914
1739209800.127701;-38.13080360867914
1739209800.1277027;-38.13080360867914
1739209800.1277046;-38.13080360867914
1739209800.1277065;-45.120503652039325
1739209800.1277082;-45.120503652039325
1739209800.12771;-38.13080360867914
1739209800.127712;-45.120503652039325
1739209800.1277137;-45.120503652039325
1739209800.1277156;-32.816014438256545
1739209800.1277175;-38.13080360867914
1739209800.1277192;-45.120503652039325
1739209800.127721;-45.120503652039325
1739209800.127723;-45.120503652039325
1739209800.1277246;-38.13080360867914
1739209800.1277266;-38.13080360867914
1739209800.1277285;-38.13080360867914
1739209800.1277301;-38.13080360867914
1739209800.127732;-33.981070128970906
1739209800.127734;-38.13080360867914
1739209800.1277356;-45.120503652039325
1739209800.1277375;-38.13080360867914
1739209800.1277394;-45.120503652039325
1739209800.1277413;-45.120503652039325
1739209800.127743;-38.13080360867914
1739209800.127745;-38.13080360867914
1739209800.1277468;-45.120503652039325
1739209800.1277485;-45.120503652039325
1739209800.1277504;-38.13080360867914
1739209800.1277523;-31.141103565318915
1739209800.127754;-45.120503652039325
1739209800.1277559;-38.13080360867914
1739209800.1277578;-38.13080360867914
1739209800.1277595;-38.13080360867914
1739209800.1277614;-45.120503652039325
1739209800.1277633;-38.13080360867914
1739209800.127765;-38.13080360867914
1739209800.1277668;-31.141103565318915
1739209800.1277688;-35.57807855764607
1739209800.1277704;-38.13080360867914
1739209800.1277723;-35.57807855764607
1739209800.1277742;-38.13080360867914
1739209800.127776;-45.120503652039325
1739209800.1277778;-45.120503652039325
1739209800.1277797;-38.13080360867914
1739209800.1277814;-30.49652367304973
1739209800.1277833;-45.120503652039325
1739209800.1277852;-38.13080360867914
1739209800.1277869;-35.57807855764607
1739209800.1277888;-33.981070128970906
1739209800.1277907;-38.13080360867914
1739209800.1277924;-45.120503652039325
1739209800.1277943;-35.57807855764607
1739209800.1277962;-33.981070128970906
1739209800.1277978;-38.13080360867914
1739209800.1277997;-38.13080360867914
1739209800.1278017;-38.13080360867914
1739209800.1278033;-38.13080360867914
1739209800.1278052;-38.13080360867914
1739209800.1278071;-38.13080360867914
1739209800.1278088;-38.13080360867914
1739209800.1278107;-32.816014438256545
1739209800.1278126;-28.992665084841967
1739209800.1278143;-26.03565346325281
1739209800.1278162;-33.981070128970906
1739209800.127818;-38.13080360867914
1739209800.1278198;-38.13080360867914
1739209800.1278217;-45.120503652039325
1739209800.1278236;-45.120503652039325
1739209800.1278253;-45.120503652039325
1739209800.1278272;-33.981070128970906
1739209800.127829;-35.57807855764607
1739209800.1278307;-30.49652367304973
1739209800.1278327;-45.120503652039325
1739209800.1278346;-24.151403521958727
1739209800.1278362;-24.746238672633048
1739209800.1278381;-26.991370085610722
1739209800.12784;-23.506823629689542
1739209800.1278417;-31.14110356531892
1739209800.1278436;-45.120503652039325
1739209800.1278455;-29.438486411369333
1739209800.1278472;-33.981070128970956
1739209800.127849;-33.981070128970956
1739209800.127851;-32.816014438256545
1739209800.1278527;-45.120503652039325
1739209800.1278546;-38.13080360867914
1739209800.1278565;-29.438486411369347
1739209800.1278582;-22.175841390423358
1739209800.12786;-24.74623867263306
1739209800.127862;-38.13080360867914
1739209800.1278636;-45.120503652039325
1739209800.1278656;-45.120503652039325
1739209800.1278675;-29.438486411369333
1739209800.1278691;-38.13080360867914
1739209800.127871;-38.13080360867914
1739209800.127873;-35.57807855764607
1739209800.1278746;-45.120503652039325
1739209800.1278765;-33.981070128970906
1739209800.1278784;-45.120503652039325
1739209800.12788;-27.877744956031417
1739209800.127882;-22.841636605902558
1739209800.127884;-33.981070128970906
1739209800.1278856;-45.120503652039325
1739209800.1278875;-30.49652367304973
1739209800.1278894;-38.13080360867914
1739209800.127891;-45.120503652039325
1739209800.127893;-33.981070128970906
1739209800.1278949;-33.981070128970906
1739209800.1278965;-35.57807855764607
1739209800.1278985;-45.120503652039325
1739209800.1279004;-38.13080360867914
1739209800.127902;-28.218542851754165
1739209800.127904;-26.991370085610722
1739209800.1279058;-24.74623867263306
1739209800.1279075;-31.141103565318915
1739209800.1279094;-27.267205301931607
1739209800.1279113;-38.13080360867914
1739209800.127913;-31.141103565318915
1739209800.127915;-35.57807855764607
1739209800.1279168;-33.981070128970906
1739209800.1279185;-31.141103565318893
1739209800.1279204;-28.992665084841942
1739209800.1279223;-45.120503652039325
1739209800.127924;-26.035653463252796
1739209800.1279259;-23.75329798047523
1739209800.1279278;-26.991370085610722
1739209800.1279294;-35.57807855764607
1739209800.1279314;-33.981070128970906
1739209800.1279333;-28.58837851428586
1739209800.127935;-45.120503652039325
1739209800.1279368;-45.120503652039325
1739209800.1279387;-33.981070128970906
1739209800.1279404;-45.120503652039325
1739209800.1279423;-45.120503652039325
1739209800.1279442;-38.13080360867914
1739209800.127946;-45.120503652039325
1739209800.1279478;-22.264930561961556
1739209800.1279497;-23.506823629689542
1739209800.1279514;-33.981070128970906
1739209800.1279533;-31.141103565318893
1739209800.1279552;-28.58837851428586
1739209800.1279569;-45.120503652039325
1739209800.1279588;-38.13080360867914
1739209800.1279607;-45.120503652039325
1739209800.1279624;-45.120503652039325
1739209800.1279643;-38.13080360867914
1739209800.1279662;-45.120503652039325
1739209800.1279678;-28.992665084841942
1739209800.1279697;-24.438645034577675
1739209800.1279716;-22.841636605902558
1739209800.1279733;-32.81601443825658
1739209800.1279752;-38.13080360867914
1739209800.1279771;-45.120503652039325
1739209800.1279788;-30.49652367304973
1739209800.1279807;-33.981070128970906
1739209800.1279826;-45.120503652039325
1739209800.1279843;-38.13080360867914
1739209800.1279862;-38.13080360867914
1739209800.127988;-45.120503652039325
1739209800.1279898;-45.120503652039325
1739209800.1279917;-28.218542851754165
1739209800.1279936;-22.175841390423358
1739209800.1279953;-25.826314394896357
1739209800.1279972;-29.438486411369354
1739209800.127999;-30.49652367304973
1739209800.1280007;-33.981070128970906
1739209800.1280026;-38.13080360867914
1739209800.1280046;-45.120503652039325
1739209800.1280065;-45.120503652039325
1739209800.1280081;-45.120503652039325
1739209800.12801;-38.13080360867914
1739209800.128012;-32.816014438256545
1739209800.1280136;-35.57807855764607
1739209800.1280155;-38.13080360867914
1739209800.1280174;-45.120503652039325
1739209800.128019;-45.120503652039325
1739209800.128021;-38.13080360867914
1739209800.128023;-45.120503652039325
1739209800.1280246;-45.120503652039325
1739209800.1280265;-38.13080360867914
1739209800.1280284;-38.13080360867914
1739209800.12803;-38.13080360867914
1739209800.128032;-45.120503652039325
1739209800.1280339;-45.120503652039325
1739209800.1280355;-32.816014438256545
1739209800.1280375;-38.13080360867914
1739209800.1280394;-33.981070128970906
1739209800.128041;-35.57807855764607
1739209800.128043;-32.816014438256545
1739209800.1280448;-38.13080360867914
1739209800.1280465;-45.120503652039325
1739209800.1280484;-33.981070128970906
1739209800.1280503;-45.120503652039325
1739209800.128052;-38.13080360867914
1739209800.128054;-45.120503652039325
1739209800.1280558;-38.13080360867914
1739209800.1280575;-35.57807855764607
1739209800.1280594;-38.13080360867914
1739209800.1280613;-38.13080360867914
1739209800.128063;-30.49652367304973
1739209800.1280649;-38.13080360867914
1739209800.1280668;-45.120503652039325
1739209800.1280684;-45.120503652039325
1739209800.1280704;-45.120503652039325
1739209800.1280723;-45.120503652039325
1739209800.128074;-38.13080360867914
1739209800.1280758;-33.981070128970906
1739209800.1280777;-28.58837851428586
1739209800.1280794;-45.120503652039325
1739209800.1280813;-38.13080360867914
1739209800.1280832;-35.57807855764607
1739209800.128085;-33.981070128970906
1739209800.1280868;-38.13080360867914
1739209800.1280887;-35.57807855764607
1739209800.1280904;-33.981070128970906
1739209800.1280923;-38.13080360867914
1739209800.1280942;-45.120503652039325
1739209800.1280959;-45.120503652039325
1739209800.1280978;-38.13080360867914
1739209800.1280997;-45.120503652039325
1739209800.1281013;-32.816014438256545
1739209800.1281033;-38.13080360867914
1739209800.1281052;-38.13080360867914
1739209800.1281068;-38.13080360867914
1739209800.1281087;-45.120503652039325
1739209800.1281106;-38.13080360867914
1739209800.1281123;-45.120503652039325
1739209800.1281142;-38.13080360867914
1739209800.1281161;-45.120503652039325
1739209800.1281178;-38.13080360867914
1739209800.1281197;-45.120503652039325
1739209800.1281216;-45.120503652039325
1739209800.1281233;-45.120503652039325
1739209800.1281252;-45.120503652039325
1739209800.128127;-45.120503652039325
1739209800.1281288;-33.981070128970906
1739209800.1281307;-38.13080360867914
1739209800.1281326;-38.13080360867914
1739209800.1281343;-38.13080360867914
1739209800.1281362;-33.981070128970906
1739209800.128138;-38.13080360867914
1739209800.1281397;-45.120503652039325
1739209800.1281416;-45.120503652039325
1739209800.1281435;-33.981070128970906
1739209800.1281452;-35.57807855764607
1739209800.1281471;-38.13080360867914
1739209800.128149;-45.120503652039325
1739209800.1281507;-35.57807855764607
1739209800.1281526;-38.13080360867914
1739209800.1281545;-38.13080360867914
1739209800.1281562;-38.13080360867914
1739209800.128158;-31.141103565318893
1739209800.12816;-27.267205301931607
1739209800.1281617;-32.81601443825658
1739209800.1281636;-28.992665084841942
1739209800.1281655;-25.826314394896357
1739209800.1281672;-33.981070128970906
1739209800.128169;-27.8777449560314
1739209800.128171;-28.992665084841967
1739209800.1281726;-45.120503652039325
1739209800.1281745;-26.991370085610722
1739209800.1281765;-28.588378514285886
1739209800.1281781;-38.13080360867914
1739209800.12818;-35.57807855764607
1739209800.128182;-38.13080360867914
1739209800.1281836;-38.13080360867914
1739209800.1281855;-45.120503652039325
1739209800.1281874;-38.13080360867914
1739209800.128189;-25.826314394896357
1739209800.128191;-30.49652367304973
1739209800.128193;-26.035653463252796
1739209800.1281946;-25.25278630937684
1739209800.1281965;-45.120503652039325
1739209800.1281984;-45.120503652039325
1739209800.1282;-28.992665084841942
1739209800.128202;-38.13080360867914
1739209800.1282039;-29.438486411369354
1739209800.1282055;-22.54371790334745
1739209800.1282074;-24.746238672633048
1739209800.1282094;-35.57807855764607
1739209800.128211;-33.981070128970906
1739209800.128213;-28.21854285175415
1739209800.1282148;-25.826314394896354
1739209800.1282165;-35.57807855764607
1739209800.1282184;-30.49652367304973
1739209800.1282203;-38.13080360867914
1739209800.128222;-38.13080360867914
1739209800.128224;-38.13080360867914
1739209800.1282258;-29.438486411369354
1739209800.1282275;-24.589719217205094
1739209800.1282294;-26.991370085610736
1739209800.1282313;-28.992665084841942
1739209800.128233;-28.992665084841942
1739209800.1282349;-31.141103565318943
1739209800.1282368;-26.991370085610747
1739209800.1282384;-25.826314394896354
1739209800.1282403;-32.816014438256545
1739209800.1282423;-30.49652367304973
1739209800.128244;-45.120503652039325
1739209800.1282458;-26.991370085610722
1739209800.1282477;-32.816014438256545
1739209800.1282494;-31.141103565318893
1739209800.1282513;-23.506823629689542
1739209800.1282532;-27.267205301931607
1739209800.128255;-28.992665084841942
1739209800.1282568;-38.13080360867914
1739209800.1282587;-45.120503652039325
1739209800.1282604;-45.120503652039325
1739209800.1282623;-33.981070128970906
1739209800.1282642;-28.58837851428586
1739209800.1282659;-38.13080360867914
1739209800.1282678;-27.877744956031417
1739209800.1282697;-25.826314394896357
1739209800.1282713;-23.75329798047522
1739209800.1282732;-28.992665084841942
1739209800.1282752;-38.13080360867914
1739209800.128277;-26.991370085610722
1739209800.1282787;-38.13080360867914
1739209800.1282806;-38.13080360867914
1739209800.1282825;-31.141103565318943
1739209800.1282842;-27.877744956031417
1739209800.1282861;-27.267205301931607
1739209800.128288;-35.57807855764607
1739209800.1282897;-45.120503652039325
1739209800.1282916;-29.438486411369347
1739209800.1282935;-29.438486411369333
1739209800.1282952;-35.57807855764607
1739209800.128297;-31.141103565318915
1739209800.128299;-38.13080360867914
1739209800.1283007;-45.120503652039325
1739209800.1283026;-38.13080360867914
1739209800.1283045;-25.826314394896357
1739209800.1283062;-38.13080360867914
1739209800.128308;-33.981070128970906
1739209800.12831;-24.151403521958727
1739209800.1283116;-45.120503652039325
1739209800.1283135;-33.981070128970956
1739209800.1283154;-27.267205301931607
1739209800.128317;-33.981070128970956
1739209800.128319;-28.58837851428586
1739209800.128321;-24.438645034577675
1739209800.1283226;-38.13080360867914
1739209800.1283245;-31.141103565318915
1739209800.1283264;-31.141103565318915
1739209800.128328;-38.13080360867914
1739209800.12833;-45.120503652039325
1739209800.128332;-33.981070128970906
1739209800.1283336;-35.57807855764607
1739209800.1283355;-45.120503652039325
1739209800.1283374;-25.826314394896357
1739209800.128339;-23.75329798047522
1739209800.128341;-28.218542851754165
1739209800.1283429;-38.13080360867914
1739209800.1283445;-28.992665084841942
1739209800.1283464;-38.13080360867914
1739209800.1283484;-28.992665084841942
1739209800.12835;-31.141103565318915
1739209800.128352;-38.13080360867914
1739209800.1283538;-31.141103565318915
1739209800.1283555;-25.62660358559016
1739209800.1283574;-45.120503652039325
1739209800.1283593;-31.141103565318915
1739209800.128361;-38.13080360867914
1739209800.128363;-28.992665084841942
1739209800.1283648;-31.141103565318893
1739209800.1283665;-38.13080360867914
1739209800.1283684;-33.981070128970956
1739209800.1283703;-31.141103565318915
1739209800.128372;-28.992665084841942
1739209800.1283739;-26.487275050834715
1739209800.1283758;-38.13080360867914
1739209800.1283774;-45.120503652039325
1739209800.1283793;-45.120503652039325
1739209800.1283813;-31.141103565318915
1739209800.128383;-33.981070128970956
1739209800.1283848;-26.991370085610754
1739209800.1283867;-26.487275050834715
1739209800.1283884;-38.13080360867914
1739209800.1283903;-38.13080360867914
1739209800.1283922;-33.981070128970906
1739209800.128394;-25.826314394896354
1739209800.1283958;-38.13080360867914
1739209800.1283977;-33.981070128970906
1739209800.1283994;-31.141103565318915
1739209800.1284013;-26.991370085610736
1739209800.1284032;-38.13080360867914
1739209800.1284049;-30.49652367304976
1739209800.1284068;-27.877744956031417
1739209800.1284087;-24.15140352195872
1739209800.1284103;-33.981070128970906
1739209800.1284122;-31.141103565318893
1739209800.1284142;-31.141103565318915
1739209800.1284158;-45.120503652039325
1739209800.1284177;-35.57807855764607
1739209800.1284196;-33.981070128970906
1739209800.1284213;-45.120503652039325
1739209800.1284232;-32.816014438256545
1739209800.1284251;-45.120503652039325
1739209800.1284268;-38.13080360867914
1739209800.1284287;-38.13080360867914
1739209800.1284306;-33.981070128970906
1739209800.1284323;-28.992665084841942
1739209800.1284342;-38.13080360867914
1739209800.128436;-45.120503652039325
1739209800.1284378;-45.120503652039325
1739209800.1284397;-45.120503652039325
1739209800.1284416;-38.13080360867914
1739209800.1284432;-45.120503652039325
1739209800.1284451;-38.13080360867914
1739209800.128447;-28.58837851428586
1739209800.1284487;-35.57807855764607
1739209800.1284506;-45.120503652039325
1739209800.1284525;-45.120503652039325
1739209800.1284542;-33.981070128970906
1739209800.128456;-45.120503652039325
1739209800.128458;-45.120503652039325
1739209800.1284597;-45.120503652039325
1739209800.1284616;-33.981070128970906
1739209800.1284635;-35.57807855764607
1739209800.1284652;-45.120503652039325
1739209800.128467;-45.120503652039325
1739209800.128469;-38.13080360867914
1739209800.1284707;-45.120503652039325
1739209800.1284726;-38.13080360867914
1739209800.1284745;-35.57807855764607
1739209800.1284761;-33.981070128970906
1739209800.128478;-38.13080360867914
1739209800.12848;-38.13080360867914
1739209800.1284816;-38.13080360867914
1739209800.1284835;-45.120503652039325
1739209800.1284854;-38.13080360867914
1739209800.128487;-38.13080360867914
1739209800.128489;-38.13080360867914
1739209800.128491;-38.13080360867914
1739209800.1284926;-45.120503652039325
1739209800.1284945;-38.13080360867914
1739209800.1284964;-38.13080360867914
1739209800.128498;-45.120503652039325
1739209800.1285;-45.120503652039325
1739209800.128502;-38.13080360867914
1739209800.1285036;-38.13080360867914
1739209800.1285055;-45.120503652039325
