CAN Message; 0x150:03001ec9ddd3d7eb
Timestamp;Amplitude
1739209902.0141;-45.120503652039325
1739209902.0141058;-33.981070128970906
1739209902.0141115;-32.816014438256545
1739209902.014117;-45.120503652039325
1739209902.0141227;-45.120503652039325
1739209902.0141284;-32.816014438256545
1739209902.0141342;-38.13080360867914
1739209902.01414;-38.13080360867914
1739209902.0141456;-38.13080360867914
1739209902.014151;-45.120503652039325
1739209902.0141568;-38.13080360867914
1739209902.0141625;-38.13080360867914
1739209902.0141683;-45.120503652039325
1739209902.014174;-45.120503652039325
1739209902.0141797;-38.13080360867914
1739209902.0141854;-38.13080360867914
1739209902.014191;-45.120503652039325
1739209902.0141966;-33.981070128970906
1739209902.0142024;-45.120503652039325
1739209902.014208;-45.120503652039325
1739209902.0142138;-45.120503652039325
1739209902.0142195;-38.13080360867914
1739209902.014225;-38.13080360867914
1739209902.0142307;-38.13080360867914
1739209902.0142365;-45.120503652039325
1739209902.0142422;-45.120503652039325
1739209902.014248;-35.57807855764607
1739209902.0142536;-45.120503652039325
1739209902.0142593;-45.120503652039325
1739209902.0142648;-45.120503652039325
1739209902.0142705;-38.13080360867914
1739209902.0142763;-45.120503652039325
1739209902.014282;-38.13080360867914
1739209902.0142877;-38.13080360867914
1739209902.0142934;-45.120503652039325
1739209902.014299;-45.120503652039325
1739209902.0143046;-45.120503652039325
1739209902.0143104;-38.13080360867914
1739209902.014316;-38.13080360867914
1739209902.0143218;-38.13080360867914
1739209902.0143275;-45.120503652039325
1739209902.0143332;-38.13080360867914
1739209902.0143387;-28.58837851428586
1739209902.0143445;-45.120503652039325
1739209902.0143502;-45.120503652039325
1739209902.014356;-38.13080360867914
1739209902.0143616;-45.120503652039325
1739209902.0143673;-45.120503652039325
1739209902.0143728;-45.120503652039325
1739209902.0143785;-45.120503652039325
1739209902.0143843;-33.981070128970956
1739209902.01439;-38.13080360867914
1739209902.0143957;-45.120503652039325
1739209902.0144014;-38.13080360867914
1739209902.0144072;-38.13080360867914
1739209902.0144126;-38.13080360867914
1739209902.0144184;-45.120503652039325
1739209902.014424;-38.13080360867914
1739209902.0144298;-26.487275050834715
1739209902.0144355;-45.120503652039325
1739209902.0144413;-45.120503652039325
1739209902.0144467;-33.981070128970906
1739209902.0144525;-32.816014438256545
1739209902.0144582;-45.120503652039325
1739209902.014464;-45.120503652039325
1739209902.0144696;-45.120503652039325
1739209902.0144753;-38.13080360867914
1739209902.014481;-38.13080360867914
1739209902.0144866;-45.120503652039325
1739209902.0144923;-45.120503652039325
1739209902.014498;-38.13080360867914
1739209902.0145037;-38.13080360867914
1739209902.0145094;-38.13080360867914
1739209902.0145152;-35.57807855764607
1739209902.014521;-32.816014438256545
1739209902.0145264;-38.13080360867914
1739209902.014532;-45.120503652039325
1739209902.0145378;-45.120503652039325
1739209902.0145435;-45.120503652039325
1739209902.0145493;-45.120503652039325
1739209902.014555;-45.120503652039325
1739209902.0145605;-45.120503652039325
1739209902.0145662;-35.57807855764607
1739209902.014572;-38.13080360867914
1739209902.0145776;-45.120503652039325
1739209902.0145833;-45.120503652039325
1739209902.014589;-38.13080360867914
1739209902.0145948;-33.981070128970906
1739209902.0146003;-45.120503652039325
1739209902.014606;-45.120503652039325
1739209902.0146117;-38.13080360867914
1739209902.0146174;-45.120503652039325
1739209902.0146232;-38.13080360867914
1739209902.014629;-38.13080360867914
1739209902.0146344;-45.120503652039325
1739209902.01464;-38.13080360867914
1739209902.0146458;-35.57807855764607
1739209902.0146515;-38.13080360867914
1739209902.0146573;-26.035653463252796
1739209902.014663;-32.816014438256545
1739209902.0146687;-45.120503652039325
1739209902.0146742;-45.120503652039325
1739209902.01468;-35.57807855764607
1739209902.0146856;-35.57807855764607
1739209902.0146914;-45.120503652039325
1739209902.014697;-38.13080360867914
1739209902.0147028;-45.120503652039325
1739209902.0147083;-45.120503652039325
1739209902.014714;-45.120503652039325
1739209902.0147197;-45.120503652039325
1739209902.0147254;-45.120503652039325
1739209902.0147312;-45.120503652039325
1739209902.014737;-45.120503652039325
1739209902.0147426;-45.120503652039325
1739209902.014748;-29.438486411369333
1739209902.0147538;-28.992665084841942
1739209902.0147595;-45.120503652039325
1739209902.0147653;-38.13080360867914
1739209902.014771;-45.120503652039325
1739209902.0147767;-45.120503652039325
1739209902.0147822;-45.120503652039325
1739209902.014788;-45.120503652039325
1739209902.0147936;-45.120503652039325
1739209902.0147994;-38.13080360867914
1739209902.014805;-45.120503652039325
1739209902.0148108;-38.13080360867914
1739209902.0148165;-45.120503652039325
1739209902.014822;-33.981070128970906
1739209902.0148277;-45.120503652039325
1739209902.0148335;-45.120503652039325
1739209902.0148392;-35.57807855764607
1739209902.014845;-38.13080360867914
1739209902.0148506;-38.13080360867914
1739209902.014856;-38.13080360867914
1739209902.0148618;-38.13080360867914
1739209902.0148675;-45.120503652039325
1739209902.0148733;-45.120503652039325
1739209902.014879;-45.120503652039325
1739209902.0148847;-35.57807855764607
1739209902.0148904;-33.981070128970906
1739209902.014896;-45.120503652039325
1739209902.0149016;-45.120503652039325
1739209902.0149074;-35.57807855764607
1739209902.014913;-35.57807855764607
1739209902.0149188;-45.120503652039325
1739209902.0149245;-45.120503652039325
1739209902.01493;-38.13080360867914
1739209902.0149357;-45.120503652039325
1739209902.0149415;-45.120503652039325
1739209902.0149472;-38.13080360867914
1739209902.014953;-38.13080360867914
1739209902.0149586;-38.13080360867914
1739209902.0149643;-45.120503652039325
1739209902.0149698;-45.120503652039325
1739209902.0149755;-38.13080360867914
1739209902.0149813;-33.981070128970906
1739209902.014987;-45.120503652039325
1739209902.0149927;-45.120503652039325
1739209902.0149984;-35.57807855764607
1739209902.015004;-38.13080360867914
1739209902.0150096;-45.120503652039325
1739209902.0150154;-45.120503652039325
1739209902.015021;-45.120503652039325
1739209902.0150268;-45.120503652039325
1739209902.0150325;-45.120503652039325
1739209902.0150383;-38.13080360867914
1739209902.0150437;-38.13080360867914
1739209902.0150495;-45.120503652039325
1739209902.0150552;-45.120503652039325
1739209902.015061;-33.981070128970906
1739209902.0150666;-38.13080360867914
1739209902.0150723;-35.57807855764607
1739209902.0150778;-38.13080360867914
1739209902.0150836;-38.13080360867914
1739209902.0150893;-45.120503652039325
1739209902.015095;-35.57807855764607
1739209902.0151007;-38.13080360867914
1739209902.0151064;-45.120503652039325
1739209902.0151122;-38.13080360867914
1739209902.0151176;-38.13080360867914
1739209902.0151234;-45.120503652039325
1739209902.015129;-38.13080360867914
1739209902.0151348;-33.981070128970906
1739209902.0151405;-45.120503652039325
1739209902.0151463;-38.13080360867914
1739209902.0151517;-33.981070128970906
1739209902.0151575;-45.120503652039325
1739209902.0151632;-38.13080360867914
1739209902.015169;-45.120503652039325
1739209902.0151746;-38.13080360867914
1739209902.0151803;-38.13080360867914
1739209902.015186;-45.120503652039325
1739209902.0151916;-45.120503652039325
1739209902.0151973;-38.13080360867914
1739209902.015203;-45.120503652039325
1739209902.0152087;-45.120503652039325
1739209902.0152144;-45.120503652039325
1739209902.0152202;-38.13080360867914
1739209902.0152256;-38.13080360867914
1739209902.0152314;-38.13080360867914
1739209902.015237;-38.13080360867914
1739209902.0152428;-38.13080360867914
1739209902.0152485;-38.13080360867914
1739209902.0152543;-45.120503652039325
1739209902.01526;-45.120503652039325
1739209902.0152655;-38.13080360867914
1739209902.0152712;-35.57807855764607
1739209902.015277;-35.57807855764607
1739209902.0152826;-45.120503652039325
1739209902.0152884;-38.13080360867914
1739209902.015294;-45.120503652039325
1739209902.0152996;-38.13080360867914
1739209902.0153053;-38.13080360867914
1739209902.015311;-45.120503652039325
1739209902.0153167;-35.57807855764607
1739209902.0153224;-33.981070128970906
1739209902.0153282;-35.57807855764607
1739209902.015334;-45.120503652039325
1739209902.0153394;-35.57807855764607
1739209902.015345;-38.13080360867914
1739209902.0153508;-45.120503652039325
1739209902.0153565;-38.13080360867914
1739209902.0153623;-38.13080360867914
1739209902.015368;-38.13080360867914
1739209902.0153737;-45.120503652039325
1739209902.0153792;-38.13080360867914
1739209902.015385;-45.120503652039325
1739209902.0153906;-38.13080360867914
1739209902.0153964;-32.816014438256545
1739209902.015402;-45.120503652039325
1739209902.0154078;-38.13080360867914
1739209902.0154133;-38.13080360867914
1739209902.015419;-38.13080360867914
1739209902.0154247;-38.13080360867914
1739209902.0154305;-45.120503652039325
1739209902.0154362;-45.120503652039325
1739209902.015442;-45.120503652039325
1739209902.0154476;-38.13080360867914
1739209902.015453;-45.120503652039325
1739209902.0154588;-45.120503652039325
1739209902.0154645;-38.13080360867914
1739209902.0154703;-45.120503652039325
1739209902.015476;-38.13080360867914
1739209902.0154817;-45.120503652039325
1739209902.0154872;-35.57807855764607
1739209902.015493;-38.13080360867914
1739209902.0154986;-35.57807855764607
1739209902.0155044;-38.13080360867914
1739209902.01551;-38.13080360867914
1739209902.0155158;-38.13080360867914
1739209902.0155215;-38.13080360867914
1739209902.015527;-38.13080360867914
1739209902.0155327;-45.120503652039325
1739209902.0155385;-45.120503652039325
1739209902.0155442;-45.120503652039325
1739209902.01555;-38.13080360867914
1739209902.0155556;-45.120503652039325
1739209902.015561;-45.120503652039325
1739209902.0155668;-45.120503652039325
1739209902.0155725;-45.120503652039325
1739209902.0155783;-31.141103565318893
1739209902.015584;-38.13080360867914
1739209902.0155897;-35.57807855764607
1739209902.0155954;-38.13080360867914
1739209902.015601;-38.13080360867914
1739209902.0156066;-35.57807855764607
1739209902.0156124;-35.57807855764607
1739209902.015618;-38.13080360867914
1739209902.0156238;-45.120503652039325
1739209902.0156295;-45.120503652039325
1739209902.015635;-32.816014438256545
1739209902.0156407;-38.13080360867914
1739209902.0156465;-45.120503652039325
1739209902.0156522;-45.120503652039325
1739209902.015658;-45.120503652039325
1739209902.0156636;-45.120503652039325
1739209902.0156693;-32.816014438256545
1739209902.0156748;-35.57807855764607
1739209902.0156806;-38.13080360867914
1739209902.0156863;-45.120503652039325
1739209902.015692;-45.120503652039325
1739209902.0156977;-38.13080360867914
1739209902.0157034;-35.57807855764607
1739209902.015709;-38.13080360867914
1739209902.0157146;-45.120503652039325
1739209902.0157204;-45.120503652039325
1739209902.015726;-38.13080360867914
1739209902.0157318;-45.120503652039325
1739209902.0157375;-38.13080360867914
1739209902.0157433;-45.120503652039325
1739209902.0157487;-35.57807855764607
1739209902.0157545;-45.120503652039325
1739209902.0157602;-38.13080360867914
1739209902.015766;-33.981070128970906
1739209902.0157716;-38.13080360867914
1739209902.0157773;-35.57807855764607
1739209902.0157828;-45.120503652039325
1739209902.0157886;-45.120503652039325
1739209902.0157943;-45.120503652039325
1739209902.0158;-33.981070128970906
1739209902.0158057;-45.120503652039325
1739209902.0158114;-45.120503652039325
1739209902.0158172;-35.57807855764607
