CAN Message; 0x1bb:00002364dbdbd6e6
1739209822.4770315;-38.13080360867914
1739209822.4770353;-38.13080360867914
1739209822.4770389;-32.816014438256545
1739209822.4770427;-38.13080360867914
1739209822.4770463;-38.13080360867914
1739209822.47705;-45.120503652039325
1739209822.4770536;-33.981070128970906
1739209822.4770575;-45.120503652039325
1739209822.477061;-45.120503652039325
1739209822.4770648;-45.120503652039325
1739209822.4770684;-45.120503652039325
1739209822.4770722;-45.120503652039325
1739209822.4770758;-45.120503652039325
1739209822.4770794;-33.981070128970906
1739209822.4770832;-45.120503652039325
1739209822.4770868;-45.120503652039325
1739209822.4770906;-33.981070128970906
1739209822.4770942;-35.57807855764607
1739209822.477098;-38.13080360867914
1739209822.4771016;-38.13080360867914
1739209822.4771054;-45.120503652039325
1739209822.477109;-35.57807855764607
1739209822.4771128;-38.13080360867914
1739209822.4771163;-45.120503652039325
1739209822.4771202;-45.120503652039325
1739209822.4771237;-45.120503652039325
1739209822.4771276;-33.981070128970906
1739209822.4771311;-45.120503652039325
1739209822.477135;-45.120503652039325
1739209822.4771385;-45.120503652039325
1739209822.4771423;-45.120503652039325
1739209822.477146;-32.816014438256545
1739209822.4771497;-35.57807855764607
1739209822.4771533;-45.120503652039325
1739209822.477157;-31.141103565318943
1739209822.4771607;-33.981070128970906
1739209822.4771645;-35.57807855764607
1739209822.477168;-45.120503652039325
1739209822.477172;-45.120503652039325
1739209822.4771755;-33.981070128970906
1739209822.4771793;-35.57807855764607
1739209822.4771829;-45.120503652039325
1739209822.4771867;-38.13080360867914
1739209822.4771903;-32.816014438256545
1739209822.477194;-35.57807855764607
1739209822.4771976;-38.13080360867914
1739209822.4772015;-45.120503652039325
1739209822.477205;-35.57807855764607
1739209822.4772089;-32.816014438256545
1739209822.4772124;-38.13080360867914
1739209822.4772162;-30.49652367304973
1739209822.4772198;-35.57807855764607
1739209822.4772236;-35.57807855764607
1739209822.4772272;-45.120503652039325
1739209822.477231;-33.981070128970906
1739209822.4772346;-45.120503652039325
1739209822.4772384;-33.981070128970906
1739209822.477242;-45.120503652039325
1739209822.4772458;-31.141103565318943
1739209822.4772494;-38.13080360867914
1739209822.4772532;-38.13080360867914
1739209822.4772568;-45.120503652039325
1739209822.4772606;-45.120503652039325
1739209822.4772642;-35.57807855764607
1739209822.477268;-38.13080360867914
1739209822.4772716;-45.120503652039325
1739209822.4772754;-28.992665084841942
1739209822.477279;-38.13080360867914
1739209822.4772828;-33.981070128970906
1739209822.4772863;-45.120503652039325
1739209822.4772902;-45.120503652039325
1739209822.4772937;-45.120503652039325
1739209822.4772975;-45.120503652039325
1739209822.4773011;-38.13080360867914
1739209822.477305;-33.981070128970906
1739209822.4773085;-38.13080360867914
1739209822.4773123;-45.120503652039325
1739209822.477316;-35.57807855764607
1739209822.4773197;-32.816014438256545
1739209822.4773233;-45.120503652039325
1739209822.477327;-38.13080360867914
1739209822.4773307;-45.120503652039325
1739209822.4773345;-45.120503652039325
1739209822.477338;-45.120503652039325
1739209822.477342;-45.120503652039325
1739209822.4773455;-45.120503652039325
1739209822.4773493;-45.120503652039325
1739209822.4773529;-38.13080360867914
1739209822.4773567;-45.120503652039325
1739209822.4773602;-38.13080360867914
1739209822.477364;-35.57807855764607
1739209822.4773676;-35.57807855764607
1739209822.4773715;-33.981070128970906
1739209822.477375;-45.120503652039325
1739209822.4773788;-45.120503652039325
1739209822.4773824;-33.981070128970906
1739209822.4773862;-38.13080360867914
1739209822.4773898;-45.120503652039325
1739209822.4773936;-38.13080360867914
1739209822.4773972;-33.981070128970906
1739209822.477401;-45.120503652039325
1739209822.4774046;-45.120503652039325
1739209822.4774084;-45.120503652039325
1739209822.477412;-31.141103565318915
1739209822.4774158;-38.13080360867914
1739209822.4774194;-38.13080360867914
1739209822.4774232;-45.120503652039325
1739209822.4774268;-38.13080360867914
1739209822.4774306;-38.13080360867914
1739209822.4774342;-38.13080360867914
1739209822.477438;-45.120503652039325
1739209822.4774415;-32.816014438256545
1739209822.4774454;-32.816014438256545
1739209822.477449;-38.13080360867914
1739209822.4774528;-45.120503652039325
1739209822.4774563;-45.120503652039325
1739209822.4774601;-38.13080360867914
1739209822.4774637;-45.120503652039325
1739209822.4774675;-45.120503652039325
1739209822.477471;-45.120503652039325
1739209822.477475;-45.120503652039325
1739209822.4774785;-45.120503652039325
1739209822.4774823;-38.13080360867914
1739209822.477486;-28.992665084841942
1739209822.4774897;-45.120503652039325
1739209822.4774933;-45.120503652039325
1739209822.477497;-45.120503652039325
1739209822.4775007;-38.13080360867914
1739209822.4775045;-38.13080360867914
1739209822.477508;-38.13080360867914
1739209822.477512;-45.120503652039325
1739209822.4775155;-35.57807855764607
1739209822.4775193;-38.13080360867914
1739209822.4775229;-45.120503652039325
1739209822.4775267;-38.13080360867914
1739209822.4775302;-45.120503652039325
1739209822.477534;-45.120503652039325
1739209822.4775376;-38.13080360867914
1739209822.4775414;-38.13080360867914
1739209822.477545;-28.992665084841942
1739209822.4775488;-38.13080360867914
1739209822.4775524;-38.13080360867914
1739209822.477556;-35.57807855764607
1739209822.4775598;-38.13080360867914
1739209822.4775634;-38.13080360867914
1739209822.4775672;-38.13080360867914
1739209822.4775708;-45.120503652039325
1739209822.4775746;-38.13080360867914
1739209822.4775782;-35.57807855764607
1739209822.477582;-45.120503652039325
1739209822.4775856;-45.120503652039325
1739209822.4775894;-45.120503652039325
1739209822.477593;-45.120503652039325
1739209822.4775968;-35.57807855764607
1739209822.4776003;-32.816014438256545
1739209822.4776042;-31.141103565318943
1739209822.4776077;-45.120503652039325
1739209822.4776115;-45.120503652039325
1739209822.477615;-45.120503652039325
1739209822.477619;-38.13080360867914
1739209822.4776225;-38.13080360867914
1739209822.4776263;-45.120503652039325
1739209822.47763;-45.120503652039325
1739209822.4776337;-32.816014438256545
1739209822.4776373;-35.57807855764607
1739209822.477641;-45.120503652039325
1739209822.4776447;-38.13080360867914
1739209822.4776485;-45.120503652039325
1739209822.477652;-38.13080360867914
1739209822.477656;-38.13080360867914
1739209822.4776595;-45.120503652039325
1739209822.4776633;-38.13080360867914
1739209822.4776669;-45.120503652039325
1739209822.4776707;-45.120503652039325
1739209822.4776742;-45.120503652039325
1739209822.477678;-31.141103565318915
1739209822.4776816;-32.816014438256545
1739209822.4776855;-38.13080360867914
1739209822.477689;-45.120503652039325
1739209822.4776928;-45.120503652039325
1739209822.4776964;-38.13080360867914
1739209822.4777002;-38.13080360867914
1739209822.4777038;-45.120503652039325
1739209822.4777076;-45.120503652039325
1739209822.4777112;-38.13080360867914
1739209822.477715;-38.13080360867914
1739209822.4777186;-45.120503652039325
1739209822.4777224;-30.49652367304973
1739209822.477726;-38.13080360867914
1739209822.4777298;-38.13080360867914
1739209822.4777334;-33.981070128970906
1739209822.4777372;-38.13080360867914
1739209822.4777408;-38.13080360867914
1739209822.4777446;-38.13080360867914
1739209822.4777482;-35.57807855764607
1739209822.477752;-45.120503652039325
1739209822.4777555;-45.120503652039325
1739209822.4777594;-38.13080360867914
1739209822.477763;-45.120503652039325
1739209822.4777668;-45.120503652039325
1739209822.4777703;-45.120503652039325
1739209822.4777741;-38.13080360867914
1739209822.4777777;-38.13080360867914
1739209822.4777815;-38.13080360867914
1739209822.477785;-45.120503652039325
1739209822.477789;-45.120503652039325
1739209822.4777925;-45.120503652039325
1739209822.4777963;-45.120503652039325
1739209822.4778;-45.120503652039325
1739209822.4778037;-38.13080360867914
1739209822.4778073;-45.120503652039325
1739209822.477811;-45.120503652039325
1739209822.4778147;-38.13080360867914
1739209822.4778185;-38.13080360867914
1739209822.477822;-45.120503652039325
1739209822.4778259;-31.141103565318915
1739209822.4778295;-35.57807855764607
1739209822.4778333;-45.120503652039325
1739209822.4778368;-38.13080360867914
1739209822.4778407;-38.13080360867914
1739209822.4778442;-38.13080360867914
1739209822.477848;-38.13080360867914
1739209822.4778516;-38.13080360867914
1739209822.4778554;-45.120503652039325
1739209822.477859;-33.981070128970906
1739209822.4778628;-38.13080360867914
1739209822.4778664;-45.120503652039325
1739209822.4778702;-38.13080360867914
1739209822.4778738;-45.120503652039325
1739209822.4778776;-45.120503652039325
1739209822.4778812;-45.120503652039325
1739209822.477885;-33.981070128970906
1739209822.4778886;-38.13080360867914
1739209822.4778924;-45.120503652039325
1739209822.477896;-45.120503652039325
1739209822.4778998;-38.13080360867914
1739209822.4779034;-45.120503652039325
1739209822.4779072;-45.120503652039325
1739209822.4779108;-45.120503652039325
1739209822.4779146;-45.120503652039325
1739209822.4779181;-32.816014438256545
1739209822.477922;-38.13080360867914
1739209822.4779255;-45.120503652039325
1739209822.4779294;-45.120503652039325
1739209822.477933;-28.992665084841942
1739209822.4779367;-33.981070128970906
1739209822.4779403;-45.120503652039325
1739209822.4779441;-45.120503652039325
1739209822.4779477;-38.13080360867914
1739209822.4779515;-38.13080360867914
1739209822.477955;-45.120503652039325
1739209822.477959;-38.13080360867914
1739209822.4779625;-38.13080360867914
1739209822.4779663;-38.13080360867914
1739209822.47797;-45.120503652039325
1739209822.4779737;-38.13080360867914
1739209822.4779773;-45.120503652039325
1739209822.477981;-38.13080360867914
1739209822.4779847;-45.120503652039325
1739209822.4779885;-45.120503652039325
1739209822.477992;-38.13080360867914
1739209822.4779959;-38.13080360867914
1739209822.4779994;-38.13080360867914
1739209822.4780033;-38.13080360867914
1739209822.4780068;-45.120503652039325
1739209822.4780107;-35.57807855764607
1739209822.4780142;-38.13080360867914
1739209822.478018;-45.120503652039325
1739209822.4780216;-31.141103565318915
1739209822.4780254;-31.141103565318915
1739209822.478029;-38.13080360867914
1739209822.4780326;-45.120503652039325
1739209822.4780364;-38.13080360867914
1739209822.47804;-32.816014438256545
1739209822.4780438;-45.120503652039325
1739209822.4780474;-38.13080360867914
1739209822.4780512;-33.981070128970906
1739209822.4780548;-33.981070128970906
1739209822.4780586;-45.120503652039325
1739209822.4780622;-45.120503652039325
1739209822.478066;-45.120503652039325
1739209822.4780695;-45.120503652039325
1739209822.4780734;-45.120503652039325
1739209822.478077;-45.120503652039325
1739209822.4780807;-38.13080360867914
1739209822.4780843;-38.13080360867914
1739209822.4780881;-45.120503652039325
1739209822.4780917;-45.120503652039325
1739209822.4780955;-45.120503652039325
1739209822.478099;-45.120503652039325
1739209822.478103;-45.120503652039325
1739209822.4781065;-33.981070128970906
1739209822.4781103;-38.13080360867914
1739209822.478114;-38.13080360867914
1739209822.4781177;-38.13080360867914
1739209822.4781213;-45.120503652039325
1739209822.478125;-38.13080360867914
1739209822.4781287;-38.13080360867914
1739209822.4781325;-38.13080360867914
1739209822.478136;-45.120503652039325
1739209822.4781399;-38.13080360867914
1739209822.4781435;-38.13080360867914
1739209822.4781473;-45.120503652039325
1739209822.4781508;-38.13080360867914
1739209822.4781547;-35.57807855764607
1739209822.4781582;-45.120503652039325
1739209822.478162;-45.120503652039325
1739209822.4781656;-38.13080360867914
1739209822.4781694;-38.13080360867914
1739209822.478173;-38.13080360867914
1739209822.4781768;-33.981070128970906
1739209822.4781804;-38.13080360867914
1739209822.4781842;-38.13080360867914
1739209822.4781878;-32.816014438256545
1739209822.4781916;-38.13080360867914
1739209822.4781952;-38.13080360867914
1739209822.478199;-35.57807855764607
1739209822.4782026;-45.120503652039325
1739209822.4782064;-32.816014438256545
1739209822.47821;-38.13080360867914
1739209822.4782138;-38.13080360867914
1739209822.4782174;-45.120503652039325
1739209822.4782212;-38.13080360867914
1739209822.4782248;-38.13080360867914
1739209822.4782286;-38.13080360867914
1739209822.4782321;-45.120503652039325
1739209822.478236;-45.120503652039325
1739209822.4782395;-45.120503652039325
1739209822.4782434;-38.13080360867914
1739209822.478247;-38.13080360867914
1739209822.4782507;-45.120503652039325
1739209822.4782543;-38.13080360867914
1739209822.4782581;-45.120503652039325
1739209822.4782617;-29.438486411369333
1739209822.4782655;-31.141103565318893
1739209822.478269;-45.120503652039325
1739209822.478273;-45.120503652039325
1739209822.4782765;-33.981070128970906
1739209822.4782803;-38.13080360867914
1739209822.478284;-45.120503652039325
1739209822.4782877;-45.120503652039325
1739209822.4782913;-45.120503652039325
1739209822.478295;-45.120503652039325
1739209822.4782987;-45.120503652039325
1739209822.4783025;-45.120503652039325
1739209822.478306;-45.120503652039325
1739209822.4783099;-45.120503652039325
1739209822.4783134;-45.120503652039325
1739209822.4783173;-45.120503652039325
1739209822.4783208;-35.57807855764607
1739209822.4783247;-35.57807855764607
1739209822.4783282;-38.13080360867914
1739209822.478332;-45.120503652039325
1739209822.4783356;-33.981070128970906
1739209822.4783394;-35.57807855764607
1739209822.478343;-45.120503652039325
1739209822.4783468;-38.13080360867914
1739209822.4783504;-35.57807855764607
1739209822.4783542;-35.57807855764607
1739209822.4783578;-45.120503652039325
1739209822.4783616;-35.57807855764607
1739209822.4783652;-45.120503652039325
1739209822.478369;-45.120503652039325
1739209822.4783726;-45.120503652039325
1739209822.4783764;-38.13080360867914
1739209822.47838;-45.120503652039325
1739209822.4783838;-45.120503652039325
1739209822.4783874;-38.13080360867914
1739209822.4783912;-38.13080360867914
1739209822.4783947;-45.120503652039325
1739209822.4783986;-45.120503652039325
1739209822.4784021;-32.816014438256545
1739209822.478406;-35.57807855764607
1739209822.4784095;-32.816014438256545
1739209822.4784133;-29.438486411369333
1739209822.478417;-45.120503652039325
1739209822.4784207;-45.120503652039325
1739209822.4784243;-35.57807855764607
1739209822.4784281;-32.816014438256545
1739209822.4784317;-45.120503652039325
1739209822.4784355;-38.13080360867914
1739209822.478439;-45.120503652039325
1739209822.478443;-38.13080360867914
1739209822.4784465;-38.13080360867914
1739209822.4784503;-38.13080360867914
1739209822.4784539;-38.13080360867914
1739209822.4784577;-38.13080360867914
1739209822.4784613;-45.120503652039325
1739209822.478465;-45.120503652039325
1739209822.4784687;-45.120503652039325
1739209822.4784725;-45.120503652039325
1739209822.478476;-45.120503652039325
1739209822.4784799;-45.120503652039325
1739209822.4784834;-45.120503652039325
1739209822.4784873;-38.13080360867914
1739209822.4784908;-38.13080360867914
1739209822.4784946;-45.120503652039325
1739209822.4784982;-38.13080360867914
1739209822.4785018;-29.438486411369333
1739209822.4785056;-45.120503652039325
1739209822.4785092;-45.120503652039325
1739209822.478513;-45.120503652039325
1739209822.4785166;-45.120503652039325
1739209822.4785204;-38.13080360867914
1739209822.478524;-35.57807855764607
1739209822.4785278;-45.120503652039325
1739209822.4785314;-33.981070128970956
1739209822.4785352;-45.120503652039325
1739209822.4785388;-38.13080360867914
1739209822.4785426;-38.13080360867914
1739209822.4785461;-45.120503652039325
1739209822.47855;-35.57807855764607
1739209822.4785535;-35.57807855764607
1739209822.4785573;-38.13080360867914
1739209822.478561;-38.13080360867914
1739209822.4785647;-38.13080360867914
1739209822.4785683;-38.13080360867914
1739209822.4785721;-35.57807855764607
1739209822.4785757;-45.120503652039325
1739209822.4785795;-45.120503652039325
1739209822.478583;-35.57807855764607
1739209822.478587;-45.120503652039325
1739209822.4785905;-38.13080360867914
1739209822.4785943;-35.57807855764607
1739209822.4785979;-32.816014438256545
1739209822.4786017;-38.13080360867914
1739209822.4786053;-32.816014438256545
1739209822.478609;-38.13080360867914
1739209822.4786127;-38.13080360867914
1739209822.4786165;-38.13080360867914
1739209822.47862;-45.120503652039325
1739209822.4786239;-38.13080360867914
1739209822.4786274;-38.13080360867914
1739209822.4786313;-45.120503652039325
1739209822.4786348;-38.13080360867914
1739209822.4786386;-38.13080360867914
1739209822.4786422;-45.120503652039325
1739209822.478646;-38.13080360867914
1739209822.4786496;-32.816014438256545
1739209822.4786534;-38.13080360867914
1739209822.478657;-45.120503652039325
1739209822.4786608;-38.13080360867914
1739209822.4786644;-45.120503652039325
1739209822.4786682;-45.120503652039325
1739209822.4786718;-45.120503652039325
1739209822.4786756;-45.120503652039325
1739209822.4786792;-45.120503652039325
1739209822.478683;-38.13080360867914
1739209822.4786866;-38.13080360867914
1739209822.4786904;-45.120503652039325
1739209822.478694;-45.120503652039325
1739209822.4786978;-38.13080360867914
1739209822.4787014;-45.120503652039325
1739209822.4787052;-35.57807855764607
1739209822.4787087;-38.13080360867914
1739209822.4787126;-45.120503652039325
1739209822.4787161;-38.13080360867914
1739209822.47872;-35.57807855764607
1739209822.4787235;-35.57807855764607
1739209822.4787273;-45.120503652039325
1739209822.478731;-45.120503652039325
1739209822.4787347;-38.13080360867914
1739209822.4787383;-38.13080360867914
1739209822.4787421;-33.981070128970906
1739209822.4787457;-45.120503652039325
1739209822.4787495;-45.120503652039325
1739209822.478753;-33.981070128970906
1739209822.478757;-35.57807855764607
1739209822.4787605;-38.13080360867914
1739209822.4787643;-38.13080360867914
1739209822.4787679;-38.13080360867914
1739209822.4787717;-38.13080360867914
1739209822.4787753;-45.120503652039325
1739209822.478779;-38.13080360867914
1739209822.4787827;-38.13080360867914
1739209822.4787865;-45.120503652039325
1739209822.47879;-38.13080360867914
1739209822.4787939;-38.13080360867914
1739209822.4787974;-45.120503652039325
1739209822.4788013;-33.981070128970906
1739209822.4788048;-45.120503652039325
1739209822.4788086;-38.13080360867914
1739209822.4788122;-45.120503652039325
1739209822.478816;-38.13080360867914
1739209822.4788196;-45.120503652039325
1739209822.4788234;-33.981070128970906
1739209822.478827;-38.13080360867914
1739209822.4788308;-38.13080360867914
1739209822.4788344;-33.981070128970906
1739209822.4788382;-45.120503652039325
1739209822.4788418;-45.120503652039325
1739209822.4788456;-35.57807855764607
1739209822.4788492;-45.120503652039325
1739209822.478853;-38.13080360867914
1739209822.4788566;-45.120503652039325
1739209822.4788604;-38.13080360867914
1739209822.478864;-45.120503652039325
1739209822.4788678;-45.120503652039325
1739209822.4788713;-45.120503652039325
1739209822.4788752;-45.120503652039325
1739209822.4788787;-38.13080360867914
1739209822.4788826;-45.120503652039325
1739209822.4788861;-38.13080360867914
1739209822.47889;-27.267205301931607
1739209822.4788935;-38.13080360867914
1739209822.4788973;-45.120503652039325
1739209822.478901;-38.13080360867914
1739209822.4789047;-38.13080360867914
1739209822.4789083;-38.13080360867914
1739209822.478912;-45.120503652039325
1739209822.4789157;-38.13080360867914
1739209822.4789195;-38.13080360867914
1739209822.478923;-45.120503652039325
1739209822.478927;-45.120503652039325
1739209822.4789305;-38.13080360867914
1739209822.4789343;-38.13080360867914
1739209822.4789379;-45.120503652039325
1739209822.4789417;-45.120503652039325
1739209822.4789453;-45.120503652039325
1739209822.478949;-45.120503652039325
1739209822.4789526;-45.120503652039325
1739209822.4789565;-45.120503652039325
1739209822.47896;-38.13080360867914
1739209822.4789639;-45.120503652039325
1739209822.4789674;-45.120503652039325
1739209822.478971;-45.120503652039325
1739209822.4789748;-38.13080360867914
1739209822.4789784;-28.58837851428586
1739209822.4789822;-33.981070128970906
1739209822.4789858;-45.120503652039325
1739209822.4789896;-45.120503652039325
1739209822.4789932;-33.981070128970906
1739209822.478997;-38.13080360867914
1739209822.4790006;-45.120503652039325
1739209822.4790044;-38.13080360867914
1739209822.479008;-33.981070128970956
1739209822.4790118;-35.57807855764607
1739209822.4790154;-38.13080360867914
1739209822.4790192;-45.120503652039325
1739209822.4790227;-38.13080360867914
1739209822.4790266;-38.13080360867914
1739209822.4790301;-45.120503652039325
1739209822.479034;-45.120503652039325
1739209822.4790375;-30.49652367304973
1739209822.4790413;-31.141103565318893
1739209822.479045;-45.120503652039325
1739209822.4790487;-45.120503652039325
1739209822.4790523;-38.13080360867914
1739209822.4790561;-35.57807855764607
1739209822.4790597;-38.13080360867914
1739209822.4790635;-45.120503652039325
1739209822.479067;-45.120503652039325
1739209822.479071;-38.13080360867914
1739209822.4790745;-38.13080360867914
1739209822.4790783;-45.120503652039325
1739209822.4790819;-32.816014438256545
1739209822.4790857;-38.13080360867914
1739209822.4790893;-45.120503652039325
1739209822.479093;-38.13080360867914
1739209822.4790967;-45.120503652039325
1739209822.4791005;-38.13080360867914
1739209822.479104;-45.120503652039325
1739209822.4791079;-45.120503652039325
1739209822.4791114;-45.120503652039325
1739209822.4791152;-31.141103565318915
1739209822.4791188;-38.13080360867914
1739209822.4791226;-45.120503652039325
1739209822.4791262;-30.49652367304973
1739209822.47913;-32.816014438256545
1739209822.4791336;-45.120503652039325
1739209822.4791374;-45.120503652039325
1739209822.479141;-45.120503652039325
1739209822.4791448;-45.120503652039325
1739209822.4791484;-45.120503652039325
1739209822.4791522;-45.120503652039325
1739209822.4791558;-45.120503652039325
1739209822.4791596;-45.120503652039325
1739209822.4791632;-45.120503652039325
1739209822.479167;-38.13080360867914
1739209822.4791706;-38.13080360867914
1739209822.4791744;-33.981070128970906
1739209822.479178;-45.120503652039325
1739209822.4791818;-45.120503652039325
1739209822.4791853;-45.120503652039325
1739209822.4791892;-38.13080360867914
1739209822.4791927;-38.13080360867914
1739209822.4791965;-45.120503652039325
1739209822.4792001;-45.120503652039325
1739209822.479204;-45.120503652039325
1739209822.4792075;-38.13080360867914
1739209822.4792113;-45.120503652039325
1739209822.479215;-33.981070128970906
1739209822.4792187;-38.13080360867914
1739209822.4792223;-45.120503652039325
1739209822.479226;-45.120503652039325
1739209822.4792297;-38.13080360867914
1739209822.4792335;-38.13080360867914
1739209822.479237;-38.13080360867914
1739209822.479241;-38.13080360867914
1739209822.4792445;-45.120503652039325
1739209822.4792483;-38.13080360867914
1739209822.4792519;-38.13080360867914
1739209822.4792557;-38.13080360867914
1739209822.4792593;-38.13080360867914
1739209822.479263;-38.13080360867914
1739209822.4792666;-38.13080360867914
1739209822.4792705;-45.120503652039325
1739209822.479274;-38.13080360867914
1739209822.4792778;-45.120503652039325
1739209822.4792814;-45.120503652039325
1739209822.4792852;-38.13080360867914
1739209822.4792888;-45.120503652039325
1739209822.4792926;-45.120503652039325
1739209822.4792962;-38.13080360867914
1739209822.4793;-45.120503652039325
1739209822.4793036;-38.13080360867914
1739209822.4793074;-38.13080360867914
1739209822.479311;-45.120503652039325
1739209822.4793148;-45.120503652039325
1739209822.4793184;-45.120503652039325
1739209822.4793222;-33.981070128970906
1739209822.4793258;-45.120503652039325
1739209822.4793296;-45.120503652039325
1739209822.4793332;-38.13080360867914
1739209822.479337;-28.992665084841942
1739209822.4793406;-33.981070128970906
1739209822.4793444;-45.120503652039325
1739209822.479348;-38.13080360867914
1739209822.4793518;-38.13080360867914
1739209822.4793553;-38.13080360867914
1739209822.4793591;-38.13080360867914
1739209822.4793627;-38.13080360867914
1739209822.4793665;-33.981070128970906
1739209822.47937;-38.13080360867914
1739209822.479374;-45.120503652039325
1739209822.4793775;-38.13080360867914
1739209822.4793813;-38.13080360867914
1739209822.479385;-45.120503652039325
1739209822.4793887;-45.120503652039325
1739209822.4793923;-45.120503652039325
1739209822.479396;-31.141103565318915
1739209822.4793997;-33.981070128970906
1739209822.4794035;-45.120503652039325
1739209822.479407;-38.13080360867914
1739209822.479411;-38.13080360867914
1739209822.4794145;-45.120503652039325
1739209822.4794183;-45.120503652039325
1739209822.4794219;-38.13080360867914
1739209822.4794257;-38.13080360867914
1739209822.4794292;-38.13080360867914
1739209822.479433;-45.120503652039325
1739209822.4794366;-38.13080360867914
1739209822.4794405;-38.13080360867914
1739209822.479444;-38.13080360867914
1739209822.4794476;-38.13080360867914
1739209822.4794514;-35.57807855764607
1739209822.479455;-33.981070128970906
1739209822.4794588;-31.141103565318915
1739209822.4794624;-45.120503652039325
1739209822.4794662;-25.826314394896354
1739209822.4794698;-26.991370085610722
1739209822.4794736;-33.981070128970906
1739209822.4794772;-27.877744956031417
1739209822.479481;-31.14110356531892
1739209822.4794846;-26.991370085610736
1739209822.4794884;-31.141103565318915
1739209822.479492;-38.13080360867914
1739209822.4794958;-33.981070128970906
1739209822.4794993;-33.981070128970956
1739209822.4795032;-32.816014438256545
