CAN Message; 0x77:c8ca89be10b90de2
1739209727.5270073;-38.13080360867914
1739209727.5270169;-38.13080360867914
1739209727.5270267;-38.13080360867914
1739209727.5270362;-45.120503652039325
1739209727.5270457;-38.13080360867914
1739209727.5270553;-38.13080360867914
1739209727.5270648;-45.120503652039325
1739209727.5270746;-38.13080360867914
1739209727.527084;-38.13080360867914
1739209727.5270936;-45.120503652039325
1739209727.5271032;-45.120503652039325
1739209727.5271127;-45.120503652039325
1739209727.5271225;-45.120503652039325
1739209727.527132;-38.13080360867914
1739209727.5271416;-38.13080360867914
1739209727.527151;-38.13080360867914
1739209727.5271606;-32.816014438256545
1739209727.5271704;-35.57807855764607
1739209727.52718;-38.13080360867914
1739209727.5271895;-38.13080360867914
1739209727.527199;-45.120503652039325
1739209727.5272086;-38.13080360867914
1739209727.5272183;-38.13080360867914
1739209727.5272279;-38.13080360867914
1739209727.5272374;-45.120503652039325
1739209727.527247;-38.13080360867914
1739209727.5272565;-38.13080360867914
1739209727.5272663;-45.120503652039325
1739209727.5272758;-45.120503652039325
1739209727.5272853;-45.120503652039325
1739209727.5272949;-45.120503652039325
1739209727.5273044;-45.120503652039325
1739209727.5273142;-45.120503652039325
1739209727.5273237;-45.120503652039325
1739209727.5273333;-45.120503652039325
1739209727.5273428;-38.13080360867914
1739209727.5273523;-38.13080360867914
1739209727.527362;-38.13080360867914
1739209727.5273716;-38.13080360867914
1739209727.5273812;-38.13080360867914
1739209727.5273907;-45.120503652039325
1739209727.5274003;-31.141103565318915
1739209727.52741;-38.13080360867914
1739209727.5274196;-45.120503652039325
1739209727.527429;-38.13080360867914
1739209727.5274386;-32.816014438256545
1739209727.5274482;-32.816014438256545
1739209727.527458;-38.13080360867914
1739209727.5274675;-45.120503652039325
1739209727.527477;-38.13080360867914
1739209727.5274866;-45.120503652039325
1739209727.527496;-38.13080360867914
1739209727.5275059;-45.120503652039325
1739209727.5275154;-45.120503652039325
1739209727.527525;-45.120503652039325
1739209727.5275345;-38.13080360867914
1739209727.527544;-45.120503652039325
1739209727.5275538;-45.120503652039325
1739209727.5275633;-45.120503652039325
1739209727.5275729;-38.13080360867914
1739209727.5275824;-38.13080360867914
1739209727.527592;-33.981070128970906
1739209727.5276017;-45.120503652039325
1739209727.5276113;-38.13080360867914
1739209727.5276208;-35.57807855764607
1739209727.5276303;-35.57807855764607
1739209727.5276399;-38.13080360867914
1739209727.5276496;-45.120503652039325
1739209727.5276592;-38.13080360867914
1739209727.5276687;-38.13080360867914
1739209727.5276783;-45.120503652039325
1739209727.5276878;-38.13080360867914
1739209727.5276976;-32.816014438256545
1739209727.527707;-38.13080360867914
1739209727.5277166;-45.120503652039325
1739209727.5277262;-35.57807855764607
1739209727.5277357;-35.57807855764607
1739209727.5277455;-38.13080360867914
1739209727.527755;-45.120503652039325
1739209727.5277646;-33.981070128970906
1739209727.527774;-38.13080360867914
1739209727.5277836;-30.49652367304973
1739209727.5277934;-32.816014438256545
1739209727.527803;-45.120503652039325
1739209727.5278125;-45.120503652039325
1739209727.527822;-38.13080360867914
1739209727.5278316;-38.13080360867914
1739209727.5278413;-38.13080360867914
1739209727.5278509;-33.981070128970906
1739209727.5278604;-38.13080360867914
1739209727.52787;-38.13080360867914
1739209727.5278795;-38.13080360867914
1739209727.5278893;-38.13080360867914
1739209727.5278988;-38.13080360867914
1739209727.5279083;-45.120503652039325
1739209727.5279179;-38.13080360867914
1739209727.5279274;-45.120503652039325
1739209727.5279372;-32.816014438256545
1739209727.5279467;-29.438486411369333
1739209727.5279562;-45.120503652039325
1739209727.5279658;-45.120503652039325
1739209727.5279753;-38.13080360867914
1739209727.527985;-35.57807855764607
1739209727.5279946;-38.13080360867914
1739209727.5280042;-38.13080360867914
1739209727.5280137;-38.13080360867914
1739209727.5280232;-38.13080360867914
1739209727.5280328;-45.120503652039325
1739209727.5280426;-45.120503652039325
1739209727.528052;-38.13080360867914
1739209727.5280616;-35.57807855764607
1739209727.5280712;-45.120503652039325
1739209727.5280807;-45.120503652039325
1739209727.5280905;-38.13080360867914
1739209727.5281;-38.13080360867914
1739209727.5281096;-38.13080360867914
1739209727.528119;-45.120503652039325
1739209727.5281286;-38.13080360867914
1739209727.5281384;-33.981070128970906
1739209727.528148;-33.981070128970906
1739209727.5281575;-45.120503652039325
1739209727.528167;-38.13080360867914
1739209727.5281765;-32.816014438256545
1739209727.5281863;-45.120503652039325
1739209727.5281959;-45.120503652039325
1739209727.5282054;-38.13080360867914
1739209727.528215;-35.57807855764607
1739209727.5282245;-45.120503652039325
1739209727.5282342;-38.13080360867914
1739209727.5282438;-38.13080360867914
1739209727.5282533;-45.120503652039325
1739209727.5282629;-45.120503652039325
1739209727.5282724;-45.120503652039325
1739209727.5282822;-45.120503652039325
1739209727.5282917;-45.120503652039325
1739209727.5283012;-38.13080360867914
1739209727.5283108;-35.57807855764607
1739209727.5283203;-38.13080360867914
1739209727.52833;-29.438486411369333
1739209727.5283396;-38.13080360867914
1739209727.5283492;-33.981070128970906
1739209727.5283587;-38.13080360867914
1739209727.5283682;-35.57807855764607
1739209727.528378;-38.13080360867914
1739209727.5283875;-35.57807855764607
1739209727.528397;-38.13080360867914
1739209727.5284066;-33.981070128970956
1739209727.5284162;-45.120503652039325
1739209727.528426;-38.13080360867914
1739209727.5284355;-45.120503652039325
1739209727.528445;-45.120503652039325
1739209727.5284545;-35.57807855764607
1739209727.528464;-38.13080360867914
1739209727.5284739;-38.13080360867914
1739209727.5284834;-31.141103565318893
1739209727.528493;-38.13080360867914
1739209727.5285025;-38.13080360867914
1739209727.528512;-38.13080360867914
1739209727.5285218;-45.120503652039325
1739209727.5285313;-38.13080360867914
1739209727.5285408;-38.13080360867914
1739209727.5285504;-38.13080360867914
1739209727.52856;-38.13080360867914
1739209727.5285697;-45.120503652039325
1739209727.5285792;-45.120503652039325
1739209727.5285888;-38.13080360867914
1739209727.5285983;-32.816014438256545
1739209727.5286078;-38.13080360867914
1739209727.5286176;-45.120503652039325
1739209727.5286272;-35.57807855764607
1739209727.5286367;-45.120503652039325
1739209727.5286462;-45.120503652039325
1739209727.5286558;-38.13080360867914
1739209727.5286655;-45.120503652039325
1739209727.528675;-45.120503652039325
1739209727.5286846;-38.13080360867914
1739209727.5286942;-45.120503652039325
1739209727.5287037;-45.120503652039325
1739209727.5287135;-33.981070128970906
1739209727.528723;-38.13080360867914
1739209727.5287325;-45.120503652039325
1739209727.528742;-38.13080360867914
1739209727.5287516;-35.57807855764607
1739209727.5287614;-38.13080360867914
1739209727.528771;-45.120503652039325
1739209727.5287805;-38.13080360867914
1739209727.52879;-45.120503652039325
1739209727.5287995;-45.120503652039325
1739209727.5288093;-45.120503652039325
1739209727.5288188;-33.981070128970906
1739209727.5288284;-45.120503652039325
1739209727.528838;-38.13080360867914
1739209727.5288475;-45.120503652039325
1739209727.5288572;-38.13080360867914
1739209727.5288668;-35.57807855764607
1739209727.5288763;-45.120503652039325
1739209727.5288858;-45.120503652039325
1739209727.5288954;-38.13080360867914
1739209727.5289052;-45.120503652039325
1739209727.5289147;-45.120503652039325
1739209727.5289242;-38.13080360867914
1739209727.5289338;-45.120503652039325
1739209727.5289433;-45.120503652039325
1739209727.528953;-45.120503652039325
1739209727.5289626;-45.120503652039325
1739209727.5289721;-38.13080360867914
1739209727.5289817;-38.13080360867914
1739209727.5289912;-33.981070128970906
1739209727.529001;-45.120503652039325
1739209727.5290105;-38.13080360867914
1739209727.52902;-38.13080360867914
1739209727.5290296;-45.120503652039325
1739209727.5290391;-45.120503652039325
1739209727.529049;-45.120503652039325
1739209727.5290585;-38.13080360867914
1739209727.529068;-45.120503652039325
1739209727.5290775;-33.981070128970906
1739209727.529087;-38.13080360867914
1739209727.5290966;-38.13080360867914
1739209727.5291064;-31.141103565318915
1739209727.529116;-35.57807855764607
1739209727.5291255;-45.120503652039325
1739209727.529135;-45.120503652039325
1739209727.5291445;-35.57807855764607
1739209727.5291543;-35.57807855764607
1739209727.5291638;-38.13080360867914
1739209727.5291734;-45.120503652039325
1739209727.529183;-45.120503652039325
1739209727.5291924;-33.981070128970906
1739209727.5292022;-38.13080360867914
1739209727.5292118;-45.120503652039325
1739209727.5292213;-38.13080360867914
1739209727.5292308;-35.57807855764607
1739209727.5292404;-45.120503652039325
1739209727.5292501;-45.120503652039325
1739209727.5292597;-38.13080360867914
1739209727.5292692;-35.57807855764607
1739209727.5292788;-45.120503652039325
1739209727.5292883;-45.120503652039325
1739209727.529298;-31.141103565318915
1739209727.5293076;-35.57807855764607
1739209727.5293171;-45.120503652039325
1739209727.5293267;-45.120503652039325
1739209727.5293362;-31.141103565318915
1739209727.529346;-33.981070128970906
1739209727.5293555;-45.120503652039325
1739209727.529365;-45.120503652039325
1739209727.5293746;-38.13080360867914
1739209727.5293841;-38.13080360867914
1739209727.529394;-38.13080360867914
1739209727.5294034;-35.57807855764607
1739209727.529413;-38.13080360867914
1739209727.5294225;-45.120503652039325
1739209727.529432;-38.13080360867914
1739209727.5294418;-45.120503652039325
1739209727.5294514;-45.120503652039325
1739209727.529461;-38.13080360867914
1739209727.5294704;-38.13080360867914
1739209727.52948;-38.13080360867914
1739209727.5294898;-28.992665084841942
1739209727.5294993;-30.49652367304973
1739209727.5295088;-45.120503652039325
1739209727.5295184;-38.13080360867914
1739209727.529528;-38.13080360867914
1739209727.5295377;-38.13080360867914
1739209727.5295472;-45.120503652039325
1739209727.5295568;-45.120503652039325
1739209727.5295663;-38.13080360867914
1739209727.5295758;-45.120503652039325
1739209727.5295856;-35.57807855764607
1739209727.5295951;-35.57807855764607
1739209727.5296047;-45.120503652039325
1739209727.5296142;-45.120503652039325
1739209727.5296237;-38.13080360867914
1739209727.5296335;-45.120503652039325
1739209727.529643;-38.13080360867914
1739209727.5296526;-38.13080360867914
1739209727.5296621;-45.120503652039325
1739209727.5296717;-38.13080360867914
1739209727.5296814;-35.57807855764607
1739209727.529691;-45.120503652039325
1739209727.5297005;-38.13080360867914
1739209727.52971;-45.120503652039325
1739209727.5297196;-32.816014438256545
1739209727.5297294;-32.816014438256545
1739209727.529739;-38.13080360867914
1739209727.5297484;-38.13080360867914
1739209727.529758;-38.13080360867914
1739209727.5297675;-38.13080360867914
1739209727.5297773;-45.120503652039325
1739209727.5297868;-45.120503652039325
1739209727.5297964;-45.120503652039325
1739209727.529806;-33.981070128970956
1739209727.5298154;-38.13080360867914
1739209727.5298252;-45.120503652039325
1739209727.5298347;-38.13080360867914
1739209727.5298443;-33.981070128970906
1739209727.5298538;-38.13080360867914
1739209727.5298634;-45.120503652039325
1739209727.5298731;-30.49652367304973
1739209727.5298827;-29.438486411369333
1739209727.5298922;-45.120503652039325
1739209727.5299017;-45.120503652039325
1739209727.5299113;-35.57807855764607
1739209727.529921;-38.13080360867914
1739209727.5299306;-38.13080360867914
1739209727.5299401;-38.13080360867914
1739209727.5299497;-45.120503652039325
1739209727.5299592;-45.120503652039325
1739209727.529969;-45.120503652039325
1739209727.5299785;-45.120503652039325
1739209727.529988;-38.13080360867914
1739209727.5299976;-32.816014438256545
1739209727.5300071;-45.120503652039325
1739209727.530017;-38.13080360867914
1739209727.5300264;-35.57807855764607
1739209727.530036;-38.13080360867914
1739209727.5300455;-38.13080360867914
1739209727.530055;-45.120503652039325
1739209727.5300648;-45.120503652039325
1739209727.5300744;-45.120503652039325
1739209727.530084;-33.981070128970906
1739209727.5300934;-45.120503652039325
1739209727.530103;-38.13080360867914
1739209727.5301127;-35.57807855764607
1739209727.5301223;-45.120503652039325
1739209727.5301318;-45.120503652039325
1739209727.5301414;-45.120503652039325
1739209727.530151;-38.13080360867914
1739209727.5301607;-45.120503652039325
1739209727.5301702;-32.816014438256545
1739209727.5301797;-38.13080360867914
1739209727.5301893;-45.120503652039325
1739209727.5301988;-45.120503652039325
1739209727.5302083;-45.120503652039325
1739209727.5302181;-38.13080360867914
1739209727.5302277;-45.120503652039325
1739209727.5302372;-45.120503652039325
1739209727.5302467;-32.816014438256545
1739209727.5302563;-45.120503652039325
1739209727.530266;-35.57807855764607
1739209727.5302756;-38.13080360867914
1739209727.5302851;-45.120503652039325
1739209727.5302947;-38.13080360867914
1739209727.5303042;-35.57807855764607
1739209727.530314;-38.13080360867914
1739209727.5303235;-45.120503652039325
1739209727.530333;-45.120503652039325
1739209727.5303426;-45.120503652039325
1739209727.530352;-45.120503652039325
1739209727.530362;-45.120503652039325
1739209727.5303714;-45.120503652039325
1739209727.530381;-45.120503652039325
1739209727.5303905;-38.13080360867914
1739209727.5304;-45.120503652039325
1739209727.5304098;-38.13080360867914
1739209727.5304193;-35.57807855764607
1739209727.530429;-45.120503652039325
1739209727.5304384;-38.13080360867914
1739209727.530448;-45.120503652039325
1739209727.5304577;-38.13080360867914
1739209727.5304673;-45.120503652039325
1739209727.5304768;-45.120503652039325
1739209727.5304863;-33.981070128970906
1739209727.530496;-35.57807855764607
1739209727.5305057;-38.13080360867914
1739209727.5305152;-45.120503652039325
1739209727.5305247;-45.120503652039325
1739209727.5305343;-38.13080360867914
1739209727.5305438;-38.13080360867914
1739209727.5305536;-45.120503652039325
1739209727.530563;-38.13080360867914
1739209727.5305727;-35.57807855764607
1739209727.5305822;-38.13080360867914
1739209727.5305917;-38.13080360867914
1739209727.5306015;-38.13080360867914
1739209727.530611;-45.120503652039325
1739209727.5306206;-45.120503652039325
1739209727.53063;-45.120503652039325
1739209727.5306396;-38.13080360867914
1739209727.5306494;-38.13080360867914
1739209727.530659;-38.13080360867914
1739209727.5306685;-38.13080360867914
1739209727.530678;-33.981070128970906
1739209727.5306876;-32.816014438256545
1739209727.5306973;-38.13080360867914
1739209727.530707;-45.120503652039325
1739209727.5307164;-45.120503652039325
1739209727.530726;-38.13080360867914
1739209727.5307355;-32.816014438256545
1739209727.5307453;-45.120503652039325
1739209727.5307548;-38.13080360867914
1739209727.5307643;-45.120503652039325
1739209727.5307739;-38.13080360867914
1739209727.5307834;-45.120503652039325
1739209727.5307932;-45.120503652039325
1739209727.5308027;-45.120503652039325
1739209727.5308123;-33.981070128970906
1739209727.5308218;-38.13080360867914
1739209727.5308313;-45.120503652039325
1739209727.530841;-45.120503652039325
1739209727.5308506;-38.13080360867914
1739209727.5308602;-45.120503652039325
1739209727.5308697;-45.120503652039325
1739209727.5308793;-45.120503652039325
1739209727.530889;-38.13080360867914
1739209727.5308986;-45.120503652039325
1739209727.530908;-38.13080360867914
1739209727.5309176;-38.13080360867914
1739209727.5309272;-35.57807855764607
1739209727.530937;-38.13080360867914
1739209727.5309465;-38.13080360867914
1739209727.530956;-38.13080360867914
1739209727.5309656;-45.120503652039325
1739209727.530975;-45.120503652039325
1739209727.5309849;-38.13080360867914
1739209727.5309944;-38.13080360867914
1739209727.531004;-38.13080360867914
1739209727.5310135;-38.13080360867914
1739209727.531023;-45.120503652039325
1739209727.5310328;-45.120503652039325
1739209727.5310423;-28.992665084841942
1739209727.5310519;-35.57807855764607
1739209727.5310614;-45.120503652039325
1739209727.531071;-45.120503652039325
1739209727.5310807;-35.57807855764607
1739209727.5310903;-38.13080360867914
1739209727.5310998;-45.120503652039325
1739209727.5311093;-45.120503652039325
1739209727.5311189;-35.57807855764607
1739209727.5311286;-45.120503652039325
1739209727.5311382;-38.13080360867914
1739209727.5311477;-38.13080360867914
1739209727.5311573;-45.120503652039325
1739209727.5311668;-45.120503652039325
1739209727.5311766;-45.120503652039325
1739209727.531186;-45.120503652039325
1739209727.5311956;-33.981070128970906
1739209727.5312052;-38.13080360867914
1739209727.5312147;-45.120503652039325
1739209727.5312245;-38.13080360867914
1739209727.531234;-35.57807855764607
1739209727.5312436;-38.13080360867914
1739209727.531253;-38.13080360867914
1739209727.5312626;-45.120503652039325
1739209727.5312724;-45.120503652039325
1739209727.531282;-45.120503652039325
1739209727.5312915;-45.120503652039325
1739209727.531301;-45.120503652039325
1739209727.5313106;-45.120503652039325
1739209727.53132;-45.120503652039325
1739209727.5313299;-45.120503652039325
1739209727.5313394;-45.120503652039325
1739209727.531349;-38.13080360867914
1739209727.5313585;-38.13080360867914
1739209727.531368;-38.13080360867914
1739209727.5313778;-38.13080360867914
1739209727.5313873;-45.120503652039325
1739209727.5313969;-38.13080360867914
1739209727.5314064;-38.13080360867914
1739209727.531416;-38.13080360867914
1739209727.5314257;-30.49652367304973
1739209727.5314353;-30.49652367304973
1739209727.5314448;-45.120503652039325
1739209727.5314543;-45.120503652039325
1739209727.5314639;-30.49652367304973
1739209727.5314736;-33.981070128970906
1739209727.5314832;-45.120503652039325
1739209727.5314927;-33.981070128970906
1739209727.5315022;-45.120503652039325
1739209727.5315118;-38.13080360867914
1739209727.5315216;-38.13080360867914
1739209727.531531;-38.13080360867914
1739209727.5315406;-45.120503652039325
1739209727.5315502;-45.120503652039325
1739209727.5315597;-33.981070128970906
1739209727.5315695;-45.120503652039325
1739209727.531579;-33.981070128970906
1739209727.5315886;-31.141103565318893
1739209727.531598;-45.120503652039325
1739209727.5316076;-45.120503652039325
1739209727.5316174;-45.120503652039325
1739209727.531627;-38.13080360867914
1739209727.5316365;-45.120503652039325
1739209727.531646;-38.13080360867914
1739209727.5316556;-38.13080360867914
1739209727.5316653;-38.13080360867914
1739209727.5316749;-38.13080360867914
1739209727.5316844;-35.57807855764607
1739209727.531694;-45.120503652039325
1739209727.5317035;-45.120503652039325
1739209727.5317132;-45.120503652039325
1739209727.5317228;-31.141103565318893
1739209727.5317323;-45.120503652039325
1739209727.5317419;-45.120503652039325
1739209727.5317514;-35.57807855764607
1739209727.5317612;-35.57807855764607
1739209727.5317707;-38.13080360867914
1739209727.5317802;-45.120503652039325
1739209727.5317898;-45.120503652039325
1739209727.5317993;-38.13080360867914
1739209727.531809;-35.57807855764607
1739209727.5318186;-38.13080360867914
1739209727.5318282;-45.120503652039325
1739209727.5318377;-45.120503652039325
1739209727.5318472;-45.120503652039325
1739209727.531857;-45.120503652039325
1739209727.5318666;-45.120503652039325
1739209727.531876;-32.816014438256545
1739209727.5318856;-38.13080360867914
1739209727.5318952;-45.120503652039325
1739209727.531905;-38.13080360867914
1739209727.5319145;-45.120503652039325
1739209727.531924;-45.120503652039325
1739209727.5319335;-38.13080360867914
1739209727.531943;-38.13080360867914
1739209727.5319529;-35.57807855764607
1739209727.5319624;-38.13080360867914
1739209727.531972;-45.120503652039325
1739209727.5319815;-35.57807855764607
1739209727.531991;-38.13080360867914
1739209727.5320008;-45.120503652039325
1739209727.5320103;-45.120503652039325
1739209727.5320199;-38.13080360867914
1739209727.5320294;-38.13080360867914
1739209727.532039;-38.13080360867914
1739209727.5320487;-38.13080360867914
1739209727.5320582;-38.13080360867914
1739209727.5320678;-45.120503652039325
1739209727.5320773;-38.13080360867914
1739209727.5320868;-32.816014438256545
1739209727.5320966;-45.120503652039325
1739209727.5321062;-38.13080360867914
1739209727.5321157;-45.120503652039325
1739209727.5321252;-33.981070128970906
1739209727.5321348;-31.141103565318915
1739209727.5321445;-45.120503652039325
1739209727.532154;-38.13080360867914
1739209727.5321636;-45.120503652039325
1739209727.5321732;-33.981070128970906
1739209727.5321827;-45.120503652039325
1739209727.5321925;-45.120503652039325
1739209727.532202;-38.13080360867914
1739209727.5322115;-45.120503652039325
1739209727.532221;-45.120503652039325
1739209727.5322306;-45.120503652039325
1739209727.5322404;-45.120503652039325
1739209727.53225;-45.120503652039325
1739209727.5322595;-45.120503652039325
1739209727.532269;-45.120503652039325
1739209727.5322785;-38.13080360867914
1739209727.5322883;-38.13080360867914
1739209727.5322978;-45.120503652039325
1739209727.5323074;-38.13080360867914
1739209727.532317;-38.13080360867914
1739209727.5323265;-35.57807855764607
1739209727.5323362;-38.13080360867914
1739209727.5323458;-38.13080360867914
1739209727.5323553;-38.13080360867914
1739209727.5323648;-31.141103565318915
1739209727.5323744;-35.57807855764607
1739209727.532384;-38.13080360867914
1739209727.5323937;-45.120503652039325
1739209727.5324032;-45.120503652039325
1739209727.5324128;-45.120503652039325
1739209727.5324223;-45.120503652039325
1739209727.5324318;-38.13080360867914
1739209727.5324416;-31.141103565318915
1739209727.5324512;-45.120503652039325
1739209727.5324607;-32.816014438256545
1739209727.5324702;-32.816014438256545
1739209727.5324798;-38.13080360867914
1739209727.5324895;-32.816014438256545
1739209727.532499;-45.120503652039325
1739209727.5325086;-38.13080360867914
1739209727.5325181;-31.141103565318915
1739209727.5325277;-38.13080360867914
1739209727.5325375;-45.120503652039325
1739209727.532547;-45.120503652039325
1739209727.5325565;-33.981070128970906
1739209727.532566;-45.120503652039325
1739209727.5325756;-38.13080360867914
1739209727.5325854;-38.13080360867914
1739209727.532595;-30.49652367304973
1739209727.5326045;-38.13080360867914
1739209727.532614;-38.13080360867914
1739209727.5326235;-45.120503652039325
1739209727.5326333;-35.57807855764607
1739209727.5326428;-35.57807855764607
1739209727.5326524;-45.120503652039325
1739209727.532662;-45.120503652039325
1739209727.5326715;-45.120503652039325
1739209727.5326812;-38.13080360867914
1739209727.5326908;-45.120503652039325
1739209727.5327003;-45.120503652039325
1739209727.5327098;-38.13080360867914
1739209727.5327194;-45.120503652039325
1739209727.5327291;-38.13080360867914
1739209727.5327387;-45.120503652039325
1739209727.5327482;-38.13080360867914
1739209727.5327578;-38.13080360867914
1739209727.5327673;-38.13080360867914
1739209727.532777;-45.120503652039325
1739209727.5327866;-45.120503652039325
1739209727.5327961;-45.120503652039325
1739209727.5328057;-45.120503652039325
1739209727.5328152;-45.120503652039325
1739209727.532825;-27.267205301931607
1739209727.5328345;-35.57807855764607
1739209727.532844;-38.13080360867914
1739209727.5328536;-38.13080360867914
1739209727.5328631;-33.981070128970906
1739209727.532873;-38.13080360867914
1739209727.5328825;-38.13080360867914
1739209727.532892;-45.120503652039325
1739209727.5329015;-32.816014438256545
1739209727.532911;-38.13080360867914
1739209727.5329208;-38.13080360867914
1739209727.5329304;-35.57807855764607
1739209727.53294;-38.13080360867914
1739209727.5329494;-35.57807855764607
1739209727.532959;-45.120503652039325
1739209727.5329688;-38.13080360867914
1739209727.5329783;-31.141103565318915
1739209727.5329878;-38.13080360867914
1739209727.5329974;-45.120503652039325
1739209727.533007;-35.57807855764607
1739209727.5330167;-35.57807855764607
1739209727.5330262;-45.120503652039325
1739209727.5330358;-38.13080360867914
1739209727.5330453;-31.141103565318893
1739209727.5330548;-31.14110356531892
1739209727.5330646;-45.120503652039325
1739209727.5330741;-38.13080360867914
1739209727.5330837;-38.13080360867914
1739209727.5330932;-38.13080360867914
1739209727.5331028;-38.13080360867914
1739209727.5331125;-38.13080360867914
1739209727.533122;-38.13080360867914
1739209727.5331316;-30.49652367304973
1739209727.5331411;-33.981070128970906
1739209727.5331507;-38.13080360867914
1739209727.5331604;-35.57807855764607
1739209727.53317;-45.120503652039325
1739209727.5331795;-45.120503652039325
1739209727.533189;-38.13080360867914
1739209727.5331986;-45.120503652039325
1739209727.5332084;-45.120503652039325
1739209727.533218;-45.120503652039325
1739209727.5332274;-32.816014438256545
1739209727.533237;-38.13080360867914
1739209727.5332465;-45.120503652039325
1739209727.5332563;-35.57807855764607
1739209727.5332658;-38.13080360867914
1739209727.5332754;-45.120503652039325
1739209727.533285;-38.13080360867914
1739209727.5332944;-38.13080360867914
1739209727.5333042;-38.13080360867914
1739209727.5333138;-38.13080360867914
1739209727.5333233;-45.120503652039325
1739209727.5333328;-35.57807855764607
1739209727.5333424;-38.13080360867914
1739209727.5333521;-38.13080360867914
1739209727.5333617;-45.120503652039325
1739209727.5333712;-45.120503652039325
1739209727.5333807;-45.120503652039325
1739209727.5333903;-38.13080360867914
1739209727.5334;-45.120503652039325
1739209727.5334096;-38.13080360867914
1739209727.5334191;-38.13080360867914
1739209727.5334287;-35.57807855764607
1739209727.5334382;-38.13080360867914
1739209727.533448;-45.120503652039325
1739209727.5334575;-45.120503652039325
1739209727.533467;-45.120503652039325
1739209727.5334766;-45.120503652039325
1739209727.5334861;-45.120503652039325
1739209727.5334957;-38.13080360867914
1739209727.5335054;-35.57807855764607
1739209727.533515;-45.120503652039325
1739209727.5335245;-38.13080360867914
1739209727.533534;-45.120503652039325
1739209727.5335436;-45.120503652039325
1739209727.5335534;-35.57807855764607
1739209727.533563;-38.13080360867914
1739209727.5335724;-45.120503652039325
1739209727.533582;-45.120503652039325
1739209727.5335915;-45.120503652039325
1739209727.5336013;-45.120503652039325
1739209727.5336108;-45.120503652039325
1739209727.5336204;-45.120503652039325
1739209727.53363;-33.981070128970906
1739209727.5336394;-38.13080360867914
1739209727.5336492;-33.981070128970906
1739209727.5336587;-45.120503652039325
1739209727.5336683;-38.13080360867914
1739209727.5336778;-32.816014438256545
1739209727.5336874;-38.13080360867914
1739209727.5336971;-45.120503652039325
1739209727.5337067;-33.981070128970906
1739209727.5337162;-32.816014438256545
1739209727.5337257;-45.120503652039325
1739209727.5337353;-45.120503652039325
1739209727.533745;-38.13080360867914
1739209727.5337546;-45.120503652039325
1739209727.5337641;-38.13080360867914
1739209727.5337737;-45.120503652039325
1739209727.5337832;-38.13080360867914
1739209727.533793;-38.13080360867914
1739209727.5338025;-33.981070128970906
1739209727.533812;-45.120503652039325
1739209727.5338216;-33.981070128970906
1739209727.5338311;-45.120503652039325
1739209727.533841;-38.13080360867914
1739209727.5338504;-31.141103565318915
1739209727.53386;-33.981070128970906
1739209727.5338695;-45.120503652039325
1739209727.533879;-38.13080360867914
