CAN Message; 0x150:0000243e4a122fd4
1739209913.112673;-45.120503652039325
1739209913.1126764;-38.13080360867914
1739209913.1126795;-38.13080360867914
1739209913.1126828;-45.120503652039325
1739209913.1126862;-45.120503652039325
1739209913.1126895;-45.120503652039325
1739209913.1126928;-45.120503652039325
1739209913.1126962;-35.57807855764607
1739209913.1126995;-32.816014438256545
1739209913.1127026;-38.13080360867914
1739209913.112706;-32.816014438256545
1739209913.1127093;-45.120503652039325
1739209913.1127126;-38.13080360867914
1739209913.112716;-31.141103565318915
1739209913.1127193;-35.57807855764607
1739209913.1127224;-45.120503652039325
1739209913.1127257;-45.120503652039325
1739209913.112729;-35.57807855764607
1739209913.1127324;-32.816014438256545
1739209913.1127357;-45.120503652039325
1739209913.112739;-38.13080360867914
1739209913.1127424;-31.141103565318915
1739209913.1127455;-45.120503652039325
1739209913.1127489;-45.120503652039325
1739209913.1127522;-45.120503652039325
1739209913.1127555;-38.13080360867914
1739209913.1127589;-45.120503652039325
1739209913.1127622;-38.13080360867914
1739209913.1127656;-38.13080360867914
1739209913.1127687;-30.49652367304973
1739209913.112772;-45.120503652039325
1739209913.1127753;-38.13080360867914
1739209913.1127787;-38.13080360867914
1739209913.112782;-38.13080360867914
1739209913.1127853;-33.981070128970906
1739209913.1127884;-45.120503652039325
1739209913.1127918;-45.120503652039325
1739209913.112795;-31.141103565318915
1739209913.1127985;-45.120503652039325
1739209913.1128018;-45.120503652039325
1739209913.1128051;-45.120503652039325
1739209913.1128085;-45.120503652039325
1739209913.1128116;-45.120503652039325
1739209913.112815;-38.13080360867914
1739209913.1128182;-38.13080360867914
1739209913.1128216;-45.120503652039325
1739209913.112825;-45.120503652039325
1739209913.1128283;-45.120503652039325
1739209913.1128316;-45.120503652039325
1739209913.1128347;-38.13080360867914
1739209913.112838;-45.120503652039325
1739209913.1128414;-38.13080360867914
1739209913.1128447;-35.57807855764607
1739209913.112848;-38.13080360867914
1739209913.1128514;-45.120503652039325
1739209913.1128545;-35.57807855764607
1739209913.1128578;-35.57807855764607
1739209913.1128612;-38.13080360867914
1739209913.1128645;-38.13080360867914
1739209913.1128678;-38.13080360867914
1739209913.1128712;-38.13080360867914
1739209913.1128745;-38.13080360867914
1739209913.1128776;-45.120503652039325
1739209913.112881;-45.120503652039325
1739209913.1128843;-35.57807855764607
1739209913.1128876;-38.13080360867914
1739209913.112891;-45.120503652039325
1739209913.1128943;-45.120503652039325
1739209913.1128976;-45.120503652039325
1739209913.1129007;-45.120503652039325
1739209913.112904;-38.13080360867914
1739209913.1129074;-38.13080360867914
1739209913.1129107;-45.120503652039325
1739209913.112914;-38.13080360867914
1739209913.1129174;-35.57807855764607
1739209913.1129205;-38.13080360867914
1739209913.1129239;-38.13080360867914
1739209913.1129272;-38.13080360867914
1739209913.1129305;-45.120503652039325
1739209913.1129339;-45.120503652039325
1739209913.1129372;-38.13080360867914
1739209913.1129405;-38.13080360867914
1739209913.1129436;-45.120503652039325
1739209913.112947;-35.57807855764607
1739209913.1129503;-38.13080360867914
1739209913.1129537;-38.13080360867914
1739209913.112957;-38.13080360867914
1739209913.1129603;-38.13080360867914
1739209913.1129637;-45.120503652039325
1739209913.1129668;-38.13080360867914
1739209913.11297;-35.57807855764607
1739209913.1129735;-38.13080360867914
1739209913.1129768;-45.120503652039325
1739209913.1129801;-38.13080360867914
1739209913.1129835;-45.120503652039325
1739209913.1129866;-38.13080360867914
1739209913.11299;-35.57807855764607
1739209913.1129932;-38.13080360867914
1739209913.1129966;-45.120503652039325
1739209913.113;-45.120503652039325
1739209913.1130033;-38.13080360867914
1739209913.1130066;-38.13080360867914
1739209913.1130097;-45.120503652039325
1739209913.113013;-38.13080360867914
1739209913.1130164;-38.13080360867914
1739209913.1130197;-35.57807855764607
1739209913.113023;-38.13080360867914
1739209913.1130264;-38.13080360867914
1739209913.1130297;-35.57807855764607
1739209913.1130328;-45.120503652039325
1739209913.1130362;-38.13080360867914
1739209913.1130395;-35.57807855764607
1739209913.1130428;-35.57807855764607
1739209913.1130462;-38.13080360867914
1739209913.1130495;-45.120503652039325
1739209913.1130526;-33.981070128970906
1739209913.113056;-35.57807855764607
1739209913.1130593;-38.13080360867914
1739209913.1130626;-38.13080360867914
1739209913.113066;-38.13080360867914
1739209913.1130693;-35.57807855764607
1739209913.1130726;-38.13080360867914
1739209913.1130757;-45.120503652039325
1739209913.113079;-45.120503652039325
1739209913.1130824;-45.120503652039325
1739209913.1130857;-45.120503652039325
1739209913.113089;-33.981070128970906
1739209913.1130924;-38.13080360867914
1739209913.1130958;-45.120503652039325
1739209913.1130989;-45.120503652039325
1739209913.1131022;-38.13080360867914
1739209913.1131055;-38.13080360867914
1739209913.1131089;-38.13080360867914
1739209913.1131122;-38.13080360867914
1739209913.1131155;-45.120503652039325
1739209913.1131186;-45.120503652039325
1739209913.113122;-45.120503652039325
1739209913.1131253;-45.120503652039325
1739209913.1131287;-45.120503652039325
1739209913.113132;-45.120503652039325
1739209913.1131353;-38.13080360867914
1739209913.1131387;-38.13080360867914
1739209913.1131418;-45.120503652039325
1739209913.113145;-38.13080360867914
1739209913.1131485;-35.57807855764607
1739209913.1131518;-45.120503652039325
1739209913.1131551;-38.13080360867914
1739209913.1131585;-38.13080360867914
1739209913.1131616;-38.13080360867914
1739209913.113165;-38.13080360867914
1739209913.1131682;-38.13080360867914
1739209913.1131716;-38.13080360867914
1739209913.113175;-31.141103565318893
1739209913.1131783;-38.13080360867914
1739209913.1131816;-45.120503652039325
1739209913.1131847;-38.13080360867914
1739209913.113188;-35.57807855764607
1739209913.1131914;-38.13080360867914
1739209913.1131947;-35.57807855764607
1739209913.113198;-33.981070128970906
1739209913.1132014;-35.57807855764607
1739209913.1132047;-45.120503652039325
1739209913.1132078;-38.13080360867914
1739209913.1132112;-33.981070128970906
1739209913.1132145;-33.981070128970906
1739209913.1132178;-38.13080360867914
1739209913.1132212;-31.141103565318915
1739209913.1132245;-33.981070128970906
1739209913.1132276;-38.13080360867914
1739209913.113231;-38.13080360867914
1739209913.1132343;-38.13080360867914
1739209913.1132376;-35.57807855764607
1739209913.113241;-35.57807855764607
1739209913.1132443;-33.981070128970906
1739209913.1132476;-38.13080360867914
1739209913.1132507;-33.981070128970906
1739209913.113254;-38.13080360867914
1739209913.1132574;-38.13080360867914
1739209913.1132607;-38.13080360867914
1739209913.113264;-45.120503652039325
1739209913.1132674;-45.120503652039325
1739209913.1132708;-45.120503652039325
1739209913.1132739;-38.13080360867914
1739209913.1132772;-38.13080360867914
1739209913.1132805;-32.816014438256545
1739209913.1132839;-38.13080360867914
1739209913.1132872;-45.120503652039325
1739209913.1132905;-45.120503652039325
1739209913.1132936;-38.13080360867914
1739209913.113297;-45.120503652039325
1739209913.1133003;-38.13080360867914
1739209913.1133037;-33.981070128970906
1739209913.113307;-38.13080360867914
1739209913.1133103;-45.120503652039325
1739209913.1133137;-45.120503652039325
1739209913.1133168;-33.981070128970906
1739209913.11332;-32.816014438256545
1739209913.1133235;-38.13080360867914
1739209913.1133268;-38.13080360867914
1739209913.1133301;-28.58837851428586
1739209913.1133335;-32.816014438256545
1739209913.1133368;-38.13080360867914
1739209913.11334;-38.13080360867914
1739209913.1133432;-38.13080360867914
1739209913.1133466;-32.816014438256545
1739209913.11335;-45.120503652039325
1739209913.1133533;-45.120503652039325
1739209913.1133566;-31.141103565318915
1739209913.1133597;-32.816014438256545
1739209913.113363;-38.13080360867914
1739209913.1133664;-45.120503652039325
1739209913.1133697;-45.120503652039325
1739209913.113373;-45.120503652039325
1739209913.1133764;-33.981070128970906
1739209913.1133797;-38.13080360867914
1739209913.1133828;-28.992665084841942
1739209913.1133862;-32.816014438256545
1739209913.1133895;-38.13080360867914
1739209913.1133928;-45.120503652039325
1739209913.1133962;-45.120503652039325
1739209913.1133995;-38.13080360867914
1739209913.1134028;-45.120503652039325
1739209913.113406;-33.981070128970906
1739209913.1134093;-38.13080360867914
1739209913.1134126;-45.120503652039325
1739209913.113416;-38.13080360867914
1739209913.1134193;-45.120503652039325
1739209913.1134226;-33.981070128970906
1739209913.1134257;-35.57807855764607
1739209913.113429;-38.13080360867914
1739209913.1134324;-45.120503652039325
1739209913.1134357;-45.120503652039325
1739209913.113439;-32.816014438256545
1739209913.1134424;-38.13080360867914
1739209913.1134458;-45.120503652039325
1739209913.1134489;-33.981070128970906
1739209913.1134522;-38.13080360867914
1739209913.1134555;-45.120503652039325
1739209913.1134589;-45.120503652039325
1739209913.1134622;-38.13080360867914
1739209913.1134655;-35.57807855764607
1739209913.113469;-38.13080360867914
1739209913.113472;-45.120503652039325
1739209913.1134753;-38.13080360867914
1739209913.1134787;-45.120503652039325
1739209913.113482;-38.13080360867914
1739209913.1134853;-45.120503652039325
1739209913.1134887;-45.120503652039325
1739209913.1134918;-35.57807855764607
1739209913.113495;-45.120503652039325
1739209913.1134984;-38.13080360867914
1739209913.1135018;-35.57807855764607
1739209913.1135051;-33.981070128970906
1739209913.1135085;-45.120503652039325
1739209913.1135118;-45.120503652039325
1739209913.113515;-38.13080360867914
1739209913.1135182;-38.13080360867914
1739209913.1135216;-45.120503652039325
1739209913.113525;-45.120503652039325
1739209913.1135283;-45.120503652039325
1739209913.1135316;-45.120503652039325
1739209913.113535;-45.120503652039325
1739209913.113538;-45.120503652039325
1739209913.1135414;-45.120503652039325
1739209913.1135447;-45.120503652039325
1739209913.113548;-45.120503652039325
1739209913.1135514;-45.120503652039325
1739209913.1135547;-38.13080360867914
1739209913.1135578;-35.57807855764607
1739209913.1135612;-38.13080360867914
1739209913.1135645;-45.120503652039325
1739209913.1135678;-38.13080360867914
1739209913.1135712;-32.816014438256545
1739209913.1135745;-45.120503652039325
1739209913.1135778;-45.120503652039325
1739209913.113581;-38.13080360867914
1739209913.1135843;-38.13080360867914
1739209913.1135876;-38.13080360867914
1739209913.113591;-45.120503652039325
1739209913.1135943;-45.120503652039325
1739209913.1135976;-45.120503652039325
1739209913.1136007;-45.120503652039325
1739209913.113604;-45.120503652039325
1739209913.1136074;-38.13080360867914
1739209913.1136107;-45.120503652039325
1739209913.113614;-45.120503652039325
1739209913.1136174;-45.120503652039325
1739209913.1136208;-45.120503652039325
1739209913.1136239;-31.141103565318893
1739209913.1136272;-45.120503652039325
1739209913.1136305;-45.120503652039325
1739209913.1136339;-45.120503652039325
1739209913.1136372;-32.816014438256545
1739209913.1136405;-38.13080360867914
1739209913.113644;-38.13080360867914
1739209913.113647;-45.120503652039325
1739209913.1136503;-38.13080360867914
1739209913.1136537;-38.13080360867914
1739209913.113657;-35.57807855764607
1739209913.1136603;-45.120503652039325
1739209913.1136637;-45.120503652039325
1739209913.1136668;-45.120503652039325
1739209913.11367;-45.120503652039325
1739209913.1136734;-45.120503652039325
1739209913.1136768;-45.120503652039325
1739209913.1136801;-45.120503652039325
1739209913.1136835;-45.120503652039325
1739209913.1136868;-45.120503652039325
1739209913.11369;-32.816014438256545
1739209913.1136932;-45.120503652039325
1739209913.1136966;-38.13080360867914
1739209913.1137;-38.13080360867914
1739209913.1137033;-32.816014438256545
1739209913.1137066;-38.13080360867914
1739209913.11371;-45.120503652039325
1739209913.113713;-45.120503652039325
1739209913.1137164;-45.120503652039325
1739209913.1137197;-38.13080360867914
1739209913.113723;-35.57807855764607
1739209913.1137264;-45.120503652039325
1739209913.1137297;-33.981070128970956
1739209913.1137328;-45.120503652039325
1739209913.1137362;-38.13080360867914
1739209913.1137395;-33.981070128970906
1739209913.1137428;-45.120503652039325
1739209913.1137462;-45.120503652039325
1739209913.1137495;-38.13080360867914
1739209913.1137528;-38.13080360867914
1739209913.113756;-28.58837851428586
1739209913.1137593;-38.13080360867914
1739209913.1137626;-45.120503652039325
1739209913.113766;-38.13080360867914
1739209913.1137693;-45.120503652039325
1739209913.1137726;-45.120503652039325
1739209913.113776;-38.13080360867914
1739209913.113779;-38.13080360867914
1739209913.1137824;-45.120503652039325
1739209913.1137857;-38.13080360867914
1739209913.113789;-38.13080360867914
1739209913.1137924;-45.120503652039325
1739209913.1137958;-45.120503652039325
1739209913.1137989;-38.13080360867914
1739209913.1138022;-45.120503652039325
1739209913.1138055;-38.13080360867914
1739209913.1138089;-45.120503652039325
1739209913.1138122;-38.13080360867914
1739209913.1138155;-38.13080360867914
1739209913.113819;-45.120503652039325
1739209913.113822;-38.13080360867914
1739209913.1138253;-45.120503652039325
1739209913.1138287;-38.13080360867914
1739209913.113832;-38.13080360867914
1739209913.1138353;-28.58837851428586
1739209913.1138387;-31.141103565318915
1739209913.113842;-45.120503652039325
1739209913.113845;-45.120503652039325
1739209913.1138484;-38.13080360867914
1739209913.1138518;-35.57807855764607
1739209913.1138551;-38.13080360867914
1739209913.1138585;-38.13080360867914
1739209913.1138618;-35.57807855764607
1739209913.113865;-38.13080360867914
1739209913.1138682;-38.13080360867914
1739209913.1138716;-45.120503652039325
1739209913.113875;-45.120503652039325
1739209913.1138783;-45.120503652039325
1739209913.1138816;-38.13080360867914
1739209913.113885;-38.13080360867914
1739209913.113888;-28.992665084841942
1739209913.1138914;-28.992665084841942
1739209913.1138947;-45.120503652039325
1739209913.113898;-38.13080360867914
1739209913.1139014;-35.57807855764607
1739209913.1139047;-38.13080360867914
1739209913.113908;-45.120503652039325
1739209913.1139112;-45.120503652039325
1739209913.1139145;-38.13080360867914
1739209913.1139178;-38.13080360867914
1739209913.1139212;-45.120503652039325
1739209913.1139245;-33.981070128970906
1739209913.1139278;-35.57807855764607
1739209913.113931;-45.120503652039325
1739209913.1139343;-45.120503652039325
1739209913.1139376;-33.981070128970906
1739209913.113941;-31.141103565318915
1739209913.1139443;-31.141103565318915
1739209913.1139476;-38.13080360867914
1739209913.113951;-45.120503652039325
1739209913.113954;-45.120503652039325
1739209913.1139574;-45.120503652039325
1739209913.1139607;-45.120503652039325
1739209913.113964;-33.981070128970906
1739209913.1139674;-38.13080360867914
1739209913.1139708;-38.13080360867914
1739209913.113974;-45.120503652039325
1739209913.1139772;-38.13080360867914
1739209913.1139805;-35.57807855764607
1739209913.1139839;-38.13080360867914
1739209913.1139872;-45.120503652039325
1739209913.1139905;-45.120503652039325
1739209913.113994;-35.57807855764607
1739209913.113997;-38.13080360867914
1739209913.1140003;-45.120503652039325
1739209913.1140037;-38.13080360867914
1739209913.114007;-38.13080360867914
1739209913.1140103;-45.120503652039325
1739209913.1140137;-45.120503652039325
1739209913.114017;-38.13080360867914
1739209913.11402;-45.120503652039325
1739209913.1140234;-38.13080360867914
1739209913.1140268;-45.120503652039325
1739209913.1140301;-33.981070128970906
1739209913.1140335;-32.816014438256545
1739209913.1140368;-38.13080360867914
1739209913.11404;-45.120503652039325
1739209913.1140432;-38.13080360867914
1739209913.1140466;-32.816014438256545
1739209913.11405;-45.120503652039325
1739209913.1140532;-45.120503652039325
1739209913.1140566;-45.120503652039325
1739209913.11406;-35.57807855764607
1739209913.114063;-45.120503652039325
1739209913.1140664;-45.120503652039325
1739209913.1140697;-33.981070128970906
1739209913.114073;-38.13080360867914
1739209913.1140764;-33.981070128970906
1739209913.1140797;-45.120503652039325
1739209913.114083;-38.13080360867914
1739209913.1140862;-38.13080360867914
1739209913.1140895;-38.13080360867914
1739209913.1140928;-38.13080360867914
1739209913.1140962;-38.13080360867914
1739209913.1140995;-35.57807855764607
1739209913.1141028;-38.13080360867914
1739209913.114106;-45.120503652039325
1739209913.1141093;-38.13080360867914
1739209913.1141126;-31.141103565318915
1739209913.114116;-38.13080360867914
1739209913.1141193;-45.120503652039325
1739209913.1141226;-33.981070128970906
1739209913.114126;-38.13080360867914
1739209913.114129;-45.120503652039325
1739209913.1141324;-38.13080360867914
1739209913.1141357;-45.120503652039325
1739209913.114139;-38.13080360867914
1739209913.1141424;-38.13080360867914
1739209913.1141458;-38.13080360867914
1739209913.114149;-38.13080360867914
1739209913.1141522;-35.57807855764607
1739209913.1141555;-35.57807855764607
1739209913.1141589;-45.120503652039325
1739209913.1141622;-45.120503652039325
1739209913.1141655;-45.120503652039325
1739209913.114169;-45.120503652039325
1739209913.114172;-45.120503652039325
1739209913.1141753;-45.120503652039325
1739209913.1141787;-38.13080360867914
1739209913.114182;-38.13080360867914
1739209913.1141853;-45.120503652039325
1739209913.1141887;-35.57807855764607
1739209913.114192;-32.816014438256545
1739209913.114195;-38.13080360867914
1739209913.1141984;-38.13080360867914
1739209913.1142018;-38.13080360867914
1739209913.1142051;-45.120503652039325
1739209913.1142085;-38.13080360867914
1739209913.1142118;-35.57807855764607
1739209913.1142151;-45.120503652039325
1739209913.1142182;-38.13080360867914
1739209913.1142216;-45.120503652039325
1739209913.114225;-38.13080360867914
1739209913.1142282;-35.57807855764607
1739209913.1142316;-38.13080360867914
1739209913.114235;-38.13080360867914
1739209913.114238;-45.120503652039325
1739209913.1142414;-45.120503652039325
1739209913.1142447;-45.120503652039325
1739209913.114248;-32.816014438256545
1739209913.1142514;-33.981070128970906
1739209913.1142547;-45.120503652039325
1739209913.114258;-38.13080360867914
1739209913.1142612;-38.13080360867914
1739209913.1142645;-32.816014438256545
1739209913.1142678;-38.13080360867914
1739209913.1142712;-38.13080360867914
1739209913.1142745;-38.13080360867914
1739209913.1142778;-35.57807855764607
1739209913.1142812;-45.120503652039325
1739209913.1142843;-45.120503652039325
1739209913.1142876;-45.120503652039325
1739209913.114291;-45.120503652039325
1739209913.1142943;-45.120503652039325
1739209913.1142976;-45.120503652039325
1739209913.114301;-45.120503652039325
1739209913.114304;-45.120503652039325
1739209913.1143074;-38.13080360867914
1739209913.1143107;-35.57807855764607
1739209913.114314;-38.13080360867914
1739209913.1143174;-38.13080360867914
1739209913.1143208;-38.13080360867914
1739209913.114324;-45.120503652039325
1739209913.1143272;-38.13080360867914
1739209913.1143305;-32.816014438256545
1739209913.1143339;-38.13080360867914
1739209913.1143372;-45.120503652039325
1739209913.1143405;-38.13080360867914
1739209913.114344;-38.13080360867914
1739209913.1143472;-45.120503652039325
1739209913.1143503;-45.120503652039325
1739209913.1143537;-45.120503652039325
1739209913.114357;-45.120503652039325
1739209913.1143603;-38.13080360867914
1739209913.1143637;-38.13080360867914
1739209913.114367;-38.13080360867914
1739209913.11437;-38.13080360867914
1739209913.1143734;-45.120503652039325
1739209913.1143768;-45.120503652039325
1739209913.1143801;-45.120503652039325
1739209913.1143835;-38.13080360867914
1739209913.1143868;-45.120503652039325
1739209913.1143901;-38.13080360867914
1739209913.1143932;-38.13080360867914
1739209913.1143966;-31.141103565318915
1739209913.1144;-35.57807855764607
1739209913.1144032;-38.13080360867914
1739209913.1144066;-38.13080360867914
1739209913.11441;-32.816014438256545
1739209913.1144133;-45.120503652039325
1739209913.1144164;-38.13080360867914
1739209913.1144197;-38.13080360867914
1739209913.114423;-45.120503652039325
1739209913.1144264;-45.120503652039325
1739209913.1144297;-45.120503652039325
1739209913.114433;-38.13080360867914
1739209913.1144361;-45.120503652039325
1739209913.1144395;-45.120503652039325
1739209913.1144428;-45.120503652039325
1739209913.1144462;-35.57807855764607
1739209913.1144495;-35.57807855764607
1739209913.1144528;-45.120503652039325
1739209913.1144562;-38.13080360867914
1739209913.1144593;-38.13080360867914
1739209913.1144626;-38.13080360867914
1739209913.114466;-45.120503652039325
1739209913.1144693;-38.13080360867914
