CAN Message; 0x98:0000f98da20c4ff2
1739209686.3478944;-45.120503652039325
1739209686.3478966;-45.120503652039325
1739209686.3478987;-45.120503652039325
1739209686.3479009;-38.13080360867914
1739209686.3479028;-32.816014438256545
1739209686.347905;-45.120503652039325
1739209686.347907;-45.120503652039325
1739209686.3479092;-35.57807855764607
1739209686.3479114;-35.57807855764607
1739209686.3479135;-45.120503652039325
1739209686.3479156;-45.120503652039325
1739209686.3479178;-38.13080360867914
1739209686.3479197;-32.816014438256545
1739209686.3479218;-45.120503652039325
1739209686.347924;-45.120503652039325
1739209686.3479261;-32.816014438256545
1739209686.3479283;-35.57807855764607
1739209686.3479304;-45.120503652039325
1739209686.3479326;-38.13080360867914
1739209686.3479347;-45.120503652039325
1739209686.3479366;-38.13080360867914
1739209686.3479388;-45.120503652039325
1739209686.347941;-45.120503652039325
1739209686.347943;-38.13080360867914
1739209686.3479452;-45.120503652039325
1739209686.3479474;-38.13080360867914
1739209686.3479495;-38.13080360867914
1739209686.3479517;-32.816014438256545
1739209686.3479536;-26.991370085610722
1739209686.3479557;-45.120503652039325
1739209686.3479578;-45.120503652039325
1739209686.34796;-38.13080360867914
1739209686.3479621;-38.13080360867914
1739209686.3479643;-38.13080360867914
1739209686.3479664;-45.120503652039325
1739209686.3479686;-45.120503652039325
1739209686.3479707;-35.57807855764607
1739209686.3479726;-38.13080360867914
1739209686.3479748;-45.120503652039325
1739209686.347977;-33.981070128970906
1739209686.347979;-33.981070128970906
1739209686.3479812;-45.120503652039325
1739209686.3479834;-45.120503652039325
1739209686.3479855;-38.13080360867914
1739209686.3479877;-45.120503652039325
1739209686.3479896;-38.13080360867914
1739209686.3479917;-38.13080360867914
1739209686.3479939;-45.120503652039325
1739209686.347996;-45.120503652039325
1739209686.3479981;-38.13080360867914
1739209686.3480003;-35.57807855764607
1739209686.3480024;-38.13080360867914
1739209686.3480046;-35.57807855764607
1739209686.3480065;-35.57807855764607
1739209686.3480086;-35.57807855764607
1739209686.3480108;-45.120503652039325
1739209686.348013;-38.13080360867914
1739209686.348015;-38.13080360867914
1739209686.3480172;-45.120503652039325
1739209686.3480194;-38.13080360867914
1739209686.3480215;-45.120503652039325
1739209686.3480234;-45.120503652039325
1739209686.3480256;-45.120503652039325
1739209686.3480277;-45.120503652039325
1739209686.3480299;-38.13080360867914
1739209686.348032;-45.120503652039325
1739209686.3480341;-45.120503652039325
1739209686.3480363;-35.57807855764607
1739209686.3480384;-32.816014438256545
1739209686.3480403;-45.120503652039325
1739209686.3480425;-38.13080360867914
1739209686.3480446;-38.13080360867914
1739209686.3480468;-38.13080360867914
1739209686.348049;-45.120503652039325
1739209686.348051;-38.13080360867914
1739209686.3480532;-45.120503652039325
1739209686.3480554;-38.13080360867914
1739209686.3480573;-35.57807855764607
1739209686.3480594;-38.13080360867914
1739209686.3480616;-45.120503652039325
1739209686.3480637;-33.981070128970906
1739209686.3480659;-38.13080360867914
1739209686.348068;-38.13080360867914
1739209686.3480701;-38.13080360867914
1739209686.3480723;-38.13080360867914
1739209686.3480742;-45.120503652039325
1739209686.3480763;-45.120503652039325
1739209686.3480785;-38.13080360867914
1739209686.3480806;-45.120503652039325
1739209686.3480828;-45.120503652039325
1739209686.348085;-45.120503652039325
1739209686.348087;-45.120503652039325
1739209686.3480892;-35.57807855764607
1739209686.3480911;-38.13080360867914
1739209686.3480933;-38.13080360867914
1739209686.3480954;-35.57807855764607
1739209686.3480976;-35.57807855764607
1739209686.3480997;-38.13080360867914
1739209686.3481019;-45.120503652039325
1739209686.348104;-38.13080360867914
1739209686.3481061;-45.120503652039325
1739209686.3481083;-45.120503652039325
1739209686.3481102;-45.120503652039325
1739209686.3481123;-45.120503652039325
1739209686.3481145;-38.13080360867914
1739209686.3481166;-38.13080360867914
1739209686.3481188;-45.120503652039325
1739209686.348121;-38.13080360867914
1739209686.348123;-45.120503652039325
1739209686.3481252;-38.13080360867914
1739209686.3481271;-45.120503652039325
1739209686.3481293;-35.57807855764607
1739209686.3481314;-35.57807855764607
1739209686.3481336;-45.120503652039325
1739209686.3481357;-38.13080360867914
1739209686.3481379;-38.13080360867914
1739209686.34814;-35.57807855764607
1739209686.3481421;-28.992665084841942
1739209686.348144;-45.120503652039325
1739209686.3481462;-45.120503652039325
1739209686.3481483;-38.13080360867914
1739209686.3481505;-32.816014438256545
1739209686.3481526;-38.13080360867914
1739209686.3481548;-38.13080360867914
1739209686.348157;-38.13080360867914
1739209686.348159;-32.81601443825658
1739209686.348161;-35.57807855764607
1739209686.3481631;-35.57807855764607
1739209686.3481653;-38.13080360867914
1739209686.3481674;-38.13080360867914
1739209686.3481696;-45.120503652039325
1739209686.3481717;-35.57807855764607
1739209686.3481739;-38.13080360867914
1739209686.348176;-38.13080360867914
1739209686.348178;-35.57807855764607
1739209686.34818;-38.13080360867914
1739209686.3481822;-35.57807855764607
1739209686.3481843;-45.120503652039325
1739209686.3481865;-45.120503652039325
1739209686.3481886;-45.120503652039325
1739209686.3481908;-38.13080360867914
1739209686.348193;-38.13080360867914
1739209686.3481948;-45.120503652039325
1739209686.348197;-35.57807855764607
1739209686.3481991;-38.13080360867914
1739209686.3482013;-45.120503652039325
1739209686.3482034;-45.120503652039325
1739209686.3482056;-45.120503652039325
1739209686.3482077;-38.13080360867914
1739209686.3482099;-33.981070128970956
1739209686.3482118;-45.120503652039325
1739209686.348214;-38.13080360867914
1739209686.348216;-38.13080360867914
1739209686.3482182;-45.120503652039325
1739209686.3482203;-45.120503652039325
1739209686.3482225;-38.13080360867914
1739209686.3482246;-45.120503652039325
1739209686.3482268;-29.438486411369333
1739209686.3482287;-30.49652367304973
1739209686.3482308;-35.57807855764607
1739209686.348233;-35.57807855764607
1739209686.3482351;-45.120503652039325
1739209686.3482373;-38.13080360867914
1739209686.356426;-45.120503652039325
1739209686.3564305;-38.13080360867914
1739209686.3564353;-38.13080360867914
1739209686.3564398;-45.120503652039325
1739209686.3564444;-38.13080360867914
1739209686.3564491;-38.13080360867914
1739209686.3564537;-38.13080360867914
1739209686.3564582;-38.13080360867914
1739209686.3564627;-38.13080360867914
1739209686.3564672;-45.120503652039325
1739209686.356472;-38.13080360867914
1739209686.3564765;-38.13080360867914
1739209686.356481;-45.120503652039325
1739209686.3564858;-45.120503652039325
1739209686.3564904;-38.13080360867914
1739209686.356495;-45.120503652039325
1739209686.3564994;-45.120503652039325
1739209686.356504;-45.120503652039325
1739209686.3565087;-38.13080360867914
1739209686.3565133;-33.981070128970906
1739209686.3565178;-45.120503652039325
1739209686.3565226;-38.13080360867914
1739209686.356527;-27.267205301931607
1739209686.3565316;-38.13080360867914
1739209686.3565361;-45.120503652039325
1739209686.3565407;-38.13080360867914
1739209686.3565454;-38.13080360867914
1739209686.35655;-45.120503652039325
1739209686.3565545;-45.120503652039325
1739209686.3565593;-45.120503652039325
1739209686.3565638;-33.981070128970956
1739209686.3565683;-38.13080360867914
1739209686.3565729;-35.57807855764607
1739209686.3565774;-38.13080360867914
1739209686.3565822;-38.13080360867914
1739209686.3565867;-38.13080360867914
1739209686.3565912;-45.120503652039325
1739209686.356596;-38.13080360867914
1739209686.3566005;-28.992665084841942
1739209686.356605;-38.13080360867914
1739209686.3566096;-38.13080360867914
1739209686.356614;-35.57807855764607
1739209686.356619;-45.120503652039325
1739209686.3566234;-38.13080360867914
1739209686.356628;-45.120503652039325
1739209686.3566327;-45.120503652039325
1739209686.3566372;-45.120503652039325
1739209686.3566418;-45.120503652039325
1739209686.3566463;-45.120503652039325
1739209686.3566508;-38.13080360867914
1739209686.3566556;-31.141103565318915
1739209686.3566601;-38.13080360867914
1739209686.3566647;-38.13080360867914
1739209686.3566694;-45.120503652039325
1739209686.356674;-38.13080360867914
1739209686.3566785;-38.13080360867914
1739209686.356683;-45.120503652039325
1739209686.3566875;-45.120503652039325
1739209686.3566923;-38.13080360867914
1739209686.3566968;-31.141103565318893
1739209686.3567014;-45.120503652039325
1739209686.3567061;-38.13080360867914
1739209686.3567107;-31.141103565318915
1739209686.3567152;-45.120503652039325
1739209686.3567197;-45.120503652039325
1739209686.3567243;-45.120503652039325
1739209686.356729;-45.120503652039325
1739209686.3567336;-45.120503652039325
1739209686.356738;-38.13080360867914
1739209686.3567429;-45.120503652039325
1739209686.3567474;-38.13080360867914
1739209686.356752;-38.13080360867914
1739209686.3567564;-38.13080360867914
1739209686.356761;-45.120503652039325
1739209686.3567657;-35.57807855764607
1739209686.3567703;-38.13080360867914
1739209686.3567748;-45.120503652039325
1739209686.3567796;-38.13080360867914
1739209686.356784;-38.13080360867914
1739209686.3567886;-38.13080360867914
1739209686.3567932;-45.120503652039325
1739209686.3567977;-45.120503652039325
1739209686.3568025;-45.120503652039325
1739209686.356807;-33.981070128970906
1739209686.3568115;-38.13080360867914
1739209686.3568163;-45.120503652039325
1739209686.3568208;-45.120503652039325
1739209686.3568254;-38.13080360867914
1739209686.35683;-45.120503652039325
1739209686.3568344;-38.13080360867914
1739209686.3568392;-33.981070128970906
1739209686.3568437;-38.13080360867914
1739209686.3568482;-45.120503652039325
1739209686.356853;-38.13080360867914
1739209686.3568575;-35.57807855764607
1739209686.356862;-38.13080360867914
1739209686.3568666;-45.120503652039325
1739209686.3568711;-38.13080360867914
1739209686.356876;-38.13080360867914
1739209686.3568804;-35.57807855764607
1739209686.356885;-38.13080360867914
1739209686.3568897;-38.13080360867914
1739209686.3568943;-45.120503652039325
1739209686.3568988;-45.120503652039325
1739209686.3569033;-45.120503652039325
1739209686.3569078;-38.13080360867914
1739209686.3569126;-45.120503652039325
1739209686.3569171;-45.120503652039325
1739209686.3569217;-35.57807855764607
1739209686.3569264;-38.13080360867914
1739209686.356931;-45.120503652039325
1739209686.3569355;-33.981070128970956
1739209686.35694;-38.13080360867914
1739209686.3569446;-38.13080360867914
1739209686.3569493;-45.120503652039325
1739209686.3569539;-45.120503652039325
1739209686.3569584;-35.57807855764607
1739209686.3569632;-45.120503652039325
1739209686.3569677;-38.13080360867914
1739209686.3569722;-27.267205301931607
1739209686.3569767;-35.57807855764607
1739209686.3569813;-45.120503652039325
1739209686.356986;-38.13080360867914
1739209686.3569906;-32.816014438256545
1739209686.356995;-45.120503652039325
1739209686.3569999;-38.13080360867914
1739209686.3570044;-38.13080360867914
1739209686.357009;-38.13080360867914
1739209686.3570135;-45.120503652039325
1739209686.357018;-45.120503652039325
1739209686.3570228;-35.57807855764607
1739209686.3570273;-33.981070128970906
1739209686.3570318;-38.13080360867914
1739209686.3570366;-38.13080360867914
1739209686.3570411;-45.120503652039325
1739209686.3570457;-32.81601443825658
1739209686.3570502;-38.13080360867914
1739209686.3570547;-33.981070128970906
1739209686.3570595;-45.120503652039325
1739209686.357064;-45.120503652039325
1739209686.3570685;-45.120503652039325
1739209686.3570733;-45.120503652039325
1739209686.3570778;-45.120503652039325
1739209686.3570824;-28.992665084841942
1739209686.357087;-38.13080360867914
1739209686.3570914;-38.13080360867914
1739209686.3570962;-38.13080360867914
1739209686.3571007;-33.981070128970906
1739209686.3571053;-38.13080360867914
1739209686.35711;-38.13080360867914
1739209686.3571146;-38.13080360867914
1739209686.357119;-31.14110356531892
1739209686.3571236;-45.120503652039325
1739209686.3571281;-45.120503652039325
1739209686.357133;-38.13080360867914
1739209686.3571374;-45.120503652039325
1739209686.357142;-45.120503652039325
1739209686.3571467;-45.120503652039325
1739209686.3571513;-45.120503652039325
1739209686.3571558;-28.992665084841942
1739209686.3571603;-33.981070128970906
1739209686.3571649;-38.13080360867914
1739209686.3571696;-38.13080360867914
1739209686.3571742;-33.981070128970906
1739209686.3571787;-35.57807855764607
1739209686.3571835;-45.120503652039325
1739209686.357188;-45.120503652039325
1739209686.3571925;-38.13080360867914
1739209686.357197;-38.13080360867914
1739209686.3572016;-45.120503652039325
1739209686.3572063;-45.120503652039325
1739209686.3572109;-38.13080360867914
1739209686.3572154;-38.13080360867914
1739209686.3572202;-45.120503652039325
1739209686.3572247;-45.120503652039325
1739209686.3572292;-45.120503652039325
1739209686.3572338;-45.120503652039325
1739209686.3572383;-38.13080360867914
1739209686.357243;-45.120503652039325
1739209686.3572476;-45.120503652039325
1739209686.3572521;-38.13080360867914
1739209686.357257;-45.120503652039325
1739209686.3572614;-45.120503652039325
1739209686.357266;-45.120503652039325
1739209686.3572705;-45.120503652039325
1739209686.357275;-38.13080360867914
1739209686.3572798;-35.57807855764607
1739209686.3572843;-38.13080360867914
1739209686.3572888;-35.57807855764607
1739209686.3572936;-38.13080360867914
1739209686.3572981;-45.120503652039325
1739209686.3573027;-38.13080360867914
1739209686.3573072;-38.13080360867914
1739209686.3573117;-38.13080360867914
1739209686.3573165;-38.13080360867914
1739209686.357321;-38.13080360867914
1739209686.3573256;-45.120503652039325
1739209686.3573303;-38.13080360867914
1739209686.3573349;-45.120503652039325
1739209686.3573394;-45.120503652039325
1739209686.357344;-38.13080360867914
1739209686.3573484;-38.13080360867914
1739209686.3573532;-45.120503652039325
1739209686.3573577;-45.120503652039325
1739209686.3573623;-38.13080360867914
1739209686.357367;-38.13080360867914
1739209686.3573716;-45.120503652039325
1739209686.357376;-45.120503652039325
1739209686.3573806;-38.13080360867914
1739209686.3573852;-38.13080360867914
1739209686.35739;-45.120503652039325
1739209686.3573945;-45.120503652039325
1739209686.357399;-45.120503652039325
1739209686.3574038;-38.13080360867914
1739209686.3611248;-45.120503652039325
1739209686.3611283;-35.57807855764607
1739209686.361132;-38.13080360867914
1739209686.3611352;-38.13080360867914
1739209686.3611388;-38.13080360867914
1739209686.3611424;-38.13080360867914
1739209686.361146;-45.120503652039325
1739209686.3611495;-38.13080360867914
1739209686.3611531;-45.120503652039325
1739209686.3611565;-33.981070128970906
1739209686.36116;-38.13080360867914
1739209686.3611636;-45.120503652039325
1739209686.3611672;-45.120503652039325
1739209686.3611708;-38.13080360867914
1739209686.3611743;-45.120503652039325
1739209686.3611777;-38.13080360867914
1739209686.3611813;-38.13080360867914
1739209686.3611848;-45.120503652039325
1739209686.3611884;-45.120503652039325
1739209686.361192;-45.120503652039325
1739209686.3611956;-38.13080360867914
1739209686.361199;-38.13080360867914
1739209686.3612025;-45.120503652039325
1739209686.361206;-45.120503652039325
1739209686.3612096;-38.13080360867914
1739209686.3612132;-38.13080360867914
1739209686.3612168;-45.120503652039325
1739209686.3612201;-45.120503652039325
1739209686.3612237;-35.57807855764607
1739209686.3612273;-35.57807855764607
1739209686.3612309;-45.120503652039325
1739209686.3612344;-45.120503652039325
1739209686.361238;-45.120503652039325
1739209686.3612413;-31.141103565318915
1739209686.361245;-33.981070128970906
1739209686.3612485;-45.120503652039325
1739209686.361252;-45.120503652039325
1739209686.3612556;-38.13080360867914
1739209686.3612592;-38.13080360867914
1739209686.3612626;-38.13080360867914
1739209686.3612661;-38.13080360867914
1739209686.3612697;-33.981070128970906
1739209686.3612733;-38.13080360867914
1739209686.3612769;-38.13080360867914
1739209686.3612804;-45.120503652039325
1739209686.3612838;-45.120503652039325
1739209686.3612874;-45.120503652039325
1739209686.361291;-38.13080360867914
1739209686.3612945;-38.13080360867914
1739209686.361298;-33.981070128970906
1739209686.3613017;-38.13080360867914
1739209686.361305;-45.120503652039325
1739209686.3613086;-45.120503652039325
1739209686.3613122;-38.13080360867914
1739209686.3613157;-38.13080360867914
1739209686.3613193;-45.120503652039325
1739209686.3613229;-33.981070128970906
1739209686.3613262;-38.13080360867914
1739209686.3613298;-38.13080360867914
1739209686.3613334;-35.57807855764607
1739209686.361337;-38.13080360867914
1739209686.3613405;-45.120503652039325
1739209686.361344;-45.120503652039325
1739209686.3613477;-45.120503652039325
1739209686.361351;-45.120503652039325
1739209686.3613546;-38.13080360867914
1739209686.3613582;-38.13080360867914
1739209686.3613617;-45.120503652039325
1739209686.3613653;-38.13080360867914
1739209686.361369;-30.49652367304973
1739209686.3613722;-38.13080360867914
1739209686.3613758;-45.120503652039325
1739209686.3613794;-38.13080360867914
1739209686.361383;-45.120503652039325
1739209686.3613865;-35.57807855764607
1739209686.36139;-45.120503652039325
1739209686.3613935;-38.13080360867914
1739209686.361397;-33.981070128970906
1739209686.3614006;-38.13080360867914
1739209686.3614042;-38.13080360867914
1739209686.3614078;-38.13080360867914
1739209686.3614113;-33.981070128970906
1739209686.3614147;-33.981070128970906
1739209686.3614182;-45.120503652039325
1739209686.3614218;-38.13080360867914
1739209686.3614254;-38.13080360867914
1739209686.361429;-45.120503652039325
1739209686.3614326;-38.13080360867914
1739209686.361436;-45.120503652039325
1739209686.3614395;-45.120503652039325
1739209686.361443;-45.120503652039325
1739209686.3614466;-45.120503652039325
1739209686.3614502;-45.120503652039325
1739209686.3614538;-45.120503652039325
1739209686.361457;-38.13080360867914
1739209686.3614607;-38.13080360867914
1739209686.3614643;-38.13080360867914
1739209686.3614678;-45.120503652039325
1739209686.3614714;-45.120503652039325
1739209686.361475;-32.816014438256545
1739209686.3614783;-45.120503652039325
1739209686.361482;-45.120503652039325
1739209686.3614855;-35.57807855764607
1739209686.361489;-35.57807855764607
1739209686.3614926;-45.120503652039325
1739209686.3614962;-38.13080360867914
1739209686.3614995;-31.141103565318915
1739209686.3615031;-38.13080360867914
1739209686.3615067;-38.13080360867914
1739209686.3615103;-38.13080360867914
1739209686.3615139;-38.13080360867914
1739209686.3615174;-45.120503652039325
1739209686.3615208;-45.120503652039325
1739209686.3615243;-45.120503652039325
1739209686.361528;-38.13080360867914
1739209686.3615315;-35.57807855764607
1739209686.361535;-45.120503652039325
1739209686.3615386;-45.120503652039325
1739209686.361542;-32.816014438256545
1739209686.3615456;-35.57807855764607
1739209686.3615491;-45.120503652039325
1739209686.3615527;-38.13080360867914
1739209686.3615563;-33.981070128970906
1739209686.3615599;-45.120503652039325
1739209686.3615632;-45.120503652039325
1739209686.3615668;-45.120503652039325
1739209686.3615704;-45.120503652039325
1739209686.361574;-45.120503652039325
1739209686.3615775;-32.816014438256545
1739209686.361581;-38.13080360867914
1739209686.3615847;-45.120503652039325
1739209686.361588;-45.120503652039325
1739209686.3615916;-45.120503652039325
1739209686.3615952;-45.120503652039325
1739209686.3615987;-38.13080360867914
1739209686.3616023;-38.13080360867914
1739209686.361606;-45.120503652039325
1739209686.3616092;-45.120503652039325
1739209686.3616128;-45.120503652039325
1739209686.3616164;-38.13080360867914
1739209686.36162;-45.120503652039325
1739209686.3616235;-45.120503652039325
1739209686.361627;-45.120503652039325
1739209686.3616304;-45.120503652039325
1739209686.361634;-45.120503652039325
1739209686.3616376;-45.120503652039325
1739209686.3616412;-45.120503652039325
1739209686.3616447;-45.120503652039325
1739209686.3616483;-45.120503652039325
1739209686.3616517;-45.120503652039325
1739209686.3616552;-31.141103565318915
1739209686.3616588;-45.120503652039325
1739209686.3616624;-38.13080360867914
1739209686.361666;-45.120503652039325
1739209686.3616695;-35.57807855764607
1739209686.3616729;-32.816014438256545
1739209686.3616765;-45.120503652039325
1739209686.36168;-45.120503652039325
1739209686.3616836;-32.816014438256545
1739209686.3616872;-32.816014438256545
1739209686.3616908;-38.13080360867914
1739209686.361694;-45.120503652039325
1739209686.3616977;-38.13080360867914
1739209686.3617013;-45.120503652039325
1739209686.3617048;-45.120503652039325
1739209686.3617084;-38.13080360867914
1739209686.361712;-45.120503652039325
1739209686.3617153;-45.120503652039325
1739209686.361719;-32.816014438256545
1739209686.3617225;-45.120503652039325
1739209686.361726;-45.120503652039325
1739209686.3617296;-45.120503652039325
1739209686.3617332;-45.120503652039325
1739209686.3617365;-45.120503652039325
1739209686.36174;-35.57807855764607
1739209686.3617437;-35.57807855764607
1739209686.3617473;-38.13080360867914
1739209686.3617508;-45.120503652039325
1739209686.3617544;-38.13080360867914
1739209686.3617578;-30.49652367304973
1739209686.3617613;-38.13080360867914
1739209686.361765;-45.120503652039325
1739209686.3617685;-45.120503652039325
1739209686.361772;-38.13080360867914
1739209686.3617756;-45.120503652039325
1739209686.361779;-45.120503652039325
1739209686.3617826;-45.120503652039325
1739209686.3617861;-38.13080360867914
1739209686.3617897;-45.120503652039325
1739209686.3617933;-38.13080360867914
1739209686.3617969;-38.13080360867914
1739209686.3618002;-38.13080360867914
1739209686.3618038;-38.13080360867914
1739209686.3618073;-45.120503652039325
1739209686.361811;-38.13080360867914
1739209686.3618145;-25.826314394896357
1739209686.361818;-45.120503652039325
1739209686.3618217;-45.120503652039325
1739209686.361825;-45.120503652039325
1739209686.3618286;-38.13080360867914
1739209686.3618321;-38.13080360867914
1739209686.3618357;-45.120503652039325
1739209686.3618393;-38.13080360867914
1739209686.3618429;-38.13080360867914
1739209686.3618462;-45.120503652039325
1739209686.3618498;-45.120503652039325
1739209686.3618534;-33.981070128970906
1739209686.361857;-38.13080360867914
1739209686.3618605;-45.120503652039325
1739209686.361864;-45.120503652039325
1739209686.3618674;-45.120503652039325
1739209686.361871;-45.120503652039325
1739209686.3618746;-45.120503652039325
1739209686.3618782;-38.13080360867914
1739209686.3618817;-38.13080360867914
1739209686.3618853;-38.13080360867914
1739209686.3618886;-45.120503652039325
1739209686.3618922;-38.13080360867914
1739209686.3618958;-38.13080360867914
1739209686.3618994;-31.141103565318915
1739209686.361903;-38.13080360867914
1739209686.3619065;-38.13080360867914
1739209686.3619099;-45.120503652039325
1739209686.3619134;-38.13080360867914
1739209686.361917;-35.57807855764607
1739209686.3619206;-45.120503652039325
1739209686.3619242;-38.13080360867914
1739209686.3619277;-31.14110356531892
1739209686.361931;-45.120503652039325
1739209686.3619347;-45.120503652039325
1739209686.3619382;-45.120503652039325
1739209686.3619418;-45.120503652039325
1739209686.3619454;-45.120503652039325
1739209686.361949;-33.981070128970906
1739209686.3619523;-45.120503652039325
1739209686.361956;-31.141103565318915
1739209686.3619595;-33.981070128970906
1739209686.361963;-38.13080360867914
1739209686.3619666;-38.13080360867914
1739209686.3619702;-38.13080360867914
1739209686.3619735;-38.13080360867914
1739209686.361977;-38.13080360867914
1739209686.3619807;-45.120503652039325
1739209686.3619843;-31.141103565318915
1739209686.3619878;-33.981070128970906
1739209686.3619914;-38.13080360867914
1739209686.3619947;-45.120503652039325
1739209686.3619983;-45.120503652039325
1739209686.362002;-38.13080360867914
1739209686.3620055;-38.13080360867914
1739209686.362009;-45.120503652039325
1739209686.3620126;-33.981070128970906
1739209686.362016;-38.13080360867914
1739209686.3620195;-45.120503652039325
1739209686.362023;-45.120503652039325
1739209686.3620267;-38.13080360867914
1739209686.3620303;-38.13080360867914
1739209686.3620338;-38.13080360867914
1739209686.3620374;-45.120503652039325
1739209686.3620408;-38.13080360867914
1739209686.3620443;-38.13080360867914
1739209686.362048;-45.120503652039325
1739209686.3620515;-38.13080360867914
1739209686.362055;-45.120503652039325
1739209686.3620586;-38.13080360867914
1739209686.362062;-38.13080360867914
1739209686.3620656;-38.13080360867914
1739209686.3620691;-31.141103565318915
1739209686.3620727;-38.13080360867914
1739209686.3620763;-45.120503652039325
1739209686.3620799;-38.13080360867914
1739209686.3620832;-38.13080360867914
1739209686.3620868;-38.13080360867914
1739209686.3620903;-38.13080360867914
1739209686.362094;-45.120503652039325
1739209686.3620975;-45.120503652039325
1739209686.362101;-38.13080360867914
1739209686.3621044;-38.13080360867914
1739209686.362108;-45.120503652039325
1739209686.3621116;-45.120503652039325
1739209686.3621151;-38.13080360867914
1739209686.3621187;-45.120503652039325
1739209686.3621223;-45.120503652039325
1739209686.3621256;-38.13080360867914
1739209686.3621292;-33.981070128970906
1739209686.3621328;-38.13080360867914
1739209686.3621364;-45.120503652039325
1739209686.36214;-38.13080360867914
1739209686.3621435;-38.13080360867914
1739209686.3621469;-33.981070128970906
1739209686.3621504;-45.120503652039325
1739209686.362154;-45.120503652039325
1739209686.3621576;-32.816014438256545
1739209686.3621612;-38.13080360867914
1739209686.3621647;-45.120503652039325
1739209686.362168;-45.120503652039325
1739209686.3621716;-35.57807855764607
1739209686.3621752;-35.57807855764607
1739209686.3621788;-45.120503652039325
1739209686.3621824;-45.120503652039325
1739209686.362186;-38.13080360867914
1739209686.3621893;-38.13080360867914
1739209686.3621929;-45.120503652039325
1739209686.3621964;-38.13080360867914
1739209686.3622;-38.13080360867914
1739209686.3622036;-38.13080360867914
1739209686.3622072;-45.120503652039325
1739209686.3622105;-45.120503652039325
1739209686.362214;-45.120503652039325
1739209686.3622177;-45.120503652039325
1739209686.3622212;-45.120503652039325
1739209686.3622248;-45.120503652039325
1739209686.3622284;-33.981070128970906
1739209686.3622317;-45.120503652039325
1739209686.3622353;-45.120503652039325
1739209686.362239;-45.120503652039325
1739209686.3622425;-35.57807855764607
1739209686.362246;-35.57807855764607
1739209686.3622496;-45.120503652039325
1739209686.3622532;-45.120503652039325
1739209686.3622565;-38.13080360867914
1739209686.36226;-35.57807855764607
1739209686.3622637;-45.120503652039325
1739209686.3622673;-38.13080360867914
1739209686.3622708;-45.120503652039325
1739209686.3622744;-45.120503652039325
1739209686.3622777;-38.13080360867914
1739209686.3622813;-45.120503652039325
1739209686.362285;-45.120503652039325
1739209686.3622885;-38.13080360867914
1739209686.362292;-38.13080360867914
1739209686.3622956;-45.120503652039325
1739209686.362299;-38.13080360867914
1739209686.3623025;-38.13080360867914
1739209686.362306;-38.13080360867914
1739209686.3623097;-38.13080360867914
1739209686.3623133;-35.57807855764607
1739209686.3623168;-45.120503652039325
1739209686.3623202;-38.13080360867914
1739209686.3623238;-38.13080360867914
1739209686.3623273;-31.141103565318893
1739209686.362331;-29.438486411369333
1739209686.3623345;-45.120503652039325
1739209686.362338;-45.120503652039325
1739209686.3623414;-45.120503652039325
1739209686.362345;-38.13080360867914
1739209686.3623486;-45.120503652039325
1739209686.3623521;-45.120503652039325
1739209686.3623557;-45.120503652039325
1739209686.3623593;-45.120503652039325
1739209686.3623626;-35.57807855764607
1739209686.3623662;-45.120503652039325
1739209686.3623698;-45.120503652039325
1739209686.3623734;-38.13080360867914
1739209686.362377;-35.57807855764607
1739209686.3623805;-45.120503652039325
1739209686.3623838;-32.816014438256545
1739209686.3623874;-29.438486411369333
1739209686.362391;-45.120503652039325
1739209686.3623946;-45.120503652039325
1739209686.3623981;-35.57807855764607
1739209686.3624017;-33.981070128970906
1739209686.362405;-38.13080360867914
1739209686.3624086;-38.13080360867914
1739209686.3624122;-38.13080360867914
1739209686.3624158;-45.120503652039325
1739209686.3624194;-35.57807855764607
1739209686.362423;-32.816014438256545
1739209686.3624263;-45.120503652039325
1739209686.3624299;-38.13080360867914
1739209686.3624334;-45.120503652039325
1739209686.362437;-33.981070128970906
1739209686.3624406;-45.120503652039325
1739209686.3624442;-33.981070128970956
1739209686.3624475;-45.120503652039325
1739209686.362451;-38.13080360867914
1739209686.3624547;-45.120503652039325
1739209686.3624582;-45.120503652039325
1739209686.3624618;-38.13080360867914
1739209686.3624654;-45.120503652039325
1739209686.3624687;-38.13080360867914
1739209686.3624723;-28.58837851428586
1739209686.3624759;-45.120503652039325
1739209686.3624794;-45.120503652039325
1739209686.362483;-45.120503652039325
1739209686.3624866;-45.120503652039325
1739209686.3624902;-45.120503652039325
1739209686.3624935;-45.120503652039325
1739209686.362497;-45.120503652039325
1739209686.3625007;-45.120503652039325
1739209686.3625042;-33.981070128970906
1739209686.3625078;-38.13080360867914
1739209686.3625114;-38.13080360867914
1739209686.3625147;-35.57807855764607
1739209686.3625183;-38.13080360867914
1739209686.362522;-38.13080360867914
1739209686.3625255;-45.120503652039325
1739209686.362529;-45.120503652039325
1739209686.3625326;-38.13080360867914
1739209686.362536;-45.120503652039325
1739209686.3625395;-45.120503652039325
1739209686.362543;-45.120503652039325
1739209686.3625467;-32.816014438256545
1739209686.3625503;-32.816014438256545
1739209686.3625538;-45.120503652039325
1739209686.3625572;-38.13080360867914
1739209686.3625607;-45.120503652039325
1739209686.3625643;-45.120503652039325
1739209686.362568;-45.120503652039325
