CAN Message; 0x39:040089c34fbc3827
1739209819.3591273;-27.8777449560314
1739209819.359136;-32.816014438256545
1739209819.359145;-45.120503652039325
1739209819.3591537;-33.981070128970906
1739209819.3591628;-38.13080360867914
1739209819.3591716;-38.13080360867914
1739209819.3591805;-45.120503652039325
1739209819.3591893;-38.13080360867914
1739209819.3591983;-38.13080360867914
1739209819.3592072;-45.120503652039325
1739209819.359216;-38.13080360867914
1739209819.3592248;-38.13080360867914
1739209819.3592339;-45.120503652039325
1739209819.3592427;-45.120503652039325
1739209819.3592515;-45.120503652039325
1739209819.3592606;-38.13080360867914
1739209819.3592694;-29.438486411369333
1739209819.3592782;-33.981070128970906
1739209819.359287;-45.120503652039325
1739209819.359296;-45.120503652039325
1739209819.359305;-35.57807855764607
1739209819.3593137;-45.120503652039325
1739209819.3593225;-45.120503652039325
1739209819.3593316;-38.13080360867914
1739209819.3593404;-29.438486411369333
1739209819.3593493;-33.981070128970906
1739209819.3593583;-45.120503652039325
1739209819.3593671;-38.13080360867914
1739209819.359376;-38.13080360867914
1739209819.3593848;-33.981070128970906
1739209819.3593938;-45.120503652039325
1739209819.3594027;-38.13080360867914
1739209819.3594115;-45.120503652039325
1739209819.3594203;-45.120503652039325
1739209819.3594294;-45.120503652039325
1739209819.3594382;-45.120503652039325
1739209819.359447;-45.120503652039325
1739209819.3594558;-45.120503652039325
1739209819.359465;-38.13080360867914
1739209819.3594737;-45.120503652039325
1739209819.3594825;-31.141103565318915
1739209819.3594916;-31.141103565318915
1739209819.3595004;-45.120503652039325
1739209819.3595092;-45.120503652039325
1739209819.359518;-45.120503652039325
1739209819.359527;-38.13080360867914
1739209819.359536;-35.57807855764607
1739209819.3595448;-35.57807855764607
1739209819.3595536;-45.120503652039325
1739209819.3595626;-45.120503652039325
1739209819.3595715;-31.141103565318893
1739209819.3595803;-38.13080360867914
1739209819.359589;-38.13080360867914
1739209819.3595982;-45.120503652039325
1739209819.359607;-45.120503652039325
1739209819.3596158;-33.981070128970906
1739209819.3596249;-45.120503652039325
1739209819.3596337;-45.120503652039325
1739209819.3596425;-45.120503652039325
1739209819.3596513;-38.13080360867914
1739209819.3596604;-38.13080360867914
1739209819.3596692;-45.120503652039325
1739209819.359678;-45.120503652039325
1739209819.3596869;-38.13080360867914
1739209819.359696;-33.981070128970906
1739209819.3597047;-30.49652367304973
1739209819.3597136;-38.13080360867914
1739209819.3597226;-38.13080360867914
1739209819.3597314;-35.57807855764607
1739209819.3597403;-35.57807855764607
1739209819.359749;-45.120503652039325
1739209819.3597581;-45.120503652039325
1739209819.359767;-38.13080360867914
1739209819.3597758;-45.120503652039325
1739209819.3597846;-45.120503652039325
1739209819.3597937;-45.120503652039325
1739209819.3598025;-38.13080360867914
1739209819.3598113;-45.120503652039325
1739209819.3598201;-38.13080360867914
1739209819.3598292;-38.13080360867914
1739209819.359838;-38.13080360867914
1739209819.3598468;-33.981070128970906
1739209819.359856;-45.120503652039325
1739209819.3598647;-45.120503652039325
1739209819.3598735;-32.816014438256545
1739209819.3598824;-38.13080360867914
1739209819.3598914;-35.57807855764607
1739209819.3599002;-35.57807855764607
1739209819.359909;-38.13080360867914
1739209819.3599179;-45.120503652039325
1739209819.359927;-45.120503652039325
1739209819.3599358;-38.13080360867914
1739209819.3599446;-45.120503652039325
1739209819.3599534;-38.13080360867914
1739209819.3599625;-45.120503652039325
1739209819.3599713;-45.120503652039325
1739209819.35998;-38.13080360867914
1739209819.3599892;-45.120503652039325
1739209819.359998;-45.120503652039325
1739209819.3600068;-45.120503652039325
1739209819.3600156;-45.120503652039325
1739209819.3600247;-38.13080360867914
1739209819.3600335;-45.120503652039325
1739209819.3600423;-45.120503652039325
1739209819.3600512;-45.120503652039325
1739209819.3600602;-33.981070128970906
1739209819.360069;-38.13080360867914
1739209819.3600779;-38.13080360867914
1739209819.360087;-45.120503652039325
1739209819.3600957;-38.13080360867914
1739209819.3601046;-35.57807855764607
1739209819.3601134;-45.120503652039325
1739209819.3601224;-45.120503652039325
1739209819.3601313;-45.120503652039325
1739209819.36014;-45.120503652039325
1739209819.360149;-33.981070128970906
1739209819.360158;-45.120503652039325
1739209819.3601668;-33.981070128970906
1739209819.3601756;-45.120503652039325
1739209819.3601844;-45.120503652039325
1739209819.3601935;-45.120503652039325
1739209819.3602023;-38.13080360867914
1739209819.3602111;-33.981070128970906
1739209819.3602202;-45.120503652039325
1739209819.360229;-45.120503652039325
1739209819.3602378;-45.120503652039325
1739209819.3602467;-35.57807855764607
1739209819.3602557;-45.120503652039325
1739209819.3602645;-45.120503652039325
1739209819.3602734;-45.120503652039325
1739209819.3602822;-45.120503652039325
1739209819.3602912;-38.13080360867914
1739209819.3603;-35.57807855764607
1739209819.360309;-38.13080360867914
1739209819.360318;-45.120503652039325
1739209819.3603268;-38.13080360867914
1739209819.3603356;-45.120503652039325
1739209819.3603444;-38.13080360867914
1739209819.3603535;-38.13080360867914
1739209819.3603623;-38.13080360867914
1739209819.360371;-38.13080360867914
1739209819.36038;-38.13080360867914
1739209819.360389;-38.13080360867914
1739209819.3603978;-38.13080360867914
1739209819.3604066;-38.13080360867914
1739209819.3604155;-38.13080360867914
1739209819.3604245;-45.120503652039325
1739209819.3604333;-38.13080360867914
1739209819.3604422;-33.981070128970906
1739209819.3604512;-45.120503652039325
1739209819.36046;-45.120503652039325
1739209819.3604689;-45.120503652039325
1739209819.3604777;-38.13080360867914
1739209819.3604867;-38.13080360867914
1739209819.3604956;-33.981070128970956
1739209819.3605044;-45.120503652039325
1739209819.3605132;-45.120503652039325
1739209819.3605223;-38.13080360867914
1739209819.360531;-45.120503652039325
1739209819.36054;-45.120503652039325
1739209819.3605487;-45.120503652039325
1739209819.3605578;-38.13080360867914
1739209819.3605666;-27.8777449560314
1739209819.3605754;-35.57807855764607
1739209819.3605845;-35.57807855764607
1739209819.3605933;-45.120503652039325
1739209819.3606021;-35.57807855764607
1739209819.360611;-38.13080360867914
1739209819.36062;-38.13080360867914
1739209819.3606288;-38.13080360867914
1739209819.3606377;-35.57807855764607
1739209819.3606465;-45.120503652039325
1739209819.3606555;-45.120503652039325
1739209819.3606644;-45.120503652039325
1739209819.3606732;-45.120503652039325
1739209819.3606822;-38.13080360867914
1739209819.360691;-38.13080360867914
1739209819.3607;-38.13080360867914
1739209819.3607087;-28.21854285175415
1739209819.3607178;-38.13080360867914
1739209819.3607266;-45.120503652039325
1739209819.3607354;-38.13080360867914
1739209819.3607442;-35.57807855764607
1739209819.3607533;-45.120503652039325
1739209819.3607621;-45.120503652039325
1739209819.360771;-38.13080360867914
1739209819.3607798;-45.120503652039325
1739209819.3607888;-45.120503652039325
1739209819.3607976;-45.120503652039325
1739209819.3608065;-38.13080360867914
1739209819.3608155;-45.120503652039325
1739209819.3608243;-45.120503652039325
1739209819.3608332;-45.120503652039325
1739209819.360842;-38.13080360867914
1739209819.360851;-35.57807855764607
1739209819.3608599;-38.13080360867914
1739209819.3608687;-45.120503652039325
1739209819.3608775;-38.13080360867914
1739209819.3608866;-35.57807855764607
1739209819.3608954;-38.13080360867914
1739209819.3609042;-45.120503652039325
1739209819.3609133;-45.120503652039325
1739209819.360922;-38.13080360867914
1739209819.360931;-38.13080360867914
1739209819.3609397;-45.120503652039325
1739209819.3609488;-38.13080360867914
1739209819.3609576;-38.13080360867914
1739209819.3609664;-38.13080360867914
1739209819.3609753;-45.120503652039325
1739209819.3609843;-35.57807855764607
1739209819.3609931;-38.13080360867914
1739209819.361002;-45.120503652039325
1739209819.3610108;-45.120503652039325
1739209819.3610198;-45.120503652039325
1739209819.3610287;-45.120503652039325
1739209819.3610375;-45.120503652039325
1739209819.3610466;-45.120503652039325
1739209819.3610554;-45.120503652039325
1739209819.3610642;-28.58837851428586
1739209819.361073;-28.58837851428586
1739209819.361082;-45.120503652039325
1739209819.361091;-33.981070128970906
1739209819.3610997;-33.981070128970906
1739209819.3611085;-38.13080360867914
1739209819.3611176;-45.120503652039325
1739209819.3611264;-45.120503652039325
1739209819.3611352;-45.120503652039325
1739209819.361144;-45.120503652039325
1739209819.3611531;-45.120503652039325
1739209819.361162;-45.120503652039325
1739209819.3611708;-45.120503652039325
1739209819.3611798;-38.13080360867914
1739209819.3611887;-38.13080360867914
1739209819.3611975;-38.13080360867914
1739209819.3612063;-35.57807855764607
1739209819.3612154;-38.13080360867914
1739209819.3612242;-45.120503652039325
1739209819.361233;-45.120503652039325
1739209819.3612418;-45.120503652039325
1739209819.3612509;-38.13080360867914
1739209819.3612597;-35.57807855764607
1739209819.3612685;-38.13080360867914
1739209819.3612776;-45.120503652039325
1739209819.3612864;-38.13080360867914
1739209819.3612952;-38.13080360867914
1739209819.361304;-45.120503652039325
1739209819.361313;-38.13080360867914
1739209819.361322;-38.13080360867914
1739209819.3613307;-38.13080360867914
1739209819.3613396;-38.13080360867914
1739209819.3613486;-45.120503652039325
1739209819.3613575;-38.13080360867914
1739209819.3613663;-38.13080360867914
1739209819.361375;-38.13080360867914
1739209819.3613842;-45.120503652039325
1739209819.361393;-45.120503652039325
1739209819.3614018;-32.816014438256545
1739209819.3614109;-35.57807855764607
1739209819.3614197;-45.120503652039325
1739209819.3614285;-35.57807855764607
1739209819.3614373;-38.13080360867914
1739209819.3614464;-45.120503652039325
1739209819.3614552;-45.120503652039325
1739209819.361464;-38.13080360867914
1739209819.3614728;-38.13080360867914
1739209819.361482;-38.13080360867914
1739209819.3614907;-38.13080360867914
1739209819.3614995;-38.13080360867914
1739209819.3615084;-38.13080360867914
1739209819.3615174;-38.13080360867914
1739209819.3615263;-45.120503652039325
1739209819.361535;-45.120503652039325
1739209819.3615441;-45.120503652039325
1739209819.361553;-45.120503652039325
1739209819.3615618;-38.13080360867914
1739209819.3615706;-38.13080360867914
1739209819.3615797;-45.120503652039325
1739209819.3615885;-45.120503652039325
1739209819.3615973;-45.120503652039325
1739209819.3616061;-45.120503652039325
1739209819.3616152;-45.120503652039325
1739209819.361624;-45.120503652039325
1739209819.3616328;-38.13080360867914
1739209819.361642;-38.13080360867914
1739209819.3616507;-32.816014438256545
1739209819.3616595;-31.141103565318943
1739209819.3616683;-25.62660358559016
1739209819.3616774;-23.38864096791655
1739209819.3616862;-38.13080360867914
1739209819.361695;-26.991370085610722
1739209819.3617039;-38.13080360867914
1739209819.361713;-38.13080360867914
1739209819.3617218;-33.981070128970956
1739209819.3617306;-31.141103565318915
1739209819.3617394;-32.816014438256545
1739209819.3617485;-33.981070128970906
1739209819.3617573;-45.120503652039325
1739209819.361766;-25.077289914212862
1739209819.3617752;-24.151403521958727
1739209819.361784;-28.992665084841967
1739209819.3617928;-45.120503652039325
1739209819.3618016;-33.981070128970906
1739209819.3618107;-28.58837851428586
1739209819.3618195;-33.981070128970906
1739209819.3618283;-45.120503652039325
1739209819.3618371;-45.120503652039325
1739209819.3618462;-45.120503652039325
1739209819.361855;-45.120503652039325
1739209819.3618639;-35.57807855764607
1739209819.361873;-35.57807855764607
1739209819.3618817;-23.75329798047522
1739209819.3618906;-22.448786368009163
1739209819.3618994;-31.141103565318915
1739209819.3619084;-29.438486411369333
1739209819.3619173;-26.991370085610722
1739209819.361926;-45.120503652039325
1739209819.361935;-33.981070128970906
1739209819.361944;-35.57807855764607
1739209819.3619528;-45.120503652039325
1739209819.3619616;-45.120503652039325
1739209819.3619704;-31.141103565318893
1739209819.3619795;-38.13080360867914
1739209819.3619883;-25.826314394896357
1739209819.3619971;-20.822980852015213
1739209819.3620062;-22.264930561961556
1739209819.362015;-33.981070128970906
1739209819.3620238;-30.49652367304973
1739209819.3620327;-38.13080360867914
1739209819.3620417;-29.438486411369354
1739209819.3620505;-29.438486411369333
1739209819.3620594;-45.120503652039325
1739209819.3620682;-35.57807855764607
1739209819.3620772;-45.120503652039325
1739209819.362086;-38.13080360867914
1739209819.3620949;-28.218542851754165
1739209819.3621037;-25.25278630937684
1739209819.3621128;-26.991370085610722
1739209819.3621216;-28.992665084841942
1739209819.3621304;-38.13080360867914
1739209819.3621395;-35.57807855764607
1739209819.3621483;-25.077289914212862
1739209819.362157;-35.57807855764607
1739209819.362166;-45.120503652039325
1739209819.362175;-38.13080360867914
1739209819.3621838;-33.981070128970906
1739209819.3621926;-45.120503652039325
1739209819.3622015;-27.8777449560314
1739209819.3622105;-23.16150712794696
1739209819.3622193;-22.740042620751332
1739209819.3622282;-45.120503652039325
1739209819.3622372;-38.13080360867914
1739209819.362246;-30.49652367304976
1739209819.3622549;-28.58837851428586
1739209819.3622637;-31.141103565318915
1739209819.3622727;-45.120503652039325
1739209819.3622816;-33.981070128970906
1739209819.3622904;-29.438486411369333
1739209819.3622992;-31.141103565318915
1739209819.3623083;-38.13080360867914
1739209819.362317;-22.44878636800916
1739209819.362326;-22.54371790334745
1739209819.3623347;-26.991370085610754
1739209819.3623438;-31.141103565318915
1739209819.3623526;-45.120503652039325
1739209819.3623614;-38.13080360867914
1739209819.3623705;-28.992665084841942
1739209819.3623793;-38.13080360867914
1739209819.3623881;-33.981070128970906
1739209819.362397;-45.120503652039325
1739209819.362406;-38.13080360867914
1739209819.3624148;-30.49652367304973
1739209819.3624237;-24.15140352195872
1739209819.3624325;-25.826314394896364
1739209819.3624415;-45.120503652039325
1739209819.3624504;-35.57807855764607
1739209819.3624592;-26.991370085610722
1739209819.3624682;-26.991370085610722
1739209819.362477;-32.816014438256545
1739209819.362486;-28.58837851428586
1739209819.3624947;-45.120503652039325
1739209819.3625038;-45.120503652039325
1739209819.3625126;-31.141103565318915
1739209819.3625214;-38.13080360867914
1739209819.3625302;-29.438486411369354
1739209819.3625393;-21.300333226290604
1739209819.362548;-23.75329798047523
1739209819.362557;-31.141103565318893
1739209819.3625658;-28.58837851428586
1739209819.3625748;-31.141103565318915
1739209819.3625836;-38.13080360867914
1739209819.3625925;-45.120503652039325
1739209819.3626015;-38.13080360867914
1739209819.3626103;-45.120503652039325
1739209819.3626192;-45.120503652039325
1739209819.362628;-35.57807855764607
1739209819.362637;-38.13080360867914
1739209819.3626459;-27.8777449560314
1739209819.3626547;-28.58837851428586
1739209819.3626635;-45.120503652039325
1739209819.3626726;-38.13080360867914
1739209819.3626814;-29.438486411369333
1739209819.3626902;-38.13080360867914
1739209819.362699;-45.120503652039325
1739209819.362708;-45.120503652039325
1739209819.362717;-45.120503652039325
1739209819.3627257;-45.120503652039325
1739209819.3627348;-45.120503652039325
1739209819.3627436;-38.13080360867914
1739209819.3627524;-35.57807855764607
1739209819.3627613;-33.981070128970906
1739209819.3627703;-45.120503652039325
1739209819.3627791;-38.13080360867914
1739209819.362788;-32.816014438256545
1739209819.3627968;-35.57807855764607
1739209819.3628058;-35.57807855764607
1739209819.3628147;-35.57807855764607
1739209819.3628235;-38.13080360867914
1739209819.3628325;-45.120503652039325
1739209819.3628414;-35.57807855764607
1739209819.3628502;-38.13080360867914
1739209819.362859;-38.13080360867914
1739209819.362868;-35.57807855764607
1739209819.362877;-38.13080360867914
1739209819.3628857;-38.13080360867914
1739209819.3628945;-45.120503652039325
1739209819.3629036;-38.13080360867914
1739209819.3629124;-38.13080360867914
1739209819.3629212;-45.120503652039325
1739209819.36293;-45.120503652039325
1739209819.3629391;-38.13080360867914
1739209819.362948;-38.13080360867914
1739209819.3629568;-45.120503652039325
1739209819.3629658;-45.120503652039325
1739209819.3629746;-45.120503652039325
1739209819.3629835;-45.120503652039325
1739209819.3629923;-38.13080360867914
1739209819.3630013;-45.120503652039325
1739209819.3630102;-35.57807855764607
1739209819.363019;-32.816014438256545
1739209819.3630278;-45.120503652039325
1739209819.3630369;-45.120503652039325
1739209819.3630457;-38.13080360867914
1739209819.3630545;-38.13080360867914
1739209819.3630633;-38.13080360867914
1739209819.3630724;-45.120503652039325
1739209819.3630812;-45.120503652039325
1739209819.36309;-38.13080360867914
1739209819.363099;-35.57807855764607
1739209819.363108;-38.13080360867914
1739209819.3631167;-45.120503652039325
1739209819.3631256;-38.13080360867914
1739209819.3631346;-45.120503652039325
1739209819.3631434;-35.57807855764607
1739209819.3631523;-35.57807855764607
1739209819.363161;-45.120503652039325
1739209819.3631701;-38.13080360867914
1739209819.363179;-35.57807855764607
1739209819.3631878;-38.13080360867914
1739209819.3631968;-38.13080360867914
1739209819.3632057;-38.13080360867914
1739209819.3632145;-38.13080360867914
1739209819.3632233;-45.120503652039325
1739209819.3632324;-45.120503652039325
1739209819.3632412;-38.13080360867914
1739209819.36325;-35.57807855764607
1739209819.3632588;-38.13080360867914
1739209819.363268;-45.120503652039325
1739209819.3632767;-45.120503652039325
1739209819.3632855;-33.981070128970906
1739209819.3632944;-45.120503652039325
1739209819.3633034;-45.120503652039325
1739209819.3633122;-38.13080360867914
1739209819.363321;-35.57807855764607
1739209819.3633301;-45.120503652039325
1739209819.363339;-30.49652367304973
1739209819.3633478;-31.141103565318915
1739209819.3633566;-45.120503652039325
1739209819.3633657;-27.267205301931607
1739209819.3633745;-31.141103565318915
1739209819.3633833;-35.57807855764607
1739209819.363392;-38.13080360867914
1739209819.3634012;-38.13080360867914
1739209819.36341;-28.588378514285886
1739209819.3634188;-45.120503652039325
1739209819.3634279;-45.120503652039325
1739209819.3634367;-32.816014438256545
1739209819.3634455;-45.120503652039325
1739209819.3634543;-31.141103565318915
1739209819.3634634;-38.13080360867914
1739209819.3634722;-28.58837851428586
1739209819.363481;-45.120503652039325
1739209819.3634899;-33.981070128970906
1739209819.363499;-27.8777449560314
1739209819.3635077;-33.981070128970906
1739209819.3635166;-28.992665084841942
1739209819.3635254;-45.120503652039325
1739209819.3635345;-45.120503652039325
1739209819.3635433;-27.877744956031414
1739209819.363552;-26.991370085610736
1739209819.3635612;-45.120503652039325
1739209819.36357;-23.506823629689542
1739209819.3635788;-23.75329798047522
1739209819.3635876;-26.487275050834715
1739209819.3635967;-31.141103565318915
1739209819.3636055;-45.120503652039325
1739209819.3636143;-29.438486411369333
1739209819.3636231;-45.120503652039325
1739209819.3636322;-28.992665084841942
1739209819.363641;-28.992665084841942
1739209819.3636498;-28.218542851754165
1739209819.3636587;-32.81601443825658
1739209819.3636677;-38.13080360867914
1739209819.3636765;-23.506823629689542
1739209819.3636854;-25.826314394896354
1739209819.3636944;-38.13080360867914
1739209819.3637033;-33.981070128970906
1739209819.363712;-45.120503652039325
1739209819.363721;-26.991370085610722
1739209819.36373;-31.141103565318893
1739209819.3637388;-38.13080360867914
1739209819.3637476;-26.487275050834715
1739209819.3637564;-26.991370085610754
1739209819.3637655;-33.981070128970906
1739209819.3637743;-38.13080360867914
1739209819.3637831;-28.58837851428586
1739209819.3637922;-27.267205301931607
1739209819.363801;-28.218542851754187
1739209819.3638098;-38.13080360867914
1739209819.3638186;-38.13080360867914
1739209819.3638277;-28.58837851428586
1739209819.3638365;-45.120503652039325
1739209819.3638453;-45.120503652039325
1739209819.3638542;-28.992665084841942
1739209819.3638632;-38.13080360867914
1739209819.363872;-33.981070128970906
1739209819.3638809;-38.13080360867914
1739209819.3638897;-24.589719217205094
1739209819.3638988;-23.273589343863303
1739209819.3639076;-32.81601443825658
1739209819.3639164;-28.992665084841942
1739209819.3639255;-23.506823629689542
1739209819.3639343;-31.141103565318943
1739209819.363943;-33.981070128970956
1739209819.363952;-24.292649948874775
1739209819.363961;-23.75329798047522
1739209819.3639698;-28.58837851428586
1739209819.3639786;-31.141103565318915
1739209819.3639874;-45.120503652039325
1739209819.3639965;-25.077289914212862
1739209819.3640053;-33.981070128970906
1739209819.3640141;-33.981070128970906
1739209819.364023;-31.14110356531892
1739209819.364032;-38.13080360867914
1739209819.3640409;-35.57807855764607
1739209819.3640497;-28.21854285175415
1739209819.3640587;-32.816014438256545
1739209819.3640676;-45.120503652039325
1739209819.3640764;-28.992665084841942
1739209819.3640852;-33.981070128970906
1739209819.3640943;-26.991370085610722
1739209819.364103;-27.267205301931607
1739209819.364112;-26.991370085610722
1739209819.3641207;-24.438645034577675
1739209819.3641298;-24.589719217205094
1739209819.3641386;-38.13080360867914
1739209819.3641474;-31.141103565318915
1739209819.3641565;-35.57807855764607
1739209819.3641653;-45.120503652039325
1739209819.3641741;-45.120503652039325
1739209819.364183;-30.49652367304976
1739209819.364192;-33.981070128970906
1739209819.3642008;-38.13080360867914
1739209819.3642097;-30.49652367304973
1739209819.3642185;-25.826314394896354
1739209819.3642275;-30.49652367304973
1739209819.3642364;-38.13080360867914
1739209819.3642452;-38.13080360867914
1739209819.364254;-45.120503652039325
1739209819.364263;-38.13080360867914
1739209819.3642719;-31.141103565318915
1739209819.3642807;-28.992665084841967
1739209819.3642898;-38.13080360867914
1739209819.3642986;-32.816014438256545
1739209819.3643074;-27.877744956031414
1739209819.3643162;-28.992665084841942
1739209819.3643253;-38.13080360867914
1739209819.364334;-26.487275050834715
1739209819.364343;-38.13080360867914
1739209819.3643517;-28.58837851428586
1739209819.3643608;-29.438486411369347
1739209819.3643696;-32.816014438256545
1739209819.3643785;-33.981070128970906
1739209819.3643875;-29.438486411369333
1739209819.3643963;-33.981070128970906
1739209819.3644052;-45.120503652039325
1739209819.364414;-31.141103565318943
1739209819.364423;-29.438486411369347
1739209819.3644319;-38.13080360867914
1739209819.3644407;-27.877744956031417
1739209819.3644495;-23.38864096791655
1739209819.3644586;-26.991370085610736
1739209819.3644674;-26.991370085610736
1739209819.3644762;-33.981070128970906
1739209819.364485;-31.141103565318915
1739209819.364494;-30.49652367304973
1739209819.364503;-33.981070128970956
1739209819.3645117;-25.252786309376837
1739209819.3645208;-24.589719217205094
1739209819.3645296;-28.992665084841942
1739209819.3645384;-35.57807855764607
1739209819.3645473;-32.816014438256545
1739209819.3645563;-23.75329798047522
1739209819.3645651;-27.267205301931607
1739209819.364574;-33.981070128970906
1739209819.3645828;-45.120503652039325
1739209819.3645918;-38.13080360867914
1739209819.3646007;-24.438645034577675
1739209819.3646095;-29.438486411369333
1739209819.3646183;-45.120503652039325
1739209819.3646274;-27.267205301931607
1739209819.3646362;-26.991370085610736
1739209819.364645;-45.120503652039325
1739209819.364654;-35.57807855764607
1739209819.364663;-25.62660358559016
1739209819.3646717;-24.589719217205094
1739209819.3646805;-26.991370085610754
1739209819.3646896;-45.120503652039325
1739209819.3646984;-35.57807855764607
1739209819.3647072;-25.252786309376837
1739209819.364716;-28.58837851428586
1739209819.364725;-45.120503652039325
1739209819.364734;-27.267205301931607
1739209819.3647428;-38.13080360867914
1739209819.3647518;-33.981070128970956
1739209819.3647606;-38.13080360867914
1739209819.3647695;-38.13080360867914
1739209819.3647783;-38.13080360867914
1739209819.3647873;-35.57807855764607
1739209819.3647962;-45.120503652039325
1739209819.364805;-38.13080360867914
1739209819.3648138;-38.13080360867914
1739209819.3648229;-45.120503652039325
1739209819.3648317;-45.120503652039325
1739209819.3648405;-38.13080360867914
1739209819.3648493;-38.13080360867914
1739209819.3648584;-45.120503652039325
1739209819.3648672;-35.57807855764607
1739209819.364876;-38.13080360867914
1739209819.364885;-33.981070128970906
