CAN Message; 0x1b8:03004e737b7c8104
1739209693.5045207;-38.13080360867914
1739209693.5045266;-45.120503652039325
1739209693.5045323;-38.13080360867914
1739209693.504538;-38.13080360867914
1739209693.504544;-38.13080360867914
1739209693.5045497;-38.13080360867914
1739209693.5045555;-45.120503652039325
1739209693.5045612;-38.13080360867914
1739209693.5045671;-38.13080360867914
1739209693.5045729;-38.13080360867914
1739209693.5045786;-45.120503652039325
1739209693.5045846;-35.57807855764607
1739209693.5045903;-35.57807855764607
1739209693.504596;-45.120503652039325
1739209693.504602;-38.13080360867914
1739209693.5046077;-38.13080360867914
1739209693.5046134;-32.816014438256545
1739209693.5046191;-45.120503652039325
1739209693.504625;-38.13080360867914
1739209693.5046308;-45.120503652039325
1739209693.5046365;-35.57807855764607
1739209693.5046425;-32.816014438256545
1739209693.5046482;-45.120503652039325
1739209693.504654;-38.13080360867914
1739209693.50466;-45.120503652039325
1739209693.5046656;-35.57807855764607
1739209693.5046713;-35.57807855764607
1739209693.504677;-45.120503652039325
1739209693.504683;-45.120503652039325
1739209693.5046887;-45.120503652039325
1739209693.5046945;-45.120503652039325
1739209693.5047004;-45.120503652039325
1739209693.5047061;-45.120503652039325
1739209693.5047119;-45.120503652039325
1739209693.5047178;-38.13080360867914
1739209693.5047235;-45.120503652039325
1739209693.5047293;-45.120503652039325
1739209693.504735;-45.120503652039325
1739209693.504741;-45.120503652039325
1739209693.5047467;-35.57807855764607
1739209693.5047524;-38.13080360867914
1739209693.5047584;-35.57807855764607
1739209693.504764;-33.981070128970906
1739209693.5047698;-45.120503652039325
1739209693.5047758;-45.120503652039325
1739209693.5047815;-26.035653463252796
1739209693.5047872;-35.57807855764607
1739209693.5047932;-45.120503652039325
1739209693.504799;-38.13080360867914
1739209693.5048046;-35.57807855764607
1739209693.5048103;-38.13080360867914
1739209693.5048163;-45.120503652039325
1739209693.504822;-45.120503652039325
1739209693.5048277;-45.120503652039325
1739209693.5048337;-45.120503652039325
1739209693.5048394;-45.120503652039325
1739209693.5048451;-45.120503652039325
1739209693.504851;-45.120503652039325
1739209693.5048568;-45.120503652039325
1739209693.5048625;-38.13080360867914
1739209693.5048683;-38.13080360867914
1739209693.5048742;-38.13080360867914
1739209693.50488;-45.120503652039325
1739209693.5048857;-38.13080360867914
1739209693.5048916;-38.13080360867914
1739209693.5048974;-45.120503652039325
1739209693.504903;-38.13080360867914
1739209693.504909;-38.13080360867914
1739209693.5049148;-45.120503652039325
1739209693.5049205;-30.49652367304973
1739209693.5049262;-35.57807855764607
1739209693.5049322;-45.120503652039325
1739209693.504938;-38.13080360867914
1739209693.5049436;-35.57807855764607
1739209693.5049496;-38.13080360867914
1739209693.5049553;-45.120503652039325
1739209693.504961;-35.57807855764607
1739209693.504967;-38.13080360867914
1739209693.5049727;-45.120503652039325
1739209693.5049784;-35.57807855764607
1739209693.5049841;-45.120503652039325
1739209693.50499;-45.120503652039325
1739209693.5049958;-38.13080360867914
1739209693.5050015;-38.13080360867914
1739209693.5050075;-45.120503652039325
1739209693.5050132;-33.981070128970906
1739209693.505019;-33.981070128970906
1739209693.505025;-45.120503652039325
1739209693.5050306;-38.13080360867914
1739209693.5050364;-38.13080360867914
1739209693.505042;-45.120503652039325
1739209693.505048;-45.120503652039325
1739209693.5050538;-45.120503652039325
1739209693.5050595;-33.981070128970906
1739209693.5050654;-45.120503652039325
1739209693.5050712;-45.120503652039325
1739209693.505077;-45.120503652039325
1739209693.5050828;-35.57807855764607
1739209693.5050886;-38.13080360867914
1739209693.5050943;-45.120503652039325
1739209693.5051003;-38.13080360867914
1739209693.505106;-45.120503652039325
1739209693.5051117;-45.120503652039325
1739209693.5051174;-38.13080360867914
1739209693.5051234;-38.13080360867914
1739209693.505129;-45.120503652039325
1739209693.5051348;-33.981070128970906
1739209693.5051408;-35.57807855764607
1739209693.5051465;-45.120503652039325
1739209693.5051522;-38.13080360867914
1739209693.5051582;-38.13080360867914
1739209693.505164;-38.13080360867914
1739209693.5051696;-38.13080360867914
1739209693.5051754;-45.120503652039325
1739209693.5051813;-38.13080360867914
1739209693.505187;-45.120503652039325
1739209693.5051928;-45.120503652039325
1739209693.5051987;-45.120503652039325
1739209693.5052044;-38.13080360867914
1739209693.5052102;-38.13080360867914
1739209693.5052161;-38.13080360867914
1739209693.5052218;-38.13080360867914
1739209693.5052276;-38.13080360867914
1739209693.5052333;-45.120503652039325
1739209693.5052392;-45.120503652039325
1739209693.505245;-45.120503652039325
1739209693.5052507;-38.13080360867914
1739209693.5052567;-35.57807855764607
1739209693.5052624;-35.57807855764607
1739209693.505268;-45.120503652039325
1739209693.505274;-45.120503652039325
1739209693.5052798;-32.816014438256545
1739209693.5052855;-38.13080360867914
1739209693.5052912;-38.13080360867914
1739209693.5052972;-33.981070128970906
1739209693.505303;-33.981070128970906
1739209693.5053086;-38.13080360867914
1739209693.5053146;-45.120503652039325
1739209693.5053203;-38.13080360867914
1739209693.505326;-33.981070128970906
1739209693.505332;-38.13080360867914
1739209693.5053377;-45.120503652039325
1739209693.5053434;-38.13080360867914
1739209693.5053492;-38.13080360867914
1739209693.5053551;-38.13080360867914
1739209693.5053608;-45.120503652039325
1739209693.5053666;-38.13080360867914
1739209693.5053725;-38.13080360867914
1739209693.5053782;-45.120503652039325
1739209693.505384;-45.120503652039325
1739209693.50539;-45.120503652039325
1739209693.5053957;-45.120503652039325
1739209693.5054014;-38.13080360867914
1739209693.505407;-45.120503652039325
1739209693.505413;-38.13080360867914
1739209693.5054188;-38.13080360867914
1739209693.5054245;-45.120503652039325
1739209693.5054305;-38.13080360867914
1739209693.5054362;-31.141103565318915
1739209693.505442;-33.981070128970906
1739209693.5054479;-45.120503652039325
1739209693.5054536;-38.13080360867914
1739209693.5054593;-38.13080360867914
1739209693.5054653;-45.120503652039325
1739209693.505471;-45.120503652039325
1739209693.5054767;-45.120503652039325
1739209693.5054824;-38.13080360867914
1739209693.5054884;-38.13080360867914
1739209693.505494;-38.13080360867914
1739209693.5054998;-35.57807855764607
1739209693.5055058;-38.13080360867914
1739209693.5055115;-45.120503652039325
1739209693.5055172;-38.13080360867914
1739209693.5055232;-35.57807855764607
1739209693.505529;-38.13080360867914
1739209693.5055346;-45.120503652039325
1739209693.5055404;-33.981070128970906
1739209693.5055463;-33.981070128970906
1739209693.505552;-38.13080360867914
1739209693.5055578;-45.120503652039325
1739209693.5055637;-45.120503652039325
1739209693.5055695;-45.120503652039325
1739209693.5055752;-33.981070128970906
1739209693.5055811;-28.992665084841942
1739209693.5055869;-45.120503652039325
1739209693.5055926;-35.57807855764607
1739209693.5055983;-35.57807855764607
1739209693.5056043;-38.13080360867914
1739209693.50561;-45.120503652039325
1739209693.5056157;-45.120503652039325
1739209693.5056217;-33.981070128970906
1739209693.5056274;-45.120503652039325
1739209693.505633;-38.13080360867914
1739209693.505639;-45.120503652039325
1739209693.5056448;-45.120503652039325
1739209693.5056505;-45.120503652039325
1739209693.5056562;-38.13080360867914
1739209693.5056622;-45.120503652039325
1739209693.505668;-33.981070128970906
1739209693.5056736;-32.816014438256545
1739209693.5056796;-38.13080360867914
1739209693.5056853;-45.120503652039325
1739209693.505691;-45.120503652039325
1739209693.505697;-38.13080360867914
1739209693.5057027;-38.13080360867914
1739209693.5057085;-45.120503652039325
1739209693.5057142;-45.120503652039325
1739209693.5057201;-45.120503652039325
1739209693.5057259;-38.13080360867914
1739209693.5057316;-38.13080360867914
1739209693.5057375;-38.13080360867914
1739209693.5057433;-35.57807855764607
1739209693.505749;-38.13080360867914
1739209693.505755;-45.120503652039325
1739209693.5057607;-45.120503652039325
1739209693.5057664;-45.120503652039325
1739209693.5057724;-38.13080360867914
1739209693.505778;-45.120503652039325
1739209693.5057838;-33.981070128970906
1739209693.5057895;-35.57807855764607
1739209693.5057955;-32.816014438256545
1739209693.5058012;-45.120503652039325
1739209693.505807;-45.120503652039325
1739209693.505813;-29.438486411369333
1739209693.5058186;-38.13080360867914
1739209693.5058243;-45.120503652039325
1739209693.5058303;-38.13080360867914
1739209693.505836;-33.981070128970906
1739209693.5058417;-45.120503652039325
1739209693.5058475;-45.120503652039325
1739209693.5058534;-45.120503652039325
1739209693.5058591;-45.120503652039325
1739209693.5058649;-38.13080360867914
1739209693.5058708;-45.120503652039325
1739209693.5058765;-45.120503652039325
1739209693.5058823;-35.57807855764607
1739209693.5058882;-33.981070128970906
1739209693.505894;-35.57807855764607
1739209693.5058997;-38.13080360867914
1739209693.5059054;-38.13080360867914
1739209693.5059114;-38.13080360867914
1739209693.505917;-45.120503652039325
1739209693.5059228;-45.120503652039325
1739209693.5059288;-38.13080360867914
1739209693.5059345;-38.13080360867914
1739209693.5059402;-35.57807855764607
1739209693.5059462;-33.981070128970906
1739209693.505952;-45.120503652039325
1739209693.5059576;-45.120503652039325
1739209693.5059633;-45.120503652039325
1739209693.5059693;-38.13080360867914
1739209693.505975;-32.816014438256545
1739209693.5059807;-38.13080360867914
1739209693.5059867;-38.13080360867914
1739209693.5059924;-35.57807855764607
1739209693.5059981;-35.57807855764607
1739209693.506004;-33.981070128970906
1739209693.5060098;-45.120503652039325
1739209693.5060155;-38.13080360867914
1739209693.5060213;-45.120503652039325
1739209693.5060272;-33.981070128970906
1739209693.506033;-45.120503652039325
1739209693.5060387;-45.120503652039325
1739209693.5060446;-45.120503652039325
1739209693.5060503;-45.120503652039325
1739209693.506056;-33.981070128970906
1739209693.506062;-38.13080360867914
1739209693.5060678;-45.120503652039325
1739209693.5060735;-38.13080360867914
1739209693.5060794;-38.13080360867914
1739209693.5060852;-38.13080360867914
1739209693.5060909;-38.13080360867914
1739209693.5060966;-35.57807855764607
1739209693.5061026;-38.13080360867914
1739209693.5061083;-38.13080360867914
1739209693.506114;-38.13080360867914
1739209693.50612;-35.57807855764607
1739209693.5061257;-32.816014438256545
1739209693.5061314;-33.981070128970906
1739209693.5061374;-45.120503652039325
1739209693.506143;-45.120503652039325
1739209693.5061488;-35.57807855764607
1739209693.5061545;-38.13080360867914
1739209693.5061605;-45.120503652039325
1739209693.5061662;-38.13080360867914
1739209693.506172;-35.57807855764607
1739209693.506178;-45.120503652039325
1739209693.5061836;-38.13080360867914
1739209693.5061893;-38.13080360867914
1739209693.5061953;-45.120503652039325
1739209693.506201;-45.120503652039325
1739209693.5062068;-33.981070128970906
1739209693.5062125;-33.981070128970906
1739209693.5062184;-45.120503652039325
1739209693.5062242;-38.13080360867914
1739209693.5062299;-35.57807855764607
1739209693.5062358;-28.992665084841942
1739209693.5062416;-45.120503652039325
1739209693.5062473;-45.120503652039325
1739209693.5062532;-38.13080360867914
1739209693.506259;-45.120503652039325
1739209693.5062647;-38.13080360867914
1739209693.5062704;-38.13080360867914
1739209693.5062764;-45.120503652039325
1739209693.506282;-32.81601443825658
1739209693.5062878;-45.120503652039325
1739209693.5062938;-38.13080360867914
1739209693.5062995;-32.816014438256545
1739209693.5063052;-35.57807855764607
1739209693.5063112;-45.120503652039325
1739209693.506317;-38.13080360867914
1739209693.5063226;-35.57807855764607
1739209693.5063283;-27.267205301931607
1739209693.5063343;-45.120503652039325
1739209693.50634;-45.120503652039325
1739209693.5063457;-38.13080360867914
1739209693.5063517;-33.981070128970906
1739209693.5063574;-45.120503652039325
1739209693.5063632;-38.13080360867914
1739209693.506369;-35.57807855764607
1739209693.5063748;-32.816014438256545
1739209693.5063806;-38.13080360867914
1739209693.5063863;-38.13080360867914
1739209693.5063922;-45.120503652039325
1739209693.506398;-33.981070128970906
1739209693.5064037;-45.120503652039325
1739209693.5064096;-45.120503652039325
1739209693.5064154;-32.816014438256545
1739209693.506421;-33.981070128970906
1739209693.506427;-38.13080360867914
1739209693.5064328;-45.120503652039325
1739209693.5064385;-45.120503652039325
1739209693.5064445;-45.120503652039325
1739209693.5064502;-38.13080360867914
1739209693.506456;-38.13080360867914
1739209693.5064616;-45.120503652039325
1739209693.5064676;-45.120503652039325
1739209693.5064733;-32.816014438256545
1739209693.506479;-35.57807855764607
1739209693.506485;-45.120503652039325
1739209693.5064907;-38.13080360867914
1739209693.5064964;-32.816014438256545
1739209693.5065024;-38.13080360867914
1739209693.506508;-38.13080360867914
1739209693.5065138;-31.141103565318915
1739209693.5065196;-33.981070128970906
1739209693.5065255;-45.120503652039325
1739209693.5065312;-38.13080360867914
1739209693.506537;-33.981070128970906
1739209693.506543;-45.120503652039325
1739209693.5065486;-33.981070128970906
1739209693.5065544;-45.120503652039325
1739209693.5065603;-32.81601443825658
1739209693.506566;-38.13080360867914
1739209693.5065718;-38.13080360867914
1739209693.5065775;-45.120503652039325
1739209693.5065835;-38.13080360867914
1739209693.5065892;-38.13080360867914
1739209693.506595;-45.120503652039325
1739209693.5066009;-45.120503652039325
1739209693.5066066;-33.981070128970906
1739209693.5066123;-33.981070128970906
1739209693.5066183;-45.120503652039325
1739209693.506624;-45.120503652039325
1739209693.5066297;-45.120503652039325
1739209693.5066354;-45.120503652039325
1739209693.5066414;-38.13080360867914
1739209693.506647;-45.120503652039325
1739209693.5066528;-38.13080360867914
1739209693.5066588;-45.120503652039325
1739209693.5066645;-45.120503652039325
1739209693.5066702;-35.57807855764607
1739209693.5066762;-35.57807855764607
1739209693.506682;-45.120503652039325
1739209693.5066876;-45.120503652039325
1739209693.5066934;-33.981070128970906
1739209693.5066993;-45.120503652039325
1739209693.506705;-38.13080360867914
1739209693.5067108;-38.13080360867914
1739209693.5067167;-35.57807855764607
1739209693.5067225;-33.981070128970906
1739209693.5067282;-35.57807855764607
1739209693.5067341;-45.120503652039325
1739209693.5067399;-38.13080360867914
1739209693.5067456;-38.13080360867914
1739209693.5067515;-45.120503652039325
1739209693.5067573;-45.120503652039325
1739209693.506763;-35.57807855764607
1739209693.5067687;-38.13080360867914
1739209693.5067747;-45.120503652039325
1739209693.5067804;-38.13080360867914
1739209693.506786;-38.13080360867914
1739209693.506792;-38.13080360867914
1739209693.5067978;-38.13080360867914
1739209693.5068035;-38.13080360867914
1739209693.5068095;-38.13080360867914
1739209693.5068152;-35.57807855764607
1739209693.506821;-38.13080360867914
1739209693.5068266;-45.120503652039325
1739209693.5068326;-38.13080360867914
1739209693.5068383;-38.13080360867914
1739209693.506844;-35.57807855764607
1739209693.50685;-45.120503652039325
1739209693.5068557;-38.13080360867914
1739209693.5068614;-38.13080360867914
1739209693.5068674;-45.120503652039325
1739209693.5068731;-38.13080360867914
1739209693.5068789;-45.120503652039325
1739209693.5068846;-38.13080360867914
1739209693.5068905;-45.120503652039325
1739209693.5068963;-45.120503652039325
1739209693.506902;-32.816014438256545
1739209693.506908;-38.13080360867914
1739209693.5069137;-45.120503652039325
1739209693.5069194;-45.120503652039325
1739209693.5069253;-45.120503652039325
1739209693.506931;-38.13080360867914
1739209693.5069368;-31.141103565318893
1739209693.5069425;-31.141103565318915
1739209693.5069485;-45.120503652039325
1739209693.5069542;-45.120503652039325
1739209693.50696;-31.141103565318915
1739209693.5069659;-35.57807855764607
1739209693.5069716;-45.120503652039325
1739209693.5069773;-33.981070128970906
1739209693.5069833;-38.13080360867914
1739209693.506989;-38.13080360867914
1739209693.5069947;-45.120503652039325
1739209693.5070004;-38.13080360867914
1739209693.5070064;-45.120503652039325
1739209693.5070121;-38.13080360867914
1739209693.5070179;-45.120503652039325
1739209693.5070238;-38.13080360867914
1739209693.5070295;-45.120503652039325
1739209693.5070353;-45.120503652039325
1739209693.5070412;-38.13080360867914
1739209693.507047;-45.120503652039325
1739209693.5070527;-45.120503652039325
1739209693.5070586;-45.120503652039325
1739209693.5070643;-33.981070128970906
1739209693.50707;-45.120503652039325
1739209693.5070758;-29.438486411369333
1739209693.5070817;-30.49652367304973
1739209693.5070875;-45.120503652039325
1739209693.5070932;-45.120503652039325
1739209693.5070992;-38.13080360867914
1739209693.5071049;-38.13080360867914
1739209693.5071106;-38.13080360867914
1739209693.5071166;-33.981070128970906
1739209693.5071223;-38.13080360867914
1739209693.507128;-38.13080360867914
1739209693.5071337;-32.816014438256545
1739209693.5071397;-45.120503652039325
1739209693.5071454;-45.120503652039325
1739209693.5071511;-38.13080360867914
1739209693.507157;-32.816014438256545
1739209693.5071628;-38.13080360867914
1739209693.5071685;-38.13080360867914
1739209693.5071745;-35.57807855764607
1739209693.5071802;-38.13080360867914
1739209693.507186;-38.13080360867914
1739209693.5071917;-38.13080360867914
1739209693.5071976;-38.13080360867914
1739209693.5072033;-45.120503652039325
1739209693.507209;-38.13080360867914
1739209693.507215;-38.13080360867914
1739209693.5072207;-32.816014438256545
1739209693.5072265;-32.816014438256545
1739209693.5072324;-33.981070128970906
1739209693.5072381;-38.13080360867914
1739209693.5072439;-38.13080360867914
1739209693.5072496;-33.981070128970906
1739209693.5072556;-33.981070128970906
1739209693.5072613;-45.120503652039325
1739209693.507267;-33.981070128970956
1739209693.507273;-45.120503652039325
1739209693.5072787;-45.120503652039325
1739209693.5072844;-45.120503652039325
1739209693.5072904;-45.120503652039325
1739209693.507296;-38.13080360867914
1739209693.5073018;-38.13080360867914
1739209693.5073075;-38.13080360867914
1739209693.5073135;-28.992665084841942
1739209693.5073192;-38.13080360867914
1739209693.507325;-38.13080360867914
1739209693.507331;-38.13080360867914
1739209693.5073366;-35.57807855764607
1739209693.5073423;-45.120503652039325
1739209693.5073483;-38.13080360867914
1739209693.507354;-45.120503652039325
1739209693.5073597;-38.13080360867914
1739209693.5073655;-38.13080360867914
1739209693.5073714;-38.13080360867914
1739209693.5073771;-38.13080360867914
1739209693.5073829;-38.13080360867914
1739209693.5073888;-38.13080360867914
1739209693.5073946;-38.13080360867914
1739209693.5074003;-35.57807855764607
1739209693.5074062;-38.13080360867914
1739209693.507412;-45.120503652039325
1739209693.5074177;-45.120503652039325
1739209693.5074236;-45.120503652039325
1739209693.5074294;-45.120503652039325
1739209693.507435;-45.120503652039325
1739209693.5074408;-38.13080360867914
1739209693.5074468;-35.57807855764607
1739209693.5074525;-38.13080360867914
1739209693.5074582;-45.120503652039325
1739209693.5074642;-45.120503652039325
1739209693.50747;-38.13080360867914
1739209693.5074756;-32.816014438256545
1739209693.5074816;-38.13080360867914
1739209693.5074873;-45.120503652039325
1739209693.507493;-45.120503652039325
1739209693.5074987;-45.120503652039325
1739209693.5075047;-45.120503652039325
1739209693.5075104;-38.13080360867914
1739209693.5075161;-32.816014438256545
1739209693.507522;-45.120503652039325
1739209693.5075278;-38.13080360867914
1739209693.5075336;-45.120503652039325
1739209693.5075395;-38.13080360867914
1739209693.5075452;-38.13080360867914
1739209693.507551;-45.120503652039325
1739209693.5075567;-45.120503652039325
1739209693.5075626;-38.13080360867914
1739209693.5075684;-35.57807855764607
1739209693.507574;-45.120503652039325
1739209693.50758;-45.120503652039325
1739209693.5075858;-45.120503652039325
1739209693.5075915;-38.13080360867914
1739209693.5075974;-38.13080360867914
1739209693.5076032;-38.13080360867914
1739209693.507609;-45.120503652039325
1739209693.5076146;-38.13080360867914
1739209693.5076206;-35.57807855764607
1739209693.5076263;-38.13080360867914
1739209693.507632;-45.120503652039325
1739209693.507638;-45.120503652039325
1739209693.5076437;-38.13080360867914
1739209693.5076494;-45.120503652039325
1739209693.5076554;-45.120503652039325
1739209693.507661;-38.13080360867914
1739209693.5076668;-45.120503652039325
1739209693.5076725;-38.13080360867914
1739209693.5076785;-45.120503652039325
1739209693.5076842;-35.57807855764607
1739209693.50769;-29.438486411369333
1739209693.507696;-38.13080360867914
1739209693.5077016;-45.120503652039325
1739209693.5077074;-38.13080360867914
1739209693.5077133;-32.816014438256545
1739209693.507719;-38.13080360867914
1739209693.5077248;-45.120503652039325
1739209693.5077307;-38.13080360867914
1739209693.5077364;-35.57807855764607
1739209693.5077422;-38.13080360867914
1739209693.507748;-45.120503652039325
1739209693.5077538;-45.120503652039325
1739209693.5077596;-45.120503652039325
1739209693.5077653;-45.120503652039325
1739209693.5077713;-45.120503652039325
1739209693.507777;-45.120503652039325
1739209693.5077827;-45.120503652039325
1739209693.5077887;-38.13080360867914
1739209693.5077944;-45.120503652039325
1739209693.5078;-38.13080360867914
1739209693.5078058;-33.981070128970906
1739209693.5078118;-38.13080360867914
1739209693.5078175;-45.120503652039325
1739209693.5078232;-33.981070128970906
1739209693.5078292;-26.991370085610722
1739209693.507835;-38.13080360867914
1739209693.5078406;-45.120503652039325
1739209693.5078466;-38.13080360867914
1739209693.5078523;-35.57807855764607
1739209693.507858;-45.120503652039325
1739209693.5078638;-45.120503652039325
1739209693.5078697;-45.120503652039325
1739209693.5078754;-38.13080360867914
1739209693.5078812;-45.120503652039325
1739209693.5078871;-45.120503652039325
1739209693.5078928;-45.120503652039325
1739209693.5078986;-45.120503652039325
1739209693.5079045;-38.13080360867914
1739209693.5079103;-38.13080360867914
1739209693.507916;-38.13080360867914
1739209693.5079217;-45.120503652039325
1739209693.5079277;-45.120503652039325
1739209693.5079334;-35.57807855764607
1739209693.507939;-38.13080360867914
1739209693.507945;-45.120503652039325
1739209693.5079508;-45.120503652039325
1739209693.5079565;-45.120503652039325
1739209693.5079625;-45.120503652039325
1739209693.5079682;-29.438486411369333
1739209693.507974;-38.13080360867914
1739209693.5079796;-45.120503652039325
1739209693.5079856;-38.13080360867914
1739209693.5079913;-38.13080360867914
1739209693.507997;-45.120503652039325
1739209693.508003;-45.120503652039325
1739209693.5080087;-45.120503652039325
1739209693.5080144;-45.120503652039325
1739209693.5080204;-45.120503652039325
1739209693.5080261;-38.13080360867914
1739209693.5080318;-45.120503652039325
1739209693.5080376;-38.13080360867914
1739209693.5080435;-38.13080360867914
1739209693.5080492;-45.120503652039325
1739209693.508055;-45.120503652039325
1739209693.508061;-32.816014438256545
1739209693.5080667;-38.13080360867914
1739209693.5080724;-45.120503652039325
1739209693.5080783;-45.120503652039325
1739209693.508084;-45.120503652039325
1739209693.5080898;-45.120503652039325
1739209693.5080957;-38.13080360867914
1739209693.5081015;-45.120503652039325
1739209693.5081072;-45.120503652039325
1739209693.508113;-33.981070128970906
1739209693.5081189;-45.120503652039325
1739209693.5081246;-45.120503652039325
1739209693.5081303;-35.57807855764607
1739209693.5081363;-38.13080360867914
1739209693.508142;-45.120503652039325
1739209693.5081477;-45.120503652039325
1739209693.5081537;-45.120503652039325
1739209693.5081594;-38.13080360867914
1739209693.5081651;-38.13080360867914
1739209693.5081708;-45.120503652039325
1739209693.5081768;-38.13080360867914
1739209693.5081825;-33.981070128970906
1739209693.5081882;-38.13080360867914
1739209693.5081942;-45.120503652039325
1739209693.5082;-35.57807855764607
1739209693.5082057;-38.13080360867914
1739209693.5082116;-35.57807855764607
1739209693.5082173;-38.13080360867914
1739209693.508223;-38.13080360867914
1739209693.5082288;-38.13080360867914
1739209693.5082347;-33.981070128970906
1739209693.5082405;-31.141103565318943
1739209693.5082462;-26.487275050834725
1739209693.5082521;-28.58837851428586
1739209693.5082579;-28.58837851428586
1739209693.5082636;-27.267205301931607
1739209693.5082695;-38.13080360867914
1739209693.5082753;-38.13080360867914
1739209693.508281;-33.981070128970906
1739209693.5082867;-33.981070128970906
1739209693.5082927;-38.13080360867914
1739209693.5082984;-45.120503652039325
1739209693.508304;-33.981070128970906
1739209693.50831;-24.589719217205094
1739209693.5083158;-27.267205301931607
1739209693.5083215;-28.218542851754165
1739209693.5083275;-45.120503652039325
1739209693.5083332;-38.13080360867914
1739209693.508339;-33.981070128970906
1739209693.5083447;-45.120503652039325
1739209693.5083506;-38.13080360867914
1739209693.5083563;-45.120503652039325
1739209693.508362;-45.120503652039325
1739209693.508368;-45.120503652039325
1739209693.5083737;-38.13080360867914
1739209693.5083795;-28.992665084841942
1739209693.5083854;-23.75329798047522
1739209693.5083911;-22.002965041481744
1739209693.5083969;-28.21854285175415
1739209693.5084028;-28.992665084841942
1739209693.5084085;-27.267205301931607
1739209693.5084143;-38.13080360867914
1739209693.50842;-32.816014438256545
1739209693.508426;-45.120503652039325
1739209693.5084317;-38.13080360867914
1739209693.5084374;-24.438645034577675
1739209693.5084434;-31.141103565318893
1739209693.508449;-38.13080360867914
1739209693.5084548;-23.273589343863314
1739209693.5084608;-21.522148828640407
1739209693.5084665;-28.992665084841942
1739209693.5084722;-35.57807855764607
1739209693.508478;-31.141103565318915
1739209693.508484;-45.120503652039325
1739209693.5084896;-31.141103565318915
1739209693.5084953;-31.141103565318915
1739209693.5085013;-45.120503652039325
1739209693.508507;-32.816014438256545
1739209693.5085127;-38.13080360867914
1739209693.5085187;-38.13080360867914
1739209693.5085244;-31.141103565318943
1739209693.5085301;-24.151403521958727
1739209693.5085359;-31.141103565318893
1739209693.5085418;-28.218542851754165
1739209693.5085475;-45.120503652039325
1739209693.5085533;-45.120503652039325
1739209693.5085592;-35.57807855764607
1739209693.508565;-38.13080360867914
1739209693.5085707;-35.57807855764607
1739209693.5085766;-31.141103565318915
1739209693.5085824;-45.120503652039325
1739209693.508588;-45.120503652039325
1739209693.5085938;-25.826314394896354
1739209693.5085998;-27.877744956031417
1739209693.5086055;-28.992665084841967
1739209693.5086112;-35.57807855764607
1739209693.5086172;-33.981070128970956
1739209693.508623;-26.991370085610747
1739209693.5086286;-25.62660358559016
1739209693.5086346;-38.13080360867914
