CAN Message; 0x98:0000a6f5f2d5db99
1739209650.79441;-38.13080360867914
1739209650.7944186;-38.13080360867914
1739209650.7944272;-45.120503652039325
1739209650.7944357;-45.120503652039325
1739209650.7944446;-38.13080360867914
1739209650.7944531;-38.13080360867914
1739209650.7944617;-45.120503652039325
1739209650.7944703;-45.120503652039325
1739209650.7944791;-45.120503652039325
1739209650.7944877;-45.120503652039325
1739209650.7944963;-38.13080360867914
1739209650.794505;-38.13080360867914
1739209650.7945137;-45.120503652039325
1739209650.7945223;-27.267205301931607
1739209650.7945309;-33.981070128970906
1739209650.7945395;-45.120503652039325
1739209650.7945483;-45.120503652039325
1739209650.7945569;-33.981070128970906
1739209650.7945654;-38.13080360867914
1739209650.7945743;-38.13080360867914
1739209650.7945828;-33.981070128970906
1739209650.7945914;-29.438486411369354
1739209650.7946;-45.120503652039325
1739209650.7946088;-45.120503652039325
1739209650.7946174;-45.120503652039325
1739209650.794626;-45.120503652039325
1739209650.7946346;-45.120503652039325
1739209650.7946434;-38.13080360867914
1739209650.794652;-45.120503652039325
1739209650.7946606;-33.981070128970906
1739209650.7946692;-38.13080360867914
1739209650.794678;-38.13080360867914
1739209650.7946866;-32.816014438256545
1739209650.7946951;-45.120503652039325
1739209650.794704;-45.120503652039325
1739209650.7947125;-33.981070128970906
1739209650.7947211;-33.981070128970906
1739209650.7947297;-33.981070128970906
1739209650.7947385;-45.120503652039325
1739209650.794747;-45.120503652039325
1739209650.7947557;-38.13080360867914
1739209650.7947643;-35.57807855764607
1739209650.794773;-38.13080360867914
1739209650.7947817;-38.13080360867914
1739209650.7947903;-32.816014438256545
1739209650.7947989;-38.13080360867914
1739209650.7948077;-45.120503652039325
1739209650.7948163;-38.13080360867914
1739209650.7948248;-45.120503652039325
1739209650.7948334;-45.120503652039325
1739209650.7948422;-38.13080360867914
1739209650.7948508;-38.13080360867914
1739209650.7948594;-35.57807855764607
1739209650.7948682;-32.816014438256545
1739209650.7948768;-30.49652367304973
1739209650.7948854;-38.13080360867914
1739209650.794894;-35.57807855764607
1739209650.7949028;-35.57807855764607
1739209650.7949114;-45.120503652039325
1739209650.79492;-45.120503652039325
1739209650.7949286;-38.13080360867914
1739209650.7949374;-45.120503652039325
1739209650.794946;-45.120503652039325
1739209650.7949545;-35.57807855764607
1739209650.7949631;-45.120503652039325
1739209650.794972;-45.120503652039325
1739209650.7949805;-45.120503652039325
1739209650.794989;-38.13080360867914
1739209650.794998;-38.13080360867914
1739209650.7950065;-38.13080360867914
1739209650.795015;-38.13080360867914
1739209650.7950237;-38.13080360867914
1739209650.7950325;-38.13080360867914
1739209650.795041;-38.13080360867914
1739209650.7950497;-32.816014438256545
1739209650.7950583;-38.13080360867914
1739209650.795067;-45.120503652039325
1739209650.7950757;-35.57807855764607
1739209650.7950842;-33.981070128970906
1739209650.7950928;-45.120503652039325
1739209650.7951016;-45.120503652039325
1739209650.7951102;-38.13080360867914
1739209650.7951188;-38.13080360867914
1739209650.7951274;-45.120503652039325
1739209650.7951362;-45.120503652039325
1739209650.7951448;-45.120503652039325
1739209650.7951534;-38.13080360867914
1739209650.7951622;-38.13080360867914
1739209650.7951708;-45.120503652039325
1739209650.7951794;-45.120503652039325
1739209650.795188;-38.13080360867914
1739209650.7951968;-38.13080360867914
1739209650.7952054;-45.120503652039325
1739209650.795214;-38.13080360867914
1739209650.7952225;-31.141103565318893
1739209650.7952313;-38.13080360867914
1739209650.79524;-45.120503652039325
1739209650.7952485;-45.120503652039325
1739209650.795257;-38.13080360867914
1739209650.795266;-38.13080360867914
1739209650.7952745;-45.120503652039325
1739209650.795283;-45.120503652039325
1739209650.795292;-38.13080360867914
1739209650.7953005;-45.120503652039325
1739209650.795309;-45.120503652039325
1739209650.7953176;-38.13080360867914
1739209650.7953265;-35.57807855764607
1739209650.795335;-45.120503652039325
1739209650.7953436;-45.120503652039325
1739209650.7953522;-38.13080360867914
1739209650.795361;-32.816014438256545
1739209650.7953696;-31.141103565318915
1739209650.7953782;-45.120503652039325
1739209650.7953868;-38.13080360867914
1739209650.7953956;-45.120503652039325
1739209650.7954042;-33.981070128970906
1739209650.7954128;-45.120503652039325
1739209650.7954214;-38.13080360867914
1739209650.7954302;-38.13080360867914
1739209650.7954388;-45.120503652039325
1739209650.7954473;-38.13080360867914
1739209650.7954562;-45.120503652039325
1739209650.7954648;-38.13080360867914
1739209650.7954733;-45.120503652039325
1739209650.795482;-45.120503652039325
1739209650.7954907;-45.120503652039325
1739209650.7954993;-38.13080360867914
1739209650.795508;-38.13080360867914
1739209650.7955165;-45.120503652039325
1739209650.7955253;-45.120503652039325
1739209650.795534;-38.13080360867914
1739209650.7955425;-35.57807855764607
1739209650.795551;-45.120503652039325
1739209650.79556;-45.120503652039325
1739209650.7955685;-38.13080360867914
1739209650.795577;-45.120503652039325
1739209650.7955859;-45.120503652039325
1739209650.7955945;-45.120503652039325
1739209650.795603;-45.120503652039325
1739209650.7956116;-45.120503652039325
1739209650.7956204;-35.57807855764607
1739209650.795629;-38.13080360867914
1739209650.7956376;-45.120503652039325
1739209650.7956462;-33.981070128970906
1739209650.795655;-45.120503652039325
1739209650.7956636;-38.13080360867914
1739209650.7956722;-35.57807855764607
1739209650.7956808;-38.13080360867914
1739209650.7956896;-33.981070128970906
1739209650.7956982;-45.120503652039325
1739209650.7957067;-33.981070128970906
1739209650.7957153;-28.992665084841942
1739209650.7957242;-32.816014438256545
1739209650.7957327;-38.13080360867914
1739209650.7957413;-45.120503652039325
1739209650.7957501;-35.57807855764607
1739209650.7957587;-32.816014438256545
1739209650.7957673;-38.13080360867914
1739209650.795776;-38.13080360867914
1739209650.7957847;-30.49652367304973
1739209650.7957933;-38.13080360867914
1739209650.7958019;-38.13080360867914
1739209650.7958105;-38.13080360867914
1739209650.7958193;-45.120503652039325
1739209650.7958279;-45.120503652039325
1739209650.7958364;-45.120503652039325
1739209650.795845;-38.13080360867914
1739209650.7958539;-35.57807855764607
1739209650.7958624;-38.13080360867914
1739209650.795871;-45.120503652039325
1739209650.7958798;-45.120503652039325
1739209650.7958884;-45.120503652039325
1739209650.795897;-45.120503652039325
1739209650.7959056;-38.13080360867914
1739209650.7959144;-45.120503652039325
1739209650.795923;-38.13080360867914
1739209650.7959316;-35.57807855764607
1739209650.7959402;-33.981070128970906
1739209650.795949;-45.120503652039325
1739209650.7959576;-35.57807855764607
1739209650.7959661;-35.57807855764607
1739209650.7959747;-38.13080360867914
1739209650.7959836;-38.13080360867914
1739209650.7959921;-31.141103565318915
1739209650.7960007;-35.57807855764607
1739209650.7960093;-38.13080360867914
1739209650.7960181;-45.120503652039325
1739209650.7960267;-38.13080360867914
1739209650.7960353;-38.13080360867914
1739209650.796044;-38.13080360867914
1739209650.7960527;-45.120503652039325
1739209650.7960613;-30.49652367304973
1739209650.7960699;-45.120503652039325
1739209650.7960787;-45.120503652039325
1739209650.7960873;-38.13080360867914
1739209650.7960958;-35.57807855764607
1739209650.7961044;-35.57807855764607
1739209650.7961133;-38.13080360867914
1739209650.7961218;-45.120503652039325
1739209650.7961304;-31.141103565318915
1739209650.796139;-33.981070128970906
1739209650.7961478;-38.13080360867914
1739209650.7961564;-38.13080360867914
1739209650.796165;-45.120503652039325
1739209650.7961738;-35.57807855764607
1739209650.7961824;-38.13080360867914
1739209650.796191;-45.120503652039325
1739209650.7961996;-38.13080360867914
1739209650.7962084;-38.13080360867914
1739209650.796217;-45.120503652039325
1739209650.7962255;-45.120503652039325
1739209650.7962341;-33.981070128970906
1739209650.796243;-45.120503652039325
1739209650.7962515;-38.13080360867914
1739209650.79626;-45.120503652039325
1739209650.7962687;-38.13080360867914
1739209650.7962775;-35.57807855764607
1739209650.796286;-38.13080360867914
1739209650.7962947;-45.120503652039325
1739209650.7963033;-45.120503652039325
1739209650.796312;-35.57807855764607
1739209650.7963207;-45.120503652039325
1739209650.7963293;-45.120503652039325
1739209650.796338;-33.981070128970906
1739209650.7963467;-45.120503652039325
1739209650.7963552;-45.120503652039325
1739209650.7963638;-38.13080360867914
1739209650.7963727;-38.13080360867914
1739209650.7963812;-45.120503652039325
1739209650.7963898;-38.13080360867914
1739209650.7963984;-35.57807855764607
1739209650.7964072;-38.13080360867914
1739209650.7964158;-45.120503652039325
1739209650.7964244;-38.13080360867914
1739209650.796433;-35.57807855764607
1739209650.7964418;-45.120503652039325
1739209650.7964504;-45.120503652039325
1739209650.796459;-35.57807855764607
1739209650.7964678;-35.57807855764607
1739209650.7964764;-38.13080360867914
1739209650.796485;-35.57807855764607
1739209650.7964935;-45.120503652039325
1739209650.7965024;-45.120503652039325
1739209650.796511;-45.120503652039325
1739209650.7965195;-38.13080360867914
1739209650.796528;-35.57807855764607
1739209650.796537;-35.57807855764607
1739209650.7965455;-45.120503652039325
1739209650.796554;-45.120503652039325
1739209650.7965627;-38.13080360867914
1739209650.7965715;-35.57807855764607
1739209650.79658;-35.57807855764607
1739209650.7965887;-45.120503652039325
1739209650.7965972;-45.120503652039325
1739209650.796606;-33.981070128970906
1739209650.7966146;-45.120503652039325
1739209650.7966232;-33.981070128970906
1739209650.796632;-38.13080360867914
1739209650.7966406;-38.13080360867914
1739209650.7966492;-38.13080360867914
1739209650.7966578;-35.57807855764607
1739209650.7966666;-38.13080360867914
1739209650.7966752;-38.13080360867914
1739209650.7966838;-45.120503652039325
1739209650.7966924;-45.120503652039325
1739209650.7967012;-45.120503652039325
1739209650.7967098;-38.13080360867914
1739209650.7967184;-45.120503652039325
1739209650.796727;-45.120503652039325
1739209650.7967358;-38.13080360867914
1739209650.7967443;-35.57807855764607
1739209650.796753;-38.13080360867914
1739209650.7967618;-45.120503652039325
1739209650.7967703;-45.120503652039325
1739209650.796779;-35.57807855764607
1739209650.7967875;-35.57807855764607
1739209650.7967963;-38.13080360867914
1739209650.796805;-45.120503652039325
1739209650.7968135;-38.13080360867914
1739209650.796822;-45.120503652039325
1739209650.796831;-33.981070128970906
1739209650.7968395;-38.13080360867914
1739209650.796848;-35.57807855764607
1739209650.7968566;-38.13080360867914
1739209650.7968655;-45.120503652039325
1739209650.796874;-45.120503652039325
1739209650.7968826;-38.13080360867914
1739209650.7968912;-38.13080360867914
1739209650.7969;-38.13080360867914
1739209650.7969086;-45.120503652039325
1739209650.7969172;-38.13080360867914
1739209650.796926;-38.13080360867914
1739209650.7969346;-45.120503652039325
1739209650.7969432;-45.120503652039325
1739209650.7969518;-45.120503652039325
1739209650.7969606;-45.120503652039325
1739209650.7969692;-30.49652367304973
1739209650.7969778;-32.816014438256545
1739209650.7969863;-45.120503652039325
1739209650.7969952;-45.120503652039325
1739209650.7970037;-35.57807855764607
1739209650.7970123;-35.57807855764607
1739209650.797021;-35.57807855764607
1739209650.7970297;-38.13080360867914
1739209650.7970383;-45.120503652039325
1739209650.797047;-38.13080360867914
1739209650.7970557;-38.13080360867914
1739209650.7970643;-45.120503652039325
1739209650.797073;-45.120503652039325
1739209650.7970815;-38.13080360867914
1739209650.7970903;-45.120503652039325
1739209650.7970989;-45.120503652039325
1739209650.7971075;-38.13080360867914
1739209650.797116;-45.120503652039325
1739209650.7971249;-45.120503652039325
1739209650.7971334;-45.120503652039325
1739209650.797142;-45.120503652039325
1739209650.7971506;-45.120503652039325
1739209650.7971594;-38.13080360867914
1739209650.797168;-45.120503652039325
1739209650.7971766;-31.141103565318915
1739209650.7971852;-32.816014438256545
1739209650.797194;-38.13080360867914
1739209650.7972026;-38.13080360867914
1739209650.7972112;-35.57807855764607
1739209650.79722;-35.57807855764607
1739209650.7972286;-45.120503652039325
1739209650.7972372;-45.120503652039325
1739209650.7972457;-38.13080360867914
1739209650.7972546;-38.13080360867914
1739209650.7972631;-45.120503652039325
1739209650.7972717;-45.120503652039325
1739209650.7972803;-45.120503652039325
1739209650.7972891;-45.120503652039325
1739209650.7972977;-45.120503652039325
1739209650.7973063;-45.120503652039325
1739209650.797315;-38.13080360867914
1739209650.7973237;-33.981070128970906
1739209650.7973323;-45.120503652039325
1739209650.7973409;-45.120503652039325
1739209650.7973497;-32.816014438256545
1739209650.7973583;-38.13080360867914
1739209650.7973669;-45.120503652039325
1739209650.7973754;-38.13080360867914
1739209650.7973843;-38.13080360867914
1739209650.7973928;-45.120503652039325
1739209650.7974014;-38.13080360867914
1739209650.79741;-38.13080360867914
1739209650.7974188;-38.13080360867914
1739209650.7974274;-38.13080360867914
1739209650.797436;-45.120503652039325
1739209650.7974446;-38.13080360867914
1739209650.7974534;-38.13080360867914
1739209650.797462;-45.120503652039325
1739209650.7974706;-45.120503652039325
1739209650.7974792;-38.13080360867914
1739209650.797488;-38.13080360867914
1739209650.7974966;-45.120503652039325
1739209650.7975051;-38.13080360867914
1739209650.797514;-38.13080360867914
1739209650.7975225;-45.120503652039325
1739209650.7975311;-33.981070128970906
1739209650.7975397;-45.120503652039325
1739209650.7975485;-38.13080360867914
1739209650.797557;-35.57807855764607
1739209650.7975657;-45.120503652039325
1739209650.7975743;-45.120503652039325
1739209650.797583;-45.120503652039325
1739209650.7975917;-45.120503652039325
1739209650.7976003;-38.13080360867914
1739209650.7976089;-38.13080360867914
1739209650.7976177;-38.13080360867914
1739209650.7976263;-45.120503652039325
1739209650.7976348;-33.981070128970906
1739209650.7976437;-33.981070128970906
1739209650.7976522;-45.120503652039325
1739209650.7976608;-35.57807855764607
1739209650.7976694;-45.120503652039325
1739209650.7976782;-38.13080360867914
1739209650.7976868;-38.13080360867914
1739209650.7976954;-45.120503652039325
1739209650.797704;-45.120503652039325
1739209650.7977128;-38.13080360867914
1739209650.7977214;-45.120503652039325
1739209650.79773;-45.120503652039325
1739209650.7977386;-33.981070128970906
1739209650.7977474;-35.57807855764607
1739209650.797756;-38.13080360867914
1739209650.7977645;-45.120503652039325
1739209650.7977731;-38.13080360867914
1739209650.797782;-35.57807855764607
1739209650.7977905;-35.57807855764607
1739209650.797799;-38.13080360867914
1739209650.797808;-38.13080360867914
1739209650.7978165;-38.13080360867914
1739209650.797825;-38.13080360867914
1739209650.7978337;-45.120503652039325
1739209650.7978425;-38.13080360867914
1739209650.797851;-45.120503652039325
1739209650.7978597;-45.120503652039325
1739209650.7978683;-38.13080360867914
1739209650.797877;-45.120503652039325
1739209650.7978857;-45.120503652039325
1739209650.7978942;-33.981070128970906
1739209650.7979028;-35.57807855764607
1739209650.7979116;-38.13080360867914
1739209650.7979202;-45.120503652039325
1739209650.7979288;-33.981070128970906
1739209650.7979374;-45.120503652039325
1739209650.7979462;-30.49652367304973
1739209650.7979548;-28.58837851428586
1739209650.7979634;-38.13080360867914
1739209650.7979722;-45.120503652039325
1739209650.7979808;-38.13080360867914
1739209650.7979894;-35.57807855764607
1739209650.797998;-38.13080360867914
1739209650.7980068;-45.120503652039325
1739209650.7980154;-45.120503652039325
1739209650.798024;-45.120503652039325
1739209650.7980325;-45.120503652039325
1739209650.7980413;-45.120503652039325
1739209650.79805;-38.13080360867914
1739209650.7980585;-38.13080360867914
1739209650.798067;-45.120503652039325
1739209650.798076;-38.13080360867914
1739209650.7980845;-45.120503652039325
1739209650.798093;-45.120503652039325
1739209650.798102;-45.120503652039325
1739209650.7981105;-45.120503652039325
1739209650.798119;-45.120503652039325
1739209650.7981277;-38.13080360867914
1739209650.7981365;-35.57807855764607
1739209650.798145;-45.120503652039325
1739209650.7981536;-31.141103565318915
1739209650.7981622;-27.8777449560314
1739209650.798171;-38.13080360867914
1739209650.7981796;-38.13080360867914
1739209650.7981882;-33.981070128970906
1739209650.7981968;-45.120503652039325
1739209650.7982056;-45.120503652039325
1739209650.7982142;-38.13080360867914
1739209650.7982228;-45.120503652039325
1739209650.7982314;-45.120503652039325
1739209650.7982402;-38.13080360867914
1739209650.7982488;-45.120503652039325
1739209650.7982574;-38.13080360867914
1739209650.7982662;-38.13080360867914
1739209650.7982748;-45.120503652039325
1739209650.7982833;-38.13080360867914
1739209650.798292;-45.120503652039325
1739209650.7983007;-45.120503652039325
1739209650.7983093;-38.13080360867914
1739209650.798318;-35.57807855764607
1739209650.7983265;-45.120503652039325
1739209650.7983353;-38.13080360867914
1739209650.798344;-38.13080360867914
1739209650.7983525;-45.120503652039325
1739209650.798361;-35.57807855764607
1739209650.79837;-38.13080360867914
1739209650.7983785;-38.13080360867914
1739209650.798387;-35.57807855764607
1739209650.7983959;-38.13080360867914
1739209650.7984045;-38.13080360867914
1739209650.798413;-38.13080360867914
1739209650.7984216;-35.57807855764607
1739209650.7984304;-38.13080360867914
1739209650.798439;-45.120503652039325
1739209650.7984476;-45.120503652039325
1739209650.7984562;-38.13080360867914
1739209650.798465;-45.120503652039325
1739209650.7984736;-38.13080360867914
1739209650.7984822;-38.13080360867914
1739209650.7984908;-45.120503652039325
1739209650.7984996;-45.120503652039325
1739209650.7985082;-45.120503652039325
1739209650.7985168;-38.13080360867914
1739209650.7985253;-35.57807855764607
1739209650.7985342;-45.120503652039325
1739209650.7985427;-45.120503652039325
1739209650.7985513;-38.13080360867914
1739209650.7985601;-35.57807855764607
1739209650.7985687;-38.13080360867914
1739209650.7985773;-45.120503652039325
1739209650.798586;-45.120503652039325
1739209650.7985947;-45.120503652039325
1739209650.7986033;-45.120503652039325
1739209650.7986119;-38.13080360867914
1739209650.7986205;-38.13080360867914
1739209650.7986293;-38.13080360867914
1739209650.7986379;-45.120503652039325
1739209650.7986465;-45.120503652039325
1739209650.798655;-38.13080360867914
1739209650.7986639;-45.120503652039325
1739209650.7986724;-45.120503652039325
1739209650.798681;-45.120503652039325
1739209650.7986898;-38.13080360867914
1739209650.7986984;-35.57807855764607
1739209650.798707;-38.13080360867914
1739209650.7987156;-38.13080360867914
1739209650.7987244;-33.981070128970906
1739209650.798733;-45.120503652039325
1739209650.7987416;-45.120503652039325
1739209650.7987502;-45.120503652039325
1739209650.798759;-38.13080360867914
1739209650.7987676;-38.13080360867914
1739209650.7987761;-45.120503652039325
1739209650.7987847;-45.120503652039325
1739209650.7987936;-45.120503652039325
1739209650.7988021;-38.13080360867914
1739209650.7988107;-38.13080360867914
1739209650.7988193;-35.57807855764607
1739209650.7988281;-38.13080360867914
1739209650.7988367;-45.120503652039325
1739209650.7988453;-45.120503652039325
1739209650.798854;-38.13080360867914
1739209650.7988627;-31.141103565318915
1739209650.7988713;-45.120503652039325
1739209650.7988799;-45.120503652039325
1739209650.7988887;-45.120503652039325
1739209650.7988973;-38.13080360867914
1739209650.7989058;-45.120503652039325
1739209650.7989144;-33.981070128970906
1739209650.7989233;-38.13080360867914
1739209650.7989318;-32.816014438256545
1739209650.7989404;-45.120503652039325
1739209650.798949;-45.120503652039325
1739209650.7989578;-38.13080360867914
1739209650.7989664;-38.13080360867914
1739209650.798975;-45.120503652039325
1739209650.7989838;-38.13080360867914
1739209650.7989924;-38.13080360867914
1739209650.799001;-31.141103565318915
1739209650.7990096;-38.13080360867914
1739209650.7990184;-38.13080360867914
1739209650.799027;-45.120503652039325
1739209650.7990355;-35.57807855764607
1739209650.7990441;-38.13080360867914
1739209650.799053;-38.13080360867914
1739209650.7990615;-45.120503652039325
1739209650.7990701;-38.13080360867914
1739209650.7990787;-38.13080360867914
1739209650.7990875;-38.13080360867914
1739209650.799096;-38.13080360867914
1739209650.7991047;-45.120503652039325
1739209650.7991133;-38.13080360867914
1739209650.799122;-38.13080360867914
1739209650.7991307;-45.120503652039325
1739209650.7991393;-28.992665084841942
1739209650.799148;-35.57807855764607
1739209650.7991567;-38.13080360867914
1739209650.7991652;-45.120503652039325
1739209650.7991738;-33.981070128970906
1739209650.7991827;-38.13080360867914
1739209650.7991912;-38.13080360867914
1739209650.7991998;-45.120503652039325
1739209650.7992084;-29.438486411369347
1739209650.7992172;-38.13080360867914
1739209650.7992258;-45.120503652039325
1739209650.7992344;-45.120503652039325
1739209650.799243;-38.13080360867914
1739209650.7992518;-33.981070128970906
1739209650.7992604;-38.13080360867914
1739209650.799269;-45.120503652039325
1739209650.7992778;-31.141103565318915
1739209650.7992864;-33.981070128970906
1739209650.799295;-45.120503652039325
1739209650.7993035;-45.120503652039325
1739209650.7993124;-45.120503652039325
1739209650.799321;-45.120503652039325
1739209650.7993295;-45.120503652039325
1739209650.799338;-45.120503652039325
1739209650.799347;-38.13080360867914
1739209650.7993555;-38.13080360867914
1739209650.799364;-38.13080360867914
1739209650.7993727;-45.120503652039325
1739209650.7993815;-45.120503652039325
1739209650.79939;-45.120503652039325
1739209650.7993987;-38.13080360867914
1739209650.7994072;-38.13080360867914
1739209650.799416;-45.120503652039325
1739209650.7994246;-38.13080360867914
1739209650.7994332;-45.120503652039325
1739209650.799442;-45.120503652039325
1739209650.7994506;-33.981070128970906
1739209650.7994592;-38.13080360867914
1739209650.7994678;-45.120503652039325
1739209650.7994766;-45.120503652039325
1739209650.7994852;-33.981070128970906
1739209650.7994938;-38.13080360867914
1739209650.7995024;-38.13080360867914
1739209650.7995112;-31.141103565318893
1739209650.7995198;-45.120503652039325
1739209650.7995284;-45.120503652039325
1739209650.799537;-35.57807855764607
1739209650.7995458;-35.57807855764607
1739209650.7995543;-38.13080360867914
1739209650.799563;-38.13080360867914
1739209650.7995718;-38.13080360867914
1739209650.7995803;-35.57807855764607
1739209650.799589;-38.13080360867914
1739209650.7995975;-35.57807855764607
1739209650.7996063;-38.13080360867914
1739209650.799615;-35.57807855764607
1739209650.7996235;-45.120503652039325
1739209650.799632;-38.13080360867914
1739209650.799641;-35.57807855764607
1739209650.7996495;-35.57807855764607
1739209650.799658;-38.13080360867914
1739209650.7996666;-38.13080360867914
1739209650.7996755;-38.13080360867914
1739209650.799684;-35.57807855764607
1739209650.7996926;-45.120503652039325
1739209650.7997012;-45.120503652039325
1739209650.79971;-38.13080360867914
1739209650.7997186;-45.120503652039325
1739209650.7997272;-38.13080360867914
1739209650.799736;-45.120503652039325
1739209650.7997446;-38.13080360867914
1739209650.7997532;-38.13080360867914
1739209650.7997618;-45.120503652039325
1739209650.7997706;-32.816014438256545
1739209650.7997792;-38.13080360867914
1739209650.7997878;-35.57807855764607
1739209650.7997963;-38.13080360867914
1739209650.7998052;-38.13080360867914
1739209650.7998137;-45.120503652039325
1739209650.7998223;-45.120503652039325
1739209650.799831;-38.13080360867914
1739209650.7998397;-45.120503652039325
1739209650.7998483;-38.13080360867914
1739209650.799857;-35.57807855764607
1739209650.7998657;-45.120503652039325
1739209650.7998743;-45.120503652039325
1739209650.799883;-33.981070128970906
1739209650.7998915;-35.57807855764607
1739209650.7999003;-38.13080360867914
1739209650.7999089;-45.120503652039325
1739209650.7999175;-45.120503652039325
1739209650.799926;-45.120503652039325
1739209650.7999349;-38.13080360867914
1739209650.7999434;-45.120503652039325
1739209650.799952;-33.981070128970906
1739209650.7999606;-32.816014438256545
1739209650.7999694;-45.120503652039325
1739209650.799978;-33.981070128970906
1739209650.7999866;-45.120503652039325
1739209650.7999952;-45.120503652039325
1739209650.800004;-38.13080360867914
