CAN Message; 0x1d3:00002cfe239d81eb
1739209662.5073435;-45.120503652039325
1739209662.507352;-45.120503652039325
1739209662.507361;-45.120503652039325
1739209662.5073695;-38.13080360867914
1739209662.5073783;-45.120503652039325
1739209662.507387;-38.13080360867914
1739209662.5073957;-35.57807855764607
1739209662.5074043;-28.992665084841942
1739209662.507413;-45.120503652039325
1739209662.5074217;-45.120503652039325
1739209662.5074303;-38.13080360867914
1739209662.5074391;-38.13080360867914
1739209662.5074477;-45.120503652039325
1739209662.5074565;-38.13080360867914
1739209662.5074651;-45.120503652039325
1739209662.507474;-38.13080360867914
1739209662.5074825;-45.120503652039325
1739209662.507491;-45.120503652039325
1739209662.5075;-38.13080360867914
1739209662.5075085;-38.13080360867914
1739209662.5075173;-45.120503652039325
1739209662.507526;-45.120503652039325
1739209662.5075347;-45.120503652039325
1739209662.5075433;-45.120503652039325
1739209662.5075521;-45.120503652039325
1739209662.5075607;-45.120503652039325
1739209662.5075693;-33.981070128970906
1739209662.5075781;-38.13080360867914
1739209662.5075867;-35.57807855764607
1739209662.5075955;-38.13080360867914
1739209662.5076041;-38.13080360867914
1739209662.507613;-33.981070128970906
1739209662.5076215;-38.13080360867914
1739209662.5076303;-38.13080360867914
1739209662.507639;-35.57807855764607
1739209662.5076475;-33.981070128970906
1739209662.5076563;-38.13080360867914
1739209662.507665;-38.13080360867914
1739209662.5076737;-38.13080360867914
1739209662.5076823;-38.13080360867914
1739209662.5076911;-45.120503652039325
1739209662.5076997;-38.13080360867914
1739209662.5077085;-38.13080360867914
1739209662.5077171;-38.13080360867914
1739209662.5077257;-45.120503652039325
1739209662.5077345;-38.13080360867914
1739209662.5077431;-38.13080360867914
1739209662.507752;-38.13080360867914
1739209662.5077605;-38.13080360867914
1739209662.5077693;-45.120503652039325
1739209662.507778;-45.120503652039325
1739209662.5077868;-38.13080360867914
1739209662.5077953;-32.816014438256545
1739209662.507804;-38.13080360867914
1739209662.5078127;-45.120503652039325
1739209662.5078213;-38.13080360867914
1739209662.5078301;-38.13080360867914
1739209662.5078387;-38.13080360867914
1739209662.5078475;-45.120503652039325
1739209662.5078561;-38.13080360867914
1739209662.507865;-45.120503652039325
1739209662.5078735;-38.13080360867914
1739209662.507882;-45.120503652039325
1739209662.507891;-38.13080360867914
1739209662.5078995;-35.57807855764607
1739209662.5079083;-45.120503652039325
1739209662.507917;-45.120503652039325
1739209662.5079257;-38.13080360867914
1739209662.5079343;-35.57807855764607
1739209662.5079432;-38.13080360867914
1739209662.5079517;-45.120503652039325
1739209662.5079603;-31.141103565318915
1739209662.5079691;-33.981070128970906
1739209662.5079777;-38.13080360867914
1739209662.5079865;-38.13080360867914
1739209662.5079951;-38.13080360867914
1739209662.508004;-45.120503652039325
1739209662.5080125;-38.13080360867914
1739209662.5080214;-45.120503652039325
1739209662.50803;-38.13080360867914
1739209662.5080385;-35.57807855764607
1739209662.5080473;-38.13080360867914
1739209662.508056;-38.13080360867914
1739209662.5080647;-38.13080360867914
1739209662.5080733;-32.816014438256545
1739209662.5080822;-38.13080360867914
1739209662.5080907;-38.13080360867914
1739209662.5080996;-38.13080360867914
1739209662.5081081;-35.57807855764607
1739209662.5081167;-38.13080360867914
1739209662.5081255;-45.120503652039325
1739209662.5081341;-38.13080360867914
1739209662.508143;-35.57807855764607
1739209662.5081515;-38.13080360867914
1739209662.5081604;-45.120503652039325
1739209662.508169;-38.13080360867914
1739209662.5081778;-45.120503652039325
1739209662.5081863;-38.13080360867914
1739209662.508195;-38.13080360867914
1739209662.5082037;-33.981070128970906
1739209662.5082123;-33.981070128970906
1739209662.5082211;-45.120503652039325
1739209662.5082297;-38.13080360867914
1739209662.5082386;-45.120503652039325
1739209662.5082471;-32.816014438256545
1739209662.508256;-38.13080360867914
1739209662.5082645;-45.120503652039325
1739209662.5082731;-45.120503652039325
1739209662.508282;-38.13080360867914
1739209662.5082905;-35.57807855764607
1739209662.5082994;-45.120503652039325
1739209662.508308;-38.13080360867914
1739209662.5083168;-38.13080360867914
1739209662.5083253;-45.120503652039325
1739209662.5083342;-45.120503652039325
1739209662.5083427;-45.120503652039325
1739209662.5083516;-38.13080360867914
1739209662.5083601;-38.13080360867914
1739209662.5083687;-45.120503652039325
1739209662.5083776;-45.120503652039325
1739209662.5083861;-30.49652367304973
1739209662.508395;-32.816014438256545
1739209662.5084035;-45.120503652039325
1739209662.5084124;-45.120503652039325
1739209662.508421;-38.13080360867914
1739209662.5084298;-31.141103565318915
1739209662.5084383;-45.120503652039325
1739209662.508447;-38.13080360867914
1739209662.5084558;-45.120503652039325
1739209662.5084643;-45.120503652039325
1739209662.5084732;-45.120503652039325
1739209662.5084817;-45.120503652039325
1739209662.5084906;-45.120503652039325
1739209662.5084991;-45.120503652039325
1739209662.508508;-45.120503652039325
1739209662.5085166;-45.120503652039325
1739209662.5085251;-38.13080360867914
1739209662.508534;-38.13080360867914
1739209662.5085425;-45.120503652039325
1739209662.5085514;-45.120503652039325
1739209662.50856;-32.816014438256545
1739209662.5085688;-35.57807855764607
1739209662.5085773;-38.13080360867914
1739209662.5085862;-45.120503652039325
1739209662.5085948;-45.120503652039325
1739209662.5086033;-38.13080360867914
1739209662.5086122;-38.13080360867914
1739209662.5086207;-38.13080360867914
1739209662.5086296;-45.120503652039325
1739209662.5086381;-45.120503652039325
1739209662.508647;-45.120503652039325
1739209662.5086555;-38.13080360867914
1739209662.5086644;-45.120503652039325
1739209662.508673;-45.120503652039325
1739209662.5086815;-45.120503652039325
1739209662.5086904;-45.120503652039325
1739209662.508699;-32.816014438256545
1739209662.5087078;-33.981070128970906
1739209662.5087163;-45.120503652039325
1739209662.5087252;-38.13080360867914
1739209662.5087337;-35.57807855764607
1739209662.5087426;-33.981070128970906
1739209662.5087512;-45.120503652039325
1739209662.5087597;-38.13080360867914
1739209662.5087686;-38.13080360867914
1739209662.5087771;-38.13080360867914
1739209662.508786;-45.120503652039325
1739209662.5087945;-45.120503652039325
1739209662.5088034;-38.13080360867914
1739209662.508812;-38.13080360867914
1739209662.5088208;-45.120503652039325
1739209662.5088294;-45.120503652039325
1739209662.508838;-32.816014438256545
1739209662.5088468;-33.981070128970906
1739209662.5088553;-45.120503652039325
1739209662.5088642;-45.120503652039325
1739209662.5088727;-38.13080360867914
1739209662.5088816;-31.141103565318915
1739209662.5088902;-45.120503652039325
1739209662.508899;-45.120503652039325
1739209662.5089076;-38.13080360867914
1739209662.5089161;-45.120503652039325
1739209662.508925;-38.13080360867914
1739209662.5089335;-45.120503652039325
1739209662.5089424;-45.120503652039325
1739209662.508951;-32.816014438256545
1739209662.5089598;-45.120503652039325
1739209662.5089684;-45.120503652039325
1739209662.5089772;-45.120503652039325
1739209662.5089858;-45.120503652039325
1739209662.5089943;-45.120503652039325
1739209662.5090032;-38.13080360867914
1739209662.5090117;-45.120503652039325
1739209662.5090206;-28.992665084841942
1739209662.5090292;-38.13080360867914
1739209662.509038;-45.120503652039325
1739209662.5090466;-45.120503652039325
1739209662.5090554;-38.13080360867914
1739209662.509064;-45.120503652039325
1739209662.5090725;-38.13080360867914
1739209662.5090814;-45.120503652039325
1739209662.50909;-30.49652367304973
1739209662.5090988;-38.13080360867914
1739209662.5091074;-38.13080360867914
1739209662.5091162;-38.13080360867914
1739209662.5091248;-38.13080360867914
1739209662.5091336;-38.13080360867914
1739209662.5091422;-38.13080360867914
1739209662.5091507;-45.120503652039325
1739209662.5091596;-38.13080360867914
1739209662.5091681;-45.120503652039325
1739209662.509177;-38.13080360867914
1739209662.5091856;-38.13080360867914
1739209662.5091944;-33.981070128970906
1739209662.509203;-35.57807855764607
1739209662.5092118;-38.13080360867914
1739209662.5092204;-38.13080360867914
1739209662.509229;-33.981070128970906
1739209662.5092378;-45.120503652039325
1739209662.5092463;-38.13080360867914
1739209662.5092552;-45.120503652039325
1739209662.5092638;-45.120503652039325
1739209662.5092726;-38.13080360867914
1739209662.5092812;-38.13080360867914
1739209662.50929;-45.120503652039325
1739209662.5092986;-33.981070128970906
1739209662.5093071;-33.981070128970906
1739209662.509316;-38.13080360867914
1739209662.5093246;-38.13080360867914
1739209662.5093334;-35.57807855764607
1739209662.509342;-45.120503652039325
1739209662.5093508;-45.120503652039325
1739209662.5093594;-38.13080360867914
1739209662.5093682;-31.14110356531892
1739209662.5093768;-38.13080360867914
1739209662.5093856;-38.13080360867914
1739209662.5093942;-35.57807855764607
1739209662.5094028;-33.981070128970906
1739209662.5094116;-35.57807855764607
1739209662.5094202;-38.13080360867914
1739209662.509429;-45.120503652039325
1739209662.5094376;-28.992665084841942
1739209662.5094464;-31.141103565318915
1739209662.509455;-45.120503652039325
1739209662.5094638;-38.13080360867914
1739209662.5094724;-38.13080360867914
1739209662.509481;-45.120503652039325
1739209662.5094898;-45.120503652039325
1739209662.5094984;-35.57807855764607
1739209662.5095072;-38.13080360867914
1739209662.5095158;-45.120503652039325
1739209662.5095246;-45.120503652039325
1739209662.5095332;-45.120503652039325
1739209662.509542;-45.120503652039325
1739209662.5095506;-45.120503652039325
1739209662.5095592;-38.13080360867914
1739209662.509568;-38.13080360867914
1739209662.5095766;-33.981070128970906
1739209662.5095854;-33.981070128970906
1739209662.509594;-45.120503652039325
1739209662.5096028;-35.57807855764607
1739209662.5096114;-38.13080360867914
1739209662.5096202;-45.120503652039325
1739209662.5096288;-38.13080360867914
1739209662.5096374;-38.13080360867914
1739209662.5096462;-45.120503652039325
1739209662.5096548;-45.120503652039325
1739209662.5096636;-45.120503652039325
1739209662.5096722;-38.13080360867914
1739209662.509681;-35.57807855764607
1739209662.5096896;-45.120503652039325
1739209662.5096984;-38.13080360867914
1739209662.509707;-35.57807855764607
1739209662.5097156;-38.13080360867914
1739209662.5097244;-45.120503652039325
1739209662.509733;-38.13080360867914
1739209662.5097418;-38.13080360867914
1739209662.5097504;-38.13080360867914
1739209662.5097592;-38.13080360867914
1739209662.5097678;-45.120503652039325
1739209662.5097766;-45.120503652039325
1739209662.5097852;-35.57807855764607
1739209662.5097938;-33.981070128970906
1739209662.5098026;-38.13080360867914
1739209662.5098112;-35.57807855764607
1739209662.50982;-33.981070128970906
1739209662.5098286;-45.120503652039325
1739209662.5098374;-45.120503652039325
1739209662.509846;-38.13080360867914
1739209662.5098548;-45.120503652039325
1739209662.5098634;-45.120503652039325
1739209662.509872;-38.13080360867914
1739209662.5098808;-38.13080360867914
1739209662.5098894;-45.120503652039325
1739209662.5098982;-38.13080360867914
1739209662.5099068;-38.13080360867914
1739209662.5099156;-45.120503652039325
1739209662.5099242;-45.120503652039325
1739209662.509933;-45.120503652039325
1739209662.5099416;-38.13080360867914
1739209662.5099502;-38.13080360867914
1739209662.509959;-45.120503652039325
1739209662.5099676;-45.120503652039325
1739209662.5099764;-38.13080360867914
1739209662.509985;-38.13080360867914
1739209662.5099938;-45.120503652039325
1739209662.5100024;-45.120503652039325
1739209662.5100112;-38.13080360867914
1739209662.5100198;-35.57807855764607
1739209662.5100284;-38.13080360867914
1739209662.5100372;-38.13080360867914
1739209662.5100458;-45.120503652039325
1739209662.5100546;-35.57807855764607
1739209662.5100632;-38.13080360867914
1739209662.510072;-38.13080360867914
1739209662.5100806;-33.981070128970906
1739209662.5100894;-45.120503652039325
1739209662.510098;-38.13080360867914
1739209662.5101066;-45.120503652039325
1739209662.5101154;-35.57807855764607
1739209662.510124;-45.120503652039325
1739209662.5101328;-33.981070128970906
1739209662.5101414;-45.120503652039325
1739209662.5101502;-45.120503652039325
1739209662.5101588;-35.57807855764607
1739209662.5101676;-38.13080360867914
1739209662.5101762;-38.13080360867914
1739209662.5101848;-38.13080360867914
1739209662.5101936;-38.13080360867914
1739209662.5102022;-45.120503652039325
1739209662.510211;-33.981070128970906
1739209662.5102196;-35.57807855764607
1739209662.5102284;-35.57807855764607
1739209662.510237;-35.57807855764607
1739209662.5102458;-38.13080360867914
1739209662.5102544;-35.57807855764607
1739209662.510263;-38.13080360867914
1739209662.5102718;-38.13080360867914
1739209662.5102804;-45.120503652039325
1739209662.5102892;-38.13080360867914
1739209662.5102978;-35.57807855764607
1739209662.5103066;-38.13080360867914
1739209662.5103152;-45.120503652039325
1739209662.510324;-45.120503652039325
1739209662.5103326;-45.120503652039325
1739209662.5103412;-45.120503652039325
1739209662.51035;-33.981070128970906
1739209662.5103586;-45.120503652039325
1739209662.5103674;-38.13080360867914
1739209662.510376;-38.13080360867914
1739209662.5103848;-38.13080360867914
1739209662.5103934;-38.13080360867914
1739209662.5104022;-45.120503652039325
1739209662.5104108;-38.13080360867914
1739209662.5104194;-35.57807855764607
1739209662.5104282;-33.981070128970906
1739209662.5104368;-45.120503652039325
1739209662.5104456;-38.13080360867914
1739209662.5104542;-45.120503652039325
1739209662.510463;-45.120503652039325
1739209662.5104716;-45.120503652039325
1739209662.5104804;-38.13080360867914
1739209662.510489;-38.13080360867914
1739209662.5104976;-38.13080360867914
1739209662.5105064;-45.120503652039325
1739209662.510515;-45.120503652039325
1739209662.5105238;-45.120503652039325
1739209662.5105324;-45.120503652039325
1739209662.5105412;-45.120503652039325
1739209662.5105498;-38.13080360867914
1739209662.5105586;-35.57807855764607
1739209662.5105672;-27.267205301931607
1739209662.510576;-38.13080360867914
1739209662.5105846;-38.13080360867914
1739209662.5105932;-45.120503652039325
1739209662.510602;-38.13080360867914
1739209662.5106106;-38.13080360867914
1739209662.5106194;-38.13080360867914
1739209662.510628;-45.120503652039325
1739209662.5106368;-32.816014438256545
1739209662.5106454;-45.120503652039325
1739209662.5106542;-38.13080360867914
1739209662.5106628;-38.13080360867914
1739209662.5106714;-38.13080360867914
1739209662.5106802;-35.57807855764607
1739209662.5106888;-35.57807855764607
1739209662.5106976;-45.120503652039325
1739209662.5107062;-31.141103565318915
1739209662.510715;-38.13080360867914
1739209662.5107236;-38.13080360867914
1739209662.5107324;-45.120503652039325
1739209662.510741;-38.13080360867914
1739209662.5107496;-35.57807855764607
1739209662.5107584;-38.13080360867914
1739209662.510767;-45.120503652039325
1739209662.5107758;-38.13080360867914
1739209662.5107844;-38.13080360867914
1739209662.5107932;-45.120503652039325
1739209662.5108018;-45.120503652039325
1739209662.5108106;-45.120503652039325
1739209662.5108192;-35.57807855764607
1739209662.5108278;-38.13080360867914
1739209662.5108366;-45.120503652039325
1739209662.5108452;-38.13080360867914
1739209662.510854;-33.981070128970906
1739209662.5108626;-45.120503652039325
1739209662.5108714;-45.120503652039325
1739209662.51088;-38.13080360867914
1739209662.5108888;-31.141103565318893
1739209662.5108974;-33.981070128970906
1739209662.510906;-45.120503652039325
1739209662.5109148;-45.120503652039325
1739209662.5109234;-38.13080360867914
1739209662.5109322;-38.13080360867914
1739209662.5109408;-45.120503652039325
1739209662.5109496;-38.13080360867914
1739209662.5109582;-35.57807855764607
1739209662.510967;-38.13080360867914
1739209662.5109756;-45.120503652039325
1739209662.5109842;-38.13080360867914
1739209662.510993;-38.13080360867914
1739209662.5110016;-45.120503652039325
1739209662.5110104;-45.120503652039325
1739209662.511019;-45.120503652039325
1739209662.5110278;-32.816014438256545
1739209662.5110364;-38.13080360867914
1739209662.5110452;-45.120503652039325
1739209662.5110538;-45.120503652039325
1739209662.5110624;-38.13080360867914
1739209662.5110712;-38.13080360867914
1739209662.5110798;-45.120503652039325
1739209662.5110886;-45.120503652039325
1739209662.5110972;-38.13080360867914
1739209662.511106;-38.13080360867914
1739209662.5111146;-45.120503652039325
1739209662.5111234;-38.13080360867914
1739209662.511132;-33.981070128970906
1739209662.5111406;-38.13080360867914
1739209662.5111494;-38.13080360867914
1739209662.511158;-45.120503652039325
1739209662.5111668;-38.13080360867914
1739209662.5111754;-38.13080360867914
1739209662.5111842;-45.120503652039325
1739209662.5111928;-45.120503652039325
1739209662.5112016;-38.13080360867914
1739209662.5112102;-35.57807855764607
1739209662.5112188;-45.120503652039325
1739209662.5112276;-45.120503652039325
1739209662.5112362;-45.120503652039325
1739209662.511245;-38.13080360867914
1739209662.5112536;-45.120503652039325
1739209662.5112624;-33.981070128970906
1739209662.511271;-26.991370085610722
1739209662.5112798;-38.13080360867914
1739209662.5112884;-45.120503652039325
1739209662.511297;-45.120503652039325
1739209662.5113058;-32.816014438256545
1739209662.5113144;-38.13080360867914
1739209662.5113232;-35.57807855764607
1739209662.5113318;-38.13080360867914
1739209662.5113406;-33.981070128970956
1739209662.5113492;-45.120503652039325
1739209662.511358;-38.13080360867914
1739209662.5113666;-45.120503652039325
1739209662.5113752;-38.13080360867914
1739209662.511384;-35.57807855764607
1739209662.5113926;-45.120503652039325
1739209662.5114014;-38.13080360867914
1739209662.51141;-25.826314394896354
1739209662.5114188;-38.13080360867914
1739209662.5114274;-45.120503652039325
1739209662.5114362;-38.13080360867914
1739209662.5114448;-38.13080360867914
1739209662.5114534;-45.120503652039325
1739209662.5114622;-45.120503652039325
1739209662.5114708;-45.120503652039325
1739209662.5114796;-33.981070128970956
1739209662.5114882;-45.120503652039325
1739209662.511497;-38.13080360867914
1739209662.5115056;-45.120503652039325
1739209662.5115144;-45.120503652039325
1739209662.511523;-33.981070128970906
1739209662.5115316;-45.120503652039325
1739209662.5115404;-38.13080360867914
1739209662.511549;-27.8777449560314
1739209662.5115578;-35.57807855764607
1739209662.5115664;-45.120503652039325
1739209662.5115752;-38.13080360867914
1739209662.5115838;-33.981070128970906
1739209662.5115926;-45.120503652039325
1739209662.5116012;-45.120503652039325
1739209662.51161;-45.120503652039325
1739209662.5116186;-45.120503652039325
1739209662.5116272;-45.120503652039325
1739209662.511636;-38.13080360867914
1739209662.5116446;-38.13080360867914
1739209662.5116534;-38.13080360867914
1739209662.511662;-38.13080360867914
1739209662.5116708;-38.13080360867914
1739209662.5116794;-45.120503652039325
1739209662.5116882;-35.57807855764607
1739209662.5116968;-38.13080360867914
1739209662.5117054;-38.13080360867914
1739209662.5117142;-38.13080360867914
1739209662.5117228;-38.13080360867914
1739209662.5117316;-38.13080360867914
1739209662.5117402;-38.13080360867914
1739209662.511749;-45.120503652039325
1739209662.5117576;-38.13080360867914
1739209662.5117664;-38.13080360867914
1739209662.511775;-38.13080360867914
1739209662.5117836;-38.13080360867914
1739209662.5117924;-45.120503652039325
1739209662.511801;-38.13080360867914
1739209662.5118098;-38.13080360867914
1739209662.5118184;-38.13080360867914
1739209662.5118272;-45.120503652039325
1739209662.5118358;-38.13080360867914
1739209662.5118446;-35.57807855764607
1739209662.5118532;-38.13080360867914
1739209662.5118618;-45.120503652039325
1739209662.5118706;-45.120503652039325
1739209662.5118792;-38.13080360867914
1739209662.511888;-33.981070128970906
1739209662.5118966;-38.13080360867914
1739209662.5119054;-38.13080360867914
1739209662.511914;-38.13080360867914
1739209662.5119228;-45.120503652039325
1739209662.5119314;-38.13080360867914
1739209662.51194;-45.120503652039325
1739209662.5119488;-45.120503652039325
1739209662.5119574;-38.13080360867914
1739209662.5119662;-45.120503652039325
1739209662.5119748;-45.120503652039325
1739209662.5119836;-45.120503652039325
1739209662.5119922;-38.13080360867914
1739209662.512001;-45.120503652039325
1739209662.5120096;-45.120503652039325
1739209662.5120182;-45.120503652039325
1739209662.512027;-38.13080360867914
1739209662.5120356;-45.120503652039325
1739209662.5120444;-45.120503652039325
1739209662.512053;-38.13080360867914
1739209662.5120618;-38.13080360867914
1739209662.5120704;-45.120503652039325
1739209662.5120792;-45.120503652039325
1739209662.5120878;-45.120503652039325
1739209662.5120964;-38.13080360867914
1739209662.5121052;-45.120503652039325
1739209662.5121138;-38.13080360867914
1739209662.5121226;-45.120503652039325
1739209662.5121312;-45.120503652039325
1739209662.51214;-35.57807855764607
1739209662.5121486;-38.13080360867914
1739209662.5121574;-45.120503652039325
1739209662.512166;-38.13080360867914
1739209662.5121746;-45.120503652039325
1739209662.5121834;-38.13080360867914
1739209662.512192;-38.13080360867914
1739209662.5122008;-38.13080360867914
1739209662.5122094;-38.13080360867914
1739209662.5122182;-38.13080360867914
1739209662.5122268;-38.13080360867914
1739209662.5122356;-38.13080360867914
1739209662.5122442;-38.13080360867914
1739209662.5122528;-38.13080360867914
1739209662.5122616;-45.120503652039325
1739209662.5122702;-45.120503652039325
1739209662.512279;-35.57807855764607
1739209662.5122876;-38.13080360867914
1739209662.5122964;-45.120503652039325
1739209662.512305;-45.120503652039325
1739209662.5123138;-38.13080360867914
1739209662.5123224;-38.13080360867914
1739209662.512331;-45.120503652039325
1739209662.5123398;-38.13080360867914
1739209662.5123484;-35.57807855764607
1739209662.5123572;-31.141103565318915
1739209662.5123658;-45.120503652039325
1739209662.5123746;-38.13080360867914
1739209662.5123832;-45.120503652039325
1739209662.512392;-45.120503652039325
1739209662.5124006;-45.120503652039325
1739209662.5124092;-38.13080360867914
1739209662.512418;-38.13080360867914
1739209662.5124266;-38.13080360867914
1739209662.5124354;-45.120503652039325
1739209662.512444;-38.13080360867914
1739209662.5124528;-38.13080360867914
1739209662.5124614;-38.13080360867914
1739209662.5124702;-38.13080360867914
1739209662.5124788;-38.13080360867914
1739209662.5124874;-35.57807855764607
1739209662.5124962;-31.141103565318915
1739209662.5125048;-45.120503652039325
1739209662.5125136;-45.120503652039325
1739209662.5125222;-38.13080360867914
1739209662.512531;-32.816014438256545
1739209662.5125396;-38.13080360867914
1739209662.5125484;-38.13080360867914
1739209662.512557;-38.13080360867914
1739209662.5125656;-38.13080360867914
1739209662.5125744;-45.120503652039325
1739209662.512583;-38.13080360867914
1739209662.5125918;-32.816014438256545
1739209662.5126004;-31.141103565318915
1739209662.5126092;-33.981070128970906
1739209662.5126178;-38.13080360867914
1739209662.5126266;-35.57807855764607
1739209662.5126352;-35.57807855764607
1739209662.5126438;-38.13080360867914
1739209662.5126526;-45.120503652039325
1739209662.5126612;-33.981070128970906
1739209662.51267;-38.13080360867914
1739209662.5126786;-38.13080360867914
1739209662.5126874;-33.981070128970906
1739209662.512696;-33.981070128970906
1739209662.5127048;-38.13080360867914
1739209662.5127134;-45.120503652039325
1739209662.512722;-45.120503652039325
1739209662.5127308;-38.13080360867914
1739209662.5127394;-32.816014438256545
1739209662.5127482;-33.981070128970906
1739209662.5127568;-38.13080360867914
1739209662.5127656;-38.13080360867914
1739209662.5127742;-38.13080360867914
1739209662.512783;-45.120503652039325
1739209662.5127916;-45.120503652039325
1739209662.5128005;-38.13080360867914
1739209662.512809;-33.981070128970906
1739209662.5128176;-45.120503652039325
1739209662.5128264;-45.120503652039325
1739209662.512835;-38.13080360867914
1739209662.5128438;-38.13080360867914
1739209662.5128524;-45.120503652039325
1739209662.5128613;-45.120503652039325
1739209662.5128698;-38.13080360867914
1739209662.5128787;-38.13080360867914
1739209662.5128872;-38.13080360867914
1739209662.5128958;-45.120503652039325
1739209662.5129046;-38.13080360867914
1739209662.5129132;-38.13080360867914
1739209662.512922;-45.120503652039325
1739209662.5129306;-38.13080360867914
1739209662.5129395;-45.120503652039325
1739209662.512948;-38.13080360867914
1739209662.5129569;-28.58837851428586
1739209662.5129654;-45.120503652039325
1739209662.512974;-45.120503652039325
1739209662.5129828;-38.13080360867914
1739209662.5129914;-38.13080360867914
1739209662.5130002;-38.13080360867914
1739209662.5130088;-45.120503652039325
1739209662.5130177;-45.120503652039325
1739209662.5130262;-33.981070128970956
1739209662.513035;-45.120503652039325
1739209662.5130436;-45.120503652039325
1739209662.5130522;-45.120503652039325
1739209662.513061;-38.13080360867914
1739209662.5130696;-38.13080360867914
1739209662.5130785;-38.13080360867914
1739209662.513087;-38.13080360867914
1739209662.5130959;-29.438486411369333
1739209662.5131044;-38.13080360867914
1739209662.5131133;-45.120503652039325
1739209662.5131218;-35.57807855764607
1739209662.5131304;-32.816014438256545
1739209662.5131392;-45.120503652039325
1739209662.5131478;-38.13080360867914
1739209662.5131567;-45.120503652039325
1739209662.5131652;-38.13080360867914
1739209662.513174;-45.120503652039325
1739209662.5131826;-45.120503652039325
1739209662.5131915;-45.120503652039325
1739209662.5132;-45.120503652039325
1739209662.5132086;-38.13080360867914
1739209662.5132174;-38.13080360867914
1739209662.513226;-38.13080360867914
1739209662.5132349;-31.141103565318893
1739209662.5132434;-35.57807855764607
1739209662.5132523;-38.13080360867914
1739209662.5132608;-35.57807855764607
1739209662.5132697;-38.13080360867914
1739209662.5132782;-45.120503652039325
1739209662.5132868;-38.13080360867914
1739209662.5132957;-45.120503652039325
1739209662.5133042;-45.120503652039325
1739209662.513313;-38.13080360867914
1739209662.5133216;-35.57807855764607
1739209662.5133305;-38.13080360867914
1739209662.513339;-35.57807855764607
1739209662.5133479;-38.13080360867914
1739209662.5133564;-45.120503652039325
1739209662.513365;-45.120503652039325
1739209662.5133739;-45.120503652039325
1739209662.5133824;-38.13080360867914
1739209662.5133913;-35.57807855764607
1739209662.5133998;-38.13080360867914
1739209662.5134087;-45.120503652039325
