CAN Message; 0x150:020056fde0f2a858
Timestamp;Amplitude
1739209646.415354;-38.13080360867914
1739209646.4153614;-33.981070128970906
1739209646.4153688;-32.816014438256545
1739209646.4153762;-38.13080360867914
1739209646.4153836;-38.13080360867914
1739209646.415391;-45.120503652039325
1739209646.4153986;-38.13080360867914
1739209646.415406;-45.120503652039325
1739209646.4154134;-45.120503652039325
1739209646.4154208;-45.120503652039325
1739209646.4154282;-38.13080360867914
1739209646.4154356;-35.57807855764607
1739209646.415443;-45.120503652039325
1739209646.4154503;-38.13080360867914
1739209646.4154577;-38.13080360867914
1739209646.415465;-38.13080360867914
1739209646.4154725;-38.13080360867914
1739209646.41548;-33.981070128970906
1739209646.4154875;-31.141103565318915
1739209646.415495;-45.120503652039325
1739209646.4155023;-45.120503652039325
1739209646.4155097;-45.120503652039325
1739209646.415517;-33.981070128970906
1739209646.4155245;-38.13080360867914
1739209646.4155319;-38.13080360867914
1739209646.4155393;-38.13080360867914
1739209646.4155467;-38.13080360867914
1739209646.415554;-45.120503652039325
1739209646.4155614;-38.13080360867914
1739209646.4155688;-35.57807855764607
1739209646.4155762;-38.13080360867914
1739209646.4155838;-45.120503652039325
1739209646.4155912;-38.13080360867914
1739209646.4155986;-35.57807855764607
1739209646.415606;-33.981070128970906
1739209646.4156134;-38.13080360867914
1739209646.4156208;-38.13080360867914
1739209646.4156282;-38.13080360867914
1739209646.4156356;-38.13080360867914
1739209646.415643;-45.120503652039325
1739209646.4156504;-45.120503652039325
1739209646.4156578;-38.13080360867914
1739209646.4156651;-45.120503652039325
1739209646.4156725;-45.120503652039325
1739209646.4156802;-38.13080360867914
1739209646.4156876;-38.13080360867914
1739209646.415695;-38.13080360867914
1739209646.4157023;-45.120503652039325
1739209646.4157097;-45.120503652039325
1739209646.4157171;-38.13080360867914
1739209646.4157245;-38.13080360867914
1739209646.415732;-38.13080360867914
1739209646.4157393;-38.13080360867914
1739209646.4157467;-38.13080360867914
1739209646.415754;-38.13080360867914
1739209646.4157615;-38.13080360867914
1739209646.415769;-38.13080360867914
1739209646.4157765;-38.13080360867914
1739209646.415784;-38.13080360867914
1739209646.4157913;-45.120503652039325
1739209646.4157987;-45.120503652039325
1739209646.415806;-38.13080360867914
1739209646.4158134;-38.13080360867914
1739209646.4158208;-38.13080360867914
1739209646.4158282;-38.13080360867914
1739209646.4158356;-35.57807855764607
1739209646.415843;-38.13080360867914
1739209646.4158504;-38.13080360867914
1739209646.4158578;-35.57807855764607
1739209646.4158654;-35.57807855764607
1739209646.4158728;-33.981070128970906
1739209646.4158802;-38.13080360867914
1739209646.4158876;-38.13080360867914
1739209646.415895;-38.13080360867914
1739209646.4159024;-33.981070128970906
1739209646.4159098;-45.120503652039325
1739209646.4159172;-35.57807855764607
1739209646.4159245;-35.57807855764607
1739209646.415932;-38.13080360867914
1739209646.4159393;-45.120503652039325
1739209646.4159467;-45.120503652039325
1739209646.415954;-45.120503652039325
1739209646.4159617;-31.141103565318915
1739209646.4159691;-38.13080360867914
1739209646.4159765;-38.13080360867914
1739209646.415984;-32.816014438256545
1739209646.4159913;-38.13080360867914
1739209646.4159987;-45.120503652039325
1739209646.416006;-38.13080360867914
1739209646.4160135;-35.57807855764607
1739209646.4160209;-31.14110356531892
1739209646.4160283;-45.120503652039325
1739209646.4160357;-38.13080360867914
1739209646.416043;-38.13080360867914
1739209646.4160507;-38.13080360867914
1739209646.416058;-35.57807855764607
1739209646.4160655;-38.13080360867914
1739209646.4160728;-45.120503652039325
1739209646.4160802;-28.992665084841942
1739209646.4160876;-38.13080360867914
1739209646.416095;-45.120503652039325
1739209646.4161024;-35.57807855764607
1739209646.4161098;-45.120503652039325
1739209646.4161172;-45.120503652039325
1739209646.4161246;-38.13080360867914
1739209646.416132;-38.13080360867914
1739209646.4161394;-32.81601443825658
1739209646.416147;-45.120503652039325
1739209646.4161544;-33.981070128970906
1739209646.4161618;-38.13080360867914
1739209646.4161692;-38.13080360867914
1739209646.4161766;-45.120503652039325
1739209646.416184;-35.57807855764607
1739209646.4161913;-45.120503652039325
1739209646.4161987;-38.13080360867914
1739209646.4162061;-38.13080360867914
1739209646.4162135;-45.120503652039325
1739209646.416221;-45.120503652039325
1739209646.4162283;-38.13080360867914
1739209646.4162357;-38.13080360867914
1739209646.4162433;-45.120503652039325
1739209646.4162507;-38.13080360867914
1739209646.416258;-45.120503652039325
1739209646.4162655;-38.13080360867914
1739209646.4162729;-38.13080360867914
1739209646.4162803;-45.120503652039325
1739209646.4162877;-45.120503652039325
1739209646.416295;-35.57807855764607
1739209646.4163024;-45.120503652039325
1739209646.4163098;-45.120503652039325
1739209646.4163172;-45.120503652039325
1739209646.4163246;-45.120503652039325
1739209646.4163322;-38.13080360867914
1739209646.4163396;-45.120503652039325
1739209646.416347;-45.120503652039325
1739209646.4163544;-45.120503652039325
1739209646.4163618;-45.120503652039325
1739209646.4163692;-45.120503652039325
1739209646.4163766;-33.981070128970906
1739209646.416384;-30.49652367304973
1739209646.4163914;-45.120503652039325
1739209646.4163988;-45.120503652039325
1739209646.4164062;-33.981070128970906
1739209646.4164135;-35.57807855764607
1739209646.416421;-38.13080360867914
1739209646.4164286;-45.120503652039325
1739209646.416436;-45.120503652039325
1739209646.4164433;-45.120503652039325
1739209646.4164507;-45.120503652039325
1739209646.4164581;-45.120503652039325
1739209646.4164655;-38.13080360867914
1739209646.416473;-38.13080360867914
1739209646.4164803;-38.13080360867914
1739209646.4164877;-45.120503652039325
1739209646.416495;-32.816014438256545
1739209646.4165025;-26.035653463252796
1739209646.4165099;-38.13080360867914
1739209646.4165173;-38.13080360867914
1739209646.416525;-45.120503652039325
1739209646.4165323;-38.13080360867914
1739209646.4165397;-45.120503652039325
1739209646.416547;-38.13080360867914
1739209646.4165545;-45.120503652039325
1739209646.4165618;-35.57807855764607
1739209646.4165692;-35.57807855764607
1739209646.4165766;-38.13080360867914
1739209646.416584;-38.13080360867914
1739209646.4165914;-38.13080360867914
1739209646.4165988;-33.981070128970906
1739209646.4166062;-45.120503652039325
1739209646.4166138;-35.57807855764607
1739209646.4166212;-27.8777449560314
1739209646.4166286;-35.57807855764607
1739209646.416636;-35.57807855764607
1739209646.4166434;-38.13080360867914
1739209646.4166508;-38.13080360867914
1739209646.4166582;-38.13080360867914
1739209646.4166656;-35.57807855764607
1739209646.416673;-38.13080360867914
1739209646.4166803;-45.120503652039325
1739209646.4166877;-38.13080360867914
1739209646.416695;-38.13080360867914
1739209646.4167025;-45.120503652039325
1739209646.4167101;-35.57807855764607
1739209646.4167175;-45.120503652039325
1739209646.416725;-38.13080360867914
1739209646.4167323;-38.13080360867914
1739209646.4167397;-45.120503652039325
1739209646.416747;-45.120503652039325
1739209646.4167545;-45.120503652039325
1739209646.4167619;-45.120503652039325
1739209646.4167693;-45.120503652039325
1739209646.4167767;-45.120503652039325
1739209646.416784;-45.120503652039325
1739209646.4167914;-38.13080360867914
1739209646.416799;-45.120503652039325
1739209646.4168065;-38.13080360867914
1739209646.4168139;-38.13080360867914
1739209646.4168212;-38.13080360867914
1739209646.4168286;-35.57807855764607
1739209646.416836;-38.13080360867914
1739209646.4168434;-35.57807855764607
1739209646.4168508;-45.120503652039325
1739209646.4168582;-45.120503652039325
1739209646.4168656;-45.120503652039325
1739209646.416873;-45.120503652039325
1739209646.4168804;-45.120503652039325
1739209646.4168878;-45.120503652039325
1739209646.4168954;-33.981070128970906
1739209646.4169028;-38.13080360867914
1739209646.4169102;-38.13080360867914
1739209646.4169176;-35.57807855764607
1739209646.416925;-45.120503652039325
1739209646.4169323;-35.57807855764607
1739209646.4229357;-45.120503652039325
1739209646.4229374;-45.120503652039325
1739209646.4229388;-45.120503652039325
1739209646.4229405;-45.120503652039325
1739209646.422942;-45.120503652039325
1739209646.4229436;-45.120503652039325
1739209646.422945;-38.13080360867914
1739209646.4229467;-28.992665084841942
1739209646.4229481;-33.981070128970906
1739209646.4229498;-45.120503652039325
1739209646.4229512;-45.120503652039325
1739209646.422953;-33.981070128970906
1739209646.4229543;-35.57807855764607
1739209646.422956;-35.57807855764607
1739209646.4229574;-38.13080360867914
1739209646.422959;-31.141103565318915
1739209646.4229605;-33.981070128970906
1739209646.4229622;-45.120503652039325
