CAN Message; 0x62:06e192aedd05409b
Timestamp;Amplitude
1739209908.712955;-38.13080360867914
1739209908.7129567;-38.13080360867914
1739209908.7129586;-38.13080360867914
1739209908.7129602;-45.120503652039325
1739209908.712962;-45.120503652039325
1739209908.7129636;-35.57807855764607
1739209908.7129653;-35.57807855764607
1739209908.7129672;-38.13080360867914
1739209908.7129688;-33.981070128970906
1739209908.7129705;-33.981070128970906
1739209908.7129722;-33.981070128970906
1739209908.7129738;-45.120503652039325
1739209908.7129757;-38.13080360867914
1739209908.7129774;-32.816014438256545
1739209908.712979;-38.13080360867914
1739209908.7129807;-45.120503652039325
1739209908.7129824;-45.120503652039325
1739209908.7129843;-38.13080360867914
1739209908.712986;-45.120503652039325
1739209908.7129877;-45.120503652039325
1739209908.7129893;-45.120503652039325
1739209908.712991;-35.57807855764607
1739209908.712993;-38.13080360867914
1739209908.7129946;-45.120503652039325
1739209908.7129962;-38.13080360867914
1739209908.712998;-38.13080360867914
1739209908.7129996;-38.13080360867914
1739209908.7130015;-38.13080360867914
1739209908.7130032;-38.13080360867914
1739209908.7130048;-38.13080360867914
1739209908.7130065;-35.57807855764607
1739209908.7130082;-45.120503652039325
1739209908.71301;-38.13080360867914
1739209908.7130117;-38.13080360867914
1739209908.7130134;-38.13080360867914
1739209908.713015;-45.120503652039325
1739209908.7130167;-45.120503652039325
1739209908.7130187;-35.57807855764607
1739209908.7130203;-33.981070128970906
1739209908.713022;-38.13080360867914
1739209908.7130237;-45.120503652039325
1739209908.7130253;-38.13080360867914
1739209908.7130272;-38.13080360867914
1739209908.713029;-45.120503652039325
1739209908.7130306;-38.13080360867914
1739209908.7130322;-45.120503652039325
1739209908.713034;-45.120503652039325
1739209908.7130358;-45.120503652039325
1739209908.7130375;-33.981070128970906
1739209908.7130392;-31.141103565318915
1739209908.7130408;-45.120503652039325
1739209908.7130425;-45.120503652039325
1739209908.7130444;-45.120503652039325
1739209908.713046;-45.120503652039325
1739209908.7130477;-45.120503652039325
1739209908.7130494;-38.13080360867914
1739209908.713051;-45.120503652039325
1739209908.713053;-45.120503652039325
1739209908.7130547;-38.13080360867914
1739209908.7130563;-45.120503652039325
1739209908.713058;-38.13080360867914
1739209908.7130597;-38.13080360867914
1739209908.7130616;-38.13080360867914
1739209908.7130632;-45.120503652039325
1739209908.713065;-33.981070128970906
1739209908.7130666;-28.992665084841942
1739209908.7130682;-45.120503652039325
1739209908.7130702;-45.120503652039325
1739209908.7130718;-45.120503652039325
1739209908.7130735;-35.57807855764607
1739209908.7130752;-38.13080360867914
1739209908.7130768;-38.13080360867914
1739209908.7130787;-45.120503652039325
1739209908.7130804;-38.13080360867914
1739209908.713082;-33.981070128970906
1739209908.7130837;-38.13080360867914
1739209908.7130854;-38.13080360867914
1739209908.7130873;-45.120503652039325
1739209908.713089;-33.981070128970906
1739209908.7130907;-45.120503652039325
1739209908.7130923;-38.13080360867914
1739209908.713094;-26.487275050834715
1739209908.713096;-35.57807855764607
1739209908.7130976;-45.120503652039325
1739209908.7130992;-38.13080360867914
1739209908.713101;-38.13080360867914
1739209908.7131026;-45.120503652039325
1739209908.7131045;-45.120503652039325
1739209908.7131062;-38.13080360867914
1739209908.7131078;-45.120503652039325
1739209908.7131095;-45.120503652039325
1739209908.7131112;-45.120503652039325
1739209908.713113;-45.120503652039325
1739209908.7131147;-45.120503652039325
1739209908.7131164;-38.13080360867914
1739209908.713118;-38.13080360867914
1739209908.7131197;-38.13080360867914
1739209908.7131217;-30.49652367304973
1739209908.7131233;-35.57807855764607
1739209908.713125;-45.120503652039325
1739209908.7131267;-38.13080360867914
1739209908.7131283;-32.816014438256545
1739209908.7131302;-38.13080360867914
1739209908.713132;-45.120503652039325
1739209908.7131336;-45.120503652039325
1739209908.7131352;-35.57807855764607
1739209908.713137;-35.57807855764607
1739209908.7131388;-45.120503652039325
1739209908.7131405;-45.120503652039325
1739209908.7131422;-38.13080360867914
1739209908.7131438;-35.57807855764607
1739209908.7131455;-38.13080360867914
1739209908.7131474;-33.981070128970906
1739209908.713149;-45.120503652039325
1739209908.7131507;-45.120503652039325
1739209908.7131524;-38.13080360867914
1739209908.713154;-45.120503652039325
1739209908.713156;-45.120503652039325
1739209908.7131577;-38.13080360867914
1739209908.7131593;-38.13080360867914
1739209908.713161;-38.13080360867914
1739209908.7131627;-31.141103565318893
1739209908.7131646;-31.141103565318893
1739209908.7131662;-45.120503652039325
1739209908.713168;-45.120503652039325
1739209908.7131696;-35.57807855764607
1739209908.7131712;-38.13080360867914
1739209908.713173;-45.120503652039325
1739209908.7131748;-38.13080360867914
1739209908.7131765;-45.120503652039325
1739209908.7131782;-38.13080360867914
1739209908.7131798;-35.57807855764607
1739209908.7131815;-38.13080360867914
1739209908.7131834;-45.120503652039325
1739209908.713185;-38.13080360867914
1739209908.7131867;-35.57807855764607
1739209908.7131884;-45.120503652039325
1739209908.71319;-32.816014438256545
1739209908.713192;-32.816014438256545
1739209908.7131937;-38.13080360867914
1739209908.7131953;-38.13080360867914
1739209908.713197;-38.13080360867914
1739209908.7131987;-38.13080360867914
1739209908.7132006;-45.120503652039325
1739209908.7132022;-35.57807855764607
1739209908.713204;-45.120503652039325
1739209908.7132056;-45.120503652039325
1739209908.7132072;-45.120503652039325
1739209908.7132092;-45.120503652039325
1739209908.7132108;-45.120503652039325
1739209908.7132125;-45.120503652039325
1739209908.7132142;-35.57807855764607
1739209908.7132158;-38.13080360867914
1739209908.7132177;-38.13080360867914
1739209908.7132194;-32.816014438256545
1739209908.713221;-45.120503652039325
1739209908.7132227;-38.13080360867914
1739209908.7132244;-38.13080360867914
1739209908.7132263;-45.120503652039325
1739209908.713228;-38.13080360867914
1739209908.7132297;-38.13080360867914
1739209908.7132313;-45.120503652039325
1739209908.713233;-45.120503652039325
1739209908.713235;-38.13080360867914
1739209908.7132366;-38.13080360867914
1739209908.7132382;-38.13080360867914
1739209908.71324;-35.57807855764607
1739209908.7132416;-38.13080360867914
1739209908.7132435;-38.13080360867914
1739209908.7132452;-45.120503652039325
1739209908.7132468;-45.120503652039325
1739209908.7132485;-45.120503652039325
1739209908.7132502;-45.120503652039325
1739209908.713252;-45.120503652039325
1739209908.7132537;-45.120503652039325
1739209908.7132554;-38.13080360867914
1739209908.713257;-38.13080360867914
1739209908.7132587;-38.13080360867914
1739209908.7132607;-38.13080360867914
1739209908.7132623;-38.13080360867914
1739209908.713264;-38.13080360867914
1739209908.7132657;-38.13080360867914
1739209908.7132673;-35.57807855764607
1739209908.7132692;-33.981070128970906
1739209908.713271;-38.13080360867914
1739209908.7132726;-45.120503652039325
1739209908.7132742;-38.13080360867914
1739209908.713276;-38.13080360867914
1739209908.7132778;-38.13080360867914
1739209908.7132795;-45.120503652039325
1739209908.7132812;-45.120503652039325
1739209908.7132828;-45.120503652039325
1739209908.7132845;-38.13080360867914
1739209908.7132864;-38.13080360867914
1739209908.713288;-33.981070128970906
1739209908.7132897;-38.13080360867914
1739209908.7132914;-38.13080360867914
1739209908.713293;-45.120503652039325
1739209908.713295;-38.13080360867914
1739209908.7132967;-38.13080360867914
1739209908.7132983;-45.120503652039325
1739209908.7133;-35.57807855764607
1739209908.7133017;-38.13080360867914
1739209908.7133036;-38.13080360867914
1739209908.7133052;-38.13080360867914
1739209908.713307;-45.120503652039325
1739209908.7133086;-45.120503652039325
1739209908.7133102;-38.13080360867914
1739209908.7133121;-38.13080360867914
1739209908.7133138;-45.120503652039325
1739209908.7133155;-33.981070128970906
1739209908.7133172;-38.13080360867914
1739209908.7133188;-35.57807855764607
1739209908.7133207;-35.57807855764607
1739209908.7133224;-32.816014438256545
1739209908.713324;-33.981070128970906
1739209908.7133257;-38.13080360867914
1739209908.7133274;-38.13080360867914
1739209908.7133293;-38.13080360867914
1739209908.713331;-45.120503652039325
1739209908.7133327;-38.13080360867914
1739209908.7133343;-38.13080360867914
1739209908.713336;-38.13080360867914
1739209908.713338;-38.13080360867914
1739209908.7133396;-35.57807855764607
1739209908.7133412;-38.13080360867914
1739209908.713343;-38.13080360867914
1739209908.7133446;-32.816014438256545
1739209908.7133465;-35.57807855764607
1739209908.7133482;-35.57807855764607
1739209908.7133498;-38.13080360867914
1739209908.7133515;-35.57807855764607
1739209908.7133532;-35.57807855764607
1739209908.713355;-45.120503652039325
1739209908.7133567;-38.13080360867914
1739209908.7133584;-38.13080360867914
1739209908.71336;-38.13080360867914
1739209908.7133617;-38.13080360867914
1739209908.7133636;-45.120503652039325
1739209908.7133653;-45.120503652039325
1739209908.713367;-38.13080360867914
1739209908.7133687;-38.13080360867914
1739209908.7133703;-45.120503652039325
1739209908.7133722;-38.13080360867914
1739209908.713374;-45.120503652039325
1739209908.7133756;-45.120503652039325
1739209908.7133772;-38.13080360867914
1739209908.713379;-38.13080360867914
1739209908.7133808;-38.13080360867914
1739209908.7133825;-45.120503652039325
1739209908.7133842;-45.120503652039325
1739209908.7133858;-35.57807855764607
1739209908.7133875;-38.13080360867914
1739209908.7133894;-45.120503652039325
1739209908.713391;-45.120503652039325
1739209908.7133927;-35.57807855764607
1739209908.7133944;-45.120503652039325
1739209908.713396;-45.120503652039325
1739209908.713398;-38.13080360867914
1739209908.7133996;-45.120503652039325
1739209908.7134013;-45.120503652039325
1739209908.713403;-38.13080360867914
1739209908.7134047;-33.981070128970906
1739209908.7134066;-33.981070128970906
1739209908.7134082;-45.120503652039325
1739209908.71341;-45.120503652039325
1739209908.7134116;-45.120503652039325
1739209908.7134132;-32.816014438256545
1739209908.7134151;-32.816014438256545
1739209908.7134168;-45.120503652039325
1739209908.7134185;-45.120503652039325
1739209908.7134202;-38.13080360867914
1739209908.7134218;-35.57807855764607
1739209908.7134237;-45.120503652039325
1739209908.7134254;-38.13080360867914
1739209908.713427;-45.120503652039325
1739209908.7134287;-45.120503652039325
1739209908.7134304;-38.13080360867914
1739209908.7134323;-35.57807855764607
1739209908.713434;-38.13080360867914
1739209908.7134356;-45.120503652039325
1739209908.7134373;-35.57807855764607
1739209908.713439;-45.120503652039325
1739209908.713441;-31.141103565318893
1739209908.7134426;-35.57807855764607
1739209908.7134442;-45.120503652039325
1739209908.713446;-45.120503652039325
1739209908.7134476;-32.816014438256545
1739209908.7134495;-32.816014438256545
1739209908.7134511;-45.120503652039325
1739209908.7134528;-33.981070128970906
1739209908.7134545;-38.13080360867914
1739209908.7134562;-45.120503652039325
1739209908.713458;-45.120503652039325
1739209908.7134597;-38.13080360867914
1739209908.7134614;-38.13080360867914
1739209908.713463;-45.120503652039325
1739209908.7134647;-45.120503652039325
1739209908.7134666;-45.120503652039325
1739209908.7134683;-32.816014438256545
1739209908.71347;-32.816014438256545
1739209908.7134717;-45.120503652039325
1739209908.7134733;-38.13080360867914
1739209908.7134752;-35.57807855764607
1739209908.713477;-33.981070128970906
1739209908.7134786;-45.120503652039325
1739209908.7134802;-33.981070128970906
1739209908.713482;-45.120503652039325
1739209908.7134838;-45.120503652039325
1739209908.7134855;-45.120503652039325
1739209908.7134871;-38.13080360867914
1739209908.7134888;-38.13080360867914
1739209908.7134905;-45.120503652039325
1739209908.7134924;-38.13080360867914
1739209908.713494;-38.13080360867914
1739209908.7134957;-38.13080360867914
1739209908.7134974;-38.13080360867914
1739209908.713499;-38.13080360867914
1739209908.713501;-45.120503652039325
1739209908.7135026;-45.120503652039325
1739209908.7135043;-32.816014438256545
1739209908.713506;-45.120503652039325
1739209908.7135077;-45.120503652039325
1739209908.7135096;-45.120503652039325
1739209908.7135112;-45.120503652039325
1739209908.713513;-45.120503652039325
1739209908.7135146;-38.13080360867914
1739209908.7135162;-45.120503652039325
1739209908.7135181;-45.120503652039325
1739209908.7135198;-45.120503652039325
1739209908.7135215;-38.13080360867914
1739209908.7135231;-38.13080360867914
1739209908.7135248;-45.120503652039325
1739209908.7135267;-38.13080360867914
1739209908.7135284;-38.13080360867914
1739209908.71353;-38.13080360867914
1739209908.7135317;-45.120503652039325
1739209908.7135334;-45.120503652039325
1739209908.7135353;-45.120503652039325
1739209908.713537;-32.816014438256545
1739209908.7135386;-27.267205301931607
1739209908.7135403;-38.13080360867914
1739209908.713542;-38.13080360867914
1739209908.713544;-38.13080360867914
1739209908.7135456;-35.57807855764607
1739209908.7135472;-45.120503652039325
1739209908.713549;-45.120503652039325
1739209908.7135506;-45.120503652039325
1739209908.7135525;-33.981070128970956
1739209908.7135541;-35.57807855764607
1739209908.7135558;-38.13080360867914
