CAN Message; 0x1a7:000011cdce6ad503
Timestamp;Amplitude
1739209807.4030206;-45.120503652039325
1739209807.4030309;-45.120503652039325
1739209807.4030411;-45.120503652039325
1739209807.4030514;-45.120503652039325
1739209807.4030616;-45.120503652039325
1739209807.4030719;-33.981070128970906
1739209807.4030821;-31.141103565318915
1739209807.4030924;-33.981070128970906
1739209807.4031026;-38.13080360867914
1739209807.403113;-38.13080360867914
1739209807.4031231;-33.981070128970906
1739209807.4031334;-38.13080360867914
1739209807.4031436;-45.120503652039325
1739209807.403154;-35.57807855764607
1739209807.4031641;-33.981070128970906
1739209807.4031744;-33.981070128970906
1739209807.4031847;-38.13080360867914
1739209807.403195;-38.13080360867914
1739209807.4032052;-38.13080360867914
1739209807.4032154;-38.13080360867914
1739209807.4032257;-45.120503652039325
1739209807.403236;-33.981070128970906
1739209807.4032462;-38.13080360867914
1739209807.4032564;-38.13080360867914
1739209807.4032667;-45.120503652039325
1739209807.403277;-38.13080360867914
1739209807.4032872;-35.57807855764607
1739209807.4032974;-32.816014438256545
1739209807.4033077;-38.13080360867914
1739209807.403318;-45.120503652039325
1739209807.4033282;-38.13080360867914
1739209807.4033384;-33.981070128970906
1739209807.4033487;-38.13080360867914
1739209807.403359;-45.120503652039325
1739209807.4033692;-38.13080360867914
1739209807.4033794;-38.13080360867914
1739209807.4033897;-35.57807855764607
1739209807.4034;-38.13080360867914
1739209807.4034102;-38.13080360867914
1739209807.4034204;-27.267205301931607
1739209807.4034307;-45.120503652039325
1739209807.403441;-45.120503652039325
1739209807.4034512;-45.120503652039325
1739209807.4034615;-38.13080360867914
1739209807.4034717;-38.13080360867914
1739209807.403482;-38.13080360867914
1739209807.4034922;-38.13080360867914
1739209807.4035025;-38.13080360867914
1739209807.4035127;-38.13080360867914
1739209807.403523;-45.120503652039325
1739209807.4035332;-45.120503652039325
1739209807.4035435;-33.981070128970906
1739209807.4035537;-45.120503652039325
1739209807.403564;-38.13080360867914
1739209807.4035742;-45.120503652039325
1739209807.4035845;-45.120503652039325
1739209807.4035947;-45.120503652039325
1739209807.403605;-45.120503652039325
1739209807.4036152;-38.13080360867914
1739209807.4036255;-38.13080360867914
1739209807.4036357;-38.13080360867914
1739209807.403646;-32.816014438256545
1739209807.4036562;-35.57807855764607
1739209807.4036665;-38.13080360867914
1739209807.4036765;-45.120503652039325
1739209807.4036868;-45.120503652039325
1739209807.403697;-38.13080360867914
1739209807.4037073;-38.13080360867914
1739209807.4037175;-45.120503652039325
1739209807.4037278;-35.57807855764607
1739209807.403738;-35.57807855764607
1739209807.4037483;-33.981070128970956
1739209807.4037585;-45.120503652039325
1739209807.4037688;-35.57807855764607
1739209807.403779;-38.13080360867914
1739209807.4037893;-38.13080360867914
1739209807.4037995;-45.120503652039325
1739209807.4038098;-32.816014438256545
1739209807.40382;-35.57807855764607
1739209807.4038303;-45.120503652039325
1739209807.4038405;-38.13080360867914
1739209807.4038508;-45.120503652039325
1739209807.403861;-45.120503652039325
1739209807.4038713;-38.13080360867914
1739209807.4038815;-35.57807855764607
1739209807.4038918;-38.13080360867914
1739209807.403902;-45.120503652039325
1739209807.4039123;-45.120503652039325
1739209807.4039226;-45.120503652039325
1739209807.4039328;-45.120503652039325
1739209807.403943;-45.120503652039325
1739209807.4039533;-33.981070128970906
1739209807.4039636;-45.120503652039325
1739209807.4039738;-45.120503652039325
1739209807.403984;-45.120503652039325
1739209807.4039943;-35.57807855764607
1739209807.4040046;-31.141103565318893
1739209807.4040148;-45.120503652039325
1739209807.404025;-45.120503652039325
1739209807.4040353;-32.816014438256545
1739209807.4040456;-38.13080360867914
1739209807.4040558;-45.120503652039325
1739209807.404066;-38.13080360867914
1739209807.4040763;-38.13080360867914
1739209807.4040866;-33.981070128970906
1739209807.4040968;-45.120503652039325
1739209807.404107;-45.120503652039325
1739209807.4041173;-45.120503652039325
1739209807.4041276;-45.120503652039325
1739209807.4041378;-45.120503652039325
1739209807.404148;-45.120503652039325
1739209807.4041584;-45.120503652039325
1739209807.4041686;-38.13080360867914
1739209807.4041789;-38.13080360867914
1739209807.404189;-45.120503652039325
1739209807.4041994;-38.13080360867914
1739209807.4042096;-45.120503652039325
1739209807.4042199;-45.120503652039325
1739209807.40423;-45.120503652039325
1739209807.4042404;-31.141103565318893
1739209807.4042506;-29.438486411369333
1739209807.4042609;-45.120503652039325
1739209807.4042711;-45.120503652039325
1739209807.4042814;-38.13080360867914
1739209807.4042916;-35.57807855764607
1739209807.404302;-45.120503652039325
1739209807.4043121;-45.120503652039325
1739209807.4043224;-45.120503652039325
1739209807.4043326;-45.120503652039325
1739209807.404343;-38.13080360867914
1739209807.4043531;-35.57807855764607
1739209807.4043634;-45.120503652039325
1739209807.4043736;-45.120503652039325
1739209807.404384;-32.816014438256545
1739209807.4043941;-35.57807855764607
1739209807.4044044;-45.120503652039325
1739209807.4044147;-45.120503652039325
1739209807.404425;-38.13080360867914
1739209807.4044352;-38.13080360867914
1739209807.4044454;-45.120503652039325
1739209807.4044557;-38.13080360867914
1739209807.404466;-38.13080360867914
1739209807.4044762;-45.120503652039325
1739209807.4044864;-38.13080360867914
1739209807.4044967;-31.141103565318915
1739209807.404507;-45.120503652039325
1739209807.4045172;-45.120503652039325
1739209807.4045274;-38.13080360867914
1739209807.4045377;-32.816014438256545
1739209807.404548;-38.13080360867914
1739209807.4045582;-45.120503652039325
1739209807.4045684;-45.120503652039325
1739209807.4045787;-38.13080360867914
1739209807.404589;-45.120503652039325
1739209807.4045992;-35.57807855764607
1739209807.4046094;-38.13080360867914
1739209807.4046197;-38.13080360867914
1739209807.40463;-38.13080360867914
1739209807.4046402;-45.120503652039325
1739209807.4046504;-45.120503652039325
1739209807.4046607;-33.981070128970906
1739209807.404671;-45.120503652039325
1739209807.4046812;-45.120503652039325
1739209807.4046915;-38.13080360867914
1739209807.4047017;-38.13080360867914
1739209807.404712;-45.120503652039325
1739209807.4047222;-45.120503652039325
1739209807.4047325;-45.120503652039325
1739209807.4047427;-38.13080360867914
1739209807.404753;-45.120503652039325
1739209807.4047632;-45.120503652039325
1739209807.4047735;-38.13080360867914
1739209807.4047837;-31.141103565318915
1739209807.404794;-38.13080360867914
1739209807.4048042;-45.120503652039325
1739209807.4048145;-38.13080360867914
1739209807.4048247;-45.120503652039325
1739209807.404835;-45.120503652039325
1739209807.4048452;-45.120503652039325
1739209807.4048555;-38.13080360867914
1739209807.4048657;-45.120503652039325
1739209807.404876;-45.120503652039325
1739209807.4048862;-45.120503652039325
1739209807.4048965;-45.120503652039325
1739209807.4049067;-33.981070128970906
1739209807.404917;-35.57807855764607
1739209807.4049273;-38.13080360867914
1739209807.4049375;-45.120503652039325
1739209807.4049478;-38.13080360867914
1739209807.404958;-33.981070128970906
1739209807.4049683;-45.120503652039325
1739209807.4049783;-38.13080360867914
1739209807.4049885;-45.120503652039325
1739209807.4049988;-45.120503652039325
1739209807.405009;-38.13080360867914
1739209807.4050193;-45.120503652039325
1739209807.4050295;-45.120503652039325
1739209807.4050398;-45.120503652039325
1739209807.40505;-45.120503652039325
1739209807.4050603;-45.120503652039325
1739209807.4050705;-38.13080360867914
1739209807.4050808;-45.120503652039325
1739209807.405091;-45.120503652039325
1739209807.4051013;-45.120503652039325
1739209807.4051116;-38.13080360867914
1739209807.4051218;-45.120503652039325
1739209807.405132;-45.120503652039325
1739209807.4051423;-38.13080360867914
1739209807.4051526;-45.120503652039325
1739209807.4051628;-33.981070128970906
1739209807.405173;-33.981070128970906
1739209807.4051833;-45.120503652039325
1739209807.4051936;-38.13080360867914
1739209807.4052038;-35.57807855764607
1739209807.405214;-45.120503652039325
1739209807.4052243;-45.120503652039325
1739209807.4052346;-45.120503652039325
1739209807.4052448;-38.13080360867914
1739209807.405255;-38.13080360867914
1739209807.4052653;-38.13080360867914
1739209807.4052756;-35.57807855764607
1739209807.4052858;-38.13080360867914
1739209807.405296;-45.120503652039325
1739209807.4053063;-45.120503652039325
1739209807.4053166;-45.120503652039325
1739209807.4053268;-31.141103565318915
1739209807.405337;-38.13080360867914
1739209807.4053473;-45.120503652039325
1739209807.4053576;-38.13080360867914
1739209807.4053679;-38.13080360867914
1739209807.405378;-38.13080360867914
1739209807.4053884;-38.13080360867914
1739209807.4053986;-38.13080360867914
1739209807.4054089;-45.120503652039325
1739209807.405419;-45.120503652039325
1739209807.4054294;-38.13080360867914
1739209807.4054396;-38.13080360867914
1739209807.4054499;-38.13080360867914
1739209807.4054601;-38.13080360867914
1739209807.4054704;-45.120503652039325
