CAN Message; 0x39:035c24c4a60dce30
1739209705.064335;-45.120503652039325
1739209705.0643415;-38.13080360867914
1739209705.064348;-38.13080360867914
1739209705.0643547;-38.13080360867914
1739209705.064361;-32.816014438256545
1739209705.0643675;-30.49652367304973
1739209705.064374;-38.13080360867914
1739209705.0643804;-45.120503652039325
1739209705.064387;-38.13080360867914
1739209705.0643935;-38.13080360867914
1739209705.0644;-45.120503652039325
1739209705.0644064;-38.13080360867914
1739209705.0644128;-45.120503652039325
1739209705.0644195;-38.13080360867914
1739209705.064426;-35.57807855764607
1739209705.0644324;-35.57807855764607
1739209705.0644388;-45.120503652039325
1739209705.0644453;-38.13080360867914
1739209705.064452;-38.13080360867914
1739209705.0644584;-35.57807855764607
1739209705.0644648;-32.816014438256545
1739209705.0644712;-33.981070128970906
1739209705.0644777;-45.120503652039325
1739209705.0644844;-35.57807855764607
1739209705.0644908;-38.13080360867914
1739209705.0644972;-45.120503652039325
1739209705.0645037;-38.13080360867914
1739209705.06451;-38.13080360867914
1739209705.0645168;-38.13080360867914
1739209705.0645232;-45.120503652039325
1739209705.0645297;-38.13080360867914
1739209705.064536;-35.57807855764607
1739209705.0645425;-38.13080360867914
1739209705.0645492;-45.120503652039325
1739209705.0645556;-38.13080360867914
1739209705.064562;-38.13080360867914
1739209705.0645685;-45.120503652039325
1739209705.064575;-45.120503652039325
1739209705.0645814;-45.120503652039325
1739209705.064588;-45.120503652039325
1739209705.0645945;-45.120503652039325
1739209705.064601;-45.120503652039325
1739209705.0646074;-35.57807855764607
1739209705.0646138;-45.120503652039325
1739209705.0646205;-38.13080360867914
1739209705.064627;-32.816014438256545
1739209705.0646334;-38.13080360867914
1739209705.0646398;-45.120503652039325
1739209705.0646462;-33.981070128970906
1739209705.064653;-33.981070128970906
1739209705.0646594;-45.120503652039325
1739209705.0646658;-38.13080360867914
1739209705.0646722;-45.120503652039325
1739209705.0646787;-38.13080360867914
1739209705.0646853;-38.13080360867914
1739209705.0646918;-45.120503652039325
1739209705.0646982;-45.120503652039325
1739209705.0647047;-38.13080360867914
1739209705.064711;-33.981070128970906
1739209705.0647178;-45.120503652039325
1739209705.0647242;-45.120503652039325
1739209705.0647306;-32.816014438256545
1739209705.064737;-38.13080360867914
1739209705.0647435;-45.120503652039325
1739209705.0647502;-38.13080360867914
1739209705.0647566;-45.120503652039325
1739209705.064763;-45.120503652039325
1739209705.0647695;-45.120503652039325
1739209705.064776;-38.13080360867914
1739209705.0647826;-45.120503652039325
1739209705.064789;-45.120503652039325
1739209705.0647955;-45.120503652039325
1739209705.064802;-38.13080360867914
1739209705.0648084;-38.13080360867914
1739209705.064815;-38.13080360867914
1739209705.0648215;-38.13080360867914
1739209705.064828;-38.13080360867914
1739209705.0648344;-45.120503652039325
1739209705.0648408;-38.13080360867914
1739209705.0648475;-38.13080360867914
1739209705.064854;-38.13080360867914
1739209705.0648603;-45.120503652039325
1739209705.0648668;-45.120503652039325
1739209705.0648732;-35.57807855764607
1739209705.06488;-38.13080360867914
1739209705.0648863;-45.120503652039325
1739209705.0648928;-38.13080360867914
1739209705.0648992;-45.120503652039325
1739209705.0649056;-45.120503652039325
1739209705.0649123;-38.13080360867914
1739209705.0649188;-33.981070128970906
1739209705.0649252;-45.120503652039325
1739209705.0649316;-45.120503652039325
1739209705.064938;-38.13080360867914
1739209705.0649447;-33.981070128970906
1739209705.0649512;-45.120503652039325
1739209705.0649576;-45.120503652039325
1739209705.064964;-45.120503652039325
1739209705.0649705;-33.981070128970906
1739209705.0649772;-38.13080360867914
1739209705.0649836;-38.13080360867914
1739209705.06499;-38.13080360867914
1739209705.0649965;-45.120503652039325
1739209705.065003;-38.13080360867914
1739209705.0650096;-35.57807855764607
1739209705.065016;-35.57807855764607
1739209705.0650225;-45.120503652039325
1739209705.065029;-45.120503652039325
1739209705.0650353;-45.120503652039325
1739209705.065042;-35.57807855764607
1739209705.0650485;-38.13080360867914
1739209705.065055;-45.120503652039325
1739209705.0650613;-45.120503652039325
1739209705.0650678;-35.57807855764607
1739209705.0650744;-33.981070128970906
1739209705.065081;-45.120503652039325
1739209705.0650873;-45.120503652039325
1739209705.0650938;-45.120503652039325
1739209705.0651002;-33.981070128970906
1739209705.0651069;-38.13080360867914
1739209705.0651133;-38.13080360867914
1739209705.0651197;-45.120503652039325
1739209705.0651262;-38.13080360867914
1739209705.0651326;-35.57807855764607
1739209705.0703928;-45.120503652039325
1739209705.0703938;-38.13080360867914
1739209705.0703948;-32.816014438256545
1739209705.0703955;-38.13080360867914
1739209705.0703964;-38.13080360867914
1739209705.0703974;-38.13080360867914
1739209705.0703983;-38.13080360867914
1739209705.0703993;-45.120503652039325
1739209705.0704002;-38.13080360867914
1739209705.070401;-35.57807855764607
1739209705.070402;-45.120503652039325
1739209705.0704029;-32.816014438256545
1739209705.0704038;-28.58837851428586
1739209705.0704048;-38.13080360867914
1739209705.0704057;-45.120503652039325
1739209705.0704067;-45.120503652039325
1739209705.0704074;-45.120503652039325
1739209705.0704083;-45.120503652039325
1739209705.0704093;-35.57807855764607
1739209705.0704103;-38.13080360867914
1739209705.0704112;-32.816014438256545
1739209705.0704122;-38.13080360867914
1739209705.0704129;-45.120503652039325
1739209705.0704138;-38.13080360867914
1739209705.0704148;-38.13080360867914
1739209705.0704157;-38.13080360867914
1739209705.0704167;-45.120503652039325
1739209705.0704176;-45.120503652039325
1739209705.0704186;-45.120503652039325
1739209705.0704193;-33.981070128970906
1739209705.0704203;-45.120503652039325
1739209705.0704212;-38.13080360867914
1739209705.0704222;-38.13080360867914
1739209705.0704231;-38.13080360867914
1739209705.070424;-45.120503652039325
1739209705.0704248;-38.13080360867914
1739209705.0704257;-38.13080360867914
1739209705.0704267;-45.120503652039325
1739209705.0704277;-45.120503652039325
1739209705.0704286;-45.120503652039325
1739209705.0704296;-45.120503652039325
1739209705.0704305;-38.13080360867914
1739209705.0704312;-35.57807855764607
1739209705.0704322;-45.120503652039325
1739209705.0704331;-45.120503652039325
1739209705.070434;-38.13080360867914
1739209705.070435;-38.13080360867914
1739209705.070436;-38.13080360867914
1739209705.0704367;-38.13080360867914
1739209705.0704377;-35.57807855764607
1739209705.0704386;-33.981070128970906
1739209705.0704396;-38.13080360867914
1739209705.0704405;-35.57807855764607
1739209705.0704415;-35.57807855764607
1739209705.0704424;-38.13080360867914
1739209705.0704432;-38.13080360867914
1739209705.070444;-38.13080360867914
1739209705.070445;-38.13080360867914
1739209705.070446;-45.120503652039325
1739209705.070447;-45.120503652039325
1739209705.070448;-45.120503652039325
1739209705.0704486;-38.13080360867914
1739209705.0704496;-45.120503652039325
1739209705.0704505;-45.120503652039325
1739209705.0704515;-35.57807855764607
1739209705.0704525;-38.13080360867914
1739209705.0704534;-45.120503652039325
1739209705.0704544;-45.120503652039325
1739209705.070455;-38.13080360867914
1739209705.070456;-31.141103565318915
1739209705.070457;-35.57807855764607
1739209705.070458;-38.13080360867914
1739209705.070459;-45.120503652039325
1739209705.0704598;-38.13080360867914
1739209705.0704606;-33.981070128970906
1739209705.0704615;-45.120503652039325
1739209705.0704625;-45.120503652039325
1739209705.0704634;-38.13080360867914
1739209705.0704644;-38.13080360867914
1739209705.0704653;-45.120503652039325
1739209705.0704663;-38.13080360867914
1739209705.070467;-38.13080360867914
1739209705.070468;-35.57807855764607
1739209705.070469;-45.120503652039325
1739209705.0704699;-45.120503652039325
1739209705.0704708;-38.13080360867914
1739209705.0704718;-45.120503652039325
1739209705.0704725;-45.120503652039325
1739209705.0704734;-38.13080360867914
1739209705.0704744;-38.13080360867914
1739209705.0704753;-45.120503652039325
1739209705.0704763;-38.13080360867914
1739209705.0704772;-38.13080360867914
1739209705.070478;-31.141103565318915
1739209705.070479;-45.120503652039325
1739209705.0704799;-45.120503652039325
1739209705.0704808;-45.120503652039325
1739209705.0704818;-45.120503652039325
1739209705.0704827;-45.120503652039325
1739209705.0704837;-45.120503652039325
1739209705.0704844;-33.981070128970906
1739209705.0704854;-33.981070128970906
1739209705.0704863;-45.120503652039325
1739209705.0704873;-38.13080360867914
1739209705.0704882;-35.57807855764607
1739209705.0704892;-45.120503652039325
1739209705.07049;-45.120503652039325
1739209705.0704908;-38.13080360867914
1739209705.0704918;-38.13080360867914
1739209705.0704927;-28.992665084841942
1739209705.0704937;-45.120503652039325
1739209705.0704947;-45.120503652039325
1739209705.0704956;-35.57807855764607
1739209705.0704963;-38.13080360867914
1739209705.0704973;-45.120503652039325
1739209705.0704982;-38.13080360867914
1739209705.0704992;-45.120503652039325
1739209705.0705001;-38.13080360867914
1739209705.070501;-45.120503652039325
1739209705.0705018;-45.120503652039325
1739209705.0705028;-38.13080360867914
1739209705.0705037;-45.120503652039325
1739209705.0705047;-45.120503652039325
1739209705.0705056;-45.120503652039325
1739209705.0705066;-45.120503652039325
1739209705.0705075;-33.981070128970906
1739209705.0705082;-38.13080360867914
1739209705.0705092;-45.120503652039325
1739209705.0705101;-38.13080360867914
1739209705.070511;-45.120503652039325
1739209705.070512;-38.13080360867914
1739209705.070513;-45.120503652039325
1739209705.0705137;-38.13080360867914
1739209705.0705147;-38.13080360867914
1739209705.0705156;-38.13080360867914
1739209705.0705166;-38.13080360867914
1739209705.0705175;-45.120503652039325
1739209705.0705185;-38.13080360867914
1739209705.0705194;-38.13080360867914
1739209705.0705202;-38.13080360867914
1739209705.070521;-45.120503652039325
1739209705.070522;-28.992665084841942
1739209705.070523;-32.816014438256545
1739209705.070524;-33.981070128970906
1739209705.070525;-45.120503652039325
1739209705.0705256;-45.120503652039325
1739209705.0705266;-38.13080360867914
1739209705.0705276;-38.13080360867914
1739209705.0705285;-45.120503652039325
1739209705.0705295;-38.13080360867914
1739209705.0705304;-38.13080360867914
1739209705.0705314;-38.13080360867914
1739209705.070532;-38.13080360867914
1739209705.070533;-35.57807855764607
1739209705.070534;-38.13080360867914
1739209705.070535;-45.120503652039325
1739209705.070536;-45.120503652039325
1739209705.0705369;-45.120503652039325
1739209705.0705376;-38.13080360867914
1739209705.0705385;-38.13080360867914
1739209705.0705395;-38.13080360867914
1739209705.0705404;-38.13080360867914
1739209705.0705414;-38.13080360867914
1739209705.0705423;-45.120503652039325
1739209705.0705433;-45.120503652039325
1739209705.070544;-33.981070128970906
1739209705.070545;-38.13080360867914
1739209705.070546;-45.120503652039325
1739209705.0705469;-45.120503652039325
1739209705.0705478;-38.13080360867914
1739209705.0705488;-45.120503652039325
1739209705.0705495;-45.120503652039325
1739209705.0705504;-35.57807855764607
1739209705.0705514;-38.13080360867914
1739209705.0705523;-45.120503652039325
1739209705.0705533;-35.57807855764607
1739209705.0705543;-38.13080360867914
1739209705.0705552;-45.120503652039325
1739209705.070556;-38.13080360867914
1739209705.0705569;-38.13080360867914
1739209705.0705578;-45.120503652039325
1739209705.0705588;-38.13080360867914
1739209705.0705597;-32.816014438256545
1739209705.0705607;-38.13080360867914
1739209705.0705614;-45.120503652039325
1739209705.0705624;-45.120503652039325
1739209705.0705633;-45.120503652039325
1739209705.0705643;-38.13080360867914
1739209705.0705652;-38.13080360867914
1739209705.0705662;-38.13080360867914
1739209705.0705671;-45.120503652039325
1739209705.0705678;-33.981070128970906
1739209705.0705688;-38.13080360867914
1739209705.0705698;-38.13080360867914
1739209705.0705707;-38.13080360867914
1739209705.0705717;-45.120503652039325
1739209705.0705726;-45.120503652039325
1739209705.0705733;-38.13080360867914
1739209705.0705743;-32.816014438256545
1739209705.0705752;-38.13080360867914
1739209705.0705762;-45.120503652039325
1739209705.0705771;-38.13080360867914
1739209705.070578;-35.57807855764607
1739209705.070579;-38.13080360867914
1739209705.0705798;-33.981070128970906
1739209705.0705807;-45.120503652039325
1739209705.0705817;-45.120503652039325
1739209705.0705826;-38.13080360867914
1739209705.0705836;-35.57807855764607
1739209705.0705845;-45.120503652039325
1739209705.0705853;-45.120503652039325
1739209705.0705862;-35.57807855764607
1739209705.0705872;-45.120503652039325
1739209705.070588;-45.120503652039325
1739209705.070589;-38.13080360867914
1739209705.07059;-45.120503652039325
1739209705.070591;-45.120503652039325
1739209705.0705917;-38.13080360867914
1739209705.0705926;-32.816014438256545
1739209705.0705936;-38.13080360867914
1739209705.0705945;-38.13080360867914
1739209705.0705955;-38.13080360867914
1739209705.0705965;-25.826314394896354
1739209705.0705972;-35.57807855764607
1739209705.0705981;-45.120503652039325
1739209705.070599;-45.120503652039325
1739209705.0706;-33.981070128970906
1739209705.070601;-38.13080360867914
1739209705.070602;-45.120503652039325
1739209705.070603;-38.13080360867914
1739209705.0706036;-45.120503652039325
1739209705.0706046;-45.120503652039325
1739209705.0706055;-45.120503652039325
1739209705.0706065;-38.13080360867914
1739209705.0706074;-38.13080360867914
1739209705.0706084;-45.120503652039325
1739209705.070609;-45.120503652039325
1739209705.07061;-45.120503652039325
1739209705.070611;-45.120503652039325
1739209705.070612;-38.13080360867914
1739209705.070613;-45.120503652039325
1739209705.0706139;-38.13080360867914
1739209705.0706148;-35.57807855764607
1739209705.0706155;-45.120503652039325
1739209705.0706165;-45.120503652039325
1739209705.0706174;-45.120503652039325
1739209705.0706184;-33.981070128970906
1739209705.0706193;-31.141103565318915
1739209705.0706203;-45.120503652039325
1739209705.070621;-38.13080360867914
1739209705.070622;-35.57807855764607
1739209705.070623;-38.13080360867914
1739209705.0706239;-45.120503652039325
1739209705.0706248;-38.13080360867914
1739209705.0706258;-38.13080360867914
1739209705.0706267;-38.13080360867914
1739209705.0706275;-38.13080360867914
1739209705.0706284;-38.13080360867914
1739209705.0706294;-45.120503652039325
1739209705.0706303;-35.57807855764607
1739209705.0706313;-35.57807855764607
1739209705.0706322;-38.13080360867914
1739209705.070633;-38.13080360867914
1739209705.070634;-38.13080360867914
1739209705.0706348;-38.13080360867914
1739209705.0706358;-45.120503652039325
1739209705.0706367;-45.120503652039325
1739209705.0706377;-45.120503652039325
1739209705.0706384;-38.13080360867914
1739209705.0706394;-38.13080360867914
1739209705.0706403;-38.13080360867914
1739209705.0706413;-35.57807855764607
1739209705.0706422;-38.13080360867914
1739209705.0706432;-45.120503652039325
1739209705.0706441;-38.13080360867914
1739209705.0706449;-38.13080360867914
1739209705.0706458;-45.120503652039325
1739209705.0706468;-45.120503652039325
1739209705.0706477;-33.981070128970906
1739209705.0706487;-45.120503652039325
1739209705.0706496;-38.13080360867914
1739209705.0706503;-35.57807855764607
1739209705.0706513;-38.13080360867914
1739209705.0706522;-38.13080360867914
1739209705.0706532;-45.120503652039325
1739209705.0706542;-38.13080360867914
1739209705.070655;-33.981070128970906
1739209705.070656;-33.981070128970906
1739209705.0706568;-38.13080360867914
1739209705.0706577;-38.13080360867914
1739209705.0706587;-38.13080360867914
1739209705.0706596;-38.13080360867914
1739209705.0706606;-45.120503652039325
1739209705.0706615;-45.120503652039325
1739209705.0706623;-45.120503652039325
1739209705.0706632;-38.13080360867914
1739209705.0706642;-38.13080360867914
1739209705.0706651;-45.120503652039325
1739209705.070666;-45.120503652039325
1739209705.070667;-38.13080360867914
1739209705.070668;-45.120503652039325
1739209705.0706687;-45.120503652039325
1739209705.0706697;-33.981070128970906
1739209705.0706706;-45.120503652039325
1739209705.0706716;-45.120503652039325
1739209705.0706725;-45.120503652039325
1739209705.0706735;-45.120503652039325
1739209705.0706742;-45.120503652039325
1739209705.0706751;-38.13080360867914
1739209705.070676;-38.13080360867914
1739209705.070677;-35.57807855764607
1739209705.070678;-32.816014438256545
1739209705.070679;-38.13080360867914
1739209705.07068;-45.120503652039325
1739209705.0706806;-38.13080360867914
1739209705.0706816;-33.981070128970906
1739209705.0706825;-38.13080360867914
1739209705.0706835;-38.13080360867914
1739209705.0706844;-35.57807855764607
1739209705.0706854;-38.13080360867914
1739209705.070686;-45.120503652039325
1739209705.070687;-38.13080360867914
1739209705.070688;-35.57807855764607
1739209705.070689;-33.981070128970906
1739209705.07069;-45.120503652039325
1739209705.0706909;-45.120503652039325
1739209705.0706918;-35.57807855764607
1739209705.0706925;-38.13080360867914
1739209705.0706935;-38.13080360867914
1739209705.0706944;-35.57807855764607
1739209705.0706954;-35.57807855764607
1739209705.0706964;-38.13080360867914
1739209705.0706973;-45.120503652039325
1739209705.070698;-45.120503652039325
1739209705.070699;-45.120503652039325
1739209705.0707;-28.992665084841942
1739209705.070701;-31.141103565318915
1739209705.0707018;-45.120503652039325
1739209705.0707028;-45.120503652039325
1739209705.0707037;-38.13080360867914
1739209705.0707045;-35.57807855764607
1739209705.0707054;-38.13080360867914
1739209705.0707064;-33.981070128970906
1739209705.0707073;-45.120503652039325
1739209705.0707083;-45.120503652039325
1739209705.0707092;-45.120503652039325
1739209705.07071;-45.120503652039325
1739209705.070711;-45.120503652039325
1739209705.0707119;-45.120503652039325
1739209705.0707128;-45.120503652039325
1739209705.0707138;-32.816014438256545
1739209705.0707147;-38.13080360867914
1739209705.0707157;-45.120503652039325
1739209705.0707164;-38.13080360867914
1739209705.0707173;-38.13080360867914
1739209705.0707183;-45.120503652039325
1739209705.0707192;-45.120503652039325
1739209705.0707202;-38.13080360867914
1739209705.0707211;-45.120503652039325
1739209705.0707219;-30.49652367304973
1739209705.0707228;-27.8777449560314
1739209705.0707238;-38.13080360867914
1739209705.0707247;-38.13080360867914
1739209705.0707257;-38.13080360867914
1739209705.0707266;-38.13080360867914
1739209705.0707276;-38.13080360867914
1739209705.0707283;-38.13080360867914
1739209705.0707293;-45.120503652039325
1739209705.0707302;-45.120503652039325
1739209705.0707312;-33.981070128970906
1739209705.070732;-38.13080360867914
1739209705.070733;-35.57807855764607
1739209705.0707338;-38.13080360867914
1739209705.0707347;-38.13080360867914
1739209705.0707357;-38.13080360867914
1739209705.0707366;-45.120503652039325
1739209705.0707376;-38.13080360867914
1739209705.0707386;-38.13080360867914
1739209705.0707395;-35.57807855764607
1739209705.0707402;-45.120503652039325
1739209705.0707412;-38.13080360867914
1739209705.0707421;-32.816014438256545
1739209705.070743;-38.13080360867914
1739209705.070744;-38.13080360867914
1739209705.070745;-33.981070128970906
1739209705.0707457;-45.120503652039325
1739209705.0707467;-45.120503652039325
1739209705.0707476;-38.13080360867914
1739209705.0707486;-45.120503652039325
1739209705.0707495;-45.120503652039325
1739209705.0707505;-38.13080360867914
1739209705.0707514;-38.13080360867914
1739209705.0707521;-45.120503652039325
1739209705.070753;-45.120503652039325
1739209705.070754;-45.120503652039325
1739209705.070755;-45.120503652039325
1739209705.070756;-45.120503652039325
1739209705.070757;-45.120503652039325
1739209705.0707576;-45.120503652039325
1739209705.0707586;-45.120503652039325
1739209705.0707595;-31.141103565318915
1739209705.0707605;-33.981070128970906
1739209705.0707614;-45.120503652039325
1739209705.0707624;-45.120503652039325
1739209705.0707633;-45.120503652039325
1739209705.070764;-45.120503652039325
1739209705.070765;-45.120503652039325
1739209705.070766;-45.120503652039325
1739209705.070767;-45.120503652039325
1739209705.0707679;-45.120503652039325
1739209705.0707688;-32.816014438256545
1739209705.0707695;-35.57807855764607
1739209705.0707705;-33.981070128970906
1739209705.0707715;-45.120503652039325
1739209705.0707724;-35.57807855764607
1739209705.0707734;-45.120503652039325
1739209705.0707743;-38.13080360867914
1739209705.0707753;-38.13080360867914
1739209705.070776;-38.13080360867914
1739209705.070777;-45.120503652039325
1739209705.070778;-38.13080360867914
1739209705.0707788;-35.57807855764607
1739209705.0707798;-35.57807855764607
1739209705.0707808;-38.13080360867914
1739209705.0707815;-45.120503652039325
1739209705.0707824;-38.13080360867914
1739209705.0707834;-38.13080360867914
1739209705.0707843;-38.13080360867914
1739209705.0707853;-45.120503652039325
1739209705.0707862;-45.120503652039325
1739209705.070787;-35.57807855764607
1739209705.070788;-38.13080360867914
1739209705.0707889;-45.120503652039325
1739209705.0707898;-33.981070128970906
1739209705.0707908;-38.13080360867914
1739209705.0707917;-45.120503652039325
1739209705.0707927;-38.13080360867914
1739209705.0707934;-35.57807855764607
1739209705.0707943;-32.816014438256545
1739209705.0707953;-38.13080360867914
1739209705.0707963;-31.141103565318915
1739209705.0707972;-27.267205301931607
1739209705.0707982;-38.13080360867914
1739209705.0707989;-45.120503652039325
1739209705.0707998;-45.120503652039325
1739209705.0708008;-33.981070128970906
1739209705.0708017;-45.120503652039325
1739209705.0708027;-45.120503652039325
1739209705.0708036;-45.120503652039325
1739209705.0708046;-32.816014438256545
1739209705.0708053;-45.120503652039325
1739209705.0708063;-45.120503652039325
1739209705.0708072;-38.13080360867914
1739209705.0708082;-45.120503652039325
1739209705.0708091;-45.120503652039325
1739209705.07081;-45.120503652039325
1739209705.0708108;-38.13080360867914
1739209705.0708117;-38.13080360867914
1739209705.0708127;-45.120503652039325
1739209705.0708137;-33.981070128970906
1739209705.0708146;-35.57807855764607
1739209705.0708156;-38.13080360867914
1739209705.0708165;-45.120503652039325
1739209705.0708172;-38.13080360867914
1739209705.0708182;-35.57807855764607
1739209705.0708191;-38.13080360867914
1739209705.07082;-38.13080360867914
1739209705.070821;-38.13080360867914
1739209705.070822;-38.13080360867914
1739209705.0708227;-35.57807855764607
1739209705.0708237;-38.13080360867914
1739209705.0708246;-45.120503652039325
1739209705.0708256;-45.120503652039325
1739209705.0708265;-27.877744956031414
1739209705.0708275;-45.120503652039325
1739209705.0708284;-45.120503652039325
1739209705.0708292;-38.13080360867914
1739209705.07083;-38.13080360867914
1739209705.070831;-38.13080360867914
1739209705.070832;-38.13080360867914
1739209705.070833;-45.120503652039325
1739209705.070834;-33.981070128970906
1739209705.0708346;-45.120503652039325
1739209705.0708356;-45.120503652039325
1739209705.0708365;-45.120503652039325
1739209705.0708375;-38.13080360867914
1739209705.0708385;-38.13080360867914
1739209705.0708394;-45.120503652039325
1739209705.0708404;-45.120503652039325
1739209705.070841;-33.981070128970906
1739209705.070842;-35.57807855764607
1739209705.070843;-38.13080360867914
1739209705.070844;-45.120503652039325
1739209705.070845;-45.120503652039325
1739209705.0708458;-38.13080360867914
1739209705.0708466;-45.120503652039325
1739209705.0708475;-45.120503652039325
1739209705.0708485;-38.13080360867914
1739209705.0708494;-45.120503652039325
1739209705.0708504;-38.13080360867914
1739209705.0708513;-38.13080360867914
1739209705.0708523;-45.120503652039325
1739209705.070853;-45.120503652039325
1739209705.070854;-38.13080360867914
1739209705.070855;-45.120503652039325
1739209705.0708559;-38.13080360867914
1739209705.0708568;-38.13080360867914
1739209705.0708578;-38.13080360867914
1739209705.0708585;-38.13080360867914
1739209705.0708594;-31.141103565318915
1739209705.0708604;-32.816014438256545
1739209705.0708613;-38.13080360867914
1739209705.0708623;-38.13080360867914
1739209705.0708632;-38.13080360867914
1739209705.0708642;-45.120503652039325
1739209705.070865;-45.120503652039325
1739209705.0708659;-45.120503652039325
1739209705.0708668;-45.120503652039325
1739209705.0708678;-38.13080360867914
1739209705.0708687;-38.13080360867914
1739209705.0708697;-38.13080360867914
1739209705.0708704;-45.120503652039325
1739209705.0708714;-38.13080360867914
1739209705.0708723;-38.13080360867914
1739209705.0708733;-45.120503652039325
1739209705.0708742;-38.13080360867914
1739209705.0708752;-45.120503652039325
1739209705.0708761;-38.13080360867914
1739209705.0708768;-45.120503652039325
1739209705.0708778;-33.981070128970906
1739209705.0708787;-32.816014438256545
1739209705.0708797;-45.120503652039325
1739209705.0708807;-45.120503652039325
1739209705.0708816;-45.120503652039325
1739209705.0708823;-35.57807855764607
1739209705.0708833;-45.120503652039325
1739209705.0708842;-45.120503652039325
1739209705.0708852;-45.120503652039325
1739209705.0708861;-45.120503652039325
1739209705.070887;-33.981070128970906
1739209705.070888;-38.13080360867914
1739209705.0708888;-38.13080360867914
1739209705.0708897;-45.120503652039325
1739209705.0708907;-45.120503652039325
1739209705.0708916;-45.120503652039325
1739209705.0708926;-45.120503652039325
1739209705.0708935;-35.57807855764607
1739209705.0708942;-45.120503652039325
1739209705.0708952;-45.120503652039325
1739209705.0708961;-35.57807855764607
1739209705.070897;-32.816014438256545
1739209705.070898;-38.13080360867914
1739209705.070899;-38.13080360867914
1739209705.0709;-38.13080360867914
1739209705.0709007;-35.57807855764607
1739209705.0709016;-38.13080360867914
1739209705.0709026;-45.120503652039325
1739209705.0709035;-45.120503652039325
1739209705.0709045;-38.13080360867914
1739209705.0709054;-38.13080360867914
1739209705.0709062;-45.120503652039325
1739209705.070907;-38.13080360867914
1739209705.070908;-45.120503652039325
1739209705.070909;-45.120503652039325
1739209705.07091;-45.120503652039325
1739209705.070911;-38.13080360867914
1739209705.070912;-38.13080360867914
1739209705.0709126;-45.120503652039325
1739209705.0709136;-38.13080360867914
1739209705.0709145;-38.13080360867914
1739209705.0709155;-26.991370085610736
