CAN Message; 0x1a7:00003450330db2a6
1739209746.7999923;-28.21854285175415
1739209746.799997;-32.816014438256545
1739209746.8000019;-30.49652367304973
1739209746.8000069;-38.13080360867914
1739209746.8000116;-33.981070128970906
1739209746.8000164;-45.120503652039325
1739209746.8000212;-38.13080360867914
1739209746.800026;-30.49652367304973
1739209746.8000307;-22.448786368009156
1739209746.8000355;-27.87774495603143
1739209746.8000402;-33.981070128970906
1739209746.8000453;-31.141103565318915
1739209746.80005;-45.120503652039325
1739209746.8000548;-45.120503652039325
1739209746.8000596;-45.120503652039325
1739209746.8000643;-35.57807855764607
1739209746.800069;-33.981070128970906
1739209746.8000739;-38.13080360867914
1739209746.8000786;-26.487275050834725
1739209746.8000836;-27.8777449560314
1739209746.8000884;-38.13080360867914
1739209746.8000932;-32.81601443825658
1739209746.800098;-31.141103565318893
1739209746.8001027;-33.981070128970906
1739209746.8001075;-31.141103565318915
1739209746.8001122;-30.49652367304973
1739209746.800117;-33.981070128970956
1739209746.800122;-29.438486411369333
1739209746.8001268;-30.49652367304973
1739209746.8001316;-38.13080360867914
1739209746.8001363;-31.141103565318915
1739209746.800141;-25.25278630937684
1739209746.8001459;-26.487275050834715
1739209746.8001506;-31.141103565318915
1739209746.8001554;-38.13080360867914
1739209746.8001604;-33.981070128970906
1739209746.8001652;-27.267205301931607
1739209746.80017;-33.981070128970906
1739209746.8001747;-26.991370085610736
1739209746.8001795;-29.438486411369347
1739209746.8001842;-38.13080360867914
1739209746.800189;-33.981070128970906
1739209746.8001938;-45.120503652039325
1739209746.8001988;-45.120503652039325
1739209746.8002036;-45.120503652039325
1739209746.8002083;-38.13080360867914
1739209746.800213;-38.13080360867914
1739209746.8002179;-33.981070128970906
1739209746.8002226;-32.816014438256545
1739209746.8002274;-45.120503652039325
1739209746.8002324;-33.981070128970906
1739209746.8002372;-38.13080360867914
1739209746.800242;-38.13080360867914
1739209746.8002467;-35.57807855764607
1739209746.8002515;-25.826314394896357
1739209746.8002563;-29.438486411369354
1739209746.800261;-35.57807855764607
1739209746.8002658;-35.57807855764607
1739209746.8002708;-29.438486411369347
1739209746.8002756;-27.267205301931607
1739209746.8002803;-24.746238672633048
1739209746.800285;-20.16506027657481
1739209746.8002899;-24.589719217205094
1739209746.8002946;-28.218542851754165
1739209746.8002994;-26.991370085610736
1739209746.8003042;-45.120503652039325
1739209746.8003092;-29.438486411369333
1739209746.800314;-25.826314394896357
1739209746.8003187;-45.120503652039325
1739209746.8003235;-45.120503652039325
1739209746.8003283;-33.981070128970906
1739209746.800333;-45.120503652039325
1739209746.8003378;-45.120503652039325
1739209746.8003426;-33.981070128970906
1739209746.8003476;-38.13080360867914
1739209746.8003523;-32.816014438256545
1739209746.800357;-28.992665084841942
1739209746.8003619;-31.141103565318915
1739209746.8003666;-45.120503652039325
1739209746.8003714;-45.120503652039325
1739209746.8003762;-38.13080360867914
1739209746.800381;-38.13080360867914
1739209746.800386;-38.13080360867914
1739209746.8003907;-45.120503652039325
1739209746.8003955;-31.141103565318915
1739209746.8004003;-35.57807855764607
1739209746.800405;-45.120503652039325
1739209746.8004098;-38.13080360867914
1739209746.8004146;-38.13080360867914
1739209746.8004193;-38.13080360867914
1739209746.8004243;-38.13080360867914
1739209746.800429;-45.120503652039325
1739209746.8004339;-45.120503652039325
1739209746.8004386;-45.120503652039325
1739209746.8004434;-45.120503652039325
1739209746.8004482;-38.13080360867914
1739209746.800453;-45.120503652039325
1739209746.8004577;-45.120503652039325
1739209746.8004627;-45.120503652039325
1739209746.8004675;-35.57807855764607
1739209746.8004723;-38.13080360867914
1739209746.800477;-45.120503652039325
1739209746.8004818;-45.120503652039325
1739209746.8004866;-45.120503652039325
1739209746.8004913;-45.120503652039325
1739209746.800496;-45.120503652039325
1739209746.800501;-45.120503652039325
1739209746.8005059;-45.120503652039325
1739209746.8005106;-45.120503652039325
1739209746.8005154;-45.120503652039325
1739209746.8005202;-45.120503652039325
1739209746.800525;-33.981070128970906
1739209746.8005297;-45.120503652039325
1739209746.8005347;-35.57807855764607
1739209746.8005395;-45.120503652039325
1739209746.8005443;-32.816014438256545
1739209746.800549;-32.816014438256545
1739209746.8005538;-45.120503652039325
1739209746.8005586;-45.120503652039325
1739209746.8005633;-38.13080360867914
1739209746.800568;-32.816014438256545
1739209746.800573;-45.120503652039325
1739209746.8005779;-38.13080360867914
1739209746.8005826;-38.13080360867914
1739209746.8005874;-45.120503652039325
1739209746.8005922;-45.120503652039325
1739209746.800597;-45.120503652039325
1739209746.8006017;-35.57807855764607
1739209746.8006065;-38.13080360867914
1739209746.8006115;-45.120503652039325
1739209746.8006163;-45.120503652039325
1739209746.800621;-31.141103565318893
1739209746.8006258;-31.141103565318915
1739209746.8006306;-45.120503652039325
1739209746.8006353;-38.13080360867914
1739209746.80064;-45.120503652039325
1739209746.8006449;-33.981070128970906
1739209746.80065;-45.120503652039325
1739209746.8006546;-38.13080360867914
1739209746.8006594;-45.120503652039325
1739209746.8006642;-45.120503652039325
1739209746.800669;-45.120503652039325
1739209746.8006737;-45.120503652039325
1739209746.8006785;-38.13080360867914
1739209746.8006833;-45.120503652039325
1739209746.8006883;-45.120503652039325
1739209746.800693;-45.120503652039325
1739209746.8006978;-35.57807855764607
1739209746.8007026;-38.13080360867914
1739209746.8007073;-45.120503652039325
1739209746.800712;-45.120503652039325
1739209746.8007169;-32.816014438256545
1739209746.8007216;-31.141103565318915
1739209746.8007267;-38.13080360867914
1739209746.8007314;-38.13080360867914
1739209746.8007362;-45.120503652039325
1739209746.800741;-38.13080360867914
1739209746.8007457;-38.13080360867914
1739209746.8007505;-38.13080360867914
1739209746.8007553;-45.120503652039325
1739209746.80076;-45.120503652039325
1739209746.800765;-35.57807855764607
1739209746.8007698;-38.13080360867914
1739209746.8007746;-38.13080360867914
1739209746.8007793;-35.57807855764607
1739209746.800784;-45.120503652039325
1739209746.8007889;-45.120503652039325
1739209746.8007936;-45.120503652039325
1739209746.8007984;-45.120503652039325
1739209746.8008034;-35.57807855764607
1739209746.8008082;-32.816014438256545
1739209746.800813;-45.120503652039325
1739209746.8008177;-35.57807855764607
1739209746.8008225;-38.13080360867914
1739209746.8008273;-38.13080360867914
1739209746.800832;-45.120503652039325
1739209746.800837;-45.120503652039325
1739209746.8008418;-32.816014438256545
1739209746.8008466;-33.981070128970906
1739209746.8008513;-38.13080360867914
1739209746.800856;-38.13080360867914
1739209746.800861;-45.120503652039325
1739209746.8008657;-38.13080360867914
1739209746.8008704;-38.13080360867914
1739209746.8008754;-38.13080360867914
1739209746.8008802;-45.120503652039325
1739209746.800885;-45.120503652039325
1739209746.8008897;-38.13080360867914
1739209746.8008945;-31.141103565318915
1739209746.8008993;-45.120503652039325
1739209746.800904;-45.120503652039325
1739209746.8009088;-45.120503652039325
1739209746.8009138;-38.13080360867914
1739209746.8009186;-45.120503652039325
1739209746.8009233;-38.13080360867914
1739209746.800928;-45.120503652039325
1739209746.800933;-32.816014438256545
1739209746.8009377;-38.13080360867914
1739209746.8009424;-45.120503652039325
1739209746.8009472;-35.57807855764607
1739209746.8009522;-31.141103565318915
1739209746.800957;-45.120503652039325
1739209746.8009617;-45.120503652039325
1739209746.8009665;-33.981070128970906
1739209746.8009713;-31.141103565318915
1739209746.800976;-45.120503652039325
1739209746.8009808;-38.13080360867914
1739209746.8009856;-38.13080360867914
1739209746.8009906;-45.120503652039325
1739209746.8009953;-45.120503652039325
1739209746.801;-38.13080360867914
1739209746.801005;-45.120503652039325
1739209746.8010097;-30.49652367304973
1739209746.8010144;-33.981070128970906
1739209746.8010192;-38.13080360867914
1739209746.801024;-38.13080360867914
1739209746.801029;-38.13080360867914
1739209746.8010337;-38.13080360867914
1739209746.8010385;-38.13080360867914
1739209746.8010433;-38.13080360867914
1739209746.801048;-30.49652367304973
1739209746.8010528;-33.981070128970906
1739209746.8010576;-38.13080360867914
1739209746.8010623;-45.120503652039325
1739209746.8010674;-38.13080360867914
1739209746.8010721;-38.13080360867914
1739209746.801077;-35.57807855764607
1739209746.8010817;-45.120503652039325
1739209746.8010864;-33.981070128970906
1739209746.8010912;-31.141103565318915
1739209746.801096;-45.120503652039325
1739209746.8011007;-45.120503652039325
1739209746.8011057;-33.981070128970906
1739209746.8011105;-38.13080360867914
1739209746.8011153;-38.13080360867914
1739209746.80112;-38.13080360867914
1739209746.8011248;-33.981070128970906
1739209746.8011296;-35.57807855764607
1739209746.8011343;-38.13080360867914
1739209746.801139;-45.120503652039325
1739209746.8011441;-38.13080360867914
1739209746.801149;-38.13080360867914
1739209746.8011537;-35.57807855764607
1739209746.8011584;-35.57807855764607
1739209746.8011632;-33.981070128970906
1739209746.801168;-31.141103565318915
1739209746.8011727;-45.120503652039325
1739209746.8011777;-38.13080360867914
1739209746.8011825;-38.13080360867914
1739209746.8011873;-45.120503652039325
1739209746.801192;-45.120503652039325
1739209746.8011968;-38.13080360867914
1739209746.8012016;-45.120503652039325
1739209746.8012064;-38.13080360867914
1739209746.801211;-38.13080360867914
1739209746.8012161;-38.13080360867914
1739209746.801221;-38.13080360867914
1739209746.8012257;-45.120503652039325
1739209746.8012304;-45.120503652039325
1739209746.8012352;-45.120503652039325
1739209746.80124;-38.13080360867914
1739209746.8012447;-45.120503652039325
1739209746.8012495;-45.120503652039325
1739209746.8012545;-38.13080360867914
1739209746.8012593;-45.120503652039325
1739209746.801264;-45.120503652039325
1739209746.8012688;-45.120503652039325
1739209746.8012736;-45.120503652039325
1739209746.8012784;-35.57807855764607
1739209746.8012831;-38.13080360867914
1739209746.801288;-45.120503652039325
1739209746.801293;-38.13080360867914
1739209746.8012977;-45.120503652039325
1739209746.8013024;-38.13080360867914
1739209746.8013072;-45.120503652039325
1739209746.801312;-35.57807855764607
1739209746.8013167;-38.13080360867914
1739209746.8013215;-45.120503652039325
1739209746.8013263;-45.120503652039325
1739209746.8013313;-45.120503652039325
1739209746.801336;-45.120503652039325
1739209746.8013408;-45.120503652039325
1739209746.8013456;-33.981070128970906
1739209746.8013504;-38.13080360867914
1739209746.8013551;-38.13080360867914
1739209746.80136;-28.58837851428586
1739209746.8013647;-38.13080360867914
1739209746.8013697;-45.120503652039325
1739209746.8013744;-38.13080360867914
1739209746.8013792;-32.816014438256545
1739209746.801384;-45.120503652039325
1739209746.8013887;-45.120503652039325
1739209746.8013935;-45.120503652039325
1739209746.8013983;-33.981070128970956
1739209746.801403;-45.120503652039325
1739209746.801408;-45.120503652039325
1739209746.8014128;-45.120503652039325
1739209746.8014176;-45.120503652039325
1739209746.8014224;-38.13080360867914
1739209746.8014271;-45.120503652039325
1739209746.801432;-38.13080360867914
1739209746.8014367;-25.826314394896354
1739209746.8014414;-32.816014438256545
1739209746.8014464;-45.120503652039325
1739209746.8014512;-38.13080360867914
1739209746.801456;-35.57807855764607
1739209746.8014607;-38.13080360867914
1739209746.8014655;-35.57807855764607
1739209746.8014703;-38.13080360867914
1739209746.801475;-45.120503652039325
1739209746.80148;-45.120503652039325
1739209746.8014848;-32.816014438256545
1739209746.8014896;-38.13080360867914
1739209746.8014944;-38.13080360867914
1739209746.8014991;-38.13080360867914
1739209746.801504;-38.13080360867914
1739209746.8015087;-35.57807855764607
1739209746.8015134;-38.13080360867914
1739209746.8015184;-38.13080360867914
1739209746.8015232;-38.13080360867914
1739209746.801528;-38.13080360867914
1739209746.8015327;-45.120503652039325
1739209746.8015375;-45.120503652039325
1739209746.8015423;-45.120503652039325
1739209746.801547;-38.13080360867914
1739209746.8015518;-45.120503652039325
1739209746.8015568;-38.13080360867914
1739209746.8015616;-35.57807855764607
1739209746.8015664;-38.13080360867914
1739209746.8015711;-38.13080360867914
1739209746.801576;-45.120503652039325
1739209746.8015807;-45.120503652039325
1739209746.8015854;-38.13080360867914
1739209746.8015902;-45.120503652039325
1739209746.8015952;-45.120503652039325
1739209746.8016;-32.816014438256545
1739209746.8016047;-38.13080360867914
1739209746.8016095;-45.120503652039325
1739209746.8016143;-45.120503652039325
1739209746.801619;-35.57807855764607
1739209746.8016238;-38.13080360867914
1739209746.8016286;-35.57807855764607
1739209746.8016336;-35.57807855764607
1739209746.8016384;-38.13080360867914
1739209746.8016431;-38.13080360867914
1739209746.801648;-38.13080360867914
1739209746.8016527;-38.13080360867914
1739209746.8016574;-45.120503652039325
1739209746.8016622;-38.13080360867914
1739209746.801667;-45.120503652039325
1739209746.801672;-45.120503652039325
1739209746.8016768;-45.120503652039325
1739209746.8016815;-38.13080360867914
1739209746.8016863;-38.13080360867914
1739209746.801691;-45.120503652039325
1739209746.8016958;-45.120503652039325
1739209746.8017006;-45.120503652039325
1739209746.8017054;-38.13080360867914
1739209746.8017104;-35.57807855764607
1739209746.8017151;-38.13080360867914
1739209746.80172;-45.120503652039325
1739209746.8017247;-35.57807855764607
1739209746.8017294;-35.57807855764607
1739209746.8017342;-45.120503652039325
1739209746.801739;-45.120503652039325
1739209746.8017437;-32.816014438256545
1739209746.8017488;-38.13080360867914
1739209746.8017535;-45.120503652039325
1739209746.8017583;-45.120503652039325
1739209746.801763;-38.13080360867914
1739209746.8017678;-33.981070128970906
1739209746.8017726;-38.13080360867914
1739209746.8017774;-45.120503652039325
1739209746.8017824;-32.816014438256545
1739209746.8017871;-32.816014438256545
1739209746.801792;-38.13080360867914
1739209746.8017967;-45.120503652039325
1739209746.8018014;-38.13080360867914
1739209746.8018062;-35.57807855764607
1739209746.801811;-38.13080360867914
1739209746.8018157;-45.120503652039325
1739209746.8018208;-45.120503652039325
1739209746.8018255;-45.120503652039325
1739209746.8018303;-35.57807855764607
1739209746.801835;-38.13080360867914
1739209746.8018398;-45.120503652039325
1739209746.8018446;-38.13080360867914
1739209746.8018494;-32.816014438256545
1739209746.8018541;-38.13080360867914
1739209746.8018591;-38.13080360867914
1739209746.801864;-45.120503652039325
1739209746.8018687;-35.57807855764607
1739209746.8018734;-33.981070128970906
1739209746.8018782;-45.120503652039325
1739209746.801883;-38.13080360867914
1739209746.8018878;-33.981070128970906
1739209746.8018925;-38.13080360867914
1739209746.8018975;-45.120503652039325
1739209746.8019023;-45.120503652039325
1739209746.801907;-38.13080360867914
1739209746.8019118;-45.120503652039325
1739209746.8019166;-45.120503652039325
1739209746.8019214;-45.120503652039325
1739209746.8019261;-38.13080360867914
1739209746.801931;-38.13080360867914
1739209746.801936;-45.120503652039325
1739209746.8019407;-38.13080360867914
1739209746.8019454;-38.13080360867914
1739209746.8019502;-33.981070128970906
1739209746.801955;-45.120503652039325
1739209746.8019598;-38.13080360867914
1739209746.8019645;-38.13080360867914
1739209746.8019693;-45.120503652039325
1739209746.8019743;-45.120503652039325
1739209746.801979;-45.120503652039325
1739209746.8019838;-45.120503652039325
1739209746.8019886;-38.13080360867914
1739209746.8019934;-45.120503652039325
1739209746.8019981;-45.120503652039325
1739209746.802003;-45.120503652039325
1739209746.8020077;-45.120503652039325
1739209746.8020127;-45.120503652039325
1739209746.8020175;-45.120503652039325
1739209746.8020222;-45.120503652039325
1739209746.802027;-38.13080360867914
1739209746.8020318;-45.120503652039325
1739209746.8020365;-38.13080360867914
1739209746.8020413;-45.120503652039325
1739209746.802046;-38.13080360867914
1739209746.802051;-45.120503652039325
1739209746.8020558;-45.120503652039325
1739209746.8020606;-45.120503652039325
1739209746.8020654;-45.120503652039325
1739209746.8020701;-45.120503652039325
1739209746.802075;-38.13080360867914
1739209746.8020797;-38.13080360867914
1739209746.8020847;-45.120503652039325
1739209746.8020895;-45.120503652039325
1739209746.8020942;-45.120503652039325
1739209746.802099;-45.120503652039325
1739209746.8021038;-38.13080360867914
1739209746.8021085;-35.57807855764607
1739209746.8021133;-38.13080360867914
1739209746.802118;-38.13080360867914
1739209746.802123;-45.120503652039325
1739209746.8021278;-45.120503652039325
1739209746.8021326;-33.981070128970906
1739209746.8021374;-33.981070128970906
1739209746.8021421;-45.120503652039325
1739209746.802147;-38.13080360867914
1739209746.8021517;-38.13080360867914
1739209746.8021564;-38.13080360867914
1739209746.8021615;-38.13080360867914
1739209746.8021662;-38.13080360867914
1739209746.802171;-38.13080360867914
1739209746.8021758;-45.120503652039325
1739209746.8021805;-45.120503652039325
1739209746.8021853;-35.57807855764607
1739209746.80219;-38.13080360867914
1739209746.8021948;-45.120503652039325
1739209746.8021998;-35.57807855764607
1739209746.8022046;-32.816014438256545
1739209746.8022094;-45.120503652039325
1739209746.8022141;-32.816014438256545
1739209746.802219;-38.13080360867914
1739209746.8022237;-45.120503652039325
1739209746.8022285;-45.120503652039325
1739209746.8022332;-32.816014438256545
1739209746.8022382;-38.13080360867914
1739209746.802243;-45.120503652039325
1739209746.8022478;-38.13080360867914
1739209746.8022525;-38.13080360867914
1739209746.8022573;-45.120503652039325
1739209746.802262;-45.120503652039325
1739209746.8022668;-38.13080360867914
1739209746.8022716;-45.120503652039325
1739209746.8022766;-33.981070128970906
1739209746.8022814;-38.13080360867914
1739209746.8022861;-45.120503652039325
1739209746.802291;-32.816014438256545
1739209746.8022957;-38.13080360867914
1739209746.8023005;-45.120503652039325
1739209746.8023052;-38.13080360867914
1739209746.80231;-32.816014438256545
1739209746.802315;-38.13080360867914
1739209746.8023198;-45.120503652039325
1739209746.8023245;-38.13080360867914
1739209746.8023293;-38.13080360867914
1739209746.802334;-45.120503652039325
1739209746.8023388;-45.120503652039325
1739209746.8023436;-45.120503652039325
1739209746.8023484;-45.120503652039325
1739209746.8023534;-38.13080360867914
1739209746.8023582;-38.13080360867914
1739209746.802363;-45.120503652039325
1739209746.8023677;-45.120503652039325
1739209746.8023725;-45.120503652039325
1739209746.8023772;-45.120503652039325
1739209746.802382;-45.120503652039325
1739209746.802387;-38.13080360867914
1739209746.8023918;-45.120503652039325
1739209746.8023965;-45.120503652039325
1739209746.8024013;-38.13080360867914
1739209746.802406;-29.438486411369333
1739209746.8024108;-32.816014438256545
1739209746.8024156;-45.120503652039325
1739209746.8024204;-45.120503652039325
1739209746.8024254;-45.120503652039325
1739209746.8024302;-45.120503652039325
1739209746.802435;-38.13080360867914
1739209746.8024397;-35.57807855764607
1739209746.8024445;-45.120503652039325
1739209746.8024492;-45.120503652039325
1739209746.802454;-38.13080360867914
1739209746.8024588;-38.13080360867914
1739209746.8024638;-45.120503652039325
1739209746.8024685;-45.120503652039325
1739209746.8024733;-38.13080360867914
1739209746.802478;-38.13080360867914
1739209746.8024828;-30.49652367304973
1739209746.8024876;-30.49652367304973
1739209746.8024924;-38.13080360867914
1739209746.8024971;-45.120503652039325
1739209746.8025022;-38.13080360867914
1739209746.802507;-38.13080360867914
1739209746.8025117;-45.120503652039325
1739209746.8025165;-35.57807855764607
1739209746.8025212;-38.13080360867914
1739209746.802526;-45.120503652039325
1739209746.8025308;-38.13080360867914
1739209746.8025355;-38.13080360867914
1739209746.8025405;-45.120503652039325
1739209746.8025453;-45.120503652039325
1739209746.80255;-38.13080360867914
1739209746.8025548;-38.13080360867914
1739209746.8025596;-35.57807855764607
1739209746.8025644;-33.981070128970906
1739209746.8025692;-38.13080360867914
1739209746.802574;-35.57807855764607
1739209746.802579;-31.141103565318893
1739209746.8025837;-32.816014438256545
1739209746.8025885;-45.120503652039325
1739209746.8025932;-38.13080360867914
1739209746.802598;-33.981070128970906
1739209746.8026028;-38.13080360867914
1739209746.8026075;-45.120503652039325
1739209746.8026123;-38.13080360867914
1739209746.8026173;-45.120503652039325
1739209746.802622;-38.13080360867914
1739209746.8026268;-45.120503652039325
1739209746.8026316;-45.120503652039325
1739209746.8026364;-38.13080360867914
1739209746.8026412;-38.13080360867914
1739209746.802646;-45.120503652039325
1739209746.8026507;-45.120503652039325
1739209746.8026557;-38.13080360867914
1739209746.8026605;-45.120503652039325
1739209746.8026652;-45.120503652039325
1739209746.80267;-45.120503652039325
1739209746.8026748;-35.57807855764607
1739209746.8026795;-28.992665084841942
1739209746.8045228;-38.13080360867914
1739209746.8045235;-38.13080360867914
1739209746.804524;-45.120503652039325
1739209746.8045244;-38.13080360867914
1739209746.804525;-35.57807855764607
1739209746.8045256;-31.141103565318915
1739209746.804526;-38.13080360867914
1739209746.8045266;-33.981070128970906
1739209746.804527;-38.13080360867914
1739209746.8045278;-45.120503652039325
1739209746.8045282;-45.120503652039325
1739209746.8045287;-38.13080360867914
1739209746.8045292;-45.120503652039325
1739209746.80453;-33.981070128970906
1739209746.8045304;-28.992665084841942
1739209746.8045309;-45.120503652039325
1739209746.8045313;-38.13080360867914
1739209746.804532;-38.13080360867914
1739209746.8045325;-38.13080360867914
1739209746.804533;-45.120503652039325
1739209746.8045335;-45.120503652039325
1739209746.8045342;-38.13080360867914
1739209746.8045347;-35.57807855764607
1739209746.8045352;-38.13080360867914
1739209746.8045356;-38.13080360867914
1739209746.8045363;-38.13080360867914
1739209746.8045368;-32.816014438256545
1739209746.8045373;-38.13080360867914
1739209746.804538;-38.13080360867914
1739209746.8045385;-35.57807855764607
1739209746.804539;-33.981070128970906
1739209746.8045394;-45.120503652039325
1739209746.8045402;-45.120503652039325
1739209746.8045406;-45.120503652039325
1739209746.804541;-38.13080360867914
1739209746.8045416;-38.13080360867914
1739209746.8045423;-45.120503652039325
1739209746.8045428;-38.13080360867914
1739209746.8045433;-38.13080360867914
1739209746.8045437;-45.120503652039325
1739209746.8045444;-45.120503652039325
1739209746.804545;-45.120503652039325
1739209746.8045454;-45.120503652039325
1739209746.8045459;-45.120503652039325
1739209746.8045466;-45.120503652039325
1739209746.804547;-45.120503652039325
1739209746.8045475;-45.120503652039325
1739209746.804548;-38.13080360867914
1739209746.8045487;-45.120503652039325
1739209746.8045492;-45.120503652039325
1739209746.8045497;-38.13080360867914
1739209746.8045504;-38.13080360867914
1739209746.804551;-45.120503652039325
1739209746.8045514;-45.120503652039325
1739209746.8045518;-32.816014438256545
1739209746.8045526;-38.13080360867914
1739209746.804553;-45.120503652039325
1739209746.8045535;-33.981070128970906
1739209746.804554;-38.13080360867914
1739209746.8045547;-38.13080360867914
1739209746.8045552;-45.120503652039325
1739209746.8045557;-45.120503652039325
1739209746.8045561;-38.13080360867914
1739209746.8045568;-33.981070128970906
1739209746.8045573;-45.120503652039325
1739209746.8045578;-45.120503652039325
1739209746.8045583;-32.816014438256545
1739209746.804559;-35.57807855764607
1739209746.8045595;-45.120503652039325
1739209746.80456;-45.120503652039325
1739209746.8045604;-33.981070128970906
1739209746.8045611;-45.120503652039325
1739209746.8045616;-45.120503652039325
1739209746.804562;-45.120503652039325
1739209746.8045626;-38.13080360867914
1739209746.8045633;-45.120503652039325
1739209746.8045638;-35.57807855764607
1739209746.8045642;-38.13080360867914
1739209746.804565;-45.120503652039325
1739209746.8045654;-45.120503652039325
1739209746.804566;-45.120503652039325
1739209746.8045664;-45.120503652039325
1739209746.804567;-32.816014438256545
1739209746.8045676;-33.981070128970906
1739209746.804568;-45.120503652039325
1739209746.8045685;-45.120503652039325
1739209746.8045692;-35.57807855764607
1739209746.8045697;-32.816014438256545
1739209746.8045702;-45.120503652039325
1739209746.8045707;-45.120503652039325
1739209746.8045714;-45.120503652039325
1739209746.8045719;-33.981070128970906
1739209746.8045723;-45.120503652039325
1739209746.8045728;-45.120503652039325
1739209746.8045735;-45.120503652039325
1739209746.804574;-45.120503652039325
1739209746.8045745;-35.57807855764607
1739209746.804575;-38.13080360867914
1739209746.8045757;-45.120503652039325
1739209746.8045762;-45.120503652039325
1739209746.8045766;-45.120503652039325
1739209746.804577;-38.13080360867914
1739209746.8045778;-38.13080360867914
1739209746.8045783;-38.13080360867914
1739209746.8045788;-38.13080360867914
1739209746.8045795;-38.13080360867914
1739209746.80458;-31.141103565318893
1739209746.8045805;-33.981070128970906
1739209746.804581;-45.120503652039325
1739209746.8045816;-45.120503652039325
1739209746.804582;-38.13080360867914
1739209746.8045826;-33.981070128970906
1739209746.804583;-45.120503652039325
1739209746.8045838;-45.120503652039325
1739209746.8045843;-38.13080360867914
1739209746.8045847;-38.13080360867914
1739209746.8045852;-38.13080360867914
1739209746.804586;-45.120503652039325
1739209746.8045864;-45.120503652039325
1739209746.804587;-33.981070128970956
1739209746.8045874;-45.120503652039325
1739209746.804588;-45.120503652039325
1739209746.8045886;-45.120503652039325
1739209746.804589;-45.120503652039325
1739209746.8045895;-38.13080360867914
1739209746.8045902;-38.13080360867914
1739209746.8045907;-38.13080360867914
1739209746.8045912;-28.992665084841942
1739209746.804592;-45.120503652039325
1739209746.8045924;-45.120503652039325
1739209746.8045928;-45.120503652039325
1739209746.8045933;-38.13080360867914
1739209746.804594;-38.13080360867914
1739209746.8045945;-38.13080360867914
1739209746.804595;-45.120503652039325
1739209746.8045955;-38.13080360867914
1739209746.8045962;-38.13080360867914
1739209746.8045967;-38.13080360867914
1739209746.8045971;-38.13080360867914
1739209746.8045976;-45.120503652039325
1739209746.8045983;-38.13080360867914
1739209746.8045988;-38.13080360867914
1739209746.8045993;-38.13080360867914
1739209746.8045998;-31.141103565318915
1739209746.8046005;-45.120503652039325
