CAN Message; 0x1a7:000045587c188f19
Timestamp;Amplitude
1739209657.4669223;-38.13080360867914
1739209657.4669313;-38.13080360867914
1739209657.4669402;-38.13080360867914
1739209657.466949;-38.13080360867914
1739209657.466958;-45.120503652039325
1739209657.4669669;-29.438486411369347
1739209657.466976;-35.57807855764607
1739209657.4669847;-38.13080360867914
1739209657.4669938;-45.120503652039325
1739209657.4670026;-38.13080360867914
1739209657.4670115;-33.981070128970906
1739209657.4670205;-38.13080360867914
1739209657.4670293;-45.120503652039325
1739209657.4670384;-33.981070128970906
1739209657.4670472;-32.816014438256545
1739209657.4670563;-38.13080360867914
1739209657.467065;-45.120503652039325
1739209657.467074;-45.120503652039325
1739209657.467083;-32.816014438256545
1739209657.4670918;-38.13080360867914
1739209657.4671009;-45.120503652039325
1739209657.4671097;-38.13080360867914
1739209657.4671187;-35.57807855764607
1739209657.4671276;-45.120503652039325
1739209657.4671364;-45.120503652039325
1739209657.4671454;-38.13080360867914
1739209657.4671543;-38.13080360867914
1739209657.4671633;-45.120503652039325
1739209657.4671721;-45.120503652039325
1739209657.4671812;-45.120503652039325
1739209657.46719;-38.13080360867914
1739209657.4671988;-38.13080360867914
1739209657.467208;-45.120503652039325
1739209657.4672167;-38.13080360867914
1739209657.4672258;-35.57807855764607
1739209657.4672346;-38.13080360867914
1739209657.4672437;-45.120503652039325
1739209657.4672525;-38.13080360867914
1739209657.4672613;-45.120503652039325
1739209657.4672704;-38.13080360867914
1739209657.4672792;-38.13080360867914
1739209657.4672883;-45.120503652039325
1739209657.467297;-45.120503652039325
1739209657.4673061;-38.13080360867914
1739209657.467315;-35.57807855764607
1739209657.4673238;-35.57807855764607
1739209657.4673328;-38.13080360867914
1739209657.4673417;-45.120503652039325
1739209657.4673507;-45.120503652039325
1739209657.4673595;-38.13080360867914
1739209657.4673686;-45.120503652039325
1739209657.4673774;-45.120503652039325
1739209657.4673862;-45.120503652039325
1739209657.4673953;-38.13080360867914
1739209657.4674041;-38.13080360867914
1739209657.4674132;-38.13080360867914
1739209657.467422;-38.13080360867914
1739209657.467431;-45.120503652039325
1739209657.46744;-32.816014438256545
1739209657.4674487;-38.13080360867914
1739209657.4674578;-35.57807855764607
1739209657.4674666;-35.57807855764607
1739209657.4674757;-38.13080360867914
1739209657.4674845;-38.13080360867914
1739209657.4674935;-32.816014438256545
1739209657.4675024;-38.13080360867914
1739209657.4675112;-45.120503652039325
1739209657.4675202;-38.13080360867914
1739209657.467529;-35.57807855764607
1739209657.467538;-38.13080360867914
1739209657.467547;-45.120503652039325
1739209657.467556;-38.13080360867914
1739209657.4675648;-38.13080360867914
1739209657.4675736;-35.57807855764607
1739209657.4675827;-38.13080360867914
1739209657.4675915;-38.13080360867914
1739209657.4676006;-38.13080360867914
1739209657.4676094;-45.120503652039325
1739209657.4676185;-35.57807855764607
1739209657.4676273;-38.13080360867914
1739209657.467636;-38.13080360867914
1739209657.4676452;-45.120503652039325
1739209657.467654;-45.120503652039325
1739209657.467663;-35.57807855764607
1739209657.4676719;-38.13080360867914
1739209657.467681;-45.120503652039325
1739209657.4676898;-45.120503652039325
1739209657.4676986;-38.13080360867914
1739209657.4677076;-45.120503652039325
1739209657.4677165;-38.13080360867914
1739209657.4677255;-38.13080360867914
1739209657.4677343;-45.120503652039325
1739209657.4677432;-35.57807855764607
1739209657.4677522;-45.120503652039325
1739209657.467761;-45.120503652039325
1739209657.46777;-45.120503652039325
1739209657.467779;-45.120503652039325
1739209657.467788;-38.13080360867914
1739209657.4677968;-35.57807855764607
1739209657.4678056;-38.13080360867914
1739209657.4678147;-32.816014438256545
1739209657.4678235;-32.816014438256545
1739209657.4678326;-45.120503652039325
1739209657.4678414;-45.120503652039325
1739209657.4678504;-45.120503652039325
1739209657.4678593;-45.120503652039325
1739209657.467868;-45.120503652039325
1739209657.4678771;-45.120503652039325
1739209657.467886;-45.120503652039325
1739209657.467895;-38.13080360867914
1739209657.4679039;-32.816014438256545
1739209657.467913;-35.57807855764607
1739209657.4679217;-45.120503652039325
1739209657.4679306;-38.13080360867914
1739209657.4679396;-35.57807855764607
1739209657.4679484;-38.13080360867914
1739209657.4679575;-38.13080360867914
1739209657.4679663;-38.13080360867914
1739209657.4679754;-35.57807855764607
1739209657.4679842;-38.13080360867914
1739209657.467993;-38.13080360867914
1739209657.468002;-45.120503652039325
1739209657.468011;-45.120503652039325
1739209657.46802;-45.120503652039325
1739209657.4680288;-45.120503652039325
1739209657.4680378;-45.120503652039325
1739209657.4680467;-45.120503652039325
1739209657.4680555;-38.13080360867914
1739209657.4680645;-38.13080360867914
1739209657.4680734;-45.120503652039325
1739209657.4680824;-38.13080360867914
1739209657.4680912;-38.13080360867914
1739209657.4681003;-45.120503652039325
1739209657.4681091;-45.120503652039325
1739209657.468118;-30.49652367304973
1739209657.468127;-28.992665084841942
1739209657.4681358;-45.120503652039325
1739209657.468145;-38.13080360867914
1739209657.4681537;-35.57807855764607
1739209657.4681628;-33.981070128970906
1739209657.4681716;-45.120503652039325
1739209657.4681804;-45.120503652039325
1739209657.4681895;-45.120503652039325
1739209657.4681983;-38.13080360867914
1739209657.4682074;-38.13080360867914
1739209657.4682162;-38.13080360867914
1739209657.4682252;-38.13080360867914
1739209657.468234;-45.120503652039325
1739209657.468243;-38.13080360867914
1739209657.468252;-45.120503652039325
1739209657.4682608;-32.816014438256545
1739209657.4682698;-28.992665084841942
1739209657.4682786;-45.120503652039325
1739209657.4682877;-45.120503652039325
1739209657.4682965;-33.981070128970906
1739209657.4683053;-31.141103565318915
1739209657.4683144;-45.120503652039325
1739209657.4683232;-45.120503652039325
1739209657.4683323;-38.13080360867914
1739209657.468341;-38.13080360867914
1739209657.4683502;-45.120503652039325
1739209657.468359;-38.13080360867914
1739209657.4683678;-33.981070128970906
1739209657.4683769;-45.120503652039325
1739209657.4683857;-45.120503652039325
1739209657.4683948;-45.120503652039325
1739209657.4684036;-38.13080360867914
1739209657.4684126;-31.141103565318915
1739209657.4684215;-45.120503652039325
1739209657.4684303;-45.120503652039325
1739209657.4684393;-38.13080360867914
1739209657.4684482;-38.13080360867914
1739209657.4684572;-45.120503652039325
1739209657.468466;-45.120503652039325
1739209657.468475;-45.120503652039325
1739209657.468484;-38.13080360867914
1739209657.4684927;-38.13080360867914
1739209657.4685018;-45.120503652039325
1739209657.4685106;-45.120503652039325
1739209657.4685197;-38.13080360867914
1739209657.4685285;-45.120503652039325
1739209657.4685376;-45.120503652039325
1739209657.4685464;-35.57807855764607
1739209657.4685552;-33.981070128970906
1739209657.4685643;-45.120503652039325
1739209657.468573;-38.13080360867914
1739209657.4685822;-38.13080360867914
1739209657.468591;-38.13080360867914
1739209657.4686;-45.120503652039325
1739209657.4686089;-45.120503652039325
1739209657.4686177;-35.57807855764607
1739209657.4686267;-30.49652367304973
1739209657.4686356;-38.13080360867914
1739209657.4686446;-38.13080360867914
1739209657.4686534;-45.120503652039325
1739209657.4686625;-38.13080360867914
1739209657.4686713;-45.120503652039325
1739209657.4686801;-38.13080360867914
1739209657.4686892;-38.13080360867914
1739209657.468698;-28.992665084841942
1739209657.468707;-38.13080360867914
1739209657.468716;-38.13080360867914
1739209657.468725;-45.120503652039325
1739209657.4687338;-38.13080360867914
1739209657.4687426;-45.120503652039325
1739209657.4687517;-38.13080360867914
1739209657.4687605;-38.13080360867914
1739209657.4687696;-38.13080360867914
1739209657.4687784;-33.981070128970906
1739209657.4687874;-38.13080360867914
1739209657.4687963;-45.120503652039325
1739209657.468805;-38.13080360867914
1739209657.4688141;-35.57807855764607
1739209657.468823;-38.13080360867914
1739209657.468832;-45.120503652039325
1739209657.4688408;-38.13080360867914
1739209657.46885;-45.120503652039325
1739209657.4688587;-45.120503652039325
1739209657.4688675;-45.120503652039325
1739209657.4688766;-45.120503652039325
1739209657.4688854;-45.120503652039325
1739209657.4688945;-45.120503652039325
1739209657.4689033;-45.120503652039325
1739209657.4689124;-45.120503652039325
1739209657.4689212;-38.13080360867914
1739209657.46893;-38.13080360867914
1739209657.468939;-45.120503652039325
1739209657.468948;-38.13080360867914
1739209657.468957;-45.120503652039325
1739209657.4689658;-45.120503652039325
1739209657.4689748;-38.13080360867914
1739209657.4689837;-45.120503652039325
1739209657.4689925;-45.120503652039325
1739209657.4690015;-38.13080360867914
1739209657.4690104;-35.57807855764607
1739209657.4690194;-38.13080360867914
1739209657.4690282;-38.13080360867914
1739209657.4690373;-45.120503652039325
1739209657.469046;-45.120503652039325
1739209657.469055;-31.141103565318915
1739209657.469064;-38.13080360867914
1739209657.4690728;-45.120503652039325
1739209657.4690819;-38.13080360867914
1739209657.4690907;-38.13080360867914
1739209657.4690998;-45.120503652039325
1739209657.4691086;-38.13080360867914
1739209657.4691174;-35.57807855764607
1739209657.4691265;-38.13080360867914
1739209657.4691353;-38.13080360867914
1739209657.4691443;-45.120503652039325
1739209657.4691532;-45.120503652039325
1739209657.4691622;-38.13080360867914
1739209657.469171;-35.57807855764607
1739209657.4691799;-38.13080360867914
1739209657.469189;-45.120503652039325
1739209657.4691978;-38.13080360867914
1739209657.4692068;-45.120503652039325
1739209657.4692156;-45.120503652039325
1739209657.4692245;-35.57807855764607
1739209657.4692335;-38.13080360867914
1739209657.4692423;-45.120503652039325
1739209657.4692514;-38.13080360867914
1739209657.4692602;-35.57807855764607
1739209657.4692693;-38.13080360867914
1739209657.469278;-45.120503652039325
1739209657.469287;-38.13080360867914
1739209657.469296;-35.57807855764607
1739209657.4693048;-45.120503652039325
1739209657.4693139;-38.13080360867914
1739209657.4693227;-38.13080360867914
1739209657.4693317;-38.13080360867914
1739209657.4693406;-38.13080360867914
1739209657.4693494;-38.13080360867914
1739209657.4693584;-35.57807855764607
1739209657.4693673;-35.57807855764607
1739209657.4693763;-38.13080360867914
1739209657.4693851;-45.120503652039325
1739209657.4693942;-38.13080360867914
1739209657.469403;-45.120503652039325
1739209657.4694118;-38.13080360867914
1739209657.469421;-45.120503652039325
1739209657.4694297;-45.120503652039325
1739209657.4694388;-35.57807855764607
1739209657.4694476;-38.13080360867914
1739209657.4694567;-35.57807855764607
1739209657.4694655;-45.120503652039325
1739209657.4694743;-38.13080360867914
1739209657.4694834;-45.120503652039325
1739209657.4694922;-38.13080360867914
1739209657.4695013;-38.13080360867914
1739209657.46951;-45.120503652039325
1739209657.4695191;-45.120503652039325
1739209657.469528;-45.120503652039325
1739209657.4695368;-38.13080360867914
1739209657.4695458;-45.120503652039325
1739209657.4695547;-45.120503652039325
1739209657.4695637;-45.120503652039325
1739209657.4695725;-38.13080360867914
1739209657.4695816;-45.120503652039325
1739209657.4695904;-45.120503652039325
1739209657.4695992;-45.120503652039325
1739209657.4696083;-45.120503652039325
1739209657.4696171;-38.13080360867914
1739209657.4696262;-45.120503652039325
1739209657.469635;-33.981070128970906
1739209657.469644;-35.57807855764607
1739209657.469653;-38.13080360867914
1739209657.4696617;-38.13080360867914
1739209657.4696708;-35.57807855764607
1739209657.4696796;-35.57807855764607
1739209657.4696887;-38.13080360867914
1739209657.4696975;-45.120503652039325
1739209657.4697065;-38.13080360867914
1739209657.4697154;-35.57807855764607
1739209657.4697242;-45.120503652039325
1739209657.4697332;-38.13080360867914
1739209657.469742;-45.120503652039325
1739209657.4697511;-38.13080360867914
1739209657.46976;-35.57807855764607
1739209657.469769;-33.981070128970906
1739209657.4697778;-45.120503652039325
1739209657.4697866;-38.13080360867914
1739209657.4697957;-35.57807855764607
1739209657.4698045;-38.13080360867914
1739209657.4698136;-38.13080360867914
1739209657.4698224;-38.13080360867914
1739209657.4698315;-38.13080360867914
1739209657.4698403;-38.13080360867914
1739209657.469849;-33.981070128970906
1739209657.4698582;-31.141103565318915
1739209657.469867;-45.120503652039325
1739209657.469876;-38.13080360867914
1739209657.4698849;-45.120503652039325
1739209657.469894;-45.120503652039325
1739209657.4699028;-45.120503652039325
1739209657.4699116;-38.13080360867914
1739209657.4699206;-45.120503652039325
1739209657.4699295;-35.57807855764607
1739209657.4699385;-38.13080360867914
1739209657.4699473;-38.13080360867914
1739209657.4699564;-45.120503652039325
1739209657.4699652;-45.120503652039325
1739209657.469974;-38.13080360867914
1739209657.469983;-45.120503652039325
1739209657.469992;-33.981070128970906
1739209657.470001;-28.992665084841942
1739209657.4700098;-45.120503652039325
1739209657.4700189;-45.120503652039325
1739209657.4700277;-38.13080360867914
1739209657.4700365;-38.13080360867914
1739209657.4700456;-45.120503652039325
1739209657.4700544;-45.120503652039325
1739209657.4700634;-45.120503652039325
1739209657.4700723;-30.49652367304973
1739209657.4700813;-38.13080360867914
1739209657.4700902;-45.120503652039325
1739209657.470099;-45.120503652039325
1739209657.470108;-45.120503652039325
1739209657.4701169;-45.120503652039325
1739209657.470126;-45.120503652039325
1739209657.4701347;-35.57807855764607
1739209657.4701438;-38.13080360867914
1739209657.4701526;-45.120503652039325
1739209657.4701614;-45.120503652039325
1739209657.4701705;-38.13080360867914
1739209657.4701793;-38.13080360867914
1739209657.4701884;-45.120503652039325
1739209657.4701972;-38.13080360867914
1739209657.4702063;-38.13080360867914
1739209657.470215;-31.141103565318915
1739209657.470224;-45.120503652039325
1739209657.470233;-45.120503652039325
1739209657.4702418;-45.120503652039325
1739209657.4702508;-33.981070128970906
1739209657.4702597;-45.120503652039325
1739209657.4702687;-38.13080360867914
1739209657.4702775;-35.57807855764607
1739209657.4702864;-33.981070128970906
1739209657.4702954;-45.120503652039325
1739209657.4703043;-38.13080360867914
1739209657.4703133;-38.13080360867914
1739209657.4703221;-35.57807855764607
1739209657.4703312;-45.120503652039325
1739209657.47034;-38.13080360867914
1739209657.4703488;-35.57807855764607
1739209657.470358;-30.49652367304973
1739209657.4703667;-45.120503652039325
1739209657.4703758;-38.13080360867914
1739209657.4703846;-38.13080360867914
1739209657.4703937;-45.120503652039325
1739209657.4704025;-38.13080360867914
1739209657.4704113;-45.120503652039325
1739209657.4704204;-45.120503652039325
1739209657.4704292;-31.141103565318915
1739209657.4704382;-38.13080360867914
1739209657.470447;-38.13080360867914
1739209657.4704561;-45.120503652039325
1739209657.470465;-33.981070128970906
1739209657.4704738;-38.13080360867914
1739209657.4704828;-38.13080360867914
1739209657.4704916;-45.120503652039325
1739209657.4705007;-45.120503652039325
1739209657.4705095;-38.13080360867914
1739209657.4705186;-35.57807855764607
1739209657.4705274;-38.13080360867914
1739209657.4705362;-35.57807855764607
1739209657.4705453;-38.13080360867914
1739209657.470554;-45.120503652039325
1739209657.4705632;-38.13080360867914
1739209657.470572;-45.120503652039325
1739209657.470581;-45.120503652039325
1739209657.4705899;-38.13080360867914
1739209657.4705987;-38.13080360867914
1739209657.4706078;-38.13080360867914
1739209657.4706166;-45.120503652039325
1739209657.4706256;-45.120503652039325
1739209657.4706345;-45.120503652039325
1739209657.4706435;-38.13080360867914
1739209657.4706523;-38.13080360867914
1739209657.4706612;-45.120503652039325
1739209657.4706702;-45.120503652039325
1739209657.470679;-33.981070128970906
1739209657.470688;-45.120503652039325
1739209657.470697;-45.120503652039325
1739209657.470706;-45.120503652039325
1739209657.4707148;-45.120503652039325
1739209657.4707236;-38.13080360867914
1739209657.4707327;-38.13080360867914
1739209657.4707415;-38.13080360867914
1739209657.4707506;-45.120503652039325
1739209657.4707594;-32.816014438256545
1739209657.4707682;-38.13080360867914
1739209657.4707773;-45.120503652039325
1739209657.470786;-33.981070128970906
1739209657.4707952;-38.13080360867914
1739209657.470804;-45.120503652039325
1739209657.470813;-45.120503652039325
1739209657.4708219;-38.13080360867914
1739209657.4708307;-45.120503652039325
1739209657.4708397;-38.13080360867914
1739209657.4708486;-38.13080360867914
1739209657.4708576;-45.120503652039325
1739209657.4708664;-38.13080360867914
1739209657.4708755;-33.981070128970906
1739209657.4708843;-45.120503652039325
1739209657.4708931;-45.120503652039325
1739209657.4709022;-38.13080360867914
1739209657.470911;-38.13080360867914
1739209657.47092;-45.120503652039325
1739209657.470929;-33.981070128970906
1739209657.470938;-35.57807855764607
1739209657.4709468;-38.13080360867914
1739209657.4709556;-45.120503652039325
1739209657.4709647;-45.120503652039325
1739209657.4709735;-38.13080360867914
1739209657.4709826;-38.13080360867914
1739209657.4709914;-45.120503652039325
1739209657.4710004;-45.120503652039325
1739209657.4710093;-45.120503652039325
1739209657.471018;-38.13080360867914
1739209657.4710271;-45.120503652039325
1739209657.471036;-38.13080360867914
1739209657.471045;-30.49652367304973
1739209657.4710538;-38.13080360867914
1739209657.471063;-35.57807855764607
1739209657.4710717;-35.57807855764607
1739209657.4710805;-35.57807855764607
1739209657.4710896;-38.13080360867914
1739209657.4710984;-45.120503652039325
1739209657.4711075;-45.120503652039325
1739209657.4711163;-45.120503652039325
1739209657.4711254;-38.13080360867914
1739209657.4711342;-45.120503652039325
1739209657.471143;-38.13080360867914
1739209657.471152;-45.120503652039325
1739209657.471161;-45.120503652039325
1739209657.47117;-45.120503652039325
1739209657.4711788;-45.120503652039325
1739209657.4711878;-38.13080360867914
1739209657.4711967;-45.120503652039325
1739209657.4712055;-45.120503652039325
1739209657.4712145;-45.120503652039325
1739209657.4712234;-38.13080360867914
1739209657.4712324;-35.57807855764607
1739209657.4712412;-38.13080360867914
1739209657.4712503;-38.13080360867914
1739209657.471259;-45.120503652039325
1739209657.471268;-38.13080360867914
1739209657.471277;-38.13080360867914
1739209657.4712858;-33.981070128970906
1739209657.4712949;-45.120503652039325
1739209657.4713037;-38.13080360867914
1739209657.4713128;-38.13080360867914
1739209657.4713216;-45.120503652039325
1739209657.4713304;-45.120503652039325
1739209657.4713395;-45.120503652039325
1739209657.4713483;-45.120503652039325
1739209657.4713573;-45.120503652039325
1739209657.4713662;-45.120503652039325
1739209657.4713752;-38.13080360867914
1739209657.471384;-45.120503652039325
1739209657.4713929;-38.13080360867914
1739209657.471402;-45.120503652039325
1739209657.4714108;-38.13080360867914
1739209657.4714198;-38.13080360867914
1739209657.4714286;-33.981070128970906
1739209657.4714377;-45.120503652039325
1739209657.4714465;-38.13080360867914
1739209657.4714553;-38.13080360867914
1739209657.4714644;-38.13080360867914
1739209657.4714732;-38.13080360867914
1739209657.4714823;-38.13080360867914
1739209657.471491;-29.438486411369333
1739209657.4715002;-38.13080360867914
1739209657.471509;-45.120503652039325
1739209657.4715178;-45.120503652039325
1739209657.4715269;-38.13080360867914
1739209657.4715357;-38.13080360867914
1739209657.4715447;-32.816014438256545
1739209657.4715536;-38.13080360867914
1739209657.4715626;-38.13080360867914
1739209657.4715714;-38.13080360867914
1739209657.4715803;-45.120503652039325
1739209657.4715893;-35.57807855764607
1739209657.4715981;-38.13080360867914
1739209657.4716072;-38.13080360867914
1739209657.471616;-45.120503652039325
1739209657.471625;-38.13080360867914
1739209657.471634;-38.13080360867914
1739209657.4716427;-45.120503652039325
1739209657.4716518;-38.13080360867914
1739209657.4716606;-32.816014438256545
1739209657.4716697;-38.13080360867914
1739209657.4716785;-45.120503652039325
1739209657.4716876;-45.120503652039325
1739209657.4716964;-38.13080360867914
1739209657.4717052;-45.120503652039325
1739209657.4717143;-38.13080360867914
1739209657.471723;-32.816014438256545
1739209657.4717321;-27.267205301931607
1739209657.471741;-45.120503652039325
1739209657.47175;-45.120503652039325
1739209657.4717588;-38.13080360867914
1739209657.4717677;-35.57807855764607
1739209657.4717767;-38.13080360867914
1739209657.4717855;-38.13080360867914
1739209657.4717946;-45.120503652039325
1739209657.4718034;-38.13080360867914
1739209657.4718125;-45.120503652039325
1739209657.4718213;-38.13080360867914
1739209657.4718301;-33.981070128970906
1739209657.4718392;-45.120503652039325
1739209657.471848;-45.120503652039325
1739209657.471857;-38.13080360867914
1739209657.471866;-35.57807855764607
1739209657.471875;-38.13080360867914
1739209657.4718838;-45.120503652039325
1739209657.4718926;-38.13080360867914
1739209657.4719017;-35.57807855764607
1739209657.4719105;-45.120503652039325
1739209657.4719195;-45.120503652039325
1739209657.4719284;-45.120503652039325
1739209657.4719374;-35.57807855764607
1739209657.4719462;-38.13080360867914
1739209657.471955;-45.120503652039325
1739209657.4719641;-38.13080360867914
1739209657.471973;-35.57807855764607
1739209657.471982;-33.981070128970906
1739209657.4719908;-45.120503652039325
1739209657.472;-45.120503652039325
1739209657.4720087;-38.13080360867914
1739209657.4720175;-28.992665084841942
1739209657.4720266;-45.120503652039325
1739209657.4720354;-45.120503652039325
1739209657.4720445;-45.120503652039325
1739209657.4720533;-38.13080360867914
1739209657.4720623;-45.120503652039325
1739209657.4720712;-38.13080360867914
1739209657.47208;-38.13080360867914
1739209657.472089;-32.816014438256545
1739209657.4720979;-38.13080360867914
1739209657.472107;-38.13080360867914
1739209657.4721158;-45.120503652039325
1739209657.4721248;-38.13080360867914
1739209657.4721336;-45.120503652039325
1739209657.4721425;-38.13080360867914
1739209657.4721515;-35.57807855764607
1739209657.4721603;-33.981070128970906
1739209657.4721694;-38.13080360867914
1739209657.4721782;-45.120503652039325
1739209657.4721873;-38.13080360867914
1739209657.472196;-45.120503652039325
1739209657.472205;-45.120503652039325
1739209657.472214;-38.13080360867914
1739209657.4722228;-35.57807855764607
1739209657.4722319;-38.13080360867914
1739209657.4722407;-45.120503652039325
1739209657.4722495;-38.13080360867914
1739209657.4722586;-35.57807855764607
1739209657.4722674;-35.57807855764607
1739209657.4722764;-38.13080360867914
1739209657.4722853;-45.120503652039325
1739209657.4722943;-38.13080360867914
1739209657.4723032;-38.13080360867914
1739209657.472312;-38.13080360867914
1739209657.472321;-38.13080360867914
1739209657.4723299;-45.120503652039325
1739209657.472339;-38.13080360867914
1739209657.4723477;-38.13080360867914
1739209657.4723568;-38.13080360867914
1739209657.4723656;-35.57807855764607
1739209657.4723744;-38.13080360867914
1739209657.4723835;-45.120503652039325
1739209657.4723923;-38.13080360867914
