CAN Message; 0x39:0ee0e22c253932df
Timestamp;Amplitude
1739209706.0370986;-38.13080360867914
1739209706.0371017;-38.13080360867914
1739209706.0371048;-38.13080360867914
1739209706.037108;-45.120503652039325
1739209706.037111;-38.13080360867914
1739209706.0371144;-38.13080360867914
1739209706.0371175;-38.13080360867914
1739209706.0371206;-45.120503652039325
1739209706.0371237;-45.120503652039325
1739209706.0371268;-35.57807855764607
1739209706.0371299;-38.13080360867914
1739209706.037133;-45.120503652039325
1739209706.037136;-38.13080360867914
1739209706.0371392;-45.120503652039325
1739209706.0371423;-38.13080360867914
1739209706.0371456;-45.120503652039325
1739209706.0371487;-45.120503652039325
1739209706.0371518;-45.120503652039325
1739209706.037155;-35.57807855764607
1739209706.037158;-35.57807855764607
1739209706.037161;-45.120503652039325
1739209706.0371642;-45.120503652039325
1739209706.0371673;-33.981070128970906
1739209706.0371704;-33.981070128970906
1739209706.0371735;-33.981070128970906
1739209706.0371766;-38.13080360867914
1739209706.03718;-45.120503652039325
1739209706.037183;-38.13080360867914
1739209706.0371861;-38.13080360867914
1739209706.0371892;-45.120503652039325
1739209706.0371923;-45.120503652039325
1739209706.0371954;-38.13080360867914
1739209706.0371985;-38.13080360867914
1739209706.0372016;-45.120503652039325
1739209706.0372047;-33.981070128970906
1739209706.0372078;-32.816014438256545
1739209706.037211;-38.13080360867914
1739209706.0372143;-35.57807855764607
1739209706.0372174;-38.13080360867914
1739209706.0372205;-45.120503652039325
1739209706.0372236;-38.13080360867914
1739209706.0372267;-38.13080360867914
1739209706.0372298;-33.981070128970906
1739209706.0372329;-45.120503652039325
1739209706.037236;-45.120503652039325
1739209706.037239;-38.13080360867914
1739209706.0372422;-33.981070128970906
1739209706.0372453;-35.57807855764607
1739209706.0372486;-38.13080360867914
1739209706.0372517;-35.57807855764607
1739209706.0372548;-31.14110356531892
1739209706.037258;-38.13080360867914
1739209706.037261;-33.981070128970906
1739209706.037264;-32.816014438256545
1739209706.0372672;-38.13080360867914
1739209706.0372703;-45.120503652039325
1739209706.0372734;-33.981070128970906
1739209706.0372765;-35.57807855764607
1739209706.0372798;-32.816014438256545
1739209706.037283;-33.981070128970906
1739209706.037286;-38.13080360867914
1739209706.0372891;-38.13080360867914
1739209706.0372922;-38.13080360867914
1739209706.0372953;-45.120503652039325
1739209706.0372984;-38.13080360867914
1739209706.0373015;-38.13080360867914
1739209706.0373046;-33.981070128970906
1739209706.0373077;-33.981070128970906
1739209706.0373108;-45.120503652039325
1739209706.0373142;-45.120503652039325
1739209706.0373173;-45.120503652039325
1739209706.0373204;-32.816014438256545
1739209706.0373235;-38.13080360867914
1739209706.0373266;-38.13080360867914
1739209706.0373297;-45.120503652039325
1739209706.0373328;-45.120503652039325
1739209706.0373359;-35.57807855764607
1739209706.037339;-45.120503652039325
1739209706.037342;-45.120503652039325
1739209706.0373454;-33.981070128970906
1739209706.0373485;-35.57807855764607
1739209706.0373516;-45.120503652039325
1739209706.0373547;-31.141103565318893
1739209706.0373578;-28.58837851428586
1739209706.037361;-45.120503652039325
1739209706.037364;-45.120503652039325
1739209706.037367;-45.120503652039325
1739209706.0373702;-45.120503652039325
1739209706.0373733;-45.120503652039325
1739209706.0373764;-45.120503652039325
1739209706.0373797;-38.13080360867914
1739209706.0373828;-35.57807855764607
1739209706.037386;-45.120503652039325
1739209706.037389;-45.120503652039325
1739209706.0373921;-38.13080360867914
1739209706.0373952;-38.13080360867914
1739209706.0373983;-45.120503652039325
1739209706.0374014;-35.57807855764607
1739209706.0374045;-38.13080360867914
1739209706.0374076;-38.13080360867914
1739209706.0374107;-32.816014438256545
1739209706.037414;-32.816014438256545
1739209706.0374172;-45.120503652039325
1739209706.0374203;-38.13080360867914
1739209706.0374234;-35.57807855764607
1739209706.0374265;-38.13080360867914
1739209706.0374296;-38.13080360867914
1739209706.0374327;-38.13080360867914
1739209706.0374358;-38.13080360867914
1739209706.0374389;-38.13080360867914
1739209706.037442;-45.120503652039325
1739209706.037445;-45.120503652039325
1739209706.0374484;-38.13080360867914
1739209706.0374515;-35.57807855764607
1739209706.0374546;-38.13080360867914
1739209706.0374577;-45.120503652039325
1739209706.0374608;-45.120503652039325
1739209706.037464;-38.13080360867914
1739209706.037467;-35.57807855764607
1739209706.03747;-38.13080360867914
1739209706.0374732;-45.120503652039325
1739209706.0374763;-45.120503652039325
1739209706.0374796;-45.120503652039325
1739209706.0374827;-30.49652367304973
1739209706.0374858;-33.981070128970906
1739209706.037489;-38.13080360867914
1739209706.037492;-45.120503652039325
1739209706.0374951;-45.120503652039325
1739209706.0374982;-38.13080360867914
1739209706.0375013;-45.120503652039325
1739209706.0375044;-38.13080360867914
1739209706.0375075;-45.120503652039325
1739209706.0375106;-45.120503652039325
1739209706.037514;-45.120503652039325
1739209706.037517;-38.13080360867914
1739209706.0375202;-38.13080360867914
1739209706.0375233;-45.120503652039325
1739209706.0375264;-38.13080360867914
1739209706.0375295;-45.120503652039325
1739209706.0375326;-38.13080360867914
1739209706.0375357;-38.13080360867914
1739209706.0375388;-38.13080360867914
1739209706.0375419;-45.120503652039325
1739209706.0375452;-32.816014438256545
1739209706.0375483;-38.13080360867914
1739209706.0375514;-35.57807855764607
1739209706.0375545;-38.13080360867914
1739209706.0375576;-33.981070128970906
1739209706.0375607;-33.981070128970906
1739209706.0375638;-35.57807855764607
1739209706.037567;-38.13080360867914
1739209706.03757;-45.120503652039325
1739209706.037573;-45.120503652039325
1739209706.0375762;-38.13080360867914
1739209706.0375795;-33.981070128970906
1739209706.0375826;-38.13080360867914
1739209706.0375857;-45.120503652039325
1739209706.0375888;-45.120503652039325
1739209706.037592;-45.120503652039325
1739209706.037595;-38.13080360867914
1739209706.0375981;-45.120503652039325
1739209706.0376012;-45.120503652039325
1739209706.0376043;-45.120503652039325
1739209706.0376074;-33.981070128970906
1739209706.0376105;-28.992665084841942
1739209706.0376139;-45.120503652039325
1739209706.037617;-45.120503652039325
1739209706.03762;-45.120503652039325
1739209706.0376232;-38.13080360867914
1739209706.0376263;-35.57807855764607
1739209706.0376294;-38.13080360867914
1739209706.0376325;-38.13080360867914
1739209706.0376356;-38.13080360867914
1739209706.0376387;-38.13080360867914
1739209706.0376418;-45.120503652039325
1739209706.0376449;-45.120503652039325
1739209706.0376482;-45.120503652039325
1739209706.0376513;-33.981070128970906
1739209706.0376544;-45.120503652039325
1739209706.0376575;-38.13080360867914
1739209706.0376606;-31.141103565318915
1739209706.0376637;-45.120503652039325
1739209706.0376668;-38.13080360867914
1739209706.03767;-38.13080360867914
1739209706.037673;-38.13080360867914
1739209706.037676;-45.120503652039325
1739209706.0376794;-45.120503652039325
1739209706.0376825;-45.120503652039325
1739209706.0376856;-38.13080360867914
1739209706.0376887;-38.13080360867914
1739209706.0376918;-45.120503652039325
1739209706.037695;-45.120503652039325
1739209706.037698;-38.13080360867914
1739209706.0377011;-45.120503652039325
1739209706.0377042;-38.13080360867914
1739209706.0377073;-45.120503652039325
1739209706.0377104;-38.13080360867914
1739209706.0377138;-38.13080360867914
1739209706.0377169;-45.120503652039325
1739209706.03772;-38.13080360867914
1739209706.037723;-38.13080360867914
1739209706.0377262;-38.13080360867914
1739209706.0377293;-45.120503652039325
1739209706.0377324;-45.120503652039325
1739209706.0377355;-45.120503652039325
1739209706.0377386;-38.13080360867914
1739209706.0377417;-45.120503652039325
1739209706.037745;-45.120503652039325
1739209706.037748;-45.120503652039325
1739209706.0377512;-45.120503652039325
1739209706.0377543;-38.13080360867914
1739209706.0377574;-38.13080360867914
1739209706.0377605;-33.981070128970906
1739209706.0377636;-45.120503652039325
1739209706.0377667;-38.13080360867914
1739209706.0377698;-45.120503652039325
1739209706.037773;-38.13080360867914
1739209706.037776;-45.120503652039325
1739209706.0377793;-38.13080360867914
1739209706.0377824;-38.13080360867914
1739209706.0377855;-32.816014438256545
1739209706.0377886;-45.120503652039325
1739209706.0377917;-45.120503652039325
1739209706.0377948;-45.120503652039325
1739209706.037798;-45.120503652039325
1739209706.037801;-32.816014438256545
1739209706.0378041;-38.13080360867914
1739209706.0378072;-45.120503652039325
1739209706.0378103;-33.981070128970906
1739209706.0378137;-35.57807855764607
1739209706.0378168;-38.13080360867914
1739209706.0378199;-45.120503652039325
1739209706.037823;-45.120503652039325
1739209706.037826;-45.120503652039325
1739209706.0378292;-45.120503652039325
1739209706.0378323;-45.120503652039325
1739209706.0378354;-38.13080360867914
1739209706.0378385;-35.57807855764607
1739209706.0378416;-38.13080360867914
1739209706.0378447;-38.13080360867914
1739209706.037848;-38.13080360867914
1739209706.037851;-35.57807855764607
1739209706.0378542;-38.13080360867914
1739209706.0378573;-38.13080360867914
1739209706.0378604;-38.13080360867914
1739209706.0378635;-45.120503652039325
1739209706.0378666;-33.981070128970906
1739209706.0378697;-38.13080360867914
1739209706.0378728;-38.13080360867914
1739209706.037876;-38.13080360867914
1739209706.0378792;-45.120503652039325
1739209706.0378823;-38.13080360867914
1739209706.0378854;-38.13080360867914
1739209706.0378885;-38.13080360867914
1739209706.0378916;-38.13080360867914
1739209706.0378947;-35.57807855764607
1739209706.0378978;-45.120503652039325
1739209706.037901;-45.120503652039325
1739209706.037904;-45.120503652039325
1739209706.0379071;-45.120503652039325
1739209706.0379102;-38.13080360867914
1739209706.0379136;-38.13080360867914
1739209706.0379167;-45.120503652039325
1739209706.0379198;-45.120503652039325
1739209706.0379229;-45.120503652039325
1739209706.037926;-32.816014438256545
1739209706.037929;-38.13080360867914
1739209706.0379322;-45.120503652039325
1739209706.0379353;-38.13080360867914
1739209706.0379384;-35.57807855764607
1739209706.0379415;-38.13080360867914
1739209706.0379448;-45.120503652039325
1739209706.037948;-45.120503652039325
1739209706.037951;-38.13080360867914
1739209706.037954;-38.13080360867914
1739209706.0379572;-45.120503652039325
1739209706.0379603;-38.13080360867914
1739209706.0379634;-45.120503652039325
1739209706.0379665;-38.13080360867914
1739209706.0379696;-45.120503652039325
1739209706.0379727;-33.981070128970906
1739209706.0379758;-38.13080360867914
1739209706.0379791;-45.120503652039325
1739209706.0379822;-45.120503652039325
1739209706.0379853;-45.120503652039325
1739209706.0379884;-29.438486411369333
1739209706.0379915;-35.57807855764607
1739209706.0379946;-45.120503652039325
1739209706.0379977;-45.120503652039325
1739209706.0380008;-38.13080360867914
1739209706.038004;-38.13080360867914
1739209706.038007;-45.120503652039325
1739209706.0380101;-45.120503652039325
1739209706.0380135;-45.120503652039325
1739209706.0380166;-38.13080360867914
1739209706.0380197;-35.57807855764607
1739209706.0380228;-38.13080360867914
1739209706.0380259;-45.120503652039325
1739209706.038029;-45.120503652039325
1739209706.038032;-45.120503652039325
1739209706.0380352;-45.120503652039325
1739209706.0380383;-45.120503652039325
1739209706.0380414;-45.120503652039325
1739209706.0380445;-38.13080360867914
1739209706.0380478;-38.13080360867914
1739209706.038051;-45.120503652039325
1739209706.038054;-45.120503652039325
1739209706.038057;-38.13080360867914
1739209706.0380602;-38.13080360867914
1739209706.0380633;-26.991370085610736
1739209706.0380664;-32.816014438256545
1739209706.0380695;-45.120503652039325
1739209706.0380726;-38.13080360867914
1739209706.0380757;-32.816014438256545
1739209706.038079;-38.13080360867914
1739209706.0380821;-45.120503652039325
1739209706.0380852;-38.13080360867914
1739209706.0380883;-38.13080360867914
1739209706.0380914;-45.120503652039325
1739209706.0380945;-38.13080360867914
1739209706.0380976;-38.13080360867914
1739209706.0381007;-38.13080360867914
1739209706.0381038;-45.120503652039325
1739209706.038107;-45.120503652039325
1739209706.03811;-45.120503652039325
1739209706.0381134;-38.13080360867914
1739209706.0381165;-38.13080360867914
1739209706.0381196;-45.120503652039325
1739209706.0381227;-45.120503652039325
1739209706.0381258;-45.120503652039325
1739209706.0381289;-38.13080360867914
1739209706.038132;-45.120503652039325
1739209706.038135;-38.13080360867914
1739209706.0381382;-28.58837851428586
1739209706.0381413;-31.141103565318915
1739209706.0381446;-45.120503652039325
1739209706.0381477;-38.13080360867914
1739209706.0381508;-38.13080360867914
1739209706.038154;-38.13080360867914
1739209706.038157;-45.120503652039325
1739209706.03816;-38.13080360867914
1739209706.0381632;-45.120503652039325
1739209706.0381663;-45.120503652039325
1739209706.0381694;-38.13080360867914
1739209706.0381725;-45.120503652039325
1739209706.0381756;-45.120503652039325
1739209706.038179;-35.57807855764607
1739209706.038182;-38.13080360867914
1739209706.0381851;-38.13080360867914
1739209706.0381882;-38.13080360867914
1739209706.0381913;-45.120503652039325
1739209706.0381944;-38.13080360867914
1739209706.0381975;-35.57807855764607
1739209706.0382006;-38.13080360867914
1739209706.0382037;-45.120503652039325
1739209706.0382068;-45.120503652039325
1739209706.03821;-38.13080360867914
1739209706.0382133;-32.816014438256545
1739209706.0382164;-33.981070128970906
1739209706.0382195;-45.120503652039325
1739209706.0382226;-45.120503652039325
1739209706.0382257;-33.981070128970906
1739209706.0382288;-35.57807855764607
1739209706.0382318;-45.120503652039325
1739209706.038235;-45.120503652039325
1739209706.038238;-45.120503652039325
1739209706.0382411;-45.120503652039325
1739209706.0382442;-45.120503652039325
1739209706.0382476;-45.120503652039325
1739209706.0382507;-32.816014438256545
1739209706.0382538;-38.13080360867914
1739209706.038257;-38.13080360867914
1739209706.03826;-38.13080360867914
1739209706.038263;-45.120503652039325
1739209706.0382662;-38.13080360867914
1739209706.0382693;-38.13080360867914
1739209706.0382724;-38.13080360867914
1739209706.0382755;-45.120503652039325
1739209706.0382788;-45.120503652039325
1739209706.038282;-38.13080360867914
1739209706.038285;-45.120503652039325
1739209706.038288;-45.120503652039325
1739209706.0382912;-33.981070128970906
1739209706.0382943;-38.13080360867914
1739209706.0382974;-45.120503652039325
1739209706.0383005;-45.120503652039325
1739209706.0383036;-38.13080360867914
1739209706.0383067;-38.13080360867914
1739209706.0383098;-45.120503652039325
1739209706.0383132;-45.120503652039325
1739209706.0383162;-38.13080360867914
1739209706.0383193;-45.120503652039325
1739209706.0383224;-38.13080360867914
1739209706.0383255;-38.13080360867914
1739209706.0383286;-38.13080360867914
1739209706.0383317;-38.13080360867914
1739209706.0383348;-45.120503652039325
1739209706.038338;-45.120503652039325
1739209706.038341;-38.13080360867914
1739209706.0383444;-45.120503652039325
1739209706.0383475;-33.981070128970906
1739209706.0383506;-38.13080360867914
1739209706.0383537;-45.120503652039325
1739209706.0383568;-45.120503652039325
1739209706.0383599;-38.13080360867914
1739209706.038363;-38.13080360867914
1739209706.038366;-31.141103565318915
1739209706.0383692;-33.981070128970906
1739209706.0383723;-45.120503652039325
1739209706.0383754;-45.120503652039325
1739209706.0383787;-38.13080360867914
1739209706.0383818;-45.120503652039325
1739209706.038385;-45.120503652039325
1739209706.038388;-32.816014438256545
1739209706.038391;-35.57807855764607
1739209706.0383942;-45.120503652039325
1739209706.0383973;-35.57807855764607
1739209706.0384004;-45.120503652039325
1739209706.0384035;-45.120503652039325
1739209706.0384066;-38.13080360867914
1739209706.0384097;-45.120503652039325
1739209706.038413;-38.13080360867914
1739209706.0384161;-38.13080360867914
1739209706.0384192;-45.120503652039325
1739209706.0384223;-38.13080360867914
1739209706.0384254;-45.120503652039325
1739209706.0384285;-38.13080360867914
1739209706.0384316;-35.57807855764607
1739209706.0384347;-38.13080360867914
1739209706.0384378;-45.120503652039325
1739209706.038441;-31.141103565318915
1739209706.038444;-33.981070128970906
1739209706.0384474;-45.120503652039325
1739209706.0384505;-45.120503652039325
1739209706.0384536;-38.13080360867914
1739209706.0384567;-45.120503652039325
1739209706.0384598;-45.120503652039325
1739209706.0384629;-31.141103565318893
1739209706.038466;-35.57807855764607
1739209706.038469;-38.13080360867914
1739209706.0384722;-33.981070128970906
1739209706.0384753;-35.57807855764607
1739209706.0384786;-38.13080360867914
1739209706.0384817;-45.120503652039325
1739209706.0384848;-38.13080360867914
1739209706.038488;-38.13080360867914
1739209706.038491;-45.120503652039325
1739209706.038494;-38.13080360867914
1739209706.0384972;-45.120503652039325
1739209706.0385003;-45.120503652039325
1739209706.0385034;-45.120503652039325
1739209706.0385065;-38.13080360867914
1739209706.0385096;-35.57807855764607
1739209706.038513;-45.120503652039325
1739209706.038516;-33.981070128970906
1739209706.0385191;-30.49652367304973
1739209706.0385222;-45.120503652039325
1739209706.0385253;-45.120503652039325
1739209706.0385284;-38.13080360867914
1739209706.0385315;-45.120503652039325
1739209706.0385346;-45.120503652039325
1739209706.0385377;-45.120503652039325
1739209706.0385408;-45.120503652039325
1739209706.0385442;-38.13080360867914
1739209706.0385473;-38.13080360867914
1739209706.0385504;-45.120503652039325
1739209706.0385535;-38.13080360867914
1739209706.0385566;-38.13080360867914
1739209706.0385597;-45.120503652039325
1739209706.0385628;-38.13080360867914
1739209706.0385659;-35.57807855764607
1739209706.038569;-33.981070128970906
1739209706.038572;-35.57807855764607
1739209706.0385752;-45.120503652039325
1739209706.0385785;-45.120503652039325
1739209706.0385816;-38.13080360867914
1739209706.0385847;-38.13080360867914
1739209706.0385878;-45.120503652039325
1739209706.038591;-38.13080360867914
1739209706.038594;-45.120503652039325
1739209706.038597;-45.120503652039325
1739209706.0386002;-45.120503652039325
1739209706.0386033;-38.13080360867914
1739209706.0386064;-45.120503652039325
1739209706.0386095;-45.120503652039325
1739209706.0386128;-38.13080360867914
1739209706.038616;-38.13080360867914
1739209706.038619;-38.13080360867914
1739209706.0386221;-38.13080360867914
1739209706.0386252;-38.13080360867914
1739209706.0386283;-33.981070128970906
1739209706.0386314;-35.57807855764607
1739209706.0386345;-45.120503652039325
1739209706.0386376;-38.13080360867914
1739209706.0386407;-38.13080360867914
1739209706.0386438;-33.981070128970906
1739209706.0386472;-35.57807855764607
1739209706.0386503;-38.13080360867914
1739209706.0386534;-35.57807855764607
1739209706.0386565;-45.120503652039325
1739209706.0386596;-38.13080360867914
1739209706.0386627;-32.816014438256545
1739209706.0386658;-38.13080360867914
1739209706.0386689;-38.13080360867914
1739209706.038672;-45.120503652039325
1739209706.038675;-45.120503652039325
1739209706.0386784;-38.13080360867914
1739209706.0386815;-38.13080360867914
1739209706.0386846;-45.120503652039325
1739209706.0386877;-45.120503652039325
1739209706.0386908;-38.13080360867914
1739209706.038694;-35.57807855764607
1739209706.038697;-38.13080360867914
1739209706.0387;-45.120503652039325
1739209706.0387032;-45.120503652039325
1739209706.0387063;-45.120503652039325
1739209706.0387094;-45.120503652039325
1739209706.0387127;-45.120503652039325
1739209706.0387158;-45.120503652039325
1739209706.038719;-28.992665084841942
1739209706.038722;-32.816014438256545
1739209706.0387251;-45.120503652039325
1739209706.0387282;-38.13080360867914
1739209706.0387313;-32.816014438256545
1739209706.0387344;-35.57807855764607
1739209706.0387375;-45.120503652039325
1739209706.0387406;-38.13080360867914
1739209706.038744;-45.120503652039325
1739209706.038747;-35.57807855764607
1739209706.0387502;-38.13080360867914
1739209706.0387533;-45.120503652039325
1739209706.0387564;-45.120503652039325
1739209706.0387595;-38.13080360867914
1739209706.0387626;-38.13080360867914
1739209706.0387657;-38.13080360867914
1739209706.0387688;-38.13080360867914
1739209706.0387719;-45.120503652039325
1739209706.038775;-45.120503652039325
1739209706.0387783;-33.981070128970906
1739209706.0387814;-45.120503652039325
1739209706.0387845;-45.120503652039325
1739209706.0387876;-45.120503652039325
1739209706.0387907;-45.120503652039325
1739209706.0387938;-38.13080360867914
1739209706.038797;-38.13080360867914
1739209706.0388;-38.13080360867914
1739209706.038803;-38.13080360867914
1739209706.0388062;-38.13080360867914
1739209706.0388093;-33.981070128970906
1739209706.0388126;-45.120503652039325
1739209706.0388157;-45.120503652039325
1739209706.0388188;-45.120503652039325
1739209706.038822;-45.120503652039325
1739209706.038825;-38.13080360867914
1739209706.0388281;-35.57807855764607
1739209706.0388312;-32.816014438256545
1739209706.0388343;-38.13080360867914
1739209706.0388374;-45.120503652039325
1739209706.0388405;-38.13080360867914
1739209706.0388436;-45.120503652039325
