CAN Message; 0x1a7:0000c2b9a50d4543
1739209764.8093452;-38.13080360867914
1739209764.8093498;-38.13080360867914
1739209764.8093545;-45.120503652039325
1739209764.809359;-27.8777449560314
1739209764.8093636;-38.13080360867914
1739209764.8093681;-45.120503652039325
1739209764.8093727;-45.120503652039325
1739209764.8093772;-35.57807855764607
1739209764.8093817;-38.13080360867914
1739209764.8093863;-38.13080360867914
1739209764.8093908;-38.13080360867914
1739209764.8093956;-33.981070128970956
1739209764.8094;-45.120503652039325
1739209764.8094046;-35.57807855764607
1739209764.8094091;-38.13080360867914
1739209764.8094137;-45.120503652039325
1739209764.8094182;-38.13080360867914
1739209764.8094227;-45.120503652039325
1739209764.8094273;-45.120503652039325
1739209764.8094318;-30.49652367304973
1739209764.8094366;-35.57807855764607
1739209764.809441;-45.120503652039325
1739209764.8094456;-45.120503652039325
1739209764.8094501;-30.49652367304973
1739209764.8094547;-38.13080360867914
1739209764.8094592;-45.120503652039325
1739209764.8094637;-38.13080360867914
1739209764.8094683;-45.120503652039325
1739209764.8094728;-45.120503652039325
1739209764.8094776;-45.120503652039325
1739209764.809482;-45.120503652039325
1739209764.8094866;-35.57807855764607
1739209764.8094912;-38.13080360867914
1739209764.8094957;-38.13080360867914
1739209764.8095002;-35.57807855764607
1739209764.8095047;-38.13080360867914
1739209764.8095093;-38.13080360867914
1739209764.8095138;-38.13080360867914
1739209764.8095186;-45.120503652039325
1739209764.809523;-35.57807855764607
1739209764.8095276;-38.13080360867914
1739209764.8095322;-38.13080360867914
1739209764.8095367;-45.120503652039325
1739209764.8095412;-32.816014438256545
1739209764.8095458;-31.141103565318893
1739209764.8095503;-45.120503652039325
1739209764.8095548;-38.13080360867914
1739209764.8095596;-38.13080360867914
1739209764.809564;-38.13080360867914
1739209764.8095686;-45.120503652039325
1739209764.8095732;-32.816014438256545
1739209764.8095777;-45.120503652039325
1739209764.8095822;-45.120503652039325
1739209764.8095868;-38.13080360867914
1739209764.8095913;-45.120503652039325
1739209764.8095958;-45.120503652039325
1739209764.8096006;-45.120503652039325
1739209764.8096051;-45.120503652039325
1739209764.8096097;-45.120503652039325
1739209764.8096142;-32.816014438256545
1739209764.8096187;-31.141103565318893
1739209764.8096232;-45.120503652039325
1739209764.8096278;-35.57807855764607
1739209764.8096323;-35.57807855764607
1739209764.8096368;-38.13080360867914
1739209764.8096416;-45.120503652039325
1739209764.8096461;-33.981070128970906
1739209764.8096507;-45.120503652039325
1739209764.8096552;-38.13080360867914
1739209764.8096597;-45.120503652039325
1739209764.8096642;-45.120503652039325
1739209764.8096688;-45.120503652039325
1739209764.8096733;-45.120503652039325
1739209764.8096778;-35.57807855764607
1739209764.8096826;-38.13080360867914
1739209764.8096871;-35.57807855764607
1739209764.8096917;-38.13080360867914
1739209764.8096962;-35.57807855764607
1739209764.8097007;-35.57807855764607
1739209764.8097053;-45.120503652039325
1739209764.8097098;-45.120503652039325
1739209764.8097143;-35.57807855764607
1739209764.8097188;-38.13080360867914
1739209764.8097236;-45.120503652039325
1739209764.8097281;-38.13080360867914
1739209764.8097327;-38.13080360867914
1739209764.8097372;-45.120503652039325
1739209764.8097417;-32.816014438256545
1739209764.8097463;-32.816014438256545
1739209764.8097508;-38.13080360867914
1739209764.8097553;-45.120503652039325
1739209764.8097599;-45.120503652039325
1739209764.8097646;-45.120503652039325
1739209764.8097692;-45.120503652039325
1739209764.8097737;-45.120503652039325
1739209764.8097782;-45.120503652039325
1739209764.8097827;-45.120503652039325
1739209764.8097873;-38.13080360867914
1739209764.8097918;-38.13080360867914
1739209764.8097963;-45.120503652039325
1739209764.8098009;-38.13080360867914
1739209764.8098056;-38.13080360867914
1739209764.8098102;-38.13080360867914
1739209764.8098147;-45.120503652039325
1739209764.8098192;-38.13080360867914
1739209764.8098238;-38.13080360867914
1739209764.8098283;-38.13080360867914
1739209764.8098328;-45.120503652039325
1739209764.8098373;-45.120503652039325
1739209764.8098419;-38.13080360867914
1739209764.8098466;-38.13080360867914
1739209764.8098512;-45.120503652039325
1739209764.8098557;-45.120503652039325
1739209764.8098602;-45.120503652039325
1739209764.8098648;-38.13080360867914
1739209764.8098693;-45.120503652039325
1739209764.8098738;-45.120503652039325
1739209764.8098783;-35.57807855764607
1739209764.8098829;-38.13080360867914
1739209764.8098876;-45.120503652039325
1739209764.8098922;-35.57807855764607
1739209764.8098967;-33.981070128970906
1739209764.8099012;-45.120503652039325
1739209764.8099058;-38.13080360867914
1739209764.8099103;-45.120503652039325
1739209764.8099148;-45.120503652039325
1739209764.8099194;-45.120503652039325
1739209764.809924;-45.120503652039325
1739209764.8099287;-45.120503652039325
1739209764.8099332;-45.120503652039325
1739209764.8099377;-45.120503652039325
1739209764.8099422;-38.13080360867914
1739209764.8099468;-38.13080360867914
1739209764.8099513;-45.120503652039325
1739209764.8099558;-38.13080360867914
1739209764.8099604;-38.13080360867914
1739209764.809965;-38.13080360867914
1739209764.8099697;-38.13080360867914
1739209764.8099742;-45.120503652039325
1739209764.8099787;-45.120503652039325
1739209764.8099833;-45.120503652039325
1739209764.8099878;-31.141103565318915
1739209764.8099923;-45.120503652039325
1739209764.8099968;-38.13080360867914
1739209764.8100014;-38.13080360867914
1739209764.810006;-38.13080360867914
1739209764.8100107;-38.13080360867914
1739209764.8100152;-38.13080360867914
1739209764.8100197;-45.120503652039325
1739209764.8100243;-45.120503652039325
1739209764.8100288;-45.120503652039325
1739209764.8100333;-45.120503652039325
1739209764.8100379;-45.120503652039325
1739209764.8100424;-45.120503652039325
1739209764.810047;-38.13080360867914
1739209764.8100517;-38.13080360867914
1739209764.8100562;-38.13080360867914
1739209764.8100607;-33.981070128970906
1739209764.8100653;-38.13080360867914
1739209764.8100698;-45.120503652039325
1739209764.8100743;-38.13080360867914
1739209764.8100789;-38.13080360867914
1739209764.8100834;-45.120503652039325
1739209764.810088;-35.57807855764607
1739209764.8100927;-45.120503652039325
1739209764.8100972;-45.120503652039325
1739209764.8101017;-38.13080360867914
1739209764.8101063;-45.120503652039325
1739209764.8101108;-45.120503652039325
1739209764.8101153;-45.120503652039325
1739209764.8101199;-45.120503652039325
1739209764.8101244;-45.120503652039325
1739209764.810129;-38.13080360867914
1739209764.8101337;-38.13080360867914
1739209764.8101382;-45.120503652039325
1739209764.8101428;-45.120503652039325
1739209764.8101473;-38.13080360867914
1739209764.8101518;-45.120503652039325
1739209764.8101563;-45.120503652039325
1739209764.8101609;-45.120503652039325
1739209764.8101654;-38.13080360867914
1739209764.81017;-35.57807855764607
1739209764.8101747;-45.120503652039325
1739209764.8101792;-45.120503652039325
1739209764.8101838;-38.13080360867914
1739209764.8101883;-38.13080360867914
1739209764.8101928;-45.120503652039325
1739209764.8101974;-38.13080360867914
1739209764.810202;-45.120503652039325
1739209764.8102064;-28.992665084841967
1739209764.810211;-45.120503652039325
1739209764.8102157;-35.57807855764607
1739209764.8102202;-33.981070128970906
1739209764.8102248;-45.120503652039325
1739209764.8102293;-35.57807855764607
1739209764.8102338;-38.13080360867914
1739209764.8102384;-45.120503652039325
1739209764.810243;-27.8777449560314
1739209764.8102474;-32.816014438256545
1739209764.810252;-38.13080360867914
1739209764.8102567;-45.120503652039325
1739209764.8102612;-33.981070128970906
1739209764.8102658;-38.13080360867914
1739209764.8102703;-45.120503652039325
1739209764.8102748;-45.120503652039325
1739209764.8102794;-45.120503652039325
1739209764.810284;-45.120503652039325
1739209764.8102884;-45.120503652039325
1739209764.810293;-45.120503652039325
1739209764.8102977;-38.13080360867914
1739209764.8103023;-38.13080360867914
1739209764.8103068;-45.120503652039325
1739209764.8103113;-45.120503652039325
1739209764.8103158;-45.120503652039325
1739209764.8103204;-45.120503652039325
1739209764.810325;-38.13080360867914
1739209764.8103294;-38.13080360867914
1739209764.810334;-38.13080360867914
1739209764.8103387;-38.13080360867914
1739209764.8103433;-45.120503652039325
1739209764.8103478;-45.120503652039325
1739209764.8103523;-29.438486411369333
1739209764.8103569;-29.438486411369333
1739209764.8103614;-45.120503652039325
1739209764.810366;-38.13080360867914
1739209764.8103704;-33.981070128970906
1739209764.810375;-45.120503652039325
1739209764.8103797;-45.120503652039325
1739209764.8103843;-38.13080360867914
1739209764.8103888;-45.120503652039325
1739209764.8103933;-45.120503652039325
1739209764.8103979;-45.120503652039325
1739209764.8104024;-45.120503652039325
1739209764.810407;-38.13080360867914
1739209764.8104115;-38.13080360867914
1739209764.810416;-45.120503652039325
1739209764.8104208;-45.120503652039325
1739209764.8104253;-32.816014438256545
1739209764.8104298;-32.816014438256545
1739209764.8104343;-45.120503652039325
1739209764.8104389;-38.13080360867914
1739209764.8104434;-38.13080360867914
1739209764.810448;-45.120503652039325
1739209764.8104525;-45.120503652039325
1739209764.810457;-38.13080360867914
1739209764.8104618;-33.981070128970906
1739209764.8104663;-45.120503652039325
1739209764.8104708;-45.120503652039325
1739209764.8104753;-45.120503652039325
1739209764.8104799;-31.141103565318893
1739209764.8104844;-32.816014438256545
1739209764.810489;-45.120503652039325
1739209764.8104935;-45.120503652039325
1739209764.810498;-45.120503652039325
1739209764.8105028;-45.120503652039325
1739209764.8105073;-45.120503652039325
1739209764.8105118;-45.120503652039325
1739209764.8105164;-45.120503652039325
1739209764.810521;-38.13080360867914
1739209764.8105254;-38.13080360867914
1739209764.81053;-38.13080360867914
1739209764.8105345;-38.13080360867914
1739209764.810539;-35.57807855764607
1739209764.8105438;-38.13080360867914
1739209764.8105483;-38.13080360867914
1739209764.8105528;-35.57807855764607
1739209764.8105574;-38.13080360867914
1739209764.810562;-38.13080360867914
1739209764.8105664;-38.13080360867914
1739209764.810571;-45.120503652039325
1739209764.8105755;-45.120503652039325
1739209764.81058;-45.120503652039325
1739209764.8105848;-45.120503652039325
1739209764.8105893;-38.13080360867914
1739209764.8105938;-33.981070128970906
1739209764.8105984;-38.13080360867914
1739209764.810603;-38.13080360867914
1739209764.8106074;-38.13080360867914
1739209764.810612;-38.13080360867914
1739209764.8106165;-38.13080360867914
1739209764.810621;-38.13080360867914
1739209764.8106258;-38.13080360867914
1739209764.8106303;-45.120503652039325
1739209764.8106349;-38.13080360867914
1739209764.8106394;-38.13080360867914
1739209764.810644;-45.120503652039325
1739209764.8106484;-38.13080360867914
1739209764.810653;-38.13080360867914
1739209764.8106575;-45.120503652039325
1739209764.810662;-45.120503652039325
1739209764.8106668;-38.13080360867914
1739209764.8106713;-38.13080360867914
1739209764.8106759;-45.120503652039325
1739209764.8106804;-45.120503652039325
1739209764.810685;-38.13080360867914
1739209764.8106894;-38.13080360867914
1739209764.810694;-45.120503652039325
1739209764.8106985;-38.13080360867914
1739209764.810703;-45.120503652039325
1739209764.8107078;-38.13080360867914
1739209764.8107123;-45.120503652039325
1739209764.8107169;-38.13080360867914
1739209764.8107214;-33.981070128970906
1739209764.810726;-38.13080360867914
1739209764.8107305;-38.13080360867914
1739209764.810735;-38.13080360867914
1739209764.8107395;-38.13080360867914
1739209764.810744;-45.120503652039325
1739209764.8107488;-45.120503652039325
1739209764.8107533;-45.120503652039325
1739209764.8107579;-38.13080360867914
1739209764.8107624;-38.13080360867914
1739209764.810767;-45.120503652039325
1739209764.8107715;-45.120503652039325
1739209764.810776;-45.120503652039325
1739209764.8107805;-35.57807855764607
1739209764.810785;-45.120503652039325
1739209764.8107898;-45.120503652039325
1739209764.8107944;-38.13080360867914
1739209764.810799;-35.57807855764607
1739209764.8108034;-35.57807855764607
1739209764.810808;-45.120503652039325
1739209764.8108125;-38.13080360867914
1739209764.810817;-35.57807855764607
1739209764.8108215;-38.13080360867914
1739209764.810826;-45.120503652039325
1739209764.8108308;-38.13080360867914
1739209764.8108354;-33.981070128970906
1739209764.81084;-45.120503652039325
1739209764.8108444;-45.120503652039325
1739209764.810849;-38.13080360867914
1739209764.8108535;-38.13080360867914
1739209764.810858;-45.120503652039325
1739209764.8108625;-45.120503652039325
1739209764.810867;-45.120503652039325
1739209764.8108718;-35.57807855764607
1739209764.8108764;-38.13080360867914
1739209764.810881;-38.13080360867914
1739209764.8108854;-38.13080360867914
1739209764.81089;-38.13080360867914
1739209764.8108945;-35.57807855764607
1739209764.810899;-45.120503652039325
1739209764.8109035;-33.981070128970906
1739209764.810908;-27.267205301931607
1739209764.8109128;-38.13080360867914
1739209764.8109174;-35.57807855764607
1739209764.810922;-35.57807855764607
1739209764.8109264;-35.57807855764607
1739209764.810931;-38.13080360867914
1739209764.8109355;-38.13080360867914
1739209764.81094;-45.120503652039325
1739209764.8109446;-33.981070128970956
1739209764.810949;-38.13080360867914
1739209764.8109539;-38.13080360867914
1739209764.8109584;-45.120503652039325
1739209764.810963;-45.120503652039325
1739209764.8109674;-45.120503652039325
1739209764.810972;-45.120503652039325
1739209764.8109765;-32.816014438256545
1739209764.810981;-33.981070128970906
1739209764.8109856;-45.120503652039325
1739209764.81099;-38.13080360867914
1739209764.8109949;-45.120503652039325
1739209764.8109994;-35.57807855764607
1739209764.811004;-38.13080360867914
1739209764.8110085;-45.120503652039325
1739209764.811013;-38.13080360867914
1739209764.8110175;-32.816014438256545
1739209764.811022;-45.120503652039325
1739209764.8110266;-33.981070128970906
1739209764.811031;-33.981070128970906
1739209764.8110359;-38.13080360867914
1739209764.8110404;-45.120503652039325
1739209764.811045;-32.816014438256545
1739209764.8110495;-38.13080360867914
1739209764.811054;-33.981070128970956
1739209764.8110585;-45.120503652039325
1739209764.811063;-33.981070128970906
1739209764.8110676;-45.120503652039325
1739209764.811072;-45.120503652039325
1739209764.8110769;-38.13080360867914
1739209764.8110814;-38.13080360867914
1739209764.811086;-45.120503652039325
1739209764.8110905;-27.8777449560314
1739209764.811095;-38.13080360867914
1739209764.8110995;-32.816014438256545
1739209764.811104;-33.981070128970906
1739209764.8111086;-35.57807855764607
1739209764.811113;-45.120503652039325
1739209764.811118;-38.13080360867914
1739209764.8111224;-38.13080360867914
1739209764.811127;-30.49652367304976
1739209764.8111315;-45.120503652039325
1739209764.811136;-32.816014438256545
1739209764.8111405;-45.120503652039325
1739209764.811145;-35.57807855764607
1739209764.8111496;-45.120503652039325
1739209764.8111541;-45.120503652039325
1739209764.811159;-38.13080360867914
1739209764.8111634;-45.120503652039325
1739209764.811168;-45.120503652039325
1739209764.8111725;-45.120503652039325
1739209764.811177;-38.13080360867914
1739209764.8111815;-45.120503652039325
1739209764.811186;-38.13080360867914
1739209764.8111906;-45.120503652039325
1739209764.8111951;-45.120503652039325
1739209764.8112;-35.57807855764607
1739209764.8112044;-35.57807855764607
1739209764.811209;-45.120503652039325
1739209764.8112135;-45.120503652039325
1739209764.811218;-35.57807855764607
1739209764.8112226;-45.120503652039325
1739209764.811227;-45.120503652039325
1739209764.8112316;-38.13080360867914
1739209764.8112361;-45.120503652039325
1739209764.811241;-45.120503652039325
1739209764.8112454;-38.13080360867914
1739209764.81125;-38.13080360867914
1739209764.8112545;-45.120503652039325
1739209764.811259;-33.981070128970906
1739209764.8112636;-45.120503652039325
1739209764.811268;-45.120503652039325
1739209764.8112726;-32.816014438256545
1739209764.8112772;-35.57807855764607
1739209764.811282;-38.13080360867914
1739209764.8112864;-45.120503652039325
1739209764.811291;-32.816014438256545
1739209764.8112955;-38.13080360867914
1739209764.8113;-45.120503652039325
1739209764.8113046;-38.13080360867914
1739209764.811309;-38.13080360867914
1739209764.8113136;-38.13080360867914
1739209764.8113182;-45.120503652039325
1739209764.811323;-45.120503652039325
1739209764.8113275;-35.57807855764607
1739209764.811332;-35.57807855764607
1739209764.8113365;-45.120503652039325
1739209764.811341;-45.120503652039325
1739209764.8113456;-45.120503652039325
1739209764.81135;-33.981070128970906
1739209764.8113546;-38.13080360867914
1739209764.8113592;-45.120503652039325
1739209764.811364;-45.120503652039325
1739209764.8113685;-38.13080360867914
1739209764.811373;-38.13080360867914
1739209764.8113775;-45.120503652039325
1739209764.811382;-45.120503652039325
1739209764.8113866;-38.13080360867914
1739209764.811391;-45.120503652039325
1739209764.8113956;-45.120503652039325
1739209764.8114004;-35.57807855764607
1739209764.811405;-31.141103565318915
1739209764.8114095;-45.120503652039325
1739209764.811414;-45.120503652039325
1739209764.8114185;-45.120503652039325
1739209764.811423;-38.13080360867914
1739209764.8114276;-45.120503652039325
1739209764.8114321;-45.120503652039325
1739209764.8114367;-38.13080360867914
1739209764.8114414;-35.57807855764607
1739209764.811446;-45.120503652039325
1739209764.8114505;-45.120503652039325
1739209764.811455;-38.13080360867914
1739209764.8114595;-45.120503652039325
1739209764.811464;-38.13080360867914
1739209764.8114686;-38.13080360867914
1739209764.8114731;-45.120503652039325
1739209764.8114777;-33.981070128970906
1739209764.8114824;-45.120503652039325
1739209764.811487;-45.120503652039325
