CAN Message; 0x77:b3c76210c9cbd45e
Timestamp;Amplitude
1739209697.758949;-45.120503652039325
1739209697.7589555;-38.13080360867914
1739209697.758962;-33.981070128970906
1739209697.7589686;-38.13080360867914
1739209697.758975;-45.120503652039325
1739209697.7589817;-45.120503652039325
1739209697.7589881;-45.120503652039325
1739209697.7589946;-38.13080360867914
1739209697.7590013;-45.120503652039325
1739209697.7590077;-45.120503652039325
1739209697.7590141;-38.13080360867914
1739209697.7590208;-45.120503652039325
1739209697.7590272;-38.13080360867914
1739209697.7590337;-38.13080360867914
1739209697.7590404;-31.141103565318915
1739209697.7590468;-38.13080360867914
1739209697.7590532;-33.981070128970906
1739209697.75906;-45.120503652039325
1739209697.7590663;-38.13080360867914
1739209697.7590728;-38.13080360867914
1739209697.7590795;-45.120503652039325
1739209697.759086;-38.13080360867914
1739209697.7590923;-31.141103565318915
1739209697.759099;-45.120503652039325
1739209697.7591054;-45.120503652039325
1739209697.759112;-38.13080360867914
1739209697.7591186;-38.13080360867914
1739209697.759125;-45.120503652039325
1739209697.7591314;-38.13080360867914
1739209697.759138;-45.120503652039325
1739209697.7591445;-38.13080360867914
1739209697.759151;-38.13080360867914
1739209697.7591577;-35.57807855764607
1739209697.759164;-35.57807855764607
1739209697.7591705;-38.13080360867914
1739209697.7591772;-45.120503652039325
1739209697.7591836;-38.13080360867914
1739209697.75919;-38.13080360867914
1739209697.7591968;-29.438486411369347
1739209697.7592032;-38.13080360867914
1739209697.7592099;-38.13080360867914
1739209697.7592163;-38.13080360867914
1739209697.7592227;-33.981070128970906
1739209697.7592294;-45.120503652039325
1739209697.7592359;-45.120503652039325
1739209697.7592423;-38.13080360867914
1739209697.759249;-31.141103565318915
1739209697.7592554;-45.120503652039325
1739209697.7592618;-38.13080360867914
1739209697.7592685;-38.13080360867914
1739209697.759275;-45.120503652039325
1739209697.7592814;-45.120503652039325
1739209697.759288;-45.120503652039325
1739209697.7592945;-45.120503652039325
1739209697.759301;-45.120503652039325
1739209697.7593076;-45.120503652039325
1739209697.759314;-45.120503652039325
1739209697.7593205;-38.13080360867914
1739209697.7593272;-38.13080360867914
1739209697.7593336;-45.120503652039325
1739209697.75934;-38.13080360867914
1739209697.7593467;-38.13080360867914
1739209697.7593532;-33.981070128970906
1739209697.7593596;-35.57807855764607
1739209697.7593663;-38.13080360867914
1739209697.7593727;-35.57807855764607
1739209697.7593791;-38.13080360867914
1739209697.7593858;-35.57807855764607
1739209697.7593923;-45.120503652039325
1739209697.7593987;-45.120503652039325
1739209697.7594054;-33.981070128970906
1739209697.7594118;-38.13080360867914
1739209697.7594182;-45.120503652039325
1739209697.759425;-38.13080360867914
1739209697.7594314;-38.13080360867914
1739209697.759438;-45.120503652039325
1739209697.7594445;-35.57807855764607
1739209697.759451;-35.57807855764607
1739209697.7594576;-38.13080360867914
1739209697.759464;-38.13080360867914
1739209697.7594705;-38.13080360867914
1739209697.7594771;-35.57807855764607
1739209697.7594836;-45.120503652039325
1739209697.75949;-32.816014438256545
1739209697.7594967;-38.13080360867914
1739209697.7595031;-45.120503652039325
1739209697.7595096;-45.120503652039325
1739209697.7595162;-45.120503652039325
1739209697.7595227;-45.120503652039325
1739209697.759529;-45.120503652039325
1739209697.7595358;-45.120503652039325
1739209697.7595422;-38.13080360867914
1739209697.759547;-45.120503652039325
1739209697.7595518;-38.13080360867914
1739209697.7595565;-45.120503652039325
1739209697.7595613;-45.120503652039325
1739209697.759566;-38.13080360867914
1739209697.7595708;-45.120503652039325
1739209697.7595756;-33.981070128970906
1739209697.7595804;-38.13080360867914
1739209697.7595851;-45.120503652039325
1739209697.75959;-45.120503652039325
1739209697.7595947;-45.120503652039325
1739209697.7595994;-29.438486411369333
1739209697.7596042;-38.13080360867914
1739209697.759609;-45.120503652039325
1739209697.7596138;-38.13080360867914
1739209697.7596185;-35.57807855764607
1739209697.7596233;-38.13080360867914
1739209697.759628;-45.120503652039325
1739209697.7596328;-45.120503652039325
1739209697.7596376;-45.120503652039325
1739209697.7596424;-45.120503652039325
1739209697.7596471;-38.13080360867914
1739209697.759652;-45.120503652039325
1739209697.7596567;-45.120503652039325
1739209697.7596614;-38.13080360867914
1739209697.7596662;-38.13080360867914
1739209697.759671;-38.13080360867914
1739209697.7596757;-45.120503652039325
1739209697.7596805;-38.13080360867914
1739209697.7596853;-38.13080360867914
1739209697.75969;-38.13080360867914
1739209697.7596948;-35.57807855764607
1739209697.7596996;-45.120503652039325
1739209697.7597044;-35.57807855764607
1739209697.7597091;-45.120503652039325
1739209697.759714;-32.816014438256545
1739209697.7597187;-38.13080360867914
1739209697.7597234;-35.57807855764607
1739209697.7597282;-38.13080360867914
1739209697.759733;-45.120503652039325
1739209697.7597377;-38.13080360867914
1739209697.7597425;-38.13080360867914
1739209697.7597473;-38.13080360867914
1739209697.759752;-31.141103565318943
1739209697.7597568;-45.120503652039325
1739209697.7597616;-35.57807855764607
1739209697.7597663;-45.120503652039325
1739209697.759771;-45.120503652039325
1739209697.7597759;-45.120503652039325
1739209697.7597806;-38.13080360867914
1739209697.7597854;-45.120503652039325
1739209697.7597902;-33.981070128970906
1739209697.759795;-35.57807855764607
1739209697.7597997;-45.120503652039325
1739209697.7598045;-38.13080360867914
1739209697.7598093;-31.141103565318893
1739209697.7598143;-45.120503652039325
1739209697.759819;-45.120503652039325
1739209697.7598238;-38.13080360867914
1739209697.7598286;-32.816014438256545
1739209697.7598333;-33.981070128970906
1739209697.759838;-38.13080360867914
1739209697.7598429;-38.13080360867914
1739209697.7598476;-38.13080360867914
1739209697.7598524;-38.13080360867914
1739209697.7598572;-45.120503652039325
1739209697.759862;-38.13080360867914
1739209697.7598667;-45.120503652039325
1739209697.7598715;-45.120503652039325
1739209697.7598763;-38.13080360867914
1739209697.759881;-38.13080360867914
1739209697.7598858;-45.120503652039325
1739209697.7598906;-45.120503652039325
1739209697.7598953;-31.141103565318893
1739209697.7599;-38.13080360867914
1739209697.7599049;-33.981070128970906
1739209697.7599096;-35.57807855764607
1739209697.7599144;-38.13080360867914
1739209697.7599192;-38.13080360867914
1739209697.759924;-45.120503652039325
1739209697.7599287;-38.13080360867914
1739209697.7599335;-38.13080360867914
1739209697.7599382;-45.120503652039325
1739209697.759943;-35.57807855764607
1739209697.7599478;-35.57807855764607
1739209697.7599525;-38.13080360867914
1739209697.7599573;-38.13080360867914
1739209697.759962;-32.816014438256545
1739209697.7599669;-38.13080360867914
1739209697.7599716;-38.13080360867914
1739209697.7599764;-35.57807855764607
1739209697.7599812;-38.13080360867914
1739209697.759986;-45.120503652039325
1739209697.7599907;-45.120503652039325
1739209697.7599955;-38.13080360867914
1739209697.7600002;-45.120503652039325
1739209697.760005;-38.13080360867914
1739209697.7600098;-45.120503652039325
1739209697.7600145;-45.120503652039325
1739209697.7600193;-38.13080360867914
1739209697.760024;-38.13080360867914
1739209697.7600288;-38.13080360867914
1739209697.7600336;-38.13080360867914
1739209697.7600384;-38.13080360867914
1739209697.7600431;-38.13080360867914
1739209697.760048;-35.57807855764607
1739209697.7600527;-38.13080360867914
1739209697.7600574;-45.120503652039325
1739209697.7600622;-33.981070128970906
1739209697.760067;-32.816014438256545
1739209697.7600718;-45.120503652039325
1739209697.7600765;-38.13080360867914
1739209697.7600813;-33.981070128970906
1739209697.760086;-38.13080360867914
1739209697.7600908;-38.13080360867914
1739209697.7600956;-45.120503652039325
1739209697.7601004;-38.13080360867914
1739209697.7601051;-35.57807855764607
1739209697.76011;-38.13080360867914
1739209697.7601147;-45.120503652039325
1739209697.7601194;-38.13080360867914
1739209697.7601242;-35.57807855764607
1739209697.760129;-38.13080360867914
1739209697.7601337;-45.120503652039325
1739209697.7601385;-38.13080360867914
1739209697.7601433;-38.13080360867914
1739209697.760148;-38.13080360867914
1739209697.7601528;-45.120503652039325
1739209697.7601576;-38.13080360867914
1739209697.7601624;-45.120503652039325
1739209697.7601671;-45.120503652039325
1739209697.760172;-45.120503652039325
1739209697.7601767;-33.981070128970906
1739209697.7601814;-35.57807855764607
1739209697.7601862;-33.981070128970906
1739209697.760191;-45.120503652039325
1739209697.7601957;-38.13080360867914
1739209697.7602005;-45.120503652039325
1739209697.7602053;-38.13080360867914
1739209697.76021;-45.120503652039325
1739209697.7602148;-38.13080360867914
1739209697.7602196;-38.13080360867914
1739209697.7602243;-38.13080360867914
1739209697.760229;-38.13080360867914
1739209697.7602339;-45.120503652039325
1739209697.7602386;-45.120503652039325
1739209697.7602434;-38.13080360867914
1739209697.7602482;-45.120503652039325
1739209697.760253;-27.267205301931607
1739209697.7602577;-28.992665084841942
1739209697.7602625;-45.120503652039325
1739209697.7602673;-45.120503652039325
1739209697.760272;-38.13080360867914
1739209697.7602768;-32.816014438256545
1739209697.7602816;-45.120503652039325
1739209697.7602863;-35.57807855764607
1739209697.760291;-35.57807855764607
1739209697.7602959;-45.120503652039325
1739209697.7603006;-38.13080360867914
1739209697.7603054;-45.120503652039325
1739209697.7603102;-38.13080360867914
1739209697.760315;-45.120503652039325
1739209697.7603197;-45.120503652039325
1739209697.7603245;-38.13080360867914
1739209697.7603292;-45.120503652039325
1739209697.760334;-45.120503652039325
1739209697.7603388;-45.120503652039325
1739209697.7603436;-35.57807855764607
1739209697.7603483;-45.120503652039325
1739209697.760353;-45.120503652039325
1739209697.760358;-45.120503652039325
1739209697.7603629;-45.120503652039325
1739209697.7603676;-30.49652367304973
1739209697.7603724;-30.49652367304973
1739209697.7603772;-45.120503652039325
1739209697.760382;-38.13080360867914
1739209697.7603867;-35.57807855764607
1739209697.7603915;-38.13080360867914
1739209697.7603962;-45.120503652039325
1739209697.760401;-31.141103565318893
1739209697.7604058;-45.120503652039325
1739209697.7604105;-38.13080360867914
1739209697.7604153;-38.13080360867914
1739209697.76042;-38.13080360867914
1739209697.7604249;-38.13080360867914
1739209697.7604296;-45.120503652039325
1739209697.7604344;-38.13080360867914
1739209697.7604392;-38.13080360867914
1739209697.760444;-35.57807855764607
1739209697.7604487;-45.120503652039325
1739209697.7604535;-38.13080360867914
1739209697.7604582;-32.816014438256545
1739209697.760463;-45.120503652039325
1739209697.7604678;-45.120503652039325
1739209697.7604725;-45.120503652039325
1739209697.7604773;-45.120503652039325
1739209697.760482;-35.57807855764607
1739209697.7604868;-35.57807855764607
1739209697.7604916;-38.13080360867914
1739209697.7604964;-45.120503652039325
1739209697.7605011;-38.13080360867914
1739209697.760506;-33.981070128970906
1739209697.7605107;-45.120503652039325
1739209697.7605155;-45.120503652039325
1739209697.7605202;-45.120503652039325
1739209697.760525;-38.13080360867914
1739209697.7605298;-38.13080360867914
1739209697.7605345;-45.120503652039325
1739209697.7605393;-33.981070128970906
1739209697.760544;-32.816014438256545
1739209697.7605488;-38.13080360867914
1739209697.7605536;-45.120503652039325
1739209697.7605584;-45.120503652039325
1739209697.7605631;-38.13080360867914
1739209697.760568;-38.13080360867914
1739209697.7605727;-45.120503652039325
1739209697.7605774;-45.120503652039325
1739209697.7605822;-38.13080360867914
1739209697.760587;-33.981070128970906
1739209697.7605917;-45.120503652039325
1739209697.7605965;-32.816014438256545
1739209697.7606013;-38.13080360867914
1739209697.760606;-45.120503652039325
1739209697.7606108;-45.120503652039325
1739209697.7606156;-35.57807855764607
1739209697.7606204;-35.57807855764607
1739209697.7606251;-45.120503652039325
1739209697.76063;-38.13080360867914
1739209697.7606347;-45.120503652039325
1739209697.7606394;-38.13080360867914
1739209697.7606442;-35.57807855764607
1739209697.760649;-38.13080360867914
1739209697.7606537;-38.13080360867914
1739209697.7606585;-32.816014438256545
1739209697.7606633;-38.13080360867914
1739209697.760668;-38.13080360867914
1739209697.7606728;-35.57807855764607
1739209697.7606776;-45.120503652039325
1739209697.7606823;-45.120503652039325
1739209697.760687;-35.57807855764607
1739209697.760692;-38.13080360867914
1739209697.7606966;-45.120503652039325
1739209697.7607014;-45.120503652039325
1739209697.7607062;-45.120503652039325
1739209697.760711;-45.120503652039325
1739209697.7607157;-45.120503652039325
1739209697.7607205;-45.120503652039325
1739209697.7607253;-45.120503652039325
1739209697.76073;-45.120503652039325
1739209697.7607348;-45.120503652039325
1739209697.7607396;-45.120503652039325
1739209697.7607443;-35.57807855764607
1739209697.760749;-45.120503652039325
1739209697.7607539;-31.141103565318915
1739209697.7607586;-28.992665084841942
1739209697.7607634;-45.120503652039325
1739209697.7607682;-45.120503652039325
1739209697.760773;-31.141103565318915
1739209697.7607777;-33.981070128970906
1739209697.7607825;-45.120503652039325
1739209697.7607872;-38.13080360867914
1739209697.760792;-45.120503652039325
1739209697.7607968;-45.120503652039325
1739209697.7608016;-45.120503652039325
1739209697.7608063;-38.13080360867914
1739209697.760811;-35.57807855764607
1739209697.7608159;-38.13080360867914
1739209697.7608206;-45.120503652039325
1739209697.7608254;-38.13080360867914
1739209697.7608302;-38.13080360867914
1739209697.760835;-38.13080360867914
1739209697.7608397;-45.120503652039325
1739209697.7608445;-38.13080360867914
1739209697.7608492;-38.13080360867914
1739209697.760854;-45.120503652039325
1739209697.7608588;-35.57807855764607
1739209697.7608635;-38.13080360867914
1739209697.7608683;-31.141103565318915
1739209697.760873;-28.992665084841942
1739209697.7608778;-45.120503652039325
1739209697.7608826;-45.120503652039325
1739209697.7608874;-38.13080360867914
1739209697.7608922;-38.13080360867914
1739209697.760897;-45.120503652039325
1739209697.760902;-45.120503652039325
1739209697.7609067;-45.120503652039325
1739209697.7609115;-38.13080360867914
1739209697.7609162;-38.13080360867914
1739209697.760921;-45.120503652039325
1739209697.7609258;-38.13080360867914
1739209697.7609305;-35.57807855764607
1739209697.7609353;-35.57807855764607
1739209697.76094;-38.13080360867914
1739209697.7609448;-38.13080360867914
1739209697.7609496;-38.13080360867914
1739209697.7609544;-45.120503652039325
1739209697.7609591;-45.120503652039325
1739209697.760964;-45.120503652039325
1739209697.7609687;-45.120503652039325
1739209697.7609735;-33.981070128970906
1739209697.7609782;-45.120503652039325
1739209697.760983;-45.120503652039325
1739209697.7609878;-38.13080360867914
1739209697.7609925;-38.13080360867914
1739209697.7609973;-38.13080360867914
1739209697.761002;-45.120503652039325
1739209697.7610068;-33.981070128970906
1739209697.7610116;-35.57807855764607
1739209697.7610164;-38.13080360867914
1739209697.7610211;-35.57807855764607
1739209697.761026;-45.120503652039325
1739209697.7610307;-45.120503652039325
1739209697.7610354;-45.120503652039325
1739209697.7610402;-45.120503652039325
1739209697.761045;-45.120503652039325
1739209697.7610497;-38.13080360867914
1739209697.7610545;-38.13080360867914
1739209697.7610593;-45.120503652039325
1739209697.761064;-38.13080360867914
1739209697.7610688;-35.57807855764607
1739209697.7610736;-35.57807855764607
1739209697.7610784;-38.13080360867914
1739209697.7610831;-38.13080360867914
1739209697.761088;-38.13080360867914
1739209697.7610927;-38.13080360867914
1739209697.7610974;-45.120503652039325
1739209697.7611022;-35.57807855764607
1739209697.761107;-32.816014438256545
1739209697.7611117;-38.13080360867914
1739209697.7611165;-38.13080360867914
1739209697.7611213;-38.13080360867914
1739209697.761126;-35.57807855764607
1739209697.7611308;-45.120503652039325
1739209697.7611356;-35.57807855764607
1739209697.7611403;-45.120503652039325
1739209697.761145;-45.120503652039325
1739209697.76115;-38.13080360867914
1739209697.7611547;-45.120503652039325
1739209697.7611594;-45.120503652039325
1739209697.7611642;-45.120503652039325
1739209697.761169;-33.981070128970906
1739209697.7611737;-45.120503652039325
1739209697.7611785;-35.57807855764607
1739209697.7611833;-32.816014438256545
1739209697.761188;-38.13080360867914
1739209697.7611928;-35.57807855764607
1739209697.7611976;-33.981070128970906
1739209697.7612023;-38.13080360867914
1739209697.761207;-45.120503652039325
1739209697.7612119;-35.57807855764607
1739209697.7612166;-38.13080360867914
1739209697.7612214;-45.120503652039325
1739209697.7612262;-38.13080360867914
1739209697.761231;-38.13080360867914
1739209697.7612357;-45.120503652039325
1739209697.7612405;-45.120503652039325
1739209697.7612453;-33.981070128970906
1739209697.76125;-38.13080360867914
1739209697.7612548;-45.120503652039325
1739209697.7612596;-45.120503652039325
1739209697.7612643;-38.13080360867914
1739209697.761269;-45.120503652039325
1739209697.7612739;-33.981070128970906
1739209697.7612786;-38.13080360867914
1739209697.7612834;-45.120503652039325
1739209697.7612882;-45.120503652039325
1739209697.761293;-33.981070128970906
1739209697.7612977;-26.035653463252796
1739209697.7613025;-38.13080360867914
1739209697.7613072;-45.120503652039325
1739209697.761312;-38.13080360867914
1739209697.7613168;-31.141103565318893
1739209697.7613215;-45.120503652039325
1739209697.7613263;-38.13080360867914
1739209697.761331;-45.120503652039325
1739209697.7613358;-38.13080360867914
1739209697.7613406;-38.13080360867914
1739209697.7613454;-38.13080360867914
1739209697.7613502;-45.120503652039325
1739209697.761355;-45.120503652039325
1739209697.7613597;-38.13080360867914
1739209697.7613645;-35.57807855764607
1739209697.7613692;-35.57807855764607
1739209697.761374;-35.57807855764607
1739209697.7613788;-38.13080360867914
1739209697.7613835;-45.120503652039325
1739209697.7613883;-38.13080360867914
1739209697.761393;-38.13080360867914
1739209697.7613978;-45.120503652039325
1739209697.7614026;-45.120503652039325
1739209697.7614074;-45.120503652039325
1739209697.7614121;-35.57807855764607
1739209697.761417;-45.120503652039325
1739209697.7614217;-38.13080360867914
1739209697.7614264;-45.120503652039325
1739209697.7614312;-33.981070128970906
1739209697.761436;-45.120503652039325
1739209697.7614408;-45.120503652039325
1739209697.7614458;-45.120503652039325
1739209697.7614505;-33.981070128970956
1739209697.7614553;-45.120503652039325
1739209697.76146;-45.120503652039325
1739209697.7614648;-45.120503652039325
1739209697.7614696;-45.120503652039325
1739209697.7614744;-45.120503652039325
1739209697.7614791;-38.13080360867914
1739209697.761484;-38.13080360867914
1739209697.7614887;-26.991370085610736
1739209697.7614934;-38.13080360867914
1739209697.7614982;-35.57807855764607
1739209697.761503;-45.120503652039325
1739209697.7615077;-45.120503652039325
1739209697.7615125;-38.13080360867914
1739209697.7615173;-38.13080360867914
1739209697.761522;-45.120503652039325
1739209697.7615268;-45.120503652039325
1739209697.7615316;-45.120503652039325
1739209697.7615364;-38.13080360867914
1739209697.7615411;-38.13080360867914
1739209697.761546;-45.120503652039325
1739209697.7615507;-38.13080360867914
1739209697.7615554;-35.57807855764607
1739209697.7615602;-38.13080360867914
1739209697.761565;-45.120503652039325
1739209697.7615697;-45.120503652039325
1739209697.7615745;-45.120503652039325
1739209697.7615793;-33.981070128970906
1739209697.761584;-45.120503652039325
1739209697.7615888;-45.120503652039325
1739209697.7615936;-38.13080360867914
1739209697.7615983;-38.13080360867914
1739209697.761603;-38.13080360867914
1739209697.761608;-38.13080360867914
1739209697.7616127;-45.120503652039325
1739209697.7616174;-38.13080360867914
1739209697.7616222;-38.13080360867914
1739209697.761627;-38.13080360867914
1739209697.7616317;-38.13080360867914
1739209697.7616365;-38.13080360867914
1739209697.7616413;-45.120503652039325
1739209697.761646;-45.120503652039325
1739209697.7616508;-35.57807855764607
1739209697.7616556;-38.13080360867914
1739209697.7616603;-45.120503652039325
1739209697.761665;-33.981070128970906
1739209697.7616699;-35.57807855764607
1739209697.7616746;-38.13080360867914
1739209697.7616794;-38.13080360867914
1739209697.7616842;-38.13080360867914
1739209697.761689;-35.57807855764607
1739209697.7616937;-38.13080360867914
1739209697.7616985;-45.120503652039325
1739209697.7617033;-38.13080360867914
1739209697.761708;-35.57807855764607
1739209697.7617128;-38.13080360867914
1739209697.7617176;-45.120503652039325
1739209697.7617223;-33.981070128970906
1739209697.761727;-38.13080360867914
1739209697.7617319;-45.120503652039325
1739209697.7617366;-45.120503652039325
1739209697.7617414;-38.13080360867914
1739209697.7617462;-35.57807855764607
1739209697.761751;-38.13080360867914
1739209697.7617557;-45.120503652039325
1739209697.7617605;-38.13080360867914
1739209697.7617652;-38.13080360867914
1739209697.76177;-35.57807855764607
1739209697.7617748;-45.120503652039325
1739209697.7617795;-45.120503652039325
1739209697.7617843;-32.816014438256545
1739209697.761789;-38.13080360867914
1739209697.7617939;-45.120503652039325
1739209697.7617986;-31.141103565318915
1739209697.7618034;-33.981070128970906
1739209697.7618082;-45.120503652039325
1739209697.761813;-45.120503652039325
1739209697.7618177;-38.13080360867914
1739209697.7618225;-38.13080360867914
1739209697.7618272;-38.13080360867914
1739209697.761832;-45.120503652039325
1739209697.7618368;-38.13080360867914
1739209697.7618415;-35.57807855764607
1739209697.7618463;-38.13080360867914
1739209697.761851;-45.120503652039325
1739209697.7618558;-38.13080360867914
1739209697.7618606;-35.57807855764607
1739209697.7618654;-38.13080360867914
1739209697.7618701;-45.120503652039325
1739209697.761875;-38.13080360867914
1739209697.7618797;-38.13080360867914
1739209697.7618845;-35.57807855764607
1739209697.7618892;-45.120503652039325
1739209697.761894;-45.120503652039325
1739209697.7618988;-38.13080360867914
1739209697.7619035;-38.13080360867914
1739209697.7619083;-45.120503652039325
1739209697.761913;-28.992665084841942
1739209697.7619178;-33.981070128970906
1739209697.7619226;-45.120503652039325
1739209697.7619274;-45.120503652039325
1739209697.7619321;-38.13080360867914
1739209697.761937;-38.13080360867914
1739209697.7619417;-45.120503652039325
1739209697.7619464;-35.57807855764607
1739209697.7619512;-31.14110356531892
1739209697.761956;-45.120503652039325
1739209697.7619607;-38.13080360867914
1739209697.7619655;-38.13080360867914
1739209697.7619703;-33.981070128970906
1739209697.761975;-45.120503652039325
1739209697.7619798;-45.120503652039325
1739209697.7619848;-45.120503652039325
1739209697.7619896;-45.120503652039325
1739209697.7619944;-45.120503652039325
1739209697.7619991;-45.120503652039325
1739209697.762004;-38.13080360867914
1739209697.7620087;-38.13080360867914
1739209697.7620134;-45.120503652039325
1739209697.7620182;-38.13080360867914
1739209697.762023;-38.13080360867914
1739209697.7620277;-31.141103565318915
1739209697.7620325;-33.981070128970906
1739209697.7620373;-45.120503652039325
1739209697.762042;-38.13080360867914
1739209697.7620468;-35.57807855764607
1739209697.7620516;-38.13080360867914
1739209697.7620564;-45.120503652039325
1739209697.762061;-35.57807855764607
1739209697.762066;-38.13080360867914
1739209697.7620707;-35.57807855764607
1739209697.7620754;-38.13080360867914
1739209697.7620802;-45.120503652039325
1739209697.762085;-38.13080360867914
1739209697.7620897;-45.120503652039325
1739209697.7620945;-38.13080360867914
1739209697.7620993;-45.120503652039325
1739209697.762104;-31.141103565318915
1739209697.7621088;-30.49652367304973
1739209697.7621136;-38.13080360867914
1739209697.7621183;-35.57807855764607
1739209697.762123;-33.981070128970906
1739209697.7621279;-32.816014438256545
1739209697.7621326;-45.120503652039325
1739209697.7621374;-32.816014438256545
1739209697.7621422;-45.120503652039325
1739209697.762147;-45.120503652039325
1739209697.7621517;-38.13080360867914
1739209697.7621565;-45.120503652039325
1739209697.7621613;-38.13080360867914
1739209697.762166;-35.57807855764607
1739209697.7621708;-38.13080360867914
1739209697.7621756;-45.120503652039325
1739209697.7621803;-38.13080360867914
1739209697.762185;-38.13080360867914
1739209697.7621899;-38.13080360867914
1739209697.7621946;-45.120503652039325
1739209697.7621994;-45.120503652039325
1739209697.7622042;-38.13080360867914
1739209697.762209;-38.13080360867914
1739209697.7622137;-45.120503652039325
1739209697.7622185;-38.13080360867914
1739209697.7622232;-33.981070128970906
1739209697.762228;-45.120503652039325
1739209697.7622328;-45.120503652039325
1739209697.7622375;-33.981070128970906
1739209697.7622423;-38.13080360867914
1739209697.762247;-45.120503652039325
1739209697.7622519;-45.120503652039325
1739209697.7622566;-45.120503652039325
1739209697.7622614;-45.120503652039325
1739209697.7622662;-38.13080360867914
1739209697.762271;-45.120503652039325
1739209697.7622757;-45.120503652039325
1739209697.7622805;-38.13080360867914
1739209697.7622852;-35.57807855764607
1739209697.76229;-38.13080360867914
1739209697.7622948;-45.120503652039325
1739209697.7622995;-45.120503652039325
1739209697.7623043;-38.13080360867914
1739209697.762309;-35.57807855764607
1739209697.7623138;-45.120503652039325
1739209697.7623186;-45.120503652039325
1739209697.7623234;-45.120503652039325
1739209697.7623281;-38.13080360867914
1739209697.762333;-38.13080360867914
1739209697.7623377;-45.120503652039325
1739209697.7623425;-45.120503652039325
1739209697.7623472;-38.13080360867914
1739209697.762352;-45.120503652039325
1739209697.7623568;-38.13080360867914
1739209697.7623615;-45.120503652039325
1739209697.7623663;-45.120503652039325
1739209697.762371;-45.120503652039325
1739209697.7623758;-33.981070128970906
1739209697.7623806;-33.981070128970906
1739209697.7623854;-45.120503652039325
1739209697.7623901;-45.120503652039325
1739209697.762395;-38.13080360867914
1739209697.7623997;-32.816014438256545
1739209697.7624044;-45.120503652039325
1739209697.7624092;-38.13080360867914
1739209697.762414;-45.120503652039325
1739209697.7624187;-45.120503652039325
1739209697.7624235;-35.57807855764607
1739209697.7624283;-38.13080360867914
1739209697.762433;-38.13080360867914
1739209697.7624378;-45.120503652039325
1739209697.7624426;-45.120503652039325
1739209697.7624474;-33.981070128970906
1739209697.7624521;-31.141103565318893
1739209697.762457;-38.13080360867914
1739209697.7624617;-45.120503652039325
1739209697.7624664;-38.13080360867914
1739209697.7624712;-31.141103565318893
1739209697.762476;-38.13080360867914
1739209697.7624807;-45.120503652039325
1739209697.7624855;-45.120503652039325
1739209697.7624903;-33.981070128970906
1739209697.762495;-31.141103565318915
1739209697.7624998;-45.120503652039325
1739209697.7625046;-45.120503652039325
1739209697.7625093;-45.120503652039325
1739209697.762514;-38.13080360867914
1739209697.762519;-45.120503652039325
1739209697.7625237;-38.13080360867914
1739209697.7625287;-38.13080360867914
1739209697.7625334;-45.120503652039325
1739209697.7625382;-38.13080360867914
1739209697.762543;-45.120503652039325
1739209697.7625477;-45.120503652039325
1739209697.7625525;-38.13080360867914
1739209697.7625573;-35.57807855764607
1739209697.762562;-38.13080360867914
1739209697.7625668;-45.120503652039325
1739209697.7625716;-38.13080360867914
1739209697.7625763;-38.13080360867914
1739209697.762581;-38.13080360867914
1739209697.7625859;-45.120503652039325
1739209697.7625906;-45.120503652039325
1739209697.7625954;-32.816014438256545
1739209697.7626002;-38.13080360867914
1739209697.762605;-38.13080360867914
1739209697.7626097;-31.141103565318915
1739209697.7626145;-45.120503652039325
1739209697.7626193;-38.13080360867914
1739209697.762624;-38.13080360867914
1739209697.7626288;-33.981070128970906
1739209697.7626336;-38.13080360867914
1739209697.7626383;-38.13080360867914
1739209697.762643;-38.13080360867914
1739209697.7626479;-35.57807855764607
1739209697.7626526;-45.120503652039325
1739209697.7626574;-45.120503652039325
1739209697.7626622;-45.120503652039325
1739209697.762667;-45.120503652039325
1739209697.7626717;-45.120503652039325
1739209697.7626765;-38.13080360867914
1739209697.7626812;-38.13080360867914
1739209697.762686;-31.141103565318915
1739209697.7626908;-38.13080360867914
1739209697.7626956;-38.13080360867914
1739209697.7627003;-38.13080360867914
1739209697.762705;-38.13080360867914
1739209697.7627099;-45.120503652039325
1739209697.7627146;-38.13080360867914
1739209697.7627194;-38.13080360867914
1739209697.7627242;-38.13080360867914
1739209697.762729;-45.120503652039325
1739209697.7627337;-38.13080360867914
1739209697.7627385;-35.57807855764607
1739209697.7627432;-38.13080360867914
1739209697.762748;-45.120503652039325
1739209697.7627528;-38.13080360867914
1739209697.7627575;-32.816014438256545
1739209697.7627623;-45.120503652039325
1739209697.762767;-45.120503652039325
1739209697.7627718;-45.120503652039325
1739209697.7627766;-45.120503652039325
1739209697.7627814;-38.13080360867914
1739209697.7627861;-45.120503652039325
1739209697.762791;-45.120503652039325
1739209697.7627957;-45.120503652039325
1739209697.7628005;-38.13080360867914
1739209697.7628052;-45.120503652039325
1739209697.76281;-38.13080360867914
1739209697.7628148;-45.120503652039325
1739209697.7628195;-38.13080360867914
1739209697.7628243;-45.120503652039325
1739209697.762829;-45.120503652039325
1739209697.7628338;-38.13080360867914
1739209697.7628386;-38.13080360867914
1739209697.7628434;-45.120503652039325
1739209697.7628481;-45.120503652039325
1739209697.762853;-38.13080360867914
