CAN Message; 0x39:097070ba398435bf
Timestamp;Amplitude
1739209699.6321096;-38.13080360867914
1739209699.6321118;-38.13080360867914
1739209699.632114;-32.816014438256545
1739209699.632116;-38.13080360867914
1739209699.6321185;-45.120503652039325
1739209699.6321206;-45.120503652039325
1739209699.6321228;-33.981070128970956
1739209699.632125;-38.13080360867914
1739209699.632127;-45.120503652039325
1739209699.6321292;-45.120503652039325
1739209699.6321313;-38.13080360867914
1739209699.6321335;-38.13080360867914
1739209699.6321359;-45.120503652039325
1739209699.632138;-38.13080360867914
1739209699.6321402;-31.141103565318915
1739209699.6321423;-45.120503652039325
1739209699.6321445;-45.120503652039325
1739209699.6321466;-45.120503652039325
1739209699.6321487;-38.13080360867914
1739209699.632151;-33.981070128970906
1739209699.6321533;-45.120503652039325
1739209699.6321554;-45.120503652039325
1739209699.6321576;-45.120503652039325
1739209699.6321597;-45.120503652039325
1739209699.6321619;-45.120503652039325
1739209699.632164;-45.120503652039325
1739209699.6321661;-38.13080360867914
1739209699.6321683;-38.13080360867914
1739209699.6321704;-45.120503652039325
1739209699.6321728;-45.120503652039325
1739209699.632175;-45.120503652039325
1739209699.632177;-45.120503652039325
1739209699.6321793;-35.57807855764607
1739209699.6321814;-38.13080360867914
1739209699.6321836;-38.13080360867914
1739209699.6321857;-45.120503652039325
1739209699.6321878;-38.13080360867914
1739209699.6321902;-45.120503652039325
1739209699.6321924;-29.438486411369333
1739209699.6321945;-35.57807855764607
1739209699.6321967;-45.120503652039325
1739209699.6321988;-33.981070128970906
1739209699.632201;-35.57807855764607
1739209699.632203;-38.13080360867914
1739209699.6322052;-38.13080360867914
1739209699.6322074;-38.13080360867914
1739209699.6322098;-33.981070128970956
1739209699.632212;-45.120503652039325
1739209699.632214;-38.13080360867914
1739209699.6322162;-38.13080360867914
1739209699.6322184;-45.120503652039325
1739209699.6322205;-45.120503652039325
1739209699.6322227;-45.120503652039325
1739209699.6322248;-45.120503652039325
1739209699.6322272;-31.141103565318893
1739209699.6322293;-38.13080360867914
1739209699.6322315;-45.120503652039325
1739209699.6322336;-38.13080360867914
1739209699.6322358;-35.57807855764607
1739209699.632238;-38.13080360867914
1739209699.63224;-38.13080360867914
1739209699.6322422;-32.816014438256545
1739209699.6322446;-45.120503652039325
1739209699.6322467;-45.120503652039325
1739209699.6322489;-45.120503652039325
1739209699.632251;-45.120503652039325
1739209699.6322532;-45.120503652039325
1739209699.6322553;-38.13080360867914
1739209699.6322575;-45.120503652039325
1739209699.6322596;-45.120503652039325
1739209699.6322618;-38.13080360867914
1739209699.6322641;-45.120503652039325
1739209699.6322663;-38.13080360867914
1739209699.6322684;-38.13080360867914
1739209699.6322706;-45.120503652039325
1739209699.6322727;-45.120503652039325
1739209699.6322749;-45.120503652039325
1739209699.632277;-45.120503652039325
1739209699.6322792;-35.57807855764607
1739209699.6322815;-35.57807855764607
1739209699.6322837;-45.120503652039325
1739209699.6322858;-38.13080360867914
1739209699.632288;-32.816014438256545
1739209699.6322901;-35.57807855764607
1739209699.6322923;-45.120503652039325
1739209699.6322944;-45.120503652039325
1739209699.6322966;-45.120503652039325
1739209699.6322987;-45.120503652039325
1739209699.632301;-38.13080360867914
1739209699.6323032;-38.13080360867914
1739209699.6323054;-38.13080360867914
1739209699.6323075;-45.120503652039325
1739209699.6323097;-45.120503652039325
1739209699.6323118;-45.120503652039325
1739209699.632314;-31.141103565318893
1739209699.632316;-28.58837851428586
1739209699.6323185;-45.120503652039325
1739209699.6323206;-45.120503652039325
1739209699.6323228;-35.57807855764607
1739209699.632325;-35.57807855764607
1739209699.632327;-45.120503652039325
1739209699.6323292;-38.13080360867914
1739209699.6323314;-45.120503652039325
1739209699.6323335;-33.981070128970956
1739209699.632336;-38.13080360867914
1739209699.632338;-45.120503652039325
1739209699.6323402;-45.120503652039325
1739209699.6323423;-38.13080360867914
1739209699.6323445;-38.13080360867914
1739209699.6323466;-38.13080360867914
1739209699.6323488;-38.13080360867914
1739209699.632351;-30.49652367304973
1739209699.632353;-33.981070128970906
1739209699.6323555;-38.13080360867914
1739209699.6323576;-38.13080360867914
1739209699.6323597;-38.13080360867914
1739209699.632362;-38.13080360867914
1739209699.632364;-38.13080360867914
1739209699.6323662;-45.120503652039325
1739209699.6323683;-35.57807855764607
1739209699.6323705;-35.57807855764607
1739209699.6323729;-33.981070128970906
1739209699.632375;-45.120503652039325
1739209699.6323771;-45.120503652039325
1739209699.6323793;-35.57807855764607
1739209699.6323814;-35.57807855764607
1739209699.6323836;-45.120503652039325
1739209699.6323857;-33.981070128970906
1739209699.6323879;-32.816014438256545
1739209699.63239;-38.13080360867914
1739209699.6323924;-38.13080360867914
1739209699.6323946;-38.13080360867914
1739209699.6323967;-32.816014438256545
1739209699.6323988;-38.13080360867914
1739209699.632401;-45.120503652039325
1739209699.6324031;-45.120503652039325
1739209699.6324053;-38.13080360867914
1739209699.6324074;-38.13080360867914
1739209699.6324098;-38.13080360867914
1739209699.632412;-38.13080360867914
1739209699.632414;-35.57807855764607
1739209699.6324162;-35.57807855764607
1739209699.6324184;-45.120503652039325
1739209699.6324205;-45.120503652039325
1739209699.6324227;-45.120503652039325
1739209699.6324248;-45.120503652039325
1739209699.6324272;-45.120503652039325
1739209699.6324294;-45.120503652039325
1739209699.6324315;-45.120503652039325
1739209699.6324337;-38.13080360867914
1739209699.6324358;-32.816014438256545
1739209699.632438;-33.981070128970906
1739209699.63244;-35.57807855764607
1739209699.6324422;-38.13080360867914
1739209699.6324444;-45.120503652039325
1739209699.6324468;-33.981070128970906
1739209699.632449;-45.120503652039325
1739209699.632451;-45.120503652039325
1739209699.6324532;-35.57807855764607
1739209699.6324553;-38.13080360867914
1739209699.6324575;-45.120503652039325
1739209699.6324596;-45.120503652039325
1739209699.6324618;-38.13080360867914
1739209699.6324642;-38.13080360867914
1739209699.6324663;-45.120503652039325
1739209699.6324685;-45.120503652039325
1739209699.6324706;-38.13080360867914
1739209699.6324728;-31.141103565318915
1739209699.632475;-38.13080360867914
1739209699.632477;-45.120503652039325
1739209699.6324792;-35.57807855764607
1739209699.6324813;-38.13080360867914
1739209699.6324837;-38.13080360867914
1739209699.6324859;-38.13080360867914
1739209699.632488;-38.13080360867914
1739209699.6324902;-38.13080360867914
1739209699.6324923;-45.120503652039325
1739209699.6324944;-45.120503652039325
1739209699.6324966;-32.816014438256545
1739209699.6324987;-35.57807855764607
1739209699.6325011;-45.120503652039325
1739209699.6325033;-32.816014438256545
1739209699.6325054;-38.13080360867914
1739209699.6325076;-45.120503652039325
1739209699.6325097;-45.120503652039325
1739209699.6325119;-45.120503652039325
1739209699.632514;-45.120503652039325
1739209699.6325161;-45.120503652039325
1739209699.6325185;-33.981070128970906
1739209699.6325207;-38.13080360867914
1739209699.6325228;-38.13080360867914
1739209699.632525;-38.13080360867914
1739209699.632527;-30.49652367304973
1739209699.6325293;-38.13080360867914
1739209699.6325314;-45.120503652039325
1739209699.6325336;-45.120503652039325
1739209699.6325357;-38.13080360867914
1739209699.632538;-38.13080360867914
1739209699.6325402;-45.120503652039325
1739209699.6325424;-38.13080360867914
1739209699.6325445;-45.120503652039325
1739209699.6325467;-38.13080360867914
1739209699.6325488;-45.120503652039325
1739209699.632551;-33.981070128970906
1739209699.632553;-45.120503652039325
1739209699.6325555;-45.120503652039325
1739209699.6325576;-35.57807855764607
1739209699.6325598;-38.13080360867914
1739209699.632562;-32.816014438256545
1739209699.632564;-35.57807855764607
1739209699.6325662;-38.13080360867914
1739209699.6325684;-45.120503652039325
1739209699.6325705;-35.57807855764607
1739209699.6325727;-38.13080360867914
1739209699.632575;-45.120503652039325
1739209699.6325772;-45.120503652039325
1739209699.6325793;-45.120503652039325
1739209699.6325815;-45.120503652039325
1739209699.6325836;-31.141103565318893
1739209699.6325858;-33.981070128970906
1739209699.632588;-45.120503652039325
1739209699.63259;-38.13080360867914
1739209699.6325924;-38.13080360867914
1739209699.6325946;-45.120503652039325
1739209699.6325967;-45.120503652039325
1739209699.6325989;-45.120503652039325
1739209699.632601;-45.120503652039325
1739209699.6326032;-38.13080360867914
1739209699.6326053;-35.57807855764607
1739209699.6326075;-38.13080360867914
1739209699.6326098;-38.13080360867914
1739209699.632612;-38.13080360867914
1739209699.6326141;-30.49652367304973
1739209699.6326163;-35.57807855764607
1739209699.6326184;-45.120503652039325
1739209699.6326206;-45.120503652039325
1739209699.6326227;-38.13080360867914
1739209699.6326249;-38.13080360867914
1739209699.632627;-45.120503652039325
1739209699.6326294;-38.13080360867914
1739209699.6326315;-45.120503652039325
1739209699.6326337;-45.120503652039325
1739209699.6326358;-38.13080360867914
1739209699.632638;-38.13080360867914
1739209699.6326401;-38.13080360867914
