CAN Message; 0x77:3e484afd9234d671
Timestamp;Amplitude
1739209772.2047288;-45.120503652039325
1739209772.2047324;-45.120503652039325
1739209772.2047358;-45.120503652039325
1739209772.204739;-45.120503652039325
1739209772.2047427;-38.13080360867914
1739209772.204746;-45.120503652039325
1739209772.2047493;-45.120503652039325
1739209772.204753;-45.120503652039325
1739209772.2047563;-45.120503652039325
1739209772.2047596;-38.13080360867914
1739209772.2047632;-38.13080360867914
1739209772.2047665;-45.120503652039325
1739209772.2047698;-38.13080360867914
1739209772.2047734;-38.13080360867914
1739209772.2047768;-45.120503652039325
1739209772.20478;-38.13080360867914
1739209772.2047837;-38.13080360867914
1739209772.204787;-31.141103565318893
1739209772.2047904;-27.267205301931607
1739209772.204794;-38.13080360867914
1739209772.2047973;-38.13080360867914
1739209772.2048006;-35.57807855764607
1739209772.2048042;-38.13080360867914
1739209772.2048075;-38.13080360867914
1739209772.204811;-45.120503652039325
1739209772.2048144;-38.13080360867914
1739209772.2048178;-28.992665084841942
1739209772.2048213;-45.120503652039325
1739209772.2048247;-45.120503652039325
1739209772.204828;-38.13080360867914
1739209772.2048316;-38.13080360867914
1739209772.204835;-45.120503652039325
1739209772.2048383;-45.120503652039325
1739209772.2048419;-45.120503652039325
1739209772.2048452;-30.49652367304973
1739209772.2048485;-38.13080360867914
1739209772.204852;-38.13080360867914
1739209772.2048554;-35.57807855764607
1739209772.2048588;-33.981070128970906
1739209772.2048624;-38.13080360867914
1739209772.2048657;-38.13080360867914
1739209772.204869;-45.120503652039325
1739209772.2048726;-33.981070128970906
1739209772.204876;-45.120503652039325
1739209772.2048793;-45.120503652039325
1739209772.2048829;-32.816014438256545
1739209772.2048862;-38.13080360867914
1739209772.2048895;-45.120503652039325
1739209772.204893;-38.13080360867914
1739209772.2048965;-32.816014438256545
1739209772.2049;-33.981070128970906
1739209772.2049034;-45.120503652039325
1739209772.2049067;-38.13080360867914
1739209772.2049103;-35.57807855764607
1739209772.2049136;-33.981070128970906
1739209772.204917;-35.57807855764607
1739209772.2049205;-38.13080360867914
1739209772.2049239;-35.57807855764607
1739209772.2049272;-35.57807855764607
1739209772.2049308;-38.13080360867914
1739209772.2049341;-38.13080360867914
1739209772.2049375;-38.13080360867914
1739209772.204941;-45.120503652039325
1739209772.2049444;-45.120503652039325
1739209772.2049477;-45.120503652039325
1739209772.2049513;-45.120503652039325
1739209772.2049546;-38.13080360867914
1739209772.204958;-45.120503652039325
1739209772.2049615;-38.13080360867914
1739209772.2049649;-35.57807855764607
1739209772.2049682;-32.816014438256545
1739209772.2049718;-45.120503652039325
1739209772.2049751;-45.120503652039325
1739209772.2049787;-45.120503652039325
1739209772.204982;-45.120503652039325
1739209772.2049854;-38.13080360867914
1739209772.204989;-35.57807855764607
1739209772.2049923;-38.13080360867914
1739209772.2049956;-38.13080360867914
1739209772.2049992;-35.57807855764607
1739209772.2050025;-38.13080360867914
1739209772.205006;-35.57807855764607
1739209772.2050095;-35.57807855764607
1739209772.2050128;-38.13080360867914
1739209772.2050161;-45.120503652039325
1739209772.2050197;-45.120503652039325
1739209772.205023;-35.57807855764607
1739209772.2050264;-38.13080360867914
1739209772.20503;-38.13080360867914
1739209772.2050333;-38.13080360867914
1739209772.2050366;-45.120503652039325
1739209772.2050402;-38.13080360867914
1739209772.2050436;-45.120503652039325
1739209772.205047;-45.120503652039325
1739209772.2050505;-45.120503652039325
1739209772.2050538;-32.816014438256545
1739209772.2050571;-35.57807855764607
1739209772.2050607;-38.13080360867914
1739209772.205064;-35.57807855764607
1739209772.2050676;-38.13080360867914
1739209772.205071;-38.13080360867914
1739209772.2050743;-38.13080360867914
1739209772.205078;-35.57807855764607
1739209772.2050812;-45.120503652039325
1739209772.2050846;-38.13080360867914
1739209772.2050881;-45.120503652039325
1739209772.2050915;-45.120503652039325
1739209772.2050948;-45.120503652039325
1739209772.2050984;-45.120503652039325
1739209772.2051017;-45.120503652039325
1739209772.205105;-38.13080360867914
1739209772.2051086;-32.816014438256545
1739209772.205112;-45.120503652039325
1739209772.2051153;-45.120503652039325
1739209772.205119;-38.13080360867914
1739209772.2051222;-35.57807855764607
1739209772.2051256;-45.120503652039325
1739209772.2051291;-45.120503652039325
1739209772.2051325;-45.120503652039325
1739209772.2051358;-38.13080360867914
1739209772.2051394;-38.13080360867914
1739209772.2051427;-45.120503652039325
1739209772.205146;-38.13080360867914
1739209772.2051497;-45.120503652039325
1739209772.205153;-45.120503652039325
1739209772.2051566;-45.120503652039325
1739209772.20516;-45.120503652039325
1739209772.2051632;-35.57807855764607
1739209772.2051668;-38.13080360867914
1739209772.2051702;-38.13080360867914
1739209772.2051735;-38.13080360867914
1739209772.205177;-32.816014438256545
1739209772.2051804;-33.981070128970906
1739209772.2051837;-45.120503652039325
1739209772.2051873;-45.120503652039325
1739209772.2051907;-38.13080360867914
1739209772.205194;-33.981070128970906
1739209772.2051976;-38.13080360867914
1739209772.205201;-35.57807855764607
1739209772.2052042;-38.13080360867914
1739209772.2052078;-45.120503652039325
1739209772.2052112;-45.120503652039325
1739209772.2052145;-45.120503652039325
1739209772.205218;-38.13080360867914
1739209772.2052214;-45.120503652039325
1739209772.2052248;-45.120503652039325
1739209772.2052283;-38.13080360867914
1739209772.2052317;-38.13080360867914
1739209772.2052352;-35.57807855764607
1739209772.2052386;-35.57807855764607
1739209772.205242;-45.120503652039325
1739209772.2052455;-38.13080360867914
1739209772.2052488;-38.13080360867914
1739209772.2052522;-45.120503652039325
1739209772.2052557;-33.981070128970906
1739209772.205259;-45.120503652039325
1739209772.2052624;-45.120503652039325
1739209772.205266;-35.57807855764607
1739209772.2052693;-38.13080360867914
1739209772.2052727;-45.120503652039325
1739209772.2052763;-38.13080360867914
1739209772.2052796;-32.816014438256545
1739209772.205283;-38.13080360867914
1739209772.2052865;-45.120503652039325
1739209772.2052898;-38.13080360867914
1739209772.2052932;-38.13080360867914
1739209772.2052968;-33.981070128970906
1739209772.2053;-45.120503652039325
1739209772.2053034;-38.13080360867914
1739209772.205307;-32.816014438256545
1739209772.2053103;-38.13080360867914
1739209772.2053137;-45.120503652039325
1739209772.2053173;-38.13080360867914
1739209772.2053206;-38.13080360867914
1739209772.2053242;-33.981070128970906
1739209772.2053275;-45.120503652039325
1739209772.2053308;-45.120503652039325
1739209772.2053344;-32.816014438256545
1739209772.2053378;-33.981070128970906
1739209772.205341;-45.120503652039325
1739209772.2053447;-29.438486411369347
1739209772.205348;-38.13080360867914
1739209772.2053514;-38.13080360867914
1739209772.205355;-38.13080360867914
1739209772.2053583;-38.13080360867914
1739209772.2053616;-32.816014438256545
1739209772.2053652;-38.13080360867914
1739209772.2053685;-45.120503652039325
1739209772.2053719;-33.981070128970906
1739209772.2053754;-35.57807855764607
1739209772.2053788;-45.120503652039325
1739209772.205382;-45.120503652039325
1739209772.2053857;-45.120503652039325
1739209772.205389;-45.120503652039325
1739209772.2053924;-45.120503652039325
1739209772.205396;-45.120503652039325
1739209772.2053993;-30.49652367304973
1739209772.2054026;-38.13080360867914
1739209772.2054062;-45.120503652039325
1739209772.2054095;-38.13080360867914
1739209772.205413;-38.13080360867914
1739209772.2054164;-45.120503652039325
1739209772.2054198;-45.120503652039325
1739209772.2054234;-45.120503652039325
1739209772.2054267;-28.992665084841942
1739209772.20543;-38.13080360867914
1739209772.2054336;-38.13080360867914
1739209772.205437;-45.120503652039325
1739209772.2054403;-38.13080360867914
1739209772.2054439;-32.816014438256545
1739209772.2054472;-45.120503652039325
1739209772.2054505;-45.120503652039325
1739209772.205454;-30.49652367304973
1739209772.2054574;-38.13080360867914
1739209772.2054608;-38.13080360867914
1739209772.2054644;-35.57807855764607
1739209772.2054677;-38.13080360867914
1739209772.205471;-45.120503652039325
1739209772.2054746;-45.120503652039325
1739209772.205478;-45.120503652039325
1739209772.2054813;-33.981070128970906
1739209772.2054849;-45.120503652039325
1739209772.2054882;-45.120503652039325
1739209772.2054918;-45.120503652039325
1739209772.205495;-38.13080360867914
1739209772.2054985;-35.57807855764607
1739209772.205502;-38.13080360867914
1739209772.2055054;-38.13080360867914
1739209772.2055087;-33.981070128970906
1739209772.2055123;-33.981070128970906
1739209772.2055156;-45.120503652039325
1739209772.205519;-38.13080360867914
1739209772.2055225;-38.13080360867914
1739209772.2055259;-38.13080360867914
1739209772.2055292;-38.13080360867914
1739209772.2055328;-38.13080360867914
1739209772.2055361;-38.13080360867914
1739209772.2055395;-45.120503652039325
1739209772.205543;-38.13080360867914
1739209772.2055464;-35.57807855764607
1739209772.2055497;-45.120503652039325
1739209772.2055533;-45.120503652039325
1739209772.2055566;-38.13080360867914
1739209772.20556;-45.120503652039325
1739209772.2055635;-38.13080360867914
1739209772.205567;-38.13080360867914
1739209772.2055702;-45.120503652039325
1739209772.2055738;-35.57807855764607
1739209772.2055771;-35.57807855764607
1739209772.2055807;-45.120503652039325
1739209772.205584;-35.57807855764607
1739209772.2055874;-45.120503652039325
1739209772.205591;-33.981070128970906
1739209772.2055943;-28.992665084841942
1739209772.2055976;-45.120503652039325
1739209772.2056012;-45.120503652039325
1739209772.2056046;-45.120503652039325
1739209772.205608;-33.981070128970906
1739209772.2056115;-38.13080360867914
1739209772.2056148;-45.120503652039325
1739209772.2056181;-45.120503652039325
1739209772.2056217;-45.120503652039325
1739209772.205625;-45.120503652039325
1739209772.2056284;-45.120503652039325
1739209772.205632;-45.120503652039325
1739209772.2056353;-33.981070128970906
1739209772.2056386;-33.981070128970906
1739209772.2056422;-45.120503652039325
1739209772.2056456;-33.981070128970906
1739209772.205649;-26.487275050834715
1739209772.2056525;-33.981070128970906
1739209772.2056558;-45.120503652039325
1739209772.2056592;-33.981070128970906
1739209772.2056627;-38.13080360867914
1739209772.205666;-33.981070128970906
1739209772.2056696;-45.120503652039325
1739209772.205673;-45.120503652039325
1739209772.2056763;-38.13080360867914
1739209772.20568;-35.57807855764607
1739209772.2056832;-45.120503652039325
1739209772.2056866;-38.13080360867914
1739209772.2056901;-35.57807855764607
1739209772.2056935;-38.13080360867914
1739209772.2056968;-45.120503652039325
1739209772.2057004;-38.13080360867914
1739209772.2057037;-27.8777449560314
1739209772.205707;-33.981070128970906
1739209772.2057106;-45.120503652039325
1739209772.205714;-38.13080360867914
1739209772.2057173;-38.13080360867914
1739209772.205721;-45.120503652039325
1739209772.2057242;-45.120503652039325
1739209772.2057276;-45.120503652039325
1739209772.2057312;-45.120503652039325
1739209772.2057345;-38.13080360867914
1739209772.2057378;-38.13080360867914
1739209772.2057414;-38.13080360867914
1739209772.2057447;-35.57807855764607
1739209772.2057483;-38.13080360867914
1739209772.2057517;-45.120503652039325
1739209772.205755;-38.13080360867914
1739209772.2057586;-45.120503652039325
1739209772.205762;-45.120503652039325
1739209772.2057652;-45.120503652039325
1739209772.2057688;-38.13080360867914
1739209772.2057722;-38.13080360867914
1739209772.2057755;-35.57807855764607
1739209772.205779;-38.13080360867914
1739209772.2057824;-45.120503652039325
1739209772.2057858;-31.141103565318893
1739209772.2057893;-45.120503652039325
1739209772.2057927;-45.120503652039325
1739209772.205796;-45.120503652039325
1739209772.2057996;-38.13080360867914
1739209772.205803;-45.120503652039325
1739209772.2058063;-45.120503652039325
1739209772.2058098;-45.120503652039325
1739209772.2058132;-45.120503652039325
1739209772.2058165;-38.13080360867914
1739209772.20582;-45.120503652039325
1739209772.2058234;-45.120503652039325
1739209772.2058268;-38.13080360867914
1739209772.2058303;-33.981070128970906
1739209772.2058337;-45.120503652039325
1739209772.2058372;-35.57807855764607
1739209772.2058406;-33.981070128970906
1739209772.205844;-38.13080360867914
1739209772.2058475;-38.13080360867914
1739209772.2058508;-38.13080360867914
1739209772.2058542;-38.13080360867914
1739209772.2058578;-38.13080360867914
1739209772.205861;-38.13080360867914
1739209772.2058644;-45.120503652039325
1739209772.205868;-45.120503652039325
1739209772.2058713;-45.120503652039325
1739209772.2058747;-38.13080360867914
1739209772.2058783;-38.13080360867914
1739209772.2058816;-45.120503652039325
1739209772.205885;-38.13080360867914
1739209772.2058885;-45.120503652039325
1739209772.2058918;-45.120503652039325
1739209772.2058952;-45.120503652039325
1739209772.2058988;-38.13080360867914
1739209772.205902;-45.120503652039325
1739209772.2059054;-45.120503652039325
1739209772.205909;-45.120503652039325
1739209772.2059124;-38.13080360867914
1739209772.205916;-38.13080360867914
1739209772.2059193;-45.120503652039325
1739209772.2059226;-45.120503652039325
1739209772.2059262;-33.981070128970906
1739209772.2059295;-45.120503652039325
1739209772.2059329;-45.120503652039325
1739209772.2059364;-35.57807855764607
1739209772.2059398;-38.13080360867914
1739209772.205943;-45.120503652039325
1739209772.2059467;-38.13080360867914
1739209772.20595;-45.120503652039325
1739209772.2059534;-33.981070128970906
1739209772.205957;-45.120503652039325
1739209772.2059603;-45.120503652039325
1739209772.2059636;-45.120503652039325
1739209772.2059672;-45.120503652039325
1739209772.2059705;-45.120503652039325
1739209772.2059739;-45.120503652039325
1739209772.2059774;-45.120503652039325
1739209772.2059808;-33.981070128970906
1739209772.205984;-45.120503652039325
1739209772.2059877;-45.120503652039325
1739209772.205991;-35.57807855764607
1739209772.2059944;-32.816014438256545
1739209772.205998;-45.120503652039325
1739209772.2060013;-45.120503652039325
1739209772.2060049;-45.120503652039325
1739209772.2060082;-33.981070128970906
1739209772.2060115;-38.13080360867914
1739209772.206015;-38.13080360867914
1739209772.2060184;-38.13080360867914
1739209772.2060218;-38.13080360867914
1739209772.2060254;-45.120503652039325
1739209772.2060287;-38.13080360867914
1739209772.206032;-38.13080360867914
1739209772.2060356;-38.13080360867914
1739209772.206039;-45.120503652039325
1739209772.2060423;-45.120503652039325
1739209772.2060459;-35.57807855764607
1739209772.2060492;-45.120503652039325
1739209772.2060525;-45.120503652039325
1739209772.206056;-38.13080360867914
1739209772.2060595;-38.13080360867914
1739209772.2060628;-38.13080360867914
1739209772.2060664;-45.120503652039325
1739209772.2060697;-45.120503652039325
1739209772.206073;-35.57807855764607
1739209772.2060766;-33.981070128970906
1739209772.20608;-45.120503652039325
1739209772.2060833;-35.57807855764607
1739209772.2060869;-33.981070128970906
1739209772.2060902;-33.981070128970906
1739209772.2060938;-45.120503652039325
1739209772.2060971;-38.13080360867914
1739209772.2061005;-38.13080360867914
1739209772.206104;-45.120503652039325
1739209772.2061074;-38.13080360867914
1739209772.2061107;-33.981070128970906
1739209772.2061143;-45.120503652039325
1739209772.2061176;-28.992665084841942
1739209772.206121;-31.141103565318915
1739209772.2061245;-38.13080360867914
1739209772.206128;-35.57807855764607
1739209772.2061312;-35.57807855764607
1739209772.2061348;-38.13080360867914
1739209772.2061381;-45.120503652039325
1739209772.2061415;-45.120503652039325
1739209772.206145;-30.49652367304973
1739209772.2061484;-33.981070128970906
1739209772.2061517;-38.13080360867914
1739209772.2061553;-45.120503652039325
1739209772.2061586;-45.120503652039325
1739209772.206162;-45.120503652039325
1739209772.2061656;-45.120503652039325
1739209772.206169;-45.120503652039325
1739209772.2061725;-28.992665084841942
1739209772.2061758;-31.141103565318915
1739209772.2061791;-38.13080360867914
1739209772.2061827;-38.13080360867914
1739209772.206186;-35.57807855764607
1739209772.2061894;-38.13080360867914
1739209772.206193;-38.13080360867914
1739209772.2061963;-45.120503652039325
1739209772.2061996;-38.13080360867914
1739209772.2062032;-45.120503652039325
1739209772.2062066;-45.120503652039325
1739209772.20621;-45.120503652039325
1739209772.2062135;-45.120503652039325
1739209772.2062168;-45.120503652039325
1739209772.2062201;-38.13080360867914
1739209772.2062237;-45.120503652039325
1739209772.206227;-31.141103565318915
1739209772.2062304;-28.992665084841942
1739209772.206234;-45.120503652039325
1739209772.2062373;-45.120503652039325
1739209772.2062407;-38.13080360867914
1739209772.2062442;-38.13080360867914
1739209772.2062476;-45.120503652039325
1739209772.206251;-45.120503652039325
1739209772.2062545;-45.120503652039325
1739209772.2062578;-38.13080360867914
1739209772.2062614;-38.13080360867914
1739209772.2062647;-45.120503652039325
1739209772.206268;-38.13080360867914
1739209772.2062716;-38.13080360867914
1739209772.206275;-45.120503652039325
1739209772.2062783;-45.120503652039325
1739209772.206282;-45.120503652039325
1739209772.2062852;-38.13080360867914
1739209772.2062886;-35.57807855764607
1739209772.2062922;-35.57807855764607
1739209772.2062955;-45.120503652039325
1739209772.2062988;-45.120503652039325
1739209772.2063024;-45.120503652039325
1739209772.2063057;-45.120503652039325
1739209772.206309;-35.57807855764607
1739209772.2063127;-30.49652367304973
1739209772.206316;-45.120503652039325
1739209772.2063193;-35.57807855764607
1739209772.206323;-38.13080360867914
1739209772.2063262;-38.13080360867914
1739209772.2063296;-45.120503652039325
1739209772.2063332;-33.981070128970906
1739209772.2063365;-45.120503652039325
1739209772.2063398;-33.981070128970956
1739209772.2063434;-45.120503652039325
1739209772.2063468;-45.120503652039325
1739209772.2063503;-45.120503652039325
1739209772.2063537;-38.13080360867914
1739209772.206357;-38.13080360867914
1739209772.2063606;-45.120503652039325
1739209772.206364;-35.57807855764607
1739209772.2063673;-27.8777449560314
1739209772.2063708;-38.13080360867914
1739209772.2063742;-38.13080360867914
1739209772.2063775;-38.13080360867914
1739209772.206381;-45.120503652039325
1739209772.2063844;-45.120503652039325
1739209772.2063878;-35.57807855764607
1739209772.2063913;-33.981070128970906
1739209772.2063947;-38.13080360867914
1739209772.206398;-38.13080360867914
1739209772.2064016;-35.57807855764607
1739209772.206405;-45.120503652039325
1739209772.2064083;-45.120503652039325
1739209772.2064118;-38.13080360867914
1739209772.2064152;-38.13080360867914
1739209772.2064185;-38.13080360867914
1739209772.206422;-32.816014438256545
1739209772.2064254;-35.57807855764607
1739209772.206429;-35.57807855764607
1739209772.2064323;-38.13080360867914
1739209772.2064357;-45.120503652039325
1739209772.2064393;-38.13080360867914
1739209772.2064426;-35.57807855764607
1739209772.206446;-38.13080360867914
1739209772.2064495;-45.120503652039325
1739209772.2064528;-38.13080360867914
1739209772.2064562;-32.816014438256545
1739209772.2064598;-32.816014438256545
1739209772.206463;-38.13080360867914
1739209772.2064664;-38.13080360867914
1739209772.20647;-35.57807855764607
1739209772.2064734;-35.57807855764607
1739209772.2064767;-45.120503652039325
1739209772.2064803;-45.120503652039325
1739209772.2064836;-35.57807855764607
1739209772.206487;-45.120503652039325
1739209772.2064905;-45.120503652039325
1739209772.2064939;-38.13080360867914
1739209772.2064972;-35.57807855764607
1739209772.2065008;-38.13080360867914
1739209772.206504;-38.13080360867914
1739209772.2065074;-33.981070128970906
1739209772.206511;-38.13080360867914
1739209772.2065144;-38.13080360867914
1739209772.206518;-45.120503652039325
1739209772.2065213;-38.13080360867914
1739209772.2065246;-38.13080360867914
1739209772.2065282;-38.13080360867914
1739209772.2065315;-45.120503652039325
1739209772.2065349;-45.120503652039325
1739209772.2065384;-38.13080360867914
1739209772.2065418;-45.120503652039325
1739209772.206545;-38.13080360867914
1739209772.2065487;-45.120503652039325
1739209772.206552;-38.13080360867914
1739209772.2065554;-38.13080360867914
1739209772.206559;-38.13080360867914
1739209772.2065623;-31.141103565318915
1739209772.2065656;-45.120503652039325
1739209772.2065692;-38.13080360867914
1739209772.2065725;-45.120503652039325
1739209772.2065759;-38.13080360867914
1739209772.2065794;-35.57807855764607
1739209772.2065828;-45.120503652039325
1739209772.2065861;-45.120503652039325
1739209772.2065897;-33.981070128970906
1739209772.206593;-45.120503652039325
1739209772.2065964;-45.120503652039325
1739209772.2066;-35.57807855764607
1739209772.2066033;-38.13080360867914
1739209772.2066069;-45.120503652039325
1739209772.2066102;-38.13080360867914
1739209772.2066135;-38.13080360867914
1739209772.206617;-33.981070128970906
1739209772.2066205;-38.13080360867914
1739209772.2066238;-38.13080360867914
1739209772.2066274;-38.13080360867914
1739209772.2066307;-33.981070128970906
1739209772.206634;-45.120503652039325
1739209772.2066376;-38.13080360867914
1739209772.206641;-38.13080360867914
1739209772.2066443;-38.13080360867914
1739209772.2066479;-45.120503652039325
1739209772.2066512;-45.120503652039325
1739209772.2066545;-45.120503652039325
1739209772.2066581;-45.120503652039325
1739209772.2066615;-45.120503652039325
1739209772.2066648;-35.57807855764607
1739209772.2066684;-35.57807855764607
1739209772.2066717;-33.981070128970906
1739209772.206675;-38.13080360867914
1739209772.2066786;-38.13080360867914
1739209772.206682;-38.13080360867914
1739209772.2066855;-38.13080360867914
1739209772.206689;-45.120503652039325
1739209772.2066922;-38.13080360867914
1739209772.2066958;-35.57807855764607
1739209772.2066991;-31.141103565318915
1739209772.2067025;-38.13080360867914
1739209772.206706;-35.57807855764607
1739209772.2067094;-38.13080360867914
1739209772.2067127;-45.120503652039325
1739209772.2067163;-38.13080360867914
1739209772.2067196;-33.981070128970906
1739209772.206723;-38.13080360867914
1739209772.2067266;-31.141103565318915
1739209772.20673;-38.13080360867914
1739209772.2067332;-45.120503652039325
1739209772.2067368;-38.13080360867914
1739209772.2067401;-38.13080360867914
1739209772.2067435;-45.120503652039325
1739209772.206747;-45.120503652039325
1739209772.2067504;-38.13080360867914
1739209772.2067537;-33.981070128970906
1739209772.2067573;-45.120503652039325
1739209772.2067606;-45.120503652039325
1739209772.206764;-38.13080360867914
1739209772.2067676;-38.13080360867914
1739209772.206771;-45.120503652039325
1739209772.2067745;-38.13080360867914
1739209772.2067778;-38.13080360867914
1739209772.2067811;-28.992665084841942
1739209772.2067847;-33.981070128970906
1739209772.206788;-45.120503652039325
1739209772.2067914;-45.120503652039325
1739209772.206795;-45.120503652039325
1739209772.2067983;-45.120503652039325
1739209772.2068017;-45.120503652039325
1739209772.2068052;-45.120503652039325
1739209772.2068086;-38.13080360867914
1739209772.206812;-45.120503652039325
1739209772.2068155;-45.120503652039325
1739209772.2068188;-45.120503652039325
1739209772.2068222;-45.120503652039325
1739209772.2068257;-33.981070128970906
1739209772.206829;-33.981070128970906
1739209772.2068324;-45.120503652039325
1739209772.206836;-38.13080360867914
1739209772.2068393;-38.13080360867914
1739209772.2068427;-38.13080360867914
1739209772.2068462;-45.120503652039325
