CAN Message; 0x24:035c27119ba3980d
1739209832.3743408;-38.13080360867914
1739209832.3743527;-45.120503652039325
1739209832.3743649;-45.120503652039325
1739209832.3743768;-33.981070128970906
1739209832.374389;-35.57807855764607
1739209832.3744009;-38.13080360867914
1739209832.374413;-45.120503652039325
1739209832.374425;-38.13080360867914
1739209832.3744369;-38.13080360867914
1739209832.374449;-45.120503652039325
1739209832.374461;-38.13080360867914
1739209832.374473;-45.120503652039325
1739209832.374485;-45.120503652039325
1739209832.3744972;-45.120503652039325
1739209832.374509;-45.120503652039325
1739209832.3745213;-45.120503652039325
1739209832.3745332;-45.120503652039325
1739209832.374545;-45.120503652039325
1739209832.3745573;-38.13080360867914
1739209832.3745692;-33.981070128970906
1739209832.3745813;-38.13080360867914
1739209832.3745933;-38.13080360867914
1739209832.3746054;-32.816014438256545
1739209832.3746173;-38.13080360867914
1739209832.3746295;-45.120503652039325
1739209832.3746414;-45.120503652039325
1739209832.3746536;-45.120503652039325
1739209832.3746655;-45.120503652039325
1739209832.3746774;-45.120503652039325
1739209832.3746896;-38.13080360867914
1739209832.3747015;-45.120503652039325
1739209832.3747137;-45.120503652039325
1739209832.3747256;-38.13080360867914
1739209832.3747377;-38.13080360867914
1739209832.3747497;-38.13080360867914
1739209832.3747618;-38.13080360867914
1739209832.3747737;-38.13080360867914
1739209832.374786;-38.13080360867914
1739209832.3747978;-35.57807855764607
1739209832.3748097;-35.57807855764607
1739209832.374822;-38.13080360867914
1739209832.3748338;-35.57807855764607
1739209832.374846;-45.120503652039325
1739209832.374858;-45.120503652039325
1739209832.37487;-32.816014438256545
1739209832.374882;-45.120503652039325
1739209832.3748941;-45.120503652039325
1739209832.374906;-32.816014438256545
1739209832.3749182;-35.57807855764607
1739209832.3749301;-31.141103565318915
1739209832.374942;-35.57807855764607
1739209832.3749542;-33.981070128970906
1739209832.3749661;-30.49652367304973
1739209832.3749783;-45.120503652039325
1739209832.3749902;-45.120503652039325
1739209832.3750024;-33.981070128970906
1739209832.3750143;-38.13080360867914
1739209832.3750265;-31.141103565318915
1739209832.3750384;-45.120503652039325
1739209832.3750505;-45.120503652039325
1739209832.3750625;-32.816014438256545
1739209832.3750744;-38.13080360867914
1739209832.3750865;-38.13080360867914
1739209832.3750985;-33.981070128970906
1739209832.3751106;-33.981070128970906
1739209832.3751225;-45.120503652039325
1739209832.3751347;-38.13080360867914
1739209832.3751466;-33.981070128970906
1739209832.3751588;-38.13080360867914
1739209832.3751707;-38.13080360867914
1739209832.3751829;-38.13080360867914
1739209832.3751948;-33.981070128970906
1739209832.3752067;-38.13080360867914
1739209832.3752189;-38.13080360867914
1739209832.3752308;-45.120503652039325
1739209832.375243;-38.13080360867914
1739209832.3752549;-38.13080360867914
1739209832.375267;-38.13080360867914
1739209832.375279;-38.13080360867914
1739209832.375291;-38.13080360867914
1739209832.375303;-45.120503652039325
1739209832.3753152;-38.13080360867914
1739209832.375327;-38.13080360867914
1739209832.375339;-45.120503652039325
1739209832.3753512;-45.120503652039325
1739209832.375363;-45.120503652039325
1739209832.3753753;-45.120503652039325
1739209832.3753872;-45.120503652039325
1739209832.3753994;-45.120503652039325
1739209832.3754113;-38.13080360867914
1739209832.3754234;-45.120503652039325
1739209832.3754354;-33.981070128970906
1739209832.3754473;-38.13080360867914
1739209832.3754594;-45.120503652039325
1739209832.3754714;-38.13080360867914
1739209832.3754835;-33.981070128970906
1739209832.3754954;-38.13080360867914
1739209832.3755076;-38.13080360867914
1739209832.3755195;-45.120503652039325
1739209832.3755317;-45.120503652039325
1739209832.3755436;-38.13080360867914
1739209832.3755558;-35.57807855764607
1739209832.3755677;-35.57807855764607
1739209832.3755796;-33.981070128970906
1739209832.3755918;-33.981070128970906
1739209832.3756037;-45.120503652039325
1739209832.3756158;-35.57807855764607
1739209832.3756278;-45.120503652039325
1739209832.37564;-45.120503652039325
1739209832.3756518;-35.57807855764607
1739209832.375664;-38.13080360867914
1739209832.375676;-32.816014438256545
1739209832.375688;-33.981070128970906
1739209832.3757;-45.120503652039325
1739209832.375712;-45.120503652039325
1739209832.375724;-45.120503652039325
1739209832.375736;-45.120503652039325
1739209832.3757482;-38.13080360867914
1739209832.37576;-45.120503652039325
1739209832.3757722;-31.141103565318915
1739209832.3757842;-32.816014438256545
1739209832.3757963;-45.120503652039325
1739209832.3758082;-45.120503652039325
1739209832.3758204;-38.13080360867914
1739209832.3758323;-38.13080360867914
1739209832.3758442;-38.13080360867914
1739209832.3758564;-38.13080360867914
1739209832.3758683;-45.120503652039325
1739209832.3758805;-45.120503652039325
1739209832.3758924;-38.13080360867914
1739209832.3759046;-45.120503652039325
1739209832.3759165;-45.120503652039325
1739209832.3759286;-45.120503652039325
1739209832.3759406;-38.13080360867914
1739209832.3759527;-45.120503652039325
1739209832.3759646;-45.120503652039325
1739209832.3759766;-38.13080360867914
1739209832.3759887;-35.57807855764607
1739209832.3760006;-45.120503652039325
1739209832.3760128;-45.120503652039325
1739209832.3760247;-35.57807855764607
1739209832.376037;-38.13080360867914
1739209832.3760488;-45.120503652039325
1739209832.376061;-38.13080360867914
1739209832.376073;-31.141103565318915
1739209832.3760848;-45.120503652039325
1739209832.376097;-45.120503652039325
1739209832.376109;-45.120503652039325
1739209832.376121;-38.13080360867914
1739209832.376133;-45.120503652039325
1739209832.3761451;-35.57807855764607
1739209832.376157;-45.120503652039325
1739209832.3761692;-45.120503652039325
1739209832.3761811;-38.13080360867914
1739209832.3761933;-45.120503652039325
1739209832.3762052;-45.120503652039325
1739209832.3762171;-33.981070128970906
1739209832.3762293;-32.816014438256545
1739209832.3762412;-45.120503652039325
1739209832.3762534;-38.13080360867914
1739209832.3762653;-27.8777449560314
1739209832.3762774;-45.120503652039325
1739209832.3762894;-45.120503652039325
1739209832.3763015;-38.13080360867914
1739209832.3763134;-38.13080360867914
1739209832.3763256;-45.120503652039325
1739209832.3763375;-45.120503652039325
1739209832.3763494;-45.120503652039325
1739209832.3763616;-38.13080360867914
1739209832.3763735;-45.120503652039325
1739209832.3763857;-38.13080360867914
1739209832.3763976;-38.13080360867914
1739209832.3764098;-45.120503652039325
1739209832.3764217;-33.981070128970906
1739209832.3764338;-38.13080360867914
1739209832.3764458;-38.13080360867914
1739209832.376458;-29.438486411369333
1739209832.3764699;-33.981070128970906
1739209832.3764818;-38.13080360867914
1739209832.376494;-38.13080360867914
1739209832.3765059;-33.981070128970906
1739209832.376518;-45.120503652039325
1739209832.37653;-45.120503652039325
1739209832.376542;-38.13080360867914
1739209832.376554;-45.120503652039325
1739209832.3765662;-45.120503652039325
1739209832.376578;-35.57807855764607
1739209832.3765903;-35.57807855764607
1739209832.3766022;-32.816014438256545
1739209832.376614;-38.13080360867914
1739209832.3766263;-38.13080360867914
1739209832.3766382;-35.57807855764607
1739209832.3766503;-38.13080360867914
1739209832.3766623;-45.120503652039325
1739209832.3766744;-45.120503652039325
1739209832.3766863;-45.120503652039325
1739209832.3766985;-32.816014438256545
1739209832.3767104;-33.981070128970906
1739209832.3767226;-45.120503652039325
1739209832.3767345;-45.120503652039325
1739209832.3767464;-31.141103565318893
1739209832.3767586;-38.13080360867914
1739209832.3767705;-45.120503652039325
1739209832.3767827;-45.120503652039325
1739209832.3767946;-31.141103565318893
1739209832.3768067;-45.120503652039325
1739209832.3768187;-45.120503652039325
1739209832.3768308;-45.120503652039325
1739209832.3768427;-45.120503652039325
1739209832.376855;-38.13080360867914
1739209832.3768668;-45.120503652039325
1739209832.3768787;-38.13080360867914
1739209832.376891;-45.120503652039325
1739209832.3769028;-33.981070128970906
1739209832.376915;-45.120503652039325
1739209832.376927;-45.120503652039325
1739209832.376939;-45.120503652039325
1739209832.376951;-45.120503652039325
1739209832.3769631;-45.120503652039325
1739209832.376975;-38.13080360867914
1739209832.376987;-38.13080360867914
1739209832.3769991;-45.120503652039325
1739209832.377011;-32.816014438256545
1739209832.3770232;-38.13080360867914
1739209832.3770351;-45.120503652039325
1739209832.3770473;-45.120503652039325
1739209832.3770592;-38.13080360867914
1739209832.3770714;-38.13080360867914
1739209832.3770833;-35.57807855764607
1739209832.3770955;-35.57807855764607
1739209832.3771074;-45.120503652039325
1739209832.3771193;-33.981070128970906
1739209832.3771315;-45.120503652039325
1739209832.3771434;-38.13080360867914
1739209832.3771555;-38.13080360867914
1739209832.3771675;-38.13080360867914
1739209832.3771796;-45.120503652039325
1739209832.3771915;-45.120503652039325
1739209832.3772037;-35.57807855764607
1739209832.3772156;-38.13080360867914
1739209832.3772278;-45.120503652039325
1739209832.3772397;-38.13080360867914
1739209832.3772516;-45.120503652039325
1739209832.3772638;-45.120503652039325
1739209832.3772757;-32.816014438256545
1739209832.3772879;-35.57807855764607
1739209832.3772998;-45.120503652039325
1739209832.377312;-38.13080360867914
1739209832.3773239;-31.141103565318893
1739209832.377336;-33.981070128970906
1739209832.377348;-45.120503652039325
1739209832.37736;-38.13080360867914
1739209832.377372;-35.57807855764607
1739209832.377384;-33.981070128970906
1739209832.377396;-45.120503652039325
1739209832.377408;-38.13080360867914
1739209832.3774202;-35.57807855764607
1739209832.377432;-38.13080360867914
1739209832.3774443;-45.120503652039325
1739209832.3774562;-45.120503652039325
1739209832.3774683;-38.13080360867914
1739209832.3774803;-38.13080360867914
1739209832.3774924;-45.120503652039325
1739209832.3775043;-38.13080360867914
1739209832.3775163;-45.120503652039325
1739209832.3775284;-33.981070128970906
1739209832.3775403;-33.981070128970906
1739209832.3775525;-45.120503652039325
1739209832.3775644;-45.120503652039325
1739209832.3775766;-45.120503652039325
1739209832.3775885;-35.57807855764607
1739209832.3776007;-38.13080360867914
1739209832.3776126;-45.120503652039325
1739209832.3776245;-38.13080360867914
1739209832.3776367;-45.120503652039325
1739209832.3776486;-45.120503652039325
1739209832.3776608;-35.57807855764607
1739209832.3776727;-45.120503652039325
1739209832.3776848;-45.120503652039325
1739209832.3776968;-45.120503652039325
1739209832.377709;-45.120503652039325
1739209832.3777208;-31.141103565318915
1739209832.377733;-38.13080360867914
1739209832.377745;-45.120503652039325
1739209832.3777568;-38.13080360867914
1739209832.377769;-38.13080360867914
1739209832.377781;-45.120503652039325
1739209832.377793;-45.120503652039325
1739209832.377805;-33.981070128970906
1739209832.3778172;-30.49652367304973
1739209832.377829;-35.57807855764607
1739209832.3778412;-33.981070128970906
1739209832.3778532;-38.13080360867914
1739209832.3778653;-38.13080360867914
1739209832.3778772;-38.13080360867914
1739209832.3778892;-45.120503652039325
1739209832.3779013;-45.120503652039325
1739209832.3779132;-31.141103565318915
1739209832.3779254;-33.981070128970906
1739209832.3779373;-45.120503652039325
1739209832.3779495;-38.13080360867914
1739209832.3779614;-38.13080360867914
1739209832.3779736;-38.13080360867914
1739209832.3779855;-38.13080360867914
1739209832.3779976;-45.120503652039325
1739209832.3780096;-45.120503652039325
1739209832.3780215;-38.13080360867914
1739209832.3780336;-45.120503652039325
1739209832.3780456;-45.120503652039325
1739209832.3780577;-45.120503652039325
1739209832.3780696;-45.120503652039325
1739209832.3780818;-45.120503652039325
1739209832.3780937;-45.120503652039325
1739209832.3781059;-38.13080360867914
1739209832.3781178;-35.57807855764607
1739209832.37813;-38.13080360867914
1739209832.3781419;-45.120503652039325
1739209832.3781538;-38.13080360867914
1739209832.378166;-35.57807855764607
1739209832.378178;-38.13080360867914
1739209832.37819;-45.120503652039325
1739209832.378202;-35.57807855764607
1739209832.3782141;-35.57807855764607
1739209832.378226;-38.13080360867914
1739209832.3782382;-45.120503652039325
1739209832.3782501;-38.13080360867914
1739209832.3782623;-38.13080360867914
1739209832.3782742;-45.120503652039325
1739209832.3782861;-35.57807855764607
1739209832.3782983;-45.120503652039325
1739209832.3783102;-38.13080360867914
1739209832.3783224;-35.57807855764607
1739209832.3783343;-45.120503652039325
1739209832.3783464;-38.13080360867914
1739209832.3783584;-45.120503652039325
1739209832.3783705;-45.120503652039325
1739209832.3783824;-45.120503652039325
1739209832.3783946;-38.13080360867914
1739209832.3784065;-31.141103565318915
1739209832.3784184;-38.13080360867914
1739209832.3784306;-35.57807855764607
1739209832.3784425;-35.57807855764607
1739209832.3784547;-33.981070128970906
1739209832.3784666;-45.120503652039325
1739209832.3784788;-32.816014438256545
1739209832.3784907;-38.13080360867914
1739209832.3785028;-33.981070128970956
1739209832.3785148;-38.13080360867914
1739209832.3785267;-45.120503652039325
1739209832.3785388;-45.120503652039325
1739209832.3785508;-45.120503652039325
1739209832.378563;-38.13080360867914
1739209832.3785748;-35.57807855764607
1739209832.378587;-35.57807855764607
1739209832.378599;-28.58837851428586
1739209832.378611;-33.981070128970906
1739209832.378623;-38.13080360867914
1739209832.3786352;-38.13080360867914
1739209832.378647;-32.816014438256545
1739209832.378659;-45.120503652039325
1739209832.3786712;-45.120503652039325
1739209832.378683;-33.981070128970906
1739209832.3786952;-32.81601443825658
1739209832.3787072;-45.120503652039325
1739209832.3787193;-35.57807855764607
1739209832.3787313;-38.13080360867914
1739209832.3787434;-45.120503652039325
1739209832.3787553;-38.13080360867914
1739209832.3787675;-32.816014438256545
1739209832.3787794;-35.57807855764607
1739209832.3787913;-30.49652367304973
1739209832.3788035;-45.120503652039325
1739209832.3788154;-38.13080360867914
1739209832.3788276;-38.13080360867914
1739209832.3788395;-45.120503652039325
1739209832.3788517;-45.120503652039325
1739209832.3788636;-45.120503652039325
1739209832.3788757;-38.13080360867914
1739209832.3788877;-45.120503652039325
1739209832.3788998;-38.13080360867914
1739209832.3789117;-38.13080360867914
1739209832.3789237;-38.13080360867914
1739209832.3789358;-38.13080360867914
1739209832.3789477;-35.57807855764607
1739209832.37896;-38.13080360867914
1739209832.3789718;-38.13080360867914
1739209832.378984;-45.120503652039325
1739209832.378996;-45.120503652039325
1739209832.379008;-45.120503652039325
1739209832.37902;-38.13080360867914
1739209832.3790321;-38.13080360867914
1739209832.379044;-45.120503652039325
1739209832.379056;-38.13080360867914
1739209832.3790681;-45.120503652039325
1739209832.37908;-45.120503652039325
1739209832.3790922;-45.120503652039325
1739209832.3791041;-45.120503652039325
1739209832.3791163;-38.13080360867914
1739209832.3791282;-32.816014438256545
1739209832.3791404;-38.13080360867914
1739209832.3791523;-45.120503652039325
1739209832.3791642;-38.13080360867914
1739209832.3791764;-38.13080360867914
1739209832.3791883;-38.13080360867914
1739209832.3792005;-38.13080360867914
1739209832.3792124;-38.13080360867914
1739209832.3792245;-38.13080360867914
1739209832.3792365;-38.13080360867914
1739209832.3792486;-38.13080360867914
1739209832.3792605;-45.120503652039325
1739209832.3792727;-32.816014438256545
1739209832.3792846;-35.57807855764607
1739209832.3792965;-45.120503652039325
1739209832.3793087;-45.120503652039325
1739209832.3793206;-35.57807855764607
1739209832.3793328;-38.13080360867914
1739209832.3793447;-45.120503652039325
1739209832.3793569;-38.13080360867914
1739209832.3793688;-45.120503652039325
1739209832.379381;-38.13080360867914
1739209832.3793929;-38.13080360867914
1739209832.379405;-45.120503652039325
1739209832.379417;-45.120503652039325
1739209832.3794289;-38.13080360867914
1739209832.379441;-38.13080360867914
1739209832.379453;-45.120503652039325
1739209832.379465;-38.13080360867914
1739209832.379477;-35.57807855764607
1739209832.3794892;-38.13080360867914
1739209832.379501;-45.120503652039325
1739209832.3795133;-38.13080360867914
1739209832.3795252;-33.981070128970906
1739209832.3795373;-33.981070128970906
1739209832.3795493;-38.13080360867914
1739209832.3795612;-45.120503652039325
1739209832.3795733;-45.120503652039325
1739209832.3795853;-38.13080360867914
1739209832.3795974;-33.981070128970906
1739209832.3796093;-45.120503652039325
1739209832.3796215;-45.120503652039325
1739209832.3796334;-38.13080360867914
1739209832.3796456;-38.13080360867914
1739209832.3796575;-45.120503652039325
1739209832.3796697;-45.120503652039325
1739209832.3796816;-38.13080360867914
1739209832.3796935;-38.13080360867914
1739209832.3797057;-45.120503652039325
1739209832.3797176;-38.13080360867914
1739209832.3797297;-35.57807855764607
1739209832.3797417;-33.981070128970906
1739209832.3797538;-45.120503652039325
1739209832.3797657;-45.120503652039325
1739209832.379778;-35.57807855764607
1739209832.3797898;-38.13080360867914
1739209832.379802;-45.120503652039325
1739209832.379814;-45.120503652039325
1739209832.3798258;-35.57807855764607
1739209832.379838;-38.13080360867914
1739209832.37985;-38.13080360867914
1739209832.379862;-38.13080360867914
1739209832.379874;-45.120503652039325
1739209832.3798862;-33.981070128970906
1739209832.379898;-38.13080360867914
1739209832.3799102;-45.120503652039325
1739209832.3799222;-45.120503652039325
1739209832.3799343;-38.13080360867914
1739209832.3799462;-38.13080360867914
1739209832.3799582;-33.981070128970906
1739209832.3799703;-45.120503652039325
1739209832.3799822;-45.120503652039325
1739209832.3799944;-38.13080360867914
1739209832.3800063;-38.13080360867914
1739209832.3800185;-38.13080360867914
1739209832.3800304;-45.120503652039325
1739209832.3800426;-35.57807855764607
1739209832.3800545;-38.13080360867914
1739209832.3800664;-45.120503652039325
1739209832.3800786;-38.13080360867914
1739209832.3800905;-45.120503652039325
1739209832.3801026;-38.13080360867914
1739209832.3801146;-45.120503652039325
1739209832.3801267;-38.13080360867914
1739209832.3801386;-35.57807855764607
1739209832.3801508;-38.13080360867914
1739209832.3801627;-38.13080360867914
1739209832.3801749;-38.13080360867914
1739209832.3801868;-33.981070128970906
1739209832.3801987;-38.13080360867914
1739209832.3802109;-38.13080360867914
1739209832.3802228;-38.13080360867914
1739209832.380235;-35.57807855764607
1739209832.3802469;-38.13080360867914
1739209832.380259;-38.13080360867914
1739209832.380271;-35.57807855764607
1739209832.380283;-38.13080360867914
1739209832.380295;-35.57807855764607
1739209832.3803072;-45.120503652039325
1739209832.380319;-45.120503652039325
1739209832.380331;-45.120503652039325
1739209832.3803432;-38.13080360867914
1739209832.3803551;-32.816014438256545
1739209832.3803673;-38.13080360867914
1739209832.3803792;-45.120503652039325
1739209832.3803914;-45.120503652039325
1739209832.3804033;-31.141103565318893
1739209832.3804154;-33.981070128970906
1739209832.3804274;-45.120503652039325
1739209832.3804395;-45.120503652039325
1739209832.3804514;-45.120503652039325
1739209832.3804634;-38.13080360867914
1739209832.3804755;-45.120503652039325
1739209832.3804874;-33.981070128970906
1739209832.3804996;-38.13080360867914
1739209832.3805115;-45.120503652039325
1739209832.3805237;-45.120503652039325
1739209832.3805356;-45.120503652039325
1739209832.3805478;-29.438486411369333
1739209832.3805597;-38.13080360867914
1739209832.3805718;-45.120503652039325
1739209832.3805838;-45.120503652039325
1739209832.3805957;-29.438486411369333
1739209832.3806078;-33.981070128970906
1739209832.3806198;-45.120503652039325
1739209832.380632;-45.120503652039325
1739209832.3806438;-45.120503652039325
1739209832.380656;-33.981070128970906
1739209832.380668;-45.120503652039325
1739209832.38068;-38.13080360867914
1739209832.380692;-45.120503652039325
1739209832.380704;-38.13080360867914
1739209832.380716;-45.120503652039325
1739209832.380728;-45.120503652039325
1739209832.3807402;-32.816014438256545
1739209832.380752;-35.57807855764607
1739209832.3807642;-35.57807855764607
1739209832.3807762;-38.13080360867914
1739209832.3807883;-35.57807855764607
1739209832.3808002;-35.57807855764607
1739209832.3808124;-45.120503652039325
1739209832.3808243;-38.13080360867914
1739209832.3808362;-35.57807855764607
1739209832.3808484;-38.13080360867914
1739209832.3808603;-45.120503652039325
1739209832.3808725;-45.120503652039325
1739209832.3808844;-45.120503652039325
1739209832.3808966;-45.120503652039325
1739209832.3809085;-38.13080360867914
1739209832.3809206;-38.13080360867914
1739209832.3809326;-45.120503652039325
1739209832.3809447;-45.120503652039325
1739209832.3809566;-38.13080360867914
1739209832.3809686;-38.13080360867914
1739209832.3809807;-35.57807855764607
1739209832.3809927;-38.13080360867914
1739209832.3810048;-45.120503652039325
1739209832.3810167;-45.120503652039325
1739209832.381029;-29.438486411369333
1739209832.3810408;-35.57807855764607
1739209832.381053;-45.120503652039325
1739209832.381065;-45.120503652039325
1739209832.381077;-38.13080360867914
1739209832.381089;-38.13080360867914
1739209832.381101;-38.13080360867914
1739209832.381113;-38.13080360867914
1739209832.381125;-38.13080360867914
1739209832.3811371;-45.120503652039325
1739209832.381149;-45.120503652039325
1739209832.3811612;-38.13080360867914
1739209832.3811731;-38.13080360867914
1739209832.3811853;-38.13080360867914
1739209832.3811972;-38.13080360867914
1739209832.3812094;-45.120503652039325
1739209832.3812213;-26.991370085610736
1739209832.3812332;-35.57807855764607
1739209832.3812454;-45.120503652039325
1739209832.3812573;-38.13080360867914
1739209832.3812695;-38.13080360867914
1739209832.3812814;-38.13080360867914
1739209832.3812935;-45.120503652039325
1739209832.3813055;-38.13080360867914
1739209832.3813176;-38.13080360867914
1739209832.3813295;-38.13080360867914
1739209832.3813417;-45.120503652039325
1739209832.3813536;-38.13080360867914
1739209832.3813655;-45.120503652039325
1739209832.3813777;-45.120503652039325
1739209832.3813896;-38.13080360867914
1739209832.3814018;-35.57807855764607
1739209832.3814137;-45.120503652039325
1739209832.3814259;-45.120503652039325
1739209832.3814378;-38.13080360867914
1739209832.38145;-45.120503652039325
1739209832.3814619;-45.120503652039325
1739209832.381474;-45.120503652039325
1739209832.381486;-33.981070128970906
1739209832.3814979;-45.120503652039325
1739209832.38151;-30.49652367304973
1739209832.381522;-27.267205301931607
1739209832.381534;-45.120503652039325
1739209832.381546;-38.13080360867914
1739209832.3815582;-32.816014438256545
1739209832.38157;-32.816014438256545
1739209832.3815823;-38.13080360867914
1739209832.3815942;-32.816014438256545
1739209832.381606;-38.13080360867914
1739209832.3816183;-45.120503652039325
1739209832.3816302;-38.13080360867914
1739209832.3816423;-38.13080360867914
1739209832.3816543;-35.57807855764607
1739209832.3816664;-33.981070128970906
1739209832.3816783;-38.13080360867914
1739209832.3816905;-38.13080360867914
1739209832.3817024;-38.13080360867914
1739209832.3817146;-31.141103565318915
1739209832.3817265;-45.120503652039325
1739209832.3817384;-38.13080360867914
1739209832.3817506;-35.57807855764607
1739209832.3817625;-38.13080360867914
1739209832.3817747;-45.120503652039325
1739209832.3817866;-45.120503652039325
1739209832.3817987;-45.120503652039325
1739209832.3818107;-45.120503652039325
1739209832.3818228;-45.120503652039325
1739209832.3818347;-45.120503652039325
1739209832.381847;-45.120503652039325
1739209832.3818588;-38.13080360867914
1739209832.3818707;-38.13080360867914
1739209832.381883;-45.120503652039325
1739209832.3818948;-38.13080360867914
1739209832.381907;-38.13080360867914
1739209832.381919;-45.120503652039325
1739209832.381931;-45.120503652039325
1739209832.381943;-38.13080360867914
1739209832.3819551;-38.13080360867914
1739209832.381967;-38.13080360867914
1739209832.3819792;-45.120503652039325
1739209832.3819911;-38.13080360867914
1739209832.382003;-33.981070128970906
1739209832.3820152;-38.13080360867914
1739209832.3820271;-45.120503652039325
1739209832.3820393;-45.120503652039325
1739209832.3820512;-38.13080360867914
1739209832.3820634;-45.120503652039325
1739209832.3820753;-45.120503652039325
1739209832.3820875;-38.13080360867914
1739209832.3820994;-38.13080360867914
1739209832.3821115;-45.120503652039325
1739209832.3821235;-38.13080360867914
1739209832.3821354;-38.13080360867914
1739209832.3821476;-45.120503652039325
1739209832.3821595;-45.120503652039325
1739209832.3821716;-45.120503652039325
1739209832.3821836;-45.120503652039325
1739209832.3821957;-38.13080360867914
1739209832.3822076;-38.13080360867914
1739209832.3822198;-38.13080360867914
1739209832.3822317;-45.120503652039325
1739209832.3822436;-45.120503652039325
1739209832.3822558;-35.57807855764607
1739209832.3822677;-38.13080360867914
1739209832.3822799;-45.120503652039325
1739209832.3822918;-35.57807855764607
1739209832.382304;-32.816014438256545
1739209832.3823159;-38.13080360867914
1739209832.382328;-45.120503652039325
1739209832.38234;-33.981070128970906
1739209832.382352;-32.816014438256545
1739209832.382364;-38.13080360867914
1739209832.382376;-38.13080360867914
1739209832.382388;-38.13080360867914
1739209832.3824;-38.13080360867914
1739209832.3824122;-38.13080360867914
1739209832.382424;-45.120503652039325
1739209832.3824363;-38.13080360867914
1739209832.3824482;-38.13080360867914
1739209832.3824604;-33.981070128970906
1739209832.3824723;-45.120503652039325
1739209832.3824844;-31.141103565318915
1739209832.3824964;-31.141103565318915
1739209832.3825083;-38.13080360867914
1739209832.3825204;-45.120503652039325
1739209832.3825324;-35.57807855764607
1739209832.3825445;-38.13080360867914
1739209832.3825564;-38.13080360867914
1739209832.3825686;-38.13080360867914
1739209832.3825805;-38.13080360867914
1739209832.3825927;-45.120503652039325
1739209832.3826046;-38.13080360867914
1739209832.3826168;-45.120503652039325
1739209832.3826287;-45.120503652039325
1739209832.3826406;-45.120503652039325
1739209832.3826528;-45.120503652039325
1739209832.3826647;-45.120503652039325
1739209832.3826768;-45.120503652039325
1739209832.3826888;-45.120503652039325
1739209832.382701;-38.13080360867914
1739209832.3827128;-38.13080360867914
1739209832.382725;-35.57807855764607
1739209832.382737;-38.13080360867914
1739209832.382749;-38.13080360867914
1739209832.382761;-38.13080360867914
1739209832.382773;-35.57807855764607
1739209832.382785;-32.816014438256545
1739209832.382797;-38.13080360867914
1739209832.3828092;-38.13080360867914
1739209832.382821;-45.120503652039325
1739209832.3828332;-35.57807855764607
