CAN Message; 0x150:07008d8cb028d07a
1739209798.2725108;-45.120503652039325
1739209798.2725177;-38.13080360867914
1739209798.2725244;-38.13080360867914
1739209798.2725313;-38.13080360867914
1739209798.2725382;-35.57807855764607
1739209798.2725449;-35.57807855764607
1739209798.2725518;-32.816014438256545
1739209798.2725585;-45.120503652039325
1739209798.2725654;-38.13080360867914
1739209798.272572;-38.13080360867914
1739209798.272579;-45.120503652039325
1739209798.2725856;-45.120503652039325
1739209798.2725925;-32.816014438256545
1739209798.2725995;-45.120503652039325
1739209798.2726061;-38.13080360867914
1739209798.272613;-38.13080360867914
1739209798.2726197;-38.13080360867914
1739209798.2726266;-38.13080360867914
1739209798.2726333;-45.120503652039325
1739209798.2726402;-38.13080360867914
1739209798.272647;-45.120503652039325
1739209798.2726538;-35.57807855764607
1739209798.2726607;-26.991370085610736
1739209798.2726674;-38.13080360867914
1739209798.2726743;-38.13080360867914
1739209798.272681;-38.13080360867914
1739209798.272688;-35.57807855764607
1739209798.2726946;-45.120503652039325
1739209798.2727015;-38.13080360867914
1739209798.2727082;-45.120503652039325
1739209798.272715;-45.120503652039325
1739209798.272722;-45.120503652039325
1739209798.2727287;-45.120503652039325
1739209798.2727356;-45.120503652039325
1739209798.2727423;-45.120503652039325
1739209798.2727492;-45.120503652039325
1739209798.2727559;-45.120503652039325
1739209798.2727628;-38.13080360867914
1739209798.2727695;-45.120503652039325
1739209798.2727764;-38.13080360867914
1739209798.2727833;-35.57807855764607
1739209798.27279;-38.13080360867914
1739209798.2727969;-45.120503652039325
1739209798.2728035;-38.13080360867914
1739209798.2728105;-38.13080360867914
1739209798.2728171;-38.13080360867914
1739209798.272824;-29.438486411369333
1739209798.2728307;-45.120503652039325
1739209798.2728376;-45.120503652039325
1739209798.2728443;-38.13080360867914
1739209798.2728512;-35.57807855764607
1739209798.2728581;-45.120503652039325
1739209798.2728648;-45.120503652039325
1739209798.2728717;-45.120503652039325
1739209798.2728784;-33.981070128970956
1739209798.2728853;-45.120503652039325
1739209798.272892;-45.120503652039325
1739209798.272899;-38.13080360867914
1739209798.2729056;-45.120503652039325
1739209798.2729125;-38.13080360867914
1739209798.2729194;-45.120503652039325
1739209798.272926;-45.120503652039325
1739209798.272933;-28.992665084841942
1739209798.2729397;-32.816014438256545
1739209798.2729466;-45.120503652039325
1739209798.2729533;-38.13080360867914
1739209798.2729602;-31.141103565318893
1739209798.2729669;-45.120503652039325
1739209798.2729738;-45.120503652039325
1739209798.2729807;-33.981070128970906
1739209798.2729874;-38.13080360867914
1739209798.2729943;-45.120503652039325
1739209798.273001;-45.120503652039325
1739209798.2730079;-45.120503652039325
1739209798.2730145;-32.816014438256545
1739209798.2730215;-33.981070128970906
1739209798.2730281;-35.57807855764607
1739209798.273035;-38.13080360867914
1739209798.273042;-32.816014438256545
1739209798.2730486;-33.981070128970906
1739209798.2730556;-38.13080360867914
1739209798.2730622;-38.13080360867914
1739209798.2730691;-38.13080360867914
1739209798.2730758;-45.120503652039325
1739209798.2730827;-45.120503652039325
1739209798.2730894;-45.120503652039325
1739209798.2730963;-33.981070128970906
1739209798.2731032;-35.57807855764607
1739209798.27311;-45.120503652039325
1739209798.2731168;-38.13080360867914
1739209798.2731235;-45.120503652039325
1739209798.2731304;-38.13080360867914
1739209798.273137;-38.13080360867914
1739209798.273144;-38.13080360867914
1739209798.2731507;-38.13080360867914
1739209798.2731576;-45.120503652039325
1739209798.2731645;-38.13080360867914
1739209798.2731712;-38.13080360867914
1739209798.273178;-45.120503652039325
1739209798.2731848;-45.120503652039325
1739209798.2731917;-33.981070128970906
1739209798.2731984;-38.13080360867914
1739209798.2732053;-38.13080360867914
1739209798.273212;-33.981070128970906
1739209798.2732189;-32.816014438256545
1739209798.2732255;-38.13080360867914
1739209798.2732325;-35.57807855764607
1739209798.2732394;-35.57807855764607
1739209798.273246;-45.120503652039325
1739209798.273253;-45.120503652039325
1739209798.2732596;-45.120503652039325
1739209798.2732666;-38.13080360867914
1739209798.2732732;-35.57807855764607
1739209798.2732801;-38.13080360867914
1739209798.2732868;-45.120503652039325
1739209798.2732937;-45.120503652039325
1739209798.2733006;-45.120503652039325
1739209798.2733073;-45.120503652039325
1739209798.2733142;-45.120503652039325
1739209798.273321;-38.13080360867914
1739209798.2733278;-45.120503652039325
1739209798.2733345;-38.13080360867914
1739209798.2733414;-38.13080360867914
1739209798.273348;-45.120503652039325
1739209798.273355;-45.120503652039325
1739209798.273362;-38.13080360867914
1739209798.2733686;-38.13080360867914
1739209798.2733755;-32.816014438256545
1739209798.2733822;-38.13080360867914
1739209798.273389;-45.120503652039325
1739209798.2733958;-38.13080360867914
1739209798.2734027;-38.13080360867914
1739209798.2734094;-45.120503652039325
1739209798.2734163;-38.13080360867914
1739209798.2734232;-35.57807855764607
1739209798.2734299;-38.13080360867914
1739209798.2734368;-45.120503652039325
1739209798.2734435;-38.13080360867914
1739209798.2734504;-35.57807855764607
1739209798.273457;-33.981070128970906
1739209798.273464;-45.120503652039325
1739209798.2734706;-38.13080360867914
1739209798.2734776;-35.57807855764607
1739209798.2734845;-38.13080360867914
1739209798.2734911;-45.120503652039325
1739209798.273498;-38.13080360867914
1739209798.2735047;-38.13080360867914
1739209798.2735116;-45.120503652039325
1739209798.2735183;-45.120503652039325
1739209798.2735252;-38.13080360867914
1739209798.273532;-45.120503652039325
1739209798.2735388;-31.141103565318915
1739209798.2735457;-33.981070128970906
1739209798.2735524;-45.120503652039325
1739209798.2735593;-45.120503652039325
1739209798.273566;-38.13080360867914
1739209798.273573;-45.120503652039325
1739209798.2735796;-45.120503652039325
1739209798.2735865;-45.120503652039325
1739209798.2735932;-33.981070128970956
1739209798.2736;-45.120503652039325
1739209798.273607;-45.120503652039325
1739209798.2736137;-45.120503652039325
1739209798.2736206;-45.120503652039325
1739209798.2736273;-33.981070128970906
1739209798.2736342;-38.13080360867914
1739209798.2736409;-45.120503652039325
1739209798.2736478;-27.267205301931607
1739209798.2736545;-33.981070128970906
1739209798.2736614;-45.120503652039325
1739209798.273668;-38.13080360867914
1739209798.273675;-33.981070128970906
1739209798.2736819;-38.13080360867914
1739209798.2736886;-45.120503652039325
1739209798.2736955;-45.120503652039325
1739209798.2737021;-38.13080360867914
1739209798.273709;-35.57807855764607
1739209798.2737157;-38.13080360867914
1739209798.2737226;-45.120503652039325
1739209798.2737293;-38.13080360867914
1739209798.2737362;-35.57807855764607
1739209798.2737432;-38.13080360867914
1739209798.2737498;-45.120503652039325
1739209798.2737567;-45.120503652039325
1739209798.2737634;-45.120503652039325
1739209798.2737703;-38.13080360867914
1739209798.273777;-45.120503652039325
1739209798.273784;-45.120503652039325
1739209798.2737906;-38.13080360867914
1739209798.2737975;-38.13080360867914
1739209798.2738044;-45.120503652039325
1739209798.273811;-32.816014438256545
1739209798.273818;-30.49652367304973
1739209798.2738247;-45.120503652039325
1739209798.2738316;-45.120503652039325
1739209798.2738383;-35.57807855764607
1739209798.2738452;-38.13080360867914
1739209798.2738519;-45.120503652039325
1739209798.2738588;-31.141103565318893
1739209798.2738657;-45.120503652039325
1739209798.2738724;-38.13080360867914
1739209798.2738793;-38.13080360867914
1739209798.273886;-32.816014438256545
1739209798.2738929;-33.981070128970906
1739209798.2738996;-45.120503652039325
1739209798.2739065;-33.981070128970906
1739209798.2739131;-45.120503652039325
1739209798.27392;-35.57807855764607
1739209798.273927;-35.57807855764607
1739209798.2739336;-45.120503652039325
1739209798.2739406;-33.981070128970906
1739209798.2739472;-33.981070128970906
1739209798.2739542;-45.120503652039325
1739209798.2739608;-45.120503652039325
1739209798.2739677;-32.816014438256545
1739209798.2739744;-38.13080360867914
1739209798.2739813;-45.120503652039325
1739209798.2739882;-45.120503652039325
1739209798.273995;-38.13080360867914
1739209798.2740018;-38.13080360867914
1739209798.2740085;-45.120503652039325
1739209798.2740154;-45.120503652039325
1739209798.274022;-38.13080360867914
1739209798.274029;-45.120503652039325
1739209798.2740357;-45.120503652039325
1739209798.2740426;-38.13080360867914
1739209798.2740493;-35.57807855764607
1739209798.2740562;-38.13080360867914
1739209798.274063;-45.120503652039325
1739209798.2740698;-38.13080360867914
1739209798.2740767;-45.120503652039325
1739209798.2740834;-38.13080360867914
1739209798.2740903;-38.13080360867914
1739209798.274097;-38.13080360867914
1739209798.2741039;-38.13080360867914
1739209798.2741106;-38.13080360867914
1739209798.2741175;-32.816014438256545
1739209798.2741244;-45.120503652039325
1739209798.274131;-45.120503652039325
1739209798.274138;-38.13080360867914
1739209798.2741446;-45.120503652039325
1739209798.2741516;-45.120503652039325
1739209798.2741582;-38.13080360867914
1739209798.2741652;-38.13080360867914
1739209798.2741718;-45.120503652039325
1739209798.2741787;-38.13080360867914
1739209798.2741857;-45.120503652039325
1739209798.2741923;-45.120503652039325
1739209798.2741992;-31.141103565318893
1739209798.274206;-38.13080360867914
1739209798.2742128;-45.120503652039325
1739209798.2742195;-35.57807855764607
1739209798.2742264;-32.816014438256545
1739209798.274233;-45.120503652039325
1739209798.27424;-45.120503652039325
1739209798.274247;-33.981070128970906
1739209798.2742536;-38.13080360867914
1739209798.2742605;-38.13080360867914
1739209798.2742672;-45.120503652039325
1739209798.274274;-38.13080360867914
1739209798.2742808;-45.120503652039325
1739209798.2742877;-38.13080360867914
1739209798.2742944;-35.57807855764607
1739209798.2743013;-38.13080360867914
1739209798.2743082;-32.816014438256545
1739209798.2743149;-38.13080360867914
1739209798.2743218;-32.816014438256545
1739209798.2743285;-38.13080360867914
1739209798.2743354;-35.57807855764607
1739209798.274342;-31.141103565318915
1739209798.274349;-38.13080360867914
1739209798.2743556;-45.120503652039325
1739209798.2743626;-45.120503652039325
1739209798.2743695;-45.120503652039325
1739209798.2743762;-38.13080360867914
1739209798.274383;-38.13080360867914
1739209798.2743897;-45.120503652039325
1739209798.2743967;-38.13080360867914
1739209798.2744033;-38.13080360867914
1739209798.2744102;-45.120503652039325
1739209798.274417;-45.120503652039325
1739209798.2744238;-38.13080360867914
1739209798.2744308;-33.981070128970906
1739209798.2744374;-45.120503652039325
1739209798.2744443;-45.120503652039325
1739209798.274451;-38.13080360867914
1739209798.274458;-35.57807855764607
1739209798.2744646;-33.981070128970906
1739209798.2744715;-45.120503652039325
1739209798.2744782;-38.13080360867914
1739209798.274485;-38.13080360867914
1739209798.2744918;-45.120503652039325
1739209798.2744987;-45.120503652039325
1739209798.2745056;-38.13080360867914
1739209798.2745123;-32.816014438256545
1739209798.2745192;-38.13080360867914
1739209798.274526;-45.120503652039325
1739209798.2745328;-38.13080360867914
1739209798.2745395;-38.13080360867914
1739209798.2745464;-35.57807855764607
1739209798.274553;-38.13080360867914
1739209798.27456;-45.120503652039325
1739209798.274567;-45.120503652039325
1739209798.2745736;-45.120503652039325
1739209798.2745805;-45.120503652039325
1739209798.2745872;-33.981070128970906
1739209798.274594;-32.816014438256545
1739209798.2746007;-38.13080360867914
1739209798.2746077;-45.120503652039325
1739209798.2746143;-38.13080360867914
1739209798.2746212;-45.120503652039325
1739209798.2746282;-45.120503652039325
1739209798.2746348;-45.120503652039325
1739209798.2746418;-38.13080360867914
1739209798.2746484;-45.120503652039325
1739209798.2746553;-45.120503652039325
1739209798.274662;-38.13080360867914
1739209798.274669;-45.120503652039325
1739209798.2746756;-45.120503652039325
1739209798.2746825;-33.981070128970906
1739209798.2746894;-35.57807855764607
1739209798.274696;-38.13080360867914
1739209798.274703;-45.120503652039325
1739209798.2747097;-38.13080360867914
1739209798.2747166;-35.57807855764607
1739209798.2747233;-45.120503652039325
1739209798.2747302;-45.120503652039325
1739209798.274737;-38.13080360867914
1739209798.2747438;-45.120503652039325
1739209798.2747507;-38.13080360867914
1739209798.2747574;-35.57807855764607
1739209798.2747643;-38.13080360867914
1739209798.274771;-38.13080360867914
1739209798.274778;-38.13080360867914
1739209798.2747846;-45.120503652039325
1739209798.2747915;-38.13080360867914
1739209798.2747982;-38.13080360867914
1739209798.274805;-38.13080360867914
1739209798.274812;-38.13080360867914
1739209798.2748187;-38.13080360867914
1739209798.2748256;-38.13080360867914
1739209798.2748322;-38.13080360867914
1739209798.2748392;-45.120503652039325
1739209798.2748458;-45.120503652039325
1739209798.2748528;-45.120503652039325
1739209798.2748594;-28.992665084841942
1739209798.2748663;-30.49652367304973
1739209798.274873;-35.57807855764607
1739209798.27488;-38.13080360867914
1739209798.2748868;-38.13080360867914
1739209798.2748935;-32.816014438256545
1739209798.2749004;-45.120503652039325
1739209798.274907;-38.13080360867914
1739209798.274914;-32.81601443825658
1739209798.2749207;-45.120503652039325
1739209798.2749276;-35.57807855764607
1739209798.2749343;-45.120503652039325
1739209798.2749412;-45.120503652039325
1739209798.2749481;-38.13080360867914
1739209798.2749548;-38.13080360867914
1739209798.2749617;-45.120503652039325
1739209798.2749684;-33.981070128970906
1739209798.2749753;-30.49652367304973
1739209798.274982;-38.13080360867914
1739209798.274989;-45.120503652039325
1739209798.2749956;-33.981070128970906
1739209798.2750025;-38.13080360867914
1739209798.2750094;-38.13080360867914
1739209798.275016;-35.57807855764607
1739209798.275023;-45.120503652039325
1739209798.2750297;-38.13080360867914
1739209798.2750366;-32.816014438256545
1739209798.2750432;-38.13080360867914
1739209798.2750502;-33.981070128970906
1739209798.2750568;-33.981070128970906
1739209798.2750638;-45.120503652039325
1739209798.2750707;-32.816014438256545
1739209798.2750773;-38.13080360867914
1739209798.2750843;-38.13080360867914
1739209798.275091;-35.57807855764607
1739209798.2750978;-35.57807855764607
1739209798.2751045;-45.120503652039325
1739209798.2751114;-45.120503652039325
1739209798.275118;-33.981070128970906
1739209798.275125;-45.120503652039325
1739209798.275132;-32.816014438256545
1739209798.2751386;-30.49652367304973
1739209798.2751455;-38.13080360867914
1739209798.2751522;-35.57807855764607
1739209798.2751591;-38.13080360867914
1739209798.2751658;-38.13080360867914
1739209798.2751727;-45.120503652039325
1739209798.2751794;-45.120503652039325
1739209798.2751863;-45.120503652039325
1739209798.2751932;-38.13080360867914
1739209798.2752;-38.13080360867914
1739209798.2752068;-45.120503652039325
1739209798.2752135;-45.120503652039325
1739209798.2752204;-38.13080360867914
1739209798.275227;-38.13080360867914
1739209798.275234;-45.120503652039325
1739209798.2752407;-38.13080360867914
1739209798.2752476;-31.141103565318893
1739209798.2752542;-45.120503652039325
1739209798.2752612;-45.120503652039325
1739209798.275268;-38.13080360867914
1739209798.2752748;-38.13080360867914
1739209798.2752817;-45.120503652039325
1739209798.2752883;-45.120503652039325
1739209798.2752953;-38.13080360867914
1739209798.275302;-32.816014438256545
1739209798.2753088;-38.13080360867914
1739209798.2753155;-45.120503652039325
1739209798.2753224;-38.13080360867914
1739209798.2753294;-32.816014438256545
1739209798.275336;-45.120503652039325
1739209798.275343;-45.120503652039325
1739209798.2753496;-45.120503652039325
1739209798.2753565;-45.120503652039325
1739209798.2753632;-38.13080360867914
1739209798.2753701;-45.120503652039325
1739209798.2753768;-38.13080360867914
1739209798.2753837;-45.120503652039325
1739209798.2753906;-38.13080360867914
1739209798.2753973;-45.120503652039325
1739209798.2754042;-38.13080360867914
1739209798.275411;-32.816014438256545
1739209798.2754178;-38.13080360867914
1739209798.2754245;-45.120503652039325
1739209798.2754314;-35.57807855764607
1739209798.275438;-35.57807855764607
1739209798.275445;-45.120503652039325
1739209798.275452;-45.120503652039325
1739209798.2754586;-45.120503652039325
1739209798.2754655;-38.13080360867914
1739209798.2754722;-38.13080360867914
1739209798.275479;-45.120503652039325
1739209798.2754858;-45.120503652039325
1739209798.2754927;-38.13080360867914
1739209798.2754993;-38.13080360867914
1739209798.2755063;-45.120503652039325
1739209798.2755132;-45.120503652039325
1739209798.2755198;-45.120503652039325
1739209798.2755268;-38.13080360867914
1739209798.2755334;-38.13080360867914
1739209798.2755404;-45.120503652039325
1739209798.275547;-45.120503652039325
1739209798.275554;-38.13080360867914
1739209798.2755606;-38.13080360867914
1739209798.2755675;-45.120503652039325
1739209798.2755744;-45.120503652039325
1739209798.2755811;-45.120503652039325
1739209798.275588;-45.120503652039325
1739209798.2755947;-38.13080360867914
1739209798.2756016;-35.57807855764607
1739209798.2756083;-45.120503652039325
1739209798.2756152;-45.120503652039325
1739209798.275622;-45.120503652039325
1739209798.2756288;-38.13080360867914
1739209798.2756357;-33.981070128970906
1739209798.2756424;-45.120503652039325
1739209798.2756493;-38.13080360867914
1739209798.275656;-38.13080360867914
1739209798.275663;-38.13080360867914
1739209798.2756696;-45.120503652039325
1739209798.2756765;-38.13080360867914
1739209798.2756832;-32.816014438256545
1739209798.27569;-38.13080360867914
1739209798.2756968;-45.120503652039325
1739209798.2757037;-38.13080360867914
1739209798.2757106;-35.57807855764607
1739209798.2757173;-38.13080360867914
1739209798.2757242;-45.120503652039325
1739209798.2757308;-38.13080360867914
1739209798.2757378;-38.13080360867914
1739209798.2757444;-38.13080360867914
1739209798.2757514;-38.13080360867914
1739209798.275758;-38.13080360867914
1739209798.275765;-45.120503652039325
1739209798.2757719;-45.120503652039325
1739209798.2757785;-38.13080360867914
1739209798.2757854;-45.120503652039325
1739209798.2757921;-45.120503652039325
1739209798.275799;-38.13080360867914
1739209798.2758057;-35.57807855764607
1739209798.2758126;-33.981070128970906
1739209798.2758193;-45.120503652039325
1739209798.2758262;-45.120503652039325
1739209798.2758331;-38.13080360867914
1739209798.2758398;-38.13080360867914
1739209798.2758467;-45.120503652039325
1739209798.2758534;-31.141103565318915
1739209798.2758603;-38.13080360867914
1739209798.275867;-45.120503652039325
1739209798.275874;-45.120503652039325
1739209798.2758806;-45.120503652039325
1739209798.2758875;-45.120503652039325
1739209798.2758944;-38.13080360867914
1739209798.275901;-35.57807855764607
1739209798.275908;-30.49652367304973
1739209798.2759147;-45.120503652039325
1739209798.2759216;-45.120503652039325
1739209798.2759283;-45.120503652039325
1739209798.2759352;-45.120503652039325
1739209798.2759418;-38.13080360867914
1739209798.2759488;-35.57807855764607
1739209798.2759557;-38.13080360867914
1739209798.2759624;-31.141103565318915
1739209798.2759693;-38.13080360867914
1739209798.275976;-33.981070128970906
1739209798.2759829;-45.120503652039325
1739209798.2759895;-38.13080360867914
1739209798.2759964;-38.13080360867914
1739209798.2760031;-45.120503652039325
1739209798.27601;-45.120503652039325
1739209798.276017;-38.13080360867914
1739209798.2760236;-45.120503652039325
1739209798.2760305;-45.120503652039325
1739209798.2760372;-45.120503652039325
1739209798.2760441;-38.13080360867914
1739209798.2760508;-45.120503652039325
1739209798.2760577;-45.120503652039325
1739209798.2760644;-45.120503652039325
1739209798.2760713;-45.120503652039325
1739209798.276078;-45.120503652039325
1739209798.276085;-38.13080360867914
1739209798.2760918;-45.120503652039325
1739209798.2760985;-45.120503652039325
1739209798.2761054;-45.120503652039325
1739209798.276112;-38.13080360867914
1739209798.276119;-38.13080360867914
1739209798.2761257;-32.816014438256545
1739209798.2761326;-38.13080360867914
1739209798.2761393;-45.120503652039325
1739209798.2761462;-35.57807855764607
1739209798.276153;-38.13080360867914
1739209798.2761598;-45.120503652039325
1739209798.2761667;-45.120503652039325
1739209798.2761734;-32.816014438256545
1739209798.2761803;-35.57807855764607
1739209798.276187;-45.120503652039325
1739209798.2761939;-33.981070128970906
1739209798.2762005;-35.57807855764607
1739209798.2762074;-33.981070128970906
1739209798.2762144;-45.120503652039325
1739209798.276221;-38.13080360867914
1739209798.276228;-38.13080360867914
1739209798.2762346;-30.49652367304973
1739209798.2762415;-33.981070128970906
1739209798.2762482;-45.120503652039325
1739209798.2762551;-35.57807855764607
1739209798.2762618;-38.13080360867914
1739209798.2762687;-45.120503652039325
1739209798.2762756;-38.13080360867914
1739209798.2762823;-35.57807855764607
1739209798.2762892;-38.13080360867914
1739209798.276296;-45.120503652039325
1739209798.2763028;-38.13080360867914
1739209798.2763095;-35.57807855764607
1739209798.2763164;-35.57807855764607
1739209798.276323;-38.13080360867914
1739209798.27633;-45.120503652039325
1739209798.276337;-35.57807855764607
1739209798.2763436;-45.120503652039325
1739209798.2763505;-45.120503652039325
1739209798.2763572;-38.13080360867914
1739209798.276364;-45.120503652039325
1739209798.2763708;-45.120503652039325
1739209798.2763777;-33.981070128970906
1739209798.2763844;-38.13080360867914
1739209798.2763913;-45.120503652039325
1739209798.2763982;-32.816014438256545
1739209798.2764049;-32.816014438256545
1739209798.2764118;-45.120503652039325
1739209798.2764184;-38.13080360867914
1739209798.2764254;-35.57807855764607
1739209798.276432;-38.13080360867914
1739209798.276439;-38.13080360867914
1739209798.2764456;-45.120503652039325
1739209798.2764525;-38.13080360867914
1739209798.2764595;-35.57807855764607
1739209798.2764661;-38.13080360867914
1739209798.276473;-45.120503652039325
1739209798.2764797;-35.57807855764607
1739209798.2764866;-32.816014438256545
1739209798.2764933;-45.120503652039325
1739209798.2765002;-45.120503652039325
1739209798.276507;-45.120503652039325
1739209798.2765138;-38.13080360867914
1739209798.2765205;-35.57807855764607
1739209798.2765274;-35.57807855764607
1739209798.2765343;-45.120503652039325
1739209798.276541;-38.13080360867914
1739209798.276548;-38.13080360867914
1739209798.2765546;-45.120503652039325
1739209798.2765615;-33.981070128970906
1739209798.2765682;-38.13080360867914
1739209798.276575;-45.120503652039325
1739209798.2765818;-45.120503652039325
1739209798.2765887;-38.13080360867914
1739209798.2765956;-38.13080360867914
1739209798.2766023;-45.120503652039325
1739209798.2766092;-45.120503652039325
1739209798.2766159;-38.13080360867914
1739209798.2766228;-32.816014438256545
1739209798.2766294;-38.13080360867914
1739209798.2766364;-45.120503652039325
1739209798.276643;-38.13080360867914
1739209798.27665;-35.57807855764607
1739209798.2766569;-35.57807855764607
1739209798.2766635;-38.13080360867914
1739209798.2766705;-45.120503652039325
1739209798.2766771;-45.120503652039325
1739209798.276684;-45.120503652039325
1739209798.2766907;-45.120503652039325
1739209798.2766976;-45.120503652039325
1739209798.2767043;-45.120503652039325
1739209798.2767112;-38.13080360867914
1739209798.2767181;-38.13080360867914
1739209798.2767248;-38.13080360867914
1739209798.2767317;-38.13080360867914
1739209798.2767384;-45.120503652039325
1739209798.2767453;-33.981070128970906
1739209798.276752;-38.13080360867914
1739209798.276759;-38.13080360867914
1739209798.2767656;-45.120503652039325
1739209798.2767725;-45.120503652039325
1739209798.2767794;-45.120503652039325
1739209798.276786;-28.58837851428586
1739209798.276793;-33.981070128970906
1739209798.2767997;-45.120503652039325
1739209798.2768066;-45.120503652039325
1739209798.2768133;-38.13080360867914
1739209798.2768202;-38.13080360867914
1739209798.2768269;-38.13080360867914
1739209798.2768338;-38.13080360867914
1739209798.2768407;-45.120503652039325
1739209798.2768474;-38.13080360867914
1739209798.2768543;-32.816014438256545
1739209798.276861;-38.13080360867914
1739209798.2768679;-45.120503652039325
1739209798.2768745;-38.13080360867914
1739209798.2768815;-35.57807855764607
1739209798.2768881;-38.13080360867914
1739209798.276895;-38.13080360867914
1739209798.2769017;-38.13080360867914
1739209798.2769086;-32.816014438256545
1739209798.2769156;-38.13080360867914
1739209798.2769222;-45.120503652039325
1739209798.2769291;-45.120503652039325
1739209798.2769358;-33.981070128970906
1739209798.2769427;-45.120503652039325
1739209798.2769494;-31.141103565318915
1739209798.2769563;-28.992665084841942
1739209798.276963;-45.120503652039325
1739209798.27697;-45.120503652039325
1739209798.2769768;-45.120503652039325
1739209798.2769835;-35.57807855764607
1739209798.2769904;-35.57807855764607
1739209798.276997;-38.13080360867914
1739209798.277004;-45.120503652039325
1739209798.2770107;-32.816014438256545
1739209798.2770176;-45.120503652039325
1739209798.2770243;-45.120503652039325
1739209798.2770312;-38.13080360867914
1739209798.277038;-45.120503652039325
1739209798.2770448;-45.120503652039325
1739209798.2770517;-38.13080360867914
1739209798.2770584;-38.13080360867914
1739209798.2770653;-33.981070128970906
1739209798.277072;-45.120503652039325
1739209798.2770789;-45.120503652039325
1739209798.2770855;-45.120503652039325
1739209798.2770925;-45.120503652039325
1739209798.2770994;-38.13080360867914
1739209798.277106;-35.57807855764607
