CAN Message; 0x98:00006b7c039ce1d3
1739209786.8186932;-38.13080360867914
1739209786.818703;-45.120503652039325
1739209786.8187125;-45.120503652039325
1739209786.8187222;-38.13080360867914
1739209786.8187318;-32.816014438256545
1739209786.8187416;-38.13080360867914
1739209786.818751;-45.120503652039325
1739209786.8187609;-45.120503652039325
1739209786.8187704;-27.8777449560314
1739209786.8187802;-33.981070128970906
1739209786.8187897;-45.120503652039325
1739209786.8187993;-38.13080360867914
1739209786.818809;-45.120503652039325
1739209786.8188186;-38.13080360867914
1739209786.8188283;-45.120503652039325
1739209786.818838;-35.57807855764607
1739209786.8188477;-45.120503652039325
1739209786.8188572;-38.13080360867914
1739209786.818867;-38.13080360867914
1739209786.8188765;-45.120503652039325
1739209786.8188863;-45.120503652039325
1739209786.8188958;-45.120503652039325
1739209786.8189056;-45.120503652039325
1739209786.8189151;-38.13080360867914
1739209786.8189247;-28.58837851428586
1739209786.8189344;-31.141103565318915
1739209786.818944;-45.120503652039325
1739209786.8189538;-35.57807855764607
1739209786.8189633;-35.57807855764607
1739209786.818973;-35.57807855764607
1739209786.8189826;-45.120503652039325
1739209786.8189924;-38.13080360867914
1739209786.819002;-45.120503652039325
1739209786.8190117;-45.120503652039325
1739209786.8190212;-38.13080360867914
1739209786.819031;-38.13080360867914
1739209786.8190405;-45.120503652039325
1739209786.81905;-45.120503652039325
1739209786.8190598;-38.13080360867914
1739209786.8190694;-45.120503652039325
1739209786.8190792;-38.13080360867914
1739209786.8190887;-33.981070128970906
1739209786.8190985;-38.13080360867914
1739209786.819108;-45.120503652039325
1739209786.8191178;-38.13080360867914
1739209786.8191273;-38.13080360867914
1739209786.819137;-45.120503652039325
1739209786.8191466;-45.120503652039325
1739209786.8191564;-45.120503652039325
1739209786.819166;-35.57807855764607
1739209786.8191755;-35.57807855764607
1739209786.8191853;-38.13080360867914
1739209786.8191948;-45.120503652039325
1739209786.8192046;-35.57807855764607
1739209786.819214;-38.13080360867914
1739209786.8192239;-45.120503652039325
1739209786.8192334;-45.120503652039325
1739209786.8192432;-32.816014438256545
1739209786.8192527;-38.13080360867914
1739209786.8192625;-38.13080360867914
1739209786.819272;-33.981070128970906
1739209786.8192818;-45.120503652039325
1739209786.8192914;-33.981070128970906
1739209786.819301;-45.120503652039325
1739209786.8193107;-38.13080360867914
1739209786.8193202;-26.991370085610722
1739209786.81933;-38.13080360867914
1739209786.8193395;-38.13080360867914
1739209786.8193493;-45.120503652039325
1739209786.8193588;-38.13080360867914
1739209786.8193686;-38.13080360867914
1739209786.8193781;-38.13080360867914
1739209786.819388;-45.120503652039325
1739209786.8193974;-30.49652367304973
1739209786.8194072;-45.120503652039325
1739209786.8194168;-33.981070128970906
1739209786.8194263;-45.120503652039325
1739209786.819436;-45.120503652039325
1739209786.8194456;-45.120503652039325
1739209786.8194554;-45.120503652039325
1739209786.819465;-45.120503652039325
1739209786.8194747;-33.981070128970906
1739209786.8194842;-45.120503652039325
1739209786.819494;-45.120503652039325
1739209786.8195035;-35.57807855764607
1739209786.8195133;-38.13080360867914
1739209786.8195229;-35.57807855764607
1739209786.8195326;-38.13080360867914
1739209786.8195422;-38.13080360867914
1739209786.8195517;-45.120503652039325
1739209786.8195615;-45.120503652039325
1739209786.819571;-38.13080360867914
1739209786.8195808;-35.57807855764607
1739209786.8195903;-38.13080360867914
1739209786.8196;-45.120503652039325
1739209786.8196096;-38.13080360867914
1739209786.8196194;-35.57807855764607
1739209786.819629;-38.13080360867914
1739209786.8196387;-45.120503652039325
1739209786.8196483;-38.13080360867914
1739209786.819658;-38.13080360867914
1739209786.8196676;-45.120503652039325
1739209786.819677;-38.13080360867914
1739209786.819687;-38.13080360867914
1739209786.8196964;-35.57807855764607
1739209786.8197062;-38.13080360867914
1739209786.8197157;-45.120503652039325
1739209786.8197255;-38.13080360867914
1739209786.819735;-38.13080360867914
1739209786.8197448;-38.13080360867914
1739209786.8197544;-38.13080360867914
1739209786.8197641;-33.981070128970906
1739209786.8197737;-45.120503652039325
1739209786.8197834;-38.13080360867914
1739209786.819793;-35.57807855764607
1739209786.8198025;-38.13080360867914
1739209786.8198123;-38.13080360867914
1739209786.8198218;-38.13080360867914
1739209786.8198316;-35.57807855764607
1739209786.8198411;-38.13080360867914
1739209786.819851;-38.13080360867914
1739209786.8198605;-45.120503652039325
1739209786.8198702;-38.13080360867914
1739209786.8198798;-35.57807855764607
1739209786.8198895;-45.120503652039325
1739209786.819899;-38.13080360867914
1739209786.8199089;-32.816014438256545
1739209786.8199184;-38.13080360867914
1739209786.819928;-45.120503652039325
1739209786.8199377;-33.981070128970906
1739209786.8199472;-38.13080360867914
1739209786.819957;-45.120503652039325
1739209786.8199666;-45.120503652039325
1739209786.8199763;-33.981070128970906
1739209786.8199859;-45.120503652039325
1739209786.8199956;-38.13080360867914
1739209786.8200052;-35.57807855764607
1739209786.820015;-45.120503652039325
1739209786.8200245;-38.13080360867914
1739209786.8200343;-38.13080360867914
1739209786.8200438;-45.120503652039325
1739209786.8200536;-45.120503652039325
1739209786.820063;-32.816014438256545
1739209786.8200727;-38.13080360867914
1739209786.8200824;-45.120503652039325
1739209786.820092;-38.13080360867914
1739209786.8201017;-38.13080360867914
1739209786.8201113;-45.120503652039325
1739209786.820121;-45.120503652039325
1739209786.8201306;-45.120503652039325
1739209786.8201404;-45.120503652039325
1739209786.82015;-45.120503652039325
1739209786.8201597;-45.120503652039325
1739209786.8201692;-45.120503652039325
1739209786.820179;-45.120503652039325
1739209786.8201885;-45.120503652039325
1739209786.820198;-38.13080360867914
1739209786.8202078;-38.13080360867914
1739209786.8202174;-38.13080360867914
1739209786.8202271;-45.120503652039325
1739209786.8202367;-45.120503652039325
1739209786.8202465;-45.120503652039325
1739209786.820256;-45.120503652039325
1739209786.8202658;-38.13080360867914
1739209786.8202753;-38.13080360867914
1739209786.820285;-45.120503652039325
1739209786.8202946;-38.13080360867914
1739209786.8203044;-38.13080360867914
1739209786.820314;-35.57807855764607
1739209786.8203235;-33.981070128970906
1739209786.8203332;-45.120503652039325
1739209786.8203428;-38.13080360867914
1739209786.8203526;-38.13080360867914
1739209786.820362;-38.13080360867914
1739209786.8203719;-38.13080360867914
1739209786.8203814;-45.120503652039325
1739209786.8203912;-32.816014438256545
1739209786.8204007;-45.120503652039325
1739209786.8204105;-38.13080360867914
1739209786.82042;-33.981070128970906
1739209786.8204298;-38.13080360867914
1739209786.8204393;-45.120503652039325
1739209786.8204489;-45.120503652039325
1739209786.8204587;-38.13080360867914
1739209786.8204682;-35.57807855764607
1739209786.820478;-33.981070128970906
1739209786.8204875;-45.120503652039325
1739209786.8204973;-33.981070128970906
1739209786.8205068;-32.816014438256545
1739209786.8205166;-33.981070128970906
1739209786.8205261;-45.120503652039325
1739209786.820536;-38.13080360867914
1739209786.8205454;-32.816014438256545
1739209786.8205552;-38.13080360867914
1739209786.8205647;-38.13080360867914
1739209786.8205743;-35.57807855764607
1739209786.820584;-38.13080360867914
1739209786.8205936;-45.120503652039325
1739209786.8206034;-38.13080360867914
1739209786.820613;-38.13080360867914
1739209786.8206227;-38.13080360867914
1739209786.8206322;-45.120503652039325
1739209786.820642;-45.120503652039325
1739209786.8206515;-38.13080360867914
1739209786.8206613;-38.13080360867914
1739209786.8206708;-45.120503652039325
1739209786.8206806;-45.120503652039325
1739209786.8206902;-45.120503652039325
1739209786.8206997;-38.13080360867914
1739209786.8207095;-38.13080360867914
1739209786.820719;-45.120503652039325
1739209786.8207288;-45.120503652039325
1739209786.8207383;-45.120503652039325
1739209786.820748;-45.120503652039325
1739209786.8207576;-38.13080360867914
1739209786.8207674;-45.120503652039325
1739209786.820777;-45.120503652039325
1739209786.8207867;-45.120503652039325
1739209786.8207963;-31.141103565318915
1739209786.820806;-27.267205301931607
1739209786.8208156;-45.120503652039325
1739209786.820825;-38.13080360867914
1739209786.8208349;-38.13080360867914
1739209786.8208444;-38.13080360867914
1739209786.8208542;-45.120503652039325
1739209786.8208637;-38.13080360867914
1739209786.8208735;-33.981070128970906
1739209786.820883;-38.13080360867914
1739209786.8208928;-38.13080360867914
1739209786.8209023;-38.13080360867914
1739209786.8209121;-45.120503652039325
1739209786.8209217;-45.120503652039325
1739209786.8209314;-45.120503652039325
1739209786.820941;-38.13080360867914
1739209786.8209505;-35.57807855764607
1739209786.8209603;-31.141103565318915
1739209786.8209698;-45.120503652039325
1739209786.8209796;-45.120503652039325
1739209786.8209891;-38.13080360867914
1739209786.820999;-38.13080360867914
1739209786.8210084;-45.120503652039325
1739209786.8210182;-45.120503652039325
1739209786.8210278;-45.120503652039325
1739209786.8210375;-45.120503652039325
1739209786.821047;-45.120503652039325
1739209786.8210568;-38.13080360867914
1739209786.8210664;-45.120503652039325
1739209786.821076;-45.120503652039325
1739209786.8210857;-38.13080360867914
1739209786.8210952;-45.120503652039325
1739209786.821105;-38.13080360867914
1739209786.8211145;-38.13080360867914
1739209786.8211243;-45.120503652039325
1739209786.8211339;-38.13080360867914
1739209786.8211436;-38.13080360867914
1739209786.8211532;-45.120503652039325
1739209786.821163;-45.120503652039325
1739209786.8211725;-38.13080360867914
1739209786.8211823;-45.120503652039325
1739209786.8211918;-38.13080360867914
1739209786.8212013;-45.120503652039325
1739209786.821211;-38.13080360867914
1739209786.8212206;-45.120503652039325
1739209786.8212304;-38.13080360867914
1739209786.82124;-35.57807855764607
1739209786.8212497;-38.13080360867914
1739209786.8212593;-38.13080360867914
1739209786.821269;-33.981070128970906
1739209786.8212786;-38.13080360867914
1739209786.8212883;-38.13080360867914
1739209786.821298;-45.120503652039325
1739209786.8213077;-38.13080360867914
1739209786.8213172;-45.120503652039325
1739209786.8213267;-38.13080360867914
1739209786.8213365;-45.120503652039325
1739209786.821346;-33.981070128970906
1739209786.8213558;-38.13080360867914
1739209786.8213654;-38.13080360867914
1739209786.8213751;-45.120503652039325
1739209786.8213847;-45.120503652039325
1739209786.8213944;-32.816014438256545
1739209786.821404;-38.13080360867914
1739209786.8214138;-45.120503652039325
1739209786.8214233;-27.267205301931607
1739209786.821433;-33.981070128970906
1739209786.8214426;-45.120503652039325
1739209786.8214521;-38.13080360867914
1739209786.821462;-33.981070128970906
1739209786.8214715;-45.120503652039325
1739209786.8214812;-38.13080360867914
1739209786.8214908;-45.120503652039325
1739209786.8215005;-38.13080360867914
1739209786.82151;-38.13080360867914
1739209786.8215199;-38.13080360867914
1739209786.8215294;-45.120503652039325
1739209786.8215392;-38.13080360867914
1739209786.8215487;-38.13080360867914
1739209786.8215585;-45.120503652039325
1739209786.821568;-45.120503652039325
1739209786.8215775;-38.13080360867914
1739209786.8215873;-38.13080360867914
1739209786.8215969;-38.13080360867914
1739209786.8216066;-45.120503652039325
1739209786.8216162;-45.120503652039325
1739209786.821626;-38.13080360867914
1739209786.8216355;-35.57807855764607
1739209786.8216453;-38.13080360867914
1739209786.8216548;-45.120503652039325
1739209786.8216646;-45.120503652039325
1739209786.821674;-38.13080360867914
1739209786.821684;-45.120503652039325
1739209786.8216934;-38.13080360867914
1739209786.821703;-38.13080360867914
1739209786.8217127;-45.120503652039325
1739209786.8217223;-35.57807855764607
1739209786.821732;-45.120503652039325
1739209786.8217416;-45.120503652039325
1739209786.8217514;-45.120503652039325
1739209786.821761;-38.13080360867914
1739209786.8217707;-45.120503652039325
1739209786.8217802;-38.13080360867914
1739209786.82179;-38.13080360867914
1739209786.8217995;-38.13080360867914
1739209786.8218093;-38.13080360867914
1739209786.8218188;-45.120503652039325
1739209786.8218284;-38.13080360867914
1739209786.8218381;-38.13080360867914
1739209786.8218477;-38.13080360867914
1739209786.8218575;-33.981070128970906
1739209786.821867;-38.13080360867914
1739209786.8218768;-38.13080360867914
1739209786.8218863;-45.120503652039325
1739209786.821896;-45.120503652039325
1739209786.8219056;-38.13080360867914
1739209786.8219154;-35.57807855764607
1739209786.821925;-45.120503652039325
1739209786.8219347;-38.13080360867914
1739209786.8219442;-38.13080360867914
1739209786.8219538;-45.120503652039325
1739209786.8219635;-35.57807855764607
1739209786.821973;-30.49652367304973
1739209786.8219829;-45.120503652039325
1739209786.8219924;-45.120503652039325
1739209786.8220022;-33.981070128970906
1739209786.8220117;-45.120503652039325
1739209786.8220215;-45.120503652039325
1739209786.822031;-45.120503652039325
1739209786.8220408;-45.120503652039325
1739209786.8220503;-45.120503652039325
1739209786.82206;-38.13080360867914
1739209786.8220696;-38.13080360867914
1739209786.8220794;-45.120503652039325
1739209786.822089;-38.13080360867914
1739209786.8220985;-32.816014438256545
1739209786.8221083;-45.120503652039325
1739209786.8221178;-38.13080360867914
1739209786.8221276;-38.13080360867914
1739209786.822137;-45.120503652039325
1739209786.822147;-45.120503652039325
1739209786.8221564;-45.120503652039325
1739209786.8221662;-45.120503652039325
1739209786.8221757;-45.120503652039325
1739209786.8221855;-45.120503652039325
1739209786.822195;-45.120503652039325
1739209786.8222048;-45.120503652039325
1739209786.8222144;-45.120503652039325
1739209786.822224;-45.120503652039325
1739209786.8222337;-45.120503652039325
1739209786.8222432;-38.13080360867914
1739209786.822253;-38.13080360867914
1739209786.8222625;-45.120503652039325
1739209786.8222723;-38.13080360867914
1739209786.8222818;-38.13080360867914
1739209786.8222916;-45.120503652039325
1739209786.8223011;-45.120503652039325
1739209786.822311;-38.13080360867914
1739209786.8223205;-38.13080360867914
1739209786.8223302;-45.120503652039325
1739209786.8223398;-45.120503652039325
1739209786.8223493;-38.13080360867914
1739209786.822359;-38.13080360867914
1739209786.8223686;-45.120503652039325
1739209786.8223784;-45.120503652039325
1739209786.822388;-45.120503652039325
1739209786.8223977;-32.816014438256545
1739209786.8224072;-38.13080360867914
1739209786.822417;-38.13080360867914
1739209786.8224266;-38.13080360867914
1739209786.8224363;-27.8777449560314
1739209786.8224459;-33.981070128970906
1739209786.8224556;-45.120503652039325
1739209786.8224652;-45.120503652039325
1739209786.8224747;-45.120503652039325
1739209786.8224845;-45.120503652039325
1739209786.822494;-45.120503652039325
1739209786.8225038;-45.120503652039325
1739209786.8225133;-45.120503652039325
1739209786.822523;-38.13080360867914
1739209786.8225327;-45.120503652039325
1739209786.8225424;-45.120503652039325
1739209786.822552;-45.120503652039325
1739209786.8225617;-45.120503652039325
1739209786.8225713;-45.120503652039325
1739209786.822581;-45.120503652039325
1739209786.8225906;-38.13080360867914
1739209786.8226001;-38.13080360867914
1739209786.82261;-38.13080360867914
1739209786.8226194;-38.13080360867914
1739209786.8226292;-38.13080360867914
1739209786.8226388;-38.13080360867914
1739209786.8226485;-38.13080360867914
1739209786.822658;-38.13080360867914
1739209786.8226678;-45.120503652039325
1739209786.8226774;-38.13080360867914
1739209786.8226871;-45.120503652039325
1739209786.8226967;-45.120503652039325
1739209786.8227065;-45.120503652039325
1739209786.822716;-38.13080360867914
1739209786.8227255;-35.57807855764607
1739209786.8227353;-38.13080360867914
1739209786.8227448;-45.120503652039325
1739209786.8227546;-38.13080360867914
1739209786.8227642;-38.13080360867914
1739209786.822774;-38.13080360867914
1739209786.8227835;-38.13080360867914
1739209786.8227932;-35.57807855764607
1739209786.8228028;-38.13080360867914
1739209786.8228126;-33.981070128970906
1739209786.822822;-45.120503652039325
1739209786.8228319;-38.13080360867914
1739209786.8228414;-31.141103565318893
1739209786.822851;-38.13080360867914
1739209786.8228607;-45.120503652039325
1739209786.8228703;-45.120503652039325
1739209786.82288;-38.13080360867914
1739209786.8228896;-38.13080360867914
1739209786.8228993;-45.120503652039325
1739209786.8229089;-31.141103565318915
1739209786.8229187;-38.13080360867914
1739209786.8229282;-45.120503652039325
1739209786.822938;-35.57807855764607
1739209786.8229475;-38.13080360867914
1739209786.8229573;-45.120503652039325
1739209786.8229668;-45.120503652039325
1739209786.8229764;-38.13080360867914
1739209786.8229861;-30.49652367304973
1739209786.8229957;-45.120503652039325
1739209786.8230054;-38.13080360867914
1739209786.823015;-38.13080360867914
1739209786.8230247;-33.981070128970906
1739209786.8230343;-38.13080360867914
1739209786.823044;-38.13080360867914
1739209786.8230536;-35.57807855764607
1739209786.8230634;-28.992665084841942
1739209786.823073;-38.13080360867914
1739209786.8230827;-38.13080360867914
1739209786.8230922;-38.13080360867914
1739209786.8231018;-38.13080360867914
1739209786.8231115;-45.120503652039325
1739209786.823121;-38.13080360867914
1739209786.8231308;-30.49652367304973
1739209786.8231404;-32.816014438256545
1739209786.8231502;-45.120503652039325
1739209786.8231597;-38.13080360867914
1739209786.8231695;-38.13080360867914
1739209786.823179;-33.981070128970906
1739209786.8231888;-45.120503652039325
1739209786.8231983;-45.120503652039325
1739209786.823208;-32.816014438256545
1739209786.8232176;-33.981070128970906
1739209786.8232272;-45.120503652039325
1739209786.823237;-33.981070128970906
1739209786.8232465;-35.57807855764607
1739209786.8232563;-38.13080360867914
1739209786.8232658;-45.120503652039325
1739209786.8232756;-38.13080360867914
1739209786.823285;-45.120503652039325
1739209786.8232949;-31.141103565318915
1739209786.8233044;-38.13080360867914
1739209786.8233142;-45.120503652039325
1739209786.8233237;-35.57807855764607
1739209786.8233335;-35.57807855764607
1739209786.823343;-38.13080360867914
1739209786.8233526;-45.120503652039325
1739209786.8233624;-38.13080360867914
1739209786.823372;-45.120503652039325
1739209786.8233817;-38.13080360867914
1739209786.8233912;-38.13080360867914
1739209786.823401;-45.120503652039325
1739209786.8234105;-38.13080360867914
1739209786.8234203;-38.13080360867914
1739209786.8234298;-38.13080360867914
1739209786.8234396;-45.120503652039325
1739209786.8234491;-33.981070128970906
1739209786.823459;-38.13080360867914
1739209786.8234684;-38.13080360867914
1739209786.823478;-45.120503652039325
1739209786.8234878;-45.120503652039325
1739209786.8234973;-38.13080360867914
1739209786.823507;-45.120503652039325
1739209786.8235166;-45.120503652039325
1739209786.8235264;-45.120503652039325
1739209786.823536;-45.120503652039325
1739209786.8235457;-45.120503652039325
1739209786.8235552;-45.120503652039325
1739209786.823565;-38.13080360867914
1739209786.8235745;-38.13080360867914
1739209786.8235843;-45.120503652039325
1739209786.8235939;-45.120503652039325
1739209786.8236034;-45.120503652039325
1739209786.8236132;-38.13080360867914
1739209786.8236227;-38.13080360867914
1739209786.8236325;-38.13080360867914
1739209786.823642;-38.13080360867914
1739209786.8236518;-45.120503652039325
1739209786.8236613;-38.13080360867914
1739209786.823671;-45.120503652039325
1739209786.8236806;-38.13080360867914
1739209786.8236904;-32.816014438256545
1739209786.8237;-38.13080360867914
1739209786.8237097;-45.120503652039325
1739209786.8237193;-38.13080360867914
1739209786.8237288;-38.13080360867914
1739209786.8237386;-45.120503652039325
1739209786.823748;-45.120503652039325
1739209786.823758;-45.120503652039325
1739209786.8237674;-45.120503652039325
1739209786.8237772;-45.120503652039325
1739209786.8237867;-45.120503652039325
1739209786.8237965;-45.120503652039325
1739209786.823806;-35.57807855764607
1739209786.8238158;-38.13080360867914
1739209786.8238254;-45.120503652039325
1739209786.8238351;-38.13080360867914
1739209786.8238447;-38.13080360867914
1739209786.8238542;-45.120503652039325
1739209786.823864;-45.120503652039325
1739209786.8238735;-38.13080360867914
1739209786.8238833;-45.120503652039325
1739209786.8238928;-45.120503652039325
1739209786.8239026;-45.120503652039325
1739209786.8239121;-45.120503652039325
1739209786.823922;-45.120503652039325
1739209786.8239315;-45.120503652039325
1739209786.8239412;-45.120503652039325
1739209786.8239508;-45.120503652039325
1739209786.8239605;-38.13080360867914
1739209786.82397;-45.120503652039325
1739209786.8239799;-38.13080360867914
1739209786.8239894;-45.120503652039325
1739209786.823999;-45.120503652039325
1739209786.8240087;-35.57807855764607
1739209786.8240182;-38.13080360867914
1739209786.824028;-38.13080360867914
1739209786.8240376;-45.120503652039325
1739209786.8240473;-38.13080360867914
1739209786.8240569;-38.13080360867914
1739209786.8240666;-33.981070128970906
1739209786.8240762;-45.120503652039325
1739209786.824086;-38.13080360867914
1739209786.8240955;-35.57807855764607
1739209786.8241053;-33.981070128970906
1739209786.8241148;-38.13080360867914
1739209786.8241243;-45.120503652039325
1739209786.824134;-38.13080360867914
1739209786.8241436;-38.13080360867914
1739209786.8241534;-38.13080360867914
1739209786.824163;-35.57807855764607
1739209786.8241727;-45.120503652039325
1739209786.8241823;-38.13080360867914
1739209786.824192;-38.13080360867914
1739209786.8242016;-38.13080360867914
1739209786.8242114;-38.13080360867914
1739209786.824221;-38.13080360867914
1739209786.8242307;-45.120503652039325
1739209786.8242402;-45.120503652039325
1739209786.8242497;-38.13080360867914
1739209786.8242595;-38.13080360867914
1739209786.824269;-45.120503652039325
1739209786.8242788;-38.13080360867914
1739209786.8242884;-35.57807855764607
1739209786.8242981;-38.13080360867914
1739209786.8243077;-45.120503652039325
1739209786.8243175;-38.13080360867914
1739209786.824327;-45.120503652039325
1739209786.8243368;-45.120503652039325
1739209786.8243463;-38.13080360867914
1739209786.824356;-35.57807855764607
1739209786.8243656;-45.120503652039325
1739209786.8243752;-45.120503652039325
1739209786.824385;-38.13080360867914
1739209786.8243945;-38.13080360867914
1739209786.8244042;-45.120503652039325
1739209786.8244138;-38.13080360867914
1739209786.8244236;-45.120503652039325
1739209786.824433;-45.120503652039325
1739209786.8244429;-38.13080360867914
1739209786.8244524;-45.120503652039325
1739209786.8244622;-38.13080360867914
1739209786.8244717;-38.13080360867914
1739209786.8244815;-38.13080360867914
1739209786.824491;-38.13080360867914
1739209786.8245006;-35.57807855764607
1739209786.8245103;-38.13080360867914
1739209786.8245199;-45.120503652039325
1739209786.8245296;-45.120503652039325
1739209786.8245392;-38.13080360867914
1739209786.824549;-31.141103565318915
1739209786.8245585;-45.120503652039325
1739209786.8245683;-45.120503652039325
1739209786.8245778;-45.120503652039325
