CAN Message; 0x150:0400b8022dfc1245
1739209894.8425272;-38.13080360867914
1739209894.8425343;-38.13080360867914
1739209894.8425412;-45.120503652039325
1739209894.8425484;-45.120503652039325
1739209894.8425553;-45.120503652039325
1739209894.8425624;-33.981070128970906
1739209894.8425694;-38.13080360867914
1739209894.8425765;-38.13080360867914
1739209894.8425837;-38.13080360867914
1739209894.8425906;-33.981070128970906
1739209894.8425977;-38.13080360867914
1739209894.8426046;-38.13080360867914
1739209894.8426118;-38.13080360867914
1739209894.8426187;-38.13080360867914
1739209894.8426259;-45.120503652039325
1739209894.842633;-45.120503652039325
1739209894.84264;-45.120503652039325
1739209894.842647;-38.13080360867914
1739209894.842654;-45.120503652039325
1739209894.8426611;-45.120503652039325
1739209894.842668;-33.981070128970906
1739209894.8426752;-35.57807855764607
1739209894.8426824;-45.120503652039325
1739209894.8426893;-45.120503652039325
1739209894.8426964;-33.981070128970906
1739209894.8427033;-38.13080360867914
1739209894.8427105;-35.57807855764607
1739209894.8427174;-35.57807855764607
1739209894.8427246;-38.13080360867914
1739209894.8427317;-38.13080360867914
1739209894.8427386;-38.13080360867914
1739209894.8427458;-45.120503652039325
1739209894.8427527;-38.13080360867914
1739209894.8427598;-38.13080360867914
1739209894.8427668;-38.13080360867914
1739209894.842774;-45.120503652039325
1739209894.842781;-45.120503652039325
1739209894.842788;-33.981070128970906
1739209894.8427951;-45.120503652039325
1739209894.842802;-45.120503652039325
1739209894.8428092;-38.13080360867914
1739209894.842816;-35.57807855764607
1739209894.8428233;-45.120503652039325
1739209894.8428304;-45.120503652039325
1739209894.8428373;-38.13080360867914
1739209894.8428445;-45.120503652039325
1739209894.8428514;-32.816014438256545
1739209894.8428586;-38.13080360867914
1739209894.8428655;-38.13080360867914
1739209894.8428726;-38.13080360867914
1739209894.8428798;-38.13080360867914
1739209894.8428867;-38.13080360867914
1739209894.8428938;-33.981070128970906
1739209894.8429008;-38.13080360867914
1739209894.842908;-45.120503652039325
1739209894.8429148;-45.120503652039325
1739209894.842922;-38.13080360867914
1739209894.8429291;-35.57807855764607
1739209894.842936;-45.120503652039325
1739209894.8429432;-45.120503652039325
1739209894.84295;-38.13080360867914
1739209894.8429573;-45.120503652039325
1739209894.8429642;-45.120503652039325
1739209894.8429713;-45.120503652039325
1739209894.8429785;-45.120503652039325
1739209894.8429854;-33.981070128970906
1739209894.8429925;-45.120503652039325
1739209894.8429995;-45.120503652039325
1739209894.8430066;-35.57807855764607
1739209894.8430135;-38.13080360867914
1739209894.8430207;-32.816014438256545
1739209894.8430278;-31.141103565318893
1739209894.8430347;-38.13080360867914
1739209894.843042;-35.57807855764607
1739209894.8430488;-38.13080360867914
1739209894.843056;-45.120503652039325
1739209894.8430629;-35.57807855764607
1739209894.84307;-29.438486411369333
1739209894.8430772;-45.120503652039325
1739209894.843084;-38.13080360867914
1739209894.8430912;-35.57807855764607
1739209894.8430982;-45.120503652039325
1739209894.8431053;-45.120503652039325
1739209894.8431122;-45.120503652039325
1739209894.8431194;-38.13080360867914
1739209894.8431265;-45.120503652039325
1739209894.8431334;-32.816014438256545
1739209894.8431406;-31.141103565318893
1739209894.8431475;-45.120503652039325
1739209894.8431547;-38.13080360867914
1739209894.8431616;-35.57807855764607
1739209894.8431687;-33.981070128970906
1739209894.843176;-38.13080360867914
1739209894.8431828;-33.981070128970906
1739209894.84319;-45.120503652039325
1739209894.8431969;-45.120503652039325
1739209894.843204;-32.816014438256545
1739209894.843211;-38.13080360867914
1739209894.843218;-45.120503652039325
1739209894.8432252;-45.120503652039325
1739209894.8432322;-38.13080360867914
1739209894.8432393;-45.120503652039325
1739209894.8432462;-45.120503652039325
1739209894.8432534;-45.120503652039325
1739209894.8432603;-45.120503652039325
1739209894.8432674;-38.13080360867914
1739209894.8432746;-45.120503652039325
1739209894.8432815;-45.120503652039325
1739209894.8432887;-35.57807855764607
1739209894.8432956;-38.13080360867914
1739209894.8433027;-33.981070128970906
1739209894.8433096;-29.438486411369333
1739209894.8433168;-38.13080360867914
1739209894.843324;-38.13080360867914
1739209894.8433309;-38.13080360867914
1739209894.843338;-35.57807855764607
1739209894.843345;-38.13080360867914
1739209894.843352;-45.120503652039325
1739209894.843359;-45.120503652039325
1739209894.8433661;-33.981070128970956
1739209894.8433733;-35.57807855764607
1739209894.8433802;-35.57807855764607
1739209894.8433874;-33.981070128970906
1739209894.8433943;-38.13080360867914
1739209894.8434014;-38.13080360867914
1739209894.8434083;-45.120503652039325
1739209894.8434155;-38.13080360867914
1739209894.8434227;-28.992665084841942
1739209894.8434296;-38.13080360867914
1739209894.8434367;-45.120503652039325
1739209894.8434436;-38.13080360867914
1739209894.8434508;-38.13080360867914
1739209894.8434577;-45.120503652039325
1739209894.8434649;-45.120503652039325
1739209894.843472;-45.120503652039325
1739209894.843479;-33.981070128970956
1739209894.843486;-33.981070128970906
1739209894.843493;-38.13080360867914
1739209894.8435001;-45.120503652039325
1739209894.843507;-38.13080360867914
1739209894.8435142;-35.57807855764607
1739209894.8435214;-38.13080360867914
1739209894.8435283;-45.120503652039325
1739209894.8435354;-38.13080360867914
1739209894.8435423;-35.57807855764607
1739209894.8435495;-35.57807855764607
1739209894.8435564;-45.120503652039325
1739209894.8435636;-45.120503652039325
1739209894.8435707;-38.13080360867914
1739209894.8435776;-33.981070128970906
1739209894.8435848;-45.120503652039325
1739209894.8435917;-38.13080360867914
1739209894.8435988;-32.816014438256545
1739209894.8436058;-45.120503652039325
1739209894.843613;-45.120503652039325
1739209894.84362;-45.120503652039325
1739209894.843627;-35.57807855764607
1739209894.8436341;-45.120503652039325
1739209894.843641;-38.13080360867914
1739209894.8436482;-38.13080360867914
1739209894.843655;-38.13080360867914
1739209894.8436623;-33.981070128970906
1739209894.8436694;-38.13080360867914
1739209894.8436763;-45.120503652039325
1739209894.8436835;-38.13080360867914
1739209894.8436904;-33.981070128970906
1739209894.8436975;-45.120503652039325
1739209894.8437045;-38.13080360867914
1739209894.8437116;-35.57807855764607
1739209894.8437188;-33.981070128970906
1739209894.8437257;-38.13080360867914
1739209894.8437328;-45.120503652039325
1739209894.8437397;-33.981070128970906
1739209894.843747;-38.13080360867914
1739209894.8437538;-45.120503652039325
1739209894.843761;-38.13080360867914
1739209894.8437681;-45.120503652039325
1739209894.843775;-45.120503652039325
1739209894.8437822;-45.120503652039325
1739209894.843789;-45.120503652039325
1739209894.8437963;-45.120503652039325
1739209894.8438032;-45.120503652039325
1739209894.8438103;-45.120503652039325
1739209894.8438175;-45.120503652039325
1739209894.8438244;-45.120503652039325
1739209894.8438315;-38.13080360867914
1739209894.8438385;-38.13080360867914
1739209894.8438456;-38.13080360867914
1739209894.8438525;-38.13080360867914
1739209894.8438597;-33.981070128970906
1739209894.8438668;-45.120503652039325
1739209894.8438737;-45.120503652039325
1739209894.843881;-38.13080360867914
1739209894.8438878;-38.13080360867914
1739209894.843895;-45.120503652039325
1739209894.8439019;-45.120503652039325
1739209894.843909;-35.57807855764607
1739209894.8439162;-38.13080360867914
1739209894.843923;-45.120503652039325
1739209894.8439302;-45.120503652039325
1739209894.8439372;-45.120503652039325
1739209894.8439443;-45.120503652039325
1739209894.8439512;-33.981070128970906
1739209894.8439584;-38.13080360867914
1739209894.8439655;-45.120503652039325
1739209894.8439724;-38.13080360867914
1739209894.8439796;-45.120503652039325
1739209894.8439865;-45.120503652039325
1739209894.8439937;-33.981070128970906
1739209894.8440006;-35.57807855764607
1739209894.8440077;-45.120503652039325
1739209894.844015;-45.120503652039325
1739209894.8440218;-33.981070128970906
1739209894.844029;-45.120503652039325
1739209894.8440359;-45.120503652039325
1739209894.844043;-38.13080360867914
1739209894.84405;-45.120503652039325
1739209894.844057;-45.120503652039325
1739209894.8440642;-45.120503652039325
1739209894.8440711;-45.120503652039325
1739209894.8440783;-45.120503652039325
1739209894.8440852;-38.13080360867914
1739209894.8440924;-45.120503652039325
1739209894.8440993;-45.120503652039325
1739209894.8441064;-45.120503652039325
1739209894.8441136;-45.120503652039325
1739209894.8441205;-38.13080360867914
1739209894.8441277;-30.49652367304973
1739209894.8441346;-38.13080360867914
1739209894.8441417;-45.120503652039325
1739209894.8441486;-38.13080360867914
1739209894.8441558;-45.120503652039325
1739209894.844163;-29.438486411369333
1739209894.8441699;-31.141103565318893
1739209894.844177;-45.120503652039325
1739209894.844184;-45.120503652039325
1739209894.844191;-32.816014438256545
1739209894.844198;-38.13080360867914
1739209894.8442051;-45.120503652039325
1739209894.8442123;-35.57807855764607
1739209894.8442192;-38.13080360867914
1739209894.8442264;-45.120503652039325
1739209894.8442333;-38.13080360867914
1739209894.8442404;-38.13080360867914
1739209894.8442473;-45.120503652039325
1739209894.8442545;-45.120503652039325
1739209894.8442616;-32.816014438256545
1739209894.8442686;-38.13080360867914
1739209894.8442757;-30.49652367304973
1739209894.8442826;-32.816014438256545
1739209894.8442898;-45.120503652039325
1739209894.8442967;-45.120503652039325
1739209894.8443038;-38.13080360867914
1739209894.844311;-38.13080360867914
1739209894.844318;-45.120503652039325
1739209894.844325;-45.120503652039325
1739209894.844332;-38.13080360867914
1739209894.8443391;-38.13080360867914
1739209894.844346;-45.120503652039325
1739209894.8443532;-45.120503652039325
1739209894.8443604;-38.13080360867914
1739209894.8443673;-45.120503652039325
1739209894.8443744;-45.120503652039325
1739209894.8443813;-45.120503652039325
1739209894.8443885;-38.13080360867914
1739209894.8443954;-45.120503652039325
1739209894.8444026;-45.120503652039325
1739209894.8444097;-38.13080360867914
1739209894.8444166;-45.120503652039325
1739209894.8444238;-45.120503652039325
1739209894.8444307;-38.13080360867914
1739209894.8444378;-38.13080360867914
1739209894.8444448;-32.816014438256545
1739209894.844452;-30.49652367304973
1739209894.844459;-45.120503652039325
1739209894.844466;-45.120503652039325
1739209894.8444731;-45.120503652039325
1739209894.84448;-45.120503652039325
1739209894.8444872;-38.13080360867914
1739209894.844494;-38.13080360867914
1739209894.8445013;-38.13080360867914
1739209894.8445084;-45.120503652039325
1739209894.8445153;-45.120503652039325
1739209894.8445225;-45.120503652039325
1739209894.8445294;-35.57807855764607
1739209894.8445365;-38.13080360867914
1739209894.8445435;-45.120503652039325
1739209894.8445506;-45.120503652039325
1739209894.8445578;-45.120503652039325
1739209894.8445647;-45.120503652039325
1739209894.8445718;-38.13080360867914
1739209894.8445787;-45.120503652039325
1739209894.844586;-45.120503652039325
1739209894.8445928;-45.120503652039325
1739209894.8446;-35.57807855764607
1739209894.844607;-38.13080360867914
1739209894.844614;-38.13080360867914
1739209894.8446212;-35.57807855764607
1739209894.844628;-38.13080360867914
1739209894.8446352;-35.57807855764607
1739209894.8446422;-38.13080360867914
1739209894.8446493;-38.13080360867914
1739209894.8446565;-38.13080360867914
1739209894.8446634;-33.981070128970906
1739209894.8446705;-45.120503652039325
1739209894.8446774;-45.120503652039325
1739209894.8446846;-35.57807855764607
1739209894.8446915;-33.981070128970906
1739209894.8446987;-45.120503652039325
1739209894.8447058;-45.120503652039325
1739209894.8447127;-38.13080360867914
1739209894.84472;-45.120503652039325
1739209894.8447268;-38.13080360867914
1739209894.844734;-35.57807855764607
1739209894.8447409;-45.120503652039325
1739209894.844748;-45.120503652039325
1739209894.8447552;-38.13080360867914
1739209894.844762;-35.57807855764607
1739209894.8447692;-45.120503652039325
1739209894.8447762;-45.120503652039325
1739209894.8447833;-45.120503652039325
1739209894.8447902;-45.120503652039325
1739209894.8447974;-38.13080360867914
1739209894.8448045;-38.13080360867914
1739209894.8448114;-38.13080360867914
1739209894.8448186;-45.120503652039325
1739209894.8448255;-35.57807855764607
1739209894.8448327;-38.13080360867914
1739209894.8448396;-45.120503652039325
1739209894.8448467;-38.13080360867914
1739209894.8448539;-38.13080360867914
1739209894.8448608;-45.120503652039325
1739209894.844868;-38.13080360867914
1739209894.8448749;-45.120503652039325
1739209894.844882;-45.120503652039325
1739209894.844889;-32.816014438256545
1739209894.844896;-38.13080360867914
1739209894.8449032;-38.13080360867914
1739209894.8449101;-38.13080360867914
1739209894.8449173;-38.13080360867914
1739209894.8449242;-38.13080360867914
1739209894.8449314;-32.816014438256545
1739209894.8449383;-38.13080360867914
1739209894.8449454;-33.981070128970906
1739209894.8449526;-45.120503652039325
1739209894.8449595;-38.13080360867914
1739209894.8449667;-33.981070128970906
1739209894.8449736;-35.57807855764607
1739209894.8449807;-45.120503652039325
1739209894.8449876;-45.120503652039325
1739209894.8449948;-38.13080360867914
1739209894.845002;-38.13080360867914
1739209894.8450089;-38.13080360867914
1739209894.845016;-38.13080360867914
1739209894.845023;-33.981070128970906
1739209894.84503;-45.120503652039325
1739209894.845037;-38.13080360867914
1739209894.8450441;-32.816014438256545
1739209894.8450513;-45.120503652039325
1739209894.8450582;-38.13080360867914
1739209894.8450654;-38.13080360867914
1739209894.8450723;-45.120503652039325
1739209894.8450794;-45.120503652039325
1739209894.8450863;-45.120503652039325
1739209894.8450935;-45.120503652039325
1739209894.8451006;-38.13080360867914
1739209894.8451076;-38.13080360867914
1739209894.8451147;-45.120503652039325
1739209894.8451216;-45.120503652039325
1739209894.8451288;-38.13080360867914
1739209894.8451357;-38.13080360867914
1739209894.8451428;-45.120503652039325
1739209894.84515;-38.13080360867914
1739209894.845157;-38.13080360867914
1739209894.845164;-45.120503652039325
1739209894.845171;-45.120503652039325
1739209894.8451781;-38.13080360867914
1739209894.845185;-35.57807855764607
1739209894.8451922;-31.141103565318915
1739209894.8451993;-45.120503652039325
1739209894.8452063;-45.120503652039325
1739209894.8452134;-38.13080360867914
1739209894.8452203;-38.13080360867914
1739209894.8452275;-45.120503652039325
1739209894.8452344;-38.13080360867914
1739209894.8452415;-33.981070128970906
1739209894.8452487;-31.14110356531892
1739209894.8452556;-45.120503652039325
1739209894.8452628;-38.13080360867914
1739209894.8452697;-38.13080360867914
1739209894.8452768;-38.13080360867914
1739209894.8452837;-45.120503652039325
1739209894.845291;-38.13080360867914
1739209894.845298;-35.57807855764607
1739209894.845305;-31.141103565318915
1739209894.845312;-32.816014438256545
1739209894.845319;-35.57807855764607
1739209894.8453262;-38.13080360867914
1739209894.845333;-45.120503652039325
1739209894.8453403;-45.120503652039325
1739209894.8453474;-33.981070128970906
1739209894.8453543;-33.981070128970906
1739209894.8453615;-45.120503652039325
1739209894.8453684;-45.120503652039325
1739209894.8453755;-38.13080360867914
1739209894.8453825;-45.120503652039325
1739209894.8453896;-45.120503652039325
1739209894.8453968;-45.120503652039325
1739209894.8454037;-35.57807855764607
1739209894.8454108;-33.981070128970906
1739209894.8454177;-38.13080360867914
1739209894.845425;-38.13080360867914
1739209894.8454318;-38.13080360867914
1739209894.845439;-38.13080360867914
1739209894.845446;-38.13080360867914
1739209894.845453;-38.13080360867914
1739209894.8454602;-45.120503652039325
1739209894.845467;-38.13080360867914
1739209894.8454742;-32.816014438256545
1739209894.8454812;-35.57807855764607
1739209894.8454883;-38.13080360867914
1739209894.8454955;-38.13080360867914
1739209894.8455024;-38.13080360867914
1739209894.8455095;-38.13080360867914
1739209894.8455164;-45.120503652039325
1739209894.8455236;-38.13080360867914
1739209894.8455305;-38.13080360867914
1739209894.8455377;-45.120503652039325
1739209894.8455448;-45.120503652039325
1739209894.8455517;-45.120503652039325
1739209894.845559;-45.120503652039325
1739209894.8455658;-45.120503652039325
1739209894.845573;-45.120503652039325
1739209894.8455799;-45.120503652039325
1739209894.845587;-29.438486411369333
1739209894.845594;-33.981070128970906
1739209894.845601;-45.120503652039325
1739209894.8456082;-38.13080360867914
1739209894.8456151;-38.13080360867914
1739209894.8456223;-33.981070128970906
1739209894.8456292;-33.981070128970906
1739209894.8456364;-31.141103565318915
1739209894.8456433;-38.13080360867914
1739209894.8456504;-45.120503652039325
1739209894.8456576;-38.13080360867914
1739209894.8456645;-38.13080360867914
1739209894.8456717;-45.120503652039325
1739209894.8456786;-45.120503652039325
1739209894.8456857;-38.13080360867914
1739209894.8456926;-38.13080360867914
1739209894.8456998;-32.816014438256545
1739209894.845707;-35.57807855764607
1739209894.8457139;-38.13080360867914
1739209894.845721;-38.13080360867914
1739209894.845728;-45.120503652039325
1739209894.845735;-45.120503652039325
1739209894.845742;-38.13080360867914
1739209894.8457491;-32.816014438256545
1739209894.8457563;-45.120503652039325
1739209894.8457632;-45.120503652039325
1739209894.8457704;-33.981070128970906
1739209894.8457773;-32.816014438256545
1739209894.8457844;-45.120503652039325
1739209894.8457913;-45.120503652039325
1739209894.8457985;-38.13080360867914
1739209894.8458056;-38.13080360867914
1739209894.8458126;-45.120503652039325
1739209894.8458197;-38.13080360867914
1739209894.8458266;-45.120503652039325
1739209894.8458338;-38.13080360867914
1739209894.8458407;-45.120503652039325
1739209894.8458478;-45.120503652039325
1739209894.845855;-35.57807855764607
1739209894.845862;-38.13080360867914
1739209894.845869;-38.13080360867914
1739209894.845876;-32.816014438256545
1739209894.8458831;-45.120503652039325
1739209894.84589;-45.120503652039325
1739209894.8458972;-38.13080360867914
1739209894.8459044;-38.13080360867914
1739209894.8459113;-38.13080360867914
1739209894.8459184;-32.816014438256545
1739209894.8459253;-45.120503652039325
1739209894.8459325;-45.120503652039325
1739209894.8459394;-38.13080360867914
1739209894.8459466;-45.120503652039325
1739209894.8459537;-45.120503652039325
1739209894.8459606;-45.120503652039325
1739209894.8459678;-35.57807855764607
1739209894.8459747;-38.13080360867914
1739209894.8459818;-45.120503652039325
1739209894.8459888;-38.13080360867914
1739209894.845996;-38.13080360867914
1739209894.846003;-38.13080360867914
1739209894.84601;-38.13080360867914
1739209894.8460171;-38.13080360867914
1739209894.846024;-38.13080360867914
1739209894.8460312;-35.57807855764607
1739209894.846038;-45.120503652039325
1739209894.8460453;-45.120503652039325
1739209894.8460524;-45.120503652039325
1739209894.8460593;-38.13080360867914
1739209894.8460665;-45.120503652039325
1739209894.8460734;-45.120503652039325
1739209894.8460805;-33.981070128970906
1739209894.8460875;-38.13080360867914
1739209894.8460946;-45.120503652039325
1739209894.8461018;-38.13080360867914
1739209894.8461087;-35.57807855764607
1739209894.8461158;-38.13080360867914
1739209894.8461227;-45.120503652039325
1739209894.84613;-45.120503652039325
1739209894.8461368;-32.816014438256545
1739209894.846144;-35.57807855764607
1739209894.846151;-38.13080360867914
1739209894.846158;-38.13080360867914
1739209894.8461652;-33.981070128970906
1739209894.846172;-38.13080360867914
1739209894.8461792;-38.13080360867914
1739209894.8461862;-38.13080360867914
1739209894.8461933;-33.981070128970906
1739209894.8462005;-38.13080360867914
1739209894.8462074;-45.120503652039325
1739209894.8462145;-38.13080360867914
1739209894.8462214;-38.13080360867914
1739209894.8462286;-45.120503652039325
1739209894.8462355;-45.120503652039325
1739209894.8462427;-45.120503652039325
1739209894.8462498;-35.57807855764607
1739209894.8462567;-32.816014438256545
1739209894.846264;-45.120503652039325
1739209894.8462708;-38.13080360867914
1739209894.846278;-33.981070128970906
1739209894.8462849;-38.13080360867914
1739209894.846292;-45.120503652039325
1739209894.8462992;-38.13080360867914
1739209894.846306;-38.13080360867914
1739209894.8463132;-38.13080360867914
1739209894.8463202;-45.120503652039325
1739209894.8463273;-38.13080360867914
1739209894.8463342;-33.981070128970906
1739209894.8463414;-38.13080360867914
1739209894.8463485;-38.13080360867914
1739209894.8463554;-31.141103565318915
1739209894.8463626;-38.13080360867914
1739209894.8463695;-38.13080360867914
1739209894.8463767;-45.120503652039325
1739209894.8463836;-38.13080360867914
1739209894.8463907;-38.13080360867914
1739209894.8463979;-45.120503652039325
1739209894.8464048;-45.120503652039325
1739209894.846412;-45.120503652039325
1739209894.8464189;-45.120503652039325
1739209894.846426;-38.13080360867914
1739209894.846433;-45.120503652039325
1739209894.84644;-33.981070128970906
1739209894.8464472;-28.992665084841942
1739209894.8464541;-38.13080360867914
1739209894.8464613;-45.120503652039325
1739209894.8464682;-38.13080360867914
1739209894.8464754;-38.13080360867914
1739209894.8464823;-33.981070128970906
1739209894.8464894;-38.13080360867914
1739209894.8464966;-45.120503652039325
1739209894.8465035;-33.981070128970906
1739209894.8465106;-38.13080360867914
1739209894.8465176;-45.120503652039325
1739209894.8465247;-45.120503652039325
1739209894.8465316;-45.120503652039325
1739209894.8465388;-38.13080360867914
1739209894.846546;-38.13080360867914
1739209894.8465528;-38.13080360867914
1739209894.84656;-38.13080360867914
1739209894.846567;-38.13080360867914
1739209894.846574;-38.13080360867914
1739209894.846581;-38.13080360867914
1739209894.8465881;-45.120503652039325
1739209894.8465953;-38.13080360867914
1739209894.8466022;-38.13080360867914
1739209894.8466094;-38.13080360867914
1739209894.8466163;-27.267205301931607
1739209894.8466234;-38.13080360867914
1739209894.8466303;-38.13080360867914
1739209894.8466375;-35.57807855764607
1739209894.8466446;-33.981070128970906
1739209894.8466516;-45.120503652039325
1739209894.8466587;-45.120503652039325
1739209894.8466656;-45.120503652039325
1739209894.8466728;-35.57807855764607
1739209894.8466797;-45.120503652039325
1739209894.8466868;-38.13080360867914
1739209894.846694;-45.120503652039325
1739209894.846701;-45.120503652039325
1739209894.846708;-35.57807855764607
1739209894.846715;-45.120503652039325
1739209894.8467221;-45.120503652039325
1739209894.846729;-45.120503652039325
1739209894.8467362;-45.120503652039325
1739209894.8467433;-35.57807855764607
1739209894.8467503;-38.13080360867914
1739209894.8467574;-38.13080360867914
1739209894.8467643;-35.57807855764607
1739209894.8467715;-45.120503652039325
1739209894.8467784;-45.120503652039325
1739209894.8467855;-33.981070128970906
1739209894.8467927;-38.13080360867914
1739209894.8467996;-45.120503652039325
1739209894.8468068;-45.120503652039325
1739209894.8468137;-38.13080360867914
1739209894.8468208;-45.120503652039325
1739209894.8468277;-45.120503652039325
1739209894.846835;-45.120503652039325
1739209894.846842;-45.120503652039325
1739209894.846849;-38.13080360867914
1739209894.846856;-45.120503652039325
1739209894.846863;-45.120503652039325
1739209894.8468702;-35.57807855764607
1739209894.846877;-35.57807855764607
1739209894.8468843;-38.13080360867914
1739209894.8468914;-45.120503652039325
1739209894.8468983;-45.120503652039325
1739209894.8469055;-38.13080360867914
1739209894.8469124;-45.120503652039325
1739209894.8469195;-45.120503652039325
1739209894.8469265;-45.120503652039325
1739209894.8469336;-45.120503652039325
1739209894.8469408;-45.120503652039325
1739209894.8469477;-45.120503652039325
1739209894.8469548;-33.981070128970906
1739209894.8469617;-45.120503652039325
1739209894.846969;-45.120503652039325
1739209894.8469758;-45.120503652039325
1739209894.846983;-33.981070128970906
1739209894.84699;-45.120503652039325
1739209894.846997;-45.120503652039325
1739209894.8470042;-45.120503652039325
1739209894.847011;-35.57807855764607
1739209894.8470182;-30.49652367304973
1739209894.8470252;-45.120503652039325
1739209894.8470323;-45.120503652039325
1739209894.8470395;-45.120503652039325
1739209894.8470464;-38.13080360867914
1739209894.8470535;-45.120503652039325
1739209894.8470604;-33.981070128970906
1739209894.8470676;-38.13080360867914
1739209894.8470745;-45.120503652039325
1739209894.8470817;-45.120503652039325
1739209894.8470888;-45.120503652039325
1739209894.8470957;-35.57807855764607
1739209894.8471029;-45.120503652039325
1739209894.8471098;-45.120503652039325
1739209894.847117;-45.120503652039325
1739209894.8471239;-38.13080360867914
1739209894.847131;-35.57807855764607
1739209894.8471382;-45.120503652039325
1739209894.847145;-45.120503652039325
1739209894.8471522;-35.57807855764607
1739209894.8471591;-38.13080360867914
1739209894.8471663;-38.13080360867914
1739209894.8471732;-38.13080360867914
1739209894.8471804;-45.120503652039325
1739209894.8471875;-33.981070128970906
1739209894.8471944;-35.57807855764607
1739209894.8472016;-32.816014438256545
1739209894.8472085;-45.120503652039325
1739209894.8472157;-45.120503652039325
1739209894.8472226;-45.120503652039325
1739209894.8472297;-45.120503652039325
1739209894.8472369;-45.120503652039325
1739209894.8472438;-31.141103565318943
1739209894.847251;-45.120503652039325
1739209894.8472579;-38.13080360867914
1739209894.847265;-45.120503652039325
1739209894.847272;-38.13080360867914
1739209894.847279;-38.13080360867914
1739209894.8472862;-45.120503652039325
1739209894.8472931;-38.13080360867914
1739209894.8473003;-28.992665084841942
1739209894.8473072;-35.57807855764607
1739209894.8473144;-35.57807855764607
1739209894.8473213;-45.120503652039325
1739209894.8473284;-38.13080360867914
1739209894.8473356;-38.13080360867914
1739209894.8473425;-45.120503652039325
1739209894.8473496;-45.120503652039325
1739209894.8473566;-38.13080360867914
1739209894.8473637;-38.13080360867914
1739209894.8473706;-38.13080360867914
1739209894.8473778;-45.120503652039325
1739209894.847385;-45.120503652039325
1739209894.8473918;-45.120503652039325
1739209894.847399;-45.120503652039325
1739209894.847406;-38.13080360867914
1739209894.847413;-45.120503652039325
1739209894.84742;-45.120503652039325
1739209894.8474271;-45.120503652039325
1739209894.8474343;-45.120503652039325
1739209894.8474412;-38.13080360867914
1739209894.8474483;-45.120503652039325
1739209894.8474553;-45.120503652039325
1739209894.8474624;-45.120503652039325
1739209894.8474693;-28.992665084841942
1739209894.8474765;-38.13080360867914
1739209894.8474836;-38.13080360867914
1739209894.8474905;-45.120503652039325
1739209894.8474977;-35.57807855764607
1739209894.8475046;-38.13080360867914
1739209894.8475118;-45.120503652039325
