CAN Message; 0x1b8:03008748c6a719df
1739209752.7453802;-38.13080360867914
1739209752.745382;-45.120503652039325
1739209752.745384;-45.120503652039325
1739209752.745386;-45.120503652039325
1739209752.745388;-38.13080360867914
1739209752.74539;-38.13080360867914
1739209752.7453918;-45.120503652039325
1739209752.7453938;-33.981070128970906
1739209752.7453957;-32.816014438256545
1739209752.7453976;-45.120503652039325
1739209752.7453997;-45.120503652039325
1739209752.7454016;-28.992665084841942
1739209752.7454035;-45.120503652039325
1739209752.7454054;-45.120503652039325
1739209752.7454073;-45.120503652039325
1739209752.7454093;-38.13080360867914
1739209752.7454112;-32.816014438256545
1739209752.7454133;-45.120503652039325
1739209752.7454152;-45.120503652039325
1739209752.745417;-32.816014438256545
1739209752.745419;-38.13080360867914
1739209752.745421;-38.13080360867914
1739209752.7454228;-38.13080360867914
1739209752.745425;-38.13080360867914
1739209752.745427;-45.120503652039325
1739209752.7454288;-38.13080360867914
1739209752.7454307;-38.13080360867914
1739209752.7454326;-27.267205301931607
1739209752.7454345;-38.13080360867914
1739209752.7454364;-45.120503652039325
1739209752.7454386;-45.120503652039325
1739209752.7454405;-33.981070128970906
1739209752.7454424;-45.120503652039325
1739209752.7454443;-38.13080360867914
1739209752.7454462;-38.13080360867914
1739209752.745448;-45.120503652039325
1739209752.7454503;-45.120503652039325
1739209752.7454522;-38.13080360867914
1739209752.745454;-38.13080360867914
1739209752.745456;-45.120503652039325
1739209752.745458;-45.120503652039325
1739209752.7454598;-45.120503652039325
1739209752.7454617;-45.120503652039325
1739209752.7454638;-33.981070128970906
1739209752.7454658;-38.13080360867914
1739209752.7454677;-45.120503652039325
1739209752.7454696;-45.120503652039325
1739209752.7454715;-45.120503652039325
1739209752.7454734;-38.13080360867914
1739209752.7454755;-33.981070128970906
1739209752.7454774;-38.13080360867914
1739209752.7454793;-35.57807855764607
1739209752.7454813;-38.13080360867914
1739209752.7454832;-38.13080360867914
1739209752.745485;-35.57807855764607
1739209752.745487;-38.13080360867914
1739209752.7454891;-45.120503652039325
1739209752.745491;-45.120503652039325
1739209752.745493;-35.57807855764607
1739209752.7454948;-45.120503652039325
1739209752.7454967;-45.120503652039325
1739209752.7454987;-38.13080360867914
1739209752.7455006;-45.120503652039325
1739209752.7455027;-38.13080360867914
1739209752.7455046;-38.13080360867914
1739209752.7455065;-38.13080360867914
1739209752.7455084;-45.120503652039325
1739209752.7455103;-28.58837851428586
1739209752.7455122;-29.438486411369333
1739209752.7455144;-38.13080360867914
1739209752.7455163;-38.13080360867914
1739209752.7455182;-35.57807855764607
1739209752.74552;-45.120503652039325
1739209752.745522;-38.13080360867914
1739209752.745524;-45.120503652039325
1739209752.7455258;-45.120503652039325
1739209752.745528;-38.13080360867914
1739209752.74553;-35.57807855764607
1739209752.7455318;-45.120503652039325
1739209752.7455337;-45.120503652039325
1739209752.7455356;-33.981070128970906
1739209752.7455375;-38.13080360867914
1739209752.7455397;-45.120503652039325
1739209752.7455416;-45.120503652039325
1739209752.7455435;-38.13080360867914
1739209752.7455454;-35.57807855764607
1739209752.7455473;-45.120503652039325
1739209752.7455492;-45.120503652039325
1739209752.745551;-38.13080360867914
1739209752.7455533;-38.13080360867914
1739209752.7455552;-45.120503652039325
1739209752.745557;-30.49652367304973
1739209752.745559;-33.981070128970906
1739209752.745561;-45.120503652039325
1739209752.7455628;-45.120503652039325
1739209752.745565;-38.13080360867914
1739209752.7455668;-45.120503652039325
1739209752.7455688;-45.120503652039325
1739209752.7455707;-45.120503652039325
1739209752.7455726;-45.120503652039325
1739209752.7455745;-45.120503652039325
1739209752.7455764;-45.120503652039325
1739209752.7455785;-45.120503652039325
1739209752.7455804;-35.57807855764607
1739209752.7455823;-38.13080360867914
1739209752.7455842;-38.13080360867914
1739209752.7455862;-38.13080360867914
1739209752.745588;-45.120503652039325
1739209752.7455902;-45.120503652039325
1739209752.745592;-38.13080360867914
1739209752.745594;-33.981070128970906
1739209752.745596;-45.120503652039325
1739209752.7455978;-38.13080360867914
1739209752.7455997;-38.13080360867914
1739209752.7456017;-45.120503652039325
1739209752.7456038;-33.981070128970906
1739209752.7456057;-45.120503652039325
1739209752.7456076;-45.120503652039325
1739209752.7456095;-45.120503652039325
1739209752.7456114;-35.57807855764607
1739209752.7456133;-32.816014438256545
1739209752.7456155;-45.120503652039325
1739209752.7456174;-45.120503652039325
1739209752.7456193;-38.13080360867914
1739209752.7456212;-31.141103565318915
1739209752.745623;-38.13080360867914
1739209752.745625;-45.120503652039325
1739209752.745627;-38.13080360867914
1739209752.745629;-33.981070128970906
1739209752.745631;-38.13080360867914
1739209752.745633;-38.13080360867914
1739209752.7456348;-38.13080360867914
1739209752.7456367;-33.981070128970906
1739209752.7456386;-45.120503652039325
1739209752.7456408;-45.120503652039325
1739209752.7456427;-38.13080360867914
1739209752.7456446;-45.120503652039325
1739209752.7456465;-45.120503652039325
1739209752.7456484;-45.120503652039325
1739209752.7456503;-38.13080360867914
1739209752.7456522;-38.13080360867914
1739209752.7456543;-45.120503652039325
1739209752.7456563;-45.120503652039325
1739209752.7456582;-38.13080360867914
1739209752.74566;-32.816014438256545
1739209752.745662;-45.120503652039325
1739209752.745664;-45.120503652039325
1739209752.745666;-38.13080360867914
1739209752.745668;-28.992665084841942
1739209752.7456698;-31.141103565318915
1739209752.7456717;-38.13080360867914
1739209752.7456737;-38.13080360867914
1739209752.7456756;-45.120503652039325
1739209752.7456775;-35.57807855764607
1739209752.7456796;-38.13080360867914
1739209752.7456815;-38.13080360867914
1739209752.7456834;-32.816014438256545
1739209752.7456853;-33.981070128970906
1739209752.7456872;-45.120503652039325
1739209752.7456892;-38.13080360867914
1739209752.7456913;-38.13080360867914
1739209752.7456932;-31.141103565318915
1739209752.745695;-45.120503652039325
1739209752.745697;-45.120503652039325
1739209752.745699;-31.141103565318915
1739209752.7457008;-33.981070128970906
1739209752.7457027;-38.13080360867914
1739209752.745705;-38.13080360867914
1739209752.7457068;-38.13080360867914
1739209752.7457087;-38.13080360867914
1739209752.7457106;-35.57807855764607
1739209752.7457125;-33.981070128970906
1739209752.7457144;-38.13080360867914
1739209752.7457166;-33.981070128970906
1739209752.7457185;-45.120503652039325
1739209752.7457204;-45.120503652039325
1739209752.7457223;-45.120503652039325
1739209752.7457242;-32.816014438256545
1739209752.745726;-32.816014438256545
1739209752.745728;-45.120503652039325
1739209752.7457302;-38.13080360867914
1739209752.745732;-35.57807855764607
1739209752.745734;-35.57807855764607
1739209752.745736;-38.13080360867914
1739209752.7457378;-45.120503652039325
1739209752.7457397;-45.120503652039325
1739209752.7457418;-45.120503652039325
1739209752.7457438;-38.13080360867914
1739209752.7457457;-38.13080360867914
1739209752.7457476;-38.13080360867914
1739209752.7457495;-45.120503652039325
1739209752.7457514;-45.120503652039325
1739209752.7457533;-45.120503652039325
1739209752.7457554;-45.120503652039325
1739209752.7457573;-45.120503652039325
1739209752.7457592;-38.13080360867914
1739209752.7457612;-38.13080360867914
1739209752.745763;-38.13080360867914
1739209752.745765;-45.120503652039325
1739209752.745767;-38.13080360867914
1739209752.745769;-35.57807855764607
1739209752.745771;-45.120503652039325
1739209752.7457728;-45.120503652039325
1739209752.7457747;-38.13080360867914
1739209752.7457767;-38.13080360867914
1739209752.7457786;-38.13080360867914
1739209752.7457807;-45.120503652039325
1739209752.7457826;-38.13080360867914
1739209752.7457845;-35.57807855764607
1739209752.7457864;-38.13080360867914
1739209752.7457883;-45.120503652039325
1739209752.7457902;-45.120503652039325
1739209752.7457922;-45.120503652039325
1739209752.7457943;-31.141103565318915
1739209752.7457962;-45.120503652039325
1739209752.745798;-38.13080360867914
1739209752.7458;-35.57807855764607
1739209752.745802;-38.13080360867914
1739209752.7458038;-45.120503652039325
1739209752.745806;-38.13080360867914
1739209752.745808;-35.57807855764607
1739209752.7458098;-32.81601443825658
1739209752.7458117;-38.13080360867914
1739209752.7458136;-35.57807855764607
1739209752.7458155;-45.120503652039325
1739209752.7458174;-38.13080360867914
1739209752.7458196;-35.57807855764607
1739209752.7458215;-45.120503652039325
1739209752.7458234;-45.120503652039325
1739209752.7458253;-27.267205301931607
1739209752.7458272;-33.981070128970906
1739209752.745829;-45.120503652039325
1739209752.7458313;-38.13080360867914
1739209752.7458332;-45.120503652039325
1739209752.745835;-38.13080360867914
1739209752.745837;-45.120503652039325
1739209752.7458389;-45.120503652039325
1739209752.7458408;-38.13080360867914
1739209752.7458427;-45.120503652039325
1739209752.7458448;-45.120503652039325
1739209752.7458467;-38.13080360867914
1739209752.7458487;-35.57807855764607
1739209752.7458506;-35.57807855764607
1739209752.7458525;-45.120503652039325
1739209752.7458544;-45.120503652039325
1739209752.7458565;-38.13080360867914
1739209752.7458584;-35.57807855764607
1739209752.7458603;-38.13080360867914
1739209752.7458622;-45.120503652039325
1739209752.7458642;-45.120503652039325
1739209752.745866;-45.120503652039325
1739209752.745868;-45.120503652039325
1739209752.74587;-45.120503652039325
1739209752.745872;-35.57807855764607
1739209752.745874;-38.13080360867914
1739209752.7458758;-45.120503652039325
1739209752.7458777;-38.13080360867914
1739209752.7458797;-35.57807855764607
1739209752.7458818;-45.120503652039325
1739209752.7458837;-45.120503652039325
1739209752.7458856;-38.13080360867914
1739209752.7458875;-45.120503652039325
1739209752.7458894;-45.120503652039325
1739209752.7458913;-45.120503652039325
1739209752.7458932;-38.13080360867914
1739209752.7458954;-45.120503652039325
1739209752.7458973;-38.13080360867914
1739209752.7458992;-45.120503652039325
1739209752.745901;-38.13080360867914
1739209752.745903;-38.13080360867914
1739209752.745905;-38.13080360867914
1739209752.745907;-38.13080360867914
1739209752.745909;-38.13080360867914
1739209752.745911;-35.57807855764607
1739209752.7459128;-38.13080360867914
1739209752.7459147;-38.13080360867914
1739209752.7459166;-32.816014438256545
1739209752.7459185;-45.120503652039325
1739209752.7459207;-45.120503652039325
1739209752.7459226;-38.13080360867914
1739209752.7459245;-38.13080360867914
1739209752.7459264;-35.57807855764607
1739209752.7459283;-32.816014438256545
1739209752.7459302;-38.13080360867914
1739209752.7459323;-35.57807855764607
1739209752.7459342;-38.13080360867914
1739209752.7459362;-38.13080360867914
1739209752.745938;-38.13080360867914
1739209752.74594;-45.120503652039325
1739209752.7459419;-45.120503652039325
1739209752.7459438;-45.120503652039325
1739209752.745946;-38.13080360867914
1739209752.7459478;-35.57807855764607
1739209752.7459497;-45.120503652039325
1739209752.7459517;-45.120503652039325
1739209752.7459536;-45.120503652039325
1739209752.7459555;-45.120503652039325
1739209752.7459576;-38.13080360867914
1739209752.7459595;-38.13080360867914
1739209752.7459614;-45.120503652039325
1739209752.7459633;-45.120503652039325
1739209752.7459652;-45.120503652039325
1739209752.7459671;-38.13080360867914
1739209752.745969;-38.13080360867914
1739209752.7459712;-45.120503652039325
1739209752.745973;-45.120503652039325
1739209752.745975;-38.13080360867914
1739209752.745977;-35.57807855764607
1739209752.7459788;-38.13080360867914
1739209752.7459807;-45.120503652039325
1739209752.745983;-38.13080360867914
1739209752.7459848;-45.120503652039325
1739209752.7459867;-38.13080360867914
1739209752.7459886;-35.57807855764607
1739209752.7459905;-32.816014438256545
1739209752.7459924;-38.13080360867914
1739209752.7459943;-45.120503652039325
1739209752.7459965;-45.120503652039325
1739209752.7459984;-33.981070128970906
1739209752.7460003;-38.13080360867914
1739209752.7460022;-45.120503652039325
1739209752.746004;-38.13080360867914
1739209752.746006;-38.13080360867914
1739209752.7460082;-38.13080360867914
1739209752.74601;-45.120503652039325
1739209752.746012;-38.13080360867914
1739209752.7460139;-38.13080360867914
1739209752.7460158;-38.13080360867914
1739209752.7460177;-38.13080360867914
1739209752.7460196;-38.13080360867914
1739209752.7460217;-45.120503652039325
1739209752.7460237;-38.13080360867914
1739209752.7460256;-32.816014438256545
1739209752.7460275;-45.120503652039325
1739209752.7460294;-45.120503652039325
1739209752.7460313;-33.981070128970906
1739209752.7460334;-33.981070128970906
1739209752.7460353;-38.13080360867914
1739209752.7460372;-38.13080360867914
1739209752.7460392;-38.13080360867914
1739209752.746041;-33.981070128970906
1739209752.746043;-45.120503652039325
1739209752.7460449;-38.13080360867914
1739209752.746047;-33.981070128970906
1739209752.746049;-38.13080360867914
1739209752.7460508;-45.120503652039325
1739209752.7460527;-45.120503652039325
1739209752.7460546;-38.13080360867914
1739209752.7460566;-38.13080360867914
1739209752.7460587;-45.120503652039325
1739209752.7460606;-33.981070128970906
1739209752.7460625;-30.49652367304973
1739209752.7460644;-33.981070128970906
1739209752.7460663;-38.13080360867914
1739209752.7460682;-45.120503652039325
1739209752.7460701;-45.120503652039325
1739209752.7460723;-33.981070128970906
1739209752.7460742;-38.13080360867914
1739209752.746076;-33.981070128970906
1739209752.746078;-38.13080360867914
1739209752.74608;-45.120503652039325
1739209752.7460818;-38.13080360867914
1739209752.7460837;-38.13080360867914
1739209752.746086;-35.57807855764607
1739209752.7460878;-38.13080360867914
1739209752.7460897;-38.13080360867914
1739209752.7460916;-45.120503652039325
1739209752.7460935;-38.13080360867914
1739209752.7460954;-38.13080360867914
1739209752.7460976;-38.13080360867914
1739209752.7460995;-38.13080360867914
1739209752.7461014;-35.57807855764607
1739209752.7461033;-35.57807855764607
1739209752.7461052;-38.13080360867914
1739209752.746107;-33.981070128970906
1739209752.746109;-31.141103565318915
1739209752.7461112;-38.13080360867914
1739209752.746113;-45.120503652039325
1739209752.746115;-45.120503652039325
1739209752.7461169;-45.120503652039325
1739209752.7461188;-38.13080360867914
1739209752.7461207;-45.120503652039325
1739209752.7461228;-31.141103565318915
1739209752.7461247;-33.981070128970906
1739209752.7461267;-45.120503652039325
1739209752.7461286;-32.816014438256545
1739209752.7461305;-38.13080360867914
1739209752.7461324;-45.120503652039325
1739209752.7461343;-35.57807855764607
1739209752.7461364;-45.120503652039325
1739209752.7461383;-45.120503652039325
1739209752.7461402;-45.120503652039325
1739209752.7461421;-45.120503652039325
1739209752.746144;-45.120503652039325
1739209752.746146;-45.120503652039325
1739209752.746148;-38.13080360867914
1739209752.74615;-32.816014438256545
1739209752.746152;-38.13080360867914
1739209752.7461538;-38.13080360867914
1739209752.7461557;-38.13080360867914
1739209752.7461576;-38.13080360867914
1739209752.7461596;-45.120503652039325
1739209752.7461617;-45.120503652039325
1739209752.7461636;-45.120503652039325
1739209752.7461655;-45.120503652039325
1739209752.7461674;-38.13080360867914
1739209752.7461693;-45.120503652039325
1739209752.7461712;-38.13080360867914
1739209752.7461734;-35.57807855764607
1739209752.7461753;-45.120503652039325
1739209752.7461772;-33.981070128970906
1739209752.746179;-45.120503652039325
1739209752.746181;-38.13080360867914
1739209752.746183;-38.13080360867914
1739209752.7461848;-45.120503652039325
1739209752.746187;-45.120503652039325
1739209752.7461889;-45.120503652039325
1739209752.7461908;-38.13080360867914
1739209752.7461927;-32.816014438256545
1739209752.7461946;-45.120503652039325
1739209752.7461965;-38.13080360867914
1739209752.7461987;-38.13080360867914
1739209752.7462006;-45.120503652039325
1739209752.7462025;-45.120503652039325
1739209752.7462044;-38.13080360867914
1739209752.7462065;-38.13080360867914
1739209752.7462087;-45.120503652039325
1739209752.7462108;-38.13080360867914
1739209752.746213;-45.120503652039325
1739209752.7462149;-35.57807855764607
1739209752.746217;-45.120503652039325
1739209752.7462192;-45.120503652039325
1739209752.7462213;-35.57807855764607
1739209752.7462234;-45.120503652039325
1739209752.7462256;-45.120503652039325
1739209752.7462277;-38.13080360867914
1739209752.74623;-33.981070128970906
1739209752.7462318;-45.120503652039325
1739209752.746234;-45.120503652039325
1739209752.746236;-45.120503652039325
1739209752.7462382;-45.120503652039325
1739209752.7462404;-38.13080360867914
1739209752.7462425;-45.120503652039325
1739209752.7462447;-45.120503652039325
1739209752.7462468;-45.120503652039325
1739209752.7462487;-38.13080360867914
1739209752.7462509;-45.120503652039325
1739209752.746253;-38.13080360867914
1739209752.7462552;-29.438486411369333
1739209752.7462573;-45.120503652039325
1739209752.7462595;-45.120503652039325
1739209752.7462616;-45.120503652039325
1739209752.7462637;-38.13080360867914
1739209752.7462656;-45.120503652039325
1739209752.7462678;-45.120503652039325
1739209752.74627;-45.120503652039325
1739209752.746272;-45.120503652039325
1739209752.7462742;-38.13080360867914
1739209752.7462764;-45.120503652039325
1739209752.7462785;-45.120503652039325
1739209752.7462807;-38.13080360867914
1739209752.7462828;-38.13080360867914
1739209752.7462847;-45.120503652039325
1739209752.7462869;-38.13080360867914
1739209752.746289;-45.120503652039325
1739209752.7462912;-45.120503652039325
1739209752.7462933;-45.120503652039325
1739209752.7462955;-38.13080360867914
1739209752.7462976;-45.120503652039325
1739209752.7462997;-45.120503652039325
1739209752.7463017;-45.120503652039325
1739209752.7463038;-35.57807855764607
1739209752.746306;-27.8777449560314
1739209752.746308;-45.120503652039325
1739209752.7463102;-38.13080360867914
1739209752.7463124;-38.13080360867914
1739209752.7463145;-33.981070128970906
1739209752.7463167;-38.13080360867914
1739209752.7463186;-38.13080360867914
1739209752.7463207;-45.120503652039325
1739209752.7463229;-33.981070128970956
1739209752.746325;-33.981070128970906
1739209752.7463272;-38.13080360867914
1739209752.7463293;-45.120503652039325
1739209752.7463315;-35.57807855764607
1739209752.7463336;-38.13080360867914
1739209752.7463355;-38.13080360867914
1739209752.7463377;-45.120503652039325
1739209752.7463398;-28.58837851428586
1739209752.746342;-45.120503652039325
1739209752.746344;-45.120503652039325
1739209752.7463462;-38.13080360867914
1739209752.7463484;-38.13080360867914
1739209752.7463505;-45.120503652039325
1739209752.7463527;-38.13080360867914
1739209752.7463546;-45.120503652039325
1739209752.7463567;-45.120503652039325
1739209752.7463589;-45.120503652039325
1739209752.746361;-38.13080360867914
1739209752.7463632;-45.120503652039325
1739209752.7463653;-38.13080360867914
1739209752.7463675;-38.13080360867914
1739209752.7463696;-45.120503652039325
1739209752.7463715;-45.120503652039325
1739209752.7463737;-33.981070128970906
1739209752.7463758;-38.13080360867914
1739209752.746378;-45.120503652039325
1739209752.74638;-38.13080360867914
1739209752.7463822;-32.816014438256545
1739209752.7463844;-45.120503652039325
1739209752.7463865;-45.120503652039325
1739209752.7463884;-45.120503652039325
1739209752.7463906;-31.141103565318915
1739209752.7463927;-38.13080360867914
1739209752.7463949;-45.120503652039325
1739209752.746397;-35.57807855764607
1739209752.7463992;-38.13080360867914
1739209752.7464013;-45.120503652039325
1739209752.7464035;-38.13080360867914
1739209752.7464054;-33.981070128970906
1739209752.7464075;-38.13080360867914
1739209752.7464097;-38.13080360867914
1739209752.7464118;-45.120503652039325
1739209752.746414;-33.981070128970906
1739209752.746416;-45.120503652039325
1739209752.7464182;-38.13080360867914
1739209752.7464204;-38.13080360867914
1739209752.7464225;-38.13080360867914
1739209752.7464244;-27.267205301931607
1739209752.7464266;-33.981070128970906
1739209752.7464287;-45.120503652039325
1739209752.7464309;-38.13080360867914
1739209752.746433;-38.13080360867914
1739209752.7464352;-38.13080360867914
1739209752.7464373;-45.120503652039325
1739209752.7464395;-38.13080360867914
1739209752.7464414;-38.13080360867914
1739209752.7464435;-38.13080360867914
1739209752.7464457;-45.120503652039325
1739209752.7464478;-45.120503652039325
1739209752.74645;-38.13080360867914
1739209752.746452;-38.13080360867914
1739209752.7464542;-45.120503652039325
1739209752.7464564;-38.13080360867914
1739209752.7464583;-31.141103565318915
1739209752.7464604;-33.981070128970906
1739209752.7464626;-45.120503652039325
1739209752.7464647;-38.13080360867914
1739209752.7464669;-35.57807855764607
1739209752.746469;-38.13080360867914
1739209752.7464712;-38.13080360867914
1739209752.7464733;-45.120503652039325
1739209752.7464752;-45.120503652039325
1739209752.7464774;-38.13080360867914
1739209752.7464795;-35.57807855764607
1739209752.7464817;-38.13080360867914
1739209752.7464838;-38.13080360867914
1739209752.746486;-38.13080360867914
1739209752.746488;-45.120503652039325
1739209752.7464902;-45.120503652039325
1739209752.7464924;-38.13080360867914
1739209752.7464943;-38.13080360867914
1739209752.7464964;-45.120503652039325
1739209752.7464986;-38.13080360867914
1739209752.7465007;-38.13080360867914
1739209752.7465029;-38.13080360867914
1739209752.746505;-45.120503652039325
1739209752.7465072;-45.120503652039325
1739209752.7465093;-38.13080360867914
1739209752.7465112;-38.13080360867914
1739209752.7465134;-38.13080360867914
1739209752.7465155;-38.13080360867914
1739209752.7465177;-45.120503652039325
1739209752.7465198;-35.57807855764607
1739209752.746522;-33.981070128970906
1739209752.746524;-45.120503652039325
1739209752.7465262;-45.120503652039325
1739209752.7465281;-38.13080360867914
1739209752.7465303;-45.120503652039325
1739209752.7465324;-38.13080360867914
1739209752.7465346;-38.13080360867914
1739209752.7465367;-38.13080360867914
1739209752.7465389;-45.120503652039325
1739209752.746541;-45.120503652039325
1739209752.7465432;-45.120503652039325
1739209752.7465453;-38.13080360867914
1739209752.7465472;-45.120503652039325
1739209752.7465494;-38.13080360867914
1739209752.7465515;-45.120503652039325
1739209752.7465537;-33.981070128970906
1739209752.7465558;-32.816014438256545
1739209752.746558;-45.120503652039325
1739209752.74656;-45.120503652039325
1739209752.7465622;-33.981070128970906
1739209752.7465641;-45.120503652039325
1739209752.7465663;-45.120503652039325
1739209752.7465684;-38.13080360867914
1739209752.7465706;-45.120503652039325
1739209752.7465727;-45.120503652039325
1739209752.7465749;-33.981070128970906
1739209752.746577;-35.57807855764607
1739209752.7465792;-45.120503652039325
1739209752.746581;-45.120503652039325
1739209752.7465832;-33.981070128970906
1739209752.7465854;-35.57807855764607
1739209752.7465875;-45.120503652039325
1739209752.7465897;-45.120503652039325
1739209752.7465918;-32.816014438256545
1739209752.746594;-38.13080360867914
1739209752.746596;-33.981070128970906
1739209752.746598;-38.13080360867914
1739209752.7466002;-38.13080360867914
1739209752.7466023;-35.57807855764607
1739209752.7466044;-38.13080360867914
1739209752.7466066;-35.57807855764607
1739209752.7466087;-45.120503652039325
1739209752.7466109;-35.57807855764607
1739209752.746613;-45.120503652039325
1739209752.7466152;-45.120503652039325
1739209752.746617;-33.981070128970906
1739209752.7466192;-38.13080360867914
1739209752.7466214;-45.120503652039325
1739209752.7466235;-45.120503652039325
1739209752.7466257;-45.120503652039325
1739209752.7466278;-38.13080360867914
1739209752.74663;-35.57807855764607
1739209752.746632;-35.57807855764607
1739209752.746634;-35.57807855764607
1739209752.7466362;-38.13080360867914
1739209752.7466383;-38.13080360867914
1739209752.7466404;-32.816014438256545
1739209752.7466426;-45.120503652039325
1739209752.7466447;-45.120503652039325
1739209752.746647;-35.57807855764607
1739209752.746649;-35.57807855764607
1739209752.746651;-45.120503652039325
1739209752.746653;-38.13080360867914
1739209752.7466552;-45.120503652039325
1739209752.7466574;-45.120503652039325
1739209752.7466595;-45.120503652039325
1739209752.7466617;-38.13080360867914
1739209752.7466638;-45.120503652039325
1739209752.746666;-45.120503652039325
1739209752.7466679;-45.120503652039325
1739209752.74667;-45.120503652039325
1739209752.7466722;-38.13080360867914
1739209752.7466743;-45.120503652039325
1739209752.7466764;-35.57807855764607
1739209752.7466786;-38.13080360867914
1739209752.7466807;-35.57807855764607
1739209752.746683;-27.8777449560314
1739209752.746685;-45.120503652039325
1739209752.746687;-38.13080360867914
1739209752.746689;-38.13080360867914
1739209752.7466912;-38.13080360867914
1739209752.7466934;-38.13080360867914
1739209752.7466955;-33.981070128970906
1739209752.7466977;-45.120503652039325
1739209752.7466998;-33.981070128970956
1739209752.746702;-38.13080360867914
1739209752.7467039;-38.13080360867914
1739209752.746706;-38.13080360867914
1739209752.7467082;-45.120503652039325
1739209752.7467103;-38.13080360867914
1739209752.7467124;-35.57807855764607
1739209752.7467146;-38.13080360867914
1739209752.7467167;-32.816014438256545
1739209752.746719;-38.13080360867914
1739209752.7467208;-35.57807855764607
1739209752.746723;-38.13080360867914
1739209752.746725;-45.120503652039325
1739209752.7467272;-38.13080360867914
1739209752.7467294;-32.816014438256545
1739209752.7467315;-45.120503652039325
1739209752.7467337;-45.120503652039325
1739209752.7467358;-45.120503652039325
1739209752.7467377;-45.120503652039325
1739209752.7467399;-45.120503652039325
1739209752.746742;-45.120503652039325
1739209752.7467442;-38.13080360867914
1739209752.7467463;-38.13080360867914
1739209752.7467484;-38.13080360867914
1739209752.7467506;-45.120503652039325
1739209752.7467527;-45.120503652039325
1739209752.746755;-38.13080360867914
1739209752.7467568;-45.120503652039325
1739209752.746759;-45.120503652039325
1739209752.746761;-38.13080360867914
1739209752.7467632;-38.13080360867914
1739209752.7467654;-38.13080360867914
1739209752.7467675;-27.267205301931607
1739209752.7467697;-38.13080360867914
1739209752.7467718;-45.120503652039325
1739209752.7467737;-33.981070128970906
1739209752.7467759;-35.57807855764607
1739209752.746778;-38.13080360867914
1739209752.7467802;-38.13080360867914
1739209752.7467823;-33.981070128970906
1739209752.7467844;-35.57807855764607
1739209752.7467866;-38.13080360867914
1739209752.7467887;-45.120503652039325
1739209752.7467906;-33.981070128970906
1739209752.7467928;-38.13080360867914
1739209752.746795;-45.120503652039325
1739209752.746797;-45.120503652039325
1739209752.7467992;-45.120503652039325
1739209752.7468014;-33.981070128970906
1739209752.7468035;-38.13080360867914
1739209752.7468057;-45.120503652039325
1739209752.7468076;-38.13080360867914
1739209752.7468097;-38.13080360867914
1739209752.7468119;-45.120503652039325
1739209752.746814;-45.120503652039325
1739209752.7468162;-45.120503652039325
1739209752.7468183;-45.120503652039325
1739209752.7468204;-38.13080360867914
1739209752.7468226;-38.13080360867914
1739209752.7468247;-45.120503652039325
1739209752.7468266;-33.981070128970906
1739209752.7468288;-38.13080360867914
1739209752.746831;-38.13080360867914
1739209752.746833;-35.57807855764607
1739209752.7468352;-35.57807855764607
1739209752.7468374;-38.13080360867914
1739209752.7468395;-45.120503652039325
1739209752.7468417;-35.57807855764607
1739209752.7468436;-38.13080360867914
1739209752.7468457;-45.120503652039325
1739209752.7468479;-33.981070128970906
1739209752.74685;-38.13080360867914
1739209752.7468522;-38.13080360867914
1739209752.7468543;-35.57807855764607
1739209752.7468565;-35.57807855764607
1739209752.7468586;-45.120503652039325
1739209752.7468605;-38.13080360867914
1739209752.7468626;-35.57807855764607
1739209752.7468648;-38.13080360867914
1739209752.746867;-38.13080360867914
1739209752.746869;-45.120503652039325
1739209752.7468712;-38.13080360867914
1739209752.7468734;-45.120503652039325
1739209752.7468755;-45.120503652039325
1739209752.7468774;-38.13080360867914
1739209752.7468796;-45.120503652039325
1739209752.7468817;-33.981070128970906
1739209752.7468839;-45.120503652039325
1739209752.746886;-38.13080360867914
1739209752.7468882;-35.57807855764607
1739209752.7468903;-35.57807855764607
1739209752.7468925;-38.13080360867914
1739209752.7468946;-45.120503652039325
1739209752.7468965;-30.49652367304973
1739209752.7468987;-38.13080360867914
1739209752.7469008;-45.120503652039325
1739209752.746903;-38.13080360867914
1739209752.746905;-45.120503652039325
1739209752.7469072;-45.120503652039325
1739209752.7469094;-45.120503652039325
1739209752.7469115;-45.120503652039325
1739209752.7469134;-45.120503652039325
1739209752.7469156;-45.120503652039325
1739209752.7469177;-38.13080360867914
1739209752.7469199;-38.13080360867914
1739209752.746922;-45.120503652039325
1739209752.7469242;-45.120503652039325
1739209752.7469263;-38.13080360867914
1739209752.7469285;-38.13080360867914
1739209752.7469304;-45.120503652039325
1739209752.7469325;-45.120503652039325
1739209752.7469347;-33.981070128970906
1739209752.7469368;-38.13080360867914
1739209752.746939;-38.13080360867914
1739209752.746941;-38.13080360867914
1739209752.7469432;-38.13080360867914
1739209752.7469454;-38.13080360867914
1739209752.7469473;-38.13080360867914
1739209752.7469494;-38.13080360867914
1739209752.7469516;-45.120503652039325
1739209752.7469537;-38.13080360867914
1739209752.7469559;-38.13080360867914
1739209752.746958;-45.120503652039325
1739209752.7469602;-38.13080360867914
1739209752.7469623;-45.120503652039325
1739209752.7469645;-38.13080360867914
1739209752.7469664;-45.120503652039325
1739209752.7469685;-38.13080360867914
