Time [s],Channel 1
9.582159250,0
9.582169167,1
9.582171250,0
9.582179167,1
9.582183250,0
9.582185167,1
9.582191250,0
9.582201167,1
9.582203250,0
9.582205167,1
9.582207250,0
9.582217167,1
9.582219250,0
9.582227167,1
9.582229250,0
9.582239167,1
9.582241250,0
9.582249167,1
9.582251250,0
9.582255167,1
9.582257250,0
9.582265167,1
9.582267250,0
9.582269167,1
9.582271250,0
9.582273167,1
9.582277250,0
9.582281167,1
9.582283250,0
9.582285167,1
9.582291250,0
9.582293167,1
9.582295250,0
9.582303167,1
9.582305250,0
9.582309167,1
9.582311250,0
9.582313167,1
9.582317250,0
9.582319167,1
9.582321250,0
9.582323167,1
9.582325250,0
9.582329167,1
9.582333250,0
9.582341167,1
9.582343250,0
9.582347167,1
9.582349250,0
9.582353167,1
9.582359250,0
9.582363167,1
9.582365250,0
9.582371167,1
9.582377333,0
9.582379250,1
9.625266833,0
9.625276750,1
9.625278750,0
9.625288750,1
9.625290750,0
9.625294750,1
9.625298917,0
9.625308750,1
9.625310750,0
9.625318750,1
9.625324833,0
9.625326750,1
9.625328917,0
9.625332750,1
9.625336833,0
9.625342750,1
9.625344833,0
9.625354750,1
9.625356833,0
9.625366750,1
9.625368833,0
9.625378750,1
9.625380833,0
9.625388750,1
9.625390833,0
9.625392750,1
9.625396833,0
9.625398750,1
9.625406833,0
9.625410750,1
9.625412833,0
9.625420750,1
9.625422833,0
9.625424750,1
9.625426833,0
9.625428750,1
9.625432833,0
9.625442750,1
9.625444833,0
9.625450750,1
9.625452833,0
9.625454750,1
9.625458833,0
9.625460750,1
9.625462833,0
9.625466750,1
9.625470833,0
9.625474750,1
9.625480833,0
9.625482750,1
9.625484833,0
9.625486750,1
9.625494833,0
9.625504750,1
9.625506833,0
9.625508750,1
9.625510833,0
9.625512750,1
9.625514833,0
9.625516750,1
9.625521000,0
9.625522917,1
9.655373917,0
9.655383833,1
9.655385833,0
9.655395833,1
9.655397833,0
9.655401833,1
9.655405833,0
9.655415833,1
9.655417833,0
9.655427833,1
9.655429833,0
9.655431833,1
9.655437917,0
9.655439833,1
9.655445917,0
9.655451833,1
9.655454000,0
9.655459833,1
9.655468000,0
9.655471833,1
9.655475917,0
9.655477833,1
9.655479917,0
9.655481833,1
9.655485917,0
9.655487833,1
9.655495917,0
9.655505833,1
9.655508000,0
9.655511833,1
9.655513917,0
9.655515833,1
9.655517917,0
9.655519833,1
9.655525917,0
9.655529833,1
9.655531917,0
9.655533833,1
9.655539917,0
9.655541833,1
9.655543917,0
9.655547833,1
9.655555917,0
9.655565833,1
9.655567917,0
9.655569833,1
9.655571917,0
9.655573833,1
9.655577917,0
9.655581833,1
9.655583917,0
9.655585833,1
9.655587917,0
9.655589833,1
9.655591917,0
9.655599833,1
9.655605917,0
9.655611833,1
9.655613917,0
9.655615833,1
9.655619917,0
9.655621833,1
9.655624000,0
9.655625917,1
9.679332917,0
9.679342833,1
9.679344833,0
9.679354833,1
9.679356833,0
9.679360833,1
9.679365000,0
9.679374833,1
9.679376833,0
9.679386833,1
9.679389000,0
9.679392833,1
9.679394833,0
9.679398833,1
9.679400917,0
9.679410833,1
9.679414917,0
9.679424833,1
9.679426917,0
9.679430833,1
9.679434917,0
9.679436833,1
9.679438917,0
9.679440833,1
9.679446917,0
9.679456833,1
9.679458917,0
9.679466833,1
9.679470917,0
9.679472833,1
9.679476917,0
9.679478833,1
9.679482917,0
9.679484833,1
9.679486917,0
9.679488833,1
9.679492917,0
9.679494833,1
9.679504917,0
9.679508833,1
9.679510917,0
9.679512833,1
9.679514917,0
9.679516833,1
9.679522917,0
9.679524833,1
9.679530917,0
9.679534833,1
9.679538917,0
9.679540833,1
9.679542917,0
9.679544833,1
9.679546917,0
9.679548833,1
9.679550917,0
9.679552833,1
9.679554917,0
9.679556833,1
9.679558917,0
9.679560833,1
9.679562917,0
9.679568833,1
9.679570917,0
9.679580833,1
9.679582917,0
9.679586833,1
9.679589000,0
9.679591000,1
9.716037417,0
9.716047333,1
9.716049333,0
9.716059333,1
9.716061333,0
9.716065333,1
9.716069333,0
9.716079333,1
9.716081333,0
9.716091333,1
9.716093500,0
9.716095333,1
9.716101417,0
9.716103333,1
9.716109500,0
9.716115333,1
9.716117417,0
9.716123333,1
9.716133500,0
9.716139333,1
9.716141417,0
9.716145333,1
9.716147500,0
9.716157333,1
9.716159417,0
9.716163333,1
9.716173417,0
9.716179333,1
9.716183417,0
9.716185333,1
9.716195417,0
9.716199333,1
9.716203417,0
9.716205333,1
9.716213417,0
9.716215333,1
9.716217500,0
9.716221333,1
9.716223417,0
9.716229333,1
9.716231417,0
9.716235333,1
9.716243417,0
9.716245333,1
9.716253417,0
9.716257333,1
9.716263417,0
9.716265333,1
9.716271417,0
9.716281333,1
9.716283417,0
9.716287333,1
9.716289417,0
9.716291333,1
9.716293500,0
9.716295500,1
9.751664417,0
9.751674333,1
9.751676417,0
9.751686333,1
9.751688417,0
9.751692333,1
9.751696417,0
9.751706333,1
9.751708500,0
9.751718333,1
9.751720417,0
9.751724333,1
9.751730417,0
9.751734333,1
9.751736417,0
9.751742333,1
9.751744417,0
9.751754333,1
9.751756417,0
9.751760333,1
9.751762417,0
9.751766333,1
9.751774417,0
9.751776333,1
9.751778417,0
9.751780333,1
9.751784417,0
9.751788333,1
9.751792417,0
9.751802333,1
9.751806417,0
9.751808333,1
9.751810417,0
9.751814333,1
9.751824417,0
9.751828333,1
9.751830417,0
9.751838333,1
9.751840417,0
9.751850333,1
9.751852417,0
9.751856333,1
9.751858417,0
9.751864333,1
9.751872417,0
9.751876417,1
9.751878417,0
9.751880417,1
9.751882417,0
9.751892417,1
9.751894417,0
9.751896417,1
9.751906417,0
9.751910417,1
9.751912417,0
9.751916417,1
9.751918417,0
9.751920417,1
9.751922583,0
9.751924500,1
9.799642583,0
9.799652500,1
9.799654583,0
9.799664500,1
9.799666583,0
9.799670500,1
9.799674583,0
9.799684500,1
9.799686583,0
9.799696500,1
9.799698583,0
9.799702500,1
9.799704583,0
9.799708500,1
9.799710583,0
9.799720500,1
9.799724583,0
9.799734500,1
9.799736583,0
9.799744500,1
9.799752583,0
9.799754500,1
9.799756583,0
9.799758500,1
9.799764583,0
9.799766500,1
9.799770583,0
9.799772500,1
9.799774583,0
9.799776500,1
9.799782583,0
9.799788500,1
9.799790583,0
9.799796500,1
9.799806583,0
9.799810500,1
9.799814583,0
9.799820500,1
9.799822583,0
9.799824500,1
9.799830583,0
9.799832500,1
9.799840583,0
9.799844500,1
9.799854583,0
9.799856500,1
9.799858583,0
9.799860500,1
9.799862583,0
9.799864500,1
9.799870583,0
9.799872500,1
9.799874583,0
9.799880500,1
9.799884583,0
9.799894500,1
9.799898667,0
9.799900667,1
9.818465250,0
9.818475167,1
9.818477250,0
9.818487167,1
9.818489250,0
9.818493167,1
9.818497250,0
9.818507167,1
9.818509250,0
9.818517167,1
9.818521250,0
9.818523167,1
9.818529250,0
9.818531167,1
9.818535250,0
9.818541167,1
9.818543250,0
9.818553167,1
9.818555250,0
9.818565250,1
9.818567250,0
9.818577250,1
9.818579250,0
9.818587250,1
9.818593417,0
9.818595250,1
9.818597250,0
9.818601250,1
9.818603250,0
9.818609250,1
9.818613333,0
9.818615250,1
9.818619333,0
9.818623250,1
9.818627417,0
9.818631250,1
9.818639333,0
9.818643250,1
9.818649333,0
9.818653250,1
9.818655333,0
9.818663250,1
9.818665333,0
9.818671250,1
9.818673333,0
9.818675250,1
9.818679333,0
9.818681250,1
9.818683333,0
9.818685250,1
9.818689333,0
9.818695250,1
9.818697333,0
9.818701250,1
9.818705333,0
9.818711250,1
9.818715417,0
9.818717333,1
9.833437583,0
9.833447500,1
9.833449583,0
9.833459500,1
9.833461583,0
9.833465500,1
9.833469583,0
9.833479500,1
9.833481583,0
9.833491500,1
9.833493667,0
9.833495500,1
9.833501583,0
9.833503500,1
9.833509583,0
9.833515500,1
9.833517583,0
9.833523500,1
9.833529583,0
9.833533500,1
9.833535583,0
9.833539500,1
9.833541583,0
9.833547500,1
9.833549583,0
9.833555500,1
9.833557583,0
9.833565500,1
9.833569583,0
9.833571500,1
9.833577583,0
9.833579500,1
9.833581583,0
9.833585500,1
9.833593583,0
9.833599500,1
9.833603583,0
9.833607583,1
9.833617583,0
9.833619500,1
9.833621583,0
9.833623583,1
9.833629583,0
9.833631500,1
9.833633583,0
9.833635500,1
9.833639583,0
9.833641500,1
9.833647583,0
9.833651583,1
9.833655583,0
9.833657583,1
9.833659583,0
9.833661500,1
9.833667583,0
9.833671500,1
9.833679583,0
9.833681500,1
9.833685667,0
9.833687667,1
9.852477250,0
9.852487167,1
9.852489250,0
9.852499167,1
9.852501333,0
9.852505167,1
9.852509333,0
9.852519167,1
9.852521250,0
9.852531167,1
9.852533250,0
9.852537167,1
9.852543250,0
9.852547167,1
9.852549250,0
9.852555167,1
9.852557250,0
9.852567167,1
9.852569333,0
9.852575167,1
9.852579333,0
9.852581167,1
9.852583333,0
9.852585167,1
9.852591250,0
9.852599167,1
9.852609333,0
9.852611167,1
9.852613250,0
9.852619167,1
9.852621167,0
9.852623167,1
9.852625250,0
9.852627167,1
9.852631250,0
9.852633167,1
9.852635250,0
9.852639167,1
9.852641167,0
9.852645167,1
9.852647333,0
9.852649167,1
9.852651167,0
9.852655167,1
9.852659167,0
9.852661167,1
9.852665167,0
9.852669167,1
9.852671167,0
9.852673167,1
9.852677167,0
9.852679167,1
9.852683167,0
9.852685167,1
9.852695167,0
9.852701167,1
9.852703167,0
9.852713167,1
9.852721167,0
9.852725167,1
9.852727167,0
9.852729167,1
9.852731333,0
9.852733250,1
9.887385500,0
9.887395417,1
9.887397500,0
9.887407417,1
9.887409500,0
9.887413417,1
9.887417500,0
9.887427417,1
9.887429500,0
9.887437417,1
9.887441500,0
9.887443417,1
9.887445500,0
9.887449417,1
9.887455500,0
9.887461417,1
9.887463500,0
9.887473417,1
9.887475500,0
9.887485500,1
9.887487500,0
9.887497417,1
9.887499500,0
9.887507500,1
9.887511500,0
9.887515417,1
9.887517500,0
9.887519500,1
9.887521500,0
9.887523500,1
9.887529500,0
9.887531417,1
9.887533500,0
9.887537417,1
9.887539500,0
9.887541417,1
9.887543500,0
9.887545417,1
9.887547500,0
9.887553500,1
9.887555500,0
9.887557500,1
9.887559500,0
9.887561417,1
9.887563500,0
9.887567500,1
9.887569500,0
9.887571500,1
9.887575500,0
9.887577500,1
9.887579500,0
9.887581500,1
9.887583500,0
9.887587500,1
9.887591500,0
9.887597500,1
9.887605500,0
9.887611500,1
9.887613500,0
9.887615500,1
9.887617500,0
9.887619500,1
9.887627500,0
9.887633500,1
9.887635667,0
9.887637667,1
9.900247417,0
9.900257333,1
9.900259333,0
9.900269333,1
9.900271333,0
9.900275333,1
9.900279333,0
9.900289333,1
9.900291333,0
9.900299333,1
9.900305333,0
9.900307333,1
9.900309333,0
9.900313333,1
9.900317333,0
9.900323333,1
9.900325333,0
9.900335333,1
9.900337333,0
9.900347333,1
9.900349333,0
9.900359333,1
9.900361333,0
9.900371333,1
9.900375333,0
9.900377250,1
9.900379333,0
9.900383333,1
9.900385333,0
9.900391333,1
9.900397333,0
9.900403333,1
9.900409333,0
9.900411333,1
9.900413333,0
9.900415333,1
9.900417333,0
9.900419333,1
9.900421333,0
9.900423333,1
9.900427333,0
9.900429333,1
9.900431333,0
9.900435333,1
9.900437333,0
9.900439333,1
9.900445333,0
9.900451250,1
9.900453333,0
9.900455250,1
9.900457333,0
9.900461250,1
9.900463333,0
9.900473250,1
9.900477333,0
9.900481250,1
9.900483333,0
9.900485250,1
9.900487333,0
9.900489250,1
9.900493333,0
9.900499333,1
9.900501500,0
9.900503417,1
9.920623417,0
9.920633333,1
9.920635417,0
9.920645333,1
9.920647417,0
9.920651333,1
9.920655417,0
9.920665333,1
9.920667417,0
9.920677333,1
9.920679417,0
9.920683333,1
9.920689417,0
9.920693333,1
9.920695417,0
9.920701333,1
9.920703417,0
9.920713333,1
9.920715417,0
9.920723333,1
9.920729417,0
9.920731333,1
9.920733417,0
9.920735333,1
9.920741417,0
9.920745333,1
9.920749417,0
9.920751333,1
9.920753417,0
9.920763333,1
9.920765417,0
9.920767333,1
9.920769417,0
9.920773333,1
9.920775417,0
9.920781333,1
9.920787417,0
9.920789333,1
9.920791417,0
9.920795333,1
9.920801417,0
9.920807333,1
9.920811417,0
9.920819333,1
9.920821417,0
9.920825333,1
9.920827417,0
9.920837333,1
9.920839417,0
9.920843333,1
9.920845417,0
9.920847333,1
9.920849417,0
9.920853333,1
9.920857417,0
9.920861333,1
9.920863417,0
9.920867333,1
9.920869417,0
9.920873333,1
9.920875500,0
9.920877500,1
9.945148250,0
9.945158167,1
9.945160167,0
9.945170167,1
9.945172333,0
9.945176167,1
9.945180167,0
9.945190167,1
9.945192167,0
9.945200167,1
9.945204167,0
9.945206167,1
9.945208167,0
9.945212167,1
9.945218167,0
9.945224167,1
9.945226167,0
9.945236167,1
9.945238167,0
9.945248167,1
9.945250167,0
9.945260167,1
9.945262167,0
9.945270167,1
9.945276167,0
9.945286167,1
9.945290167,0
9.945292167,1
9.945300167,0
9.945308167,1
9.945314167,0
9.945320167,1
9.945322167,0
9.945326167,1
9.945328167,0
9.945330167,1
9.945334167,0
9.945336167,1
9.945338167,0
9.945348167,1
9.945350167,0
9.945352167,1
9.945354250,0
9.945364167,1
9.945368333,0
9.945370167,1
9.945372333,0
9.945374167,1
9.945376250,0
9.945378167,1
9.945380250,0
9.945390167,1
9.945392333,0
9.945394167,1
9.945396250,0
9.945402167,1
9.945406333,0
9.945408250,1
9.966162000,0
9.966171917,1
9.966173917,0
9.966183917,1
9.966185917,0
9.966189917,1
9.966193917,0
9.966203917,1
9.966205917,0
9.966213833,1
9.966217917,0
9.966219833,1
9.966221917,0
9.966225917,1
9.966231917,0
9.966237833,1
9.966239917,0
9.966249833,1
9.966251917,0
9.966261833,1
9.966263917,0
9.966273833,1
9.966275917,0
9.966285833,1
9.966287917,0
9.966289833,1
9.966293917,0
9.966295833,1
9.966297917,0
9.966303833,1
9.966305917,0
9.966307833,1
9.966309917,0
9.966319833,1
9.966321917,0
9.966323833,1
9.966327917,0
9.966331833,1
9.966335917,0
9.966343833,1
9.966347917,0
9.966349833,1
9.966353917,0
9.966355833,1
9.966359917,0
9.966363833,1
9.966365917,0
9.966367833,1
9.966369917,0
9.966371833,1
9.966373917,0
9.966377833,1
9.966381917,0
9.966383833,1
9.966385917,0
9.966393917,1
9.966395917,0
9.966397917,1
9.966401917,0
9.966403917,1
9.966409917,0
9.966413917,1
9.966416083,0
9.966418000,1
9.981042667,0
9.981052583,1
9.981054583,0
9.981064583,1
9.981066750,0
9.981070583,1
9.981074583,0
9.981084583,1
9.981086750,0
9.981094583,1
9.981096750,0
9.981098583,1
9.981100667,0
9.981102583,1
9.981104667,0
9.981114583,1
9.981116667,0
9.981120583,1
9.981122667,0
9.981132583,1
9.981134667,0
9.981140583,1
9.981144667,0
9.981154583,1
9.981156750,0
9.981164583,1
9.981168667,0
9.981172583,1
9.981174667,0
9.981178583,1
9.981184667,0
9.981190583,1
9.981192667,0
9.981194583,1
9.981200667,0
9.981204583,1
9.981212667,0
9.981214583,1
9.981220667,0
9.981224583,1
9.981230667,0
9.981232583,1
9.981234667,0
9.981236583,1
9.981238667,0
9.981242583,1
9.981244667,0
9.981246583,1
9.981248667,0
9.981258583,1
9.981260667,0
9.981270583,1
9.981280667,0
9.981282583,1
9.981284667,0
9.981288583,1
9.981292667,0
9.981294583,1
9.981298667,0
9.981300667,1
10.015972833,0
10.015982750,1
10.015984833,0
10.015994750,1
10.015996917,0
10.016000750,1
10.016004833,0
10.016014750,1
10.016016917,0
10.016024750,1
10.016028833,0
10.016030750,1
10.016032750,0
10.016036750,1
10.016042833,0
10.016048750,1
10.016050917,0
10.016060750,1
10.016062833,0
10.016072750,1
10.016074917,0
10.016084750,1
10.016086833,0
10.016094750,1
10.016096833,0
10.016100750,1
10.016102833,0
10.016108750,1
10.016110833,0
10.016112750,1
10.016116833,0
10.016120750,1
10.016122833,0
10.016124750,1
10.016128917,0
10.016132750,1
10.016134917,0
10.016138750,1
10.016148917,0
10.016150750,1
10.016154917,0
10.016156750,1
10.016160833,0
10.016162750,1
10.016168917,0
10.016174750,1
10.016176833,0
10.016178750,1
10.016184833,0
10.016188750,1
10.016190750,0
10.016196750,1
10.016200833,0
10.016202750,1
10.016206917,0
10.016208750,1
10.016212917,0
10.016216750,1
10.016218833,0
10.016222750,1
10.016224917,0
10.016226833,1
10.050262167,0
10.050272083,1
10.050274167,0
10.050284083,1
10.050286167,0
10.050290083,1
10.050294167,0
10.050304167,1
10.050306167,0
10.050316167,1
10.050318167,0
10.050322167,1
10.050328167,0
10.050332167,1
10.050334167,0
10.050340167,1
10.050342167,0
10.050352167,1
10.050354167,0
10.050358167,1
10.050360167,0
10.050366167,1
10.050374333,0
10.050376167,1
10.050378333,0
10.050380167,1
10.050382250,0
10.050388167,1
10.050390250,0
10.050392167,1
10.050398250,0
10.050400167,1
10.050402250,0
10.050410167,1
10.050412250,0
10.050418167,1
10.050420250,0
10.050424167,1
10.050426250,0
10.050428167,1
10.050430250,0
10.050438167,1
10.050440250,0
10.050442167,1
10.050444250,0
10.050450167,1
10.050452250,0
10.050454167,1
10.050462250,0
10.050470167,1
10.050474250,0
10.050476167,1
10.050478250,0
10.050484167,1
10.050488250,0
10.050494167,1
10.050496250,0
10.050504167,1
10.050510333,0
10.050512333,1
10.076229750,0
10.076239667,1
10.076241750,0
10.076251667,1
10.076253750,0
10.076257667,1
10.076261750,0
10.076271667,1
10.076273750,0
10.076283667,1
10.076285750,0
10.076287667,1
10.076291750,0
10.076297667,1
10.076299750,0
10.076307667,1
10.076309750,0
10.076319667,1
10.076321750,0
10.076327667,1
10.076329750,0
10.076335667,1
10.076343750,0
10.076345667,1
10.076349750,0
10.076351667,1
10.076353750,0
10.076357667,1
10.076359750,0
10.076363667,1
10.076369750,0
10.076371667,1
10.076373750,0
10.076375667,1
10.076377750,0
10.076383667,1
10.076393750,0
10.076399667,1
10.076403750,0
10.076405667,1
10.076409750,0
10.076411667,1
10.076415750,0
10.076423667,1
10.076425750,0
10.076435667,1
10.076441750,0
10.076447667,1
10.076449750,0
10.076451667,1
10.076459750,0
10.076461667,1
10.076463750,0
10.076467667,1
10.076469750,0
10.076471667,1
10.076473750,0
10.076475667,1
10.076481833,0
10.076483750,1
10.116084167,0
10.116094083,1
10.116096167,0
10.116106083,1
10.116108167,0
10.116112083,1
10.116116167,0
10.116126083,1
10.116128167,0
10.116136083,1
10.116140167,0
10.116142167,1
10.116148167,0
10.116150167,1
10.116154167,0
10.116160167,1
10.116162167,0
10.116172167,1
10.116174167,0
10.116184167,1
10.116186167,0
10.116196167,1
10.116198167,0
10.116206167,1
10.116208167,0
10.116212167,1
10.116214167,0
10.116220167,1
10.116226250,0
10.116230167,1
10.116232250,0
10.116234167,1
10.116236250,0
10.116238167,1
10.116246333,0
10.116254167,1
10.116258250,0
10.116262167,1
10.116270250,0
10.116272167,1
10.116274250,0
10.116278167,1
10.116282250,0
10.116284167,1
10.116290333,0
10.116296167,1
10.116302250,0
10.116308167,1
10.116312250,0
10.116316167,1
10.116326250,0
10.116332167,1
10.116336333,0
10.116338333,1
10.145055750,0
10.145065667,1
10.145067750,0
10.145077667,1
10.145079750,0
10.145083667,1
10.145087750,0
10.145097667,1
10.145099750,0
10.145109667,1
10.145111750,0
10.145115667,1
10.145121750,0
10.145125667,1
10.145127750,0
10.145133667,1
10.145135750,0
10.145145667,1
10.145147750,0
10.145151667,1
10.145159750,0
10.145167667,1
10.145169750,0
10.145173667,1
10.145177750,0
10.145179667,1
10.145183750,0
10.145185667,1
10.145187750,0
10.145189667,1
10.145191750,0
10.145193667,1
10.145203750,0
10.145207667,1
10.145209750,0
10.145211667,1
10.145217750,0
10.145221667,1
10.145223750,0
10.145227667,1
10.145229750,0
10.145231667,1
10.145235750,0
10.145237667,1
10.145239750,0
10.145241667,1
10.145243750,0
10.145249667,1
10.145259750,0
10.145263667,1
10.145265750,0
10.145267667,1
10.145269750,0
10.145273667,1
10.145275750,0
10.145283667,1
10.145285750,0
10.145287667,1
10.145289750,0
10.145293667,1
10.145295750,0
10.145297667,1
10.145307833,0
10.145309750,1
10.181532750,0
10.181542667,1
10.181544750,0
10.181554667,1
10.181556750,0
10.181560667,1
10.181564750,0
10.181574667,1
10.181576750,0
10.181584667,1
10.181586750,0
10.181588667,1
10.181590750,0
10.181592667,1
10.181594750,0
10.181604667,1
10.181606750,0
10.181610667,1
10.181612750,0
10.181622667,1
10.181624750,0
10.181630667,1
10.181636750,0
10.181646667,1
10.181648750,0
10.181656667,1
10.181660750,0
10.181662667,1
10.181666750,0
10.181674667,1
10.181676750,0
10.181680667,1
10.181682750,0
10.181688667,1
10.181690750,0
10.181692667,1
10.181694750,0
10.181698667,1
10.181700750,0
10.181702667,1
10.181706750,0
10.181712667,1
10.181716750,0
10.181722750,1
10.181732750,0
10.181734750,1
10.181740750,0
10.181742750,1
10.181744750,0
10.181754750,1
10.181760917,0
10.181766750,1
10.181768750,0
10.181770750,1
10.181774917,0
10.181776750,1
10.181778917,0
10.181780750,1
10.181782750,0
10.181784750,1
10.181786917,0
10.181788833,1
10.251674500,0
10.251684417,1
10.251686500,0
10.251696417,1
10.251698500,0
10.251702417,1
10.251706500,0
10.251716417,1
10.251718500,0
10.251728417,1
10.251730500,0
10.251732417,1
10.251738500,0
10.251740417,1
10.251746500,0
10.251752417,1
10.251754500,0
10.251760417,1
10.251762500,0
10.251764417,1
10.251768500,0
10.251774417,1
10.251778500,0
10.251780417,1
10.251786500,0
10.251788417,1
10.251792500,0
10.251796417,1
10.251798500,0
10.251808417,1
10.251814500,0
10.251816500,1
10.251818500,0
10.251824500,1
10.251826500,0
10.251834500,1
10.251842667,0
10.251844500,1
10.251848667,0
10.251850500,1
10.251858667,0
10.251864500,1
10.251866583,0
10.251872500,1
10.251874583,0
10.251876500,1
10.251882583,0
10.251884500,1
10.251886583,0
10.251888500,1
10.251890583,0
10.251892500,1
10.251894583,0
10.251896500,1
10.251898583,0
10.251900500,1
10.251902583,0
10.251906500,1
10.251914583,0
10.251916500,1
10.251922583,0
10.251924583,1
10.274904917,0
10.274914833,1
10.274916833,0
10.274926833,1
10.274928917,0
10.274932833,1
10.274936917,0
10.274946833,1
10.274949000,0
10.274956833,1
10.274960917,0
10.274962833,1
10.274968917,0
10.274970833,1
10.274974917,0
10.274980833,1
10.274982917,0
10.274992833,1
10.274994917,0
10.275004833,1
10.275006917,0
10.275016833,1
10.275018917,0
10.275026833,1
10.275028917,0
10.275030833,1
10.275036917,0
10.275038833,1
10.275048917,0
10.275054833,1
10.275058917,0
10.275060833,1
10.275064917,0
10.275068833,1
10.275070917,0
10.275076833,1
10.275080917,0
10.275082833,1
10.275084917,0
10.275086833,1
10.275094917,0
10.275096833,1
10.275098917,0
10.275100833,1
10.275102917,0
10.275106833,1
10.275108917,0
10.275116833,1
10.275122917,0
10.275124833,1
10.275126917,0
10.275128833,1
10.275130917,0
10.275134833,1
10.275136917,0
10.275140833,1
10.275142917,0
10.275146833,1
10.275148917,0
10.275154833,1
10.275157000,0
10.275159000,1
10.307555667,0
10.307565583,1
10.307567667,0
10.307577583,1
10.307579667,0
10.307583583,1
10.307587667,0
10.307597667,1
10.307599667,0
10.307607667,1
10.307611667,0
10.307613667,1
10.307615667,0
10.307619583,1
10.307625667,0
10.307631583,1
10.307633667,0
10.307643583,1
10.307645667,0
10.307655583,1
10.307657667,0
10.307667667,1
10.307669667,0
10.307679583,1
10.307681667,0
10.307683667,1
10.307691667,0
10.307695667,1
10.307699667,0
10.307701667,1
10.307705667,0
10.307709667,1
10.307715667,0
10.307725667,1
10.307727667,0
10.307731667,1
10.307733667,0
10.307737667,1
10.307743667,0
10.307743750,1
10.307743833,0
10.307745667,1
10.307747667,0
10.307749667,1
10.307751667,0
10.307753667,1
10.307755667,0
10.307757667,1
10.307761667,0
10.307765667,1
10.307767667,0
10.307771667,1
10.307773667,0
10.307773750,1
10.307773833,0
10.307775667,1
10.307777667,0
10.307779667,1
10.307781667,0
10.307785667,1
10.307789667,0
10.307795667,1
10.307799667,0
10.307803667,1
10.307805667,0
10.307807667,1
10.307809750,0
10.307811750,1
10.344430083,0
10.344440000,1
10.344442083,0
10.344452000,1
10.344454083,0
10.344458000,1
10.344462083,0
10.344472000,1
10.344474083,0
10.344482000,1
10.344486083,0
10.344488000,1
10.344494083,0
10.344504083,1
10.344506083,0
10.344508083,1
10.344510083,0
10.344520083,1
10.344522083,0
10.344530083,1
10.344532083,0
10.344542083,1
10.344544250,0
10.344554083,1
10.344556167,0
10.344558083,1
10.344562167,0
10.344572083,1
10.344580167,0
10.344582083,1
10.344584167,0
10.344588083,1
10.344592167,0
10.344600083,1
10.344602167,0
10.344610083,1
10.344616167,0
10.344620083,1
10.344624167,0
10.344630083,1
10.344640167,0
10.344642083,1
10.344644167,0
10.344646083,1
10.344648167,0
10.344656083,1
10.344662167,0
10.344664083,1
10.344668167,0
10.344672083,1
10.344674167,0
10.344676083,1
10.344686250,0
10.344688167,1
10.373441000,0
10.373450917,1
10.373453000,0
10.373462917,1
10.373465000,0
10.373468917,1
10.373473000,0
10.373482917,1
10.373485000,0
10.373492917,1
10.373495000,0
10.373496917,1
10.373499000,0
10.373501000,1
10.373503000,0
10.373513000,1
10.373515000,0
10.373519000,1
10.373521000,0
10.373531000,1
10.373533000,0
10.373539000,1
10.373541000,0
10.373551000,1
10.373553000,0
10.373563000,1
10.373567083,0
10.373569000,1
10.373573083,0
10.373575000,1
10.373577167,0
10.373587000,1
10.373593083,0
10.373601000,1
10.373605083,0
10.373607000,1
10.373613083,0
10.373615000,1
10.373625083,0
10.373635000,1
10.373641083,0
10.373643000,1
10.373645083,0
10.373647000,1
10.373651083,0
10.373655000,1
10.373661083,0
10.373663000,1
10.373669083,0
10.373671000,1
10.373673083,0
10.373675000,1
10.373679083,0
10.373683000,1
10.373685083,0
10.373689000,1
10.373691083,0
10.373695000,1
10.373699250,0
10.373701167,1
10.444178833,0
10.444188750,1
10.444190917,0
10.444200750,1
10.444202833,0
10.444206750,1
10.444210917,0
10.444220750,1
10.444222833,0
10.444230750,1
10.444232833,0
10.444234750,1
10.444236833,0
10.444238750,1
10.444240833,0
10.444250750,1
10.444252833,0
10.444256750,1
10.444258833,0
10.444268750,1
10.444270833,0
10.444276750,1
10.444280833,0
10.444290750,1
10.444292833,0
10.444302750,1
10.444304833,0
10.444306750,1
10.444308833,0
10.444314750,1
10.444316833,0
10.444326750,1
10.444334833,0
10.444336750,1
10.444338833,0
10.444342750,1
10.444344833,0
10.444348750,1
10.444354833,0
10.444356750,1
10.444360833,0
10.444362750,1
10.444364833,0
10.444370750,1
10.444374833,0
10.444376750,1
10.444378833,0
10.444380750,1
10.444386833,0
10.444394750,1
10.444396833,0
10.444398750,1
10.444400833,0
10.444402750,1
10.444408833,0
10.444412750,1
10.444416833,0
10.444424750,1
10.444426833,0
10.444428750,1
10.444432917,0
10.444434833,1
10.476424500,0
10.476434417,1
10.476436500,0
10.476446417,1
10.476448500,0
10.476452417,1
10.476456500,0
10.476466417,1
10.476468500,0
10.476476417,1
10.476478500,0
10.476480417,1
10.476482500,0
10.476484417,1
10.476486500,0
10.476496417,1
10.476498500,0
10.476502417,1
10.476504500,0
10.476514417,1
10.476516500,0
10.476522417,1
10.476524500,0
10.476526417,1
10.476528500,0
10.476538417,1
10.476540500,0
10.476546417,1
10.476548500,0
10.476550417,1
10.476552500,0
10.476562417,1
10.476564500,0
10.476566417,1
10.476568500,0
10.476572417,1
10.476574500,0
10.476576417,1
