CAN Message; 0x98:0000fbe3552b7946
1739209733.7442098;-45.120503652039325
1739209733.744215;-45.120503652039325
1739209733.74422;-38.13080360867914
1739209733.744225;-32.816014438256545
1739209733.7442303;-45.120503652039325
1739209733.7442353;-38.13080360867914
1739209733.7442403;-35.57807855764607
1739209733.7442455;-30.49652367304973
1739209733.7442505;-30.49652367304973
1739209733.7442555;-38.13080360867914
1739209733.7442608;-38.13080360867914
1739209733.7442658;-45.120503652039325
1739209733.7442708;-45.120503652039325
1739209733.744276;-45.120503652039325
1739209733.744281;-38.13080360867914
1739209733.7442863;-38.13080360867914
1739209733.7442913;-45.120503652039325
1739209733.7442963;-45.120503652039325
1739209733.7443016;-45.120503652039325
1739209733.7443066;-45.120503652039325
1739209733.7443116;-45.120503652039325
1739209733.7443168;-38.13080360867914
1739209733.7443218;-45.120503652039325
1739209733.7443268;-30.49652367304973
1739209733.744332;-32.816014438256545
1739209733.744337;-45.120503652039325
1739209733.744342;-45.120503652039325
1739209733.7443473;-38.13080360867914
1739209733.7443523;-38.13080360867914
1739209733.7443576;-45.120503652039325
1739209733.7443626;-45.120503652039325
1739209733.7443676;-38.13080360867914
1739209733.7443728;-35.57807855764607
1739209733.7443779;-45.120503652039325
1739209733.7443829;-45.120503652039325
1739209733.744388;-38.13080360867914
1739209733.744393;-38.13080360867914
1739209733.744398;-45.120503652039325
1739209733.7444034;-45.120503652039325
1739209733.7444084;-38.13080360867914
1739209733.7444134;-45.120503652039325
1739209733.7444186;-45.120503652039325
1739209733.7444236;-45.120503652039325
1739209733.7444286;-38.13080360867914
1739209733.7444339;-38.13080360867914
1739209733.744439;-35.57807855764607
1739209733.7444441;-45.120503652039325
1739209733.7444491;-35.57807855764607
1739209733.7444541;-29.438486411369333
1739209733.7444594;-45.120503652039325
1739209733.7444644;-45.120503652039325
1739209733.7444694;-35.57807855764607
1739209733.7444746;-35.57807855764607
1739209733.7444797;-38.13080360867914
1739209733.7444847;-35.57807855764607
1739209733.74449;-45.120503652039325
1739209733.744495;-32.81601443825658
1739209733.7445;-38.13080360867914
1739209733.7445052;-35.57807855764607
1739209733.7445102;-38.13080360867914
1739209733.7445154;-45.120503652039325
1739209733.7445204;-45.120503652039325
1739209733.7445254;-38.13080360867914
1739209733.7445307;-35.57807855764607
1739209733.7445357;-31.141103565318893
1739209733.7445407;-38.13080360867914
1739209733.744546;-38.13080360867914
1739209733.744551;-45.120503652039325
1739209733.744556;-45.120503652039325
1739209733.7445612;-38.13080360867914
1739209733.7445662;-32.816014438256545
1739209733.7445712;-38.13080360867914
1739209733.7445765;-45.120503652039325
1739209733.7445815;-38.13080360867914
1739209733.7445865;-38.13080360867914
1739209733.7445917;-38.13080360867914
1739209733.7445967;-38.13080360867914
1739209733.744602;-45.120503652039325
1739209733.744607;-38.13080360867914
1739209733.744612;-38.13080360867914
1739209733.7446172;-45.120503652039325
1739209733.7446222;-38.13080360867914
1739209733.7446272;-38.13080360867914
1739209733.7446325;-38.13080360867914
1739209733.7446375;-45.120503652039325
1739209733.7446425;-38.13080360867914
1739209733.7446477;-38.13080360867914
1739209733.7446527;-38.13080360867914
1739209733.7446578;-38.13080360867914
1739209733.744663;-38.13080360867914
1739209733.744668;-45.120503652039325
1739209733.744673;-38.13080360867914
1739209733.7446783;-35.57807855764607
1739209733.7446833;-45.120503652039325
1739209733.7446885;-33.981070128970906
1739209733.7446935;-45.120503652039325
1739209733.7446985;-45.120503652039325
1739209733.7447038;-38.13080360867914
1739209733.7447088;-45.120503652039325
1739209733.7447138;-38.13080360867914
1739209733.744719;-45.120503652039325
1739209733.744724;-33.981070128970906
1739209733.744729;-45.120503652039325
1739209733.7447343;-38.13080360867914
1739209733.7447393;-35.57807855764607
1739209733.7447443;-45.120503652039325
1739209733.7447495;-38.13080360867914
1739209733.7447546;-45.120503652039325
1739209733.7447598;-45.120503652039325
1739209733.7447648;-45.120503652039325
1739209733.7447698;-35.57807855764607
1739209733.744775;-38.13080360867914
1739209733.74478;-38.13080360867914
1739209733.744785;-33.981070128970906
1739209733.7447903;-45.120503652039325
1739209733.7447953;-38.13080360867914
1739209733.7448003;-33.981070128970906
1739209733.7448056;-38.13080360867914
1739209733.7448106;-45.120503652039325
1739209733.7448156;-33.981070128970906
1739209733.7448208;-38.13080360867914
1739209733.7448258;-33.981070128970906
1739209733.7448308;-45.120503652039325
1739209733.744836;-45.120503652039325
1739209733.744841;-45.120503652039325
1739209733.7448463;-45.120503652039325
1739209733.7448514;-38.13080360867914
1739209733.7448564;-38.13080360867914
1739209733.7448616;-35.57807855764607
1739209733.7448666;-33.981070128970906
1739209733.7448716;-38.13080360867914
1739209733.7448769;-45.120503652039325
1739209733.7448819;-38.13080360867914
1739209733.7448869;-38.13080360867914
1739209733.7448921;-45.120503652039325
1739209733.7448971;-45.120503652039325
1739209733.7449021;-45.120503652039325
1739209733.7449074;-38.13080360867914
1739209733.7449124;-45.120503652039325
1739209733.7449176;-38.13080360867914
1739209733.7449226;-38.13080360867914
1739209733.7449276;-38.13080360867914
1739209733.744933;-45.120503652039325
1739209733.744938;-45.120503652039325
1739209733.744943;-45.120503652039325
1739209733.7449481;-33.981070128970906
1739209733.7449532;-45.120503652039325
1739209733.7449582;-45.120503652039325
1739209733.7449634;-38.13080360867914
1739209733.7449684;-38.13080360867914
1739209733.7449734;-45.120503652039325
1739209733.7449787;-38.13080360867914
1739209733.7449837;-45.120503652039325
1739209733.7449887;-28.992665084841942
1739209733.744994;-38.13080360867914
1739209733.744999;-45.120503652039325
1739209733.7450042;-38.13080360867914
1739209733.7450092;-38.13080360867914
1739209733.7450142;-45.120503652039325
1739209733.7450194;-38.13080360867914
1739209733.7450244;-45.120503652039325
1739209733.7450294;-35.57807855764607
1739209733.7450347;-38.13080360867914
1739209733.7450397;-38.13080360867914
1739209733.7450447;-45.120503652039325
1739209733.74505;-38.13080360867914
1739209733.745055;-45.120503652039325
1739209733.74506;-45.120503652039325
1739209733.7450652;-45.120503652039325
1739209733.7450702;-33.981070128970906
1739209733.7450752;-35.57807855764607
1739209733.7450805;-38.13080360867914
1739209733.7450855;-45.120503652039325
1739209733.7450907;-38.13080360867914
1739209733.7450957;-35.57807855764607
1739209733.7451007;-45.120503652039325
1739209733.745106;-45.120503652039325
1739209733.745111;-33.981070128970906
1739209733.745116;-38.13080360867914
1739209733.7451212;-35.57807855764607
1739209733.7451262;-38.13080360867914
1739209733.7451313;-38.13080360867914
1739209733.7451365;-45.120503652039325
1739209733.7451415;-38.13080360867914
1739209733.7451465;-45.120503652039325
1739209733.7451518;-38.13080360867914
1739209733.7451568;-45.120503652039325
1739209733.745162;-38.13080360867914
1739209733.745167;-38.13080360867914
1739209733.745172;-45.120503652039325
1739209733.7451773;-35.57807855764607
1739209733.7451823;-45.120503652039325
1739209733.7451873;-45.120503652039325
1739209733.7451925;-26.991370085610722
1739209733.7451975;-28.992665084841942
1739209733.7452025;-45.120503652039325
1739209733.7452078;-35.57807855764607
1739209733.7452128;-38.13080360867914
1739209733.7452178;-45.120503652039325
1739209733.745223;-45.120503652039325
1739209733.745228;-45.120503652039325
1739209733.745233;-38.13080360867914
1739209733.7452383;-45.120503652039325
1739209733.7452433;-33.981070128970906
1739209733.7452486;-38.13080360867914
1739209733.7452536;-45.120503652039325
1739209733.7452586;-38.13080360867914
1739209733.7452638;-45.120503652039325
1739209733.7452688;-45.120503652039325
1739209733.7452738;-35.57807855764607
1739209733.745279;-35.57807855764607
1739209733.745284;-45.120503652039325
1739209733.745289;-45.120503652039325
1739209733.7452943;-45.120503652039325
1739209733.7452993;-45.120503652039325
1739209733.7453043;-45.120503652039325
1739209733.7453096;-45.120503652039325
1739209733.7453146;-45.120503652039325
1739209733.7453198;-38.13080360867914
1739209733.7453249;-45.120503652039325
1739209733.7453299;-45.120503652039325
1739209733.745335;-35.57807855764607
1739209733.74534;-38.13080360867914
1739209733.745345;-38.13080360867914
1739209733.7453504;-35.57807855764607
1739209733.7453554;-38.13080360867914
1739209733.7453604;-45.120503652039325
1739209733.7453656;-45.120503652039325
1739209733.7453706;-45.120503652039325
1739209733.7453756;-45.120503652039325
1739209733.7453809;-38.13080360867914
1739209733.745386;-35.57807855764607
1739209733.745391;-45.120503652039325
1739209733.7453961;-38.13080360867914
1739209733.7454011;-35.57807855764607
1739209733.7454064;-45.120503652039325
1739209733.7454114;-45.120503652039325
1739209733.7454164;-38.13080360867914
1739209733.7454216;-38.13080360867914
1739209733.7454267;-45.120503652039325
1739209733.7454317;-45.120503652039325
1739209733.745437;-45.120503652039325
1739209733.745442;-45.120503652039325
1739209733.745447;-35.57807855764607
1739209733.7454522;-45.120503652039325
1739209733.7454572;-45.120503652039325
1739209733.7454622;-33.981070128970906
1739209733.7454674;-35.57807855764607
1739209733.7454724;-38.13080360867914
1739209733.7454777;-45.120503652039325
1739209733.7454827;-38.13080360867914
1739209733.7454877;-38.13080360867914
1739209733.745493;-38.13080360867914
1739209733.745498;-38.13080360867914
1739209733.745503;-45.120503652039325
1739209733.7455082;-35.57807855764607
1739209733.7455132;-45.120503652039325
1739209733.7455182;-38.13080360867914
1739209733.7455235;-45.120503652039325
1739209733.7455285;-45.120503652039325
1739209733.7455335;-45.120503652039325
1739209733.7455387;-38.13080360867914
1739209733.7455437;-32.816014438256545
1739209733.7455487;-38.13080360867914
1739209733.745554;-45.120503652039325
1739209733.745559;-38.13080360867914
1739209733.7455642;-38.13080360867914
1739209733.7455692;-33.981070128970906
1739209733.7455742;-45.120503652039325
1739209733.7455795;-38.13080360867914
1739209733.7455845;-45.120503652039325
1739209733.7455895;-38.13080360867914
1739209733.7455947;-45.120503652039325
1739209733.7455997;-45.120503652039325
1739209733.7456048;-38.13080360867914
1739209733.74561;-45.120503652039325
1739209733.745615;-45.120503652039325
1739209733.74562;-38.13080360867914
1739209733.7456253;-38.13080360867914
1739209733.7456303;-45.120503652039325
1739209733.7456353;-45.120503652039325
1739209733.7456405;-38.13080360867914
1739209733.7456455;-35.57807855764607
1739209733.7456508;-38.13080360867914
1739209733.7456558;-45.120503652039325
1739209733.7456608;-38.13080360867914
1739209733.745666;-30.49652367304973
1739209733.745671;-38.13080360867914
1739209733.745676;-45.120503652039325
1739209733.7456813;-33.981070128970906
1739209733.7456863;-38.13080360867914
1739209733.7456913;-38.13080360867914
1739209733.7456965;-45.120503652039325
1739209733.7457016;-35.57807855764607
1739209733.7457066;-38.13080360867914
1739209733.7457118;-38.13080360867914
1739209733.7457168;-38.13080360867914
1739209733.745722;-45.120503652039325
1739209733.745727;-38.13080360867914
1739209733.745732;-38.13080360867914
1739209733.7457373;-45.120503652039325
1739209733.7457423;-45.120503652039325
1739209733.7457473;-45.120503652039325
1739209733.7457526;-45.120503652039325
1739209733.7457576;-45.120503652039325
1739209733.7457626;-38.13080360867914
1739209733.7457678;-33.981070128970906
1739209733.7457728;-28.992665084841942
1739209733.7457778;-45.120503652039325
1739209733.745783;-38.13080360867914
1739209733.745788;-38.13080360867914
1739209733.745793;-33.981070128970906
1739209733.7457983;-38.13080360867914
1739209733.7458034;-38.13080360867914
1739209733.7458086;-45.120503652039325
1739209733.7458136;-38.13080360867914
1739209733.7458186;-38.13080360867914
1739209733.7458239;-45.120503652039325
1739209733.7458289;-45.120503652039325
1739209733.7458339;-45.120503652039325
1739209733.745839;-38.13080360867914
1739209733.7458441;-45.120503652039325
1739209733.7458491;-45.120503652039325
1739209733.7458544;-45.120503652039325
1739209733.7458594;-45.120503652039325
1739209733.7458644;-45.120503652039325
1739209733.7458696;-45.120503652039325
1739209733.7458746;-38.13080360867914
1739209733.74588;-45.120503652039325
1739209733.745885;-45.120503652039325
1739209733.74589;-45.120503652039325
1739209733.7458951;-38.13080360867914
1739209733.7459002;-35.57807855764607
1739209733.7459052;-38.13080360867914
1739209733.7459104;-45.120503652039325
1739209733.7459154;-38.13080360867914
1739209733.7459204;-38.13080360867914
1739209733.7459257;-45.120503652039325
1739209733.7459307;-45.120503652039325
1739209733.7459357;-28.992665084841942
1739209733.745941;-35.57807855764607
1739209733.745946;-45.120503652039325
1739209733.745951;-38.13080360867914
1739209733.7459562;-38.13080360867914
1739209733.7459612;-38.13080360867914
1739209733.7459664;-38.13080360867914
1739209733.7459714;-38.13080360867914
1739209733.7459764;-32.816014438256545
1739209733.7459817;-38.13080360867914
1739209733.7459867;-45.120503652039325
1739209733.7459917;-45.120503652039325
1739209733.745997;-33.981070128970906
1739209733.746002;-38.13080360867914
1739209733.746007;-45.120503652039325
1739209733.7460122;-35.57807855764607
1739209733.7460172;-38.13080360867914
1739209733.7460222;-38.13080360867914
1739209733.7460275;-45.120503652039325
1739209733.7460325;-38.13080360867914
1739209733.7460375;-38.13080360867914
1739209733.7460427;-45.120503652039325
1739209733.7460477;-45.120503652039325
1739209733.746053;-38.13080360867914
1739209733.746058;-38.13080360867914
1739209733.746063;-45.120503652039325
1739209733.7460682;-38.13080360867914
1739209733.7460732;-33.981070128970906
1739209733.7460783;-45.120503652039325
1739209733.7460835;-45.120503652039325
1739209733.7460885;-45.120503652039325
1739209733.7460935;-38.13080360867914
1739209733.7460988;-45.120503652039325
1739209733.7461038;-45.120503652039325
1739209733.7461088;-45.120503652039325
1739209733.746114;-38.13080360867914
1739209733.746119;-38.13080360867914
1739209733.7461243;-38.13080360867914
1739209733.7461293;-38.13080360867914
1739209733.7461343;-35.57807855764607
1739209733.7461395;-45.120503652039325
1739209733.7461445;-45.120503652039325
1739209733.7461495;-38.13080360867914
1739209733.7461548;-35.57807855764607
1739209733.7461598;-33.981070128970906
1739209733.7461648;-45.120503652039325
1739209733.74617;-33.981070128970906
1739209733.746175;-35.57807855764607
1739209733.74618;-38.13080360867914
1739209733.7461853;-45.120503652039325
1739209733.7461903;-38.13080360867914
1739209733.7461953;-38.13080360867914
1739209733.7462006;-38.13080360867914
1739209733.7462056;-45.120503652039325
1739209733.7462108;-45.120503652039325
1739209733.7462158;-35.57807855764607
1739209733.7462208;-38.13080360867914
1739209733.746226;-38.13080360867914
1739209733.746231;-38.13080360867914
1739209733.746236;-35.57807855764607
1739209733.7462413;-45.120503652039325
1739209733.7462463;-45.120503652039325
1739209733.7462513;-38.13080360867914
1739209733.7462566;-32.816014438256545
1739209733.7462616;-45.120503652039325
1739209733.7462666;-45.120503652039325
1739209733.7462718;-38.13080360867914
1739209733.7462769;-38.13080360867914
1739209733.746282;-38.13080360867914
1739209733.746287;-45.120503652039325
1739209733.746292;-45.120503652039325
1739209733.7462974;-38.13080360867914
1739209733.7463024;-38.13080360867914
1739209733.7463074;-35.57807855764607
1739209733.7463126;-45.120503652039325
1739209733.7463176;-45.120503652039325
1739209733.7463226;-38.13080360867914
1739209733.7463279;-32.816014438256545
1739209733.746333;-45.120503652039325
1739209733.746338;-38.13080360867914
1739209733.7463431;-38.13080360867914
1739209733.7463481;-45.120503652039325
1739209733.7463531;-45.120503652039325
1739209733.7463584;-45.120503652039325
1739209733.7463634;-45.120503652039325
1739209733.7463686;-45.120503652039325
1739209733.7463737;-38.13080360867914
1739209733.7463787;-38.13080360867914
1739209733.746384;-38.13080360867914
1739209733.746389;-45.120503652039325
1739209733.746394;-45.120503652039325
1739209733.7463992;-45.120503652039325
1739209733.7464042;-38.13080360867914
1739209733.7464092;-35.57807855764607
1739209733.7464144;-45.120503652039325
1739209733.7464194;-38.13080360867914
1739209733.7464244;-45.120503652039325
1739209733.7464297;-30.49652367304973
1739209733.7464347;-35.57807855764607
1739209733.74644;-45.120503652039325
1739209733.746445;-38.13080360867914
1739209733.74645;-32.816014438256545
1739209733.7464552;-45.120503652039325
1739209733.7464602;-45.120503652039325
1739209733.7464652;-38.13080360867914
1739209733.7464705;-31.141103565318943
1739209733.7464755;-38.13080360867914
1739209733.7464805;-45.120503652039325
1739209733.7464857;-45.120503652039325
1739209733.7464907;-45.120503652039325
1739209733.7464957;-45.120503652039325
1739209733.746501;-45.120503652039325
1739209733.746506;-38.13080360867914
1739209733.746511;-30.49652367304973
1739209733.7465162;-38.13080360867914
1739209733.7465212;-45.120503652039325
1739209733.7465265;-38.13080360867914
1739209733.7465315;-45.120503652039325
1739209733.7465365;-45.120503652039325
1739209733.7465417;-45.120503652039325
1739209733.7465467;-45.120503652039325
1739209733.7465518;-33.981070128970906
1739209733.746557;-38.13080360867914
1739209733.746562;-35.57807855764607
1739209733.746567;-35.57807855764607
1739209733.7465723;-35.57807855764607
1739209733.7465773;-38.13080360867914
1739209733.7465823;-45.120503652039325
1739209733.7465875;-38.13080360867914
1739209733.7465925;-45.120503652039325
1739209733.7465975;-38.13080360867914
1739209733.7466028;-35.57807855764607
1739209733.7466078;-45.120503652039325
1739209733.746613;-38.13080360867914
1739209733.746618;-45.120503652039325
1739209733.746623;-45.120503652039325
1739209733.7466283;-45.120503652039325
1739209733.7466333;-31.141103565318915
1739209733.7466383;-32.816014438256545
1739209733.7466435;-38.13080360867914
1739209733.7466486;-45.120503652039325
1739209733.7466536;-38.13080360867914
1739209733.7466588;-38.13080360867914
1739209733.7466638;-45.120503652039325
1739209733.7466688;-33.981070128970906
1739209733.746674;-35.57807855764607
1739209733.746679;-32.816014438256545
1739209733.7466843;-38.13080360867914
1739209733.7466893;-38.13080360867914
1739209733.7466943;-45.120503652039325
1739209733.7466996;-45.120503652039325
1739209733.7467046;-38.13080360867914
1739209733.7467096;-38.13080360867914
1739209733.7467148;-33.981070128970906
1739209733.7467198;-31.141103565318915
1739209733.7467248;-45.120503652039325
1739209733.74673;-38.13080360867914
1739209733.746735;-38.13080360867914
1739209733.74674;-33.981070128970906
1739209733.7467453;-45.120503652039325
1739209733.7467504;-38.13080360867914
1739209733.7467554;-45.120503652039325
1739209733.7467606;-45.120503652039325
1739209733.7467656;-38.13080360867914
1739209733.7467709;-45.120503652039325
1739209733.7467759;-45.120503652039325
1739209733.7467809;-33.981070128970906
1739209733.746786;-38.13080360867914
1739209733.7467911;-38.13080360867914
1739209733.7467961;-38.13080360867914
1739209733.7468014;-38.13080360867914
1739209733.7468064;-45.120503652039325
1739209733.7468114;-38.13080360867914
1739209733.7468166;-38.13080360867914
1739209733.7468216;-45.120503652039325
1739209733.7468266;-45.120503652039325
1739209733.746832;-45.120503652039325
1739209733.746837;-33.981070128970906
1739209733.7468421;-33.981070128970906
1739209733.7468472;-45.120503652039325
1739209733.7468522;-38.13080360867914
1739209733.7468574;-38.13080360867914
1739209733.7468624;-35.57807855764607
1739209733.7468674;-38.13080360867914
1739209733.7468727;-45.120503652039325
1739209733.7468777;-45.120503652039325
1739209733.7468827;-45.120503652039325
1739209733.746888;-45.120503652039325
1739209733.746893;-45.120503652039325
1739209733.746898;-45.120503652039325
1739209733.7469032;-45.120503652039325
1739209733.7469082;-45.120503652039325
1739209733.7469132;-38.13080360867914
1739209733.7469184;-32.816014438256545
1739209733.7469234;-38.13080360867914
1739209733.7469287;-45.120503652039325
1739209733.7469337;-38.13080360867914
1739209733.7469387;-45.120503652039325
1739209733.746944;-38.13080360867914
1739209733.746949;-38.13080360867914
1739209733.746954;-38.13080360867914
1739209733.7469592;-38.13080360867914
1739209733.7469642;-35.57807855764607
1739209733.7469692;-38.13080360867914
1739209733.7469745;-45.120503652039325
1739209733.7469795;-35.57807855764607
1739209733.7469845;-38.13080360867914
1739209733.7469897;-38.13080360867914
1739209733.7469947;-45.120503652039325
1739209733.7469997;-38.13080360867914
1739209733.747005;-45.120503652039325
1739209733.74701;-38.13080360867914
1739209733.7470152;-38.13080360867914
1739209733.7470202;-35.57807855764607
1739209733.7470253;-38.13080360867914
1739209733.7470305;-45.120503652039325
1739209733.7470355;-38.13080360867914
1739209733.7470405;-45.120503652039325
1739209733.7470458;-35.57807855764607
1739209733.7470508;-35.57807855764607
1739209733.7470558;-38.13080360867914
1739209733.747061;-35.57807855764607
1739209733.747066;-38.13080360867914
1739209733.747071;-38.13080360867914
1739209733.7470763;-38.13080360867914
1739209733.7470813;-38.13080360867914
1739209733.7470865;-38.13080360867914
1739209733.7470915;-38.13080360867914
1739209733.7470965;-45.120503652039325
1739209733.7471018;-45.120503652039325
1739209733.7471068;-38.13080360867914
1739209733.7471118;-45.120503652039325
1739209733.747117;-45.120503652039325
1739209733.747122;-45.120503652039325
1739209733.747127;-45.120503652039325
1739209733.7471323;-45.120503652039325
1739209733.7471373;-45.120503652039325
1739209733.7471423;-45.120503652039325
1739209733.7471476;-33.981070128970906
1739209733.7471526;-38.13080360867914
1739209733.7471576;-32.816014438256545
1739209733.7471628;-45.120503652039325
1739209733.7471678;-35.57807855764607
1739209733.747173;-28.21854285175415
1739209733.747178;-45.120503652039325
1739209733.747183;-45.120503652039325
1739209733.7471883;-38.13080360867914
1739209733.7471933;-45.120503652039325
1739209733.7471983;-45.120503652039325
1739209733.7472036;-35.57807855764607
1739209733.7472086;-45.120503652039325
1739209733.7472136;-45.120503652039325
1739209733.7472188;-38.13080360867914
1739209733.7472239;-45.120503652039325
1739209733.7472289;-38.13080360867914
1739209733.747234;-38.13080360867914
1739209733.747239;-33.981070128970906
1739209733.7472444;-45.120503652039325
1739209733.7472494;-38.13080360867914
1739209733.7472544;-27.8777449560314
1739209733.7472596;-38.13080360867914
1739209733.7472646;-45.120503652039325
1739209733.7472696;-38.13080360867914
1739209733.7472749;-32.816014438256545
1739209733.74728;-45.120503652039325
1739209733.747285;-45.120503652039325
1739209733.7472901;-45.120503652039325
1739209733.7472951;-38.13080360867914
1739209733.7473001;-38.13080360867914
1739209733.7473054;-38.13080360867914
1739209733.7473104;-38.13080360867914
1739209733.7473154;-45.120503652039325
1739209733.7473207;-38.13080360867914
1739209733.7473257;-38.13080360867914
1739209733.747331;-38.13080360867914
1739209733.747336;-31.141103565318893
1739209733.747341;-45.120503652039325
1739209733.7473462;-45.120503652039325
1739209733.7473512;-38.13080360867914
1739209733.7473562;-35.57807855764607
1739209733.7473614;-38.13080360867914
1739209733.7473664;-38.13080360867914
1739209733.7473714;-45.120503652039325
1739209733.7473767;-45.120503652039325
1739209733.7473817;-45.120503652039325
1739209733.7473867;-45.120503652039325
1739209733.747392;-45.120503652039325
1739209733.747397;-45.120503652039325
1739209733.747402;-45.120503652039325
1739209733.7474072;-45.120503652039325
1739209733.7474122;-45.120503652039325
1739209733.7474174;-45.120503652039325
1739209733.7474225;-38.13080360867914
1739209733.7474275;-38.13080360867914
1739209733.7474327;-45.120503652039325
1739209733.7474377;-45.120503652039325
1739209733.7474427;-38.13080360867914
1739209733.747448;-45.120503652039325
1739209733.747453;-45.120503652039325
1739209733.747458;-33.981070128970906
1739209733.7474632;-32.816014438256545
1739209733.7474682;-38.13080360867914
1739209733.7474732;-38.13080360867914
1739209733.7474785;-45.120503652039325
1739209733.7474835;-33.981070128970906
1739209733.7474887;-35.57807855764607
1739209733.7474937;-38.13080360867914
1739209733.7474988;-35.57807855764607
1739209733.747504;-38.13080360867914
1739209733.747509;-45.120503652039325
1739209733.747514;-45.120503652039325
1739209733.7475193;-45.120503652039325
1739209733.7475243;-38.13080360867914
1739209733.7475293;-38.13080360867914
1739209733.7475345;-45.120503652039325
1739209733.7475395;-28.992665084841942
1739209733.7475445;-30.49652367304973
1739209733.7475498;-38.13080360867914
1739209733.7475548;-38.13080360867914
1739209733.7475598;-38.13080360867914
1739209733.747565;-38.13080360867914
1739209733.74757;-45.120503652039325
1739209733.7475753;-33.981070128970906
1739209733.7475803;-35.57807855764607
1739209733.7475853;-38.13080360867914
1739209733.7475905;-45.120503652039325
1739209733.7475955;-45.120503652039325
1739209733.7476006;-45.120503652039325
1739209733.7476058;-45.120503652039325
1739209733.7476108;-45.120503652039325
1739209733.7476158;-38.13080360867914
1739209733.747621;-30.49652367304973
1739209733.747626;-33.981070128970906
1739209733.747631;-45.120503652039325
1739209733.7476363;-38.13080360867914
1739209733.7476413;-45.120503652039325
1739209733.7476466;-38.13080360867914
1739209733.7476516;-38.13080360867914
1739209733.7476566;-33.981070128970906
1739209733.7476618;-38.13080360867914
1739209733.7476668;-45.120503652039325
1739209733.7476718;-45.120503652039325
1739209733.747677;-33.981070128970906
1739209733.747682;-38.13080360867914
1739209733.747687;-38.13080360867914
1739209733.7476923;-38.13080360867914
1739209733.7476974;-33.981070128970906
1739209733.7477024;-35.57807855764607
1739209733.7477076;-45.120503652039325
1739209733.7477126;-45.120503652039325
1739209733.7477176;-32.816014438256545
1739209733.7477229;-32.816014438256545
1739209733.7477279;-45.120503652039325
1739209733.747733;-45.120503652039325
1739209733.7477381;-38.13080360867914
1739209733.7477431;-38.13080360867914
1739209733.7477484;-32.816014438256545
1739209733.7477534;-33.981070128970906
1739209733.7477584;-38.13080360867914
1739209733.7477636;-38.13080360867914
1739209733.7477686;-38.13080360867914
1739209733.7477736;-38.13080360867914
1739209733.747779;-45.120503652039325
1739209733.747784;-38.13080360867914
1739209733.747789;-45.120503652039325
1739209733.7477942;-38.13080360867914
1739209733.7477992;-45.120503652039325
1739209733.7478044;-45.120503652039325
1739209733.7478094;-38.13080360867914
1739209733.7478144;-45.120503652039325
1739209733.7478197;-38.13080360867914
1739209733.7478247;-45.120503652039325
1739209733.7478297;-33.981070128970906
