CAN Message; 0x77:25b2e37431149bd7
1739209811.8139071;-38.13080360867914
1739209811.8139133;-29.438486411369347
1739209811.8139198;-38.13080360867914
1739209811.813926;-38.13080360867914
1739209811.8139322;-38.13080360867914
1739209811.8139384;-38.13080360867914
1739209811.8139446;-45.120503652039325
1739209811.813951;-45.120503652039325
1739209811.8139572;-35.57807855764607
1739209811.8139634;-38.13080360867914
1739209811.8139696;-45.120503652039325
1739209811.8139758;-38.13080360867914
1739209811.8139822;-38.13080360867914
1739209811.8139884;-38.13080360867914
1739209811.8139946;-45.120503652039325
1739209811.8140008;-45.120503652039325
1739209811.814007;-38.13080360867914
1739209811.8140135;-31.141103565318915
1739209811.8140197;-38.13080360867914
1739209811.8140259;-45.120503652039325
1739209811.814032;-45.120503652039325
1739209811.8140383;-33.981070128970906
1739209811.8140447;-32.816014438256545
1739209811.814051;-38.13080360867914
1739209811.814057;-45.120503652039325
1739209811.8140633;-35.57807855764607
1739209811.8140695;-38.13080360867914
1739209811.814076;-35.57807855764607
1739209811.8140821;-45.120503652039325
1739209811.8140883;-38.13080360867914
1739209811.8140945;-35.57807855764607
1739209811.8141007;-45.120503652039325
1739209811.8141072;-45.120503652039325
1739209811.8141134;-33.981070128970906
1739209811.8141196;-35.57807855764607
1739209811.8141258;-38.13080360867914
1739209811.814132;-45.120503652039325
1739209811.8141384;-45.120503652039325
1739209811.8141446;-45.120503652039325
1739209811.8141508;-45.120503652039325
1739209811.814157;-45.120503652039325
1739209811.8141632;-32.816014438256545
1739209811.8141694;-38.13080360867914
1739209811.8141758;-45.120503652039325
1739209811.814182;-45.120503652039325
1739209811.8141882;-38.13080360867914
1739209811.8141944;-45.120503652039325
1739209811.8142006;-45.120503652039325
1739209811.814207;-45.120503652039325
1739209811.8142133;-45.120503652039325
1739209811.8142195;-38.13080360867914
1739209811.8142257;-38.13080360867914
1739209811.8142319;-45.120503652039325
1739209811.8142383;-38.13080360867914
1739209811.8142445;-30.49652367304973
1739209811.8142507;-45.120503652039325
1739209811.814257;-38.13080360867914
1739209811.814263;-38.13080360867914
1739209811.8142695;-45.120503652039325
1739209811.8142757;-45.120503652039325
1739209811.814282;-45.120503652039325
1739209811.8142881;-45.120503652039325
1739209811.8142943;-45.120503652039325
1739209811.8143008;-38.13080360867914
1739209811.814307;-45.120503652039325
1739209811.8143132;-38.13080360867914
1739209811.8143194;-45.120503652039325
1739209811.8143256;-38.13080360867914
1739209811.814332;-38.13080360867914
1739209811.8143382;-35.57807855764607
1739209811.8143444;-38.13080360867914
1739209811.8143506;-38.13080360867914
1739209811.8143568;-45.120503652039325
1739209811.8143632;-45.120503652039325
1739209811.8143694;-32.816014438256545
1739209811.8143756;-38.13080360867914
1739209811.8143818;-35.57807855764607
1739209811.814388;-45.120503652039325
1739209811.8143945;-45.120503652039325
1739209811.8144007;-33.981070128970906
1739209811.8144069;-45.120503652039325
1739209811.814413;-45.120503652039325
1739209811.8144193;-45.120503652039325
1739209811.8144255;-38.13080360867914
1739209811.814432;-35.57807855764607
1739209811.814438;-38.13080360867914
1739209811.8144443;-45.120503652039325
1739209811.8144505;-45.120503652039325
1739209811.8144567;-38.13080360867914
1739209811.8144631;-38.13080360867914
1739209811.8144693;-45.120503652039325
1739209811.8144755;-45.120503652039325
1739209811.8144817;-38.13080360867914
1739209811.814488;-38.13080360867914
1739209811.8144944;-35.57807855764607
1739209811.8145006;-45.120503652039325
1739209811.8145068;-35.57807855764607
1739209811.814513;-35.57807855764607
1739209811.8145192;-30.49652367304973
1739209811.8145256;-35.57807855764607
1739209811.8145318;-35.57807855764607
1739209811.814538;-38.13080360867914
1739209811.8145442;-45.120503652039325
1739209811.8145504;-38.13080360867914
1739209811.8145568;-45.120503652039325
1739209811.814563;-38.13080360867914
1739209811.8145692;-38.13080360867914
1739209811.8145754;-45.120503652039325
1739209811.8145816;-45.120503652039325
1739209811.814588;-45.120503652039325
1739209811.8145943;-45.120503652039325
1739209811.8146005;-45.120503652039325
1739209811.8146067;-45.120503652039325
1739209811.8146129;-45.120503652039325
1739209811.8146193;-45.120503652039325
1739209811.8146255;-45.120503652039325
1739209811.8146317;-38.13080360867914
1739209811.814638;-38.13080360867914
1739209811.814644;-45.120503652039325
1739209811.8146505;-38.13080360867914
1739209811.8146567;-45.120503652039325
1739209811.814663;-45.120503652039325
1739209811.8146691;-28.58837851428586
1739209811.8146753;-31.141103565318915
1739209811.8146818;-38.13080360867914
1739209811.814688;-38.13080360867914
1739209811.8146942;-38.13080360867914
1739209811.8147004;-35.57807855764607
1739209811.8147066;-38.13080360867914
1739209811.8147128;-33.981070128970906
1739209811.8147192;-38.13080360867914
1739209811.8147254;-45.120503652039325
1739209811.8147316;-38.13080360867914
1739209811.8147378;-38.13080360867914
1739209811.814744;-38.13080360867914
1739209811.8147504;-45.120503652039325
1739209811.8147566;-45.120503652039325
1739209811.8147628;-45.120503652039325
1739209811.814769;-33.981070128970906
1739209811.8147752;-31.141103565318915
1739209811.8147817;-45.120503652039325
1739209811.8147879;-45.120503652039325
1739209811.814794;-45.120503652039325
1739209811.8148003;-38.13080360867914
1739209811.8148065;-45.120503652039325
1739209811.814813;-45.120503652039325
1739209811.814819;-45.120503652039325
1739209811.8148253;-38.13080360867914
1739209811.8148315;-38.13080360867914
1739209811.8148377;-45.120503652039325
1739209811.8148441;-38.13080360867914
1739209811.8148503;-35.57807855764607
1739209811.8148565;-45.120503652039325
1739209811.8148627;-45.120503652039325
1739209811.814869;-45.120503652039325
1739209811.8148754;-45.120503652039325
1739209811.8148816;-45.120503652039325
1739209811.8148878;-45.120503652039325
1739209811.814894;-45.120503652039325
1739209811.8149002;-45.120503652039325
1739209811.8149066;-38.13080360867914
1739209811.8149128;-45.120503652039325
1739209811.814919;-38.13080360867914
1739209811.8149252;-31.141103565318915
1739209811.8149314;-45.120503652039325
1739209811.8149378;-45.120503652039325
1739209811.814944;-45.120503652039325
1739209811.8149502;-33.981070128970906
1739209811.8149564;-35.57807855764607
1739209811.8149626;-38.13080360867914
1739209811.8149688;-38.13080360867914
1739209811.8149753;-38.13080360867914
1739209811.8149815;-45.120503652039325
1739209811.8149877;-38.13080360867914
1739209811.8149939;-35.57807855764607
1739209811.815;-33.981070128970906
1739209811.8150065;-45.120503652039325
1739209811.8150127;-38.13080360867914
1739209811.815019;-38.13080360867914
1739209811.815025;-45.120503652039325
1739209811.8150313;-45.120503652039325
1739209811.8150377;-38.13080360867914
1739209811.815044;-38.13080360867914
1739209811.8150501;-45.120503652039325
1739209811.8150563;-45.120503652039325
1739209811.8150625;-38.13080360867914
1739209811.815069;-38.13080360867914
1739209811.8150752;-32.816014438256545
1739209811.8150814;-38.13080360867914
1739209811.8150876;-38.13080360867914
1739209811.8150938;-35.57807855764607
1739209811.8151002;-35.57807855764607
1739209811.8151064;-38.13080360867914
1739209811.8151126;-45.120503652039325
1739209811.8151188;-35.57807855764607
1739209811.815125;-38.13080360867914
1739209811.8151314;-45.120503652039325
1739209811.8151376;-45.120503652039325
1739209811.8151438;-35.57807855764607
1739209811.81515;-38.13080360867914
1739209811.8151562;-45.120503652039325
1739209811.8151627;-38.13080360867914
1739209811.8151689;-35.57807855764607
1739209811.815175;-38.13080360867914
1739209811.8151813;-45.120503652039325
1739209811.8151875;-38.13080360867914
1739209811.815194;-38.13080360867914
1739209811.8152;-45.120503652039325
1739209811.8152063;-45.120503652039325
1739209811.8152125;-45.120503652039325
1739209811.8152187;-45.120503652039325
1739209811.8152251;-31.141103565318915
1739209811.8152313;-30.49652367304973
1739209811.8152375;-38.13080360867914
1739209811.8152437;-45.120503652039325
1739209811.81525;-38.13080360867914
1739209811.815256;-35.57807855764607
1739209811.8152626;-38.13080360867914
1739209811.8152688;-45.120503652039325
1739209811.815275;-45.120503652039325
1739209811.8152812;-45.120503652039325
1739209811.8152874;-45.120503652039325
1739209811.8152938;-45.120503652039325
1739209811.8153;-45.120503652039325
1739209811.8153062;-45.120503652039325
1739209811.8153124;-45.120503652039325
1739209811.8153186;-45.120503652039325
1739209811.815325;-45.120503652039325
1739209811.8153312;-45.120503652039325
1739209811.8153374;-45.120503652039325
1739209811.8153436;-45.120503652039325
1739209811.8153498;-45.120503652039325
1739209811.8153563;-38.13080360867914
1739209811.8153625;-35.57807855764607
1739209811.8153687;-45.120503652039325
1739209811.8153749;-30.49652367304973
1739209811.815381;-28.58837851428586
1739209811.8153875;-45.120503652039325
1739209811.8153937;-38.13080360867914
1739209811.8154;-35.57807855764607
1739209811.815406;-35.57807855764607
1739209811.8154123;-45.120503652039325
1739209811.8154187;-32.816014438256545
1739209811.815425;-45.120503652039325
1739209811.815431;-33.981070128970956
1739209811.8154373;-38.13080360867914
1739209811.8154435;-35.57807855764607
1739209811.81545;-38.13080360867914
1739209811.8154562;-45.120503652039325
1739209811.8154624;-38.13080360867914
1739209811.8154685;-38.13080360867914
1739209811.8154747;-38.13080360867914
1739209811.8154812;-38.13080360867914
1739209811.8154874;-38.13080360867914
1739209811.8154936;-32.816014438256545
1739209811.8154998;-38.13080360867914
1739209811.815506;-45.120503652039325
1739209811.8155122;-38.13080360867914
1739209811.8155186;-45.120503652039325
1739209811.8155248;-35.57807855764607
1739209811.815531;-35.57807855764607
1739209811.8155372;-38.13080360867914
1739209811.8155434;-38.13080360867914
1739209811.8155499;-33.981070128970906
1739209811.815556;-38.13080360867914
1739209811.8155622;-45.120503652039325
1739209811.8155684;-45.120503652039325
1739209811.8155746;-38.13080360867914
1739209811.815581;-45.120503652039325
1739209811.8155873;-38.13080360867914
1739209811.8155935;-35.57807855764607
1739209811.8155997;-45.120503652039325
1739209811.8156059;-38.13080360867914
1739209811.8156123;-38.13080360867914
1739209811.8156185;-45.120503652039325
1739209811.8156247;-38.13080360867914
1739209811.815631;-35.57807855764607
1739209811.815637;-45.120503652039325
1739209811.8156435;-38.13080360867914
1739209811.8156497;-38.13080360867914
1739209811.815656;-45.120503652039325
1739209811.8156621;-45.120503652039325
1739209811.8156683;-45.120503652039325
1739209811.8156748;-45.120503652039325
1739209811.815681;-38.13080360867914
1739209811.8156872;-45.120503652039325
1739209811.8156934;-45.120503652039325
1739209811.8156996;-38.13080360867914
1739209811.815706;-35.57807855764607
1739209811.8157122;-45.120503652039325
1739209811.8157184;-45.120503652039325
1739209811.8157246;-45.120503652039325
1739209811.8157308;-33.981070128970906
1739209811.8157372;-31.141103565318915
1739209811.8157434;-38.13080360867914
1739209811.8157496;-38.13080360867914
1739209811.8157558;-32.816014438256545
1739209811.815762;-38.13080360867914
1739209811.8157682;-45.120503652039325
1739209811.8157747;-45.120503652039325
1739209811.8157809;-45.120503652039325
1739209811.815787;-38.13080360867914
1739209811.8157933;-35.57807855764607
1739209811.8157995;-45.120503652039325
1739209811.815806;-45.120503652039325
1739209811.815812;-45.120503652039325
1739209811.8158183;-45.120503652039325
1739209811.8158245;-45.120503652039325
1739209811.8158307;-38.13080360867914
1739209811.8158371;-45.120503652039325
1739209811.8158433;-38.13080360867914
1739209811.8158495;-45.120503652039325
1739209811.8158557;-35.57807855764607
1739209811.815862;-38.13080360867914
1739209811.8158684;-33.981070128970906
1739209811.8158746;-38.13080360867914
1739209811.8158808;-33.981070128970906
1739209811.815887;-28.992665084841942
1739209811.8158932;-35.57807855764607
1739209811.8158996;-35.57807855764607
1739209811.8159058;-38.13080360867914
1739209811.815912;-38.13080360867914
1739209811.8159182;-38.13080360867914
1739209811.8159244;-38.13080360867914
1739209811.8159308;-38.13080360867914
1739209811.815937;-35.57807855764607
1739209811.8159432;-35.57807855764607
1739209811.8159494;-38.13080360867914
1739209811.8159556;-45.120503652039325
1739209811.815962;-38.13080360867914
1739209811.8159683;-35.57807855764607
1739209811.8159745;-38.13080360867914
1739209811.8159807;-45.120503652039325
1739209811.8159869;-38.13080360867914
1739209811.8159933;-38.13080360867914
1739209811.8159995;-38.13080360867914
1739209811.8160057;-45.120503652039325
1739209811.816012;-45.120503652039325
1739209811.816018;-33.981070128970906
1739209811.8160243;-38.13080360867914
1739209811.8160307;-38.13080360867914
1739209811.816037;-31.141103565318915
1739209811.8160431;-32.816014438256545
1739209811.8160493;-38.13080360867914
1739209811.8160555;-38.13080360867914
1739209811.816062;-35.57807855764607
1739209811.8160682;-38.13080360867914
1739209811.8160744;-45.120503652039325
1739209811.8160806;-45.120503652039325
1739209811.8160868;-29.438486411369347
1739209811.8160932;-32.816014438256545
1739209811.8160994;-38.13080360867914
1739209811.8161056;-45.120503652039325
1739209811.8161118;-38.13080360867914
1739209811.816118;-38.13080360867914
1739209811.8161244;-45.120503652039325
1739209811.8161306;-45.120503652039325
1739209811.8161368;-33.981070128970906
1739209811.816143;-38.13080360867914
1739209811.8161492;-38.13080360867914
1739209811.8161557;-45.120503652039325
1739209811.8161619;-38.13080360867914
1739209811.816168;-45.120503652039325
1739209811.8161743;-45.120503652039325
1739209811.8161805;-38.13080360867914
1739209811.816187;-45.120503652039325
1739209811.816193;-38.13080360867914
1739209811.8161993;-33.981070128970906
1739209811.8162055;-45.120503652039325
1739209811.8162117;-33.981070128970906
1739209811.8162181;-38.13080360867914
1739209811.8162243;-38.13080360867914
1739209811.8162305;-32.816014438256545
1739209811.8162367;-35.57807855764607
1739209811.816243;-45.120503652039325
1739209811.8162494;-45.120503652039325
1739209811.8162556;-33.981070128970906
1739209811.8162618;-45.120503652039325
1739209811.816268;-45.120503652039325
1739209811.8162742;-33.981070128970906
1739209811.8162806;-45.120503652039325
1739209811.8162868;-38.13080360867914
1739209811.816293;-45.120503652039325
1739209811.8162992;-45.120503652039325
1739209811.8163054;-45.120503652039325
1739209811.8163116;-35.57807855764607
1739209811.816318;-38.13080360867914
1739209811.8163242;-38.13080360867914
1739209811.8163304;-45.120503652039325
1739209811.8163366;-38.13080360867914
1739209811.8163428;-35.57807855764607
1739209811.8163493;-38.13080360867914
1739209811.8163555;-45.120503652039325
1739209811.8163617;-45.120503652039325
1739209811.8163679;-35.57807855764607
1739209811.816374;-38.13080360867914
1739209811.8163805;-38.13080360867914
1739209811.8163867;-45.120503652039325
1739209811.816393;-45.120503652039325
1739209811.816399;-38.13080360867914
1739209811.8164053;-45.120503652039325
1739209811.8164117;-38.13080360867914
1739209811.816418;-38.13080360867914
1739209811.8164241;-38.13080360867914
1739209811.8164303;-35.57807855764607
1739209811.8164365;-35.57807855764607
1739209811.816443;-35.57807855764607
1739209811.8164492;-35.57807855764607
1739209811.8164554;-38.13080360867914
1739209811.8164616;-38.13080360867914
1739209811.8164678;-38.13080360867914
1739209811.8164742;-45.120503652039325
1739209811.8164804;-45.120503652039325
1739209811.8164866;-45.120503652039325
1739209811.8164928;-45.120503652039325
1739209811.816499;-38.13080360867914
1739209811.8165054;-32.816014438256545
1739209811.8165116;-38.13080360867914
1739209811.8165178;-45.120503652039325
1739209811.816524;-38.13080360867914
1739209811.8165302;-38.13080360867914
1739209811.8165367;-38.13080360867914
1739209811.8165429;-45.120503652039325
1739209811.816549;-35.57807855764607
1739209811.8165553;-35.57807855764607
1739209811.8165615;-45.120503652039325
1739209811.8165677;-45.120503652039325
1739209811.816574;-38.13080360867914
1739209811.8165803;-38.13080360867914
1739209811.8165865;-35.57807855764607
1739209811.8165927;-26.991370085610736
1739209811.816599;-45.120503652039325
1739209811.8166053;-45.120503652039325
1739209811.8166115;-45.120503652039325
1739209811.8166177;-45.120503652039325
1739209811.816624;-38.13080360867914
1739209811.8166301;-45.120503652039325
1739209811.8166366;-38.13080360867914
1739209811.8166428;-45.120503652039325
1739209811.816649;-38.13080360867914
1739209811.8166552;-45.120503652039325
1739209811.8166614;-45.120503652039325
1739209811.8166678;-45.120503652039325
1739209811.816674;-38.13080360867914
1739209811.8166802;-45.120503652039325
1739209811.8166864;-38.13080360867914
1739209811.8166926;-35.57807855764607
1739209811.816699;-38.13080360867914
1739209811.8167052;-45.120503652039325
1739209811.8167114;-38.13080360867914
1739209811.8167176;-35.57807855764607
1739209811.8167238;-38.13080360867914
1739209811.8167303;-45.120503652039325
1739209811.8167365;-45.120503652039325
1739209811.8167427;-29.438486411369333
1739209811.8167489;-38.13080360867914
1739209811.816755;-45.120503652039325
1739209811.8167615;-45.120503652039325
1739209811.8167677;-31.141103565318893
1739209811.816774;-38.13080360867914
1739209811.81678;-45.120503652039325
1739209811.8167863;-38.13080360867914
1739209811.8167927;-38.13080360867914
1739209811.816799;-45.120503652039325
1739209811.8168051;-45.120503652039325
1739209811.8168113;-38.13080360867914
1739209811.8168175;-35.57807855764607
1739209811.816824;-38.13080360867914
1739209811.8168302;-38.13080360867914
1739209811.8168364;-45.120503652039325
1739209811.8168426;-32.816014438256545
1739209811.8168488;-38.13080360867914
1739209811.816855;-45.120503652039325
1739209811.8168614;-45.120503652039325
1739209811.8168676;-45.120503652039325
1739209811.8168738;-45.120503652039325
1739209811.81688;-45.120503652039325
1739209811.8168862;-45.120503652039325
1739209811.8168926;-35.57807855764607
1739209811.8168988;-38.13080360867914
1739209811.816905;-45.120503652039325
1739209811.8169112;-38.13080360867914
1739209811.8169174;-35.57807855764607
1739209811.8169239;-38.13080360867914
1739209811.81693;-45.120503652039325
1739209811.8169363;-33.981070128970906
1739209811.8169425;-45.120503652039325
1739209811.8169487;-45.120503652039325
1739209811.816955;-45.120503652039325
1739209811.8169613;-38.13080360867914
1739209811.8169675;-45.120503652039325
1739209811.8169737;-33.981070128970906
1739209811.81698;-38.13080360867914
1739209811.8169863;-45.120503652039325
1739209811.8169925;-38.13080360867914
1739209811.8169987;-35.57807855764607
1739209811.817005;-38.13080360867914
1739209811.817011;-38.13080360867914
1739209811.8170176;-35.57807855764607
1739209811.8170238;-45.120503652039325
1739209811.81703;-45.120503652039325
1739209811.8170362;-45.120503652039325
1739209811.8170424;-45.120503652039325
1739209811.8170488;-45.120503652039325
1739209811.817055;-38.13080360867914
1739209811.8170612;-38.13080360867914
1739209811.8170674;-38.13080360867914
1739209811.8170736;-38.13080360867914
1739209811.81708;-45.120503652039325
1739209811.8170862;-38.13080360867914
1739209811.8170924;-35.57807855764607
1739209811.8170986;-38.13080360867914
1739209811.8171048;-45.120503652039325
1739209811.817111;-38.13080360867914
1739209811.8171175;-38.13080360867914
1739209811.8171237;-45.120503652039325
1739209811.8171299;-45.120503652039325
1739209811.817136;-38.13080360867914
1739209811.8171422;-38.13080360867914
1739209811.8171487;-38.13080360867914
1739209811.817155;-45.120503652039325
1739209811.817161;-33.981070128970906
1739209811.8171673;-32.816014438256545
1739209811.8171735;-33.981070128970906
1739209811.81718;-45.120503652039325
1739209811.817186;-38.13080360867914
1739209811.8171923;-35.57807855764607
1739209811.8171985;-33.981070128970906
1739209811.8172047;-45.120503652039325
1739209811.8172112;-45.120503652039325
1739209811.8172174;-38.13080360867914
1739209811.8172235;-45.120503652039325
1739209811.8172297;-45.120503652039325
1739209811.817236;-38.13080360867914
1739209811.8172424;-45.120503652039325
1739209811.8172486;-38.13080360867914
1739209811.8172548;-38.13080360867914
1739209811.817261;-38.13080360867914
1739209811.8172672;-45.120503652039325
1739209811.8172736;-38.13080360867914
1739209811.8172798;-35.57807855764607
1739209811.817286;-38.13080360867914
1739209811.8172922;-45.120503652039325
1739209811.8172984;-38.13080360867914
1739209811.8173048;-45.120503652039325
1739209811.817311;-45.120503652039325
1739209811.8173172;-45.120503652039325
1739209811.8173234;-38.13080360867914
1739209811.8173296;-38.13080360867914
1739209811.817336;-45.120503652039325
1739209811.8173423;-35.57807855764607
1739209811.8173485;-45.120503652039325
1739209811.8173547;-38.13080360867914
1739209811.8173609;-38.13080360867914
1739209811.817367;-45.120503652039325
1739209811.8173735;-38.13080360867914
1739209811.8173797;-38.13080360867914
1739209811.817386;-38.13080360867914
1739209811.817392;-45.120503652039325
1739209811.8173983;-28.992665084841942
1739209811.8174047;-33.981070128970906
1739209811.817411;-45.120503652039325
1739209811.8174171;-45.120503652039325
1739209811.8174233;-33.981070128970906
1739209811.8174295;-38.13080360867914
1739209811.817436;-45.120503652039325
1739209811.8174422;-38.13080360867914
1739209811.8174484;-35.57807855764607
1739209811.8174546;-38.13080360867914
1739209811.8174608;-38.13080360867914
1739209811.8174672;-38.13080360867914
1739209811.8174734;-38.13080360867914
1739209811.8174796;-38.13080360867914
1739209811.8174858;-45.120503652039325
1739209811.817492;-38.13080360867914
1739209811.8174984;-38.13080360867914
1739209811.8175046;-45.120503652039325
1739209811.8175108;-45.120503652039325
1739209811.817517;-38.13080360867914
1739209811.8175232;-38.13080360867914
1739209811.8175297;-38.13080360867914
1739209811.8175359;-38.13080360867914
1739209811.817542;-33.981070128970906
1739209811.8175483;-30.49652367304973
1739209811.8175545;-33.981070128970906
1739209811.817561;-45.120503652039325
1739209811.817567;-35.57807855764607
1739209811.8175733;-38.13080360867914
1739209811.8175795;-45.120503652039325
1739209811.8175857;-45.120503652039325
1739209811.8175921;-38.13080360867914
1739209811.8175983;-38.13080360867914
1739209811.8176045;-33.981070128970956
1739209811.8176107;-33.981070128970906
1739209811.817617;-38.13080360867914
1739209811.8176231;-45.120503652039325
1739209811.8176296;-38.13080360867914
1739209811.8176358;-45.120503652039325
1739209811.817642;-45.120503652039325
1739209811.8176482;-38.13080360867914
1739209811.8176544;-35.57807855764607
1739209811.8176608;-38.13080360867914
1739209811.817667;-45.120503652039325
1739209811.8176732;-45.120503652039325
1739209811.8176794;-45.120503652039325
1739209811.8176856;-38.13080360867914
1739209811.817692;-38.13080360867914
1739209811.8176982;-35.57807855764607
1739209811.8177044;-33.981070128970906
1739209811.8177106;-38.13080360867914
1739209811.8177168;-38.13080360867914
1739209811.8177233;-45.120503652039325
1739209811.8177295;-45.120503652039325
1739209811.8177357;-45.120503652039325
1739209811.8177419;-45.120503652039325
1739209811.817748;-45.120503652039325
1739209811.8177545;-38.13080360867914
1739209811.8177607;-38.13080360867914
1739209811.817767;-45.120503652039325
1739209811.817773;-45.120503652039325
1739209811.8177793;-32.816014438256545
1739209811.8177857;-35.57807855764607
1739209811.817792;-45.120503652039325
1739209811.8177981;-38.13080360867914
1739209811.8178043;-35.57807855764607
1739209811.8178105;-38.13080360867914
1739209811.817817;-38.13080360867914
1739209811.8178232;-38.13080360867914
1739209811.8178294;-38.13080360867914
1739209811.8178356;-38.13080360867914
1739209811.8178418;-45.120503652039325
1739209811.8178482;-45.120503652039325
1739209811.8178544;-45.120503652039325
1739209811.8178606;-45.120503652039325
1739209811.8178668;-45.120503652039325
1739209811.817873;-38.13080360867914
1739209811.8178794;-35.57807855764607
1739209811.8178856;-45.120503652039325
1739209811.8178918;-45.120503652039325
1739209811.817898;-45.120503652039325
1739209811.8179042;-33.981070128970906
1739209811.8179104;-32.816014438256545
1739209811.8179169;-45.120503652039325
1739209811.817923;-45.120503652039325
1739209811.8179293;-45.120503652039325
1739209811.8179355;-35.57807855764607
1739209811.8179417;-45.120503652039325
1739209811.817948;-38.13080360867914
1739209811.8179543;-33.981070128970906
1739209811.8179605;-45.120503652039325
1739209811.8179667;-38.13080360867914
1739209811.817973;-35.57807855764607
1739209811.8179793;-45.120503652039325
1739209811.8179855;-38.13080360867914
1739209811.8179917;-32.816014438256545
1739209811.817998;-38.13080360867914
1739209811.8180041;-45.120503652039325
1739209811.8180106;-35.57807855764607
1739209811.8180168;-35.57807855764607
1739209811.818023;-38.13080360867914
1739209811.8180292;-38.13080360867914
1739209811.8180354;-38.13080360867914
1739209811.8180418;-38.13080360867914
1739209811.818048;-38.13080360867914
1739209811.8180542;-45.120503652039325
1739209811.8180604;-38.13080360867914
1739209811.8180666;-45.120503652039325
1739209811.818073;-38.13080360867914
1739209811.8180792;-45.120503652039325
1739209811.8180854;-38.13080360867914
1739209811.8180916;-33.981070128970906
1739209811.8180978;-45.120503652039325
1739209811.8181043;-45.120503652039325
1739209811.8181105;-38.13080360867914
1739209811.8181167;-38.13080360867914
1739209811.8181229;-38.13080360867914
1739209811.818129;-45.120503652039325
