CAN Message; 0x150:0000909f6f120aa9
Timestamp;Amplitude
1739209875.6121483;-33.981070128970956
1739209875.6121502;-38.13080360867914
1739209875.612152;-35.57807855764607
1739209875.612154;-38.13080360867914
1739209875.612156;-38.13080360867914
1739209875.6121578;-33.981070128970906
1739209875.6121597;-45.120503652039325
1739209875.6121616;-45.120503652039325
1739209875.6121635;-32.816014438256545
1739209875.6121655;-38.13080360867914
1739209875.6121674;-38.13080360867914
1739209875.6121693;-38.13080360867914
1739209875.6121712;-38.13080360867914
1739209875.612173;-38.13080360867914
1739209875.612175;-45.120503652039325
1739209875.612177;-38.13080360867914
1739209875.6121788;-31.141103565318915
1739209875.6121807;-45.120503652039325
1739209875.6121826;-45.120503652039325
1739209875.6121845;-45.120503652039325
1739209875.6121864;-38.13080360867914
1739209875.6121883;-38.13080360867914
1739209875.6121902;-38.13080360867914
1739209875.6121922;-38.13080360867914
1739209875.612194;-33.981070128970956
1739209875.612196;-45.120503652039325
1739209875.6121979;-32.816014438256545
1739209875.6121998;-38.13080360867914
1739209875.6122017;-45.120503652039325
1739209875.6122036;-38.13080360867914
1739209875.6122055;-32.816014438256545
1739209875.6122074;-33.981070128970906
1739209875.6122093;-29.438486411369333
1739209875.6122112;-38.13080360867914
1739209875.6122131;-38.13080360867914
1739209875.612215;-38.13080360867914
1739209875.6122167;-45.120503652039325
1739209875.6122186;-45.120503652039325
1739209875.6122205;-45.120503652039325
1739209875.6122224;-45.120503652039325
1739209875.6122243;-45.120503652039325
1739209875.6122262;-45.120503652039325
1739209875.6122282;-45.120503652039325
1739209875.61223;-45.120503652039325
1739209875.612232;-35.57807855764607
1739209875.6122339;-45.120503652039325
1739209875.6122358;-45.120503652039325
1739209875.6122377;-45.120503652039325
1739209875.6122396;-45.120503652039325
1739209875.6122415;-38.13080360867914
1739209875.6122434;-38.13080360867914
1739209875.6122453;-45.120503652039325
1739209875.6122472;-45.120503652039325
1739209875.6122491;-33.981070128970906
1739209875.612251;-45.120503652039325
1739209875.612253;-38.13080360867914
1739209875.6122549;-32.816014438256545
1739209875.6122568;-38.13080360867914
1739209875.6122587;-45.120503652039325
1739209875.6122606;-45.120503652039325
1739209875.6122625;-45.120503652039325
1739209875.6122644;-45.120503652039325
1739209875.6122663;-38.13080360867914
1739209875.6122682;-35.57807855764607
1739209875.61227;-45.120503652039325
1739209875.612272;-45.120503652039325
1739209875.612274;-38.13080360867914
1739209875.6122758;-38.13080360867914
1739209875.6122777;-45.120503652039325
1739209875.6122797;-45.120503652039325
1739209875.6122816;-35.57807855764607
1739209875.6122835;-35.57807855764607
1739209875.6122854;-35.57807855764607
1739209875.6122873;-35.57807855764607
1739209875.6122892;-38.13080360867914
1739209875.612291;-38.13080360867914
1739209875.612293;-45.120503652039325
1739209875.612295;-45.120503652039325
1739209875.6122968;-45.120503652039325
1739209875.6122987;-45.120503652039325
1739209875.6123006;-45.120503652039325
1739209875.6123025;-33.981070128970906
1739209875.6123044;-35.57807855764607
1739209875.6123064;-38.13080360867914
1739209875.6123083;-35.57807855764607
1739209875.6123102;-35.57807855764607
1739209875.612312;-45.120503652039325
1739209875.612314;-45.120503652039325
1739209875.612316;-45.120503652039325
1739209875.6123178;-33.981070128970906
1739209875.6123197;-35.57807855764607
1739209875.6123216;-33.981070128970906
1739209875.6123235;-45.120503652039325
1739209875.6123254;-38.13080360867914
1739209875.6123273;-32.816014438256545
1739209875.6123292;-38.13080360867914
1739209875.6123312;-45.120503652039325
1739209875.612333;-38.13080360867914
1739209875.612335;-38.13080360867914
1739209875.6123369;-45.120503652039325
1739209875.6123388;-45.120503652039325
1739209875.6123407;-38.13080360867914
1739209875.6123426;-38.13080360867914
1739209875.6123445;-38.13080360867914
1739209875.6123464;-38.13080360867914
1739209875.6123483;-38.13080360867914
1739209875.6123502;-38.13080360867914
1739209875.6123521;-45.120503652039325
1739209875.612354;-35.57807855764607
1739209875.6123557;-33.981070128970906
1739209875.6123576;-45.120503652039325
1739209875.6123595;-45.120503652039325
1739209875.6123614;-35.57807855764607
1739209875.6123633;-28.992665084841942
1739209875.6123652;-38.13080360867914
1739209875.6123672;-35.57807855764607
1739209875.612369;-38.13080360867914
1739209875.612371;-45.120503652039325
1739209875.6123729;-45.120503652039325
1739209875.6123748;-33.981070128970906
1739209875.6123767;-38.13080360867914
1739209875.6123786;-31.14110356531892
1739209875.6123805;-38.13080360867914
1739209875.6123824;-33.981070128970906
1739209875.6123843;-45.120503652039325
1739209875.6123862;-33.981070128970906
1739209875.6123881;-38.13080360867914
1739209875.61239;-38.13080360867914
1739209875.612392;-45.120503652039325
1739209875.6123939;-33.981070128970906
1739209875.6123958;-38.13080360867914
1739209875.6123977;-38.13080360867914
1739209875.6123996;-38.13080360867914
1739209875.6124015;-33.981070128970906
1739209875.6124034;-45.120503652039325
1739209875.6124053;-38.13080360867914
1739209875.6124072;-38.13080360867914
1739209875.612409;-38.13080360867914
1739209875.612411;-45.120503652039325
1739209875.612413;-38.13080360867914
1739209875.6124148;-35.57807855764607
1739209875.6124167;-38.13080360867914
1739209875.6124187;-38.13080360867914
1739209875.6124206;-33.981070128970906
1739209875.6124225;-45.120503652039325
1739209875.6124244;-33.981070128970906
1739209875.6124263;-33.981070128970906
1739209875.6124282;-45.120503652039325
1739209875.61243;-45.120503652039325
1739209875.612432;-45.120503652039325
1739209875.612434;-35.57807855764607
1739209875.6124358;-33.981070128970906
1739209875.6124377;-38.13080360867914
1739209875.6124396;-38.13080360867914
1739209875.6124415;-35.57807855764607
1739209875.6124434;-38.13080360867914
1739209875.6124454;-45.120503652039325
1739209875.6124473;-38.13080360867914
1739209875.6124492;-38.13080360867914
1739209875.612451;-45.120503652039325
1739209875.612453;-38.13080360867914
1739209875.612455;-31.141103565318915
1739209875.6124568;-31.141103565318915
1739209875.6124587;-45.120503652039325
1739209875.6124606;-38.13080360867914
1739209875.6124625;-45.120503652039325
1739209875.6124644;-45.120503652039325
1739209875.6124663;-45.120503652039325
1739209875.6124682;-45.120503652039325
1739209875.6124701;-38.13080360867914
1739209875.612472;-38.13080360867914
1739209875.612474;-38.13080360867914
1739209875.6124759;-35.57807855764607
1739209875.6124778;-35.57807855764607
1739209875.6124797;-38.13080360867914
1739209875.6124816;-38.13080360867914
1739209875.6124835;-38.13080360867914
1739209875.6124854;-45.120503652039325
1739209875.6124873;-38.13080360867914
1739209875.6124892;-38.13080360867914
1739209875.6124911;-45.120503652039325
1739209875.612493;-45.120503652039325
1739209875.6124947;-35.57807855764607
1739209875.6124966;-33.981070128970906
1739209875.6124985;-45.120503652039325
1739209875.6125004;-32.816014438256545
1739209875.6125023;-33.981070128970906
1739209875.6125042;-45.120503652039325
1739209875.6125062;-38.13080360867914
1739209875.612508;-35.57807855764607
1739209875.61251;-38.13080360867914
1739209875.6125119;-38.13080360867914
1739209875.6125138;-45.120503652039325
1739209875.6125157;-45.120503652039325
1739209875.6125176;-38.13080360867914
1739209875.6125195;-38.13080360867914
1739209875.6125214;-45.120503652039325
1739209875.6125233;-38.13080360867914
1739209875.6125252;-38.13080360867914
1739209875.6125271;-45.120503652039325
1739209875.612529;-38.13080360867914
1739209875.612531;-38.13080360867914
1739209875.6125329;-35.57807855764607
1739209875.6125348;-45.120503652039325
1739209875.6125367;-32.816014438256545
1739209875.6125386;-38.13080360867914
1739209875.6125405;-45.120503652039325
1739209875.6125424;-38.13080360867914
1739209875.6125443;-38.13080360867914
1739209875.6125462;-38.13080360867914
