CAN Message; 0x150:0500da87515e4fcf
1739209627.680595;-38.13080360867914
1739209627.680602;-38.13080360867914
1739209627.6806095;-45.120503652039325
1739209627.6806169;-45.120503652039325
1739209627.6806242;-33.981070128970906
1739209627.6806314;-31.141103565318915
1739209627.6806388;-38.13080360867914
1739209627.6806462;-45.120503652039325
1739209627.6806536;-35.57807855764607
1739209627.6806607;-38.13080360867914
1739209627.680668;-35.57807855764607
1739209627.6806755;-45.120503652039325
1739209627.680683;-32.816014438256545
1739209627.68069;-35.57807855764607
1739209627.6806974;-38.13080360867914
1739209627.6807048;-38.13080360867914
1739209627.680712;-35.57807855764607
1739209627.6807194;-38.13080360867914
1739209627.6807268;-38.13080360867914
1739209627.6807342;-38.13080360867914
1739209627.6807413;-45.120503652039325
1739209627.6807487;-33.981070128970906
1739209627.680756;-45.120503652039325
1739209627.6807635;-45.120503652039325
1739209627.6807706;-32.816014438256545
1739209627.680778;-38.13080360867914
1739209627.6807854;-45.120503652039325
1739209627.6807928;-45.120503652039325
1739209627.6808;-38.13080360867914
1739209627.6808074;-38.13080360867914
1739209627.6808147;-38.13080360867914
1739209627.680822;-38.13080360867914
1739209627.6808293;-38.13080360867914
1739209627.6808367;-45.120503652039325
1739209627.680844;-38.13080360867914
1739209627.6808512;-38.13080360867914
1739209627.6808586;-38.13080360867914
1739209627.680866;-45.120503652039325
1739209627.6808734;-45.120503652039325
1739209627.6808805;-38.13080360867914
1739209627.680888;-45.120503652039325
1739209627.6808953;-45.120503652039325
1739209627.6809027;-45.120503652039325
1739209627.6809099;-38.13080360867914
1739209627.6809173;-32.816014438256545
1739209627.6809247;-35.57807855764607
1739209627.6809318;-45.120503652039325
1739209627.6809392;-45.120503652039325
1739209627.6809466;-38.13080360867914
1739209627.680954;-35.57807855764607
1739209627.6809611;-45.120503652039325
1739209627.6809685;-45.120503652039325
1739209627.680976;-33.981070128970906
1739209627.6809833;-45.120503652039325
1739209627.6809905;-35.57807855764607
1739209627.6809978;-38.13080360867914
1739209627.6810052;-35.57807855764607
1739209627.6810126;-45.120503652039325
1739209627.6810198;-45.120503652039325
1739209627.6810272;-38.13080360867914
1739209627.6810346;-45.120503652039325
1739209627.6810417;-38.13080360867914
1739209627.681049;-45.120503652039325
1739209627.6810565;-45.120503652039325
1739209627.681064;-38.13080360867914
1739209627.681071;-38.13080360867914
1739209627.6810784;-45.120503652039325
1739209627.6810858;-45.120503652039325
1739209627.6810932;-32.816014438256545
1739209627.6811004;-45.120503652039325
1739209627.6811078;-38.13080360867914
1739209627.6811152;-38.13080360867914
1739209627.6811225;-35.57807855764607
1739209627.6811297;-45.120503652039325
1739209627.681137;-35.57807855764607
1739209627.6811445;-33.981070128970906
1739209627.6811516;-38.13080360867914
1739209627.681159;-45.120503652039325
1739209627.6811664;-32.816014438256545
1739209627.6811738;-35.57807855764607
1739209627.681181;-38.13080360867914
1739209627.6811883;-45.120503652039325
1739209627.6811957;-38.13080360867914
1739209627.6812031;-45.120503652039325
1739209627.6812103;-45.120503652039325
1739209627.6812177;-32.816014438256545
1739209627.681225;-38.13080360867914
1739209627.6812325;-45.120503652039325
1739209627.6812396;-31.141103565318893
1739209627.681247;-45.120503652039325
1739209627.6812544;-45.120503652039325
1739209627.6812615;-38.13080360867914
1739209627.681269;-35.57807855764607
1739209627.6812763;-45.120503652039325
1739209627.6812837;-29.438486411369333
1739209627.6812909;-32.816014438256545
1739209627.6812983;-38.13080360867914
1739209627.6813056;-38.13080360867914
1739209627.681313;-35.57807855764607
1739209627.6813202;-35.57807855764607
1739209627.6813276;-45.120503652039325
1739209627.681335;-38.13080360867914
1739209627.6813424;-45.120503652039325
1739209627.6813495;-38.13080360867914
1739209627.681357;-33.981070128970906
1739209627.6813643;-38.13080360867914
1739209627.6813715;-38.13080360867914
1739209627.6813788;-35.57807855764607
1739209627.6813862;-38.13080360867914
1739209627.6813936;-38.13080360867914
1739209627.6814008;-45.120503652039325
1739209627.6814082;-32.81601443825658
1739209627.6814156;-32.816014438256545
1739209627.681423;-38.13080360867914
1739209627.68143;-45.120503652039325
1739209627.6814375;-45.120503652039325
1739209627.681445;-38.13080360867914
1739209627.6814523;-38.13080360867914
1739209627.6814594;-33.981070128970906
1739209627.6814668;-30.49652367304973
1739209627.6814742;-38.13080360867914
1739209627.6814814;-38.13080360867914
1739209627.6814888;-38.13080360867914
1739209627.6814961;-38.13080360867914
1739209627.6815035;-45.120503652039325
1739209627.6815107;-33.981070128970906
1739209627.681518;-45.120503652039325
1739209627.6815255;-32.81601443825658
1739209627.6815329;-35.57807855764607
1739209627.68154;-38.13080360867914
1739209627.6815474;-45.120503652039325
1739209627.6815548;-45.120503652039325
1739209627.6815622;-35.57807855764607
1739209627.6815693;-38.13080360867914
1739209627.6815767;-38.13080360867914
1739209627.6815841;-45.120503652039325
1739209627.6815913;-45.120503652039325
1739209627.6815987;-38.13080360867914
1739209627.681606;-45.120503652039325
1739209627.6816134;-45.120503652039325
1739209627.6816206;-35.57807855764607
1739209627.681628;-45.120503652039325
1739209627.6816354;-38.13080360867914
1739209627.6816428;-38.13080360867914
1739209627.68165;-33.981070128970906
1739209627.6816573;-45.120503652039325
1739209627.6816647;-38.13080360867914
1739209627.681672;-33.981070128970906
1739209627.6816792;-33.981070128970906
1739209627.6816866;-38.13080360867914
1739209627.681694;-45.120503652039325
1739209627.6817012;-45.120503652039325
1739209627.6817086;-45.120503652039325
1739209627.681716;-38.13080360867914
1739209627.6817234;-38.13080360867914
1739209627.6817305;-45.120503652039325
1739209627.681738;-38.13080360867914
1739209627.6817453;-38.13080360867914
1739209627.6817527;-38.13080360867914
1739209627.6817598;-45.120503652039325
1739209627.6817672;-45.120503652039325
1739209627.6817746;-38.13080360867914
1739209627.681782;-45.120503652039325
1739209627.6817892;-38.13080360867914
1739209627.6817966;-45.120503652039325
1739209627.681804;-38.13080360867914
1739209627.681811;-45.120503652039325
1739209627.6818185;-38.13080360867914
1739209627.6818259;-33.981070128970906
1739209627.6818333;-38.13080360867914
1739209627.6818404;-38.13080360867914
1739209627.6818478;-38.13080360867914
1739209627.6818552;-33.981070128970906
1739209627.6818626;-45.120503652039325
1739209627.6818697;-38.13080360867914
1739209627.6818771;-38.13080360867914
1739209627.6818845;-45.120503652039325
1739209627.681892;-38.13080360867914
1739209627.681899;-35.57807855764607
1739209627.6819065;-45.120503652039325
1739209627.6819139;-35.57807855764607
1739209627.681921;-38.13080360867914
1739209627.6819284;-45.120503652039325
1739209627.6819358;-33.981070128970906
1739209627.6819432;-38.13080360867914
1739209627.6819503;-45.120503652039325
1739209627.6819577;-45.120503652039325
1739209627.681965;-33.981070128970906
1739209627.6819725;-38.13080360867914
1739209627.6819797;-45.120503652039325
1739209627.681987;-45.120503652039325
1739209627.6819944;-38.13080360867914
1739209627.6820018;-38.13080360867914
1739209627.682009;-45.120503652039325
1739209627.6820164;-45.120503652039325
1739209627.6820238;-38.13080360867914
1739209627.682031;-38.13080360867914
1739209627.6820383;-45.120503652039325
1739209627.6820457;-45.120503652039325
1739209627.682053;-45.120503652039325
1739209627.6820602;-38.13080360867914
1739209627.6820676;-38.13080360867914
1739209627.682075;-38.13080360867914
1739209627.6820824;-45.120503652039325
1739209627.6820896;-45.120503652039325
1739209627.682097;-38.13080360867914
1739209627.6821043;-35.57807855764607
1739209627.6821117;-33.981070128970906
1739209627.682119;-31.141103565318915
1739209627.6821263;-45.120503652039325
1739209627.6821337;-45.120503652039325
1739209627.6821408;-38.13080360867914
1739209627.6821482;-33.981070128970906
1739209627.6821556;-38.13080360867914
1739209627.682163;-33.981070128970906
1739209627.6821702;-45.120503652039325
1739209627.6821775;-45.120503652039325
1739209627.682185;-38.13080360867914
1739209627.6821923;-38.13080360867914
1739209627.6821995;-33.981070128970906
1739209627.6822069;-38.13080360867914
1739209627.6822143;-45.120503652039325
1739209627.6822217;-35.57807855764607
1739209627.6822288;-38.13080360867914
1739209627.6822362;-45.120503652039325
1739209627.6822436;-38.13080360867914
1739209627.6822507;-45.120503652039325
1739209627.6822581;-45.120503652039325
1739209627.6822655;-45.120503652039325
1739209627.682273;-38.13080360867914
1739209627.68228;-45.120503652039325
1739209627.6822875;-35.57807855764607
1739209627.6822948;-26.991370085610722
1739209627.6823022;-38.13080360867914
1739209627.6823094;-45.120503652039325
1739209627.6823168;-38.13080360867914
1739209627.6823242;-33.981070128970906
1739209627.6823316;-45.120503652039325
1739209627.6823387;-45.120503652039325
1739209627.682346;-45.120503652039325
1739209627.6823535;-45.120503652039325
1739209627.6823606;-45.120503652039325
1739209627.682368;-38.13080360867914
1739209627.6823754;-45.120503652039325
1739209627.6823828;-35.57807855764607
1739209627.68239;-38.13080360867914
1739209627.6823974;-45.120503652039325
1739209627.6824048;-38.13080360867914
1739209627.6824121;-35.57807855764607
1739209627.6824193;-38.13080360867914
1739209627.6824267;-45.120503652039325
1739209627.682434;-45.120503652039325
1739209627.6824415;-45.120503652039325
1739209627.6824486;-38.13080360867914
1739209627.682456;-45.120503652039325
1739209627.6824634;-38.13080360867914
1739209627.6824706;-35.57807855764607
1739209627.682478;-38.13080360867914
1739209627.6824853;-45.120503652039325
1739209627.6824927;-38.13080360867914
1739209627.6825;-30.49652367304973
1739209627.6825073;-45.120503652039325
1739209627.6825147;-45.120503652039325
1739209627.682522;-45.120503652039325
1739209627.6825292;-45.120503652039325
1739209627.6825366;-38.13080360867914
1739209627.682544;-38.13080360867914
1739209627.6825514;-45.120503652039325
1739209627.6825585;-38.13080360867914
1739209627.682566;-38.13080360867914
1739209627.6825733;-45.120503652039325
1739209627.6825805;-38.13080360867914
1739209627.6825879;-31.141103565318893
1739209627.6825953;-35.57807855764607
1739209627.6826026;-38.13080360867914
1739209627.6826098;-35.57807855764607
1739209627.6826172;-38.13080360867914
1739209627.6826246;-45.120503652039325
1739209627.682632;-38.13080360867914
1739209627.6826391;-35.57807855764607
1739209627.6826465;-35.57807855764607
1739209627.682654;-38.13080360867914
1739209627.6826613;-45.120503652039325
1739209627.6826684;-45.120503652039325
1739209627.6826758;-38.13080360867914
1739209627.6826832;-35.57807855764607
1739209627.6826904;-45.120503652039325
1739209627.6826978;-38.13080360867914
1739209627.6827052;-38.13080360867914
1739209627.6827126;-45.120503652039325
1739209627.6827197;-38.13080360867914
1739209627.682727;-45.120503652039325
1739209627.6827345;-45.120503652039325
1739209627.6827419;-45.120503652039325
1739209627.682749;-38.13080360867914
1739209627.6827564;-38.13080360867914
1739209627.6827638;-38.13080360867914
1739209627.6827712;-45.120503652039325
1739209627.6827784;-45.120503652039325
1739209627.6827857;-45.120503652039325
1739209627.6827931;-35.57807855764607
1739209627.6828003;-38.13080360867914
1739209627.6828077;-45.120503652039325
1739209627.682815;-38.13080360867914
1739209627.6828225;-45.120503652039325
1739209627.6828296;-33.981070128970906
1739209627.682837;-35.57807855764607
1739209627.6828444;-38.13080360867914
1739209627.6828518;-38.13080360867914
1739209627.682859;-38.13080360867914
1739209627.6828663;-38.13080360867914
1739209627.6828737;-38.13080360867914
1739209627.682881;-45.120503652039325
1739209627.6828883;-33.981070128970906
1739209627.6828957;-38.13080360867914
1739209627.682903;-38.13080360867914
1739209627.6829102;-35.57807855764607
1739209627.6829176;-38.13080360867914
1739209627.682925;-45.120503652039325
1739209627.6829324;-45.120503652039325
1739209627.6829395;-38.13080360867914
1739209627.682947;-38.13080360867914
1739209627.6829543;-45.120503652039325
1739209627.6829617;-45.120503652039325
1739209627.6829689;-35.57807855764607
1739209627.6829762;-33.981070128970906
1739209627.6829836;-45.120503652039325
1739209627.682991;-38.13080360867914
1739209627.6829982;-45.120503652039325
1739209627.6830056;-33.981070128970906
1739209627.683013;-45.120503652039325
1739209627.68302;-45.120503652039325
1739209627.6830275;-45.120503652039325
1739209627.683035;-38.13080360867914
1739209627.6830423;-35.57807855764607
1739209627.6830494;-38.13080360867914
1739209627.6830568;-38.13080360867914
1739209627.6830642;-30.49652367304973
1739209627.6830716;-33.981070128970906
1739209627.6830788;-38.13080360867914
1739209627.6830862;-45.120503652039325
1739209627.6830935;-38.13080360867914
1739209627.683101;-45.120503652039325
1739209627.683108;-45.120503652039325
1739209627.6831155;-38.13080360867914
1739209627.6831229;-30.49652367304973
1739209627.68313;-38.13080360867914
1739209627.6831374;-45.120503652039325
1739209627.6831448;-38.13080360867914
1739209627.6831522;-38.13080360867914
1739209627.6831594;-38.13080360867914
1739209627.6831667;-45.120503652039325
1739209627.6831741;-45.120503652039325
1739209627.6831815;-38.13080360867914
1739209627.6831887;-38.13080360867914
1739209627.683196;-38.13080360867914
1739209627.6832035;-38.13080360867914
1739209627.6832108;-38.13080360867914
1739209627.683218;-38.13080360867914
1739209627.6832254;-45.120503652039325
1739209627.6832328;-45.120503652039325
1739209627.68324;-45.120503652039325
1739209627.6832473;-45.120503652039325
1739209627.6832547;-45.120503652039325
1739209627.683262;-45.120503652039325
1739209627.6832693;-38.13080360867914
1739209627.6832767;-38.13080360867914
1739209627.683284;-45.120503652039325
1739209627.6832914;-38.13080360867914
1739209627.6832986;-32.816014438256545
1739209627.683306;-38.13080360867914
1739209627.6833134;-38.13080360867914
1739209627.6833208;-45.120503652039325
1739209627.683328;-38.13080360867914
1739209627.6833353;-38.13080360867914
1739209627.6833427;-38.13080360867914
1739209627.6833498;-45.120503652039325
1739209627.6833572;-33.981070128970906
1739209627.6833646;-31.141103565318915
1739209627.683372;-45.120503652039325
1739209627.6833792;-45.120503652039325
1739209627.6833866;-45.120503652039325
1739209627.683394;-45.120503652039325
1739209627.6834013;-45.120503652039325
1739209627.6834085;-45.120503652039325
1739209627.683416;-45.120503652039325
1739209627.6834233;-38.13080360867914
1739209627.6834307;-45.120503652039325
1739209627.6834378;-45.120503652039325
1739209627.6834452;-38.13080360867914
1739209627.6834526;-45.120503652039325
1739209627.6834598;-45.120503652039325
1739209627.6834671;-45.120503652039325
1739209627.6834745;-45.120503652039325
1739209627.683482;-38.13080360867914
1739209627.683489;-38.13080360867914
1739209627.6834965;-33.981070128970906
1739209627.6835039;-45.120503652039325
1739209627.6835113;-32.816014438256545
1739209627.6835184;-38.13080360867914
1739209627.6835258;-45.120503652039325
1739209627.6835332;-38.13080360867914
1739209627.6835406;-33.981070128970906
1739209627.6835477;-45.120503652039325
1739209627.6835551;-38.13080360867914
1739209627.6835625;-38.13080360867914
1739209627.6835697;-45.120503652039325
1739209627.683577;-45.120503652039325
1739209627.6835845;-45.120503652039325
1739209627.6835918;-45.120503652039325
1739209627.683599;-45.120503652039325
1739209627.6836064;-38.13080360867914
1739209627.6836138;-38.13080360867914
1739209627.6836212;-45.120503652039325
1739209627.6836283;-45.120503652039325
1739209627.6836357;-45.120503652039325
1739209627.683643;-38.13080360867914
1739209627.6836505;-38.13080360867914
1739209627.6836576;-35.57807855764607
1739209627.683665;-38.13080360867914
1739209627.6836724;-45.120503652039325
1739209627.6836796;-38.13080360867914
1739209627.683687;-38.13080360867914
1739209627.6836944;-38.13080360867914
1739209627.6837018;-35.57807855764607
1739209627.683709;-33.981070128970906
1739209627.6837163;-45.120503652039325
1739209627.6837237;-45.120503652039325
1739209627.683731;-35.57807855764607
1739209627.6837382;-38.13080360867914
1739209627.6837456;-45.120503652039325
1739209627.683753;-38.13080360867914
1739209627.6837604;-35.57807855764607
1739209627.6837676;-38.13080360867914
1739209627.683775;-45.120503652039325
1739209627.6837823;-38.13080360867914
1739209627.6837897;-38.13080360867914
1739209627.683797;-45.120503652039325
1739209627.6838043;-38.13080360867914
1739209627.6838117;-45.120503652039325
1739209627.6838188;-35.57807855764607
1739209627.6838262;-35.57807855764607
1739209627.6838336;-29.438486411369333
1739209627.683841;-32.816014438256545
1739209627.6838481;-38.13080360867914
1739209627.6838555;-38.13080360867914
1739209627.683863;-38.13080360867914
1739209627.6838703;-38.13080360867914
1739209627.6838775;-45.120503652039325
1739209627.6838849;-38.13080360867914
1739209627.6838923;-38.13080360867914
1739209627.6838996;-45.120503652039325
1739209627.6839068;-38.13080360867914
1739209627.6839142;-45.120503652039325
1739209627.6839216;-45.120503652039325
1739209627.6839287;-38.13080360867914
1739209627.683936;-38.13080360867914
1739209627.6839435;-45.120503652039325
1739209627.683951;-30.49652367304973
1739209627.683958;-33.981070128970906
1739209627.6839654;-35.57807855764607
1739209627.6839728;-38.13080360867914
1739209627.6839802;-45.120503652039325
1739209627.6839874;-38.13080360867914
1739209627.6839948;-38.13080360867914
1739209627.6840022;-45.120503652039325
1739209627.6840096;-45.120503652039325
1739209627.6840167;-38.13080360867914
1739209627.684024;-35.57807855764607
1739209627.6840315;-45.120503652039325
1739209627.6840386;-35.57807855764607
1739209627.684046;-38.13080360867914
1739209627.6840534;-38.13080360867914
1739209627.6840608;-33.981070128970906
1739209627.684068;-45.120503652039325
1739209627.6840754;-38.13080360867914
1739209627.6840827;-35.57807855764607
1739209627.6840901;-38.13080360867914
1739209627.6840973;-45.120503652039325
1739209627.6841047;-45.120503652039325
1739209627.684112;-35.57807855764607
1739209627.6841195;-38.13080360867914
1739209627.6841266;-38.13080360867914
1739209627.684134;-30.49652367304973
1739209627.6841414;-38.13080360867914
1739209627.6841486;-38.13080360867914
1739209627.684156;-35.57807855764607
1739209627.6841633;-38.13080360867914
1739209627.6841707;-31.141103565318893
1739209627.6841779;-30.49652367304973
1739209627.6841853;-45.120503652039325
1739209627.6841927;-32.816014438256545
1739209627.6842;-30.49652367304973
1739209627.6842072;-45.120503652039325
1739209627.6842146;-38.13080360867914
1739209627.684222;-45.120503652039325
1739209627.6842294;-32.816014438256545
1739209627.6842365;-33.981070128970906
1739209627.684244;-45.120503652039325
1739209627.6842513;-38.13080360867914
1739209627.6842585;-35.57807855764607
1739209627.6842659;-38.13080360867914
1739209627.6842732;-45.120503652039325
1739209627.6842806;-45.120503652039325
1739209627.6842878;-38.13080360867914
1739209627.6842952;-45.120503652039325
1739209627.6843026;-38.13080360867914
1739209627.68431;-32.816014438256545
1739209627.684317;-38.13080360867914
1739209627.6843245;-45.120503652039325
1739209627.684332;-45.120503652039325
1739209627.6843393;-38.13080360867914
1739209627.6843464;-38.13080360867914
1739209627.6843538;-38.13080360867914
1739209627.6843612;-45.120503652039325
1739209627.6843684;-45.120503652039325
1739209627.6843758;-45.120503652039325
1739209627.6843832;-38.13080360867914
1739209627.6843905;-38.13080360867914
1739209627.6843977;-45.120503652039325
1739209627.684405;-35.57807855764607
1739209627.6844125;-35.57807855764607
1739209627.6844199;-45.120503652039325
1739209627.684427;-38.13080360867914
1739209627.6844344;-31.141103565318893
1739209627.6844418;-32.816014438256545
1739209627.6844492;-45.120503652039325
1739209627.6844563;-45.120503652039325
1739209627.6844637;-35.57807855764607
1739209627.6844711;-35.57807855764607
1739209627.6844783;-45.120503652039325
1739209627.6844857;-38.13080360867914
1739209627.684493;-38.13080360867914
1739209627.6845005;-38.13080360867914
1739209627.6845076;-45.120503652039325
1739209627.684515;-38.13080360867914
1739209627.6845224;-38.13080360867914
1739209627.6845298;-38.13080360867914
1739209627.684537;-45.120503652039325
1739209627.6845443;-45.120503652039325
1739209627.6845517;-38.13080360867914
1739209627.684559;-38.13080360867914
1739209627.6845663;-45.120503652039325
1739209627.6845737;-45.120503652039325
1739209627.684581;-38.13080360867914
1739209627.6845882;-38.13080360867914
1739209627.6845956;-38.13080360867914
1739209627.684603;-32.816014438256545
1739209627.6846104;-38.13080360867914
1739209627.6846175;-45.120503652039325
1739209627.684625;-45.120503652039325
1739209627.6846323;-38.13080360867914
1739209627.6846397;-33.981070128970906
1739209627.6846468;-38.13080360867914
1739209627.6846542;-45.120503652039325
1739209627.6846616;-45.120503652039325
1739209627.684669;-35.57807855764607
1739209627.6846762;-38.13080360867914
1739209627.6846836;-45.120503652039325
1739209627.684691;-45.120503652039325
1739209627.684698;-38.13080360867914
1739209627.6847055;-45.120503652039325
1739209627.684713;-38.13080360867914
1739209627.6847203;-45.120503652039325
1739209627.6847274;-45.120503652039325
1739209627.6847348;-45.120503652039325
1739209627.6847422;-45.120503652039325
1739209627.6847496;-38.13080360867914
1739209627.6847568;-32.816014438256545
1739209627.6847641;-38.13080360867914
1739209627.6847715;-45.120503652039325
1739209627.684779;-33.981070128970906
1739209627.684786;-26.991370085610722
1739209627.6847935;-38.13080360867914
1739209627.6848009;-45.120503652039325
1739209627.684808;-45.120503652039325
1739209627.6848154;-35.57807855764607
1739209627.6848228;-38.13080360867914
1739209627.6848302;-45.120503652039325
1739209627.6848373;-45.120503652039325
1739209627.6848447;-33.981070128970956
1739209627.6848521;-33.981070128970906
1739209627.6848595;-45.120503652039325
1739209627.6848667;-45.120503652039325
1739209627.684874;-45.120503652039325
1739209627.6848814;-38.13080360867914
1739209627.6848888;-45.120503652039325
1739209627.684896;-33.981070128970906
1739209627.6849034;-30.49652367304973
1739209627.6849108;-33.981070128970906
1739209627.684918;-45.120503652039325
1739209627.6849253;-45.120503652039325
1739209627.6849327;-38.13080360867914
1739209627.68494;-45.120503652039325
1739209627.6849473;-45.120503652039325
1739209627.6849546;-45.120503652039325
1739209627.684962;-35.57807855764607
1739209627.6849694;-38.13080360867914
1739209627.6849766;-38.13080360867914
1739209627.684984;-35.57807855764607
1739209627.6849914;-33.981070128970906
1739209627.6849988;-38.13080360867914
1739209627.685006;-45.120503652039325
1739209627.6850133;-45.120503652039325
1739209627.6850207;-38.13080360867914
1739209627.6850278;-38.13080360867914
1739209627.6850352;-45.120503652039325
1739209627.6850426;-45.120503652039325
1739209627.68505;-45.120503652039325
1739209627.6850572;-38.13080360867914
1739209627.6850646;-45.120503652039325
1739209627.685072;-38.13080360867914
1739209627.6850793;-25.826314394896354
1739209627.6850865;-35.57807855764607
1739209627.6850939;-45.120503652039325
1739209627.6851013;-38.13080360867914
1739209627.6851087;-35.57807855764607
1739209627.6851158;-45.120503652039325
1739209627.6851232;-45.120503652039325
1739209627.6851306;-38.13080360867914
1739209627.6851377;-45.120503652039325
1739209627.6851451;-45.120503652039325
1739209627.6851525;-45.120503652039325
1739209627.68516;-45.120503652039325
1739209627.685167;-35.57807855764607
1739209627.6851745;-35.57807855764607
1739209627.6851819;-45.120503652039325
1739209627.6851892;-38.13080360867914
1739209627.6851964;-35.57807855764607
1739209627.6852038;-33.981070128970906
1739209627.6852112;-45.120503652039325
1739209627.6852186;-45.120503652039325
1739209627.6852257;-45.120503652039325
1739209627.685233;-45.120503652039325
1739209627.6852405;-45.120503652039325
1739209627.6852477;-38.13080360867914
1739209627.685255;-29.438486411369333
1739209627.6852624;-38.13080360867914
1739209627.6852698;-45.120503652039325
1739209627.685277;-38.13080360867914
1739209627.6852844;-38.13080360867914
1739209627.6852918;-45.120503652039325
1739209627.6852992;-45.120503652039325
1739209627.6853063;-45.120503652039325
1739209627.6853137;-45.120503652039325
1739209627.685321;-38.13080360867914
1739209627.6853285;-45.120503652039325
1739209627.6853356;-45.120503652039325
1739209627.685343;-32.816014438256545
1739209627.6853504;-33.981070128970906
1739209627.6853576;-45.120503652039325
1739209627.685365;-45.120503652039325
1739209627.6853724;-45.120503652039325
1739209627.6853797;-45.120503652039325
1739209627.685387;-45.120503652039325
1739209627.6853943;-45.120503652039325
1739209627.6854017;-35.57807855764607
1739209627.685409;-38.13080360867914
1739209627.6854162;-45.120503652039325
1739209627.6854236;-38.13080360867914
1739209627.685431;-38.13080360867914
1739209627.6854384;-45.120503652039325
1739209627.6854455;-38.13080360867914
1739209627.685453;-38.13080360867914
1739209627.6854603;-32.816014438256545
1739209627.6854675;-35.57807855764607
1739209627.6854749;-45.120503652039325
1739209627.6854823;-45.120503652039325
1739209627.6854897;-38.13080360867914
1739209627.6854968;-33.981070128970906
1739209627.6855042;-45.120503652039325
1739209627.6855116;-38.13080360867914
1739209627.685519;-45.120503652039325
1739209627.6855261;-45.120503652039325
1739209627.6855335;-38.13080360867914
1739209627.685541;-38.13080360867914
1739209627.6855483;-38.13080360867914
1739209627.6855555;-33.981070128970906
1739209627.6855628;-45.120503652039325
1739209627.6855702;-35.57807855764607
1739209627.6855774;-38.13080360867914
1739209627.6855848;-45.120503652039325
1739209627.6855922;-45.120503652039325
1739209627.6855996;-45.120503652039325
1739209627.6856067;-38.13080360867914
1739209627.685614;-38.13080360867914
1739209627.6856215;-45.120503652039325
1739209627.685629;-38.13080360867914
1739209627.685636;-45.120503652039325
1739209627.6856434;-33.981070128970906
1739209627.6856508;-38.13080360867914
1739209627.6856582;-45.120503652039325
1739209627.6856654;-32.816014438256545
1739209627.6856728;-33.981070128970906
1739209627.6856802;-45.120503652039325
1739209627.6856873;-38.13080360867914
1739209627.6856947;-45.120503652039325
1739209627.685702;-45.120503652039325
1739209627.6857095;-38.13080360867914
1739209627.6857166;-45.120503652039325
1739209627.685724;-45.120503652039325
1739209627.6857314;-30.49652367304973
1739209627.6857388;-38.13080360867914
1739209627.685746;-45.120503652039325
1739209627.6857533;-45.120503652039325
1739209627.6857607;-38.13080360867914
1739209627.6857681;-45.120503652039325
1739209627.6857753;-45.120503652039325
1739209627.6857827;-33.981070128970906
1739209627.68579;-30.49652367304973
