CAN Message; 0x1d3:00003eb49c948f21
1739209671.8069637;-38.13080360867914
1739209671.8069665;-45.120503652039325
1739209671.8069694;-45.120503652039325
1739209671.8069723;-45.120503652039325
1739209671.8069751;-45.120503652039325
1739209671.806978;-45.120503652039325
1739209671.8069808;-45.120503652039325
1739209671.8069837;-32.816014438256545
1739209671.8069866;-32.816014438256545
1739209671.8069894;-45.120503652039325
1739209671.8069923;-33.981070128970906
1739209671.8069952;-38.13080360867914
1739209671.806998;-45.120503652039325
1739209671.807001;-45.120503652039325
1739209671.807004;-45.120503652039325
1739209671.8070068;-45.120503652039325
1739209671.8070097;-38.13080360867914
1739209671.8070126;-38.13080360867914
1739209671.8070154;-38.13080360867914
1739209671.8070183;-35.57807855764607
1739209671.8070211;-35.57807855764607
1739209671.807024;-38.13080360867914
1739209671.8070269;-38.13080360867914
1739209671.8070297;-35.57807855764607
1739209671.8070326;-35.57807855764607
1739209671.8070354;-45.120503652039325
1739209671.8070385;-45.120503652039325
1739209671.8070414;-45.120503652039325
1739209671.8070443;-45.120503652039325
1739209671.8070471;-38.13080360867914
1739209671.80705;-38.13080360867914
1739209671.8070529;-38.13080360867914
1739209671.8070557;-45.120503652039325
1739209671.8070586;-38.13080360867914
1739209671.8070614;-45.120503652039325
1739209671.8070643;-35.57807855764607
1739209671.8070672;-32.816014438256545
1739209671.80707;-45.120503652039325
1739209671.8070729;-45.120503652039325
1739209671.807076;-38.13080360867914
1739209671.8070788;-38.13080360867914
1739209671.8070817;-45.120503652039325
1739209671.8070846;-45.120503652039325
1739209671.8070874;-45.120503652039325
1739209671.8070903;-45.120503652039325
1739209671.8070931;-38.13080360867914
1739209671.807096;-33.981070128970906
1739209671.8070989;-45.120503652039325
1739209671.8071017;-45.120503652039325
1739209671.8071046;-32.816014438256545
1739209671.8071074;-38.13080360867914
1739209671.8071103;-38.13080360867914
1739209671.8071134;-35.57807855764607
1739209671.8071163;-33.981070128970906
1739209671.8071191;-38.13080360867914
1739209671.807122;-38.13080360867914
1739209671.8071249;-38.13080360867914
1739209671.8071277;-38.13080360867914
1739209671.8071306;-45.120503652039325
1739209671.8071334;-45.120503652039325
1739209671.8071363;-45.120503652039325
1739209671.8071392;-45.120503652039325
1739209671.807142;-45.120503652039325
1739209671.8071449;-45.120503652039325
1739209671.8071477;-45.120503652039325
1739209671.8071508;-45.120503652039325
1739209671.8071537;-45.120503652039325
1739209671.8071566;-38.13080360867914
1739209671.8071594;-38.13080360867914
1739209671.8071623;-38.13080360867914
1739209671.8071651;-38.13080360867914
1739209671.807168;-45.120503652039325
1739209671.8071709;-38.13080360867914
1739209671.8071737;-45.120503652039325
1739209671.8071766;-38.13080360867914
1739209671.8071795;-45.120503652039325
1739209671.8071823;-45.120503652039325
1739209671.8071852;-38.13080360867914
1739209671.8071883;-38.13080360867914
1739209671.8071911;-45.120503652039325
1739209671.807194;-38.13080360867914
1739209671.8071969;-32.816014438256545
1739209671.8071997;-38.13080360867914
1739209671.8072026;-35.57807855764607
1739209671.8072054;-45.120503652039325
1739209671.8072083;-38.13080360867914
1739209671.8072112;-35.57807855764607
1739209671.807214;-45.120503652039325
1739209671.807217;-45.120503652039325
1739209671.8072197;-45.120503652039325
1739209671.8072226;-38.13080360867914
1739209671.8072255;-45.120503652039325
1739209671.8072286;-38.13080360867914
1739209671.8072314;-31.141103565318915
1739209671.8072343;-45.120503652039325
1739209671.8072371;-45.120503652039325
1739209671.80724;-45.120503652039325
1739209671.8072429;-32.816014438256545
1739209671.8072457;-38.13080360867914
1739209671.8072486;-38.13080360867914
1739209671.8072515;-45.120503652039325
1739209671.8072543;-45.120503652039325
1739209671.8072572;-38.13080360867914
1739209671.80726;-38.13080360867914
1739209671.807263;-45.120503652039325
1739209671.807266;-45.120503652039325
1739209671.8072689;-45.120503652039325
1739209671.8072717;-38.13080360867914
1739209671.8072746;-38.13080360867914
1739209671.8072774;-30.49652367304973
1739209671.8072803;-35.57807855764607
1739209671.8072832;-45.120503652039325
1739209671.807286;-38.13080360867914
1739209671.807289;-38.13080360867914
1739209671.8072917;-38.13080360867914
1739209671.8072946;-38.13080360867914
1739209671.8072975;-38.13080360867914
1739209671.8073003;-35.57807855764607
1739209671.8073034;-45.120503652039325
1739209671.8073063;-45.120503652039325
1739209671.8073092;-38.13080360867914
1739209671.807312;-38.13080360867914
1739209671.8073149;-38.13080360867914
1739209671.8073177;-45.120503652039325
1739209671.8073206;-45.120503652039325
1739209671.8073235;-33.981070128970956
1739209671.8073263;-38.13080360867914
1739209671.8073292;-35.57807855764607
1739209671.807332;-38.13080360867914
1739209671.807335;-45.120503652039325
1739209671.8073378;-38.13080360867914
1739209671.8073409;-38.13080360867914
1739209671.8073437;-45.120503652039325
1739209671.8073466;-28.992665084841942
1739209671.8073494;-45.120503652039325
1739209671.8073523;-45.120503652039325
1739209671.8073552;-38.13080360867914
1739209671.807358;-35.57807855764607
1739209671.807361;-45.120503652039325
1739209671.8073637;-45.120503652039325
1739209671.8073666;-33.981070128970906
1739209671.8073695;-28.992665084841967
1739209671.8073723;-45.120503652039325
1739209671.8073752;-45.120503652039325
1739209671.8073783;-45.120503652039325
1739209671.8073812;-45.120503652039325
1739209671.807384;-45.120503652039325
1739209671.8073869;-38.13080360867914
1739209671.8073897;-38.13080360867914
1739209671.8073926;-38.13080360867914
1739209671.8073955;-38.13080360867914
1739209671.8073983;-38.13080360867914
1739209671.8074012;-45.120503652039325
1739209671.807404;-45.120503652039325
1739209671.807407;-45.120503652039325
1739209671.8074098;-35.57807855764607
1739209671.8074126;-38.13080360867914
1739209671.8074157;-29.438486411369333
1739209671.8074186;-35.57807855764607
1739209671.8074214;-45.120503652039325
1739209671.8074243;-38.13080360867914
1739209671.8074272;-38.13080360867914
1739209671.80743;-45.120503652039325
1739209671.807433;-45.120503652039325
1739209671.8074358;-38.13080360867914
1739209671.8074386;-33.981070128970956
1739209671.8074415;-45.120503652039325
1739209671.8074443;-38.13080360867914
1739209671.8074472;-45.120503652039325
1739209671.80745;-45.120503652039325
1739209671.8074532;-38.13080360867914
1739209671.807456;-45.120503652039325
1739209671.8074589;-45.120503652039325
1739209671.8074617;-28.21854285175415
1739209671.8074646;-32.816014438256545
1739209671.8074675;-45.120503652039325
1739209671.8074703;-45.120503652039325
1739209671.8074732;-38.13080360867914
1739209671.807476;-35.57807855764607
1739209671.807479;-45.120503652039325
1739209671.8074818;-38.13080360867914
1739209671.8074846;-33.981070128970906
1739209671.8074875;-45.120503652039325
1739209671.8074903;-38.13080360867914
1739209671.8074934;-45.120503652039325
1739209671.8074963;-35.57807855764607
1739209671.8074992;-38.13080360867914
1739209671.807502;-45.120503652039325
1739209671.807505;-38.13080360867914
1739209671.8075078;-38.13080360867914
1739209671.8075106;-38.13080360867914
1739209671.8075135;-38.13080360867914
1739209671.8075163;-38.13080360867914
1739209671.8075192;-38.13080360867914
1739209671.807522;-33.981070128970906
1739209671.807525;-38.13080360867914
1739209671.8075278;-45.120503652039325
1739209671.8075309;-32.816014438256545
1739209671.8075337;-32.816014438256545
1739209671.8075366;-45.120503652039325
1739209671.8075395;-38.13080360867914
1739209671.8075423;-33.981070128970906
1739209671.8075452;-38.13080360867914
1739209671.807548;-45.120503652039325
1739209671.807551;-45.120503652039325
1739209671.8075538;-45.120503652039325
1739209671.8075566;-38.13080360867914
1739209671.8075595;-38.13080360867914
1739209671.8075624;-38.13080360867914
1739209671.8075652;-38.13080360867914
1739209671.8075683;-33.981070128970906
1739209671.8075712;-45.120503652039325
1739209671.807574;-45.120503652039325
1739209671.807577;-45.120503652039325
1739209671.8075798;-38.13080360867914
1739209671.8075826;-45.120503652039325
1739209671.8075855;-38.13080360867914
1739209671.8075883;-38.13080360867914
1739209671.8075912;-45.120503652039325
1739209671.807594;-38.13080360867914
1739209671.807597;-38.13080360867914
1739209671.8075998;-38.13080360867914
1739209671.8076026;-45.120503652039325
1739209671.8076057;-45.120503652039325
1739209671.8076086;-45.120503652039325
1739209671.8076115;-38.13080360867914
1739209671.8076143;-35.57807855764607
1739209671.8076172;-38.13080360867914
1739209671.80762;-38.13080360867914
1739209671.807623;-33.981070128970906
1739209671.8076258;-38.13080360867914
1739209671.8076286;-38.13080360867914
1739209671.8076315;-45.120503652039325
1739209671.8076344;-45.120503652039325
1739209671.8076372;-45.120503652039325
1739209671.80764;-38.13080360867914
1739209671.8076432;-38.13080360867914
1739209671.807646;-35.57807855764607
1739209671.807649;-38.13080360867914
1739209671.8076518;-45.120503652039325
1739209671.8076546;-38.13080360867914
1739209671.8076575;-33.981070128970906
1739209671.8076603;-35.57807855764607
1739209671.8076632;-38.13080360867914
1739209671.807666;-45.120503652039325
1739209671.807669;-45.120503652039325
1739209671.8076718;-38.13080360867914
1739209671.8076746;-38.13080360867914
1739209671.8076775;-38.13080360867914
1739209671.8076806;-32.816014438256545
1739209671.8076835;-33.981070128970906
1739209671.8076863;-38.13080360867914
1739209671.8076892;-38.13080360867914
1739209671.807692;-35.57807855764607
1739209671.807695;-35.57807855764607
1739209671.8076978;-45.120503652039325
1739209671.8077006;-38.13080360867914
1739209671.8077035;-35.57807855764607
1739209671.8077064;-38.13080360867914
1739209671.8077092;-38.13080360867914
1739209671.807712;-38.13080360867914
1739209671.807715;-45.120503652039325
1739209671.807718;-38.13080360867914
1739209671.807721;-33.981070128970906
1739209671.8077238;-45.120503652039325
1739209671.8077266;-38.13080360867914
1739209671.8077295;-33.981070128970906
1739209671.8077323;-38.13080360867914
1739209671.8077352;-38.13080360867914
1739209671.807738;-38.13080360867914
1739209671.807741;-33.981070128970906
1739209671.8077438;-33.981070128970906
1739209671.8077466;-33.981070128970906
1739209671.8077495;-45.120503652039325
1739209671.8077524;-45.120503652039325
1739209671.8077555;-38.13080360867914
1739209671.8077583;-45.120503652039325
1739209671.8077612;-38.13080360867914
1739209671.807764;-35.57807855764607
1739209671.807767;-28.992665084841942
1739209671.8077698;-38.13080360867914
1739209671.8077726;-45.120503652039325
1739209671.8077755;-38.13080360867914
1739209671.8077784;-38.13080360867914
1739209671.8077812;-45.120503652039325
1739209671.807784;-38.13080360867914
1739209671.807787;-31.141103565318915
1739209671.8077898;-33.981070128970906
1739209671.8077927;-45.120503652039325
1739209671.8077958;-38.13080360867914
1739209671.8077986;-35.57807855764607
1739209671.8078015;-45.120503652039325
1739209671.8078043;-38.13080360867914
1739209671.8078072;-45.120503652039325
1739209671.80781;-38.13080360867914
1739209671.807813;-31.141103565318915
1739209671.8078158;-45.120503652039325
1739209671.8078187;-38.13080360867914
1739209671.8078215;-32.816014438256545
1739209671.8078244;-33.981070128970906
1739209671.8078272;-38.13080360867914
1739209671.80783;-38.13080360867914
1739209671.8078332;-45.120503652039325
1739209671.807836;-38.13080360867914
1739209671.807839;-38.13080360867914
1739209671.8078418;-45.120503652039325
1739209671.8078446;-38.13080360867914
1739209671.8078475;-38.13080360867914
1739209671.8078504;-38.13080360867914
1739209671.8078532;-38.13080360867914
1739209671.807856;-38.13080360867914
1739209671.807859;-45.120503652039325
1739209671.8078618;-45.120503652039325
1739209671.8078647;-45.120503652039325
1739209671.8078675;-45.120503652039325
1739209671.8078706;-45.120503652039325
1739209671.8078735;-33.981070128970906
1739209671.8078763;-45.120503652039325
1739209671.8078792;-38.13080360867914
1739209671.807882;-26.487275050834715
1739209671.807885;-35.57807855764607
1739209671.8078878;-38.13080360867914
1739209671.8078907;-38.13080360867914
1739209671.8078935;-33.981070128970906
1739209671.8078964;-45.120503652039325
1739209671.8078992;-38.13080360867914
1739209671.807902;-45.120503652039325
1739209671.807905;-31.141103565318943
1739209671.807908;-45.120503652039325
1739209671.807911;-38.13080360867914
1739209671.8079138;-38.13080360867914
1739209671.8079166;-45.120503652039325
1739209671.8079195;-38.13080360867914
1739209671.8079224;-45.120503652039325
1739209671.8079252;-38.13080360867914
1739209671.807928;-35.57807855764607
1739209671.807931;-45.120503652039325
1739209671.8079338;-45.120503652039325
1739209671.8079367;-38.13080360867914
1739209671.8079395;-45.120503652039325
1739209671.8079424;-45.120503652039325
1739209671.8079455;-33.981070128970906
1739209671.8079484;-38.13080360867914
1739209671.8079512;-45.120503652039325
1739209671.807954;-45.120503652039325
1739209671.807957;-45.120503652039325
1739209671.8079598;-38.13080360867914
1739209671.8079627;-35.57807855764607
1739209671.8079655;-38.13080360867914
1739209671.8079684;-45.120503652039325
1739209671.8079712;-45.120503652039325
1739209671.807974;-45.120503652039325
1739209671.807977;-45.120503652039325
1739209671.8079798;-38.13080360867914
1739209671.807983;-38.13080360867914
1739209671.8079858;-45.120503652039325
1739209671.8079886;-45.120503652039325
1739209671.8079915;-38.13080360867914
1739209671.8079944;-38.13080360867914
1739209671.8079972;-32.816014438256545
1739209671.808;-33.981070128970906
1739209671.808003;-38.13080360867914
1739209671.8080058;-38.13080360867914
1739209671.8080087;-38.13080360867914
1739209671.8080115;-38.13080360867914
1739209671.8080144;-35.57807855764607
1739209671.8080173;-32.816014438256545
1739209671.8080204;-45.120503652039325
1739209671.8080232;-38.13080360867914
1739209671.808026;-32.816014438256545
1739209671.808029;-38.13080360867914
1739209671.8080318;-45.120503652039325
1739209671.8080347;-45.120503652039325
1739209671.8080375;-38.13080360867914
1739209671.8080404;-45.120503652039325
1739209671.8080432;-45.120503652039325
1739209671.808046;-45.120503652039325
1739209671.808049;-45.120503652039325
1739209671.8080518;-33.981070128970906
1739209671.8080547;-38.13080360867914
1739209671.8080578;-45.120503652039325
1739209671.8080606;-38.13080360867914
1739209671.8080635;-33.981070128970906
1739209671.8080664;-38.13080360867914
1739209671.8080692;-45.120503652039325
1739209671.808072;-35.57807855764607
1739209671.808075;-38.13080360867914
1739209671.8080778;-45.120503652039325
1739209671.8080807;-35.57807855764607
1739209671.8080835;-38.13080360867914
1739209671.8080864;-33.981070128970906
1739209671.8080893;-45.120503652039325
1739209671.808092;-38.13080360867914
1739209671.808095;-38.13080360867914
1739209671.808098;-38.13080360867914
1739209671.808101;-45.120503652039325
1739209671.8081038;-38.13080360867914
1739209671.8081067;-38.13080360867914
1739209671.8081095;-38.13080360867914
1739209671.8081124;-33.981070128970906
1739209671.8081152;-31.141103565318915
1739209671.808118;-33.981070128970906
1739209671.808121;-45.120503652039325
1739209671.8081238;-38.13080360867914
1739209671.8081267;-38.13080360867914
1739209671.8081295;-45.120503652039325
1739209671.8081324;-33.981070128970906
1739209671.8081355;-45.120503652039325
1739209671.8081384;-33.981070128970906
1739209671.8081412;-45.120503652039325
1739209671.808144;-38.13080360867914
1739209671.808147;-38.13080360867914
1739209671.8081498;-45.120503652039325
1739209671.8081527;-33.981070128970906
1739209671.8081555;-45.120503652039325
1739209671.8081584;-45.120503652039325
1739209671.8081613;-38.13080360867914
1739209671.8081641;-45.120503652039325
1739209671.808167;-38.13080360867914
1739209671.8081698;-38.13080360867914
1739209671.808173;-33.981070128970906
1739209671.8081758;-33.981070128970906
1739209671.8081787;-38.13080360867914
1739209671.8081815;-33.981070128970906
1739209671.8081844;-33.981070128970906
1739209671.8081872;-38.13080360867914
1739209671.80819;-45.120503652039325
1739209671.808193;-45.120503652039325
1739209671.8081958;-45.120503652039325
1739209671.8081987;-38.13080360867914
1739209671.8082016;-38.13080360867914
1739209671.8082044;-38.13080360867914
1739209671.8082073;-33.981070128970906
1739209671.8082104;-33.981070128970906
1739209671.8082132;-45.120503652039325
1739209671.808216;-35.57807855764607
1739209671.808219;-32.816014438256545
1739209671.8082218;-45.120503652039325
1739209671.8082247;-38.13080360867914
1739209671.8082275;-33.981070128970906
1739209671.8082304;-38.13080360867914
1739209671.8082333;-45.120503652039325
1739209671.8082361;-45.120503652039325
1739209671.808239;-45.120503652039325
1739209671.8082418;-38.13080360867914
1739209671.8082447;-38.13080360867914
1739209671.8082478;-38.13080360867914
1739209671.8082507;-45.120503652039325
1739209671.8082535;-45.120503652039325
1739209671.8082564;-45.120503652039325
1739209671.8082592;-38.13080360867914
1739209671.808262;-38.13080360867914
1739209671.808265;-38.13080360867914
1739209671.8082678;-45.120503652039325
1739209671.8082707;-45.120503652039325
1739209671.8082736;-45.120503652039325
1739209671.8082764;-33.981070128970906
1739209671.8082793;-31.141103565318915
1739209671.8082821;-38.13080360867914
1739209671.8082852;-38.13080360867914
1739209671.808288;-35.57807855764607
1739209671.808291;-38.13080360867914
1739209671.8082938;-45.120503652039325
1739209671.8082967;-45.120503652039325
1739209671.8082995;-38.13080360867914
1739209671.8083024;-32.816014438256545
1739209671.8083053;-35.57807855764607
1739209671.8083081;-45.120503652039325
1739209671.808311;-38.13080360867914
1739209671.8083138;-38.13080360867914
1739209671.8083167;-38.13080360867914
1739209671.8083196;-45.120503652039325
1739209671.8083227;-31.141103565318915
1739209671.8083255;-27.267205301931607
1739209671.8083284;-45.120503652039325
1739209671.8083313;-45.120503652039325
1739209671.808334;-38.13080360867914
1739209671.808337;-32.816014438256545
1739209671.8083398;-38.13080360867914
1739209671.8083427;-45.120503652039325
1739209671.8083456;-38.13080360867914
1739209671.8083484;-38.13080360867914
1739209671.8083513;-33.981070128970906
1739209671.8083541;-45.120503652039325
1739209671.808357;-45.120503652039325
1739209671.80836;-45.120503652039325
1739209671.808363;-38.13080360867914
1739209671.8083658;-38.13080360867914
1739209671.8083687;-45.120503652039325
1739209671.8083715;-38.13080360867914
1739209671.8083744;-38.13080360867914
1739209671.8083773;-38.13080360867914
1739209671.8083801;-45.120503652039325
1739209671.808383;-45.120503652039325
1739209671.8083858;-33.981070128970906
1739209671.8083887;-45.120503652039325
1739209671.8083916;-38.13080360867914
1739209671.8083944;-26.991370085610722
1739209671.8083973;-38.13080360867914
1739209671.8084004;-38.13080360867914
1739209671.8084033;-38.13080360867914
1739209671.808406;-33.981070128970906
1739209671.808409;-45.120503652039325
1739209671.8084118;-45.120503652039325
1739209671.8084147;-45.120503652039325
1739209671.8084176;-38.13080360867914
1739209671.8084204;-33.981070128970906
1739209671.8084233;-38.13080360867914
1739209671.8084261;-45.120503652039325
1739209671.808429;-38.13080360867914
1739209671.8084319;-32.816014438256545
1739209671.8084347;-45.120503652039325
1739209671.8084378;-45.120503652039325
1739209671.8084407;-26.991370085610722
1739209671.8084435;-35.57807855764607
1739209671.8084464;-45.120503652039325
1739209671.8084493;-45.120503652039325
1739209671.8084521;-38.13080360867914
1739209671.808455;-45.120503652039325
1739209671.8084579;-38.13080360867914
1739209671.8084607;-38.13080360867914
1739209671.8084636;-38.13080360867914
1739209671.8084664;-45.120503652039325
1739209671.8084693;-45.120503652039325
1739209671.8084722;-45.120503652039325
1739209671.8084753;-38.13080360867914
1739209671.808478;-38.13080360867914
1739209671.808481;-45.120503652039325
1739209671.8084838;-45.120503652039325
1739209671.8084867;-30.49652367304973
1739209671.8084896;-35.57807855764607
1739209671.8084924;-45.120503652039325
1739209671.8084953;-45.120503652039325
1739209671.8084981;-45.120503652039325
1739209671.808501;-45.120503652039325
1739209671.8085039;-45.120503652039325
1739209671.8085067;-45.120503652039325
1739209671.8085096;-45.120503652039325
1739209671.8085127;-45.120503652039325
1739209671.8085155;-38.13080360867914
1739209671.8085184;-45.120503652039325
1739209671.8085213;-38.13080360867914
1739209671.8085241;-35.57807855764607
1739209671.808527;-38.13080360867914
1739209671.8085299;-45.120503652039325
1739209671.8085327;-38.13080360867914
1739209671.8085356;-35.57807855764607
1739209671.8085384;-38.13080360867914
1739209671.8085413;-38.13080360867914
1739209671.8085442;-45.120503652039325
1739209671.808547;-38.13080360867914
1739209671.8085501;-38.13080360867914
1739209671.808553;-45.120503652039325
1739209671.8085558;-45.120503652039325
1739209671.8085587;-45.120503652039325
1739209671.8085616;-38.13080360867914
1739209671.8085644;-33.981070128970906
1739209671.8085673;-45.120503652039325
1739209671.8085701;-45.120503652039325
1739209671.808573;-38.13080360867914
1739209671.8085759;-45.120503652039325
1739209671.8085787;-45.120503652039325
1739209671.8085816;-38.13080360867914
1739209671.8085845;-38.13080360867914
1739209671.8085876;-45.120503652039325
1739209671.8085904;-45.120503652039325
1739209671.8085933;-38.13080360867914
1739209671.8085961;-35.57807855764607
1739209671.808599;-38.13080360867914
1739209671.8086019;-38.13080360867914
1739209671.8086047;-35.57807855764607
1739209671.8086076;-38.13080360867914
1739209671.8086104;-38.13080360867914
1739209671.8086133;-35.57807855764607
1739209671.8086162;-35.57807855764607
1739209671.808619;-45.120503652039325
1739209671.808622;-45.120503652039325
1739209671.808625;-38.13080360867914
1739209671.8086278;-45.120503652039325
1739209671.8086307;-45.120503652039325
1739209671.8086336;-45.120503652039325
1739209671.8086364;-45.120503652039325
1739209671.8086393;-45.120503652039325
1739209671.8086421;-45.120503652039325
1739209671.808645;-45.120503652039325
1739209671.8086479;-35.57807855764607
1739209671.8086507;-28.992665084841942
1739209671.8086536;-45.120503652039325
1739209671.8086565;-45.120503652039325
1739209671.8086593;-35.57807855764607
1739209671.8086624;-35.57807855764607
1739209671.8086653;-45.120503652039325
1739209671.8086681;-45.120503652039325
1739209671.808671;-45.120503652039325
1739209671.8086739;-45.120503652039325
1739209671.8086767;-45.120503652039325
1739209671.8086796;-45.120503652039325
1739209671.8086824;-38.13080360867914
1739209671.8086853;-33.981070128970906
1739209671.8086882;-38.13080360867914
1739209671.808691;-38.13080360867914
1739209671.808694;-38.13080360867914
1739209671.8086967;-32.816014438256545
1739209671.8086996;-45.120503652039325
1739209671.8087027;-38.13080360867914
1739209671.8087056;-38.13080360867914
1739209671.8087084;-38.13080360867914
1739209671.8087113;-45.120503652039325
1739209671.8087142;-38.13080360867914
1739209671.808717;-33.981070128970906
1739209671.8087199;-38.13080360867914
1739209671.8087227;-38.13080360867914
1739209671.8087256;-38.13080360867914
1739209671.8087285;-45.120503652039325
1739209671.8087313;-33.981070128970906
1739209671.8087342;-38.13080360867914
1739209671.808737;-33.981070128970906
1739209671.8087401;-38.13080360867914
1739209671.808743;-38.13080360867914
1739209671.8087459;-45.120503652039325
1739209671.8087487;-38.13080360867914
1739209671.8087516;-38.13080360867914
1739209671.8087544;-45.120503652039325
1739209671.8087573;-45.120503652039325
1739209671.8087602;-45.120503652039325
1739209671.808763;-45.120503652039325
1739209671.808766;-35.57807855764607
1739209671.8087687;-38.13080360867914
1739209671.8087716;-45.120503652039325
1739209671.8087745;-38.13080360867914
1739209671.8087776;-32.816014438256545
1739209671.8087804;-45.120503652039325
1739209671.8087833;-45.120503652039325
1739209671.8087862;-33.981070128970906
1739209671.808789;-38.13080360867914
1739209671.8087919;-38.13080360867914
1739209671.8087947;-38.13080360867914
1739209671.8087976;-45.120503652039325
1739209671.8088005;-38.13080360867914
1739209671.8088033;-45.120503652039325
1739209671.8088062;-38.13080360867914
1739209671.808809;-38.13080360867914
1739209671.808812;-38.13080360867914
1739209671.808815;-38.13080360867914
1739209671.8088179;-45.120503652039325
1739209671.8088207;-38.13080360867914
1739209671.8088236;-38.13080360867914
1739209671.8088264;-38.13080360867914
1739209671.8088293;-45.120503652039325
1739209671.8088322;-38.13080360867914
1739209671.808835;-38.13080360867914
1739209671.808838;-45.120503652039325
1739209671.8088408;-38.13080360867914
1739209671.8088436;-38.13080360867914
1739209671.8088465;-38.13080360867914
1739209671.8088493;-38.13080360867914
1739209671.8088524;-38.13080360867914
1739209671.8088553;-38.13080360867914
1739209671.8088582;-38.13080360867914
1739209671.808861;-38.13080360867914
1739209671.8088639;-35.57807855764607
1739209671.8088667;-38.13080360867914
1739209671.8088696;-38.13080360867914
1739209671.8088725;-45.120503652039325
1739209671.8088753;-45.120503652039325
1739209671.8088782;-38.13080360867914
1739209671.808881;-35.57807855764607
1739209671.808884;-28.992665084841942
1739209671.8088868;-45.120503652039325
1739209671.8088899;-45.120503652039325
1739209671.8088927;-38.13080360867914
1739209671.8088956;-38.13080360867914
1739209671.8088984;-45.120503652039325
1739209671.8089013;-45.120503652039325
1739209671.8089042;-45.120503652039325
1739209671.808907;-33.981070128970956
1739209671.80891;-45.120503652039325
1739209671.8089128;-45.120503652039325
1739209671.8089156;-45.120503652039325
1739209671.8089185;-45.120503652039325
1739209671.8089213;-38.13080360867914
1739209671.8089242;-45.120503652039325
1739209671.8089273;-38.13080360867914
1739209671.8089302;-32.816014438256545
1739209671.808933;-45.120503652039325
1739209671.8089359;-45.120503652039325
1739209671.8089387;-38.13080360867914
1739209671.8089416;-38.13080360867914
1739209671.8089445;-33.981070128970906
1739209671.8089473;-45.120503652039325
1739209671.8089502;-45.120503652039325
1739209671.808953;-33.981070128970906
1739209671.808956;-38.13080360867914
1739209671.8089588;-45.120503652039325
1739209671.8089616;-45.120503652039325
1739209671.8089647;-38.13080360867914
1739209671.8089676;-38.13080360867914
1739209671.8089705;-45.120503652039325
1739209671.8089733;-45.120503652039325
1739209671.8089762;-45.120503652039325
1739209671.808979;-38.13080360867914
1739209671.808982;-38.13080360867914
1739209671.8089848;-38.13080360867914
1739209671.8089876;-45.120503652039325
1739209671.8089905;-45.120503652039325
1739209671.8089933;-45.120503652039325
1739209671.8089962;-38.13080360867914
1739209671.808999;-29.438486411369333
1739209671.809002;-32.816014438256545
1739209671.809005;-45.120503652039325
1739209671.809008;-38.13080360867914
1739209671.8090107;-33.981070128970906
