CAN Message; 0x98:00005fd766c2798e
Timestamp;Amplitude
1739209919.0385537;-38.13080360867914
1739209919.038556;-38.13080360867914
1739209919.0385582;-38.13080360867914
1739209919.0385606;-38.13080360867914
1739209919.0385628;-45.120503652039325
1739209919.0385652;-38.13080360867914
1739209919.0385673;-28.21854285175415
1739209919.0385697;-35.57807855764607
1739209919.0385718;-38.13080360867914
1739209919.0385742;-38.13080360867914
1739209919.0385764;-29.438486411369333
1739209919.0385787;-38.13080360867914
1739209919.038581;-38.13080360867914
1739209919.0385833;-45.120503652039325
1739209919.0385854;-35.57807855764607
1739209919.0385878;-45.120503652039325
1739209919.03859;-45.120503652039325
1739209919.0385923;-45.120503652039325
1739209919.0385945;-38.13080360867914
1739209919.0385966;-33.981070128970906
1739209919.038599;-45.120503652039325
1739209919.0386012;-45.120503652039325
1739209919.0386035;-29.438486411369333
1739209919.0386057;-38.13080360867914
1739209919.038608;-45.120503652039325
1739209919.0386102;-38.13080360867914
1739209919.0386126;-38.13080360867914
1739209919.0386147;-45.120503652039325
1739209919.0386171;-45.120503652039325
1739209919.0386193;-38.13080360867914
1739209919.0386217;-32.816014438256545
1739209919.0386238;-45.120503652039325
1739209919.0386262;-45.120503652039325
1739209919.0386283;-38.13080360867914
1739209919.0386307;-31.141103565318893
1739209919.0386329;-38.13080360867914
1739209919.038635;-45.120503652039325
1739209919.0386374;-38.13080360867914
1739209919.0386395;-45.120503652039325
1739209919.038642;-38.13080360867914
1739209919.038644;-45.120503652039325
1739209919.0386465;-45.120503652039325
1739209919.0386486;-45.120503652039325
1739209919.038651;-33.981070128970906
1739209919.0386531;-45.120503652039325
1739209919.0386555;-45.120503652039325
1739209919.0386577;-38.13080360867914
1739209919.03866;-38.13080360867914
1739209919.0386622;-45.120503652039325
1739209919.0386646;-33.981070128970906
1739209919.0386667;-38.13080360867914
1739209919.038669;-45.120503652039325
1739209919.0386713;-45.120503652039325
1739209919.0386736;-45.120503652039325
1739209919.0386758;-32.816014438256545
1739209919.038678;-45.120503652039325
1739209919.0386803;-45.120503652039325
1739209919.0386825;-38.13080360867914
1739209919.0386848;-35.57807855764607
1739209919.038687;-45.120503652039325
1739209919.0386894;-45.120503652039325
1739209919.0386915;-45.120503652039325
1739209919.038694;-38.13080360867914
1739209919.038696;-33.981070128970906
1739209919.0386984;-45.120503652039325
1739209919.0387006;-38.13080360867914
1739209919.038703;-38.13080360867914
1739209919.038705;-33.981070128970906
1739209919.0387075;-35.57807855764607
1739209919.0387096;-38.13080360867914
1739209919.038712;-45.120503652039325
1739209919.0387142;-45.120503652039325
1739209919.0387166;-45.120503652039325
1739209919.0387187;-45.120503652039325
1739209919.0387208;-45.120503652039325
1739209919.0387232;-45.120503652039325
1739209919.0387254;-45.120503652039325
1739209919.0387278;-38.13080360867914
1739209919.03873;-38.13080360867914
1739209919.0387323;-38.13080360867914
1739209919.0387344;-45.120503652039325
1739209919.0387368;-45.120503652039325
1739209919.038739;-35.57807855764607
1739209919.0387414;-38.13080360867914
1739209919.0387435;-45.120503652039325
1739209919.0387459;-38.13080360867914
1739209919.038748;-32.816014438256545
1739209919.0387504;-31.141103565318915
1739209919.0387526;-45.120503652039325
1739209919.038755;-38.13080360867914
1739209919.038757;-45.120503652039325
1739209919.0387592;-32.816014438256545
1739209919.0387616;-45.120503652039325
1739209919.0387638;-38.13080360867914
1739209919.0387661;-45.120503652039325
1739209919.0387683;-38.13080360867914
1739209919.0387707;-45.120503652039325
1739209919.0387728;-45.120503652039325
1739209919.0387752;-38.13080360867914
1739209919.0387774;-45.120503652039325
1739209919.0387797;-45.120503652039325
1739209919.038782;-38.13080360867914
1739209919.0387843;-45.120503652039325
1739209919.0387864;-38.13080360867914
1739209919.0387888;-45.120503652039325
1739209919.038791;-45.120503652039325
1739209919.0387933;-35.57807855764607
1739209919.0387955;-38.13080360867914
1739209919.0387979;-45.120503652039325
1739209919.0388;-33.981070128970906
1739209919.0388021;-35.57807855764607
1739209919.0388045;-26.487275050834725
1739209919.0388067;-38.13080360867914
1739209919.038809;-38.13080360867914
1739209919.0388112;-38.13080360867914
1739209919.0388136;-33.981070128970906
1739209919.0388157;-38.13080360867914
1739209919.0388181;-45.120503652039325
1739209919.0388203;-45.120503652039325
1739209919.0388227;-33.981070128970906
1739209919.0388248;-38.13080360867914
1739209919.0388272;-38.13080360867914
1739209919.0388293;-38.13080360867914
1739209919.0388317;-45.120503652039325
1739209919.0388339;-45.120503652039325
1739209919.0388362;-45.120503652039325
1739209919.0388384;-45.120503652039325
1739209919.0388408;-45.120503652039325
1739209919.038843;-45.120503652039325
1739209919.038845;-45.120503652039325
1739209919.0388474;-45.120503652039325
1739209919.0388496;-38.13080360867914
1739209919.038852;-45.120503652039325
1739209919.0388541;-45.120503652039325
1739209919.0388565;-38.13080360867914
1739209919.0388587;-33.981070128970906
1739209919.038861;-38.13080360867914
1739209919.0388632;-38.13080360867914
1739209919.0388656;-45.120503652039325
1739209919.0388677;-33.981070128970906
1739209919.03887;-35.57807855764607
1739209919.0388722;-38.13080360867914
1739209919.0388746;-45.120503652039325
1739209919.0388768;-38.13080360867914
1739209919.0388792;-38.13080360867914
1739209919.0388813;-38.13080360867914
1739209919.0388834;-45.120503652039325
1739209919.0388858;-45.120503652039325
1739209919.038888;-45.120503652039325
1739209919.0388904;-45.120503652039325
1739209919.0388925;-45.120503652039325
1739209919.038895;-38.13080360867914
1739209919.038897;-38.13080360867914
1739209919.0388994;-38.13080360867914
1739209919.0389016;-38.13080360867914
1739209919.038904;-35.57807855764607
1739209919.038906;-45.120503652039325
1739209919.0389085;-38.13080360867914
1739209919.0389106;-45.120503652039325
1739209919.038913;-38.13080360867914
1739209919.0389152;-31.141103565318893
1739209919.0389175;-38.13080360867914
1739209919.0389197;-45.120503652039325
1739209919.038922;-38.13080360867914
1739209919.0389242;-38.13080360867914
1739209919.0389264;-45.120503652039325
1739209919.0389287;-33.981070128970906
1739209919.038931;-38.13080360867914
1739209919.0389333;-45.120503652039325
1739209919.0389354;-45.120503652039325
1739209919.0389378;-45.120503652039325
1739209919.03894;-45.120503652039325
1739209919.0389423;-45.120503652039325
1739209919.0389445;-45.120503652039325
1739209919.0389469;-38.13080360867914
1739209919.038949;-33.981070128970906
1739209919.0389514;-45.120503652039325
1739209919.0389535;-38.13080360867914
1739209919.038956;-45.120503652039325
1739209919.038958;-38.13080360867914
1739209919.0389605;-38.13080360867914
1739209919.0389626;-38.13080360867914
1739209919.0389647;-45.120503652039325
1739209919.0389671;-35.57807855764607
1739209919.0389693;-26.991370085610736
1739209919.0389717;-38.13080360867914
1739209919.0389738;-38.13080360867914
1739209919.0389762;-35.57807855764607
1739209919.0389783;-29.438486411369333
1739209919.0389807;-45.120503652039325
1739209919.0389829;-45.120503652039325
1739209919.0389853;-45.120503652039325
1739209919.0389874;-38.13080360867914
1739209919.0389898;-38.13080360867914
1739209919.038992;-45.120503652039325
1739209919.0389943;-38.13080360867914
1739209919.0389965;-35.57807855764607
1739209919.0389988;-38.13080360867914
1739209919.039001;-45.120503652039325
1739209919.0390034;-38.13080360867914
1739209919.0390055;-45.120503652039325
1739209919.0390077;-45.120503652039325
1739209919.03901;-38.13080360867914
1739209919.0390122;-45.120503652039325
1739209919.0390146;-45.120503652039325
1739209919.0390167;-35.57807855764607
1739209919.039019;-38.13080360867914
1739209919.0390213;-38.13080360867914
1739209919.0390236;-25.826314394896354
1739209919.0390258;-33.981070128970906
1739209919.0390282;-45.120503652039325
1739209919.0390303;-45.120503652039325
1739209919.0390327;-45.120503652039325
1739209919.0390348;-45.120503652039325
1739209919.0390372;-38.13080360867914
1739209919.0390394;-38.13080360867914
1739209919.0390418;-38.13080360867914
1739209919.039044;-38.13080360867914
1739209919.0390463;-38.13080360867914
1739209919.0390484;-38.13080360867914
1739209919.0390506;-38.13080360867914
1739209919.039053;-38.13080360867914
1739209919.039055;-38.13080360867914
1739209919.0390575;-38.13080360867914
1739209919.0390596;-45.120503652039325
1739209919.039062;-38.13080360867914
1739209919.0390642;-38.13080360867914
1739209919.0390666;-45.120503652039325
1739209919.0390687;-45.120503652039325
1739209919.039071;-38.13080360867914
1739209919.0390732;-38.13080360867914
1739209919.0390756;-45.120503652039325
1739209919.0390778;-38.13080360867914
1739209919.0390801;-38.13080360867914
1739209919.0390823;-45.120503652039325
1739209919.0390847;-38.13080360867914
1739209919.0390868;-45.120503652039325
1739209919.039089;-45.120503652039325
1739209919.0390913;-38.13080360867914
1739209919.0390935;-38.13080360867914
1739209919.0390959;-38.13080360867914
1739209919.039098;-45.120503652039325
1739209919.0391004;-38.13080360867914
1739209919.0391026;-38.13080360867914
1739209919.039105;-38.13080360867914
1739209919.039107;-33.981070128970906
1739209919.0391095;-38.13080360867914
1739209919.0391116;-38.13080360867914
1739209919.039114;-45.120503652039325
1739209919.0391161;-33.981070128970906
1739209919.0391185;-38.13080360867914
1739209919.0391207;-38.13080360867914
1739209919.039123;-45.120503652039325
1739209919.0391252;-38.13080360867914
1739209919.0391276;-38.13080360867914
1739209919.0391297;-45.120503652039325
1739209919.0391319;-45.120503652039325
1739209919.0391343;-38.13080360867914
1739209919.0391364;-38.13080360867914
1739209919.0391388;-35.57807855764607
1739209919.039141;-45.120503652039325
1739209919.0391433;-38.13080360867914
1739209919.0391455;-35.57807855764607
1739209919.0391479;-38.13080360867914
1739209919.03915;-45.120503652039325
1739209919.0391524;-33.981070128970906
1739209919.0391545;-35.57807855764607
1739209919.039157;-45.120503652039325
1739209919.039159;-45.120503652039325
1739209919.0391614;-38.13080360867914
1739209919.0391636;-35.57807855764607
1739209919.039166;-45.120503652039325
1739209919.0391681;-38.13080360867914
1739209919.0391705;-28.992665084841942
1739209919.0391726;-45.120503652039325
1739209919.0391748;-45.120503652039325
1739209919.0391772;-45.120503652039325
1739209919.0391793;-45.120503652039325
1739209919.0391817;-45.120503652039325
1739209919.0391839;-38.13080360867914
1739209919.0391862;-45.120503652039325
1739209919.0391884;-31.141103565318915
1739209919.0391908;-38.13080360867914
1739209919.039193;-45.120503652039325
1739209919.0391953;-38.13080360867914
1739209919.0391974;-45.120503652039325
1739209919.0391998;-45.120503652039325
1739209919.039202;-38.13080360867914
1739209919.0392044;-35.57807855764607
1739209919.0392065;-33.981070128970906
1739209919.039209;-38.13080360867914
1739209919.039211;-45.120503652039325
1739209919.0392132;-35.57807855764607
1739209919.0392156;-45.120503652039325
1739209919.0392177;-38.13080360867914
1739209919.03922;-38.13080360867914
1739209919.0392222;-35.57807855764607
1739209919.0392246;-29.438486411369347
1739209919.0392268;-38.13080360867914
1739209919.0392292;-33.981070128970906
1739209919.0392313;-45.120503652039325
1739209919.0392337;-38.13080360867914
1739209919.0392358;-35.57807855764607
1739209919.0392382;-38.13080360867914
1739209919.0392404;-38.13080360867914
1739209919.0392427;-33.981070128970906
1739209919.039245;-33.981070128970906
1739209919.0392473;-38.13080360867914
1739209919.0392494;-38.13080360867914
1739209919.0392518;-38.13080360867914
1739209919.039254;-33.981070128970906
1739209919.039256;-45.120503652039325
1739209919.0392585;-38.13080360867914
1739209919.0392606;-38.13080360867914
1739209919.039263;-45.120503652039325
1739209919.0392652;-45.120503652039325
1739209919.0392675;-45.120503652039325
1739209919.0392697;-38.13080360867914
1739209919.039272;-45.120503652039325
1739209919.0392742;-45.120503652039325
1739209919.0392766;-45.120503652039325
1739209919.0392787;-33.981070128970906
1739209919.0392811;-45.120503652039325
1739209919.0392833;-38.13080360867914
1739209919.0392857;-38.13080360867914
1739209919.0392878;-45.120503652039325
1739209919.0392902;-45.120503652039325
1739209919.0392923;-38.13080360867914
1739209919.0392947;-45.120503652039325
1739209919.0392969;-45.120503652039325
1739209919.039299;-45.120503652039325
1739209919.0393014;-38.13080360867914
1739209919.0393035;-38.13080360867914
1739209919.039306;-38.13080360867914
1739209919.039308;-35.57807855764607
1739209919.0393105;-35.57807855764607
1739209919.0393126;-35.57807855764607
1739209919.039315;-45.120503652039325
1739209919.0393171;-45.120503652039325
1739209919.0393195;-38.13080360867914
1739209919.0393217;-45.120503652039325
1739209919.039324;-38.13080360867914
1739209919.0393262;-45.120503652039325
1739209919.0393286;-38.13080360867914
1739209919.0393307;-35.57807855764607
1739209919.039333;-38.13080360867914
1739209919.0393353;-35.57807855764607
1739209919.0393374;-38.13080360867914
1739209919.0393398;-45.120503652039325
1739209919.039342;-38.13080360867914
1739209919.0393443;-35.57807855764607
1739209919.0393465;-45.120503652039325
1739209919.0393488;-38.13080360867914
1739209919.039351;-38.13080360867914
1739209919.0393534;-45.120503652039325
1739209919.0393555;-38.13080360867914
1739209919.039358;-38.13080360867914
1739209919.03936;-38.13080360867914
1739209919.0393624;-45.120503652039325
1739209919.0393646;-38.13080360867914
1739209919.039367;-35.57807855764607
1739209919.039369;-45.120503652039325
1739209919.0393715;-32.81601443825658
1739209919.0393736;-45.120503652039325
1739209919.039376;-38.13080360867914
1739209919.0393782;-38.13080360867914
1739209919.0393803;-45.120503652039325
1739209919.0393827;-38.13080360867914
1739209919.0393848;-38.13080360867914
1739209919.0393872;-35.57807855764607
1739209919.0393894;-32.816014438256545
1739209919.0393918;-38.13080360867914
1739209919.039394;-45.120503652039325
1739209919.0393963;-35.57807855764607
1739209919.0393984;-38.13080360867914
1739209919.0394008;-38.13080360867914
1739209919.039403;-38.13080360867914
1739209919.0394053;-45.120503652039325
1739209919.0394075;-32.816014438256545
1739209919.0394099;-38.13080360867914
1739209919.039412;-45.120503652039325
1739209919.0394144;-45.120503652039325
1739209919.0394166;-35.57807855764607
1739209919.0394187;-35.57807855764607
1739209919.039421;-45.120503652039325
1739209919.0394232;-45.120503652039325
1739209919.0394256;-38.13080360867914
1739209919.0394278;-45.120503652039325
1739209919.0394301;-38.13080360867914
1739209919.0394323;-38.13080360867914
1739209919.0394347;-45.120503652039325
1739209919.0394368;-38.13080360867914
1739209919.0394392;-45.120503652039325
1739209919.0394413;-45.120503652039325
1739209919.0394437;-30.49652367304973
1739209919.0394459;-35.57807855764607
1739209919.0394483;-45.120503652039325
1739209919.0394504;-38.13080360867914
1739209919.0394528;-38.13080360867914
1739209919.039455;-45.120503652039325
1739209919.0394573;-45.120503652039325
1739209919.0394595;-45.120503652039325
1739209919.0394616;-45.120503652039325
1739209919.039464;-45.120503652039325
1739209919.0394661;-45.120503652039325
1739209919.0394685;-45.120503652039325
1739209919.0394707;-38.13080360867914
1739209919.039473;-45.120503652039325
1739209919.0394752;-45.120503652039325
1739209919.0394776;-33.981070128970906
1739209919.0394797;-38.13080360867914
1739209919.039482;-38.13080360867914
1739209919.0394843;-38.13080360867914
1739209919.0394866;-45.120503652039325
1739209919.0394888;-45.120503652039325
1739209919.0394912;-33.981070128970906
1739209919.0394933;-45.120503652039325
1739209919.0394957;-45.120503652039325
1739209919.0394979;-32.816014438256545
1739209919.0395002;-35.57807855764607
1739209919.0395024;-45.120503652039325
1739209919.0395045;-38.13080360867914
1739209919.039507;-35.57807855764607
1739209919.039509;-45.120503652039325
1739209919.0395114;-45.120503652039325
1739209919.0395136;-38.13080360867914
1739209919.039516;-38.13080360867914
1739209919.039518;-45.120503652039325
1739209919.0395205;-45.120503652039325
1739209919.0395226;-45.120503652039325
1739209919.039525;-38.13080360867914
1739209919.0395272;-38.13080360867914
1739209919.0395296;-45.120503652039325
1739209919.0395317;-38.13080360867914
1739209919.039534;-38.13080360867914
1739209919.0395362;-33.981070128970906
1739209919.0395386;-45.120503652039325
1739209919.0395408;-38.13080360867914
1739209919.039543;-38.13080360867914
1739209919.0395453;-45.120503652039325
1739209919.0395474;-38.13080360867914
1739209919.0395498;-38.13080360867914
1739209919.039552;-38.13080360867914
