CAN Message; 0x98:00005fd766c2798e
1739209919.0395544;-38.13080360867914
1739209919.0395565;-45.120503652039325
1739209919.039559;-45.120503652039325
1739209919.039561;-45.120503652039325
1739209919.0395634;-45.120503652039325
1739209919.0395656;-45.120503652039325
1739209919.039568;-45.120503652039325
1739209919.03957;-45.120503652039325
1739209919.0395725;-33.981070128970906
1739209919.0395746;-45.120503652039325
1739209919.039577;-38.13080360867914
1739209919.0395792;-35.57807855764607
1739209919.0395815;-38.13080360867914
1739209919.0395837;-45.120503652039325
1739209919.0395858;-38.13080360867914
1739209919.0395882;-35.57807855764607
1739209919.0395904;-26.487275050834725
1739209919.0395927;-38.13080360867914
1739209919.039595;-38.13080360867914
1739209919.0395973;-45.120503652039325
1739209919.0395994;-33.981070128970906
1739209919.0396018;-45.120503652039325
1739209919.039604;-38.13080360867914
1739209919.0396063;-35.57807855764607
1739209919.0396085;-33.981070128970906
1739209919.0396109;-45.120503652039325
1739209919.039613;-45.120503652039325
1739209919.0396154;-35.57807855764607
1739209919.0396175;-38.13080360867914
1739209919.03962;-45.120503652039325
1739209919.039622;-45.120503652039325
1739209919.0396245;-35.57807855764607
1739209919.0396266;-38.13080360867914
1739209919.0396287;-45.120503652039325
1739209919.0396311;-38.13080360867914
1739209919.0396333;-38.13080360867914
1739209919.0396357;-45.120503652039325
1739209919.0396378;-45.120503652039325
1739209919.0396402;-38.13080360867914
1739209919.0396423;-33.981070128970906
1739209919.0396447;-38.13080360867914
1739209919.0396469;-45.120503652039325
1739209919.0396492;-38.13080360867914
1739209919.0396514;-45.120503652039325
1739209919.0396538;-45.120503652039325
1739209919.039656;-45.120503652039325
1739209919.0396583;-45.120503652039325
1739209919.0396605;-38.13080360867914
1739209919.0396628;-31.141103565318915
1739209919.039665;-33.981070128970906
1739209919.0396671;-45.120503652039325
1739209919.0396695;-45.120503652039325
1739209919.0396717;-38.13080360867914
1739209919.039674;-45.120503652039325
1739209919.0396762;-45.120503652039325
1739209919.0396786;-35.57807855764607
1739209919.0396807;-32.81601443825658
1739209919.039683;-45.120503652039325
1739209919.0396852;-38.13080360867914
1739209919.0396876;-38.13080360867914
1739209919.0396898;-38.13080360867914
1739209919.0396922;-45.120503652039325
1739209919.0396943;-33.981070128970906
1739209919.0396967;-35.57807855764607
1739209919.0396988;-35.57807855764607
1739209919.0397012;-38.13080360867914
1739209919.0397034;-38.13080360867914
1739209919.0397058;-35.57807855764607
1739209919.039708;-38.13080360867914
1739209919.03971;-38.13080360867914
1739209919.0397124;-38.13080360867914
1739209919.0397146;-38.13080360867914
1739209919.039717;-33.981070128970906
1739209919.039719;-45.120503652039325
1739209919.0397215;-45.120503652039325
1739209919.0397236;-35.57807855764607
1739209919.039726;-38.13080360867914
1739209919.0397282;-45.120503652039325
1739209919.0397305;-45.120503652039325
1739209919.0397327;-33.981070128970906
1739209919.039735;-38.13080360867914
1739209919.0397372;-45.120503652039325
1739209919.0397396;-33.981070128970906
1739209919.0397418;-35.57807855764607
1739209919.0397441;-38.13080360867914
1739209919.0397463;-45.120503652039325
1739209919.0397487;-38.13080360867914
1739209919.0397508;-45.120503652039325
1739209919.039753;-38.13080360867914
1739209919.0397553;-38.13080360867914
1739209919.0397575;-38.13080360867914
1739209919.0397599;-38.13080360867914
1739209919.039762;-45.120503652039325
1739209919.0397644;-38.13080360867914
1739209919.0397666;-38.13080360867914
1739209919.039769;-38.13080360867914
1739209919.039771;-38.13080360867914
1739209919.0397735;-45.120503652039325
1739209919.0397756;-38.13080360867914
1739209919.039778;-35.57807855764607
1739209919.0397801;-38.13080360867914
1739209919.0397825;-45.120503652039325
1739209919.0397847;-45.120503652039325
1739209919.039787;-38.13080360867914
1739209919.0397892;-38.13080360867914
1739209919.0397913;-38.13080360867914
1739209919.0397937;-38.13080360867914
1739209919.0397959;-35.57807855764607
1739209919.0397983;-35.57807855764607
1739209919.0398004;-35.57807855764607
1739209919.0398028;-38.13080360867914
1739209919.039805;-35.57807855764607
1739209919.0398073;-38.13080360867914
1739209919.0398095;-32.816014438256545
1739209919.0398118;-35.57807855764607
1739209919.039814;-38.13080360867914
1739209919.0398164;-38.13080360867914
1739209919.0398185;-38.13080360867914
1739209919.039821;-38.13080360867914
1739209919.039823;-38.13080360867914
1739209919.0398254;-38.13080360867914
1739209919.0398276;-33.981070128970956
1739209919.03983;-45.120503652039325
1739209919.039832;-35.57807855764607
1739209919.0398343;-45.120503652039325
1739209919.0398366;-45.120503652039325
1739209919.0398388;-45.120503652039325
1739209919.0398412;-35.57807855764607
1739209919.0398433;-38.13080360867914
1739209919.0398457;-38.13080360867914
1739209919.0398479;-45.120503652039325
1739209919.0398502;-38.13080360867914
1739209919.0398524;-38.13080360867914
1739209919.0398548;-45.120503652039325
1739209919.039857;-38.13080360867914
1739209919.0398593;-35.57807855764607
1739209919.0398614;-45.120503652039325
1739209919.0398638;-30.49652367304973
1739209919.039866;-35.57807855764607
1739209919.0398684;-45.120503652039325
1739209919.0398705;-45.120503652039325
1739209919.039873;-38.13080360867914
1739209919.039875;-38.13080360867914
1739209919.0398772;-38.13080360867914
1739209919.0398796;-45.120503652039325
1739209919.0398817;-38.13080360867914
1739209919.039884;-45.120503652039325
1739209919.0398862;-38.13080360867914
1739209919.0398886;-45.120503652039325
1739209919.0398908;-45.120503652039325
1739209919.0398932;-38.13080360867914
1739209919.0398953;-38.13080360867914
1739209919.0398977;-45.120503652039325
1739209919.0398998;-38.13080360867914
1739209919.0399022;-38.13080360867914
1739209919.0399044;-38.13080360867914
1739209919.0399067;-45.120503652039325
1739209919.039909;-45.120503652039325
1739209919.0399113;-45.120503652039325
1739209919.0399134;-32.816014438256545
1739209919.0399156;-38.13080360867914
1739209919.039918;-33.981070128970906
1739209919.03992;-33.981070128970906
1739209919.0399225;-38.13080360867914
1739209919.0399246;-33.981070128970906
1739209919.039927;-45.120503652039325
1739209919.0399292;-31.141103565318915
1739209919.0399315;-38.13080360867914
1739209919.0399337;-45.120503652039325
1739209919.039936;-45.120503652039325
1739209919.0399382;-45.120503652039325
1739209919.0399406;-35.57807855764607
1739209919.0399427;-38.13080360867914
1739209919.0399451;-32.816014438256545
1739209919.0399473;-45.120503652039325
1739209919.0399497;-38.13080360867914
1739209919.0399518;-38.13080360867914
1739209919.0399542;-45.120503652039325
1739209919.0399563;-38.13080360867914
1739209919.0399585;-38.13080360867914
1739209919.0399609;-38.13080360867914
1739209919.039963;-45.120503652039325
1739209919.0399654;-45.120503652039325
1739209919.0399675;-38.13080360867914
1739209919.03997;-38.13080360867914
1739209919.039972;-45.120503652039325
1739209919.0399745;-33.981070128970906
1739209919.0399766;-35.57807855764607
1739209919.039979;-38.13080360867914
1739209919.0399811;-45.120503652039325
1739209919.0399835;-31.141103565318915
1739209919.0399857;-33.981070128970906
1739209919.039988;-45.120503652039325
1739209919.0399902;-45.120503652039325
1739209919.0399926;-33.981070128970906
1739209919.0399947;-35.57807855764607
1739209919.039997;-38.13080360867914
1739209919.0399992;-38.13080360867914
1739209919.0400014;-35.57807855764607
1739209919.0400038;-38.13080360867914
1739209919.040006;-45.120503652039325
1739209919.0400083;-45.120503652039325
1739209919.0400105;-38.13080360867914
1739209919.0400128;-38.13080360867914
1739209919.040015;-38.13080360867914
1739209919.0400174;-45.120503652039325
1739209919.0400195;-38.13080360867914
1739209919.040022;-35.57807855764607
1739209919.040024;-38.13080360867914
1739209919.0400264;-45.120503652039325
1739209919.0400286;-33.981070128970906
1739209919.040031;-45.120503652039325
1739209919.040033;-38.13080360867914
1739209919.0400355;-38.13080360867914
1739209919.0400376;-45.120503652039325
1739209919.0400398;-38.13080360867914
1739209919.0400422;-45.120503652039325
1739209919.0400443;-45.120503652039325
1739209919.0400467;-28.992665084841942
1739209919.0400488;-38.13080360867914
1739209919.0400512;-38.13080360867914
1739209919.0400534;-38.13080360867914
1739209919.0400558;-38.13080360867914
1739209919.040058;-45.120503652039325
1739209919.0400603;-35.57807855764607
1739209919.0400624;-35.57807855764607
1739209919.0400648;-38.13080360867914
1739209919.040067;-45.120503652039325
1739209919.0400693;-38.13080360867914
1739209919.0400715;-45.120503652039325
1739209919.0400739;-38.13080360867914
1739209919.040076;-45.120503652039325
1739209919.0400784;-38.13080360867914
1739209919.0400805;-38.13080360867914
1739209919.0400827;-45.120503652039325
1739209919.040085;-45.120503652039325
1739209919.0400872;-38.13080360867914
1739209919.0400896;-45.120503652039325
1739209919.0400918;-38.13080360867914
1739209919.0400941;-35.57807855764607
1739209919.0400963;-45.120503652039325
1739209919.0400987;-35.57807855764607
1739209919.0401008;-35.57807855764607
1739209919.0401032;-45.120503652039325
1739209919.0401053;-38.13080360867914
1739209919.0401077;-45.120503652039325
1739209919.0401099;-38.13080360867914
1739209919.0401123;-45.120503652039325
1739209919.0401144;-38.13080360867914
1739209919.0401168;-45.120503652039325
1739209919.040119;-38.13080360867914
1739209919.040121;-45.120503652039325
1739209919.0401235;-38.13080360867914
1739209919.0401256;-45.120503652039325
1739209919.040128;-38.13080360867914
1739209919.0401301;-45.120503652039325
1739209919.0401325;-45.120503652039325
1739209919.0401347;-45.120503652039325
1739209919.040137;-38.13080360867914
1739209919.0401392;-35.57807855764607
1739209919.0401416;-38.13080360867914
1739209919.0401437;-35.57807855764607
1739209919.040146;-38.13080360867914
1739209919.0401483;-32.816014438256545
1739209919.0401506;-38.13080360867914
1739209919.0401528;-35.57807855764607
1739209919.0401552;-45.120503652039325
1739209919.0401573;-45.120503652039325
1739209919.0401597;-45.120503652039325
1739209919.0401618;-38.13080360867914
1739209919.040164;-38.13080360867914
1739209919.0401664;-45.120503652039325
1739209919.0401685;-45.120503652039325
1739209919.040171;-38.13080360867914
1739209919.040173;-38.13080360867914
1739209919.0401754;-45.120503652039325
1739209919.0401776;-45.120503652039325
1739209919.04018;-38.13080360867914
1739209919.040182;-38.13080360867914
1739209919.0401845;-38.13080360867914
1739209919.0401866;-45.120503652039325
1739209919.040189;-45.120503652039325
1739209919.0401912;-38.13080360867914
1739209919.0401936;-26.035653463252796
1739209919.0401957;-35.57807855764607
1739209919.040198;-45.120503652039325
1739209919.0402002;-45.120503652039325
1739209919.0402026;-32.816014438256545
1739209919.0402048;-38.13080360867914
1739209919.040207;-35.57807855764607
1739209919.0402093;-38.13080360867914
1739209919.0402114;-45.120503652039325
1739209919.0402138;-38.13080360867914
1739209919.040216;-35.57807855764607
1739209919.0402184;-38.13080360867914
1739209919.0402205;-45.120503652039325
1739209919.040223;-38.13080360867914
1739209919.040225;-45.120503652039325
1739209919.0402274;-38.13080360867914
1739209919.0402296;-38.13080360867914
1739209919.040232;-45.120503652039325
1739209919.040234;-45.120503652039325
1739209919.0402365;-38.13080360867914
1739209919.0402386;-45.120503652039325
1739209919.040241;-45.120503652039325
1739209919.0402431;-35.57807855764607
1739209919.0402453;-45.120503652039325
1739209919.0402477;-27.8777449560314
1739209919.0402498;-32.816014438256545
1739209919.0402522;-35.57807855764607
1739209919.0402544;-45.120503652039325
1739209919.0402567;-38.13080360867914
1739209919.040259;-45.120503652039325
1739209919.0402613;-38.13080360867914
1739209919.0402634;-38.13080360867914
1739209919.0402658;-45.120503652039325
1739209919.040268;-38.13080360867914
1739209919.0402703;-45.120503652039325
1739209919.0402725;-38.13080360867914
1739209919.0402749;-32.816014438256545
1739209919.040277;-38.13080360867914
1739209919.0402794;-45.120503652039325
1739209919.0402815;-33.981070128970906
1739209919.040284;-45.120503652039325
1739209919.040286;-45.120503652039325
1739209919.0402882;-35.57807855764607
1739209919.0402906;-38.13080360867914
1739209919.0402927;-45.120503652039325
1739209919.0402951;-38.13080360867914
1739209919.0402973;-35.57807855764607
1739209919.0402997;-38.13080360867914
1739209919.0403018;-38.13080360867914
1739209919.0403042;-38.13080360867914
1739209919.0403063;-45.120503652039325
1739209919.0403087;-45.120503652039325
1739209919.0403109;-45.120503652039325
1739209919.0403132;-45.120503652039325
1739209919.0403154;-45.120503652039325
1739209919.0403178;-38.13080360867914
1739209919.04032;-45.120503652039325
1739209919.0403223;-45.120503652039325
1739209919.0403244;-45.120503652039325
