CAN Message; 0x77:c78dd54d868c0af8
1739209649.6042504;-45.120503652039325
1739209649.6042566;-38.13080360867914
1739209649.6042626;-45.120503652039325
1739209649.6042686;-38.13080360867914
1739209649.6042745;-45.120503652039325
1739209649.6042807;-38.13080360867914
1739209649.6042867;-31.141103565318893
1739209649.6042926;-45.120503652039325
1739209649.6042988;-45.120503652039325
1739209649.6043048;-38.13080360867914
1739209649.6043108;-35.57807855764607
1739209649.604317;-38.13080360867914
1739209649.604323;-45.120503652039325
1739209649.6043289;-45.120503652039325
1739209649.6043348;-45.120503652039325
1739209649.604341;-45.120503652039325
1739209649.604347;-45.120503652039325
1739209649.604353;-38.13080360867914
1739209649.6043591;-38.13080360867914
1739209649.604365;-45.120503652039325
1739209649.604371;-45.120503652039325
1739209649.6043773;-45.120503652039325
1739209649.6043832;-29.438486411369333
1739209649.6043892;-35.57807855764607
1739209649.6043952;-38.13080360867914
1739209649.6044014;-38.13080360867914
1739209649.6044073;-35.57807855764607
1739209649.6044133;-38.13080360867914
1739209649.6044195;-45.120503652039325
1739209649.6044254;-38.13080360867914
1739209649.6044314;-38.13080360867914
1739209649.6044376;-38.13080360867914
1739209649.6044436;-45.120503652039325
1739209649.6044495;-45.120503652039325
1739209649.6044555;-45.120503652039325
1739209649.6044617;-38.13080360867914
1739209649.6044676;-45.120503652039325
1739209649.6044736;-38.13080360867914
1739209649.6044798;-35.57807855764607
1739209649.6044858;-33.981070128970906
1739209649.6044917;-45.120503652039325
1739209649.604498;-45.120503652039325
1739209649.6045039;-35.57807855764607
1739209649.6045098;-38.13080360867914
1739209649.6045158;-45.120503652039325
1739209649.604522;-45.120503652039325
1739209649.604528;-38.13080360867914
1739209649.604534;-38.13080360867914
1739209649.60454;-45.120503652039325
1739209649.604546;-45.120503652039325
1739209649.604552;-45.120503652039325
1739209649.6045582;-38.13080360867914
1739209649.6045642;-38.13080360867914
1739209649.6045702;-45.120503652039325
1739209649.604576;-45.120503652039325
1739209649.6045823;-45.120503652039325
1739209649.6045883;-45.120503652039325
1739209649.6045942;-38.13080360867914
1739209649.6046004;-35.57807855764607
1739209649.6046064;-38.13080360867914
1739209649.6046124;-45.120503652039325
1739209649.6046185;-38.13080360867914
1739209649.6046245;-30.49652367304973
1739209649.6046305;-32.816014438256545
1739209649.6046364;-38.13080360867914
1739209649.6046426;-45.120503652039325
1739209649.6046486;-45.120503652039325
1739209649.6046546;-35.57807855764607
1739209649.6046607;-38.13080360867914
1739209649.6046667;-33.981070128970906
1739209649.6046727;-38.13080360867914
1739209649.6046789;-38.13080360867914
1739209649.6046848;-38.13080360867914
1739209649.6046908;-38.13080360867914
1739209649.6046968;-45.120503652039325
1739209649.604703;-45.120503652039325
1739209649.604709;-38.13080360867914
1739209649.6047149;-38.13080360867914
1739209649.604721;-28.58837851428586
1739209649.604727;-27.267205301931607
1739209649.604733;-45.120503652039325
1739209649.6047392;-45.120503652039325
1739209649.6047451;-38.13080360867914
1739209649.604751;-38.13080360867914
1739209649.604757;-45.120503652039325
1739209649.6047633;-38.13080360867914
1739209649.6047692;-45.120503652039325
1739209649.6047752;-35.57807855764607
1739209649.6047814;-35.57807855764607
1739209649.6047873;-45.120503652039325
1739209649.6047933;-45.120503652039325
1739209649.6047995;-45.120503652039325
1739209649.6048055;-45.120503652039325
1739209649.6048114;-38.13080360867914
1739209649.6048174;-38.13080360867914
1739209649.6048236;-33.981070128970906
1739209649.6048295;-35.57807855764607
1739209649.6048355;-45.120503652039325
1739209649.6048417;-38.13080360867914
1739209649.6048477;-35.57807855764607
1739209649.6048536;-45.120503652039325
1739209649.6048598;-33.981070128970906
1739209649.6048658;-45.120503652039325
1739209649.6048717;-38.13080360867914
1739209649.6048777;-35.57807855764607
1739209649.604884;-38.13080360867914
1739209649.6048899;-45.120503652039325
1739209649.6048958;-38.13080360867914
1739209649.604902;-38.13080360867914
1739209649.604908;-38.13080360867914
1739209649.604914;-38.13080360867914
1739209649.6049201;-38.13080360867914
1739209649.604926;-38.13080360867914
1739209649.604932;-38.13080360867914
1739209649.604938;-45.120503652039325
1739209649.6049442;-38.13080360867914
1739209649.6049502;-38.13080360867914
1739209649.6049562;-45.120503652039325
1739209649.6049623;-38.13080360867914
1739209649.6049683;-28.992665084841942
1739209649.6049743;-45.120503652039325
1739209649.6049805;-45.120503652039325
1739209649.6049864;-45.120503652039325
1739209649.6049924;-33.981070128970906
1739209649.6049984;-35.57807855764607
1739209649.6050045;-38.13080360867914
1739209649.6050105;-45.120503652039325
1739209649.6050165;-30.49652367304973
1739209649.6050227;-38.13080360867914
1739209649.6050286;-38.13080360867914
1739209649.6050346;-38.13080360867914
1739209649.6050408;-45.120503652039325
1739209649.6050467;-45.120503652039325
1739209649.6050527;-38.13080360867914
1739209649.605059;-35.57807855764607
1739209649.6050649;-28.58837851428586
1739209649.6050708;-45.120503652039325
1739209649.6050768;-38.13080360867914
1739209649.605083;-45.120503652039325
1739209649.605089;-38.13080360867914
1739209649.605095;-45.120503652039325
1739209649.605101;-45.120503652039325
1739209649.605107;-38.13080360867914
1739209649.605113;-38.13080360867914
1739209649.6051192;-35.57807855764607
1739209649.6051252;-38.13080360867914
1739209649.6051311;-38.13080360867914
1739209649.605137;-38.13080360867914
1739209649.6051433;-45.120503652039325
1739209649.6051493;-38.13080360867914
1739209649.6051552;-35.57807855764607
1739209649.6051614;-38.13080360867914
1739209649.6051674;-45.120503652039325
1739209649.6051733;-38.13080360867914
1739209649.6051795;-38.13080360867914
1739209649.6051855;-35.57807855764607
1739209649.6051915;-45.120503652039325
1739209649.6051974;-38.13080360867914
1739209649.6052036;-35.57807855764607
1739209649.6052096;-38.13080360867914
1739209649.6052155;-45.120503652039325
1739209649.6052217;-38.13080360867914
1739209649.6052277;-45.120503652039325
1739209649.6052337;-33.981070128970906
1739209649.6052399;-45.120503652039325
1739209649.6052458;-38.13080360867914
1739209649.6052518;-38.13080360867914
1739209649.6052577;-38.13080360867914
1739209649.605264;-45.120503652039325
1739209649.60527;-45.120503652039325
1739209649.6052759;-35.57807855764607
1739209649.605282;-45.120503652039325
1739209649.605288;-45.120503652039325
1739209649.605294;-38.13080360867914
1739209649.6053002;-35.57807855764607
1739209649.6053061;-31.141103565318915
1739209649.605312;-45.120503652039325
1739209649.605318;-38.13080360867914
1739209649.6053243;-38.13080360867914
1739209649.6053302;-38.13080360867914
1739209649.6053362;-35.57807855764607
1739209649.6053424;-38.13080360867914
1739209649.6053483;-35.57807855764607
1739209649.6053543;-35.57807855764607
1739209649.6053605;-45.120503652039325
1739209649.6053665;-38.13080360867914
1739209649.6053724;-35.57807855764607
1739209649.6053784;-35.57807855764607
1739209649.6053846;-45.120503652039325
1739209649.6053905;-38.13080360867914
1739209649.6053965;-35.57807855764607
1739209649.6054027;-38.13080360867914
1739209649.6054087;-45.120503652039325
1739209649.6054146;-45.120503652039325
1739209649.6054208;-38.13080360867914
1739209649.6054268;-38.13080360867914
1739209649.6054327;-45.120503652039325
1739209649.6054387;-45.120503652039325
1739209649.605445;-35.57807855764607
1739209649.6054509;-38.13080360867914
1739209649.6054568;-45.120503652039325
1739209649.605463;-45.120503652039325
1739209649.605469;-38.13080360867914
1739209649.605475;-38.13080360867914
1739209649.6054811;-45.120503652039325
1739209649.605487;-38.13080360867914
1739209649.605493;-38.13080360867914
1739209649.605499;-38.13080360867914
1739209649.6055052;-45.120503652039325
1739209649.6055112;-38.13080360867914
1739209649.6055171;-35.57807855764607
1739209649.6055233;-38.13080360867914
1739209649.6055293;-45.120503652039325
1739209649.6055353;-45.120503652039325
1739209649.6055415;-35.57807855764607
1739209649.6055474;-38.13080360867914
1739209649.6055534;-45.120503652039325
1739209649.6055593;-38.13080360867914
1739209649.6055655;-35.57807855764607
1739209649.6055715;-45.120503652039325
1739209649.6055775;-45.120503652039325
1739209649.6055837;-38.13080360867914
1739209649.6055896;-35.57807855764607
1739209649.6055956;-38.13080360867914
1739209649.6056018;-45.120503652039325
1739209649.6056077;-45.120503652039325
1739209649.6056137;-35.57807855764607
1739209649.6056197;-38.13080360867914
1739209649.6056259;-45.120503652039325
1739209649.6056318;-45.120503652039325
1739209649.6056378;-35.57807855764607
1739209649.605644;-45.120503652039325
1739209649.60565;-38.13080360867914
1739209649.605656;-38.13080360867914
1739209649.605662;-45.120503652039325
1739209649.605668;-38.13080360867914
1739209649.605674;-38.13080360867914
1739209649.60568;-38.13080360867914
1739209649.6056862;-45.120503652039325
1739209649.6056921;-33.981070128970906
1739209649.605698;-45.120503652039325
1739209649.6057043;-45.120503652039325
1739209649.6057103;-38.13080360867914
1739209649.6057162;-38.13080360867914
1739209649.6057224;-45.120503652039325
1739209649.6057284;-45.120503652039325
1739209649.6057343;-38.13080360867914
1739209649.6057403;-38.13080360867914
1739209649.6057465;-45.120503652039325
1739209649.6057525;-45.120503652039325
1739209649.6057584;-38.13080360867914
1739209649.6057646;-45.120503652039325
1739209649.6057706;-38.13080360867914
1739209649.6057765;-38.13080360867914
1739209649.6057827;-45.120503652039325
1739209649.6057887;-45.120503652039325
1739209649.6057947;-38.13080360867914
1739209649.6058006;-35.57807855764607
1739209649.6058068;-38.13080360867914
1739209649.6058128;-33.981070128970906
1739209649.6058187;-45.120503652039325
1739209649.605825;-45.120503652039325
1739209649.605831;-45.120503652039325
1739209649.6058369;-38.13080360867914
1739209649.605843;-45.120503652039325
1739209649.605849;-35.57807855764607
1739209649.605855;-32.816014438256545
1739209649.6058612;-38.13080360867914
1739209649.6058671;-45.120503652039325
1739209649.605873;-45.120503652039325
1739209649.605879;-38.13080360867914
1739209649.6058853;-45.120503652039325
1739209649.6058912;-33.981070128970906
1739209649.6058972;-31.141103565318915
1739209649.6059034;-45.120503652039325
1739209649.6059093;-45.120503652039325
1739209649.6059153;-45.120503652039325
1739209649.6059215;-45.120503652039325
1739209649.6059275;-45.120503652039325
1739209649.6059334;-32.816014438256545
1739209649.6059394;-38.13080360867914
1739209649.6059456;-35.57807855764607
1739209649.6059515;-45.120503652039325
1739209649.6059575;-45.120503652039325
1739209649.6059637;-35.57807855764607
1739209649.6059697;-38.13080360867914
1739209649.6059756;-35.57807855764607
1739209649.6059818;-45.120503652039325
1739209649.6059878;-33.981070128970906
1739209649.6059937;-28.992665084841942
1739209649.6059997;-38.13080360867914
1739209649.606006;-38.13080360867914
1739209649.6060119;-45.120503652039325
1739209649.6060178;-38.13080360867914
1739209649.606024;-45.120503652039325
1739209649.60603;-45.120503652039325
1739209649.606036;-38.13080360867914
1739209649.6060421;-31.14110356531892
1739209649.606048;-45.120503652039325
1739209649.606054;-38.13080360867914
1739209649.60606;-45.120503652039325
1739209649.6060662;-38.13080360867914
1739209649.6096618;-35.57807855764607
1739209649.6096623;-38.13080360867914
1739209649.6096628;-45.120503652039325
1739209649.6096635;-38.13080360867914
1739209649.609664;-45.120503652039325
1739209649.6096644;-28.992665084841942
1739209649.609665;-38.13080360867914
1739209649.6096654;-45.120503652039325
1739209649.6096659;-45.120503652039325
1739209649.6096666;-38.13080360867914
1739209649.609667;-38.13080360867914
1739209649.6096675;-38.13080360867914
1739209649.609668;-45.120503652039325
1739209649.6096685;-35.57807855764607
1739209649.609669;-38.13080360867914
1739209649.6096694;-38.13080360867914
1739209649.6096702;-45.120503652039325
1739209649.6096706;-45.120503652039325
1739209649.609671;-33.981070128970906
1739209649.6096716;-45.120503652039325
1739209649.609672;-45.120503652039325
1739209649.6096725;-28.992665084841942
1739209649.6096733;-33.981070128970906
1739209649.6096737;-45.120503652039325
1739209649.6096742;-45.120503652039325
1739209649.6096747;-33.981070128970906
1739209649.6096752;-35.57807855764607
1739209649.6096756;-45.120503652039325
1739209649.6096761;-33.981070128970906
1739209649.6096768;-38.13080360867914
1739209649.6096773;-45.120503652039325
1739209649.6096778;-45.120503652039325
1739209649.6096783;-45.120503652039325
1739209649.6096787;-45.120503652039325
1739209649.6096792;-33.981070128970906
1739209649.6096797;-45.120503652039325
1739209649.6096804;-45.120503652039325
1739209649.609681;-28.992665084841942
1739209649.6096814;-33.981070128970906
1739209649.6096818;-45.120503652039325
1739209649.6096823;-35.57807855764607
1739209649.6096828;-38.13080360867914
1739209649.6096835;-38.13080360867914
1739209649.609684;-45.120503652039325
1739209649.6096845;-38.13080360867914
1739209649.609685;-38.13080360867914
1739209649.6096854;-45.120503652039325
1739209649.609686;-38.13080360867914
1739209649.6096864;-38.13080360867914
1739209649.609687;-45.120503652039325
1739209649.6096876;-38.13080360867914
1739209649.609688;-38.13080360867914
1739209649.6096885;-45.120503652039325
1739209649.609689;-35.57807855764607
1739209649.6096895;-35.57807855764607
1739209649.6096902;-45.120503652039325
1739209649.6096907;-38.13080360867914
1739209649.6096911;-45.120503652039325
1739209649.6096916;-45.120503652039325
1739209649.609692;-33.981070128970906
1739209649.6096926;-38.13080360867914
1739209649.609693;-33.981070128970906
1739209649.6096938;-33.981070128970906
1739209649.6096942;-45.120503652039325
1739209649.6096947;-38.13080360867914
1739209649.6096952;-45.120503652039325
1739209649.6096957;-33.981070128970906
1739209649.6096961;-45.120503652039325
1739209649.6096969;-45.120503652039325
1739209649.6096973;-45.120503652039325
1739209649.6096978;-38.13080360867914
1739209649.6096983;-35.57807855764607
1739209649.6096988;-45.120503652039325
1739209649.6096992;-45.120503652039325
1739209649.6096997;-45.120503652039325
1739209649.6097004;-45.120503652039325
1739209649.609701;-45.120503652039325
1739209649.6097014;-32.816014438256545
1739209649.6097019;-29.438486411369333
1739209649.6097023;-45.120503652039325
1739209649.6097028;-45.120503652039325
1739209649.6097033;-32.816014438256545
1739209649.609704;-38.13080360867914
1739209649.6097045;-45.120503652039325
1739209649.609705;-45.120503652039325
1739209649.6097054;-45.120503652039325
1739209649.609706;-45.120503652039325
1739209649.6097064;-45.120503652039325
1739209649.609707;-45.120503652039325
1739209649.6097076;-45.120503652039325
1739209649.609708;-35.57807855764607
1739209649.6097085;-38.13080360867914
1739209649.609709;-45.120503652039325
1739209649.6097095;-45.120503652039325
1739209649.60971;-45.120503652039325
1739209649.6097107;-38.13080360867914
1739209649.6097112;-45.120503652039325
1739209649.6097116;-38.13080360867914
1739209649.6097121;-45.120503652039325
1739209649.6097126;-38.13080360867914
1739209649.609713;-45.120503652039325
1739209649.6097138;-35.57807855764607
1739209649.6097143;-32.816014438256545
1739209649.6097147;-45.120503652039325
1739209649.6097152;-45.120503652039325
1739209649.6097157;-38.13080360867914
1739209649.6097162;-31.141103565318893
1739209649.6097167;-38.13080360867914
1739209649.6097174;-45.120503652039325
1739209649.6097178;-45.120503652039325
1739209649.6097183;-45.120503652039325
1739209649.6097188;-38.13080360867914
1739209649.6097193;-38.13080360867914
1739209649.6097198;-38.13080360867914
1739209649.6097205;-38.13080360867914
1739209649.609721;-33.981070128970906
1739209649.6097214;-45.120503652039325
1739209649.609722;-45.120503652039325
1739209649.6097224;-35.57807855764607
1739209649.6097229;-45.120503652039325
1739209649.6097233;-38.13080360867914
1739209649.609724;-38.13080360867914
1739209649.6097245;-45.120503652039325
1739209649.609725;-38.13080360867914
1739209649.6097255;-45.120503652039325
1739209649.609726;-45.120503652039325
1739209649.6097264;-45.120503652039325
1739209649.609727;-45.120503652039325
1739209649.6097276;-45.120503652039325
1739209649.609728;-38.13080360867914
1739209649.6097286;-38.13080360867914
1739209649.609729;-38.13080360867914
1739209649.6097295;-45.120503652039325
1739209649.60973;-38.13080360867914
1739209649.6097307;-32.816014438256545
1739209649.6097312;-33.981070128970906
1739209649.6097317;-45.120503652039325
1739209649.6097322;-38.13080360867914
1739209649.6097326;-45.120503652039325
1739209649.609733;-45.120503652039325
1739209649.6097336;-38.13080360867914
1739209649.6097343;-38.13080360867914
1739209649.6097348;-35.57807855764607
1739209649.6097353;-38.13080360867914
1739209649.6097357;-45.120503652039325
1739209649.6097362;-45.120503652039325
1739209649.6097367;-35.57807855764607
1739209649.6097374;-38.13080360867914
1739209649.6097379;-38.13080360867914
1739209649.6097383;-38.13080360867914
1739209649.6097388;-38.13080360867914
1739209649.6097393;-33.981070128970906
1739209649.6097398;-38.13080360867914
1739209649.6097403;-45.120503652039325
1739209649.609741;-45.120503652039325
1739209649.6097414;-45.120503652039325
1739209649.609742;-35.57807855764607
1739209649.6097424;-45.120503652039325
1739209649.6097429;-45.120503652039325
1739209649.6097434;-31.141103565318915
1739209649.609744;-38.13080360867914
1739209649.6097445;-45.120503652039325
1739209649.609745;-45.120503652039325
1739209649.6097455;-33.981070128970906
1739209649.609746;-35.57807855764607
1739209649.6097465;-38.13080360867914
1739209649.609747;-45.120503652039325
1739209649.6097476;-33.981070128970906
1739209649.6097481;-38.13080360867914
1739209649.6097486;-45.120503652039325
1739209649.609749;-45.120503652039325
1739209649.6097496;-45.120503652039325
1739209649.60975;-38.13080360867914
1739209649.6097507;-38.13080360867914
1739209649.6097512;-45.120503652039325
1739209649.6097517;-31.141103565318915
1739209649.6097522;-35.57807855764607
1739209649.6097527;-38.13080360867914
1739209649.6097531;-38.13080360867914
1739209649.6097536;-38.13080360867914
1739209649.6097543;-45.120503652039325
1739209649.6097548;-38.13080360867914
1739209649.6097553;-35.57807855764607
1739209649.6097558;-38.13080360867914
1739209649.6097562;-45.120503652039325
1739209649.6097567;-38.13080360867914
1739209649.6097572;-38.13080360867914
1739209649.609758;-45.120503652039325
1739209649.6097584;-45.120503652039325
1739209649.6097589;-33.981070128970906
1739209649.6097593;-38.13080360867914
1739209649.6097598;-38.13080360867914
1739209649.6097603;-45.120503652039325
1739209649.609761;-38.13080360867914
1739209649.6097615;-32.816014438256545
1739209649.609762;-38.13080360867914
1739209649.6097624;-38.13080360867914
1739209649.609763;-35.57807855764607
1739209649.6097634;-35.57807855764607
1739209649.6097639;-38.13080360867914
1739209649.6097646;-45.120503652039325
1739209649.609765;-38.13080360867914
1739209649.6097655;-38.13080360867914
1739209649.609766;-45.120503652039325
1739209649.6097665;-45.120503652039325
1739209649.609767;-45.120503652039325
1739209649.6097677;-38.13080360867914
1739209649.6097682;-45.120503652039325
1739209649.6097686;-45.120503652039325
1739209649.609769;-45.120503652039325
1739209649.6097696;-35.57807855764607
1739209649.60977;-38.13080360867914
1739209649.6097705;-45.120503652039325
1739209649.6097713;-38.13080360867914
1739209649.6097717;-38.13080360867914
1739209649.6097722;-35.57807855764607
1739209649.6097727;-33.981070128970906
1739209649.6097732;-38.13080360867914
1739209649.6097736;-32.816014438256545
1739209649.6097744;-33.981070128970906
1739209649.6097748;-45.120503652039325
1739209649.6097753;-45.120503652039325
1739209649.6097758;-35.57807855764607
1739209649.6097763;-38.13080360867914
1739209649.6097767;-38.13080360867914
1739209649.6097772;-35.57807855764607
1739209649.609778;-35.57807855764607
1739209649.6097784;-38.13080360867914
1739209649.609779;-45.120503652039325
1739209649.6097794;-38.13080360867914
1739209649.6097798;-35.57807855764607
1739209649.6097803;-33.981070128970906
1739209649.6097808;-32.816014438256545
1739209649.6097815;-35.57807855764607
1739209649.609782;-38.13080360867914
1739209649.6097825;-38.13080360867914
1739209649.609783;-38.13080360867914
1739209649.6097834;-45.120503652039325
1739209649.609784;-38.13080360867914
1739209649.6097846;-45.120503652039325
1739209649.609785;-38.13080360867914
1739209649.6097856;-35.57807855764607
1739209649.609786;-35.57807855764607
1739209649.6097865;-45.120503652039325
1739209649.609787;-45.120503652039325
1739209649.6097875;-38.13080360867914
1739209649.6097882;-38.13080360867914
1739209649.6097887;-32.816014438256545
1739209649.6097891;-29.438486411369333
1739209649.6097896;-38.13080360867914
1739209649.60979;-45.120503652039325
1739209649.6097906;-35.57807855764607
1739209649.6097913;-35.57807855764607
1739209649.6097918;-45.120503652039325
1739209649.6097922;-35.57807855764607
1739209649.6097927;-45.120503652039325
1739209649.6097932;-32.81601443825658
1739209649.6097937;-33.981070128970906
1739209649.6097941;-38.13080360867914
1739209649.6097949;-45.120503652039325
1739209649.6097953;-45.120503652039325
1739209649.6097958;-38.13080360867914
1739209649.6097963;-38.13080360867914
1739209649.6097968;-45.120503652039325
1739209649.6097972;-35.57807855764607
1739209649.609798;-35.57807855764607
1739209649.6097984;-45.120503652039325
1739209649.609799;-45.120503652039325
1739209649.6097994;-45.120503652039325
1739209649.6097999;-45.120503652039325
1739209649.6098003;-38.13080360867914
1739209649.6098008;-38.13080360867914
1739209649.6098015;-45.120503652039325
1739209649.609802;-45.120503652039325
1739209649.6098025;-45.120503652039325
1739209649.609803;-45.120503652039325
1739209649.6098034;-35.57807855764607
1739209649.609804;-45.120503652039325
1739209649.6098046;-45.120503652039325
1739209649.609805;-45.120503652039325
1739209649.6098056;-38.13080360867914
1739209649.609806;-38.13080360867914
1739209649.6098065;-45.120503652039325
1739209649.609807;-45.120503652039325
1739209649.6098075;-45.120503652039325
1739209649.6098082;-33.981070128970906
1739209649.6098087;-38.13080360867914
1739209649.6098092;-38.13080360867914
1739209649.6098096;-26.991370085610736
1739209649.60981;-38.13080360867914
1739209649.6098106;-45.120503652039325
1739209649.609811;-38.13080360867914
1739209649.6098118;-38.13080360867914
1739209649.6098123;-45.120503652039325
1739209649.6098127;-45.120503652039325
1739209649.6098132;-38.13080360867914
1739209649.6098137;-38.13080360867914
1739209649.6098142;-45.120503652039325
1739209649.609815;-45.120503652039325
1739209649.6098154;-38.13080360867914
1739209649.6098158;-35.57807855764607
1739209649.6098163;-45.120503652039325
1739209649.6098168;-45.120503652039325
1739209649.6098173;-38.13080360867914
1739209649.6098177;-32.816014438256545
1739209649.6098185;-38.13080360867914
1739209649.609819;-45.120503652039325
1739209649.6098194;-33.981070128970906
1739209649.60982;-38.13080360867914
1739209649.6098204;-45.120503652039325
1739209649.6098208;-38.13080360867914
1739209649.6098216;-38.13080360867914
1739209649.609822;-35.57807855764607
1739209649.6098225;-45.120503652039325
1739209649.609823;-45.120503652039325
1739209649.6098235;-45.120503652039325
1739209649.609824;-35.57807855764607
1739209649.6098244;-38.13080360867914
1739209649.6098251;-45.120503652039325
1739209649.6098256;-38.13080360867914
1739209649.609826;-38.13080360867914
1739209649.6098266;-45.120503652039325
1739209649.609827;-45.120503652039325
1739209649.6098275;-38.13080360867914
1739209649.6098282;-45.120503652039325
1739209649.6098287;-38.13080360867914
1739209649.6098292;-38.13080360867914
1739209649.6098297;-35.57807855764607
1739209649.6098301;-33.981070128970906
1739209649.6098306;-35.57807855764607
1739209649.609831;-45.120503652039325
1739209649.6098318;-45.120503652039325
1739209649.6098323;-35.57807855764607
1739209649.6098328;-38.13080360867914
1739209649.6098332;-45.120503652039325
1739209649.6098337;-38.13080360867914
1739209649.6098342;-38.13080360867914
1739209649.6098347;-45.120503652039325
1739209649.6098354;-38.13080360867914
1739209649.6098359;-38.13080360867914
1739209649.6098363;-45.120503652039325
1739209649.6098368;-33.981070128970906
1739209649.6098373;-45.120503652039325
1739209649.6098378;-45.120503652039325
1739209649.6098385;-33.981070128970906
1739209649.609839;-33.981070128970906
1739209649.6098394;-45.120503652039325
1739209649.60984;-45.120503652039325
1739209649.6098404;-38.13080360867914
1739209649.6098409;-45.120503652039325
1739209649.6098413;-45.120503652039325
1739209649.609842;-33.981070128970906
1739209649.6098425;-38.13080360867914
1739209649.609843;-45.120503652039325
1739209649.6098435;-45.120503652039325
1739209649.609844;-45.120503652039325
