CAN Message; 0x24:0f32995c10530175
Timestamp;Amplitude
1739209917.1864257;-38.13080360867914
1739209917.186434;-45.120503652039325
1739209917.1864421;-38.13080360867914
1739209917.1864505;-45.120503652039325
1739209917.1864588;-38.13080360867914
1739209917.1864672;-35.57807855764607
1739209917.1864755;-38.13080360867914
1739209917.1864839;-45.120503652039325
1739209917.186492;-38.13080360867914
1739209917.1865003;-38.13080360867914
1739209917.1865087;-33.981070128970906
1739209917.186517;-45.120503652039325
1739209917.1865253;-45.120503652039325
1739209917.1865337;-32.816014438256545
1739209917.1865418;-33.981070128970906
1739209917.1865501;-45.120503652039325
1739209917.1865585;-45.120503652039325
1739209917.1865668;-31.141103565318893
1739209917.1865752;-38.13080360867914
1739209917.1865833;-38.13080360867914
1739209917.1865916;-35.57807855764607
1739209917.1866;-38.13080360867914
1739209917.1866083;-45.120503652039325
1739209917.1866167;-45.120503652039325
1739209917.186625;-33.981070128970906
1739209917.186633;-35.57807855764607
1739209917.1866415;-35.57807855764607
1739209917.1866498;-45.120503652039325
1739209917.1866581;-38.13080360867914
1739209917.1866665;-35.57807855764607
1739209917.1866748;-38.13080360867914
1739209917.186683;-45.120503652039325
1739209917.1866913;-45.120503652039325
1739209917.1866996;-38.13080360867914
1739209917.186708;-38.13080360867914
1739209917.1867163;-45.120503652039325
1739209917.1867244;-38.13080360867914
1739209917.1867328;-35.57807855764607
1739209917.186741;-38.13080360867914
1739209917.1867495;-45.120503652039325
1739209917.1867578;-45.120503652039325
1739209917.1867661;-45.120503652039325
1739209917.1867743;-38.13080360867914
1739209917.1867826;-45.120503652039325
1739209917.186791;-38.13080360867914
1739209917.1867993;-38.13080360867914
1739209917.1868076;-45.120503652039325
1739209917.186816;-45.120503652039325
1739209917.186824;-38.13080360867914
1739209917.1868324;-35.57807855764607
1739209917.1868408;-38.13080360867914
1739209917.186849;-38.13080360867914
1739209917.1868575;-38.13080360867914
1739209917.1868658;-38.13080360867914
1739209917.186874;-38.13080360867914
1739209917.1868823;-38.13080360867914
1739209917.1868906;-38.13080360867914
1739209917.186899;-38.13080360867914
1739209917.1869073;-35.57807855764607
1739209917.1869154;-45.120503652039325
1739209917.1869237;-31.141103565318915
1739209917.186932;-33.981070128970906
1739209917.1869404;-45.120503652039325
1739209917.1869488;-45.120503652039325
1739209917.1869571;-32.816014438256545
1739209917.1869652;-33.981070128970906
1739209917.1869736;-45.120503652039325
1739209917.186982;-38.13080360867914
1739209917.1869903;-45.120503652039325
1739209917.1869986;-45.120503652039325
1739209917.187007;-45.120503652039325
1739209917.187015;-45.120503652039325
1739209917.1870234;-45.120503652039325
1739209917.1870317;-38.13080360867914
1739209917.18704;-35.57807855764607
1739209917.1870484;-45.120503652039325
1739209917.1870565;-33.981070128970906
1739209917.187065;-33.981070128970906
1739209917.1870732;-45.120503652039325
1739209917.1870816;-45.120503652039325
1739209917.18709;-38.13080360867914
1739209917.1870983;-38.13080360867914
1739209917.1871064;-45.120503652039325
1739209917.1871147;-45.120503652039325
1739209917.187123;-45.120503652039325
1739209917.1871314;-45.120503652039325
1739209917.1871397;-45.120503652039325
1739209917.187148;-45.120503652039325
1739209917.1871562;-45.120503652039325
1739209917.1871645;-45.120503652039325
1739209917.187173;-45.120503652039325
1739209917.1871812;-45.120503652039325
1739209917.1871896;-38.13080360867914
1739209917.1871977;-38.13080360867914
1739209917.187206;-38.13080360867914
1739209917.1872144;-45.120503652039325
1739209917.1872227;-38.13080360867914
1739209917.187231;-32.816014438256545
1739209917.1872394;-45.120503652039325
1739209917.1872475;-35.57807855764607
1739209917.1872559;-45.120503652039325
1739209917.1872642;-35.57807855764607
1739209917.1872725;-45.120503652039325
1739209917.187281;-38.13080360867914
1739209917.1872892;-45.120503652039325
1739209917.1872973;-45.120503652039325
1739209917.1873057;-45.120503652039325
1739209917.187314;-38.13080360867914
1739209917.1873224;-45.120503652039325
1739209917.1873307;-45.120503652039325
1739209917.1873388;-45.120503652039325
1739209917.1873472;-38.13080360867914
1739209917.1873555;-35.57807855764607
1739209917.1873639;-38.13080360867914
1739209917.1873722;-45.120503652039325
1739209917.1873806;-45.120503652039325
1739209917.1873887;-35.57807855764607
1739209917.187397;-32.816014438256545
1739209917.1874053;-45.120503652039325
1739209917.1874137;-38.13080360867914
1739209917.187422;-45.120503652039325
1739209917.1874304;-45.120503652039325
1739209917.1874385;-38.13080360867914
1739209917.1874468;-38.13080360867914
1739209917.1874552;-45.120503652039325
1739209917.1874635;-33.981070128970956
1739209917.1874719;-38.13080360867914
1739209917.18748;-38.13080360867914
1739209917.1874883;-45.120503652039325
1739209917.1874967;-45.120503652039325
1739209917.187505;-35.57807855764607
1739209917.1875134;-38.13080360867914
1739209917.1875217;-45.120503652039325
1739209917.1875298;-35.57807855764607
1739209917.1875381;-45.120503652039325
1739209917.1875465;-45.120503652039325
1739209917.1875548;-38.13080360867914
1739209917.1875632;-38.13080360867914
1739209917.1875715;-38.13080360867914
1739209917.1875796;-45.120503652039325
1739209917.187588;-38.13080360867914
1739209917.1875963;-31.141103565318893
1739209917.1876047;-38.13080360867914
1739209917.187613;-45.120503652039325
1739209917.1876214;-38.13080360867914
1739209917.1876295;-38.13080360867914
1739209917.1876378;-45.120503652039325
1739209917.1876462;-45.120503652039325
1739209917.1876545;-38.13080360867914
1739209917.1876628;-45.120503652039325
1739209917.187671;-45.120503652039325
1739209917.1876793;-31.141103565318893
1739209917.1876876;-38.13080360867914
1739209917.187696;-45.120503652039325
1739209917.1877043;-33.981070128970906
1739209917.1877127;-45.120503652039325
1739209917.1877208;-38.13080360867914
1739209917.1877291;-26.035653463252796
1739209917.1877375;-33.981070128970906
1739209917.1877458;-45.120503652039325
1739209917.1877542;-38.13080360867914
1739209917.1877625;-32.816014438256545
1739209917.1877706;-45.120503652039325
1739209917.187779;-45.120503652039325
1739209917.1877873;-45.120503652039325
1739209917.1877956;-45.120503652039325
1739209917.187804;-45.120503652039325
1739209917.187812;-45.120503652039325
1739209917.1878204;-45.120503652039325
1739209917.1878288;-38.13080360867914
1739209917.1878371;-45.120503652039325
1739209917.1878455;-45.120503652039325
1739209917.1878538;-45.120503652039325
1739209917.187862;-45.120503652039325
1739209917.1878703;-45.120503652039325
1739209917.1878786;-45.120503652039325
1739209917.187887;-45.120503652039325
1739209917.1878953;-45.120503652039325
1739209917.1879036;-38.13080360867914
1739209917.1879117;-45.120503652039325
1739209917.18792;-45.120503652039325
1739209917.1879284;-32.816014438256545
1739209917.1879368;-38.13080360867914
1739209917.1879451;-45.120503652039325
1739209917.1879532;-45.120503652039325
1739209917.1879616;-45.120503652039325
1739209917.18797;-38.13080360867914
1739209917.1879783;-38.13080360867914
1739209917.1879866;-38.13080360867914
1739209917.187995;-45.120503652039325
1739209917.188003;-45.120503652039325
1739209917.1880114;-45.120503652039325
1739209917.1880198;-38.13080360867914
1739209917.188028;-38.13080360867914
1739209917.1880364;-33.981070128970906
1739209917.1880448;-38.13080360867914
1739209917.188053;-38.13080360867914
1739209917.1880612;-38.13080360867914
1739209917.1880696;-38.13080360867914
1739209917.188078;-38.13080360867914
1739209917.1880863;-45.120503652039325
1739209917.1880944;-45.120503652039325
1739209917.1881027;-38.13080360867914
1739209917.188111;-35.57807855764607
1739209917.1881194;-45.120503652039325
1739209917.1881278;-45.120503652039325
1739209917.188136;-33.981070128970906
1739209917.1881442;-38.13080360867914
1739209917.1881526;-35.57807855764607
1739209917.188161;-35.57807855764607
1739209917.1881692;-33.981070128970906
1739209917.1881776;-45.120503652039325
1739209917.188186;-45.120503652039325
1739209917.188194;-45.120503652039325
1739209917.1882024;-38.13080360867914
1739209917.1882107;-38.13080360867914
1739209917.188219;-45.120503652039325
1739209917.1882274;-45.120503652039325
1739209917.1882358;-45.120503652039325
1739209917.1882439;-38.13080360867914
1739209917.1882522;-45.120503652039325
1739209917.1882606;-45.120503652039325
1739209917.188269;-33.981070128970906
1739209917.1882772;-38.13080360867914
1739209917.1882854;-45.120503652039325
1739209917.1882937;-38.13080360867914
1739209917.188302;-35.57807855764607
1739209917.1883104;-38.13080360867914
1739209917.1883187;-45.120503652039325
1739209917.188327;-38.13080360867914
1739209917.1883352;-45.120503652039325
1739209917.1883435;-38.13080360867914
1739209917.1883519;-38.13080360867914
1739209917.1883602;-38.13080360867914
1739209917.1883686;-38.13080360867914
1739209917.188377;-35.57807855764607
1739209917.188385;-38.13080360867914
1739209917.1883934;-45.120503652039325
1739209917.1884017;-38.13080360867914
1739209917.18841;-38.13080360867914
1739209917.1884184;-45.120503652039325
1739209917.1884265;-45.120503652039325
1739209917.1884348;-38.13080360867914
1739209917.1884432;-38.13080360867914
1739209917.1884515;-38.13080360867914
1739209917.1884599;-38.13080360867914
1739209917.1884682;-33.981070128970906
1739209917.1884763;-33.981070128970906
1739209917.1884847;-45.120503652039325
1739209917.188493;-45.120503652039325
1739209917.1885014;-35.57807855764607
1739209917.1885097;-38.13080360867914
1739209917.188518;-45.120503652039325
1739209917.1885262;-38.13080360867914
1739209917.1885345;-38.13080360867914
1739209917.1885428;-38.13080360867914
1739209917.1885512;-45.120503652039325
1739209917.1885595;-38.13080360867914
1739209917.1885676;-38.13080360867914
1739209917.188576;-45.120503652039325
1739209917.1885843;-38.13080360867914
1739209917.1885927;-45.120503652039325
1739209917.188601;-28.992665084841942
1739209917.1886094;-33.981070128970906
1739209917.1886175;-45.120503652039325
1739209917.1886258;-45.120503652039325
1739209917.1886342;-38.13080360867914
1739209917.1886425;-38.13080360867914
1739209917.1886508;-38.13080360867914
1739209917.1886592;-45.120503652039325
1739209917.1886673;-38.13080360867914
1739209917.1886756;-38.13080360867914
1739209917.188684;-45.120503652039325
1739209917.1886923;-45.120503652039325
1739209917.1887007;-38.13080360867914
1739209917.1887088;-38.13080360867914
1739209917.1887171;-35.57807855764607
1739209917.1887255;-45.120503652039325
1739209917.1887338;-45.120503652039325
1739209917.1887422;-38.13080360867914
1739209917.1887505;-38.13080360867914
1739209917.1887586;-45.120503652039325
1739209917.188767;-38.13080360867914
1739209917.1887753;-38.13080360867914
1739209917.1887836;-45.120503652039325
1739209917.188792;-45.120503652039325
1739209917.1888003;-38.13080360867914
1739209917.1888084;-38.13080360867914
1739209917.1888168;-45.120503652039325
1739209917.1888251;-45.120503652039325
1739209917.1888335;-38.13080360867914
1739209917.1888418;-38.13080360867914
1739209917.18885;-45.120503652039325
1739209917.1888583;-45.120503652039325
1739209917.1888666;-45.120503652039325
1739209917.188875;-45.120503652039325
1739209917.1888833;-38.13080360867914
1739209917.1888916;-38.13080360867914
1739209917.1888998;-45.120503652039325
1739209917.188908;-45.120503652039325
1739209917.1889164;-38.13080360867914
1739209917.1889248;-45.120503652039325
1739209917.1889331;-33.981070128970906
1739209917.1889415;-27.8777449560314
1739209917.1889496;-38.13080360867914
1739209917.188958;-38.13080360867914
1739209917.1889663;-38.13080360867914
1739209917.1889746;-31.141103565318893
1739209917.188983;-45.120503652039325
1739209917.1889913;-38.13080360867914
1739209917.1889994;-45.120503652039325
1739209917.1890078;-33.981070128970956
1739209917.189016;-45.120503652039325
1739209917.1890244;-38.13080360867914
1739209917.1890328;-38.13080360867914
1739209917.189041;-45.120503652039325
1739209917.1890492;-38.13080360867914
1739209917.1890576;-45.120503652039325
1739209917.189066;-35.57807855764607
1739209917.1890743;-26.991370085610736
1739209917.1890826;-45.120503652039325
1739209917.1890907;-45.120503652039325
1739209917.189099;-38.13080360867914
1739209917.1891074;-38.13080360867914
1739209917.1891158;-45.120503652039325
1739209917.189124;-38.13080360867914
1739209917.1891325;-45.120503652039325
1739209917.1891406;-35.57807855764607
1739209917.189149;-45.120503652039325
1739209917.1891572;-32.816014438256545
1739209917.1891656;-38.13080360867914
1739209917.189174;-45.120503652039325
1739209917.189182;-38.13080360867914
1739209917.1891904;-38.13080360867914
1739209917.1891987;-35.57807855764607
1739209917.189207;-29.438486411369333
1739209917.1892154;-35.57807855764607
1739209917.1892238;-38.13080360867914
1739209917.1892319;-38.13080360867914
1739209917.1892402;-38.13080360867914
1739209917.1892486;-45.120503652039325
1739209917.189257;-35.57807855764607
1739209917.1892653;-38.13080360867914
1739209917.1892736;-45.120503652039325
1739209917.1892817;-45.120503652039325
1739209917.18929;-35.57807855764607
1739209917.1892984;-38.13080360867914
1739209917.1893067;-45.120503652039325
1739209917.189315;-38.13080360867914
1739209917.1893232;-38.13080360867914
1739209917.1893315;-45.120503652039325
1739209917.1893399;-45.120503652039325
1739209917.1893482;-38.13080360867914
1739209917.1893566;-45.120503652039325
1739209917.189365;-33.981070128970906
1739209917.189373;-45.120503652039325
1739209917.1893814;-38.13080360867914
1739209917.1893897;-45.120503652039325
1739209917.189398;-38.13080360867914
1739209917.1894064;-38.13080360867914
1739209917.1894147;-33.981070128970906
1739209917.1894228;-38.13080360867914
1739209917.1894312;-45.120503652039325
1739209917.1894395;-35.57807855764607
1739209917.1894479;-38.13080360867914
1739209917.1894562;-45.120503652039325
1739209917.1894643;-45.120503652039325
1739209917.1894727;-45.120503652039325
1739209917.189481;-45.120503652039325
1739209917.1894894;-35.57807855764607
1739209917.1894977;-38.13080360867914
1739209917.189506;-45.120503652039325
1739209917.1895142;-45.120503652039325
1739209917.1895225;-32.816014438256545
1739209917.1895308;-38.13080360867914
1739209917.1895392;-38.13080360867914
1739209917.1895475;-38.13080360867914
1739209917.189556;-35.57807855764607
1739209917.189564;-45.120503652039325
1739209917.1895723;-38.13080360867914
1739209917.1895807;-33.981070128970906
1739209917.189589;-45.120503652039325
1739209917.1895974;-33.981070128970906
1739209917.1896057;-45.120503652039325
1739209917.1896138;-38.13080360867914
1739209917.1896222;-35.57807855764607
1739209917.1896305;-38.13080360867914
1739209917.1896389;-45.120503652039325
1739209917.1896472;-38.13080360867914
1739209917.1896553;-35.57807855764607
1739209917.1896636;-45.120503652039325
1739209917.189672;-45.120503652039325
1739209917.1896803;-45.120503652039325
1739209917.1896887;-38.13080360867914
1739209917.189697;-38.13080360867914
1739209917.1897051;-45.120503652039325
1739209917.1897135;-33.981070128970906
1739209917.1897218;-32.816014438256545
1739209917.1897302;-45.120503652039325
1739209917.1897385;-35.57807855764607
1739209917.1897469;-38.13080360867914
1739209917.189755;-35.57807855764607
1739209917.1897633;-45.120503652039325
1739209917.1897717;-38.13080360867914
1739209917.18978;-38.13080360867914
1739209917.1897883;-33.981070128970906
1739209917.1897964;-33.981070128970906
1739209917.1898048;-45.120503652039325
1739209917.1898131;-38.13080360867914
1739209917.1898215;-45.120503652039325
1739209917.1898298;-45.120503652039325
1739209917.1898382;-45.120503652039325
1739209917.1898463;-45.120503652039325
1739209917.1898546;-32.816014438256545
1739209917.189863;-38.13080360867914
1739209917.1898713;-38.13080360867914
1739209917.1898797;-31.141103565318915
1739209917.189888;-33.981070128970906
1739209917.189896;-33.981070128970906
1739209917.1899045;-45.120503652039325
1739209917.1899128;-33.981070128970906
1739209917.1899211;-33.981070128970906
1739209917.1899295;-38.13080360867914
1739209917.1899376;-45.120503652039325
1739209917.189946;-38.13080360867914
1739209917.1899543;-38.13080360867914
1739209917.1899626;-45.120503652039325
1739209917.189971;-45.120503652039325
1739209917.1899793;-38.13080360867914
1739209917.1899874;-32.816014438256545
1739209917.1899958;-38.13080360867914
1739209917.190004;-45.120503652039325
1739209917.1900125;-32.81601443825658
1739209917.1900208;-38.13080360867914
1739209917.1900291;-45.120503652039325
1739209917.1900373;-38.13080360867914
1739209917.1900456;-38.13080360867914
1739209917.190054;-38.13080360867914
1739209917.1900623;-38.13080360867914
1739209917.1900706;-45.120503652039325
1739209917.1900787;-27.267205301931607
1739209917.190087;-31.141103565318915
1739209917.1900954;-35.57807855764607
1739209917.1901038;-35.57807855764607
1739209917.190112;-38.13080360867914
1739209917.1901205;-38.13080360867914
1739209917.1901286;-33.981070128970906
1739209917.190137;-45.120503652039325
1739209917.1901453;-32.816014438256545
1739209917.1901536;-38.13080360867914
1739209917.190162;-45.120503652039325
1739209917.1901703;-45.120503652039325
1739209917.1901784;-45.120503652039325
1739209917.1901867;-38.13080360867914
1739209917.190195;-38.13080360867914
1739209917.1902034;-45.120503652039325
1739209917.1902118;-45.120503652039325
1739209917.1902199;-38.13080360867914
1739209917.1902282;-35.57807855764607
1739209917.1902366;-38.13080360867914
1739209917.190245;-38.13080360867914
1739209917.1902533;-38.13080360867914
1739209917.1902616;-45.120503652039325
1739209917.1902697;-45.120503652039325
1739209917.190278;-33.981070128970906
1739209917.1902864;-33.981070128970906
1739209917.1902947;-45.120503652039325
1739209917.190303;-45.120503652039325
1739209917.1903114;-32.816014438256545
1739209917.1903195;-33.981070128970906
1739209917.190328;-45.120503652039325
1739209917.1903362;-32.816014438256545
1739209917.1903446;-45.120503652039325
1739209917.190353;-38.13080360867914
1739209917.1903613;-35.57807855764607
1739209917.1903694;-45.120503652039325
1739209917.1903777;-45.120503652039325
1739209917.190386;-38.13080360867914
1739209917.1903944;-38.13080360867914
1739209917.1904027;-45.120503652039325
1739209917.1904109;-33.981070128970906
1739209917.1904192;-31.141103565318915
1739209917.1904275;-45.120503652039325
1739209917.190436;-38.13080360867914
1739209917.1904442;-38.13080360867914
1739209917.1904526;-38.13080360867914
1739209917.1904607;-38.13080360867914
1739209917.190469;-45.120503652039325
1739209917.1904774;-45.120503652039325
1739209917.1904857;-45.120503652039325
1739209917.190494;-45.120503652039325
1739209917.1905024;-45.120503652039325
1739209917.1905105;-38.13080360867914
1739209917.1905189;-35.57807855764607
1739209917.1905272;-45.120503652039325
1739209917.1905355;-45.120503652039325
1739209917.190544;-45.120503652039325
1739209917.190552;-45.120503652039325
1739209917.1905603;-38.13080360867914
1739209917.1905687;-45.120503652039325
1739209917.190577;-45.120503652039325
1739209917.1905854;-38.13080360867914
1739209917.1905937;-33.981070128970906
1739209917.1906018;-45.120503652039325
1739209917.1906102;-33.981070128970906
1739209917.1906185;-30.49652367304973
1739209917.1906269;-38.13080360867914
1739209917.1906352;-45.120503652039325
1739209917.1906435;-38.13080360867914
1739209917.1906517;-33.981070128970906
1739209917.19066;-38.13080360867914
1739209917.1906683;-45.120503652039325
1739209917.1906767;-38.13080360867914
1739209917.190685;-45.120503652039325
1739209917.1906931;-38.13080360867914
1739209917.1907015;-45.120503652039325
1739209917.1907098;-45.120503652039325
1739209917.1907182;-38.13080360867914
1739209917.1907265;-33.981070128970906
1739209917.1907349;-45.120503652039325
1739209917.190743;-38.13080360867914
1739209917.1907513;-32.816014438256545
1739209917.1907597;-38.13080360867914
1739209917.190768;-38.13080360867914
1739209917.1907763;-45.120503652039325
1739209917.1907847;-38.13080360867914
1739209917.1907928;-38.13080360867914
1739209917.1908011;-45.120503652039325
1739209917.1908095;-45.120503652039325
1739209917.1908178;-45.120503652039325
1739209917.1908262;-45.120503652039325
1739209917.1908343;-45.120503652039325
1739209917.1908426;-38.13080360867914
1739209917.190851;-32.816014438256545
1739209917.1908593;-45.120503652039325
1739209917.1908677;-45.120503652039325
1739209917.190876;-45.120503652039325
1739209917.190884;-38.13080360867914
1739209917.1908925;-38.13080360867914
1739209917.1909008;-45.120503652039325
1739209917.1909091;-45.120503652039325
1739209917.1909175;-45.120503652039325
1739209917.1909258;-38.13080360867914
1739209917.190934;-45.120503652039325
1739209917.1909423;-45.120503652039325
1739209917.1909506;-45.120503652039325
1739209917.190959;-33.981070128970906
1739209917.1909673;-45.120503652039325
1739209917.1909754;-38.13080360867914
1739209917.1909838;-33.981070128970906
1739209917.190992;-45.120503652039325
1739209917.1910005;-38.13080360867914
1739209917.1910088;-33.981070128970906
1739209917.1910172;-33.981070128970906
1739209917.1910253;-38.13080360867914
1739209917.1910336;-45.120503652039325
1739209917.191042;-38.13080360867914
1739209917.1910503;-32.816014438256545
1739209917.1910586;-33.981070128970906
1739209917.191067;-38.13080360867914
1739209917.191075;-38.13080360867914
1739209917.1910834;-32.816014438256545
1739209917.1910918;-33.981070128970906
1739209917.1911001;-38.13080360867914
1739209917.1911085;-45.120503652039325
1739209917.1911168;-45.120503652039325
1739209917.191125;-45.120503652039325
1739209917.1911333;-45.120503652039325
1739209917.1911416;-38.13080360867914
1739209917.19115;-38.13080360867914
1739209917.1911583;-38.13080360867914
1739209917.1911664;-38.13080360867914
1739209917.1911747;-38.13080360867914
1739209917.191183;-35.57807855764607
1739209917.1911914;-38.13080360867914
1739209917.1911998;-45.120503652039325
1739209917.1912081;-45.120503652039325
1739209917.1912162;-38.13080360867914
1739209917.1912246;-28.992665084841942
1739209917.191233;-45.120503652039325
1739209917.1912413;-45.120503652039325
1739209917.1912496;-45.120503652039325
1739209917.191258;-45.120503652039325
1739209917.191266;-45.120503652039325
1739209917.1912744;-38.13080360867914
1739209917.1912827;-38.13080360867914
1739209917.191291;-29.438486411369347
1739209917.1912994;-35.57807855764607
1739209917.1913075;-38.13080360867914
1739209917.191316;-45.120503652039325
1739209917.1913242;-38.13080360867914
1739209917.1913326;-45.120503652039325
1739209917.191341;-45.120503652039325
1739209917.1913493;-38.13080360867914
1739209917.1913574;-28.58837851428586
1739209917.1913657;-45.120503652039325
1739209917.191374;-38.13080360867914
1739209917.1913824;-35.57807855764607
1739209917.1913908;-33.981070128970906
1739209917.191399;-38.13080360867914
1739209917.1914072;-38.13080360867914
1739209917.1914155;-45.120503652039325
1739209917.191424;-31.141103565318915
1739209917.1914322;-38.13080360867914
1739209917.1914406;-38.13080360867914
1739209917.1914487;-45.120503652039325
1739209917.191457;-38.13080360867914
1739209917.1914654;-38.13080360867914
1739209917.1914737;-45.120503652039325
1739209917.191482;-35.57807855764607
1739209917.1914904;-33.981070128970906
1739209917.1914985;-45.120503652039325
1739209917.1915069;-45.120503652039325
1739209917.1915152;-45.120503652039325
1739209917.1915236;-38.13080360867914
1739209917.191532;-45.120503652039325
1739209917.1915402;-38.13080360867914
1739209917.1915483;-45.120503652039325
1739209917.1915567;-31.141103565318915
1739209917.191565;-33.981070128970906
1739209917.1915734;-45.120503652039325
1739209917.1915817;-45.120503652039325
1739209917.1915898;-33.981070128970906
1739209917.1915982;-45.120503652039325
1739209917.1916065;-38.13080360867914
1739209917.1916149;-33.981070128970906
1739209917.1916232;-45.120503652039325
1739209917.1916316;-45.120503652039325
1739209917.1916397;-45.120503652039325
1739209917.191648;-38.13080360867914
1739209917.1916564;-33.981070128970906
1739209917.1916647;-45.120503652039325
1739209917.191673;-38.13080360867914
1739209917.1916814;-35.57807855764607
1739209917.1916895;-38.13080360867914
1739209917.1916978;-35.57807855764607
1739209917.1917062;-38.13080360867914
1739209917.1917145;-45.120503652039325
1739209917.1917229;-45.120503652039325
1739209917.191731;-38.13080360867914
1739209917.1917393;-38.13080360867914
1739209917.1917477;-38.13080360867914
1739209917.191756;-35.57807855764607
1739209917.1917644;-38.13080360867914
1739209917.1917727;-45.120503652039325
1739209917.1917808;-38.13080360867914
1739209917.1917892;-38.13080360867914
1739209917.1917975;-38.13080360867914
1739209917.1918058;-38.13080360867914
1739209917.1918142;-33.981070128970906
1739209917.1918225;-45.120503652039325
1739209917.1918306;-38.13080360867914
1739209917.191839;-33.981070128970906
1739209917.1918473;-45.120503652039325
1739209917.1918557;-45.120503652039325
1739209917.191864;-38.13080360867914
1739209917.1918724;-38.13080360867914
1739209917.1918805;-45.120503652039325
1739209917.1918888;-31.141103565318915
1739209917.1918972;-26.991370085610722
1739209917.1919055;-45.120503652039325
1739209917.1919138;-45.120503652039325
1739209917.191922;-33.981070128970906
1739209917.1919303;-38.13080360867914
1739209917.1919386;-45.120503652039325
1739209917.191947;-45.120503652039325
1739209917.1919553;-45.120503652039325
1739209917.1919637;-45.120503652039325
1739209917.1919718;-38.13080360867914
1739209917.1919801;-45.120503652039325
1739209917.1919885;-45.120503652039325
1739209917.1919968;-35.57807855764607
1739209917.1920052;-38.13080360867914
1739209917.1920135;-45.120503652039325
1739209917.1920216;-38.13080360867914
1739209917.19203;-35.57807855764607
1739209917.1920383;-33.981070128970906
1739209917.1920466;-45.120503652039325
1739209917.192055;-45.120503652039325
1739209917.192063;-35.57807855764607
1739209917.1920714;-35.57807855764607
1739209917.1920798;-45.120503652039325
1739209917.1920881;-38.13080360867914
1739209917.1920965;-32.816014438256545
1739209917.1921048;-45.120503652039325
1739209917.192113;-45.120503652039325
1739209917.1921213;-38.13080360867914
1739209917.1921296;-38.13080360867914
1739209917.192138;-38.13080360867914
1739209917.1921463;-38.13080360867914
1739209917.1921546;-45.120503652039325
1739209917.1921628;-45.120503652039325
1739209917.192171;-38.13080360867914
1739209917.1921794;-45.120503652039325
1739209917.1921878;-45.120503652039325
1739209917.1921961;-33.981070128970906
1739209917.1922042;-38.13080360867914
1739209917.1922126;-45.120503652039325
1739209917.192221;-38.13080360867914
1739209917.1922293;-33.981070128970906
1739209917.1922376;-38.13080360867914
1739209917.192246;-45.120503652039325
1739209917.192254;-33.981070128970906
1739209917.1922624;-45.120503652039325
1739209917.1922708;-45.120503652039325
1739209917.192279;-45.120503652039325
1739209917.1922874;-45.120503652039325
1739209917.1922958;-45.120503652039325
1739209917.192304;-45.120503652039325
1739209917.1923122;-45.120503652039325
1739209917.1923206;-38.13080360867914
1739209917.192329;-35.57807855764607
1739209917.1923373;-38.13080360867914
1739209917.1923454;-45.120503652039325
1739209917.1923537;-38.13080360867914
1739209917.192362;-38.13080360867914
1739209917.1923704;-32.816014438256545
1739209917.1923788;-38.13080360867914
1739209917.192387;-38.13080360867914
1739209917.1923952;-45.120503652039325
1739209917.1924036;-38.13080360867914
1739209917.192412;-45.120503652039325
1739209917.1924202;-33.981070128970906
1739209917.1924286;-45.120503652039325
1739209917.192437;-38.13080360867914
1739209917.192445;-45.120503652039325
1739209917.1924534;-45.120503652039325
1739209917.1924617;-38.13080360867914
1739209917.19247;-45.120503652039325
1739209917.1924784;-38.13080360867914
1739209917.1924868;-38.13080360867914
1739209917.1924949;-38.13080360867914
1739209917.1925032;-38.13080360867914
1739209917.1925116;-45.120503652039325
1739209917.19252;-38.13080360867914
1739209917.1925282;-35.57807855764607
1739209917.1925364;-35.57807855764607
1739209917.1925447;-45.120503652039325
1739209917.192553;-38.13080360867914
1739209917.1925614;-32.816014438256545
1739209917.1925697;-32.816014438256545
1739209917.192578;-45.120503652039325
1739209917.1925862;-38.13080360867914
1739209917.1925945;-38.13080360867914
1739209917.1926029;-38.13080360867914
1739209917.1926112;-38.13080360867914
1739209917.1926196;-45.120503652039325
1739209917.192628;-38.13080360867914
1739209917.192636;-45.120503652039325
1739209917.1926444;-38.13080360867914
1739209917.1926527;-38.13080360867914
1739209917.192661;-30.49652367304973
1739209917.1926694;-32.816014438256545
1739209917.1926775;-45.120503652039325
1739209917.1926858;-33.981070128970906
1739209917.1926942;-38.13080360867914
1739209917.1927025;-28.992665084841942
1739209917.1927109;-38.13080360867914
1739209917.1927192;-38.13080360867914
1739209917.1927273;-45.120503652039325
