CAN Message; 0x150:06009e61a0e432e6
1739209668.0265257;-45.120503652039325
1739209668.0265343;-45.120503652039325
1739209668.026543;-45.120503652039325
1739209668.0265515;-32.816014438256545
1739209668.0265598;-45.120503652039325
1739209668.0265684;-45.120503652039325
1739209668.026577;-38.13080360867914
1739209668.0265856;-35.57807855764607
1739209668.0265942;-45.120503652039325
1739209668.0266027;-45.120503652039325
1739209668.0266113;-45.120503652039325
1739209668.02662;-45.120503652039325
1739209668.0266285;-38.13080360867914
1739209668.026637;-45.120503652039325
1739209668.0266457;-45.120503652039325
1739209668.0266542;-45.120503652039325
1739209668.0266628;-35.57807855764607
1739209668.0266714;-35.57807855764607
1739209668.0266798;-33.981070128970906
1739209668.0266883;-45.120503652039325
1739209668.026697;-45.120503652039325
1739209668.0267055;-45.120503652039325
1739209668.026714;-45.120503652039325
1739209668.0267227;-35.57807855764607
1739209668.0267313;-45.120503652039325
1739209668.0267398;-45.120503652039325
1739209668.0267484;-45.120503652039325
1739209668.026757;-33.981070128970906
1739209668.0267656;-38.13080360867914
1739209668.0267742;-45.120503652039325
1739209668.0267828;-45.120503652039325
1739209668.0267913;-45.120503652039325
1739209668.0267997;-45.120503652039325
1739209668.0268083;-45.120503652039325
1739209668.0268168;-45.120503652039325
1739209668.0268254;-45.120503652039325
1739209668.026834;-38.13080360867914
1739209668.0268426;-35.57807855764607
1739209668.0268512;-38.13080360867914
1739209668.0268598;-35.57807855764607
1739209668.0268683;-35.57807855764607
1739209668.026877;-35.57807855764607
1739209668.0268855;-38.13080360867914
1739209668.026894;-35.57807855764607
1739209668.0269027;-45.120503652039325
1739209668.0269113;-38.13080360867914
1739209668.0269196;-38.13080360867914
1739209668.0269282;-45.120503652039325
1739209668.0269368;-38.13080360867914
1739209668.0269454;-38.13080360867914
1739209668.026954;-45.120503652039325
1739209668.0269625;-45.120503652039325
1739209668.026971;-45.120503652039325
1739209668.0269797;-45.120503652039325
1739209668.0269883;-45.120503652039325
1739209668.0269969;-38.13080360867914
1739209668.0270054;-38.13080360867914
1739209668.027014;-38.13080360867914
1739209668.0270226;-35.57807855764607
1739209668.0270312;-38.13080360867914
1739209668.0270398;-45.120503652039325
1739209668.027048;-38.13080360867914
1739209668.0270567;-38.13080360867914
1739209668.0270653;-29.438486411369333
1739209668.0270739;-38.13080360867914
1739209668.0270824;-35.57807855764607
1739209668.027091;-45.120503652039325
1739209668.0270996;-38.13080360867914
1739209668.0271082;-45.120503652039325
1739209668.0271168;-45.120503652039325
1739209668.0271254;-45.120503652039325
1739209668.027134;-38.13080360867914
1739209668.0271425;-45.120503652039325
1739209668.027151;-38.13080360867914
1739209668.0271597;-38.13080360867914
1739209668.027168;-45.120503652039325
1739209668.0271766;-45.120503652039325
1739209668.0271852;-45.120503652039325
1739209668.0271938;-45.120503652039325
1739209668.0272024;-33.981070128970906
1739209668.027211;-38.13080360867914
1739209668.0272195;-45.120503652039325
1739209668.027228;-45.120503652039325
1739209668.0272367;-35.57807855764607
1739209668.0272453;-38.13080360867914
1739209668.0272539;-45.120503652039325
1739209668.0272624;-45.120503652039325
1739209668.027271;-33.981070128970906
1739209668.0272796;-35.57807855764607
1739209668.027288;-38.13080360867914
1739209668.0272965;-45.120503652039325
1739209668.0273051;-33.981070128970906
1739209668.0273137;-38.13080360867914
1739209668.0273223;-45.120503652039325
1739209668.0273309;-38.13080360867914
1739209668.0273395;-33.981070128970956
1739209668.027348;-45.120503652039325
1739209668.0273566;-33.981070128970906
1739209668.0273652;-33.981070128970906
1739209668.0273738;-45.120503652039325
1739209668.0273824;-38.13080360867914
1739209668.027391;-35.57807855764607
1739209668.0273995;-38.13080360867914
1739209668.027408;-33.981070128970906
1739209668.0274165;-33.981070128970906
1739209668.027425;-38.13080360867914
1739209668.0274336;-45.120503652039325
1739209668.0274422;-45.120503652039325
1739209668.0274508;-45.120503652039325
1739209668.0274594;-45.120503652039325
1739209668.027468;-38.13080360867914
1739209668.0274765;-32.816014438256545
1739209668.0274851;-38.13080360867914
1739209668.0274937;-45.120503652039325
1739209668.0275023;-45.120503652039325
1739209668.027511;-35.57807855764607
1739209668.0275195;-45.120503652039325
1739209668.0275278;-45.120503652039325
1739209668.0275364;-35.57807855764607
1739209668.027545;-38.13080360867914
1739209668.0275536;-45.120503652039325
1739209668.0275621;-45.120503652039325
1739209668.0275707;-38.13080360867914
1739209668.0275793;-38.13080360867914
1739209668.027588;-45.120503652039325
1739209668.0275965;-45.120503652039325
1739209668.027605;-45.120503652039325
1739209668.0276136;-33.981070128970906
1739209668.0276222;-33.981070128970906
1739209668.0276308;-38.13080360867914
1739209668.0276394;-38.13080360867914
1739209668.027648;-38.13080360867914
1739209668.0276563;-35.57807855764607
1739209668.027665;-45.120503652039325
1739209668.0276735;-38.13080360867914
1739209668.027682;-38.13080360867914
1739209668.0276906;-45.120503652039325
1739209668.0276992;-45.120503652039325
1739209668.0277078;-38.13080360867914
1739209668.0277164;-38.13080360867914
1739209668.027725;-45.120503652039325
1739209668.0277336;-45.120503652039325
1739209668.0277421;-33.981070128970906
1739209668.0277507;-32.816014438256545
1739209668.0277593;-33.981070128970906
1739209668.027768;-45.120503652039325
1739209668.0277762;-35.57807855764607
1739209668.0277848;-45.120503652039325
1739209668.0277934;-38.13080360867914
1739209668.027802;-45.120503652039325
1739209668.0278106;-33.981070128970906
1739209668.0278192;-38.13080360867914
1739209668.0278277;-35.57807855764607
1739209668.0278363;-38.13080360867914
1739209668.027845;-45.120503652039325
1739209668.0278535;-33.981070128970906
1739209668.027862;-31.141103565318915
1739209668.0278707;-45.120503652039325
1739209668.0278792;-33.981070128970906
1739209668.0278878;-38.13080360867914
1739209668.0278962;-45.120503652039325
1739209668.0279047;-45.120503652039325
1739209668.0279133;-38.13080360867914
1739209668.027922;-35.57807855764607
1739209668.0279305;-38.13080360867914
1739209668.027939;-45.120503652039325
1739209668.0279477;-38.13080360867914
1739209668.0279562;-45.120503652039325
1739209668.0279648;-38.13080360867914
1739209668.0279734;-38.13080360867914
1739209668.027982;-45.120503652039325
1739209668.0279906;-38.13080360867914
1739209668.0279992;-33.981070128970906
1739209668.0280077;-38.13080360867914
1739209668.028016;-38.13080360867914
1739209668.0280247;-38.13080360867914
1739209668.0280333;-45.120503652039325
1739209668.0280418;-45.120503652039325
1739209668.0280504;-38.13080360867914
1739209668.028059;-35.57807855764607
1739209668.0280676;-38.13080360867914
1739209668.0280762;-45.120503652039325
1739209668.0280848;-38.13080360867914
1739209668.0280933;-45.120503652039325
1739209668.028102;-38.13080360867914
1739209668.0281105;-38.13080360867914
1739209668.028119;-38.13080360867914
1739209668.0281277;-38.13080360867914
1739209668.0281363;-38.13080360867914
1739209668.0281446;-38.13080360867914
1739209668.0281532;-38.13080360867914
1739209668.0281618;-38.13080360867914
1739209668.0281703;-45.120503652039325
1739209668.028179;-45.120503652039325
1739209668.0281875;-38.13080360867914
1739209668.028196;-35.57807855764607
1739209668.0282047;-38.13080360867914
1739209668.0282133;-45.120503652039325
1739209668.0282218;-38.13080360867914
1739209668.0282304;-38.13080360867914
1739209668.028239;-45.120503652039325
1739209668.0282476;-45.120503652039325
1739209668.0282562;-38.13080360867914
1739209668.0282645;-45.120503652039325
1739209668.028273;-35.57807855764607
1739209668.0282817;-38.13080360867914
1739209668.0282903;-38.13080360867914
1739209668.0282989;-35.57807855764607
1739209668.0283074;-33.981070128970906
1739209668.028316;-35.57807855764607
1739209668.0283246;-45.120503652039325
1739209668.0283332;-35.57807855764607
1739209668.0283418;-45.120503652039325
1739209668.0283504;-45.120503652039325
1739209668.028359;-38.13080360867914
1739209668.0283675;-35.57807855764607
1739209668.028376;-45.120503652039325
1739209668.0283844;-35.57807855764607
1739209668.028393;-33.981070128970906
1739209668.0284016;-38.13080360867914
1739209668.0284102;-35.57807855764607
1739209668.0284188;-45.120503652039325
1739209668.0284274;-35.57807855764607
1739209668.028436;-38.13080360867914
1739209668.0284445;-33.981070128970906
1739209668.028453;-29.438486411369333
1739209668.0284617;-33.981070128970906
1739209668.0284703;-35.57807855764607
1739209668.0284789;-38.13080360867914
1739209668.0284874;-35.57807855764607
1739209668.028496;-38.13080360867914
1739209668.0285044;-38.13080360867914
1739209668.028513;-38.13080360867914
1739209668.0285215;-32.81601443825658
1739209668.0285301;-38.13080360867914
1739209668.0285387;-35.57807855764607
1739209668.0285473;-38.13080360867914
1739209668.0285559;-45.120503652039325
1739209668.0285645;-38.13080360867914
1739209668.028573;-35.57807855764607
1739209668.0285816;-38.13080360867914
1739209668.0285902;-38.13080360867914
1739209668.0285988;-38.13080360867914
1739209668.0286074;-38.13080360867914
1739209668.028616;-38.13080360867914
1739209668.0286245;-38.13080360867914
1739209668.0286329;-38.13080360867914
1739209668.0286415;-38.13080360867914
1739209668.02865;-45.120503652039325
1739209668.0286586;-45.120503652039325
1739209668.0286672;-38.13080360867914
1739209668.0286758;-35.57807855764607
1739209668.0286844;-38.13080360867914
1739209668.028693;-45.120503652039325
1739209668.0287015;-38.13080360867914
1739209668.0287101;-35.57807855764607
1739209668.0287187;-38.13080360867914
1739209668.0287273;-45.120503652039325
1739209668.0287359;-38.13080360867914
1739209668.0287445;-35.57807855764607
1739209668.0287528;-45.120503652039325
1739209668.0287614;-45.120503652039325
1739209668.02877;-45.120503652039325
1739209668.0287786;-38.13080360867914
1739209668.0287871;-38.13080360867914
1739209668.0287957;-28.58837851428586
1739209668.0288043;-33.981070128970906
1739209668.028813;-45.120503652039325
1739209668.0288215;-38.13080360867914
1739209668.02883;-35.57807855764607
1739209668.0288386;-38.13080360867914
1739209668.0288472;-38.13080360867914
1739209668.0288558;-38.13080360867914
1739209668.0288644;-38.13080360867914
1739209668.0288727;-45.120503652039325
1739209668.0288813;-38.13080360867914
1739209668.02889;-38.13080360867914
1739209668.0288985;-45.120503652039325
1739209668.028907;-38.13080360867914
1739209668.0289156;-35.57807855764607
1739209668.0289242;-45.120503652039325
1739209668.0289328;-33.981070128970906
1739209668.0289414;-35.57807855764607
1739209668.02895;-45.120503652039325
1739209668.0289586;-33.981070128970906
1739209668.0289671;-45.120503652039325
1739209668.0289757;-38.13080360867914
1739209668.0289843;-38.13080360867914
1739209668.0289927;-38.13080360867914
1739209668.0290012;-45.120503652039325
1739209668.0290098;-38.13080360867914
1739209668.0290184;-38.13080360867914
1739209668.029027;-38.13080360867914
1739209668.0290356;-33.981070128970906
1739209668.0290442;-35.57807855764607
1739209668.0290527;-45.120503652039325
1739209668.0290613;-45.120503652039325
1739209668.02907;-45.120503652039325
1739209668.0290785;-45.120503652039325
1739209668.029087;-38.13080360867914
1739209668.0290956;-38.13080360867914
1739209668.0291042;-45.120503652039325
1739209668.0291126;-45.120503652039325
1739209668.0291212;-33.981070128970906
1739209668.0291297;-45.120503652039325
1739209668.0291383;-38.13080360867914
1739209668.029147;-35.57807855764607
1739209668.0291555;-35.57807855764607
1739209668.029164;-45.120503652039325
1739209668.0291727;-38.13080360867914
1739209668.0291812;-35.57807855764607
1739209668.0291898;-35.57807855764607
1739209668.0291984;-45.120503652039325
1739209668.029207;-38.13080360867914
1739209668.0292156;-38.13080360867914
1739209668.0292242;-38.13080360867914
1739209668.0292327;-38.13080360867914
1739209668.029241;-45.120503652039325
1739209668.0292497;-45.120503652039325
1739209668.0292583;-45.120503652039325
1739209668.0292668;-38.13080360867914
1739209668.0292754;-38.13080360867914
1739209668.029284;-38.13080360867914
1739209668.0292926;-45.120503652039325
1739209668.0293012;-45.120503652039325
1739209668.0293097;-35.57807855764607
1739209668.0293183;-35.57807855764607
1739209668.029327;-45.120503652039325
1739209668.0293355;-45.120503652039325
1739209668.029344;-45.120503652039325
1739209668.0293527;-38.13080360867914
1739209668.029361;-45.120503652039325
1739209668.0293696;-38.13080360867914
1739209668.0293782;-38.13080360867914
1739209668.0293868;-38.13080360867914
1739209668.0293953;-38.13080360867914
1739209668.029404;-38.13080360867914
1739209668.0294125;-38.13080360867914
1739209668.029421;-38.13080360867914
1739209668.0294297;-45.120503652039325
1739209668.0294383;-45.120503652039325
1739209668.0294468;-38.13080360867914
1739209668.0294554;-32.816014438256545
1739209668.029464;-38.13080360867914
1739209668.0294726;-38.13080360867914
1739209668.029481;-35.57807855764607
1739209668.0294895;-45.120503652039325
1739209668.029498;-45.120503652039325
1739209668.0295067;-38.13080360867914
1739209668.0295153;-32.816014438256545
1739209668.0295238;-38.13080360867914
1739209668.0295324;-45.120503652039325
1739209668.029541;-45.120503652039325
1739209668.0346565;-45.120503652039325
1739209668.034658;-38.13080360867914
1739209668.0346594;-38.13080360867914
1739209668.034661;-31.141103565318915
1739209668.0346625;-33.981070128970906
1739209668.034664;-45.120503652039325
1739209668.0346653;-38.13080360867914
1739209668.0346668;-33.981070128970906
1739209668.0346682;-38.13080360867914
1739209668.0346696;-38.13080360867914
1739209668.034671;-38.13080360867914
1739209668.0346727;-33.981070128970906
1739209668.0346742;-33.981070128970906
1739209668.0346756;-45.120503652039325
1739209668.034677;-38.13080360867914
1739209668.0346785;-38.13080360867914
1739209668.03468;-45.120503652039325
1739209668.0346813;-45.120503652039325
1739209668.034683;-38.13080360867914
1739209668.0346844;-33.981070128970906
1739209668.0346859;-33.981070128970906
1739209668.0346873;-38.13080360867914
1739209668.0346887;-38.13080360867914
1739209668.0346901;-35.57807855764607
1739209668.0346916;-32.816014438256545
1739209668.034693;-38.13080360867914
1739209668.0346947;-38.13080360867914
1739209668.034696;-38.13080360867914
1739209668.0346975;-33.981070128970906
1739209668.034699;-33.981070128970906
1739209668.0347004;-45.120503652039325
1739209668.0347018;-45.120503652039325
1739209668.0347033;-45.120503652039325
1739209668.0347047;-38.13080360867914
1739209668.0347064;-38.13080360867914
1739209668.0347078;-45.120503652039325
1739209668.0347092;-45.120503652039325
1739209668.0347106;-38.13080360867914
1739209668.034712;-45.120503652039325
1739209668.0347135;-38.13080360867914
1739209668.034715;-38.13080360867914
1739209668.0347166;-38.13080360867914
1739209668.034718;-38.13080360867914
1739209668.0347195;-45.120503652039325
1739209668.034721;-38.13080360867914
1739209668.0347223;-38.13080360867914
1739209668.0347238;-45.120503652039325
1739209668.0347252;-45.120503652039325
1739209668.0347266;-38.13080360867914
1739209668.0347283;-38.13080360867914
1739209668.0347297;-45.120503652039325
1739209668.0347311;-45.120503652039325
1739209668.0347326;-38.13080360867914
1739209668.034734;-35.57807855764607
1739209668.0347354;-45.120503652039325
1739209668.0347369;-38.13080360867914
1739209668.0347385;-45.120503652039325
1739209668.03474;-38.13080360867914
1739209668.0347414;-38.13080360867914
1739209668.0347428;-45.120503652039325
1739209668.0347443;-33.981070128970906
1739209668.0347457;-38.13080360867914
1739209668.0347471;-45.120503652039325
1739209668.0347486;-45.120503652039325
1739209668.0347502;-38.13080360867914
1739209668.0347517;-38.13080360867914
1739209668.034753;-38.13080360867914
1739209668.0347545;-38.13080360867914
1739209668.034756;-38.13080360867914
1739209668.0347574;-35.57807855764607
1739209668.0347588;-45.120503652039325
1739209668.0347602;-45.120503652039325
1739209668.034762;-38.13080360867914
1739209668.0347633;-45.120503652039325
1739209668.0347648;-38.13080360867914
1739209668.0347662;-45.120503652039325
1739209668.0347676;-45.120503652039325
1739209668.034769;-45.120503652039325
1739209668.0347705;-45.120503652039325
1739209668.0347722;-45.120503652039325
1739209668.0347736;-33.981070128970906
1739209668.034775;-38.13080360867914
1739209668.0347764;-38.13080360867914
1739209668.0347779;-45.120503652039325
1739209668.0347793;-32.816014438256545
1739209668.0347807;-32.816014438256545
1739209668.0347822;-45.120503652039325
1739209668.0347838;-45.120503652039325
1739209668.0347853;-38.13080360867914
1739209668.0347867;-32.816014438256545
1739209668.0347881;-45.120503652039325
1739209668.0347896;-38.13080360867914
1739209668.034791;-45.120503652039325
1739209668.0347924;-45.120503652039325
1739209668.034794;-38.13080360867914
1739209668.0347955;-38.13080360867914
1739209668.034797;-45.120503652039325
1739209668.0347984;-38.13080360867914
1739209668.0347998;-38.13080360867914
1739209668.0348012;-38.13080360867914
1739209668.0348027;-45.120503652039325
1739209668.034804;-45.120503652039325
1739209668.0348058;-38.13080360867914
1739209668.0348072;-45.120503652039325
1739209668.0348086;-38.13080360867914
1739209668.03481;-45.120503652039325
1739209668.0348115;-35.57807855764607
1739209668.034813;-33.981070128970906
1739209668.0348144;-32.816014438256545
1739209668.034816;-28.21854285175415
1739209668.0348175;-38.13080360867914
1739209668.034819;-38.13080360867914
1739209668.0348203;-38.13080360867914
1739209668.0348217;-45.120503652039325
1739209668.0348232;-38.13080360867914
1739209668.0348246;-31.141103565318893
1739209668.034826;-45.120503652039325
1739209668.0348277;-38.13080360867914
1739209668.0348291;-33.981070128970906
1739209668.0348306;-32.816014438256545
1739209668.034832;-45.120503652039325
1739209668.0348334;-45.120503652039325
1739209668.0348349;-35.57807855764607
1739209668.0348363;-38.13080360867914
1739209668.0348377;-38.13080360867914
1739209668.0348394;-35.57807855764607
1739209668.0348408;-45.120503652039325
1739209668.0348423;-38.13080360867914
1739209668.0348437;-35.57807855764607
1739209668.034845;-38.13080360867914
1739209668.0348465;-45.120503652039325
1739209668.034848;-45.120503652039325
1739209668.0348496;-38.13080360867914
1739209668.034851;-38.13080360867914
1739209668.0348525;-38.13080360867914
1739209668.034854;-45.120503652039325
1739209668.0348554;-45.120503652039325
1739209668.0348568;-38.13080360867914
1739209668.0348582;-45.120503652039325
1739209668.0348597;-45.120503652039325
1739209668.0348613;-45.120503652039325
1739209668.0348628;-38.13080360867914
1739209668.0348642;-38.13080360867914
1739209668.0348656;-35.57807855764607
1739209668.034867;-45.120503652039325
1739209668.0348685;-45.120503652039325
1739209668.03487;-45.120503652039325
1739209668.0348716;-38.13080360867914
1739209668.034873;-38.13080360867914
1739209668.0348744;-27.8777449560314
1739209668.0348759;-38.13080360867914
1739209668.0348773;-38.13080360867914
1739209668.0348787;-45.120503652039325
1739209668.0348802;-38.13080360867914
1739209668.0348816;-33.981070128970906
1739209668.0348833;-45.120503652039325
1739209668.0348847;-45.120503652039325
1739209668.0348861;-31.141103565318943
1739209668.0348876;-45.120503652039325
1739209668.034889;-45.120503652039325
1739209668.0348904;-45.120503652039325
1739209668.0348918;-45.120503652039325
1739209668.0348933;-35.57807855764607
1739209668.034895;-38.13080360867914
1739209668.0348964;-45.120503652039325
1739209668.0348978;-28.992665084841942
1739209668.0348992;-38.13080360867914
1739209668.0349007;-45.120503652039325
1739209668.034902;-38.13080360867914
1739209668.0349035;-35.57807855764607
1739209668.0349052;-45.120503652039325
1739209668.0349066;-38.13080360867914
1739209668.034908;-45.120503652039325
1739209668.0349095;-45.120503652039325
1739209668.034911;-45.120503652039325
1739209668.0349123;-38.13080360867914
1739209668.0349138;-45.120503652039325
1739209668.0349152;-45.120503652039325
1739209668.0349169;-38.13080360867914
1739209668.0349183;-45.120503652039325
1739209668.0349197;-38.13080360867914
1739209668.0349212;-30.49652367304973
1739209668.0349226;-38.13080360867914
1739209668.034924;-45.120503652039325
1739209668.0349255;-45.120503652039325
1739209668.0349271;-35.57807855764607
1739209668.0349286;-45.120503652039325
1739209668.03493;-45.120503652039325
1739209668.0349314;-38.13080360867914
1739209668.0349329;-38.13080360867914
1739209668.0349343;-38.13080360867914
1739209668.0349357;-45.120503652039325
1739209668.0349371;-38.13080360867914
1739209668.0349388;-45.120503652039325
1739209668.0349402;-45.120503652039325
1739209668.0349417;-38.13080360867914
1739209668.034943;-38.13080360867914
1739209668.0349445;-33.981070128970906
1739209668.034946;-38.13080360867914
1739209668.0349474;-45.120503652039325
1739209668.0349488;-35.57807855764607
1739209668.0349505;-35.57807855764607
1739209668.034952;-45.120503652039325
1739209668.0349534;-45.120503652039325
1739209668.0349548;-38.13080360867914
1739209668.0349562;-38.13080360867914
1739209668.0349576;-38.13080360867914
1739209668.034959;-45.120503652039325
1739209668.0349607;-45.120503652039325
1739209668.0349622;-38.13080360867914
1739209668.0349636;-35.57807855764607
1739209668.034965;-38.13080360867914
1739209668.0349665;-35.57807855764607
1739209668.034968;-38.13080360867914
1739209668.0295496;-33.981070128970906
1739209668.0295582;-38.13080360867914
1739209668.0295668;-33.981070128970956
1739209668.0295753;-45.120503652039325
1739209668.029584;-45.120503652039325
1739209668.0295925;-45.120503652039325
1739209668.0296009;-45.120503652039325
1739209668.0296094;-33.981070128970906
1739209668.029618;-45.120503652039325
1739209668.0296266;-38.13080360867914
1739209668.0296352;-38.13080360867914
1739209668.0296438;-45.120503652039325
1739209668.0296524;-38.13080360867914
1739209668.029661;-38.13080360867914
1739209668.0296695;-45.120503652039325
1739209668.029678;-38.13080360867914
1739209668.0296867;-35.57807855764607
1739209668.0296953;-45.120503652039325
1739209668.0297039;-45.120503652039325
1739209668.0297124;-38.13080360867914
1739209668.0297208;-38.13080360867914
1739209668.0297294;-45.120503652039325
1739209668.029738;-45.120503652039325
1739209668.0297465;-45.120503652039325
1739209668.029755;-38.13080360867914
1739209668.0297637;-38.13080360867914
1739209668.0297723;-35.57807855764607
1739209668.0297809;-35.57807855764607
1739209668.0297894;-35.57807855764607
1739209668.029798;-38.13080360867914
1739209668.0298066;-38.13080360867914
1739209668.0298152;-45.120503652039325
1739209668.0298238;-38.13080360867914
1739209668.0298324;-45.120503652039325
1739209668.029841;-45.120503652039325
1739209668.0298493;-45.120503652039325
1739209668.0298579;-38.13080360867914
1739209668.0298665;-38.13080360867914
1739209668.029875;-45.120503652039325
1739209668.0298836;-45.120503652039325
1739209668.0298922;-45.120503652039325
1739209668.0299008;-38.13080360867914
1739209668.0299094;-38.13080360867914
1739209668.029918;-38.13080360867914
1739209668.0299265;-35.57807855764607
1739209668.0299351;-38.13080360867914
1739209668.0299437;-38.13080360867914
1739209668.0299523;-38.13080360867914
1739209668.0299609;-38.13080360867914
1739209668.0299692;-45.120503652039325
1739209668.0299778;-45.120503652039325
1739209668.0299864;-33.981070128970906
1739209668.029995;-32.816014438256545
1739209668.0300035;-38.13080360867914
1739209668.0300121;-45.120503652039325
1739209668.0300207;-33.981070128970906
1739209668.0300293;-32.816014438256545
1739209668.0300379;-45.120503652039325
1739209668.0300465;-45.120503652039325
1739209668.030055;-33.981070128970906
1739209668.0300636;-45.120503652039325
1739209668.0300722;-45.120503652039325
1739209668.0300808;-38.13080360867914
1739209668.0300891;-38.13080360867914
1739209668.0300977;-38.13080360867914
1739209668.0301063;-38.13080360867914
1739209668.030115;-35.57807855764607
1739209668.0301235;-45.120503652039325
1739209668.030132;-38.13080360867914
1739209668.0301406;-45.120503652039325
1739209668.0301492;-45.120503652039325
1739209668.0301578;-38.13080360867914
1739209668.0301664;-33.981070128970906
1739209668.030175;-38.13080360867914
1739209668.0301836;-33.981070128970956
1739209668.0301921;-45.120503652039325
1739209668.0302007;-45.120503652039325
1739209668.030209;-45.120503652039325
1739209668.0302176;-45.120503652039325
1739209668.0302262;-45.120503652039325
1739209668.0302348;-38.13080360867914
1739209668.0302434;-35.57807855764607
1739209668.030252;-27.8777449560314
1739209668.0302606;-38.13080360867914
1739209668.0302691;-38.13080360867914
1739209668.0302777;-45.120503652039325
1739209668.0302863;-32.816014438256545
1739209668.030295;-38.13080360867914
1739209668.0303035;-38.13080360867914
1739209668.030312;-38.13080360867914
1739209668.0303206;-38.13080360867914
1739209668.0303292;-45.120503652039325
1739209668.0303376;-38.13080360867914
1739209668.0303462;-45.120503652039325
1739209668.0303547;-45.120503652039325
1739209668.0303633;-35.57807855764607
1739209668.030372;-35.57807855764607
1739209668.0303805;-45.120503652039325
1739209668.030389;-38.13080360867914
1739209668.0303977;-38.13080360867914
1739209668.0304062;-45.120503652039325
1739209668.0304148;-45.120503652039325
1739209668.0304234;-45.120503652039325
1739209668.030432;-45.120503652039325
1739209668.0304406;-45.120503652039325
1739209668.0304492;-38.13080360867914
1739209668.0304575;-29.438486411369333
1739209668.030466;-35.57807855764607
1739209668.0304747;-45.120503652039325
1739209668.0304832;-45.120503652039325
1739209668.0304918;-45.120503652039325
1739209668.0305004;-38.13080360867914
1739209668.030509;-45.120503652039325
1739209668.0305176;-33.981070128970906
1739209668.0305262;-33.981070128970956
1739209668.0305347;-45.120503652039325
1739209668.0305433;-33.981070128970906
1739209668.030552;-45.120503652039325
1739209668.0305605;-45.120503652039325
1739209668.030569;-45.120503652039325
1739209668.0305774;-33.981070128970906
1739209668.030586;-45.120503652039325
1739209668.0305946;-28.992665084841942
1739209668.0306032;-33.981070128970906
1739209668.0306118;-45.120503652039325
1739209668.0306203;-38.13080360867914
1739209668.030629;-38.13080360867914
1739209668.0306375;-38.13080360867914
1739209668.030646;-45.120503652039325
1739209668.0306547;-38.13080360867914
1739209668.0306633;-45.120503652039325
1739209668.0306718;-33.981070128970906
1739209668.0306804;-38.13080360867914
1739209668.030689;-35.57807855764607
1739209668.0306973;-38.13080360867914
1739209668.030706;-38.13080360867914
1739209668.0307145;-38.13080360867914
1739209668.030723;-45.120503652039325
1739209668.0307317;-45.120503652039325
1739209668.0307403;-38.13080360867914
1739209668.0307488;-38.13080360867914
1739209668.0307574;-38.13080360867914
1739209668.030766;-38.13080360867914
1739209668.0307746;-45.120503652039325
