CAN Message; 0x77:e8b6757a8166cfa9
1739209740.041466;-45.120503652039325
1739209740.041469;-45.120503652039325
1739209740.0414724;-31.141103565318943
1739209740.0414755;-45.120503652039325
1739209740.0414789;-38.13080360867914
1739209740.041482;-38.13080360867914
1739209740.0414853;-45.120503652039325
1739209740.0414884;-45.120503652039325
1739209740.0414917;-45.120503652039325
1739209740.0414948;-38.13080360867914
1739209740.0414982;-27.267205301931607
1739209740.0415013;-38.13080360867914
1739209740.0415046;-45.120503652039325
1739209740.0415077;-38.13080360867914
1739209740.041511;-45.120503652039325
1739209740.0415142;-45.120503652039325
1739209740.0415175;-45.120503652039325
1739209740.0415206;-45.120503652039325
1739209740.041524;-33.981070128970956
1739209740.041527;-45.120503652039325
1739209740.0415304;-45.120503652039325
1739209740.0415335;-33.981070128970906
1739209740.0415368;-45.120503652039325
1739209740.04154;-45.120503652039325
1739209740.0415432;-38.13080360867914
1739209740.0415463;-38.13080360867914
1739209740.0415497;-27.267205301931607
1739209740.0415528;-38.13080360867914
1739209740.0415561;-45.120503652039325
1739209740.0415592;-33.981070128970906
1739209740.0415626;-33.981070128970906
1739209740.0415657;-38.13080360867914
1739209740.041569;-45.120503652039325
1739209740.041572;-38.13080360867914
1739209740.0415752;-35.57807855764607
1739209740.0415785;-33.981070128970906
1739209740.0415816;-45.120503652039325
1739209740.041585;-45.120503652039325
1739209740.041588;-38.13080360867914
1739209740.0415914;-45.120503652039325
1739209740.0415945;-45.120503652039325
1739209740.0415978;-45.120503652039325
1739209740.041601;-33.981070128970906
1739209740.0416043;-38.13080360867914
1739209740.0416074;-45.120503652039325
1739209740.0416107;-38.13080360867914
1739209740.0416138;-38.13080360867914
1739209740.0416172;-45.120503652039325
1739209740.0416203;-45.120503652039325
1739209740.0416236;-45.120503652039325
1739209740.0416267;-38.13080360867914
1739209740.04163;-35.57807855764607
1739209740.0416331;-33.981070128970906
1739209740.0416365;-45.120503652039325
1739209740.0416396;-38.13080360867914
1739209740.041643;-38.13080360867914
1739209740.041646;-45.120503652039325
1739209740.0416493;-45.120503652039325
1739209740.0416524;-38.13080360867914
1739209740.0416558;-33.981070128970906
1739209740.0416589;-45.120503652039325
1739209740.0416622;-45.120503652039325
1739209740.0416653;-45.120503652039325
1739209740.0416687;-45.120503652039325
1739209740.0416718;-45.120503652039325
1739209740.041675;-45.120503652039325
1739209740.0416782;-45.120503652039325
1739209740.0416815;-45.120503652039325
1739209740.0416846;-38.13080360867914
1739209740.041688;-38.13080360867914
1739209740.041691;-45.120503652039325
1739209740.0416944;-35.57807855764607
1739209740.0416975;-38.13080360867914
1739209740.0417008;-45.120503652039325
1739209740.041704;-38.13080360867914
1739209740.0417073;-31.141103565318915
1739209740.0417104;-45.120503652039325
1739209740.0417137;-45.120503652039325
1739209740.0417168;-38.13080360867914
1739209740.0417202;-45.120503652039325
1739209740.0417233;-45.120503652039325
1739209740.0417264;-33.981070128970906
1739209740.0417297;-38.13080360867914
1739209740.0417328;-32.81601443825658
1739209740.0417361;-45.120503652039325
1739209740.0417392;-33.981070128970906
1739209740.0417426;-38.13080360867914
1739209740.0417457;-33.981070128970906
1739209740.041749;-38.13080360867914
1739209740.041752;-45.120503652039325
1739209740.0417554;-35.57807855764607
1739209740.0417585;-31.141103565318915
1739209740.0417619;-35.57807855764607
1739209740.041765;-35.57807855764607
1739209740.0417683;-35.57807855764607
1739209740.0417714;-38.13080360867914
1739209740.0417747;-45.120503652039325
1739209740.0417778;-33.981070128970906
1739209740.0417812;-38.13080360867914
1739209740.0417843;-32.81601443825658
1739209740.0417876;-45.120503652039325
1739209740.0417907;-45.120503652039325
1739209740.041794;-38.13080360867914
1739209740.0417972;-35.57807855764607
1739209740.0418005;-45.120503652039325
1739209740.0418036;-45.120503652039325
1739209740.041807;-33.981070128970906
1739209740.04181;-27.267205301931607
1739209740.0418134;-45.120503652039325
1739209740.0418165;-45.120503652039325
1739209740.0418198;-45.120503652039325
1739209740.041823;-33.981070128970906
1739209740.0418262;-45.120503652039325
1739209740.0418293;-38.13080360867914
1739209740.0418327;-45.120503652039325
1739209740.0418358;-38.13080360867914
1739209740.0418391;-38.13080360867914
1739209740.0418422;-45.120503652039325
1739209740.0418456;-45.120503652039325
1739209740.0418487;-45.120503652039325
1739209740.041852;-45.120503652039325
1739209740.041855;-38.13080360867914
1739209740.0418584;-38.13080360867914
1739209740.0418615;-32.816014438256545
1739209740.0418649;-38.13080360867914
1739209740.041868;-45.120503652039325
1739209740.0418713;-45.120503652039325
1739209740.0418744;-45.120503652039325
1739209740.0418775;-45.120503652039325
1739209740.0418808;-35.57807855764607
1739209740.041884;-35.57807855764607
1739209740.0418873;-45.120503652039325
1739209740.0418904;-45.120503652039325
1739209740.0418937;-38.13080360867914
1739209740.0418968;-38.13080360867914
1739209740.0419002;-45.120503652039325
1739209740.0419033;-45.120503652039325
1739209740.0419066;-38.13080360867914
1739209740.0419097;-38.13080360867914
1739209740.041913;-45.120503652039325
1739209740.0419161;-45.120503652039325
1739209740.0419195;-38.13080360867914
1739209740.0419226;-45.120503652039325
1739209740.041926;-45.120503652039325
1739209740.041929;-45.120503652039325
1739209740.0419323;-45.120503652039325
1739209740.0419354;-38.13080360867914
1739209740.0419388;-38.13080360867914
1739209740.041942;-45.120503652039325
1739209740.0419452;-38.13080360867914
1739209740.0419483;-45.120503652039325
1739209740.0419517;-38.13080360867914
1739209740.0419548;-38.13080360867914
1739209740.041958;-45.120503652039325
1739209740.0419612;-45.120503652039325
1739209740.0419645;-45.120503652039325
1739209740.0419676;-45.120503652039325
1739209740.041971;-35.57807855764607
1739209740.041974;-38.13080360867914
1739209740.0419774;-45.120503652039325
1739209740.0419805;-38.13080360867914
1739209740.0419838;-45.120503652039325
1739209740.041987;-45.120503652039325
1739209740.0419903;-32.816014438256545
1739209740.0419934;-35.57807855764607
1739209740.0419967;-38.13080360867914
1739209740.0419998;-38.13080360867914
1739209740.0420032;-33.981070128970906
1739209740.0420063;-38.13080360867914
1739209740.0420096;-38.13080360867914
1739209740.0420127;-45.120503652039325
1739209740.042016;-45.120503652039325
1739209740.0420191;-38.13080360867914
1739209740.0420225;-38.13080360867914
1739209740.0420256;-45.120503652039325
1739209740.0420287;-45.120503652039325
1739209740.042032;-38.13080360867914
1739209740.042035;-45.120503652039325
1739209740.0420384;-45.120503652039325
1739209740.0420415;-35.57807855764607
1739209740.0420449;-35.57807855764607
1739209740.042048;-45.120503652039325
1739209740.0420513;-45.120503652039325
1739209740.0420544;-38.13080360867914
1739209740.0420578;-38.13080360867914
1739209740.0420609;-45.120503652039325
1739209740.0420642;-38.13080360867914
1739209740.0420673;-38.13080360867914
1739209740.0420706;-45.120503652039325
1739209740.0420737;-45.120503652039325
1739209740.042077;-45.120503652039325
1739209740.0420802;-45.120503652039325
1739209740.0420835;-33.981070128970906
1739209740.0420866;-38.13080360867914
1739209740.04209;-38.13080360867914
1739209740.042093;-32.816014438256545
1739209740.0420964;-38.13080360867914
1739209740.0420995;-38.13080360867914
1739209740.0421028;-38.13080360867914
1739209740.042106;-45.120503652039325
1739209740.0421093;-38.13080360867914
1739209740.0421124;-45.120503652039325
1739209740.0421157;-35.57807855764607
1739209740.0421188;-45.120503652039325
1739209740.0421221;-38.13080360867914
1739209740.0421252;-38.13080360867914
1739209740.0421286;-45.120503652039325
1739209740.0421317;-45.120503652039325
1739209740.042135;-45.120503652039325
1739209740.042138;-45.120503652039325
1739209740.0421414;-45.120503652039325
1739209740.0421445;-45.120503652039325
1739209740.0421479;-38.13080360867914
1739209740.042151;-38.13080360867914
1739209740.0421543;-45.120503652039325
1739209740.0421574;-45.120503652039325
1739209740.0421607;-45.120503652039325
1739209740.0421638;-45.120503652039325
1739209740.0421672;-38.13080360867914
1739209740.0421703;-45.120503652039325
1739209740.0421734;-45.120503652039325
1739209740.0421767;-38.13080360867914
1739209740.0421798;-45.120503652039325
1739209740.0421832;-45.120503652039325
1739209740.0421863;-45.120503652039325
1739209740.0421896;-38.13080360867914
1739209740.0421927;-45.120503652039325
1739209740.042196;-45.120503652039325
1739209740.0421991;-45.120503652039325
1739209740.0422025;-35.57807855764607
1739209740.0422056;-35.57807855764607
1739209740.042209;-38.13080360867914
1739209740.042212;-45.120503652039325
1739209740.0422153;-45.120503652039325
1739209740.0422184;-38.13080360867914
1739209740.0422218;-45.120503652039325
1739209740.042225;-38.13080360867914
1739209740.0422282;-31.141103565318915
1739209740.0422313;-33.981070128970906
1739209740.0422347;-38.13080360867914
1739209740.0422378;-33.981070128970906
1739209740.042241;-38.13080360867914
1739209740.0422442;-33.981070128970906
1739209740.0422475;-45.120503652039325
1739209740.0422506;-45.120503652039325
1739209740.042254;-38.13080360867914
1739209740.042257;-32.816014438256545
1739209740.0422604;-45.120503652039325
1739209740.0422635;-45.120503652039325
1739209740.0422668;-38.13080360867914
1739209740.04227;-35.57807855764607
1739209740.0422733;-45.120503652039325
1739209740.0422764;-38.13080360867914
1739209740.0422797;-33.981070128970906
1739209740.0422828;-45.120503652039325
1739209740.0422862;-38.13080360867914
1739209740.0422893;-38.13080360867914
1739209740.0422926;-38.13080360867914
1739209740.0422957;-45.120503652039325
1739209740.042299;-38.13080360867914
1739209740.0423021;-45.120503652039325
1739209740.0423055;-38.13080360867914
1739209740.0423086;-38.13080360867914
1739209740.042312;-38.13080360867914
1739209740.042315;-38.13080360867914
1739209740.0423183;-45.120503652039325
1739209740.0423214;-45.120503652039325
1739209740.0423245;-45.120503652039325
1739209740.042328;-45.120503652039325
1739209740.042331;-33.981070128970906
1739209740.0423343;-45.120503652039325
1739209740.0423374;-38.13080360867914
1739209740.0423408;-32.816014438256545
1739209740.0423439;-38.13080360867914
1739209740.0423472;-45.120503652039325
1739209740.0423503;-35.57807855764607
1739209740.0423536;-38.13080360867914
1739209740.0423567;-45.120503652039325
1739209740.04236;-38.13080360867914
1739209740.0423632;-32.816014438256545
1739209740.0423665;-38.13080360867914
1739209740.0423696;-45.120503652039325
1739209740.042373;-38.13080360867914
1739209740.042376;-38.13080360867914
1739209740.0423794;-38.13080360867914
1739209740.0423825;-32.816014438256545
1739209740.0423858;-38.13080360867914
1739209740.042389;-38.13080360867914
1739209740.0423923;-35.57807855764607
1739209740.0423954;-38.13080360867914
1739209740.0423987;-38.13080360867914
1739209740.0424018;-45.120503652039325
1739209740.0424051;-45.120503652039325
1739209740.0424082;-35.57807855764607
1739209740.0424116;-38.13080360867914
1739209740.0424147;-45.120503652039325
1739209740.042418;-45.120503652039325
1739209740.042421;-45.120503652039325
1739209740.0424244;-45.120503652039325
1739209740.0424275;-45.120503652039325
1739209740.0424309;-45.120503652039325
1739209740.042434;-45.120503652039325
1739209740.0424373;-38.13080360867914
1739209740.0424404;-38.13080360867914
1739209740.0424438;-38.13080360867914
1739209740.0424469;-33.981070128970906
1739209740.0424502;-33.981070128970906
1739209740.0424533;-38.13080360867914
1739209740.0424566;-38.13080360867914
1739209740.0424597;-26.991370085610722
1739209740.042463;-32.816014438256545
1739209740.0424662;-45.120503652039325
1739209740.0424695;-38.13080360867914
1739209740.0424726;-38.13080360867914
1739209740.0424757;-38.13080360867914
1739209740.042479;-45.120503652039325
1739209740.0424821;-38.13080360867914
1739209740.0424855;-38.13080360867914
1739209740.0424886;-38.13080360867914
1739209740.042492;-38.13080360867914
1739209740.042495;-38.13080360867914
1739209740.0424984;-45.120503652039325
1739209740.0425014;-45.120503652039325
1739209740.0425048;-33.981070128970906
1739209740.042508;-45.120503652039325
1739209740.0425112;-27.8777449560314
1739209740.0425143;-32.816014438256545
1739209740.0425177;-45.120503652039325
1739209740.0425208;-45.120503652039325
1739209740.042524;-35.57807855764607
1739209740.0425272;-35.57807855764607
1739209740.0425305;-45.120503652039325
1739209740.0425336;-32.816014438256545
1739209740.042537;-38.13080360867914
1739209740.04254;-45.120503652039325
1739209740.0425434;-35.57807855764607
1739209740.0425465;-45.120503652039325
1739209740.0425498;-45.120503652039325
1739209740.042553;-45.120503652039325
1739209740.0425563;-38.13080360867914
1739209740.0425594;-45.120503652039325
1739209740.0425627;-31.141103565318893
1739209740.0425658;-32.816014438256545
1739209740.0425692;-45.120503652039325
1739209740.0425723;-45.120503652039325
1739209740.0425756;-45.120503652039325
1739209740.0425787;-38.13080360867914
1739209740.042582;-38.13080360867914
1739209740.0425851;-33.981070128970906
1739209740.0425885;-45.120503652039325
1739209740.0425916;-45.120503652039325
1739209740.042595;-38.13080360867914
1739209740.042598;-45.120503652039325
1739209740.0426013;-45.120503652039325
1739209740.0426044;-45.120503652039325
1739209740.0426078;-38.13080360867914
1739209740.042611;-45.120503652039325
1739209740.0426142;-45.120503652039325
1739209740.0426173;-45.120503652039325
1739209740.0426207;-38.13080360867914
1739209740.0426238;-45.120503652039325
1739209740.0426269;-38.13080360867914
1739209740.0426302;-38.13080360867914
1739209740.0426333;-38.13080360867914
1739209740.0426366;-45.120503652039325
1739209740.0426397;-32.816014438256545
1739209740.042643;-26.487275050834715
1739209740.0426462;-45.120503652039325
1739209740.0426495;-45.120503652039325
1739209740.0426526;-38.13080360867914
1739209740.042656;-35.57807855764607
1739209740.042659;-45.120503652039325
1739209740.0426624;-38.13080360867914
1739209740.0426655;-38.13080360867914
1739209740.0426688;-45.120503652039325
1739209740.042672;-45.120503652039325
1739209740.0426753;-45.120503652039325
1739209740.0426784;-33.981070128970906
1739209740.0426817;-38.13080360867914
1739209740.0426848;-38.13080360867914
1739209740.0426881;-45.120503652039325
1739209740.0426912;-30.49652367304973
1739209740.0426946;-25.62660358559016
1739209740.0426977;-38.13080360867914
1739209740.042701;-45.120503652039325
1739209740.042704;-45.120503652039325
1739209740.0427074;-38.13080360867914
1739209740.0427105;-45.120503652039325
1739209740.0427139;-35.57807855764607
1739209740.042717;-38.13080360867914
1739209740.0427203;-45.120503652039325
1739209740.0427234;-45.120503652039325
1739209740.0427268;-45.120503652039325
1739209740.0427299;-45.120503652039325
1739209740.0427332;-45.120503652039325
1739209740.0427363;-45.120503652039325
1739209740.0427396;-45.120503652039325
1739209740.0427427;-38.13080360867914
1739209740.042746;-35.57807855764607
1739209740.0427492;-38.13080360867914
1739209740.0427525;-38.13080360867914
1739209740.0427556;-45.120503652039325
1739209740.042759;-45.120503652039325
1739209740.042762;-38.13080360867914
1739209740.0427654;-45.120503652039325
1739209740.0427685;-45.120503652039325
1739209740.0427718;-38.13080360867914
1739209740.042775;-38.13080360867914
1739209740.042778;-45.120503652039325
1739209740.0427814;-45.120503652039325
1739209740.0427845;-35.57807855764607
1739209740.0427878;-31.141103565318915
1739209740.042791;-38.13080360867914
1739209740.0427942;-38.13080360867914
1739209740.0427973;-38.13080360867914
1739209740.0428007;-45.120503652039325
1739209740.0428038;-38.13080360867914
1739209740.042807;-31.141103565318915
1739209740.0428102;-45.120503652039325
1739209740.0428135;-38.13080360867914
1739209740.0428166;-38.13080360867914
1739209740.04282;-45.120503652039325
1739209740.042823;-33.981070128970906
1739209740.0428264;-45.120503652039325
1739209740.0428295;-45.120503652039325
1739209740.0428329;-38.13080360867914
1739209740.042836;-35.57807855764607
1739209740.0428393;-38.13080360867914
1739209740.0428424;-45.120503652039325
1739209740.0428457;-45.120503652039325
1739209740.0428488;-45.120503652039325
1739209740.0428522;-45.120503652039325
1739209740.0428553;-45.120503652039325
1739209740.0428586;-33.981070128970906
1739209740.0428617;-38.13080360867914
1739209740.042865;-38.13080360867914
1739209740.0428681;-45.120503652039325
1739209740.0428715;-38.13080360867914
1739209740.0428746;-33.981070128970906
1739209740.042878;-38.13080360867914
1739209740.042881;-45.120503652039325
1739209740.0428843;-32.816014438256545
1739209740.0428874;-38.13080360867914
1739209740.0428908;-38.13080360867914
1739209740.042894;-35.57807855764607
1739209740.0428972;-38.13080360867914
1739209740.0429003;-38.13080360867914
1739209740.0429037;-45.120503652039325
1739209740.0429068;-45.120503652039325
1739209740.04291;-33.981070128970906
1739209740.0429132;-38.13080360867914
1739209740.0429165;-45.120503652039325
1739209740.0429196;-45.120503652039325
1739209740.0429227;-38.13080360867914
1739209740.042926;-45.120503652039325
1739209740.0429292;-38.13080360867914
1739209740.0429325;-38.13080360867914
1739209740.0429356;-45.120503652039325
1739209740.042939;-38.13080360867914
1739209740.042942;-45.120503652039325
1739209740.0429454;-45.120503652039325
1739209740.0429485;-45.120503652039325
1739209740.0429518;-45.120503652039325
1739209740.042955;-38.13080360867914
1739209740.0429583;-38.13080360867914
1739209740.0429614;-45.120503652039325
1739209740.0429647;-38.13080360867914
1739209740.0429678;-38.13080360867914
1739209740.0429711;-45.120503652039325
1739209740.0429742;-45.120503652039325
1739209740.0429776;-45.120503652039325
1739209740.0429807;-45.120503652039325
1739209740.042984;-45.120503652039325
1739209740.042987;-45.120503652039325
1739209740.0429904;-38.13080360867914
1739209740.0429935;-38.13080360867914
1739209740.042997;-38.13080360867914
1739209740.043;-45.120503652039325
1739209740.0430033;-45.120503652039325
1739209740.0430064;-29.438486411369333
1739209740.0430098;-35.57807855764607
1739209740.0430129;-45.120503652039325
1739209740.0430162;-45.120503652039325
1739209740.0430193;-35.57807855764607
1739209740.0430226;-38.13080360867914
1739209740.0430257;-38.13080360867914
1739209740.043029;-38.13080360867914
1739209740.0430322;-45.120503652039325
1739209740.0430355;-45.120503652039325
1739209740.0430386;-45.120503652039325
1739209740.043042;-38.13080360867914
1739209740.043045;-45.120503652039325
1739209740.0430484;-45.120503652039325
1739209740.0430515;-38.13080360867914
1739209740.0430548;-45.120503652039325
1739209740.043058;-32.816014438256545
1739209740.0430613;-35.57807855764607
1739209740.0430644;-45.120503652039325
1739209740.0430677;-45.120503652039325
1739209740.0430708;-35.57807855764607
1739209740.043074;-32.816014438256545
1739209740.0430772;-38.13080360867914
1739209740.0430803;-38.13080360867914
1739209740.0430837;-45.120503652039325
1739209740.0430868;-45.120503652039325
1739209740.04309;-45.120503652039325
1739209740.0430932;-45.120503652039325
1739209740.0430965;-45.120503652039325
1739209740.0430996;-45.120503652039325
1739209740.043103;-45.120503652039325
1739209740.043106;-45.120503652039325
1739209740.0431094;-45.120503652039325
1739209740.0431125;-45.120503652039325
1739209740.0431159;-45.120503652039325
1739209740.043119;-33.981070128970906
1739209740.0431223;-38.13080360867914
1739209740.0431254;-38.13080360867914
1739209740.0431287;-45.120503652039325
1739209740.0431318;-45.120503652039325
1739209740.0431352;-35.57807855764607
1739209740.0431383;-31.141103565318893
1739209740.0431416;-45.120503652039325
1739209740.0431447;-45.120503652039325
1739209740.043148;-45.120503652039325
1739209740.0431511;-45.120503652039325
1739209740.0431545;-38.13080360867914
1739209740.0431576;-35.57807855764607
1739209740.043161;-45.120503652039325
1739209740.043164;-45.120503652039325
1739209740.0431674;-45.120503652039325
1739209740.0431705;-45.120503652039325
1739209740.0431738;-45.120503652039325
1739209740.043177;-45.120503652039325
1739209740.0431802;-38.13080360867914
1739209740.0431833;-45.120503652039325
1739209740.0431867;-32.816014438256545
1739209740.0431898;-29.438486411369333
1739209740.043193;-45.120503652039325
1739209740.0431962;-45.120503652039325
1739209740.0431995;-45.120503652039325
1739209740.0432026;-45.120503652039325
1739209740.043206;-38.13080360867914
1739209740.043209;-35.57807855764607
1739209740.0432124;-45.120503652039325
1739209740.0432155;-38.13080360867914
1739209740.0432189;-32.816014438256545
1739209740.043222;-35.57807855764607
1739209740.043225;-45.120503652039325
1739209740.0432284;-45.120503652039325
1739209740.0432315;-38.13080360867914
1739209740.0432348;-45.120503652039325
1739209740.043238;-32.816014438256545
1739209740.0432413;-26.487275050834715
1739209740.0432444;-38.13080360867914
1739209740.0432477;-38.13080360867914
1739209740.0432508;-35.57807855764607
1739209740.0432541;-38.13080360867914
1739209740.0432572;-45.120503652039325
1739209740.0432606;-45.120503652039325
1739209740.0432637;-45.120503652039325
1739209740.043267;-38.13080360867914
1739209740.04327;-45.120503652039325
1739209740.0432734;-45.120503652039325
1739209740.0432765;-35.57807855764607
1739209740.04328;-38.13080360867914
1739209740.043283;-45.120503652039325
1739209740.0432863;-45.120503652039325
1739209740.0432894;-38.13080360867914
1739209740.0432928;-28.58837851428586
1739209740.0432959;-45.120503652039325
1739209740.0432992;-45.120503652039325
1739209740.0433023;-45.120503652039325
1739209740.0433056;-38.13080360867914
1739209740.0433087;-45.120503652039325
1739209740.043312;-45.120503652039325
1739209740.0433152;-45.120503652039325
1739209740.0433185;-33.981070128970956
1739209740.0433216;-45.120503652039325
1739209740.043325;-38.13080360867914
1739209740.043328;-38.13080360867914
1739209740.0433314;-38.13080360867914
1739209740.0433345;-38.13080360867914
1739209740.0433378;-38.13080360867914
1739209740.043341;-35.57807855764607
1739209740.0433443;-31.141103565318915
1739209740.0433474;-38.13080360867914
1739209740.0433507;-38.13080360867914
1739209740.0433538;-38.13080360867914
1739209740.0433571;-38.13080360867914
1739209740.0433602;-35.57807855764607
1739209740.0433636;-38.13080360867914
1739209740.0433667;-45.120503652039325
1739209740.04337;-38.13080360867914
1739209740.043373;-38.13080360867914
1739209740.0433762;-33.981070128970906
1739209740.0433795;-45.120503652039325
1739209740.0433826;-38.13080360867914
1739209740.043386;-32.816014438256545
1739209740.043389;-38.13080360867914
1739209740.0433924;-45.120503652039325
1739209740.0433955;-38.13080360867914
1739209740.0433989;-45.120503652039325
1739209740.043402;-45.120503652039325
1739209740.0434053;-38.13080360867914
1739209740.0434084;-45.120503652039325
1739209740.0434117;-45.120503652039325
1739209740.0434148;-45.120503652039325
1739209740.0434182;-33.981070128970906
1739209740.0434213;-31.141103565318915
1739209740.0434246;-38.13080360867914
1739209740.0434277;-45.120503652039325
1739209740.043431;-38.13080360867914
1739209740.0434341;-31.141103565318915
1739209740.0434375;-38.13080360867914
1739209740.0434406;-45.120503652039325
1739209740.043444;-38.13080360867914
1739209740.043447;-30.49652367304973
1739209740.0434504;-38.13080360867914
1739209740.0434535;-45.120503652039325
1739209740.0434568;-38.13080360867914
1739209740.04346;-45.120503652039325
1739209740.0434632;-45.120503652039325
1739209740.0434663;-38.13080360867914
1739209740.0434697;-45.120503652039325
1739209740.0434728;-33.981070128970906
1739209740.043476;-33.981070128970906
1739209740.0434792;-33.981070128970906
1739209740.0434825;-33.981070128970906
1739209740.0434856;-45.120503652039325
1739209740.043489;-38.13080360867914
1739209740.043492;-38.13080360867914
1739209740.0434954;-45.120503652039325
1739209740.0434985;-38.13080360867914
1739209740.0435019;-33.981070128970906
1739209740.043505;-45.120503652039325
1739209740.0435083;-45.120503652039325
1739209740.0435114;-45.120503652039325
1739209740.0435147;-45.120503652039325
1739209740.0435178;-35.57807855764607
1739209740.043521;-45.120503652039325
1739209740.0435243;-45.120503652039325
1739209740.0435274;-45.120503652039325
1739209740.0435307;-38.13080360867914
1739209740.0435338;-38.13080360867914
1739209740.0435371;-38.13080360867914
1739209740.0435402;-38.13080360867914
1739209740.0435436;-33.981070128970906
1739209740.0435467;-45.120503652039325
1739209740.04355;-38.13080360867914
1739209740.043553;-38.13080360867914
1739209740.0435565;-45.120503652039325
1739209740.0435596;-45.120503652039325
1739209740.043563;-45.120503652039325
1739209740.043566;-45.120503652039325
1739209740.0435693;-38.13080360867914
1739209740.0435724;-45.120503652039325
1739209740.0435758;-38.13080360867914
1739209740.0435789;-38.13080360867914
1739209740.0435822;-38.13080360867914
1739209740.0435853;-38.13080360867914
1739209740.0435886;-45.120503652039325
1739209740.0435917;-38.13080360867914
1739209740.043595;-45.120503652039325
1739209740.0435982;-45.120503652039325
1739209740.0436015;-38.13080360867914
1739209740.0436046;-33.981070128970906
1739209740.043608;-35.57807855764607
1739209740.043611;-45.120503652039325
1739209740.0436144;-33.981070128970906
1739209740.0436175;-33.981070128970906
1739209740.0436208;-38.13080360867914
1739209740.043624;-45.120503652039325
1739209740.0436273;-38.13080360867914
1739209740.0436304;-33.981070128970906
1739209740.0436337;-45.120503652039325
1739209740.0436368;-38.13080360867914
1739209740.0436401;-35.57807855764607
1739209740.0436432;-38.13080360867914
1739209740.0436466;-45.120503652039325
