CAN Message; 0x1a7:00009bd8d03d7afc
1739209612.2745194;-45.120503652039325
1739209612.2745268;-38.13080360867914
1739209612.2745345;-35.57807855764607
1739209612.2745419;-38.13080360867914
1739209612.2745495;-35.57807855764607
1739209612.2745569;-32.816014438256545
1739209612.2745645;-45.120503652039325
1739209612.274572;-38.13080360867914
1739209612.2745795;-45.120503652039325
1739209612.274587;-45.120503652039325
1739209612.2745945;-38.13080360867914
1739209612.274602;-38.13080360867914
1739209612.2746093;-38.13080360867914
1739209612.274617;-45.120503652039325
1739209612.2746243;-38.13080360867914
1739209612.274632;-45.120503652039325
1739209612.2746394;-45.120503652039325
1739209612.274647;-45.120503652039325
1739209612.2746544;-38.13080360867914
1739209612.274662;-38.13080360867914
1739209612.2746694;-35.57807855764607
1739209612.274677;-32.816014438256545
1739209612.2746844;-45.120503652039325
1739209612.274692;-38.13080360867914
1739209612.2746994;-35.57807855764607
1739209612.274707;-45.120503652039325
1739209612.2747145;-45.120503652039325
1739209612.274722;-45.120503652039325
1739209612.2747295;-45.120503652039325
1739209612.274737;-38.13080360867914
1739209612.2747445;-38.13080360867914
1739209612.274752;-38.13080360867914
1739209612.2747595;-38.13080360867914
1739209612.274767;-35.57807855764607
1739209612.2747746;-38.13080360867914
1739209612.274782;-38.13080360867914
1739209612.2747896;-45.120503652039325
1739209612.274797;-45.120503652039325
1739209612.2748046;-45.120503652039325
1739209612.274812;-35.57807855764607
1739209612.2748196;-45.120503652039325
1739209612.274827;-45.120503652039325
1739209612.2748346;-38.13080360867914
1739209612.274842;-35.57807855764607
1739209612.2748494;-38.13080360867914
1739209612.274857;-38.13080360867914
1739209612.2748644;-33.981070128970906
1739209612.274872;-35.57807855764607
1739209612.2748795;-38.13080360867914
1739209612.274887;-45.120503652039325
1739209612.2748945;-33.981070128970906
1739209612.274902;-38.13080360867914
1739209612.2749095;-38.13080360867914
1739209612.2749171;-45.120503652039325
1739209612.2749245;-38.13080360867914
1739209612.2749321;-35.57807855764607
1739209612.2749395;-45.120503652039325
1739209612.2749472;-32.816014438256545
1739209612.2749546;-38.13080360867914
1739209612.2749622;-45.120503652039325
1739209612.2749696;-38.13080360867914
1739209612.274977;-35.57807855764607
1739209612.2749846;-33.981070128970906
1739209612.274992;-45.120503652039325
1739209612.2749996;-45.120503652039325
1739209612.275007;-45.120503652039325
1739209612.2750146;-38.13080360867914
1739209612.275022;-38.13080360867914
1739209612.2750297;-38.13080360867914
1739209612.275037;-38.13080360867914
1739209612.2750447;-33.981070128970906
1739209612.275052;-38.13080360867914
1739209612.2750597;-45.120503652039325
1739209612.275067;-45.120503652039325
1739209612.2750747;-45.120503652039325
1739209612.275082;-38.13080360867914
1739209612.2750897;-38.13080360867914
1739209612.2750971;-38.13080360867914
1739209612.2751045;-33.981070128970906
1739209612.2751122;-45.120503652039325
1739209612.2751195;-45.120503652039325
1739209612.2751272;-45.120503652039325
1739209612.2751346;-38.13080360867914
1739209612.2751422;-38.13080360867914
1739209612.2751496;-38.13080360867914
1739209612.2751572;-45.120503652039325
1739209612.2751646;-38.13080360867914
1739209612.2751722;-35.57807855764607
1739209612.2751796;-45.120503652039325
1739209612.2751873;-45.120503652039325
1739209612.2751946;-33.981070128970906
1739209612.2752023;-35.57807855764607
1739209612.2752097;-45.120503652039325
1739209612.2752173;-45.120503652039325
1739209612.2752247;-31.141103565318915
1739209612.275232;-38.13080360867914
1739209612.2752397;-33.981070128970906
1739209612.275247;-38.13080360867914
1739209612.2752547;-38.13080360867914
1739209612.275262;-38.13080360867914
1739209612.2752697;-38.13080360867914
1739209612.2752771;-45.120503652039325
1739209612.2752848;-30.49652367304973
1739209612.2752922;-45.120503652039325
1739209612.2752998;-45.120503652039325
1739209612.2753072;-35.57807855764607
1739209612.2753148;-38.13080360867914
1739209612.2753222;-35.57807855764607
1739209612.2753298;-38.13080360867914
1739209612.2753372;-45.120503652039325
1739209612.2753446;-31.141103565318915
1739209612.2753522;-32.816014438256545
1739209612.2753596;-38.13080360867914
1739209612.2753673;-45.120503652039325
1739209612.2753747;-33.981070128970906
1739209612.2753823;-45.120503652039325
1739209612.2753897;-45.120503652039325
1739209612.2753973;-45.120503652039325
1739209612.2754047;-38.13080360867914
1739209612.2754123;-45.120503652039325
1739209612.2754197;-38.13080360867914
1739209612.2754273;-45.120503652039325
1739209612.2754347;-38.13080360867914
1739209612.2754424;-35.57807855764607
1739209612.2754498;-45.120503652039325
1739209612.2754574;-45.120503652039325
1739209612.2754648;-45.120503652039325
1739209612.2754722;-45.120503652039325
1739209612.2754798;-45.120503652039325
1739209612.2754872;-45.120503652039325
1739209612.2754948;-45.120503652039325
1739209612.2755022;-38.13080360867914
1739209612.2755098;-45.120503652039325
1739209612.2755172;-45.120503652039325
1739209612.2755249;-31.141103565318915
1739209612.2755322;-32.816014438256545
1739209612.2755399;-38.13080360867914
1739209612.2755473;-45.120503652039325
1739209612.275555;-38.13080360867914
1739209612.2755623;-45.120503652039325
1739209612.27557;-45.120503652039325
1739209612.2755773;-45.120503652039325
1739209612.275585;-38.13080360867914
1739209612.2755923;-45.120503652039325
1739209612.2755997;-38.13080360867914
1739209612.2756073;-45.120503652039325
1739209612.2756147;-45.120503652039325
1739209612.2756224;-38.13080360867914
1739209612.2756298;-38.13080360867914
1739209612.2756374;-45.120503652039325
1739209612.2756448;-33.981070128970906
1739209612.2756524;-33.981070128970906
1739209612.2756598;-38.13080360867914
1739209612.2756674;-45.120503652039325
1739209612.2756748;-45.120503652039325
1739209612.2756824;-45.120503652039325
1739209612.2756898;-45.120503652039325
1739209612.2756975;-35.57807855764607
1739209612.2757049;-38.13080360867914
1739209612.2757125;-45.120503652039325
1739209612.27572;-38.13080360867914
1739209612.2757273;-35.57807855764607
1739209612.275735;-38.13080360867914
1739209612.2757423;-38.13080360867914
1739209612.27575;-45.120503652039325
1739209612.2757573;-35.57807855764607
1739209612.275765;-45.120503652039325
1739209612.2757723;-45.120503652039325
1739209612.27578;-38.13080360867914
1739209612.2757874;-45.120503652039325
1739209612.275795;-45.120503652039325
1739209612.2758024;-33.981070128970906
1739209612.27581;-35.57807855764607
1739209612.2758174;-45.120503652039325
1739209612.275825;-32.816014438256545
1739209612.2758324;-33.981070128970906
1739209612.2758398;-45.120503652039325
1739209612.2758474;-45.120503652039325
1739209612.2758548;-33.981070128970906
1739209612.2758625;-38.13080360867914
1739209612.2758698;-38.13080360867914
1739209612.2758775;-38.13080360867914
1739209612.2758849;-45.120503652039325
1739209612.2758925;-38.13080360867914
1739209612.2759;-33.981070128970906
1739209612.2759075;-45.120503652039325
1739209612.275915;-45.120503652039325
1739209612.2759225;-32.816014438256545
1739209612.27593;-38.13080360867914
1739209612.2759376;-45.120503652039325
1739209612.275945;-38.13080360867914
1739209612.2759526;-45.120503652039325
1739209612.27596;-38.13080360867914
1739209612.2759674;-38.13080360867914
1739209612.275975;-45.120503652039325
1739209612.2759824;-45.120503652039325
1739209612.27599;-38.13080360867914
1739209612.2759974;-38.13080360867914
1739209612.276005;-38.13080360867914
1739209612.2760124;-45.120503652039325
1739209612.27602;-38.13080360867914
1739209612.2760274;-38.13080360867914
1739209612.276035;-45.120503652039325
1739209612.2760425;-38.13080360867914
1739209612.27605;-45.120503652039325
1739209612.2760575;-32.816014438256545
1739209612.276065;-45.120503652039325
1739209612.2760725;-38.13080360867914
1739209612.2760801;-35.57807855764607
1739209612.2760875;-45.120503652039325
1739209612.276095;-38.13080360867914
1739209612.2761025;-38.13080360867914
1739209612.27611;-33.981070128970906
1739209612.2761176;-45.120503652039325
1739209612.276125;-38.13080360867914
1739209612.2761326;-38.13080360867914
1739209612.27614;-45.120503652039325
1739209612.2761476;-45.120503652039325
1739209612.276155;-38.13080360867914
1739209612.2761626;-38.13080360867914
1739209612.27617;-45.120503652039325
1739209612.2761776;-45.120503652039325
1739209612.276185;-38.13080360867914
1739209612.2761927;-35.57807855764607
1739209612.2762;-38.13080360867914
1739209612.2762077;-45.120503652039325
1739209612.276215;-38.13080360867914
1739209612.2762225;-32.816014438256545
1739209612.27623;-38.13080360867914
1739209612.2762375;-45.120503652039325
1739209612.276245;-45.120503652039325
1739209612.2762525;-45.120503652039325
1739209612.2762601;-45.120503652039325
1739209612.2762675;-45.120503652039325
1739209612.2762752;-45.120503652039325
1739209612.2762825;-45.120503652039325
1739209612.2762902;-38.13080360867914
1739209612.2762976;-45.120503652039325
1739209612.2763052;-38.13080360867914
1739209612.2763126;-38.13080360867914
1739209612.2763202;-38.13080360867914
1739209612.2763276;-45.120503652039325
1739209612.2763352;-45.120503652039325
1739209612.2763426;-35.57807855764607
1739209612.27635;-45.120503652039325
1739209612.2763577;-38.13080360867914
1739209612.276365;-38.13080360867914
1739209612.2763727;-31.141103565318915
1739209612.27638;-28.992665084841942
1739209612.2763877;-38.13080360867914
1739209612.276395;-45.120503652039325
1739209612.2764027;-45.120503652039325
1739209612.27641;-45.120503652039325
1739209612.2764177;-45.120503652039325
1739209612.2764251;-33.981070128970906
1739209612.2764328;-38.13080360867914
1739209612.2764401;-31.14110356531892
1739209612.2764478;-45.120503652039325
1739209612.2764552;-38.13080360867914
1739209612.2764626;-38.13080360867914
1739209612.2764702;-45.120503652039325
1739209612.2764776;-45.120503652039325
1739209612.2764852;-38.13080360867914
1739209612.2764926;-33.981070128970906
1739209612.2765002;-26.991370085610722
1739209612.2765076;-45.120503652039325
1739209612.2765152;-38.13080360867914
1739209612.2765226;-35.57807855764607
1739209612.2765303;-33.981070128970906
1739209612.2765377;-45.120503652039325
1739209612.2765453;-45.120503652039325
1739209612.2765527;-35.57807855764607
1739209612.2765603;-45.120503652039325
1739209612.2765677;-45.120503652039325
1739209612.2765753;-38.13080360867914
1739209612.2765827;-32.816014438256545
1739209612.27659;-38.13080360867914
1739209612.2765977;-45.120503652039325
1739209612.2766051;-45.120503652039325
1739209612.2766128;-38.13080360867914
1739209612.2766201;-38.13080360867914
1739209612.2766278;-45.120503652039325
1739209612.2766352;-45.120503652039325
1739209612.2766428;-45.120503652039325
1739209612.2766502;-38.13080360867914
1739209612.2766578;-38.13080360867914
1739209612.2766652;-38.13080360867914
1739209612.2766728;-35.57807855764607
1739209612.2766802;-31.141103565318915
1739209612.2766879;-38.13080360867914
1739209612.2766953;-45.120503652039325
1739209612.276703;-45.120503652039325
1739209612.2767103;-38.13080360867914
1739209612.2767177;-35.57807855764607
1739209612.2767253;-38.13080360867914
1739209612.2767327;-45.120503652039325
1739209612.2767403;-28.992665084841942
1739209612.2767477;-38.13080360867914
1739209612.2767553;-38.13080360867914
1739209612.2767627;-38.13080360867914
1739209612.2767704;-38.13080360867914
1739209612.2767777;-35.57807855764607
1739209612.2767854;-38.13080360867914
1739209612.2767928;-38.13080360867914
1739209612.2768004;-45.120503652039325
1739209612.2768078;-45.120503652039325
1739209612.2768154;-38.13080360867914
1739209612.2768228;-45.120503652039325
1739209612.2768304;-38.13080360867914
1739209612.2768378;-45.120503652039325
1739209612.2768452;-45.120503652039325
1739209612.2768528;-45.120503652039325
1739209612.2768602;-33.981070128970906
1739209612.2768679;-38.13080360867914
1739209612.2768753;-38.13080360867914
1739209612.276883;-45.120503652039325
1739209612.2768903;-33.981070128970906
1739209612.276898;-35.57807855764607
1739209612.2769053;-38.13080360867914
1739209612.276913;-35.57807855764607
1739209612.2769203;-38.13080360867914
1739209612.276928;-45.120503652039325
1739209612.2769353;-45.120503652039325
1739209612.276943;-35.57807855764607
1739209612.2769504;-38.13080360867914
1739209612.2769578;-45.120503652039325
1739209612.2769654;-38.13080360867914
1739209612.2769728;-45.120503652039325
1739209612.2769804;-38.13080360867914
1739209612.2769878;-45.120503652039325
1739209612.2769954;-38.13080360867914
1739209612.2770028;-45.120503652039325
1739209612.2770104;-33.981070128970906
1739209612.2770178;-45.120503652039325
1739209612.2770255;-45.120503652039325
1739209612.2770329;-45.120503652039325
1739209612.2770405;-38.13080360867914
1739209612.2770479;-35.57807855764607
1739209612.2770555;-45.120503652039325
1739209612.277063;-45.120503652039325
1739209612.2770705;-45.120503652039325
1739209612.277078;-38.13080360867914
1739209612.2770853;-38.13080360867914
1739209612.277093;-38.13080360867914
1739209612.2771003;-35.57807855764607
1739209612.277108;-45.120503652039325
1739209612.2771153;-38.13080360867914
1739209612.277123;-45.120503652039325
1739209612.2771304;-35.57807855764607
1739209612.277138;-38.13080360867914
1739209612.2771454;-45.120503652039325
1739209612.277153;-45.120503652039325
1739209612.2771604;-45.120503652039325
1739209612.277168;-32.816014438256545
1739209612.2771754;-31.141103565318915
1739209612.277183;-32.816014438256545
1739209612.2771904;-38.13080360867914
1739209612.277198;-38.13080360867914
1739209612.2772055;-33.981070128970906
1739209612.2772129;-45.120503652039325
1739209612.2772205;-38.13080360867914
1739209612.2772279;-45.120503652039325
1739209612.2772355;-45.120503652039325
1739209612.277243;-38.13080360867914
1739209612.2772505;-38.13080360867914
1739209612.277258;-45.120503652039325
1739209612.2772655;-45.120503652039325
1739209612.277273;-32.816014438256545
1739209612.2772806;-38.13080360867914
1739209612.277288;-31.141103565318893
1739209612.2772956;-38.13080360867914
1739209612.277303;-45.120503652039325
1739209612.2773106;-38.13080360867914
1739209612.277318;-35.57807855764607
1739209612.2773256;-38.13080360867914
1739209612.277333;-38.13080360867914
1739209612.2773404;-45.120503652039325
1739209612.277348;-45.120503652039325
1739209612.2773554;-45.120503652039325
1739209612.277363;-45.120503652039325
1739209612.2773705;-45.120503652039325
1739209612.277378;-45.120503652039325
1739209612.2773855;-38.13080360867914
1739209612.277393;-45.120503652039325
1739209612.2774005;-38.13080360867914
1739209612.2774081;-45.120503652039325
1739209612.2774155;-45.120503652039325
1739209612.2774231;-45.120503652039325
1739209612.2774305;-38.13080360867914
1739209612.2774382;-31.141103565318893
1739209612.2774456;-38.13080360867914
1739209612.277453;-38.13080360867914
1739209612.2774606;-35.57807855764607
1739209612.277468;-30.49652367304973
1739209612.2774756;-33.981070128970906
1739209612.277483;-45.120503652039325
1739209612.2774906;-45.120503652039325
1739209612.277498;-38.13080360867914
1739209612.2775056;-38.13080360867914
1739209612.277513;-45.120503652039325
1739209612.2775207;-38.13080360867914
1739209612.277528;-38.13080360867914
1739209612.2775357;-45.120503652039325
1739209612.277543;-38.13080360867914
1739209612.2775507;-45.120503652039325
1739209612.277558;-45.120503652039325
1739209612.2775657;-38.13080360867914
1739209612.277573;-35.57807855764607
1739209612.2775805;-38.13080360867914
1739209612.2775881;-31.141103565318915
1739209612.2775955;-31.141103565318915
1739209612.2776031;-35.57807855764607
1739209612.2776105;-38.13080360867914
1739209612.2776182;-38.13080360867914
1739209612.2776256;-38.13080360867914
1739209612.2776332;-45.120503652039325
1739209612.2776406;-38.13080360867914
1739209612.2776482;-45.120503652039325
1739209612.2776556;-45.120503652039325
1739209612.2776632;-38.13080360867914
1739209612.2776706;-38.13080360867914
1739209612.2776783;-45.120503652039325
1739209612.2776856;-45.120503652039325
1739209612.2776933;-38.13080360867914
1739209612.2777007;-45.120503652039325
1739209612.277708;-45.120503652039325
1739209612.2777157;-45.120503652039325
1739209612.277723;-38.13080360867914
1739209612.2777307;-38.13080360867914
1739209612.277738;-45.120503652039325
1739209612.2777457;-45.120503652039325
1739209612.277753;-38.13080360867914
1739209612.2777607;-45.120503652039325
1739209612.2777681;-31.141103565318915
1739209612.2777758;-28.992665084841942
1739209612.2777832;-45.120503652039325
1739209612.2777908;-35.57807855764607
1739209612.2777982;-31.141103565318915
1739209612.2778058;-33.981070128970906
1739209612.2778132;-38.13080360867914
1739209612.2778208;-38.13080360867914
1739209612.2778282;-38.13080360867914
1739209612.2778356;-35.57807855764607
1739209612.2778432;-45.120503652039325
1739209612.2778506;-38.13080360867914
1739209612.2778583;-45.120503652039325
1739209612.2778656;-45.120503652039325
1739209612.2778733;-45.120503652039325
1739209612.2778807;-38.13080360867914
1739209612.2778883;-33.981070128970906
1739209612.2778957;-28.992665084841942
1739209612.2779033;-45.120503652039325
1739209612.2779107;-38.13080360867914
1739209612.2779183;-38.13080360867914
1739209612.2779257;-35.57807855764607
1739209612.2779334;-35.57807855764607
1739209612.2779408;-33.981070128970906
1739209612.2779481;-38.13080360867914
1739209612.2779558;-29.438486411369347
1739209612.2779632;-35.57807855764607
1739209612.2779708;-38.13080360867914
1739209612.2779782;-45.120503652039325
1739209612.2779858;-45.120503652039325
1739209612.2779932;-38.13080360867914
1739209612.2780008;-45.120503652039325
1739209612.2780082;-38.13080360867914
1739209612.2780159;-33.981070128970906
1739209612.2780232;-38.13080360867914
1739209612.2780309;-38.13080360867914
1739209612.2780383;-45.120503652039325
1739209612.278046;-38.13080360867914
1739209612.2780533;-33.981070128970906
1739209612.278061;-38.13080360867914
1739209612.2780683;-38.13080360867914
1739209612.2780757;-38.13080360867914
1739209612.2780833;-38.13080360867914
1739209612.2780907;-45.120503652039325
1739209612.2780983;-38.13080360867914
1739209612.2781057;-33.981070128970906
1739209612.2781134;-45.120503652039325
1739209612.2781208;-45.120503652039325
1739209612.2781284;-38.13080360867914
1739209612.2781358;-33.981070128970906
1739209612.2781434;-45.120503652039325
1739209612.2781508;-45.120503652039325
1739209612.2781584;-32.816014438256545
1739209612.2781658;-38.13080360867914
1739209612.2781734;-45.120503652039325
1739209612.2781808;-33.981070128970906
1739209612.2781885;-38.13080360867914
1739209612.2781959;-38.13080360867914
1739209612.2782032;-45.120503652039325
1739209612.2782109;-38.13080360867914
1739209612.2782183;-38.13080360867914
1739209612.278226;-33.981070128970906
1739209612.2782333;-32.816014438256545
1739209612.278241;-45.120503652039325
1739209612.2782483;-38.13080360867914
1739209612.278256;-38.13080360867914
1739209612.2782633;-45.120503652039325
1739209612.278271;-45.120503652039325
1739209612.2782784;-45.120503652039325
1739209612.278286;-38.13080360867914
1739209612.2782934;-45.120503652039325
1739209612.278301;-38.13080360867914
1739209612.2783084;-38.13080360867914
1739209612.278316;-38.13080360867914
1739209612.2783234;-38.13080360867914
1739209612.2783308;-38.13080360867914
1739209612.2783384;-35.57807855764607
1739209612.2783458;-38.13080360867914
1739209612.2783535;-32.816014438256545
1739209612.2783608;-45.120503652039325
1739209612.2783685;-45.120503652039325
1739209612.2783759;-33.981070128970906
