CAN Message; 0x24:02147412c822b6aa
1739209871.2426882;-38.13080360867914
1739209871.242691;-45.120503652039325
1739209871.242694;-38.13080360867914
1739209871.2426965;-38.13080360867914
1739209871.2426994;-45.120503652039325
1739209871.2427022;-45.120503652039325
1739209871.2427049;-45.120503652039325
1739209871.2427077;-45.120503652039325
1739209871.2427106;-38.13080360867914
1739209871.2427132;-38.13080360867914
1739209871.242716;-38.13080360867914
1739209871.242719;-38.13080360867914
1739209871.2427216;-38.13080360867914
1739209871.2427244;-45.120503652039325
1739209871.2427273;-45.120503652039325
1739209871.24273;-32.816014438256545
1739209871.2427328;-45.120503652039325
1739209871.2427356;-45.120503652039325
1739209871.2427385;-45.120503652039325
1739209871.242741;-45.120503652039325
1739209871.242744;-45.120503652039325
1739209871.2427468;-45.120503652039325
1739209871.2427495;-45.120503652039325
1739209871.2427523;-31.141103565318893
1739209871.2427552;-35.57807855764607
1739209871.2427578;-38.13080360867914
1739209871.2427607;-38.13080360867914
1739209871.2427635;-45.120503652039325
1739209871.2427661;-33.981070128970906
1739209871.242769;-45.120503652039325
1739209871.2427719;-38.13080360867914
1739209871.2427745;-35.57807855764607
1739209871.2427773;-38.13080360867914
1739209871.2427802;-38.13080360867914
1739209871.2427828;-38.13080360867914
1739209871.2427857;-38.13080360867914
1739209871.2427886;-38.13080360867914
1739209871.2427914;-45.120503652039325
1739209871.242794;-45.120503652039325
1739209871.242797;-45.120503652039325
1739209871.2427998;-45.120503652039325
1739209871.2428024;-45.120503652039325
1739209871.2428052;-45.120503652039325
1739209871.242808;-38.13080360867914
1739209871.2428107;-33.981070128970906
1739209871.2428136;-38.13080360867914
1739209871.2428164;-38.13080360867914
1739209871.242819;-45.120503652039325
1739209871.242822;-45.120503652039325
1739209871.2428248;-45.120503652039325
1739209871.2428274;-45.120503652039325
1739209871.2428303;-38.13080360867914
1739209871.2428331;-28.992665084841942
1739209871.2428358;-38.13080360867914
1739209871.2428386;-38.13080360867914
1739209871.2428415;-45.120503652039325
1739209871.2428443;-38.13080360867914
1739209871.242847;-45.120503652039325
1739209871.2428498;-45.120503652039325
1739209871.2428527;-45.120503652039325
1739209871.2428553;-45.120503652039325
1739209871.2428582;-38.13080360867914
1739209871.242861;-35.57807855764607
1739209871.2428637;-45.120503652039325
1739209871.2428665;-38.13080360867914
1739209871.2428694;-38.13080360867914
1739209871.242872;-45.120503652039325
1739209871.2428749;-45.120503652039325
1739209871.2428777;-31.141103565318915
1739209871.2428803;-38.13080360867914
1739209871.2428832;-45.120503652039325
1739209871.242886;-38.13080360867914
1739209871.242889;-38.13080360867914
1739209871.2428916;-45.120503652039325
1739209871.2428944;-45.120503652039325
1739209871.2428973;-45.120503652039325
1739209871.2429;-30.49652367304973
1739209871.2429028;-38.13080360867914
1739209871.2429056;-35.57807855764607
1739209871.2429082;-45.120503652039325
1739209871.242911;-35.57807855764607
1739209871.242914;-32.816014438256545
1739209871.2429166;-38.13080360867914
1739209871.2429194;-35.57807855764607
1739209871.2429223;-33.981070128970906
1739209871.242925;-33.981070128970906
1739209871.2429278;-45.120503652039325
1739209871.2429307;-45.120503652039325
1739209871.2429333;-45.120503652039325
1739209871.2429361;-38.13080360867914
1739209871.242939;-38.13080360867914
1739209871.2429419;-35.57807855764607
1739209871.2429445;-35.57807855764607
1739209871.2429473;-38.13080360867914
1739209871.2429502;-45.120503652039325
1739209871.2429528;-38.13080360867914
1739209871.2429557;-33.981070128970906
1739209871.2429585;-45.120503652039325
1739209871.2429612;-45.120503652039325
1739209871.242964;-38.13080360867914
1739209871.242967;-38.13080360867914
1739209871.2429695;-38.13080360867914
1739209871.2429724;-38.13080360867914
1739209871.2429752;-35.57807855764607
1739209871.2429779;-38.13080360867914
1739209871.2429807;-35.57807855764607
1739209871.2429836;-38.13080360867914
1739209871.2429864;-45.120503652039325
1739209871.242989;-38.13080360867914
1739209871.242992;-38.13080360867914
1739209871.2429948;-38.13080360867914
1739209871.2429974;-38.13080360867914
1739209871.2430003;-38.13080360867914
1739209871.2430031;-45.120503652039325
1739209871.2430058;-38.13080360867914
1739209871.2430086;-45.120503652039325
1739209871.2430115;-45.120503652039325
1739209871.243014;-45.120503652039325
1739209871.243017;-38.13080360867914
1739209871.2430198;-45.120503652039325
1739209871.2430224;-45.120503652039325
1739209871.2430253;-45.120503652039325
1739209871.2430282;-38.13080360867914
1739209871.2430308;-38.13080360867914
1739209871.2430336;-38.13080360867914
1739209871.2430365;-35.57807855764607
1739209871.2430394;-45.120503652039325
1739209871.243042;-35.57807855764607
1739209871.2430449;-33.981070128970906
1739209871.2430477;-33.981070128970906
1739209871.2430503;-38.13080360867914
1739209871.2430532;-45.120503652039325
1739209871.243056;-45.120503652039325
1739209871.2430587;-45.120503652039325
1739209871.2430615;-45.120503652039325
1739209871.2430644;-38.13080360867914
1739209871.243067;-45.120503652039325
1739209871.24307;-45.120503652039325
1739209871.2430727;-45.120503652039325
1739209871.2430754;-45.120503652039325
1739209871.2430782;-45.120503652039325
1739209871.243081;-31.141103565318893
1739209871.243084;-35.57807855764607
1739209871.2430866;-45.120503652039325
1739209871.2430894;-38.13080360867914
1739209871.2430923;-38.13080360867914
1739209871.243095;-45.120503652039325
1739209871.2430978;-45.120503652039325
1739209871.2431006;-33.981070128970906
1739209871.2431033;-45.120503652039325
1739209871.2431061;-45.120503652039325
1739209871.243109;-35.57807855764607
1739209871.2431116;-35.57807855764607
1739209871.2431145;-45.120503652039325
1739209871.2431173;-38.13080360867914
1739209871.24312;-35.57807855764607
1739209871.2431228;-38.13080360867914
1739209871.2431257;-45.120503652039325
1739209871.2431283;-45.120503652039325
1739209871.2431312;-45.120503652039325
1739209871.243134;-38.13080360867914
1739209871.243137;-45.120503652039325
1739209871.2431395;-38.13080360867914
1739209871.2431424;-35.57807855764607
1739209871.2431452;-38.13080360867914
1739209871.2431479;-28.21854285175415
1739209871.2431507;-35.57807855764607
1739209871.2431536;-45.120503652039325
1739209871.2431562;-38.13080360867914
1739209871.243159;-35.57807855764607
1739209871.243162;-38.13080360867914
1739209871.2431645;-38.13080360867914
1739209871.2431674;-32.816014438256545
1739209871.2431703;-38.13080360867914
1739209871.243173;-45.120503652039325
1739209871.2431757;-35.57807855764607
1739209871.2431786;-38.13080360867914
1739209871.2431815;-45.120503652039325
1739209871.243184;-38.13080360867914
1739209871.243187;-35.57807855764607
1739209871.2431898;-38.13080360867914
1739209871.2431924;-38.13080360867914
1739209871.2431953;-38.13080360867914
1739209871.2431982;-35.57807855764607
1739209871.2432008;-38.13080360867914
1739209871.2432036;-45.120503652039325
1739209871.2432065;-45.120503652039325
1739209871.2432091;-45.120503652039325
1739209871.243212;-45.120503652039325
1739209871.2432148;-38.13080360867914
1739209871.2432175;-38.13080360867914
1739209871.2432203;-45.120503652039325
1739209871.2432232;-38.13080360867914
1739209871.2432258;-35.57807855764607
1739209871.2432287;-38.13080360867914
1739209871.2432315;-45.120503652039325
1739209871.2432344;-45.120503652039325
1739209871.243237;-45.120503652039325
1739209871.2432399;-38.13080360867914
1739209871.2432427;-32.816014438256545
1739209871.2432454;-33.981070128970906
1739209871.2432482;-45.120503652039325
1739209871.243251;-45.120503652039325
1739209871.2432537;-38.13080360867914
1739209871.2432566;-45.120503652039325
1739209871.2432594;-33.981070128970906
1739209871.243262;-31.141103565318915
1739209871.243265;-45.120503652039325
1739209871.2432678;-38.13080360867914
1739209871.2432704;-38.13080360867914
1739209871.2432733;-38.13080360867914
1739209871.2432761;-45.120503652039325
1739209871.243279;-35.57807855764607
1739209871.2432816;-38.13080360867914
1739209871.2432845;-38.13080360867914
1739209871.2432873;-45.120503652039325
1739209871.24329;-45.120503652039325
1739209871.2432928;-45.120503652039325
1739209871.2432957;-45.120503652039325
1739209871.2432983;-38.13080360867914
1739209871.2433012;-35.57807855764607
1739209871.243304;-45.120503652039325
1739209871.2433066;-38.13080360867914
1739209871.2433095;-38.13080360867914
1739209871.2433124;-45.120503652039325
1739209871.243315;-45.120503652039325
1739209871.2433178;-45.120503652039325
1739209871.2433207;-38.13080360867914
1739209871.2433233;-38.13080360867914
1739209871.2433262;-38.13080360867914
1739209871.243329;-38.13080360867914
1739209871.243332;-35.57807855764607
1739209871.2433345;-38.13080360867914
1739209871.2433374;-35.57807855764607
1739209871.2433403;-35.57807855764607
1739209871.2433429;-38.13080360867914
1739209871.2433457;-38.13080360867914
1739209871.2433486;-45.120503652039325
1739209871.2433512;-45.120503652039325
1739209871.243354;-38.13080360867914
1739209871.243357;-35.57807855764607
1739209871.2433596;-38.13080360867914
1739209871.2433624;-45.120503652039325
1739209871.2433653;-45.120503652039325
1739209871.243368;-38.13080360867914
1739209871.2433708;-45.120503652039325
1739209871.2433736;-45.120503652039325
1739209871.2433763;-33.981070128970906
1739209871.243379;-45.120503652039325
1739209871.243382;-38.13080360867914
1739209871.2433848;-35.57807855764607
1739209871.2433875;-38.13080360867914
1739209871.2433903;-33.981070128970906
1739209871.2433932;-45.120503652039325
1739209871.2433958;-45.120503652039325
1739209871.2433987;-45.120503652039325
1739209871.2434015;-45.120503652039325
1739209871.2434042;-45.120503652039325
1739209871.243407;-38.13080360867914
1739209871.2434099;-38.13080360867914
1739209871.2434125;-45.120503652039325
1739209871.2434154;-32.816014438256545
1739209871.2434182;-33.981070128970906
1739209871.2434208;-45.120503652039325
1739209871.2434237;-38.13080360867914
1739209871.2434266;-45.120503652039325
1739209871.2434294;-38.13080360867914
1739209871.243432;-45.120503652039325
1739209871.243435;-38.13080360867914
1739209871.2434378;-45.120503652039325
1739209871.2434404;-35.57807855764607
1739209871.2434433;-30.49652367304973
1739209871.243446;-38.13080360867914
1739209871.2434487;-45.120503652039325
1739209871.2434516;-45.120503652039325
1739209871.2434545;-33.981070128970906
1739209871.243457;-38.13080360867914
1739209871.24346;-33.981070128970906
1739209871.2434628;-45.120503652039325
1739209871.2434654;-45.120503652039325
1739209871.2434683;-45.120503652039325
1739209871.2434711;-38.13080360867914
1739209871.2434738;-38.13080360867914
1739209871.2434766;-45.120503652039325
1739209871.2434795;-38.13080360867914
1739209871.2434824;-45.120503652039325
1739209871.243485;-38.13080360867914
1739209871.2434878;-33.981070128970906
1739209871.2434907;-45.120503652039325
1739209871.2434933;-38.13080360867914
1739209871.2434962;-33.981070128970906
1739209871.243499;-33.981070128970906
1739209871.2435017;-45.120503652039325
1739209871.2435045;-45.120503652039325
1739209871.2435074;-33.981070128970906
1739209871.24351;-33.981070128970906
1739209871.2435129;-45.120503652039325
1739209871.2435157;-45.120503652039325
1739209871.2435184;-45.120503652039325
1739209871.2435212;-38.13080360867914
1739209871.243524;-38.13080360867914
1739209871.243527;-38.13080360867914
1739209871.2435296;-45.120503652039325
1739209871.2435324;-38.13080360867914
1739209871.2435353;-38.13080360867914
1739209871.243538;-45.120503652039325
1739209871.2435408;-45.120503652039325
1739209871.2435436;-45.120503652039325
1739209871.2435462;-38.13080360867914
1739209871.243549;-35.57807855764607
1739209871.243552;-32.816014438256545
1739209871.2435546;-26.991370085610722
1739209871.2435575;-38.13080360867914
1739209871.2435603;-45.120503652039325
1739209871.243563;-38.13080360867914
1739209871.2435658;-32.816014438256545
1739209871.2435687;-38.13080360867914
1739209871.2435713;-38.13080360867914
1739209871.2435741;-38.13080360867914
1739209871.243577;-32.816014438256545
1739209871.2435799;-45.120503652039325
1739209871.2435825;-45.120503652039325
1739209871.2435853;-33.981070128970906
1739209871.2435882;-27.8777449560314
1739209871.2435908;-38.13080360867914
1739209871.2435937;-38.13080360867914
1739209871.2435966;-38.13080360867914
1739209871.2435992;-38.13080360867914
1739209871.243602;-45.120503652039325
1739209871.243605;-45.120503652039325
1739209871.2436075;-45.120503652039325
1739209871.2436104;-33.981070128970906
1739209871.2436132;-33.981070128970906
1739209871.2436159;-45.120503652039325
1739209871.2436187;-38.13080360867914
1739209871.2436216;-30.49652367304973
1739209871.2436244;-38.13080360867914
1739209871.243627;-38.13080360867914
1739209871.24363;-38.13080360867914
1739209871.2436328;-45.120503652039325
1739209871.2436354;-45.120503652039325
1739209871.2436383;-38.13080360867914
1739209871.2436411;-38.13080360867914
1739209871.2436438;-38.13080360867914
1739209871.2436466;-38.13080360867914
1739209871.2436495;-45.120503652039325
1739209871.243652;-45.120503652039325
1739209871.243655;-33.981070128970906
1739209871.2436578;-45.120503652039325
1739209871.2436604;-38.13080360867914
1739209871.2436633;-38.13080360867914
1739209871.2436662;-45.120503652039325
1739209871.2436688;-35.57807855764607
1739209871.2436717;-38.13080360867914
1739209871.2436745;-45.120503652039325
1739209871.2436774;-38.13080360867914
1739209871.24368;-35.57807855764607
1739209871.2436829;-35.57807855764607
1739209871.2436857;-45.120503652039325
1739209871.2436883;-38.13080360867914
1739209871.2436912;-38.13080360867914
1739209871.243694;-38.13080360867914
1739209871.2436967;-38.13080360867914
1739209871.2436996;-45.120503652039325
1739209871.2437024;-33.981070128970906
1739209871.243705;-45.120503652039325
1739209871.243708;-45.120503652039325
1739209871.2437108;-33.981070128970906
1739209871.2437134;-45.120503652039325
1739209871.2437162;-38.13080360867914
1739209871.243719;-35.57807855764607
1739209871.243722;-31.141103565318893
1739209871.2437246;-38.13080360867914
1739209871.2437274;-45.120503652039325
1739209871.2437303;-33.981070128970906
1739209871.243733;-35.57807855764607
1739209871.2437358;-33.981070128970906
1739209871.2437387;-45.120503652039325
1739209871.2437413;-45.120503652039325
1739209871.2437441;-45.120503652039325
1739209871.243747;-38.13080360867914
1739209871.2437496;-35.57807855764607
1739209871.2437525;-33.981070128970906
1739209871.2437553;-38.13080360867914
1739209871.243758;-38.13080360867914
1739209871.2437608;-35.57807855764607
1739209871.2437637;-45.120503652039325
1739209871.2437663;-45.120503652039325
1739209871.2437692;-45.120503652039325
1739209871.243772;-45.120503652039325
1739209871.243775;-45.120503652039325
1739209871.2437775;-38.13080360867914
1739209871.2437804;-45.120503652039325
1739209871.2437832;-45.120503652039325
1739209871.2437859;-38.13080360867914
1739209871.2437887;-35.57807855764607
1739209871.2437916;-38.13080360867914
1739209871.2437942;-45.120503652039325
1739209871.243797;-45.120503652039325
1739209871.2438;-38.13080360867914
1739209871.2438025;-33.981070128970906
1739209871.2438054;-35.57807855764607
1739209871.2438083;-35.57807855764607
1739209871.243811;-38.13080360867914
1739209871.2438138;-45.120503652039325
1739209871.2438166;-45.120503652039325
1739209871.2438192;-45.120503652039325
1739209871.243822;-45.120503652039325
1739209871.243825;-32.816014438256545
1739209871.2438278;-38.13080360867914
1739209871.2438304;-38.13080360867914
1739209871.2438333;-35.57807855764607
1739209871.2438362;-38.13080360867914
1739209871.2438388;-45.120503652039325
1739209871.2438416;-45.120503652039325
1739209871.2438445;-45.120503652039325
1739209871.2438471;-28.992665084841942
1739209871.24385;-38.13080360867914
1739209871.2438529;-38.13080360867914
1739209871.2438555;-35.57807855764607
1739209871.2438583;-31.141103565318915
1739209871.2438612;-45.120503652039325
1739209871.2438638;-38.13080360867914
1739209871.2438667;-35.57807855764607
1739209871.2438695;-33.981070128970906
1739209871.2438724;-45.120503652039325
1739209871.243875;-38.13080360867914
1739209871.243878;-45.120503652039325
1739209871.2438807;-45.120503652039325
1739209871.2438834;-38.13080360867914
1739209871.2438862;-38.13080360867914
1739209871.243889;-45.120503652039325
1739209871.2438917;-38.13080360867914
1739209871.2438946;-38.13080360867914
1739209871.2438974;-45.120503652039325
1739209871.2439;-45.120503652039325
1739209871.243903;-45.120503652039325
1739209871.2439058;-45.120503652039325
1739209871.2439084;-45.120503652039325
1739209871.2439113;-45.120503652039325
1739209871.2439141;-30.49652367304973
1739209871.2439167;-38.13080360867914
1739209871.2439196;-38.13080360867914
1739209871.2439225;-45.120503652039325
1739209871.2439253;-38.13080360867914
1739209871.243928;-35.57807855764607
1739209871.2439308;-45.120503652039325
1739209871.2439337;-45.120503652039325
1739209871.2439363;-31.141103565318915
1739209871.2439392;-38.13080360867914
1739209871.243942;-45.120503652039325
1739209871.2439446;-35.57807855764607
1739209871.2439475;-38.13080360867914
1739209871.2439504;-45.120503652039325
1739209871.243953;-45.120503652039325
1739209871.2439559;-45.120503652039325
1739209871.2439587;-38.13080360867914
1739209871.2439613;-38.13080360867914
1739209871.2439642;-45.120503652039325
1739209871.243967;-45.120503652039325
1739209871.24397;-45.120503652039325
1739209871.2439725;-32.816014438256545
1739209871.2439754;-35.57807855764607
1739209871.2439783;-45.120503652039325
1739209871.243981;-31.141103565318915
1739209871.2439837;-33.981070128970906
1739209871.2439866;-45.120503652039325
1739209871.2439892;-45.120503652039325
1739209871.243992;-45.120503652039325
1739209871.243995;-45.120503652039325
1739209871.2439976;-38.13080360867914
1739209871.2440004;-33.981070128970906
1739209871.2440033;-33.981070128970906
1739209871.244006;-45.120503652039325
1739209871.2440088;-45.120503652039325
1739209871.2440116;-45.120503652039325
1739209871.2440143;-45.120503652039325
1739209871.2440171;-45.120503652039325
1739209871.24402;-45.120503652039325
1739209871.2440228;-38.13080360867914
1739209871.2440255;-45.120503652039325
1739209871.2440283;-45.120503652039325
1739209871.2440312;-45.120503652039325
1739209871.2440338;-45.120503652039325
1739209871.2440367;-45.120503652039325
1739209871.2440395;-38.13080360867914
1739209871.2440422;-38.13080360867914
1739209871.244045;-45.120503652039325
1739209871.2440479;-38.13080360867914
1739209871.2440505;-38.13080360867914
1739209871.2440534;-45.120503652039325
1739209871.2440562;-38.13080360867914
1739209871.2440588;-38.13080360867914
1739209871.2440617;-45.120503652039325
1739209871.2440646;-38.13080360867914
1739209871.2440674;-38.13080360867914
1739209871.24407;-45.120503652039325
1739209871.244073;-45.120503652039325
1739209871.2440758;-38.13080360867914
1739209871.2440784;-38.13080360867914
1739209871.2440813;-33.981070128970906
1739209871.2440841;-38.13080360867914
1739209871.2440867;-38.13080360867914
1739209871.2440896;-35.57807855764607
1739209871.2440925;-38.13080360867914
1739209871.244095;-38.13080360867914
1739209871.244098;-45.120503652039325
1739209871.2441008;-45.120503652039325
1739209871.2441034;-45.120503652039325
1739209871.2441063;-38.13080360867914
1739209871.2441092;-33.981070128970906
1739209871.2441118;-45.120503652039325
1739209871.2441146;-38.13080360867914
1739209871.2441175;-38.13080360867914
1739209871.2441204;-45.120503652039325
1739209871.244123;-45.120503652039325
1739209871.2441258;-38.13080360867914
1739209871.2441287;-38.13080360867914
1739209871.2441313;-45.120503652039325
1739209871.2441342;-35.57807855764607
1739209871.244137;-38.13080360867914
1739209871.2441397;-45.120503652039325
1739209871.2441425;-32.816014438256545
1739209871.2441454;-32.816014438256545
1739209871.244148;-38.13080360867914
1739209871.2441509;-45.120503652039325
1739209871.2441537;-38.13080360867914
