CAN Message; 0x1b8:0200f012114e921e
Timestamp;Amplitude
1739209794.4806907;-38.13080360867914
1739209794.480696;-38.13080360867914
1739209794.4807014;-33.981070128970906
1739209794.4807067;-45.120503652039325
1739209794.4807122;-45.120503652039325
1739209794.4807177;-38.13080360867914
1739209794.480723;-45.120503652039325
1739209794.4807284;-45.120503652039325
1739209794.4807336;-38.13080360867914
1739209794.480739;-35.57807855764607
1739209794.4807446;-33.981070128970906
1739209794.4807498;-33.981070128970906
1739209794.4807553;-45.120503652039325
1739209794.4807606;-31.141103565318893
1739209794.480766;-31.141103565318915
1739209794.4807713;-45.120503652039325
1739209794.4807768;-45.120503652039325
1739209794.4807823;-38.13080360867914
1739209794.4807875;-33.981070128970906
1739209794.480793;-32.81601443825658
1739209794.4807982;-38.13080360867914
1739209794.4808037;-35.57807855764607
1739209794.4808092;-38.13080360867914
1739209794.4808145;-45.120503652039325
1739209794.48082;-38.13080360867914
1739209794.4808252;-45.120503652039325
1739209794.4808307;-31.141103565318915
1739209794.4808362;-28.992665084841942
1739209794.4808414;-45.120503652039325
1739209794.480847;-35.57807855764607
1739209794.4808521;-45.120503652039325
1739209794.4808576;-35.57807855764607
1739209794.480863;-45.120503652039325
1739209794.4808683;-45.120503652039325
1739209794.4808738;-38.13080360867914
1739209794.480879;-38.13080360867914
1739209794.4808846;-45.120503652039325
1739209794.4808898;-45.120503652039325
1739209794.4808953;-45.120503652039325
1739209794.4809008;-38.13080360867914
1739209794.480906;-45.120503652039325
1739209794.4809115;-45.120503652039325
1739209794.4809167;-33.981070128970906
1739209794.4809222;-30.49652367304973
1739209794.4809277;-33.981070128970906
1739209794.480933;-45.120503652039325
1739209794.4809384;-38.13080360867914
1739209794.4809437;-35.57807855764607
1739209794.4809492;-38.13080360867914
1739209794.4809546;-45.120503652039325
1739209794.48096;-38.13080360867914
1739209794.4809654;-38.13080360867914
1739209794.4809706;-45.120503652039325
1739209794.480976;-45.120503652039325
1739209794.4809816;-45.120503652039325
1739209794.4809868;-38.13080360867914
1739209794.4809923;-45.120503652039325
1739209794.4809976;-45.120503652039325
1739209794.481003;-45.120503652039325
1739209794.4810085;-45.120503652039325
1739209794.4810138;-45.120503652039325
1739209794.4810193;-45.120503652039325
1739209794.4810245;-45.120503652039325
1739209794.48103;-38.13080360867914
1739209794.4810352;-38.13080360867914
1739209794.4810407;-38.13080360867914
1739209794.4810462;-35.57807855764607
1739209794.4810514;-26.487275050834715
1739209794.481057;-38.13080360867914
1739209794.4810622;-45.120503652039325
1739209794.4810677;-38.13080360867914
1739209794.4810731;-38.13080360867914
1739209794.4810784;-45.120503652039325
1739209794.4810839;-38.13080360867914
1739209794.481089;-45.120503652039325
1739209794.4810946;-38.13080360867914
1739209794.4811;-45.120503652039325
1739209794.4811053;-32.816014438256545
1739209794.4811108;-38.13080360867914
1739209794.481116;-38.13080360867914
1739209794.4811215;-35.57807855764607
1739209794.481127;-38.13080360867914
1739209794.4811323;-38.13080360867914
1739209794.4811378;-29.438486411369333
1739209794.481143;-38.13080360867914
1739209794.4811485;-38.13080360867914
1739209794.4811537;-38.13080360867914
1739209794.4811592;-45.120503652039325
1739209794.4811647;-38.13080360867914
1739209794.48117;-33.981070128970906
1739209794.4811754;-38.13080360867914
1739209794.4811807;-45.120503652039325
1739209794.4811862;-45.120503652039325
1739209794.4811916;-45.120503652039325
1739209794.4811969;-45.120503652039325
1739209794.4812024;-45.120503652039325
1739209794.4812076;-45.120503652039325
1739209794.481213;-45.120503652039325
1739209794.4812186;-38.13080360867914
1739209794.4812238;-45.120503652039325
1739209794.4812293;-45.120503652039325
1739209794.4812346;-35.57807855764607
1739209794.48124;-38.13080360867914
1739209794.4812455;-45.120503652039325
1739209794.4812508;-38.13080360867914
1739209794.4812562;-35.57807855764607
1739209794.4812615;-45.120503652039325
1739209794.481267;-32.816014438256545
1739209794.4812725;-35.57807855764607
1739209794.4812777;-45.120503652039325
1739209794.4812832;-45.120503652039325
1739209794.4812884;-32.816014438256545
1739209794.481294;-38.13080360867914
1739209794.4812992;-45.120503652039325
1739209794.4813046;-38.13080360867914
1739209794.4813101;-38.13080360867914
1739209794.4813154;-38.13080360867914
1739209794.4813209;-45.120503652039325
1739209794.481326;-33.981070128970906
1739209794.4813316;-45.120503652039325
1739209794.481337;-33.981070128970906
1739209794.4813423;-45.120503652039325
1739209794.4813478;-45.120503652039325
1739209794.481353;-32.816014438256545
1739209794.4813585;-33.981070128970906
1739209794.481364;-45.120503652039325
1739209794.4813693;-45.120503652039325
1739209794.4813747;-31.141103565318893
1739209794.48138;-35.57807855764607
1739209794.4813855;-45.120503652039325
1739209794.481391;-38.13080360867914
1739209794.4813962;-38.13080360867914
1739209794.4814017;-45.120503652039325
1739209794.481407;-45.120503652039325
1739209794.4814124;-38.13080360867914
1739209794.4814177;-38.13080360867914
1739209794.4814231;-38.13080360867914
1739209794.4814286;-45.120503652039325
1739209794.4814339;-45.120503652039325
1739209794.4814394;-32.816014438256545
1739209794.4814446;-35.57807855764607
1739209794.48145;-45.120503652039325
1739209794.4814556;-38.13080360867914
1739209794.4814608;-38.13080360867914
1739209794.4814663;-45.120503652039325
1739209794.4814715;-45.120503652039325
1739209794.481477;-38.13080360867914
1739209794.4814825;-38.13080360867914
1739209794.4814878;-38.13080360867914
1739209794.4814932;-38.13080360867914
1739209794.4814985;-45.120503652039325
1739209794.481504;-38.13080360867914
1739209794.4815094;-35.57807855764607
1739209794.4815147;-45.120503652039325
1739209794.4815202;-45.120503652039325
1739209794.4815254;-45.120503652039325
1739209794.481531;-38.13080360867914
1739209794.4815364;-38.13080360867914
1739209794.4815416;-38.13080360867914
1739209794.481547;-45.120503652039325
1739209794.4815524;-45.120503652039325
1739209794.4815578;-38.13080360867914
1739209794.481563;-38.13080360867914
1739209794.4815686;-45.120503652039325
1739209794.481574;-31.141103565318915
1739209794.4815793;-33.981070128970906
1739209794.4815848;-38.13080360867914
1739209794.48159;-45.120503652039325
1739209794.4815955;-35.57807855764607
1739209794.481601;-38.13080360867914
1739209794.4816062;-38.13080360867914
1739209794.4816117;-45.120503652039325
1739209794.481617;-38.13080360867914
1739209794.4816225;-38.13080360867914
1739209794.481628;-38.13080360867914
1739209794.4816332;-45.120503652039325
1739209794.4816387;-45.120503652039325
1739209794.481644;-33.981070128970906
1739209794.4816494;-35.57807855764607
1739209794.481655;-38.13080360867914
1739209794.4816601;-33.981070128970906
1739209794.4816656;-33.981070128970906
1739209794.4816709;-38.13080360867914
1739209794.4816763;-38.13080360867914
1739209794.4816816;-45.120503652039325
1739209794.481687;-45.120503652039325
1739209794.4816926;-38.13080360867914
1739209794.4816978;-45.120503652039325
1739209794.4817033;-38.13080360867914
1739209794.4817085;-45.120503652039325
1739209794.481714;-38.13080360867914
1739209794.4817195;-32.816014438256545
1739209794.4817247;-38.13080360867914
1739209794.4817302;-38.13080360867914
1739209794.4817355;-38.13080360867914
1739209794.481741;-35.57807855764607
1739209794.4817464;-38.13080360867914
1739209794.4817517;-45.120503652039325
1739209794.4817572;-38.13080360867914
1739209794.4817624;-45.120503652039325
1739209794.481768;-38.13080360867914
1739209794.4817734;-38.13080360867914
1739209794.4817786;-45.120503652039325
1739209794.481784;-45.120503652039325
1739209794.4817894;-38.13080360867914
1739209794.4817948;-33.981070128970906
1739209794.4818003;-45.120503652039325
1739209794.4818056;-45.120503652039325
1739209794.481811;-38.13080360867914
1739209794.4818163;-38.13080360867914
1739209794.4818218;-45.120503652039325
1739209794.481827;-45.120503652039325
1739209794.4818325;-45.120503652039325
1739209794.481838;-45.120503652039325
1739209794.4818432;-38.13080360867914
1739209794.4818487;-45.120503652039325
1739209794.481854;-38.13080360867914
1739209794.4818594;-45.120503652039325
1739209794.481865;-38.13080360867914
1739209794.4818702;-38.13080360867914
1739209794.4818757;-32.816014438256545
1739209794.481881;-28.992665084841942
1739209794.4818864;-38.13080360867914
1739209794.4818919;-45.120503652039325
1739209794.481897;-45.120503652039325
1739209794.4819026;-33.981070128970906
1739209794.4819078;-38.13080360867914
1739209794.4819133;-45.120503652039325
1739209794.4819188;-45.120503652039325
1739209794.481924;-45.120503652039325
1739209794.4819295;-38.13080360867914
1739209794.4819348;-45.120503652039325
1739209794.4819403;-45.120503652039325
1739209794.4819455;-45.120503652039325
1739209794.481951;-38.13080360867914
1739209794.4819565;-45.120503652039325
1739209794.4819617;-38.13080360867914
1739209794.4819672;-33.981070128970906
1739209794.4819725;-38.13080360867914
1739209794.481978;-45.120503652039325
1739209794.4819834;-38.13080360867914
1739209794.4819887;-38.13080360867914
1739209794.4819942;-33.981070128970906
1739209794.4819994;-45.120503652039325
1739209794.482005;-38.13080360867914
1739209794.4820104;-38.13080360867914
1739209794.4820156;-45.120503652039325
1739209794.482021;-38.13080360867914
1739209794.4820263;-45.120503652039325
1739209794.4820318;-45.120503652039325
1739209794.4820373;-38.13080360867914
1739209794.4820426;-45.120503652039325
1739209794.482048;-45.120503652039325
1739209794.4820533;-45.120503652039325
1739209794.4820588;-38.13080360867914
1739209794.4820642;-45.120503652039325
1739209794.4820695;-38.13080360867914
1739209794.482075;-38.13080360867914
1739209794.4820802;-38.13080360867914
1739209794.4820857;-45.120503652039325
1739209794.482091;-45.120503652039325
1739209794.4820964;-29.438486411369333
1739209794.482102;-38.13080360867914
1739209794.4821072;-45.120503652039325
1739209794.4821126;-38.13080360867914
1739209794.482118;-32.816014438256545
1739209794.4821234;-45.120503652039325
1739209794.4821289;-45.120503652039325
1739209794.482134;-38.13080360867914
1739209794.4821396;-38.13080360867914
1739209794.4821448;-45.120503652039325
1739209794.4821503;-35.57807855764607
1739209794.4821558;-38.13080360867914
1739209794.482161;-45.120503652039325
1739209794.4821665;-35.57807855764607
1739209794.4821718;-35.57807855764607
1739209794.4821773;-45.120503652039325
1739209794.4821827;-29.438486411369333
1739209794.482188;-38.13080360867914
1739209794.4821935;-45.120503652039325
1739209794.4821987;-45.120503652039325
1739209794.4822042;-45.120503652039325
1739209794.4822094;-45.120503652039325
1739209794.482215;-45.120503652039325
1739209794.4822204;-38.13080360867914
1739209794.4822257;-45.120503652039325
1739209794.4822311;-45.120503652039325
1739209794.4822364;-35.57807855764607
1739209794.4822419;-38.13080360867914
1739209794.4822474;-45.120503652039325
1739209794.4822526;-38.13080360867914
1739209794.482258;-35.57807855764607
1739209794.4822633;-38.13080360867914
1739209794.4822688;-45.120503652039325
1739209794.4822743;-45.120503652039325
1739209794.4822795;-45.120503652039325
1739209794.482285;-38.13080360867914
1739209794.4822903;-45.120503652039325
1739209794.4822958;-38.13080360867914
1739209794.4823012;-35.57807855764607
1739209794.4823065;-38.13080360867914
1739209794.482312;-45.120503652039325
1739209794.4823172;-45.120503652039325
1739209794.4823227;-38.13080360867914
1739209794.482328;-45.120503652039325
1739209794.4823334;-35.57807855764607
1739209794.482339;-38.13080360867914
1739209794.4823442;-45.120503652039325
1739209794.4823496;-38.13080360867914
1739209794.4823549;-45.120503652039325
1739209794.4823604;-38.13080360867914
1739209794.4823658;-45.120503652039325
1739209794.482371;-45.120503652039325
1739209794.4823766;-45.120503652039325
1739209794.4823818;-38.13080360867914
1739209794.4823873;-38.13080360867914
1739209794.4823928;-45.120503652039325
1739209794.482398;-33.981070128970906
1739209794.4824035;-32.816014438256545
1739209794.4824088;-45.120503652039325
1739209794.4824142;-38.13080360867914
1739209794.4824197;-38.13080360867914
1739209794.482425;-38.13080360867914
1739209794.4824305;-45.120503652039325
1739209794.4824357;-38.13080360867914
1739209794.4824412;-33.981070128970906
1739209794.4824467;-38.13080360867914
1739209794.482452;-38.13080360867914
1739209794.4824574;-38.13080360867914
1739209794.4824626;-38.13080360867914
1739209794.4824681;-33.981070128970906
1739209794.4824734;-45.120503652039325
1739209794.4824789;-38.13080360867914
1739209794.4824843;-35.57807855764607
1739209794.4824896;-38.13080360867914
1739209794.482495;-38.13080360867914
1739209794.4825003;-35.57807855764607
1739209794.4825058;-38.13080360867914
1739209794.4825113;-45.120503652039325
1739209794.4825165;-45.120503652039325
1739209794.482522;-45.120503652039325
1739209794.4825273;-45.120503652039325
1739209794.4825327;-45.120503652039325
1739209794.4825382;-45.120503652039325
1739209794.4825435;-38.13080360867914
1739209794.482549;-45.120503652039325
1739209794.4825542;-45.120503652039325
1739209794.4825597;-35.57807855764607
1739209794.4825652;-38.13080360867914
1739209794.4825704;-45.120503652039325
1739209794.482576;-45.120503652039325
1739209794.4825811;-45.120503652039325
1739209794.4825866;-45.120503652039325
1739209794.4825919;-45.120503652039325
1739209794.4825974;-45.120503652039325
1739209794.4826028;-35.57807855764607
1739209794.482608;-38.13080360867914
1739209794.4826136;-33.981070128970906
1739209794.4826188;-23.506823629689542
1739209794.4826243;-26.03565346325281
1739209794.4826298;-45.120503652039325
1739209794.482635;-45.120503652039325
1739209794.4826405;-32.816014438256545
1739209794.4826458;-31.141103565318893
1739209794.4826512;-29.438486411369333
1739209794.4826567;-33.981070128970906
1739209794.482662;-32.816014438256545
1739209794.4826674;-45.120503652039325
1739209794.4826727;-38.13080360867914
1739209794.4826782;-45.120503652039325
1739209794.4826837;-29.438486411369347
1739209794.482689;-21.021172418726344
1739209794.4826944;-25.826314394896364
1739209794.4826996;-38.13080360867914
1739209794.482705;-38.13080360867914
1739209794.4827106;-45.120503652039325
1739209794.4827158;-33.981070128970906
1739209794.4827213;-38.13080360867914
1739209794.4827266;-38.13080360867914
1739209794.482732;-45.120503652039325
1739209794.4827373;-33.981070128970906
1739209794.4827428;-30.49652367304973
1739209794.4827483;-45.120503652039325
1739209794.4827535;-23.38864096791655
1739209794.482759;-26.487275050834715
1739209794.4827642;-45.120503652039325
1739209794.4827697;-29.438486411369347
1739209794.4827752;-32.81601443825658
1739209794.4827805;-33.981070128970906
1739209794.482786;-45.120503652039325
1739209794.4827912;-33.981070128970906
1739209794.4827967;-45.120503652039325
1739209794.4828022;-31.141103565318915
1739209794.4828074;-38.13080360867914
1739209794.482813;-28.21854285175415
1739209794.4828181;-24.746238672633048
1739209794.4828236;-25.826314394896357
1739209794.482829;-38.13080360867914
1739209794.4828343;-38.13080360867914
1739209794.4828398;-33.981070128970906
1739209794.482845;-32.816014438256545
1739209794.4828506;-45.120503652039325
1739209794.4828558;-31.141103565318915
1739209794.4828613;-35.57807855764607
1739209794.4828668;-38.13080360867914
1739209794.482872;-45.120503652039325
1739209794.4828775;-35.57807855764607
1739209794.4828827;-24.746238672633048
1739209794.4828882;-23.50682362968953
1739209794.4828937;-38.13080360867914
