CAN Message; 0x1b8:0200f012114e921e
1739209794.482899;-33.981070128970906
1739209794.4829044;-32.816014438256545
1739209794.4829097;-31.141103565318893
1739209794.4829152;-38.13080360867914
1739209794.4829206;-30.49652367304973
1739209794.482926;-26.991370085610722
1739209794.4829314;-38.13080360867914
1739209794.4829366;-38.13080360867914
1739209794.482942;-38.13080360867914
1739209794.4829476;-32.816014438256545
1739209794.4829528;-22.841636605902558
1739209794.4829583;-24.589719217205094
1739209794.4829636;-27.877744956031414
1739209794.482969;-30.49652367304973
1739209794.4829745;-30.49652367304973
1739209794.4829798;-45.120503652039325
1739209794.4829853;-32.816014438256545
1739209794.4829905;-38.13080360867914
1739209794.482996;-38.13080360867914
1739209794.4830012;-31.141103565318893
1739209794.4830067;-31.141103565318893
1739209794.4830122;-30.49652367304973
1739209794.4830174;-25.826314394896357
1739209794.483023;-23.506823629689542
1739209794.4830282;-29.438486411369333
1739209794.4830337;-28.58837851428586
1739209794.4830391;-32.816014438256545
1739209794.4830444;-45.120503652039325
1739209794.4830499;-45.120503652039325
1739209794.483055;-45.120503652039325
1739209794.4830606;-45.120503652039325
1739209794.483066;-26.991370085610736
1739209794.4830713;-38.13080360867914
1739209794.4830768;-45.120503652039325
1739209794.483082;-25.25278630937684
1739209794.4830875;-22.740042620751332
1739209794.483093;-33.981070128970906
1739209794.4830983;-45.120503652039325
1739209794.4831038;-32.816014438256545
1739209794.483109;-32.816014438256545
1739209794.4831145;-38.13080360867914
1739209794.4831197;-38.13080360867914
1739209794.4831252;-33.981070128970906
1739209794.4831307;-35.57807855764607
1739209794.483136;-38.13080360867914
1739209794.4831414;-25.077289914212862
1739209794.4831467;-30.49652367304976
1739209794.4831522;-25.826314394896354
1739209794.4831576;-23.506823629689542
1739209794.4831629;-38.13080360867914
1739209794.4831684;-28.992665084841942
1739209794.4831736;-33.981070128970906
1739209794.483179;-35.57807855764607
1739209794.4831846;-35.57807855764607
1739209794.4831898;-45.120503652039325
1739209794.4831953;-38.13080360867914
1739209794.4832006;-38.13080360867914
1739209794.483206;-45.120503652039325
1739209794.4832115;-38.13080360867914
1739209794.4832168;-32.816014438256545
1739209794.4832222;-38.13080360867914
1739209794.4832275;-28.21854285175415
1739209794.483233;-30.49652367304973
1739209794.4832385;-38.13080360867914
1739209794.4832437;-38.13080360867914
1739209794.4832492;-45.120503652039325
1739209794.4832544;-38.13080360867914
1739209794.48326;-38.13080360867914
1739209794.4832652;-38.13080360867914
1739209794.4832706;-38.13080360867914
1739209794.4832761;-45.120503652039325
1739209794.4832814;-32.816014438256545
1739209794.4832869;-35.57807855764607
1739209794.483292;-45.120503652039325
1739209794.4832976;-33.981070128970906
1739209794.483303;-35.57807855764607
1739209794.4833083;-45.120503652039325
1739209794.4833138;-29.438486411369333
1739209794.483319;-32.816014438256545
1739209794.4833245;-45.120503652039325
1739209794.48333;-38.13080360867914
1739209794.4833353;-35.57807855764607
1739209794.4833407;-38.13080360867914
1739209794.483346;-45.120503652039325
1739209794.4833515;-45.120503652039325
1739209794.483357;-45.120503652039325
1739209794.4833622;-45.120503652039325
1739209794.4833677;-35.57807855764607
1739209794.483373;-38.13080360867914
1739209794.4833784;-35.57807855764607
1739209794.4833837;-35.57807855764607
1739209794.4833891;-38.13080360867914
1739209794.4833946;-45.120503652039325
1739209794.4833999;-32.816014438256545
1739209794.4834054;-35.57807855764607
1739209794.4834106;-45.120503652039325
1739209794.483416;-45.120503652039325
1739209794.4834216;-38.13080360867914
1739209794.4834268;-38.13080360867914
1739209794.4834323;-35.57807855764607
1739209794.4834375;-35.57807855764607
1739209794.483443;-45.120503652039325
1739209794.4834485;-45.120503652039325
1739209794.4834538;-45.120503652039325
1739209794.4834592;-38.13080360867914
1739209794.4834645;-38.13080360867914
1739209794.48347;-38.13080360867914
1739209794.4834754;-45.120503652039325
1739209794.4834807;-38.13080360867914
1739209794.4834862;-45.120503652039325
1739209794.4834914;-45.120503652039325
1739209794.483497;-38.13080360867914
1739209794.4835024;-45.120503652039325
1739209794.4835076;-45.120503652039325
1739209794.483513;-45.120503652039325
1739209794.4835184;-38.13080360867914
1739209794.4835238;-45.120503652039325
1739209794.483529;-45.120503652039325
1739209794.4835346;-33.981070128970906
1739209794.48354;-38.13080360867914
1739209794.4835453;-38.13080360867914
1739209794.4835508;-33.981070128970906
1739209794.483556;-30.49652367304973
1739209794.4835615;-38.13080360867914
1739209794.483567;-45.120503652039325
1739209794.4835722;-38.13080360867914
1739209794.4835777;-45.120503652039325
1739209794.483583;-35.57807855764607
1739209794.4835885;-45.120503652039325
1739209794.483594;-45.120503652039325
1739209794.4835992;-45.120503652039325
1739209794.4836047;-38.13080360867914
1739209794.48361;-38.13080360867914
1739209794.4836154;-45.120503652039325
1739209794.483621;-45.120503652039325
1739209794.4836261;-45.120503652039325
1739209794.4836316;-38.13080360867914
1739209794.4836369;-38.13080360867914
1739209794.4836423;-30.49652367304973
1739209794.4836476;-31.141103565318915
1739209794.483653;-45.120503652039325
1739209794.4836586;-27.8777449560314
1739209794.4836638;-28.992665084841942
1739209794.4836693;-28.21854285175415
1739209794.4836745;-27.8777449560314
1739209794.48368;-27.267205301931607
1739209794.4836855;-38.13080360867914
1739209794.4836907;-32.816014438256545
1739209794.4836962;-32.816014438256545
1739209794.4837015;-28.992665084841942
1739209794.483707;-45.120503652039325
1739209794.4837124;-30.49652367304973
1739209794.4837177;-29.438486411369354
1739209794.4837232;-30.49652367304973
1739209794.4837284;-31.141103565318943
1739209794.483734;-38.13080360867914
1739209794.4837394;-45.120503652039325
1739209794.4837446;-45.120503652039325
1739209794.48375;-33.981070128970906
1739209794.4837554;-28.992665084841942
1739209794.4837608;-30.49652367304976
1739209794.4837663;-33.981070128970906
1739209794.4837716;-31.141103565318893
1739209794.483777;-28.218542851754187
1739209794.4837823;-27.877744956031414
1739209794.4837878;-45.120503652039325
1739209794.483793;-38.13080360867914
1739209794.4837985;-35.57807855764607
1739209794.483804;-33.981070128970906
1739209794.4838092;-31.141103565318915
1739209794.4838147;-38.13080360867914
1739209794.48382;-28.992665084841942
1739209794.4838254;-29.438486411369333
1739209794.483831;-38.13080360867914
1739209794.4838362;-38.13080360867914
1739209794.4838417;-32.81601443825658
1739209794.483847;-31.141103565318915
1739209794.4838524;-38.13080360867914
1739209794.4838579;-38.13080360867914
1739209794.483863;-27.267205301931607
1739209794.4838686;-33.981070128970956
1739209794.4838738;-38.13080360867914
1739209794.4838793;-45.120503652039325
1739209794.4838848;-28.992665084841942
1739209794.48389;-33.981070128970906
1739209794.4838955;-45.120503652039325
1739209794.4839008;-38.13080360867914
1739209794.4839063;-35.57807855764607
1739209794.4839115;-26.991370085610722
1739209794.483917;-31.141103565318915
1739209794.4839225;-38.13080360867914
1739209794.4839277;-28.992665084841942
1739209794.4839332;-45.120503652039325
1739209794.4839385;-32.816014438256545
1739209794.483944;-28.992665084841942
1739209794.4839494;-45.120503652039325
1739209794.4839547;-31.141103565318915
1739209794.4839602;-38.13080360867914
1739209794.4839654;-30.49652367304976
1739209794.4839709;-28.588378514285886
1739209794.4839764;-33.981070128970906
1739209794.4839816;-33.981070128970906
1739209794.483987;-31.141103565318943
1739209794.4839923;-25.826314394896357
1739209794.4839978;-26.991370085610722
1739209794.4840033;-27.877744956031414
1739209794.4840086;-28.588378514285886
1739209794.484014;-30.49652367304976
1739209794.4840193;-38.13080360867914
1739209794.4840248;-26.991370085610722
1739209794.4840302;-38.13080360867914
1739209794.4840355;-28.992665084841942
1739209794.484041;-31.141103565318915
1739209794.4840462;-31.141103565318915
1739209794.4840517;-27.8777449560314
1739209794.484057;-38.13080360867914
1739209794.4840624;-32.816014438256545
1739209794.484068;-32.816014438256545
1739209794.4840732;-31.141103565318893
1739209794.4840786;-45.120503652039325
1739209794.484084;-38.13080360867914
1739209794.4840894;-24.589719217205094
1739209794.4840949;-33.981070128970956
1739209794.4841;-31.14110356531892
1739209794.4841056;-23.273589343863314
1739209794.4841108;-33.981070128970956
1739209794.4841163;-27.267205301931607
1739209794.4841218;-33.981070128970906
1739209794.484127;-38.13080360867914
1739209794.4841325;-31.141103565318915
1739209794.4841378;-28.58837851428586
1739209794.4841433;-29.438486411369333
1739209794.4841487;-31.141103565318915
1739209794.484154;-45.120503652039325
1739209794.4841595;-35.57807855764607
1739209794.4841647;-45.120503652039325
1739209794.4841702;-33.981070128970906
1739209794.4841754;-29.438486411369333
1739209794.484181;-31.14110356531892
1739209794.4841864;-45.120503652039325
1739209794.4841917;-33.981070128970906
1739209794.4841971;-30.49652367304973
1739209794.4842024;-26.991370085610736
1739209794.4842079;-24.438645034577675
1739209794.4842134;-38.13080360867914
1739209794.4842186;-35.57807855764607
1739209794.484224;-38.13080360867914
1739209794.4842293;-35.57807855764607
1739209794.4842348;-45.120503652039325
1739209794.4842403;-32.816014438256545
1739209794.4842455;-30.49652367304973
1739209794.484251;-35.57807855764607
1739209794.4842563;-38.13080360867914
1739209794.4842618;-38.13080360867914
1739209794.4842672;-45.120503652039325
1739209794.4842725;-26.991370085610722
1739209794.484278;-26.991370085610736
1739209794.4842832;-38.13080360867914
1739209794.4842887;-26.991370085610747
1739209794.4842942;-45.120503652039325
1739209794.4842994;-29.438486411369333
1739209794.484305;-27.267205301931607
1739209794.4843102;-31.141103565318943
1739209794.4843156;-38.13080360867914
1739209794.4843209;-33.981070128970956
1739209794.4843264;-38.13080360867914
1739209794.4843318;-38.13080360867914
1739209794.484337;-30.49652367304973
1739209794.4843426;-45.120503652039325
1739209794.4843478;-32.816014438256545
1739209794.4843533;-27.267205301931607
1739209794.4843588;-27.8777449560314
1739209794.484364;-26.487275050834715
1739209794.4843695;-27.267205301931607
1739209794.4843748;-33.981070128970956
1739209794.4843802;-31.141103565318915
1739209794.4843857;-33.981070128970906
1739209794.484391;-30.49652367304973
1739209794.4843965;-33.981070128970906
1739209794.4844017;-38.13080360867914
1739209794.4844072;-32.81601443825658
1739209794.4844127;-45.120503652039325
1739209794.484418;-38.13080360867914
1739209794.4844234;-45.120503652039325
1739209794.4844286;-38.13080360867914
1739209794.4844341;-32.816014438256545
1739209794.4844394;-38.13080360867914
1739209794.4844449;-32.816014438256545
1739209794.4844503;-31.141103565318915
1739209794.4844556;-38.13080360867914
1739209794.484461;-38.13080360867914
1739209794.4844663;-45.120503652039325
1739209794.4844718;-38.13080360867914
1739209794.4844773;-35.57807855764607
1739209794.4844825;-33.981070128970906
1739209794.484488;-45.120503652039325
1739209794.4844933;-38.13080360867914
1739209794.4844987;-45.120503652039325
1739209794.4845042;-38.13080360867914
1739209794.4845095;-45.120503652039325
1739209794.484515;-45.120503652039325
1739209794.4845202;-45.120503652039325
1739209794.4845257;-45.120503652039325
1739209794.4845312;-45.120503652039325
1739209794.4845364;-45.120503652039325
1739209794.484542;-45.120503652039325
1739209794.4845471;-33.981070128970906
1739209794.4845526;-33.981070128970906
1739209794.484558;-45.120503652039325
1739209794.4845634;-45.120503652039325
1739209794.4845688;-45.120503652039325
1739209794.484574;-38.13080360867914
1739209794.4845796;-38.13080360867914
1739209794.4845848;-45.120503652039325
1739209794.4845903;-38.13080360867914
1739209794.4845958;-35.57807855764607
1739209794.484601;-32.816014438256545
1739209794.4846065;-38.13080360867914
1739209794.4846117;-45.120503652039325
1739209794.4846172;-38.13080360867914
1739209794.4846227;-45.120503652039325
1739209794.484628;-45.120503652039325
1739209794.4846334;-38.13080360867914
1739209794.4846387;-28.58837851428586
1739209794.4846442;-45.120503652039325
1739209794.4846497;-45.120503652039325
1739209794.484655;-38.13080360867914
1739209794.4846604;-35.57807855764607
1739209794.4846656;-31.141103565318915
1739209794.484671;-45.120503652039325
1739209794.4846766;-38.13080360867914
1739209794.4846818;-35.57807855764607
1739209794.4846873;-33.981070128970906
1739209794.4846926;-38.13080360867914
1739209794.484698;-45.120503652039325
1739209794.4847033;-38.13080360867914
1739209794.4847088;-38.13080360867914
1739209794.4847143;-45.120503652039325
1739209794.4847195;-45.120503652039325
1739209794.484725;-45.120503652039325
1739209794.4847302;-45.120503652039325
1739209794.4847357;-45.120503652039325
1739209794.4847412;-38.13080360867914
1739209794.4847465;-38.13080360867914
1739209794.484752;-33.981070128970906
1739209794.4847572;-45.120503652039325
1739209794.4847627;-45.120503652039325
1739209794.4847682;-35.57807855764607
1739209794.4847734;-38.13080360867914
1739209794.484779;-38.13080360867914
1739209794.4847841;-45.120503652039325
1739209794.4847896;-38.13080360867914
1739209794.484795;-45.120503652039325
1739209794.4848003;-32.816014438256545
1739209794.4848058;-38.13080360867914
1739209794.484811;-45.120503652039325
1739209794.4848166;-38.13080360867914
1739209794.4848218;-35.57807855764607
1739209794.4848273;-38.13080360867914
1739209794.4848328;-35.57807855764607
1739209794.484838;-45.120503652039325
1739209794.4848435;-45.120503652039325
1739209794.4848487;-38.13080360867914
1739209794.4848542;-45.120503652039325
1739209794.4848597;-38.13080360867914
1739209794.484865;-45.120503652039325
1739209794.4848704;-45.120503652039325
1739209794.4848757;-45.120503652039325
1739209794.4848812;-38.13080360867914
1739209794.4848866;-30.49652367304973
1739209794.484892;-45.120503652039325
1739209794.4848974;-45.120503652039325
1739209794.4849026;-45.120503652039325
1739209794.484908;-35.57807855764607
1739209794.4849136;-45.120503652039325
