CAN Message; 0x1a7:0000be7047569929
1739209814.504984;-38.13080360867914
1739209814.504988;-45.120503652039325
1739209814.5049918;-38.13080360867914
1739209814.5049958;-32.816014438256545
1739209814.5049996;-38.13080360867914
1739209814.5050037;-45.120503652039325
1739209814.5050077;-45.120503652039325
1739209814.5050116;-38.13080360867914
1739209814.5050156;-45.120503652039325
1739209814.5050194;-30.49652367304973
1739209814.5050235;-29.438486411369333
1739209814.5050273;-45.120503652039325
1739209814.5050313;-38.13080360867914
1739209814.5050352;-38.13080360867914
1739209814.5050392;-38.13080360867914
1739209814.505043;-45.120503652039325
1739209814.505047;-45.120503652039325
1739209814.505051;-45.120503652039325
1739209814.505055;-45.120503652039325
1739209814.505059;-38.13080360867914
1739209814.5050628;-45.120503652039325
1739209814.5050669;-35.57807855764607
1739209814.5050707;-32.816014438256545
1739209814.5050747;-45.120503652039325
1739209814.5050786;-45.120503652039325
1739209814.5050826;-33.981070128970906
1739209814.5050864;-38.13080360867914
1739209814.5050905;-45.120503652039325
1739209814.5050943;-45.120503652039325
1739209814.5050983;-38.13080360867914
1739209814.5051022;-45.120503652039325
1739209814.5051062;-45.120503652039325
1739209814.5051103;-45.120503652039325
1739209814.505114;-32.816014438256545
1739209814.5051181;-32.816014438256545
1739209814.505122;-45.120503652039325
1739209814.505126;-45.120503652039325
1739209814.5051298;-32.816014438256545
1739209814.5051339;-33.981070128970906
1739209814.5051377;-45.120503652039325
1739209814.5051417;-38.13080360867914
1739209814.5051455;-45.120503652039325
1739209814.5051496;-45.120503652039325
1739209814.5051534;-38.13080360867914
1739209814.5051575;-45.120503652039325
1739209814.5051615;-45.120503652039325
1739209814.5051653;-38.13080360867914
1739209814.5051694;-35.57807855764607
1739209814.5051732;-45.120503652039325
1739209814.5051773;-38.13080360867914
1739209814.505181;-45.120503652039325
1739209814.5051851;-38.13080360867914
1739209814.505189;-35.57807855764607
1739209814.505193;-38.13080360867914
1739209814.5051968;-38.13080360867914
1739209814.5052009;-38.13080360867914
1739209814.5052047;-38.13080360867914
1739209814.5052087;-38.13080360867914
1739209814.5052125;-45.120503652039325
1739209814.5052166;-38.13080360867914
1739209814.5052207;-45.120503652039325
1739209814.5052245;-45.120503652039325
1739209814.5052285;-38.13080360867914
1739209814.5052323;-38.13080360867914
1739209814.5052364;-38.13080360867914
1739209814.5052402;-38.13080360867914
1739209814.5052443;-38.13080360867914
1739209814.505248;-38.13080360867914
1739209814.5052521;-45.120503652039325
1739209814.505256;-38.13080360867914
1739209814.50526;-30.49652367304973
1739209814.5052638;-38.13080360867914
1739209814.5052679;-45.120503652039325
1739209814.505272;-45.120503652039325
1739209814.5052757;-38.13080360867914
1739209814.5052798;-38.13080360867914
1739209814.5052836;-45.120503652039325
1739209814.5052876;-38.13080360867914
1739209814.5052915;-35.57807855764607
1739209814.5052955;-45.120503652039325
1739209814.5052993;-45.120503652039325
1739209814.5053034;-45.120503652039325
1739209814.5053072;-38.13080360867914
1739209814.5053113;-38.13080360867914
1739209814.505315;-38.13080360867914
1739209814.505319;-38.13080360867914
1739209814.5053232;-38.13080360867914
1739209814.505327;-38.13080360867914
1739209814.505331;-45.120503652039325
1739209814.5053349;-38.13080360867914
1739209814.505339;-38.13080360867914
1739209814.5053427;-38.13080360867914
1739209814.5053468;-45.120503652039325
1739209814.5053506;-45.120503652039325
1739209814.5053546;-45.120503652039325
1739209814.5053585;-45.120503652039325
1739209814.5053625;-38.13080360867914
1739209814.5053663;-38.13080360867914
1739209814.5053704;-38.13080360867914
1739209814.5053744;-32.816014438256545
1739209814.5053782;-38.13080360867914
1739209814.5053823;-38.13080360867914
1739209814.505386;-38.13080360867914
1739209814.5053902;-38.13080360867914
1739209814.505394;-45.120503652039325
1739209814.505398;-38.13080360867914
1739209814.5054018;-38.13080360867914
1739209814.505406;-33.981070128970906
1739209814.5054097;-38.13080360867914
1739209814.5054138;-38.13080360867914
1739209814.5054176;-38.13080360867914
1739209814.5054216;-45.120503652039325
1739209814.5054255;-45.120503652039325
1739209814.5054295;-45.120503652039325
1739209814.5054336;-45.120503652039325
1739209814.5054374;-38.13080360867914
1739209814.5054414;-38.13080360867914
1739209814.5054452;-38.13080360867914
1739209814.5054493;-45.120503652039325
1739209814.505453;-45.120503652039325
1739209814.5054572;-45.120503652039325
1739209814.505461;-38.13080360867914
1739209814.505465;-38.13080360867914
1739209814.5054688;-33.981070128970906
1739209814.505473;-45.120503652039325
1739209814.5054767;-38.13080360867914
1739209814.5054808;-38.13080360867914
1739209814.5054848;-38.13080360867914
1739209814.5054886;-45.120503652039325
1739209814.5054927;-38.13080360867914
1739209814.5054965;-38.13080360867914
1739209814.5055006;-31.14110356531892
1739209814.5055044;-38.13080360867914
1739209814.5055084;-38.13080360867914
1739209814.5055122;-38.13080360867914
1739209814.5055163;-38.13080360867914
1739209814.50552;-38.13080360867914
1739209814.5055242;-38.13080360867914
1739209814.505528;-38.13080360867914
1739209814.505532;-31.141103565318915
1739209814.505536;-45.120503652039325
1739209814.50554;-45.120503652039325
1739209814.505544;-45.120503652039325
1739209814.5055478;-45.120503652039325
1739209814.5055518;-45.120503652039325
1739209814.5055556;-35.57807855764607
1739209814.5055597;-38.13080360867914
1739209814.5055635;-38.13080360867914
1739209814.5055676;-45.120503652039325
1739209814.5055714;-45.120503652039325
1739209814.5055754;-38.13080360867914
1739209814.5055792;-38.13080360867914
1739209814.5055833;-45.120503652039325
1739209814.5055873;-45.120503652039325
1739209814.5055912;-45.120503652039325
1739209814.5055952;-38.13080360867914
1739209814.505599;-45.120503652039325
1739209814.505603;-38.13080360867914
1739209814.505607;-38.13080360867914
1739209814.505611;-45.120503652039325
1739209814.5056148;-38.13080360867914
1739209814.5056188;-45.120503652039325
1739209814.5056226;-38.13080360867914
1739209814.5056267;-33.981070128970906
1739209814.5056305;-45.120503652039325
1739209814.5056345;-45.120503652039325
1739209814.5056386;-38.13080360867914
1739209814.5056424;-38.13080360867914
1739209814.5056465;-45.120503652039325
1739209814.5056503;-35.57807855764607
1739209814.5056543;-45.120503652039325
1739209814.5056581;-45.120503652039325
1739209814.5056622;-38.13080360867914
1739209814.505666;-38.13080360867914
1739209814.50567;-38.13080360867914
1739209814.505674;-35.57807855764607
1739209814.505678;-35.57807855764607
1739209814.5056818;-45.120503652039325
1739209814.5056858;-45.120503652039325
1739209814.5056896;-35.57807855764607
1739209814.5056937;-32.816014438256545
1739209814.5056977;-45.120503652039325
1739209814.5057015;-45.120503652039325
1739209814.5057056;-38.13080360867914
1739209814.5057094;-33.981070128970906
1739209814.5057135;-45.120503652039325
1739209814.5057173;-38.13080360867914
1739209814.5057213;-38.13080360867914
1739209814.5057251;-45.120503652039325
1739209814.5057292;-45.120503652039325
1739209814.505733;-45.120503652039325
1739209814.505737;-45.120503652039325
1739209814.505741;-38.13080360867914
1739209814.505745;-38.13080360867914
1739209814.505749;-45.120503652039325
1739209814.5057528;-35.57807855764607
1739209814.5057569;-35.57807855764607
1739209814.5057607;-45.120503652039325
1739209814.5057647;-38.13080360867914
1739209814.5057685;-38.13080360867914
1739209814.5057726;-33.981070128970906
1739209814.5057764;-45.120503652039325
1739209814.5057805;-45.120503652039325
1739209814.5057843;-38.13080360867914
1739209814.5057883;-35.57807855764607
1739209814.5057921;-38.13080360867914
1739209814.5057962;-32.816014438256545
1739209814.5058002;-45.120503652039325
1739209814.505804;-45.120503652039325
1739209814.505808;-38.13080360867914
1739209814.505812;-38.13080360867914
1739209814.505816;-45.120503652039325
1739209814.5058198;-33.981070128970956
1739209814.5058239;-33.981070128970906
1739209814.5058277;-38.13080360867914
1739209814.5058317;-45.120503652039325
1739209814.5058355;-45.120503652039325
1739209814.5058396;-38.13080360867914
1739209814.5058434;-38.13080360867914
1739209814.5058475;-38.13080360867914
1739209814.5058515;-27.8777449560314
1739209814.5058553;-38.13080360867914
1739209814.5058594;-35.57807855764607
1739209814.5058632;-38.13080360867914
1739209814.5058672;-38.13080360867914
1739209814.505871;-38.13080360867914
1739209814.505875;-45.120503652039325
1739209814.505879;-45.120503652039325
1739209814.505883;-45.120503652039325
1739209814.5058868;-45.120503652039325
1739209814.5058908;-45.120503652039325
1739209814.5058947;-45.120503652039325
1739209814.5058987;-45.120503652039325
1739209814.5059025;-45.120503652039325
1739209814.5059066;-45.120503652039325
1739209814.5059106;-38.13080360867914
1739209814.5059144;-38.13080360867914
1739209814.5059185;-45.120503652039325
1739209814.5059223;-45.120503652039325
1739209814.5059264;-38.13080360867914
1739209814.5059302;-38.13080360867914
1739209814.5059342;-38.13080360867914
1739209814.505938;-45.120503652039325
1739209814.505942;-38.13080360867914
1739209814.505946;-26.991370085610722
1739209814.50595;-38.13080360867914
1739209814.5059538;-45.120503652039325
1739209814.5059578;-45.120503652039325
1739209814.505962;-32.816014438256545
1739209814.5059657;-45.120503652039325
1739209814.5059698;-45.120503652039325
1739209814.5059736;-38.13080360867914
1739209814.5059776;-33.981070128970956
1739209814.5059814;-45.120503652039325
1739209814.5059855;-38.13080360867914
1739209814.5059893;-45.120503652039325
1739209814.5059934;-38.13080360867914
1739209814.5059972;-38.13080360867914
1739209814.5060012;-45.120503652039325
1739209814.506005;-45.120503652039325
1739209814.506009;-38.13080360867914
1739209814.5060132;-38.13080360867914
1739209814.506017;-38.13080360867914
1739209814.506021;-45.120503652039325
1739209814.5060248;-45.120503652039325
1739209814.506029;-38.13080360867914
1739209814.5060327;-38.13080360867914
1739209814.5060368;-38.13080360867914
1739209814.5060406;-38.13080360867914
1739209814.5060446;-35.57807855764607
1739209814.5060484;-35.57807855764607
1739209814.5060525;-38.13080360867914
1739209814.5060563;-38.13080360867914
1739209814.5060604;-32.816014438256545
1739209814.5060644;-38.13080360867914
1739209814.5060682;-38.13080360867914
1739209814.5060723;-33.981070128970956
1739209814.506076;-45.120503652039325
1739209814.5060802;-45.120503652039325
1739209814.506084;-45.120503652039325
1739209814.506088;-45.120503652039325
1739209814.5060918;-45.120503652039325
1739209814.506096;-38.13080360867914
1739209814.5060997;-38.13080360867914
1739209814.5061038;-45.120503652039325
1739209814.5061076;-38.13080360867914
1739209814.5061116;-38.13080360867914
1739209814.5061154;-45.120503652039325
1739209814.5061195;-45.120503652039325
1739209814.5061235;-38.13080360867914
1739209814.5061274;-38.13080360867914
1739209814.5061314;-45.120503652039325
1739209814.5061352;-45.120503652039325
1739209814.5061393;-45.120503652039325
1739209814.506143;-45.120503652039325
1739209814.5061471;-45.120503652039325
1739209814.506151;-38.13080360867914
1739209814.506155;-38.13080360867914
1739209814.5061588;-38.13080360867914
1739209814.506163;-38.13080360867914
1739209814.5061667;-45.120503652039325
1739209814.5061707;-45.120503652039325
1739209814.5061748;-45.120503652039325
1739209814.5061786;-45.120503652039325
1739209814.5061827;-45.120503652039325
1739209814.5061865;-45.120503652039325
1739209814.5061905;-38.13080360867914
1739209814.5061944;-35.57807855764607
1739209814.5061984;-45.120503652039325
1739209814.5062022;-33.981070128970906
1739209814.5062063;-38.13080360867914
1739209814.50621;-45.120503652039325
1739209814.5062141;-38.13080360867914
1739209814.506218;-35.57807855764607
1739209814.506222;-38.13080360867914
1739209814.506226;-38.13080360867914
1739209814.5062299;-45.120503652039325
1739209814.506234;-45.120503652039325
1739209814.5062377;-45.120503652039325
1739209814.5062418;-38.13080360867914
1739209814.5062456;-45.120503652039325
1739209814.5062497;-45.120503652039325
1739209814.5062535;-45.120503652039325
1739209814.5062575;-45.120503652039325
1739209814.5062613;-45.120503652039325
1739209814.5062654;-45.120503652039325
1739209814.5062692;-38.13080360867914
1739209814.5062733;-38.13080360867914
1739209814.5062773;-45.120503652039325
1739209814.5062811;-33.981070128970906
1739209814.5062852;-35.57807855764607
1739209814.506289;-38.13080360867914
1739209814.506293;-45.120503652039325
1739209814.5062969;-25.62660358559016
1739209814.506301;-32.816014438256545
1739209814.5063047;-45.120503652039325
1739209814.5063088;-45.120503652039325
1739209814.5063126;-32.816014438256545
1739209814.5063167;-35.57807855764607
1739209814.5063205;-38.13080360867914
1739209814.5063245;-45.120503652039325
1739209814.5063283;-38.13080360867914
1739209814.5063324;-45.120503652039325
1739209814.5063365;-38.13080360867914
1739209814.5063403;-45.120503652039325
1739209814.5063443;-38.13080360867914
1739209814.5063481;-35.57807855764607
1739209814.5063522;-38.13080360867914
1739209814.506356;-38.13080360867914
1739209814.50636;-45.120503652039325
1739209814.5063639;-45.120503652039325
1739209814.506368;-45.120503652039325
1739209814.5063717;-45.120503652039325
1739209814.5063758;-45.120503652039325
1739209814.5063796;-38.13080360867914
1739209814.5063837;-35.57807855764607
1739209814.5063877;-45.120503652039325
1739209814.5063915;-28.58837851428586
1739209814.5063956;-31.141103565318893
1739209814.5063994;-45.120503652039325
1739209814.5064034;-45.120503652039325
1739209814.5064073;-38.13080360867914
1739209814.5064113;-45.120503652039325
1739209814.5064151;-45.120503652039325
1739209814.5064192;-38.13080360867914
1739209814.506423;-45.120503652039325
1739209814.506427;-45.120503652039325
1739209814.5064309;-38.13080360867914
1739209814.506435;-45.120503652039325
1739209814.506439;-38.13080360867914
1739209814.5064428;-45.120503652039325
1739209814.5064468;-38.13080360867914
1739209814.5064507;-35.57807855764607
1739209814.5064547;-38.13080360867914
1739209814.5064585;-45.120503652039325
1739209814.5064626;-38.13080360867914
1739209814.5064664;-31.141103565318893
1739209814.5064704;-38.13080360867914
1739209814.5064743;-45.120503652039325
1739209814.5064783;-32.816014438256545
1739209814.5064821;-45.120503652039325
1739209814.5064862;-38.13080360867914
1739209814.5064902;-35.57807855764607
1739209814.506494;-45.120503652039325
1739209814.506498;-45.120503652039325
1739209814.506502;-33.981070128970906
1739209814.506506;-45.120503652039325
1739209814.5065098;-45.120503652039325
1739209814.5065138;-38.13080360867914
1739209814.5065176;-45.120503652039325
1739209814.5065217;-45.120503652039325
1739209814.5065255;-38.13080360867914
1739209814.5065296;-32.816014438256545
1739209814.5065334;-45.120503652039325
1739209814.5065374;-33.981070128970906
1739209814.5065415;-38.13080360867914
1739209814.5065453;-45.120503652039325
1739209814.5065494;-32.816014438256545
1739209814.5065532;-35.57807855764607
1739209814.5065572;-38.13080360867914
1739209814.506561;-45.120503652039325
1739209814.506565;-45.120503652039325
1739209814.506569;-45.120503652039325
1739209814.506573;-45.120503652039325
1739209814.5065768;-45.120503652039325
1739209814.5065808;-45.120503652039325
1739209814.5065846;-45.120503652039325
1739209814.5065887;-45.120503652039325
1739209814.5065925;-45.120503652039325
1739209814.5065966;-45.120503652039325
1739209814.5066006;-38.13080360867914
1739209814.5066044;-38.13080360867914
1739209814.5066085;-45.120503652039325
1739209814.5066123;-45.120503652039325
1739209814.5066164;-38.13080360867914
1739209814.5066202;-35.57807855764607
1739209814.5066242;-35.57807855764607
1739209814.506628;-45.120503652039325
1739209814.506632;-45.120503652039325
1739209814.506636;-45.120503652039325
1739209814.50664;-45.120503652039325
1739209814.5066438;-38.13080360867914
1739209814.5066478;-38.13080360867914
1739209814.5066519;-38.13080360867914
1739209814.5066557;-32.816014438256545
1739209814.5066597;-45.120503652039325
1739209814.5066636;-38.13080360867914
1739209814.5066676;-38.13080360867914
1739209814.5066714;-45.120503652039325
1739209814.5066755;-38.13080360867914
1739209814.5066793;-45.120503652039325
1739209814.5066833;-45.120503652039325
1739209814.5066872;-45.120503652039325
1739209814.5066912;-45.120503652039325
1739209814.506695;-33.981070128970906
1739209814.506699;-38.13080360867914
1739209814.5067031;-45.120503652039325
1739209814.506707;-38.13080360867914
1739209814.506711;-33.981070128970906
1739209814.5067148;-33.981070128970906
1739209814.5067189;-38.13080360867914
1739209814.5067227;-33.981070128970906
1739209814.5067267;-38.13080360867914
1739209814.5067306;-45.120503652039325
1739209814.5067346;-45.120503652039325
1739209814.5067384;-38.13080360867914
1739209814.5067425;-33.981070128970906
1739209814.5067463;-38.13080360867914
1739209814.5067503;-45.120503652039325
1739209814.5067544;-38.13080360867914
1739209814.5067582;-35.57807855764607
1739209814.5067623;-45.120503652039325
1739209814.506766;-45.120503652039325
1739209814.5067701;-38.13080360867914
1739209814.506774;-31.141103565318915
1739209814.506778;-31.141103565318915
1739209814.5067818;-45.120503652039325
1739209814.5067859;-38.13080360867914
1739209814.5067897;-32.816014438256545
1739209814.5067937;-45.120503652039325
1739209814.5067976;-45.120503652039325
1739209814.5068016;-33.981070128970906
1739209814.5068054;-38.13080360867914
1739209814.5068095;-38.13080360867914
1739209814.5068135;-38.13080360867914
1739209814.5068173;-38.13080360867914
1739209814.5068214;-38.13080360867914
1739209814.5068252;-45.120503652039325
1739209814.5068293;-45.120503652039325
1739209814.506833;-38.13080360867914
1739209814.5068371;-33.981070128970906
1739209814.506841;-33.981070128970906
1739209814.506845;-45.120503652039325
1739209814.5068488;-38.13080360867914
1739209814.5068529;-38.13080360867914
1739209814.5068567;-38.13080360867914
1739209814.5068607;-38.13080360867914
1739209814.5068648;-45.120503652039325
1739209814.5068686;-33.981070128970906
1739209814.5068727;-31.141103565318915
1739209814.5068765;-38.13080360867914
1739209814.5068805;-45.120503652039325
1739209814.5068843;-45.120503652039325
1739209814.5068884;-38.13080360867914
1739209814.5068922;-45.120503652039325
1739209814.5068963;-45.120503652039325
1739209814.5069;-38.13080360867914
1739209814.5069041;-28.992665084841942
1739209814.506908;-45.120503652039325
1739209814.506912;-45.120503652039325
1739209814.506916;-45.120503652039325
1739209814.5069199;-45.120503652039325
1739209814.506924;-35.57807855764607
1739209814.5069277;-45.120503652039325
1739209814.5069318;-45.120503652039325
1739209814.5069356;-45.120503652039325
1739209814.5069396;-38.13080360867914
1739209814.5069435;-38.13080360867914
1739209814.5069475;-45.120503652039325
1739209814.5069513;-38.13080360867914
1739209814.5069554;-45.120503652039325
1739209814.5069592;-38.13080360867914
1739209814.5069633;-38.13080360867914
1739209814.5069673;-33.981070128970906
1739209814.5069711;-45.120503652039325
1739209814.5069752;-45.120503652039325
1739209814.506979;-38.13080360867914
1739209814.506983;-35.57807855764607
1739209814.5069869;-35.57807855764607
1739209814.506991;-45.120503652039325
1739209814.5069947;-33.981070128970906
1739209814.5069988;-45.120503652039325
1739209814.5070026;-45.120503652039325
1739209814.5070066;-38.13080360867914
1739209814.5070105;-35.57807855764607
1739209814.5070145;-45.120503652039325
1739209814.5070183;-45.120503652039325
1739209814.5070224;-38.13080360867914
1739209814.5070264;-38.13080360867914
1739209814.5070302;-45.120503652039325
1739209814.5070343;-45.120503652039325
1739209814.507038;-38.13080360867914
1739209814.5070422;-35.57807855764607
1739209814.507046;-38.13080360867914
1739209814.50705;-45.120503652039325
1739209814.5070539;-33.981070128970906
1739209814.507058;-38.13080360867914
1739209814.5070617;-35.57807855764607
1739209814.5070658;-35.57807855764607
1739209814.5070696;-38.13080360867914
1739209814.5070736;-45.120503652039325
1739209814.5070777;-38.13080360867914
1739209814.5070815;-38.13080360867914
1739209814.5070856;-38.13080360867914
1739209814.5070894;-35.57807855764607
1739209814.5070934;-45.120503652039325
1739209814.5070972;-45.120503652039325
1739209814.5071013;-38.13080360867914
1739209814.507105;-38.13080360867914
1739209814.5071092;-45.120503652039325
1739209814.507113;-45.120503652039325
1739209814.507117;-35.57807855764607
1739209814.5071208;-38.13080360867914
1739209814.507125;-38.13080360867914
1739209814.507129;-35.57807855764607
1739209814.5071328;-38.13080360867914
1739209814.5071368;-45.120503652039325
1739209814.5071406;-32.816014438256545
1739209814.5071447;-35.57807855764607
1739209814.5071485;-38.13080360867914
1739209814.5071526;-45.120503652039325
1739209814.5071564;-35.57807855764607
1739209814.5071604;-32.816014438256545
1739209814.5071642;-45.120503652039325
1739209814.5071683;-45.120503652039325
1739209814.507172;-45.120503652039325
1739209814.5071762;-45.120503652039325
1739209814.5071802;-45.120503652039325
1739209814.507184;-45.120503652039325
1739209814.507188;-45.120503652039325
1739209814.507192;-45.120503652039325
1739209814.507196;-45.120503652039325
1739209814.5071998;-45.120503652039325
1739209814.5072038;-38.13080360867914
1739209814.5072076;-35.57807855764607
1739209814.5072117;-38.13080360867914
1739209814.5072155;-38.13080360867914
1739209814.5072196;-35.57807855764607
1739209814.5072234;-26.487275050834715
1739209814.5072274;-38.13080360867914
1739209814.5072312;-45.120503652039325
1739209814.5072353;-38.13080360867914
1739209814.5072393;-32.816014438256545
1739209814.5072432;-45.120503652039325
1739209814.5072472;-45.120503652039325
1739209814.507251;-45.120503652039325
1739209814.507255;-45.120503652039325
1739209814.507259;-33.981070128970906
1739209814.507263;-38.13080360867914
1739209814.5072668;-45.120503652039325
1739209814.5072708;-38.13080360867914
1739209814.5072746;-38.13080360867914
1739209814.5072787;-33.981070128970906
1739209814.5072825;-45.120503652039325
1739209814.5072865;-38.13080360867914
1739209814.5072906;-38.13080360867914
1739209814.5072944;-35.57807855764607
1739209814.5072985;-45.120503652039325
1739209814.5073023;-45.120503652039325
1739209814.5073063;-32.816014438256545
1739209814.5073102;-38.13080360867914
1739209814.5073142;-38.13080360867914
1739209814.507318;-28.58837851428586
1739209814.507322;-38.13080360867914
1739209814.507326;-38.13080360867914
1739209814.50733;-38.13080360867914
1739209814.5073338;-38.13080360867914
1739209814.5073378;-38.13080360867914
1739209814.5073419;-45.120503652039325
1739209814.5073457;-45.120503652039325
1739209814.5073497;-45.120503652039325
1739209814.5073535;-45.120503652039325
1739209814.5073576;-45.120503652039325
1739209814.5073614;-45.120503652039325
1739209814.5073655;-38.13080360867914
1739209814.5073693;-35.57807855764607
1739209814.5073733;-45.120503652039325
1739209814.5073771;-38.13080360867914
1739209814.5073812;-38.13080360867914
1739209814.507385;-38.13080360867914
1739209814.507389;-38.13080360867914
1739209814.5073931;-38.13080360867914
1739209814.507397;-45.120503652039325
1739209814.507401;-38.13080360867914
1739209814.5074048;-38.13080360867914
1739209814.5074089;-45.120503652039325
1739209814.5074127;-33.981070128970906
1739209814.5074167;-45.120503652039325
1739209814.5074205;-45.120503652039325
1739209814.5074246;-38.13080360867914
1739209814.5074284;-38.13080360867914
1739209814.5074325;-38.13080360867914
1739209814.5074363;-45.120503652039325
1739209814.5074403;-45.120503652039325
1739209814.5074444;-38.13080360867914
1739209814.5074482;-38.13080360867914
1739209814.5074522;-38.13080360867914
1739209814.507456;-45.120503652039325
1739209814.50746;-45.120503652039325
1739209814.507464;-38.13080360867914
1739209814.507468;-45.120503652039325
1739209814.5074718;-38.13080360867914
1739209814.5074759;-38.13080360867914
1739209814.5074797;-45.120503652039325
1739209814.5074837;-38.13080360867914
1739209814.5074875;-35.57807855764607
1739209814.5074916;-38.13080360867914
1739209814.5074954;-45.120503652039325
1739209814.5074995;-38.13080360867914
1739209814.5075035;-45.120503652039325
1739209814.5075073;-45.120503652039325
