CAN Message; 0x1b8:0300e4f226b49833
1739209846.3862755;-45.120503652039325
1739209846.3862798;-45.120503652039325
1739209846.3862844;-38.13080360867914
1739209846.3862886;-45.120503652039325
1739209846.3862932;-33.981070128970906
1739209846.3862977;-35.57807855764607
1739209846.386302;-38.13080360867914
1739209846.3863065;-33.981070128970906
1739209846.3863108;-30.49652367304973
1739209846.3863153;-45.120503652039325
1739209846.3863196;-45.120503652039325
1739209846.3863242;-45.120503652039325
1739209846.3863285;-45.120503652039325
1739209846.386333;-45.120503652039325
1739209846.3863373;-45.120503652039325
1739209846.3863418;-35.57807855764607
1739209846.386346;-38.13080360867914
1739209846.3863506;-45.120503652039325
1739209846.3863552;-45.120503652039325
1739209846.3863595;-38.13080360867914
1739209846.386364;-32.816014438256545
1739209846.3863683;-38.13080360867914
1739209846.3863728;-45.120503652039325
1739209846.386377;-38.13080360867914
1739209846.3863816;-38.13080360867914
1739209846.386386;-33.981070128970906
1739209846.3863904;-45.120503652039325
1739209846.3863947;-45.120503652039325
1739209846.3863993;-45.120503652039325
1739209846.3864038;-38.13080360867914
1739209846.386408;-38.13080360867914
1739209846.3864126;-38.13080360867914
1739209846.386417;-38.13080360867914
1739209846.3864214;-33.981070128970906
1739209846.3864257;-45.120503652039325
1739209846.3864303;-45.120503652039325
1739209846.3864346;-38.13080360867914
1739209846.386439;-38.13080360867914
1739209846.3864434;-45.120503652039325
1739209846.386448;-45.120503652039325
1739209846.3864522;-38.13080360867914
1739209846.3864567;-33.981070128970906
1739209846.3864613;-45.120503652039325
1739209846.3864655;-45.120503652039325
1739209846.38647;-38.13080360867914
1739209846.3864744;-35.57807855764607
1739209846.386479;-38.13080360867914
1739209846.3864832;-45.120503652039325
1739209846.3864877;-45.120503652039325
1739209846.386492;-33.981070128970906
1739209846.3864965;-45.120503652039325
1739209846.3865008;-38.13080360867914
1739209846.3865054;-38.13080360867914
1739209846.38651;-38.13080360867914
1739209846.3865142;-38.13080360867914
1739209846.3865187;-45.120503652039325
1739209846.386523;-38.13080360867914
1739209846.3865275;-28.992665084841942
1739209846.3865318;-45.120503652039325
1739209846.3865364;-45.120503652039325
1739209846.3865407;-38.13080360867914
1739209846.3865452;-33.981070128970906
1739209846.3865495;-45.120503652039325
1739209846.386554;-45.120503652039325
1739209846.3865583;-38.13080360867914
1739209846.3865628;-29.438486411369354
1739209846.3865674;-38.13080360867914
1739209846.3865716;-38.13080360867914
1739209846.3865762;-33.981070128970906
1739209846.3865805;-38.13080360867914
1739209846.386585;-38.13080360867914
1739209846.3865893;-33.981070128970906
1739209846.3865938;-32.816014438256545
1739209846.386598;-45.120503652039325
1739209846.3866026;-45.120503652039325
1739209846.386607;-38.13080360867914
1739209846.3866115;-38.13080360867914
1739209846.3866158;-45.120503652039325
1739209846.3866203;-45.120503652039325
1739209846.3866248;-45.120503652039325
1739209846.386629;-38.13080360867914
1739209846.3866336;-35.57807855764607
1739209846.386638;-45.120503652039325
1739209846.3866425;-38.13080360867914
1739209846.3866467;-45.120503652039325
1739209846.3866513;-45.120503652039325
1739209846.3866556;-45.120503652039325
1739209846.38666;-45.120503652039325
1739209846.3866644;-45.120503652039325
1739209846.386669;-35.57807855764607
1739209846.3866735;-38.13080360867914
1739209846.3866777;-45.120503652039325
1739209846.3866823;-45.120503652039325
1739209846.3866866;-45.120503652039325
1739209846.386691;-38.13080360867914
1739209846.3866954;-38.13080360867914
1739209846.3867;-45.120503652039325
1739209846.3867042;-28.992665084841942
1739209846.3867087;-38.13080360867914
1739209846.386713;-45.120503652039325
1739209846.3867176;-45.120503652039325
1739209846.3867218;-38.13080360867914
1739209846.3867264;-45.120503652039325
1739209846.386731;-45.120503652039325
1739209846.3867352;-38.13080360867914
1739209846.3867397;-33.981070128970956
1739209846.386744;-45.120503652039325
1739209846.3867486;-33.981070128970906
1739209846.3867528;-38.13080360867914
1739209846.3867574;-45.120503652039325
1739209846.3867617;-33.981070128970906
1739209846.3867662;-33.981070128970906
1739209846.3867705;-45.120503652039325
1739209846.386775;-30.49652367304973
1739209846.3867795;-35.57807855764607
1739209846.3867838;-45.120503652039325
1739209846.3867884;-38.13080360867914
1739209846.3867927;-38.13080360867914
1739209846.3867972;-45.120503652039325
1739209846.3868015;-38.13080360867914
1739209846.386806;-38.13080360867914
1739209846.3868103;-45.120503652039325
1739209846.3868148;-38.13080360867914
1739209846.3868191;-35.57807855764607
1739209846.3868237;-38.13080360867914
1739209846.386828;-38.13080360867914
1739209846.3868325;-38.13080360867914
1739209846.386837;-38.13080360867914
1739209846.3868413;-35.57807855764607
1739209846.3868458;-45.120503652039325
1739209846.38685;-45.120503652039325
1739209846.3868546;-38.13080360867914
1739209846.386859;-35.57807855764607
1739209846.3868635;-45.120503652039325
1739209846.3868678;-38.13080360867914
1739209846.3868723;-33.981070128970906
1739209846.3868766;-38.13080360867914
1739209846.386881;-35.57807855764607
1739209846.3868856;-38.13080360867914
1739209846.38689;-45.120503652039325
1739209846.3868945;-33.981070128970906
1739209846.3868988;-45.120503652039325
1739209846.3869033;-45.120503652039325
1739209846.3869076;-38.13080360867914
1739209846.386912;-38.13080360867914
1739209846.3869164;-45.120503652039325
1739209846.386921;-45.120503652039325
1739209846.3869252;-38.13080360867914
1739209846.3869298;-45.120503652039325
1739209846.386934;-38.13080360867914
1739209846.3869386;-33.981070128970906
1739209846.386943;-45.120503652039325
1739209846.3869474;-45.120503652039325
1739209846.386952;-35.57807855764607
1739209846.3869562;-38.13080360867914
1739209846.3869607;-45.120503652039325
1739209846.386965;-38.13080360867914
1739209846.3869696;-45.120503652039325
1739209846.3869739;-38.13080360867914
1739209846.3869784;-38.13080360867914
1739209846.3869827;-38.13080360867914
1739209846.3869872;-38.13080360867914
1739209846.3869915;-38.13080360867914
1739209846.386996;-38.13080360867914
1739209846.3870006;-45.120503652039325
1739209846.3870049;-32.816014438256545
1739209846.3870094;-35.57807855764607
1739209846.3870137;-45.120503652039325
1739209846.3870182;-38.13080360867914
1739209846.3870225;-38.13080360867914
1739209846.387027;-38.13080360867914
1739209846.3870313;-38.13080360867914
1739209846.3870358;-38.13080360867914
1739209846.3870401;-45.120503652039325
1739209846.3870447;-45.120503652039325
1739209846.3870492;-45.120503652039325
1739209846.3870535;-45.120503652039325
1739209846.387058;-38.13080360867914
1739209846.3870623;-38.13080360867914
1739209846.3870668;-38.13080360867914
1739209846.3870711;-38.13080360867914
1739209846.3870757;-45.120503652039325
1739209846.38708;-35.57807855764607
1739209846.3870845;-33.981070128970906
1739209846.3870888;-38.13080360867914
1739209846.3870933;-38.13080360867914
1739209846.3870976;-31.141103565318915
1739209846.3871021;-32.816014438256545
1739209846.3871067;-38.13080360867914
1739209846.387111;-45.120503652039325
1739209846.3871155;-38.13080360867914
1739209846.3871198;-38.13080360867914
1739209846.3871243;-45.120503652039325
1739209846.3871286;-38.13080360867914
1739209846.3871331;-38.13080360867914
1739209846.3871374;-38.13080360867914
1739209846.387142;-32.816014438256545
1739209846.3871462;-38.13080360867914
1739209846.3871508;-38.13080360867914
1739209846.3871553;-38.13080360867914
1739209846.3871596;-38.13080360867914
1739209846.387164;-45.120503652039325
1739209846.3871684;-38.13080360867914
1739209846.387173;-38.13080360867914
1739209846.3871772;-45.120503652039325
1739209846.3871818;-45.120503652039325
1739209846.387186;-38.13080360867914
1739209846.3871906;-45.120503652039325
1739209846.3871949;-45.120503652039325
1739209846.3871994;-45.120503652039325
1739209846.3872037;-45.120503652039325
1739209846.3872082;-45.120503652039325
1739209846.3872128;-45.120503652039325
1739209846.387217;-38.13080360867914
1739209846.3872216;-38.13080360867914
1739209846.3872259;-45.120503652039325
1739209846.3872304;-45.120503652039325
1739209846.3872347;-45.120503652039325
1739209846.3872392;-33.981070128970906
1739209846.3872435;-31.141103565318915
1739209846.387248;-45.120503652039325
1739209846.3872523;-45.120503652039325
1739209846.3872569;-33.981070128970906
1739209846.3872612;-38.13080360867914
1739209846.3872657;-45.120503652039325
1739209846.3872702;-45.120503652039325
1739209846.3872745;-33.981070128970906
1739209846.387279;-33.981070128970906
1739209846.3872833;-38.13080360867914
1739209846.3872879;-38.13080360867914
1739209846.3872921;-45.120503652039325
1739209846.3872967;-38.13080360867914
1739209846.387301;-38.13080360867914
1739209846.3873055;-38.13080360867914
1739209846.3873098;-38.13080360867914
1739209846.3873143;-28.992665084841942
1739209846.3873188;-45.120503652039325
1739209846.3873231;-38.13080360867914
1739209846.3873277;-33.981070128970906
1739209846.387332;-38.13080360867914
1739209846.3873365;-45.120503652039325
1739209846.3873408;-45.120503652039325
1739209846.3873453;-38.13080360867914
1739209846.3873496;-31.14110356531892
1739209846.3873541;-45.120503652039325
1739209846.3873584;-45.120503652039325
1739209846.387363;-45.120503652039325
1739209846.3873672;-38.13080360867914
1739209846.3873718;-45.120503652039325
1739209846.3873763;-45.120503652039325
1739209846.3873806;-38.13080360867914
1739209846.3873851;-31.141103565318915
1739209846.3873894;-38.13080360867914
1739209846.387394;-38.13080360867914
1739209846.3873982;-38.13080360867914
1739209846.3874028;-33.981070128970906
1739209846.387407;-33.981070128970906
1739209846.3874116;-45.120503652039325
1739209846.387416;-45.120503652039325
1739209846.3874204;-31.141103565318915
1739209846.387425;-45.120503652039325
1739209846.3874292;-45.120503652039325
1739209846.3874338;-38.13080360867914
1739209846.387438;-28.992665084841942
1739209846.3874426;-45.120503652039325
1739209846.3874469;-45.120503652039325
1739209846.3874514;-38.13080360867914
1739209846.3874557;-35.57807855764607
1739209846.3874602;-38.13080360867914
1739209846.3874645;-38.13080360867914
1739209846.387469;-45.120503652039325
1739209846.3874733;-33.981070128970906
1739209846.3874779;-32.816014438256545
1739209846.3874824;-45.120503652039325
1739209846.3874867;-38.13080360867914
1739209846.3874912;-27.267205301931607
1739209846.3874955;-35.57807855764607
1739209846.3875;-45.120503652039325
1739209846.3875043;-45.120503652039325
1739209846.3875089;-38.13080360867914
1739209846.3875132;-45.120503652039325
1739209846.3875177;-38.13080360867914
1739209846.387522;-45.120503652039325
1739209846.3875265;-38.13080360867914
1739209846.3875308;-45.120503652039325
1739209846.3875353;-45.120503652039325
1739209846.3875399;-45.120503652039325
1739209846.3875442;-45.120503652039325
1739209846.3875487;-38.13080360867914
1739209846.387553;-45.120503652039325
1739209846.3875575;-45.120503652039325
1739209846.3875618;-38.13080360867914
1739209846.3875663;-38.13080360867914
1739209846.3875706;-35.57807855764607
1739209846.3875751;-32.816014438256545
1739209846.3875794;-45.120503652039325
1739209846.387584;-45.120503652039325
1739209846.3875885;-45.120503652039325
1739209846.3875928;-45.120503652039325
1739209846.3875973;-45.120503652039325
1739209846.3876016;-45.120503652039325
1739209846.3876061;-38.13080360867914
1739209846.3876104;-45.120503652039325
1739209846.387615;-38.13080360867914
1739209846.3876193;-38.13080360867914
1739209846.3876238;-38.13080360867914
1739209846.387628;-32.816014438256545
1739209846.3876326;-45.120503652039325
1739209846.387637;-45.120503652039325
1739209846.3876414;-33.981070128970906
1739209846.387646;-35.57807855764607
1739209846.3876503;-45.120503652039325
1739209846.3876548;-45.120503652039325
1739209846.387659;-35.57807855764607
1739209846.3876636;-38.13080360867914
1739209846.387668;-35.57807855764607
1739209846.3876724;-38.13080360867914
1739209846.3876767;-38.13080360867914
1739209846.3876812;-38.13080360867914
1739209846.3876855;-35.57807855764607
1739209846.38769;-38.13080360867914
1739209846.3876946;-45.120503652039325
1739209846.387699;-45.120503652039325
1739209846.3877034;-45.120503652039325
1739209846.3877077;-45.120503652039325
1739209846.3877122;-35.57807855764607
1739209846.3877165;-35.57807855764607
1739209846.387721;-38.13080360867914
1739209846.3877254;-33.981070128970906
1739209846.38773;-45.120503652039325
1739209846.3877342;-38.13080360867914
1739209846.3877387;-45.120503652039325
1739209846.387743;-45.120503652039325
1739209846.3877475;-38.13080360867914
1739209846.387752;-38.13080360867914
1739209846.3877563;-38.13080360867914
1739209846.3877609;-45.120503652039325
1739209846.3877652;-38.13080360867914
1739209846.3877697;-38.13080360867914
1739209846.387774;-38.13080360867914
1739209846.3877785;-38.13080360867914
1739209846.3877828;-38.13080360867914
1739209846.3877873;-38.13080360867914
1739209846.3877916;-38.13080360867914
1739209846.3877962;-35.57807855764607
1739209846.3878005;-45.120503652039325
1739209846.387805;-38.13080360867914
1739209846.3878095;-38.13080360867914
1739209846.3878138;-33.981070128970906
1739209846.3878183;-38.13080360867914
1739209846.3878226;-45.120503652039325
1739209846.3878272;-45.120503652039325
1739209846.3878314;-38.13080360867914
1739209846.387836;-35.57807855764607
1739209846.3878403;-38.13080360867914
1739209846.3878448;-38.13080360867914
1739209846.387849;-45.120503652039325
1739209846.3878536;-38.13080360867914
1739209846.3878582;-45.120503652039325
1739209846.3878624;-38.13080360867914
1739209846.387867;-38.13080360867914
1739209846.3878713;-45.120503652039325
1739209846.3878758;-45.120503652039325
1739209846.38788;-45.120503652039325
1739209846.3878846;-45.120503652039325
1739209846.387889;-45.120503652039325
1739209846.3878934;-45.120503652039325
1739209846.3878977;-38.13080360867914
1739209846.3879023;-33.981070128970906
1739209846.3879066;-38.13080360867914
1739209846.387911;-38.13080360867914
1739209846.3879156;-45.120503652039325
1739209846.38792;-33.981070128970906
1739209846.3879244;-38.13080360867914
1739209846.3879287;-38.13080360867914
1739209846.3879333;-45.120503652039325
1739209846.3879375;-38.13080360867914
1739209846.387942;-38.13080360867914
1739209846.3879464;-38.13080360867914
1739209846.387951;-45.120503652039325
1739209846.3879552;-32.81601443825658
1739209846.3879597;-33.981070128970906
1739209846.3879642;-45.120503652039325
1739209846.3879685;-45.120503652039325
1739209846.387973;-38.13080360867914
1739209846.3879774;-38.13080360867914
1739209846.387982;-45.120503652039325
1739209846.3879862;-45.120503652039325
1739209846.3879907;-31.141103565318915
1739209846.387995;-33.981070128970906
1739209846.3879995;-45.120503652039325
1739209846.3880038;-45.120503652039325
1739209846.3880084;-38.13080360867914
1739209846.3880126;-38.13080360867914
1739209846.3880172;-45.120503652039325
1739209846.3880217;-45.120503652039325
1739209846.388026;-45.120503652039325
1739209846.3880305;-38.13080360867914
1739209846.3880348;-45.120503652039325
1739209846.3880394;-38.13080360867914
1739209846.3880436;-45.120503652039325
1739209846.3880482;-38.13080360867914
1739209846.3880525;-38.13080360867914
1739209846.388057;-45.120503652039325
1739209846.3880613;-38.13080360867914
1739209846.3880658;-38.13080360867914
1739209846.38807;-45.120503652039325
1739209846.3880746;-38.13080360867914
1739209846.3880792;-38.13080360867914
1739209846.3880835;-38.13080360867914
1739209846.388088;-45.120503652039325
1739209846.3880923;-38.13080360867914
1739209846.3880968;-28.992665084841942
1739209846.388101;-30.49652367304973
1739209846.3881056;-33.981070128970906
1739209846.38811;-38.13080360867914
1739209846.3881145;-38.13080360867914
1739209846.3881187;-38.13080360867914
1739209846.3881233;-45.120503652039325
1739209846.3881278;-38.13080360867914
1739209846.388132;-33.981070128970906
1739209846.3881366;-31.141103565318915
1739209846.388141;-45.120503652039325
1739209846.3881454;-38.13080360867914
1739209846.3881497;-38.13080360867914
1739209846.3881543;-45.120503652039325
1739209846.3881586;-45.120503652039325
1739209846.388163;-38.13080360867914
1739209846.3881674;-38.13080360867914
1739209846.388172;-45.120503652039325
1739209846.3881762;-38.13080360867914
1739209846.3881807;-38.13080360867914
1739209846.3881853;-38.13080360867914
1739209846.3881896;-38.13080360867914
1739209846.388194;-45.120503652039325
1739209846.3881984;-38.13080360867914
1739209846.388203;-45.120503652039325
1739209846.3882072;-38.13080360867914
1739209846.3882117;-45.120503652039325
1739209846.388216;-45.120503652039325
1739209846.3882205;-45.120503652039325
1739209846.3882248;-35.57807855764607
1739209846.3882294;-38.13080360867914
1739209846.388234;-45.120503652039325
1739209846.3882382;-38.13080360867914
1739209846.3882427;-31.141103565318915
1739209846.388247;-38.13080360867914
1739209846.3882515;-45.120503652039325
1739209846.3882558;-45.120503652039325
1739209846.3882604;-45.120503652039325
1739209846.3882647;-38.13080360867914
1739209846.3882692;-45.120503652039325
1739209846.3882735;-45.120503652039325
1739209846.388278;-45.120503652039325
1739209846.3882823;-45.120503652039325
1739209846.3882868;-45.120503652039325
1739209846.3882914;-35.57807855764607
1739209846.3882957;-38.13080360867914
1739209846.3883002;-45.120503652039325
1739209846.3883045;-45.120503652039325
1739209846.388309;-45.120503652039325
1739209846.3883133;-32.816014438256545
1739209846.3883178;-38.13080360867914
1739209846.388322;-45.120503652039325
1739209846.3883266;-45.120503652039325
1739209846.388331;-38.13080360867914
1739209846.3883355;-32.816014438256545
1739209846.3883398;-45.120503652039325
1739209846.3883443;-38.13080360867914
1739209846.3883488;-45.120503652039325
1739209846.388353;-45.120503652039325
1739209846.3883576;-45.120503652039325
1739209846.388362;-45.120503652039325
1739209846.3883665;-45.120503652039325
1739209846.3883708;-38.13080360867914
1739209846.3883753;-38.13080360867914
1739209846.3883796;-45.120503652039325
1739209846.388384;-35.57807855764607
1739209846.3883884;-35.57807855764607
1739209846.388393;-45.120503652039325
1739209846.3883975;-35.57807855764607
1739209846.3884017;-35.57807855764607
1739209846.3884063;-38.13080360867914
1739209846.3884106;-45.120503652039325
1739209846.388415;-38.13080360867914
1739209846.3884194;-45.120503652039325
1739209846.388424;-38.13080360867914
1739209846.3884282;-33.981070128970906
1739209846.3884327;-38.13080360867914
1739209846.388437;-45.120503652039325
1739209846.3884416;-45.120503652039325
1739209846.3884459;-38.13080360867914
1739209846.3884504;-32.816014438256545
1739209846.388455;-38.13080360867914
1739209846.3884592;-45.120503652039325
1739209846.3884637;-35.57807855764607
1739209846.388468;-35.57807855764607
1739209846.3884726;-38.13080360867914
1739209846.3884768;-45.120503652039325
1739209846.3884814;-35.57807855764607
1739209846.3884857;-38.13080360867914
1739209846.3884902;-32.816014438256545
1739209846.3884945;-29.438486411369333
1739209846.388499;-45.120503652039325
1739209846.3885036;-38.13080360867914
1739209846.3885078;-38.13080360867914
1739209846.3885124;-38.13080360867914
1739209846.3885167;-38.13080360867914
1739209846.3885212;-32.816014438256545
1739209846.3885255;-45.120503652039325
1739209846.38853;-33.981070128970956
1739209846.3885343;-32.816014438256545
1739209846.3885388;-30.49652367304973
1739209846.3885431;-45.120503652039325
1739209846.3885477;-45.120503652039325
1739209846.388552;-33.981070128970906
1739209846.3885565;-45.120503652039325
1739209846.388561;-45.120503652039325
1739209846.3885653;-35.57807855764607
1739209846.3885698;-35.57807855764607
1739209846.3885741;-32.816014438256545
1739209846.3885787;-35.57807855764607
1739209846.388583;-38.13080360867914
1739209846.3885875;-38.13080360867914
1739209846.3885918;-35.57807855764607
1739209846.3885963;-38.13080360867914
1739209846.3886006;-38.13080360867914
1739209846.388605;-38.13080360867914
1739209846.3886094;-45.120503652039325
1739209846.388614;-38.13080360867914
1739209846.3886185;-38.13080360867914
1739209846.3886228;-38.13080360867914
1739209846.3886273;-45.120503652039325
1739209846.3886316;-45.120503652039325
1739209846.388636;-38.13080360867914
1739209846.3886404;-38.13080360867914
1739209846.388645;-32.816014438256545
1739209846.3886492;-45.120503652039325
1739209846.3886538;-38.13080360867914
1739209846.388658;-32.816014438256545
1739209846.3886626;-38.13080360867914
1739209846.388667;-38.13080360867914
1739209846.3886714;-27.267205301931607
1739209846.388676;-38.13080360867914
1739209846.3886802;-45.120503652039325
1739209846.3886847;-38.13080360867914
1739209846.388689;-35.57807855764607
1739209846.3886936;-38.13080360867914
1739209846.3886979;-38.13080360867914
1739209846.3887024;-45.120503652039325
1739209846.3887067;-38.13080360867914
1739209846.3887112;-45.120503652039325
1739209846.3887155;-45.120503652039325
1739209846.38872;-38.13080360867914
1739209846.3887246;-35.57807855764607
1739209846.3887289;-38.13080360867914
1739209846.3887334;-38.13080360867914
1739209846.3887377;-38.13080360867914
1739209846.3887422;-45.120503652039325
1739209846.3887465;-38.13080360867914
1739209846.388751;-38.13080360867914
1739209846.3887553;-45.120503652039325
1739209846.3887599;-45.120503652039325
1739209846.3887641;-32.816014438256545
1739209846.3887687;-45.120503652039325
1739209846.3887732;-45.120503652039325
1739209846.3887775;-32.816014438256545
1739209846.388782;-35.57807855764607
1739209846.3887863;-38.13080360867914
1739209846.3887908;-45.120503652039325
1739209846.3887951;-38.13080360867914
1739209846.3887997;-33.981070128970906
1739209846.388804;-45.120503652039325
1739209846.3888085;-45.120503652039325
1739209846.3888128;-45.120503652039325
1739209846.3888173;-45.120503652039325
1739209846.3888216;-45.120503652039325
1739209846.3888261;-45.120503652039325
1739209846.3888307;-45.120503652039325
1739209846.388835;-38.13080360867914
1739209846.3888395;-38.13080360867914
1739209846.3888438;-35.57807855764607
1739209846.3888483;-38.13080360867914
1739209846.3888526;-45.120503652039325
1739209846.3888571;-35.57807855764607
1739209846.3888614;-45.120503652039325
1739209846.388866;-45.120503652039325
1739209846.3888702;-45.120503652039325
1739209846.3888748;-38.13080360867914
1739209846.388879;-45.120503652039325
1739209846.3888836;-35.57807855764607
1739209846.3888881;-38.13080360867914
1739209846.3888924;-38.13080360867914
1739209846.388897;-45.120503652039325
1739209846.3889012;-45.120503652039325
1739209846.3889058;-38.13080360867914
1739209846.38891;-45.120503652039325
1739209846.3889146;-45.120503652039325
1739209846.3889189;-45.120503652039325
1739209846.3889234;-38.13080360867914
1739209846.3889277;-38.13080360867914
1739209846.3889322;-38.13080360867914
1739209846.3889368;-45.120503652039325
1739209846.388941;-45.120503652039325
1739209846.3889456;-38.13080360867914
1739209846.3889499;-38.13080360867914
1739209846.3889544;-45.120503652039325
1739209846.3889587;-31.141103565318915
1739209846.3889632;-38.13080360867914
1739209846.3889675;-45.120503652039325
1739209846.388972;-33.981070128970906
1739209846.3889763;-38.13080360867914
1739209846.3889809;-45.120503652039325
1739209846.3889852;-33.981070128970906
1739209846.3889897;-35.57807855764607
1739209846.3889942;-38.13080360867914
1739209846.3889985;-38.13080360867914
1739209846.389003;-45.120503652039325
1739209846.3890073;-38.13080360867914
1739209846.3890119;-45.120503652039325
1739209846.3890162;-45.120503652039325
1739209846.3890207;-45.120503652039325
1739209846.389025;-45.120503652039325
1739209846.3890295;-38.13080360867914
1739209846.3890338;-35.57807855764607
1739209846.3890383;-38.13080360867914
1739209846.3890429;-38.13080360867914
1739209846.3890471;-38.13080360867914
1739209846.3890517;-38.13080360867914
1739209846.389056;-45.120503652039325
1739209846.3890605;-45.120503652039325
1739209846.3890648;-32.816014438256545
1739209846.3890693;-35.57807855764607
1739209846.3890736;-45.120503652039325
1739209846.3890781;-45.120503652039325
1739209846.3890824;-45.120503652039325
1739209846.389087;-45.120503652039325
1739209846.3890913;-45.120503652039325
1739209846.3890958;-45.120503652039325
1739209846.3891003;-38.13080360867914
1739209846.3891046;-38.13080360867914
1739209846.3891091;-38.13080360867914
1739209846.3891134;-45.120503652039325
1739209846.389118;-45.120503652039325
1739209846.3891222;-33.981070128970906
1739209846.3891268;-38.13080360867914
1739209846.389131;-45.120503652039325
1739209846.3891356;-27.267205301931607
1739209846.38914;-35.57807855764607
1739209846.3891444;-38.13080360867914
1739209846.3891487;-45.120503652039325
1739209846.3891532;-38.13080360867914
1739209846.3891578;-45.120503652039325
1739209846.389162;-45.120503652039325
1739209846.3891666;-38.13080360867914
1739209846.389171;-45.120503652039325
1739209846.3891754;-45.120503652039325
1739209846.3891797;-45.120503652039325
1739209846.3891842;-45.120503652039325
1739209846.3891885;-45.120503652039325
1739209846.389193;-45.120503652039325
1739209846.3891973;-45.120503652039325
1739209846.3892019;-45.120503652039325
1739209846.3892064;-45.120503652039325
1739209846.3892107;-45.120503652039325
1739209846.3892152;-38.13080360867914
1739209846.3892195;-38.13080360867914
