CAN Message; 0x1a7:0000916593fb7172
Timestamp;Amplitude
1739209697.0880198;-38.13080360867914
1739209697.0880234;-45.120503652039325
1739209697.0880272;-38.13080360867914
1739209697.088031;-35.57807855764607
1739209697.0880349;-38.13080360867914
1739209697.0880384;-45.120503652039325
1739209697.0880423;-38.13080360867914
1739209697.088046;-38.13080360867914
1739209697.08805;-45.120503652039325
1739209697.0880535;-38.13080360867914
1739209697.0880573;-38.13080360867914
1739209697.088061;-38.13080360867914
1739209697.088065;-45.120503652039325
1739209697.0880685;-45.120503652039325
1739209697.0880723;-38.13080360867914
1739209697.088076;-33.981070128970906
1739209697.08808;-35.57807855764607
1739209697.0880835;-38.13080360867914
1739209697.0880873;-33.981070128970906
1739209697.0880911;-38.13080360867914
1739209697.088095;-45.120503652039325
1739209697.0880985;-45.120503652039325
1739209697.0881023;-27.267205301931607
1739209697.0881062;-33.981070128970906
1739209697.0881097;-38.13080360867914
1739209697.0881135;-45.120503652039325
1739209697.0881174;-38.13080360867914
1739209697.0881212;-35.57807855764607
1739209697.0881248;-38.13080360867914
1739209697.0881286;-45.120503652039325
1739209697.0881324;-38.13080360867914
1739209697.0881362;-38.13080360867914
1739209697.0881398;-38.13080360867914
1739209697.0881436;-45.120503652039325
1739209697.0881474;-45.120503652039325
1739209697.0881512;-38.13080360867914
1739209697.0881548;-38.13080360867914
1739209697.0881586;-45.120503652039325
1739209697.0881624;-38.13080360867914
1739209697.0881662;-38.13080360867914
1739209697.0881698;-45.120503652039325
1739209697.0881736;-35.57807855764607
1739209697.0881774;-38.13080360867914
1739209697.0881813;-45.120503652039325
1739209697.0881848;-38.13080360867914
1739209697.0881886;-45.120503652039325
1739209697.0881925;-28.992665084841942
1739209697.088196;-33.981070128970906
1739209697.0881999;-45.120503652039325
1739209697.0882037;-45.120503652039325
1739209697.0882075;-38.13080360867914
1739209697.088211;-38.13080360867914
1739209697.0882149;-38.13080360867914
1739209697.0882187;-38.13080360867914
1739209697.0882225;-35.57807855764607
1739209697.088226;-45.120503652039325
1739209697.08823;-45.120503652039325
1739209697.0882337;-38.13080360867914
1739209697.0882375;-38.13080360867914
1739209697.088241;-45.120503652039325
1739209697.088245;-38.13080360867914
1739209697.0882487;-35.57807855764607
1739209697.0882525;-32.816014438256545
1739209697.0882561;-38.13080360867914
1739209697.08826;-45.120503652039325
1739209697.0882638;-45.120503652039325
1739209697.0882676;-38.13080360867914
1739209697.0882711;-38.13080360867914
1739209697.088275;-38.13080360867914
1739209697.0882788;-45.120503652039325
1739209697.0882823;-35.57807855764607
1739209697.0882862;-33.981070128970906
1739209697.08829;-45.120503652039325
1739209697.0882938;-45.120503652039325
1739209697.0882974;-33.981070128970906
1739209697.0883012;-45.120503652039325
1739209697.088305;-45.120503652039325
1739209697.0883088;-45.120503652039325
1739209697.0883124;-45.120503652039325
1739209697.0883162;-38.13080360867914
1739209697.08832;-33.981070128970906
1739209697.0883238;-45.120503652039325
1739209697.0883274;-45.120503652039325
1739209697.0883312;-32.816014438256545
1739209697.088335;-38.13080360867914
1739209697.0883389;-45.120503652039325
1739209697.0883424;-35.57807855764607
1739209697.0883462;-33.981070128970906
1739209697.08835;-45.120503652039325
1739209697.0883539;-45.120503652039325
1739209697.0883574;-38.13080360867914
1739209697.0883613;-45.120503652039325
1739209697.088365;-45.120503652039325
1739209697.0883687;-45.120503652039325
1739209697.0883725;-45.120503652039325
1739209697.0883763;-45.120503652039325
1739209697.08838;-45.120503652039325
1739209697.0883837;-38.13080360867914
1739209697.0883875;-38.13080360867914
1739209697.0883913;-38.13080360867914
1739209697.088395;-45.120503652039325
1739209697.0883987;-38.13080360867914
1739209697.0884025;-38.13080360867914
1739209697.0884063;-38.13080360867914
1739209697.0884101;-35.57807855764607
1739209697.0884137;-45.120503652039325
1739209697.0884175;-45.120503652039325
1739209697.0884213;-38.13080360867914
1739209697.0884252;-35.57807855764607
1739209697.0884287;-45.120503652039325
1739209697.0884326;-45.120503652039325
1739209697.0884364;-45.120503652039325
1739209697.0884402;-45.120503652039325
1739209697.0884438;-38.13080360867914
1739209697.0884476;-45.120503652039325
1739209697.0884514;-45.120503652039325
1739209697.088455;-45.120503652039325
1739209697.0884588;-38.13080360867914
1739209697.0884626;-38.13080360867914
1739209697.0884664;-32.816014438256545
1739209697.08847;-38.13080360867914
1739209697.0884738;-31.141103565318915
1739209697.0884776;-33.981070128970906
1739209697.0884814;-35.57807855764607
1739209697.088485;-35.57807855764607
1739209697.0884888;-35.57807855764607
1739209697.0884926;-38.13080360867914
1739209697.0884964;-32.816014438256545
1739209697.0885;-31.141103565318915
1739209697.0885038;-45.120503652039325
1739209697.0885077;-45.120503652039325
1739209697.0885115;-45.120503652039325
1739209697.088515;-45.120503652039325
1739209697.0885189;-45.120503652039325
1739209697.0885227;-35.57807855764607
1739209697.0885265;-38.13080360867914
1739209697.08853;-45.120503652039325
1739209697.0885339;-38.13080360867914
1739209697.0885377;-38.13080360867914
1739209697.0885413;-38.13080360867914
1739209697.088545;-45.120503652039325
1739209697.088549;-45.120503652039325
1739209697.0885527;-38.13080360867914
1739209697.0885563;-27.8777449560314
1739209697.08856;-28.992665084841942
1739209697.088564;-45.120503652039325
1739209697.0885677;-45.120503652039325
1739209697.0885713;-32.816014438256545
1739209697.0885751;-35.57807855764607
1739209697.088579;-45.120503652039325
1739209697.0885828;-38.13080360867914
1739209697.0885863;-38.13080360867914
1739209697.0885901;-45.120503652039325
1739209697.088594;-45.120503652039325
1739209697.0885978;-38.13080360867914
1739209697.0886014;-38.13080360867914
1739209697.0886052;-38.13080360867914
1739209697.088609;-38.13080360867914
1739209697.0886128;-38.13080360867914
1739209697.0886164;-45.120503652039325
1739209697.0886202;-32.816014438256545
1739209697.088624;-38.13080360867914
1739209697.0886276;-38.13080360867914
1739209697.0886314;-45.120503652039325
1739209697.0886352;-45.120503652039325
1739209697.088639;-38.13080360867914
1739209697.0886426;-38.13080360867914
1739209697.0886464;-38.13080360867914
1739209697.0886502;-28.992665084841942
1739209697.088654;-38.13080360867914
1739209697.0886576;-45.120503652039325
1739209697.0886614;-38.13080360867914
1739209697.0886652;-35.57807855764607
1739209697.088669;-38.13080360867914
1739209697.0886726;-35.57807855764607
1739209697.0886765;-45.120503652039325
1739209697.0886803;-38.13080360867914
1739209697.088684;-38.13080360867914
1739209697.0886877;-45.120503652039325
1739209697.0886915;-45.120503652039325
1739209697.0886953;-38.13080360867914
1739209697.088699;-45.120503652039325
1739209697.0887027;-45.120503652039325
1739209697.0887065;-32.816014438256545
1739209697.0887103;-33.981070128970906
1739209697.0887141;-45.120503652039325
1739209697.0887177;-38.13080360867914
1739209697.0887215;-38.13080360867914
1739209697.0887253;-45.120503652039325
1739209697.088729;-45.120503652039325
1739209697.0887327;-33.981070128970906
1739209697.0887365;-45.120503652039325
1739209697.0887403;-33.981070128970906
1739209697.088744;-45.120503652039325
1739209697.0887477;-45.120503652039325
1739209697.0887516;-35.57807855764607
1739209697.0887554;-33.981070128970906
1739209697.088759;-45.120503652039325
1739209697.0887628;-45.120503652039325
1739209697.0887666;-38.13080360867914
1739209697.0887704;-45.120503652039325
1739209697.088774;-45.120503652039325
1739209697.0887778;-45.120503652039325
1739209697.0887816;-32.816014438256545
1739209697.0887854;-45.120503652039325
1739209697.088789;-45.120503652039325
1739209697.0887928;-38.13080360867914
1739209697.0887966;-45.120503652039325
1739209697.0888004;-38.13080360867914
1739209697.088804;-38.13080360867914
1739209697.0888078;-45.120503652039325
1739209697.0888116;-35.57807855764607
1739209697.0888152;-38.13080360867914
1739209697.088819;-38.13080360867914
1739209697.0888228;-45.120503652039325
1739209697.0888267;-45.120503652039325
1739209697.0888302;-38.13080360867914
1739209697.088834;-32.816014438256545
1739209697.0888379;-38.13080360867914
1739209697.0888417;-45.120503652039325
1739209697.0888453;-38.13080360867914
1739209697.088849;-35.57807855764607
1739209697.088853;-38.13080360867914
1739209697.0888567;-45.120503652039325
1739209697.0888603;-45.120503652039325
1739209697.088864;-33.981070128970906
1739209697.088868;-45.120503652039325
1739209697.0888717;-45.120503652039325
1739209697.0888753;-45.120503652039325
1739209697.088879;-38.13080360867914
1739209697.088883;-45.120503652039325
1739209697.0888867;-45.120503652039325
1739209697.0888903;-38.13080360867914
1739209697.0888941;-33.981070128970906
1739209697.088898;-45.120503652039325
1739209697.0889015;-45.120503652039325
1739209697.0889053;-38.13080360867914
1739209697.0889091;-38.13080360867914
1739209697.088913;-45.120503652039325
1739209697.0889165;-38.13080360867914
1739209697.0889204;-38.13080360867914
1739209697.0889242;-45.120503652039325
1739209697.088928;-45.120503652039325
1739209697.0889316;-35.57807855764607
1739209697.0889354;-38.13080360867914
1739209697.0889392;-45.120503652039325
1739209697.088943;-38.13080360867914
1739209697.0889466;-35.57807855764607
1739209697.0889504;-38.13080360867914
1739209697.0889542;-45.120503652039325
1739209697.088958;-38.13080360867914
1739209697.0889616;-35.57807855764607
1739209697.0889654;-38.13080360867914
1739209697.0889692;-45.120503652039325
1739209697.088973;-38.13080360867914
1739209697.0889766;-38.13080360867914
1739209697.0889804;-33.981070128970906
1739209697.0889843;-29.438486411369333
1739209697.0889878;-38.13080360867914
1739209697.0889916;-35.57807855764607
1739209697.0889955;-38.13080360867914
1739209697.0889993;-45.120503652039325
1739209697.0890028;-38.13080360867914
1739209697.0890067;-35.57807855764607
1739209697.0890105;-38.13080360867914
1739209697.0890143;-38.13080360867914
1739209697.0890179;-38.13080360867914
1739209697.0890217;-45.120503652039325
1739209697.0890255;-45.120503652039325
1739209697.0890293;-45.120503652039325
1739209697.089033;-38.13080360867914
1739209697.0890367;-45.120503652039325
1739209697.0890405;-33.981070128970906
1739209697.0890443;-29.438486411369333
1739209697.089048;-38.13080360867914
1739209697.0890517;-45.120503652039325
1739209697.0890555;-38.13080360867914
1739209697.0890594;-35.57807855764607
1739209697.089063;-38.13080360867914
1739209697.0890667;-38.13080360867914
1739209697.0890706;-45.120503652039325
1739209697.0890741;-38.13080360867914
1739209697.089078;-45.120503652039325
1739209697.0890818;-38.13080360867914
1739209697.0890856;-45.120503652039325
1739209697.0890892;-35.57807855764607
1739209697.089093;-38.13080360867914
1739209697.0890968;-45.120503652039325
1739209697.0891006;-38.13080360867914
1739209697.0891042;-38.13080360867914
1739209697.089108;-45.120503652039325
1739209697.0891118;-35.57807855764607
1739209697.0891156;-38.13080360867914
1739209697.0891192;-45.120503652039325
1739209697.089123;-38.13080360867914
1739209697.0891268;-35.57807855764607
1739209697.0891306;-38.13080360867914
1739209697.0891342;-29.438486411369333
1739209697.089138;-35.57807855764607
1739209697.0891418;-38.13080360867914
1739209697.0891457;-33.981070128970906
1739209697.0891492;-38.13080360867914
1739209697.089153;-38.13080360867914
1739209697.0891569;-38.13080360867914
1739209697.0891604;-38.13080360867914
1739209697.0891643;-45.120503652039325
1739209697.089168;-45.120503652039325
1739209697.089172;-38.13080360867914
1739209697.0891755;-45.120503652039325
1739209697.0891793;-38.13080360867914
1739209697.089183;-35.57807855764607
1739209697.089187;-45.120503652039325
1739209697.0891905;-38.13080360867914
1739209697.0891943;-38.13080360867914
1739209697.089198;-45.120503652039325
1739209697.089202;-45.120503652039325
1739209697.0892055;-38.13080360867914
