CAN Message; 0x1bb:0000f90ef287ea3c
1739209838.9710062;-32.816014438256545
1739209838.9710162;-38.13080360867914
1739209838.9710262;-38.13080360867914
1739209838.9710362;-38.13080360867914
1739209838.9710462;-33.981070128970906
1739209838.9710562;-38.13080360867914
1739209838.9710665;-38.13080360867914
1739209838.9710765;-45.120503652039325
1739209838.9710865;-28.992665084841942
1739209838.9710965;-45.120503652039325
1739209838.9711065;-38.13080360867914
1739209838.9711165;-35.57807855764607
1739209838.9711266;-38.13080360867914
1739209838.9711368;-45.120503652039325
1739209838.9711468;-45.120503652039325
1739209838.9711568;-38.13080360867914
1739209838.9711668;-32.81601443825658
1739209838.9711769;-45.120503652039325
1739209838.9711869;-38.13080360867914
1739209838.971197;-45.120503652039325
1739209838.9712071;-45.120503652039325
1739209838.9712172;-32.816014438256545
1739209838.9712272;-45.120503652039325
1739209838.9712372;-45.120503652039325
1739209838.9712472;-31.141103565318915
1739209838.9712572;-35.57807855764607
1739209838.9712672;-38.13080360867914
1739209838.9712772;-35.57807855764607
1739209838.9712875;-45.120503652039325
1739209838.9712975;-38.13080360867914
1739209838.9713075;-38.13080360867914
1739209838.9713175;-45.120503652039325
1739209838.9713275;-38.13080360867914
1739209838.9713376;-45.120503652039325
1739209838.9713476;-45.120503652039325
1739209838.9713578;-45.120503652039325
1739209838.9713678;-38.13080360867914
1739209838.9713778;-45.120503652039325
1739209838.9713879;-45.120503652039325
1739209838.9713979;-45.120503652039325
1739209838.971408;-45.120503652039325
1739209838.971418;-45.120503652039325
1739209838.9714282;-33.981070128970906
1739209838.9714382;-45.120503652039325
1739209838.9714482;-38.13080360867914
1739209838.9714582;-35.57807855764607
1739209838.9714682;-45.120503652039325
1739209838.9714782;-38.13080360867914
1739209838.9714882;-33.981070128970906
1739209838.9714985;-45.120503652039325
1739209838.9715085;-38.13080360867914
1739209838.9715185;-31.141103565318893
1739209838.9715285;-45.120503652039325
1739209838.9715385;-45.120503652039325
1739209838.9715486;-33.981070128970906
1739209838.9715586;-32.816014438256545
1739209838.9715688;-38.13080360867914
1739209838.9715788;-45.120503652039325
1739209838.9715889;-32.816014438256545
1739209838.9715989;-35.57807855764607
1739209838.9716089;-33.981070128970906
1739209838.971619;-45.120503652039325
1739209838.971629;-38.13080360867914
1739209838.9716392;-32.816014438256545
1739209838.9716492;-38.13080360867914
1739209838.9716592;-45.120503652039325
1739209838.9716692;-38.13080360867914
1739209838.9716792;-32.816014438256545
1739209838.9716892;-45.120503652039325
1739209838.9716992;-45.120503652039325
1739209838.9717093;-45.120503652039325
1739209838.9717195;-38.13080360867914
1739209838.9717295;-45.120503652039325
1739209838.9717395;-45.120503652039325
1739209838.9717495;-45.120503652039325
1739209838.9717596;-45.120503652039325
1739209838.9717696;-35.57807855764607
1739209838.9717796;-33.981070128970906
1739209838.9717898;-45.120503652039325
1739209838.9717999;-38.13080360867914
1739209838.9718099;-38.13080360867914
1739209838.9718199;-28.58837851428586
1739209838.97183;-38.13080360867914
1739209838.97184;-45.120503652039325
1739209838.97185;-45.120503652039325
1739209838.9718602;-33.981070128970906
1739209838.9718702;-38.13080360867914
1739209838.9718802;-45.120503652039325
1739209838.9718902;-38.13080360867914
1739209838.9719002;-45.120503652039325
1739209838.9719102;-38.13080360867914
1739209838.9719203;-38.13080360867914
1739209838.9719305;-45.120503652039325
1739209838.9719405;-45.120503652039325
1739209838.9719505;-38.13080360867914
1739209838.9719605;-33.981070128970906
1739209838.9719706;-38.13080360867914
1739209838.9719806;-45.120503652039325
1739209838.9719906;-45.120503652039325
1739209838.9720008;-45.120503652039325
1739209838.9720109;-35.57807855764607
1739209838.9720209;-35.57807855764607
1739209838.9720309;-45.120503652039325
1739209838.972041;-45.120503652039325
1739209838.972051;-38.13080360867914
1739209838.972061;-28.58837851428586
1739209838.9720712;-35.57807855764607
1739209838.9720812;-38.13080360867914
1739209838.9720912;-45.120503652039325
1739209838.9721012;-45.120503652039325
1739209838.9721112;-38.13080360867914
1739209838.9721212;-35.57807855764607
1739209838.9721313;-38.13080360867914
1739209838.9721413;-33.981070128970956
1739209838.9721515;-38.13080360867914
1739209838.9721615;-33.981070128970906
1739209838.9721715;-38.13080360867914
1739209838.9721816;-45.120503652039325
1739209838.9721916;-38.13080360867914
1739209838.9722016;-35.57807855764607
1739209838.9722116;-38.13080360867914
1739209838.9722219;-28.992665084841942
1739209838.9722319;-35.57807855764607
1739209838.9722419;-35.57807855764607
1739209838.972252;-38.13080360867914
1739209838.972262;-45.120503652039325
1739209838.972272;-38.13080360867914
1739209838.972282;-38.13080360867914
1739209838.9722922;-38.13080360867914
1739209838.9723022;-45.120503652039325
1739209838.9723122;-35.57807855764607
1739209838.9723222;-32.816014438256545
1739209838.9723322;-45.120503652039325
1739209838.9723423;-38.13080360867914
1739209838.9723523;-38.13080360867914
1739209838.9723625;-38.13080360867914
1739209838.9723725;-45.120503652039325
1739209838.9723825;-38.13080360867914
1739209838.9723926;-45.120503652039325
1739209838.9724026;-45.120503652039325
1739209838.9724126;-45.120503652039325
1739209838.9724226;-45.120503652039325
1739209838.9724329;-45.120503652039325
1739209838.9724429;-45.120503652039325
1739209838.9724529;-38.13080360867914
1739209838.972463;-28.992665084841942
1739209838.972473;-28.992665084841942
1739209838.972483;-38.13080360867914
1739209838.972493;-38.13080360867914
1739209838.9725032;-33.981070128970906
1739209838.9725132;-38.13080360867914
1739209838.9725232;-45.120503652039325
1739209838.9725332;-38.13080360867914
1739209838.9725432;-38.13080360867914
1739209838.9725533;-33.981070128970906
1739209838.9725633;-38.13080360867914
1739209838.9725735;-38.13080360867914
1739209838.9725835;-35.57807855764607
1739209838.9725935;-45.120503652039325
1739209838.9726036;-45.120503652039325
1739209838.9726136;-33.981070128970906
1739209838.9726236;-38.13080360867914
1739209838.9726336;-31.141103565318915
1739209838.9726436;-35.57807855764607
1739209838.9726539;-45.120503652039325
1739209838.9726639;-38.13080360867914
1739209838.972674;-45.120503652039325
1739209838.972684;-45.120503652039325
1739209838.972694;-33.981070128970906
1739209838.972704;-38.13080360867914
1739209838.972714;-31.141103565318915
1739209838.9727242;-38.13080360867914
1739209838.9727342;-45.120503652039325
1739209838.9727442;-38.13080360867914
1739209838.9727542;-38.13080360867914
1739209838.9727643;-38.13080360867914
1739209838.9727743;-38.13080360867914
1739209838.9727843;-45.120503652039325
1739209838.9727945;-31.141103565318915
1739209838.9728045;-32.816014438256545
1739209838.9728146;-38.13080360867914
1739209838.9728246;-45.120503652039325
1739209838.9728346;-33.981070128970906
1739209838.9728446;-35.57807855764607
1739209838.9728546;-38.13080360867914
1739209838.9728649;-38.13080360867914
1739209838.9728749;-33.981070128970906
1739209838.972885;-38.13080360867914
1739209838.972895;-45.120503652039325
1739209838.972905;-45.120503652039325
1739209838.972915;-38.13080360867914
1739209838.972925;-45.120503652039325
1739209838.9729352;-45.120503652039325
1739209838.9729452;-45.120503652039325
1739209838.9729552;-33.981070128970906
1739209838.9729652;-45.120503652039325
1739209838.9729753;-38.13080360867914
1739209838.9729853;-38.13080360867914
1739209838.9729953;-38.13080360867914
1739209838.9730055;-45.120503652039325
1739209838.9730155;-38.13080360867914
1739209838.9730256;-38.13080360867914
1739209838.9730356;-38.13080360867914
1739209838.9730456;-45.120503652039325
1739209838.9730556;-32.816014438256545
1739209838.9730656;-35.57807855764607
1739209838.9730756;-38.13080360867914
1739209838.9730859;-38.13080360867914
1739209838.973096;-38.13080360867914
1739209838.973106;-32.816014438256545
1739209838.973116;-38.13080360867914
1739209838.973126;-45.120503652039325
1739209838.973136;-38.13080360867914
1739209838.973146;-35.57807855764607
1739209838.9731562;-38.13080360867914
1739209838.9731662;-45.120503652039325
1739209838.9731762;-45.120503652039325
1739209838.9731863;-45.120503652039325
1739209838.9731963;-45.120503652039325
1739209838.9732063;-45.120503652039325
1739209838.9732163;-38.13080360867914
1739209838.9732265;-38.13080360867914
1739209838.9732366;-38.13080360867914
1739209838.9732466;-38.13080360867914
1739209838.9732566;-38.13080360867914
1739209838.9732666;-45.120503652039325
1739209838.9732766;-35.57807855764607
1739209838.9732866;-35.57807855764607
1739209838.9732969;-45.120503652039325
1739209838.973307;-45.120503652039325
1739209838.973317;-45.120503652039325
1739209838.973327;-30.49652367304973
1739209838.973337;-45.120503652039325
1739209838.973347;-45.120503652039325
1739209838.973357;-45.120503652039325
1739209838.9733672;-45.120503652039325
1739209838.9733772;-38.13080360867914
1739209838.9733872;-45.120503652039325
1739209838.9733973;-38.13080360867914
1739209838.9734073;-45.120503652039325
1739209838.9734173;-38.13080360867914
1739209838.9734273;-45.120503652039325
1739209838.9734375;-33.981070128970906
1739209838.9734476;-30.49652367304973
1739209838.9734576;-38.13080360867914
1739209838.9734676;-45.120503652039325
1739209838.9734776;-35.57807855764607
1739209838.9734876;-32.816014438256545
1739209838.9734976;-45.120503652039325
1739209838.9735076;-38.13080360867914
1739209838.973518;-38.13080360867914
1739209838.973528;-38.13080360867914
1739209838.973538;-45.120503652039325
1739209838.973548;-35.57807855764607
1739209838.973558;-45.120503652039325
1739209838.973568;-45.120503652039325
1739209838.973578;-38.13080360867914
1739209838.9735882;-38.13080360867914
1739209838.9735982;-45.120503652039325
1739209838.9736083;-45.120503652039325
1739209838.9736183;-38.13080360867914
1739209838.9736283;-38.13080360867914
1739209838.9736383;-35.57807855764607
1739209838.9736483;-35.57807855764607
1739209838.9736586;-38.13080360867914
1739209838.9736686;-45.120503652039325
1739209838.9736786;-45.120503652039325
1739209838.9736886;-38.13080360867914
1739209838.9736986;-38.13080360867914
1739209838.9737086;-33.981070128970906
1739209838.9737186;-45.120503652039325
1739209838.973729;-45.120503652039325
1739209838.973739;-45.120503652039325
1739209838.973749;-38.13080360867914
1739209838.973759;-45.120503652039325
1739209838.973769;-33.981070128970956
1739209838.973779;-35.57807855764607
1739209838.973789;-35.57807855764607
1739209838.9737992;-45.120503652039325
1739209838.9738092;-45.120503652039325
1739209838.9738193;-38.13080360867914
1739209838.9738293;-38.13080360867914
1739209838.9738393;-38.13080360867914
1739209838.9738493;-26.991370085610722
1739209838.9738593;-35.57807855764607
1739209838.9738696;-38.13080360867914
1739209838.9738796;-45.120503652039325
1739209838.9738896;-33.981070128970906
1739209838.9738996;-38.13080360867914
1739209838.9739096;-45.120503652039325
1739209838.9739196;-45.120503652039325
1739209838.9739296;-33.981070128970956
1739209838.9739397;-45.120503652039325
1739209838.97395;-38.13080360867914
1739209838.97396;-38.13080360867914
1739209838.97397;-45.120503652039325
1739209838.97398;-38.13080360867914
1739209838.97399;-45.120503652039325
1739209838.974;-45.120503652039325
1739209838.97401;-31.141103565318915
1739209838.9740202;-38.13080360867914
1739209838.9740303;-45.120503652039325
1739209838.9740403;-33.981070128970906
1739209838.9740503;-32.816014438256545
1739209838.9740603;-45.120503652039325
1739209838.9740703;-45.120503652039325
1739209838.9740803;-38.13080360867914
1739209838.9740906;-30.49652367304973
1739209838.9741006;-38.13080360867914
1739209838.9741106;-45.120503652039325
1739209838.9741206;-38.13080360867914
1739209838.9741306;-30.49652367304973
1739209838.9741406;-38.13080360867914
1739209838.9741507;-45.120503652039325
1739209838.974161;-35.57807855764607
1739209838.974171;-38.13080360867914
1739209838.974181;-45.120503652039325
1739209838.974191;-45.120503652039325
1739209838.974201;-33.981070128970906
1739209838.974211;-45.120503652039325
1739209838.974221;-45.120503652039325
1739209838.9742312;-45.120503652039325
1739209838.9742413;-38.13080360867914
1739209838.9742513;-31.141103565318915
1739209838.9742613;-33.981070128970906
1739209838.9742713;-45.120503652039325
1739209838.9742813;-38.13080360867914
1739209838.9742913;-35.57807855764607
1739209838.9743016;-35.57807855764607
1739209838.9743116;-38.13080360867914
1739209838.9743216;-45.120503652039325
1739209838.9743316;-45.120503652039325
1739209838.9743416;-38.13080360867914
1739209838.9743516;-38.13080360867914
1739209838.9743617;-45.120503652039325
1739209838.974372;-38.13080360867914
1739209838.974382;-35.57807855764607
1739209838.974392;-38.13080360867914
1739209838.974402;-38.13080360867914
1739209838.974412;-38.13080360867914
1739209838.974422;-45.120503652039325
1739209838.974432;-38.13080360867914
1739209838.974442;-38.13080360867914
1739209838.9744523;-38.13080360867914
1739209838.9744623;-45.120503652039325
1739209838.9744723;-33.981070128970906
1739209838.9744823;-45.120503652039325
1739209838.9744923;-45.120503652039325
1739209838.9745023;-45.120503652039325
1739209838.9745123;-45.120503652039325
1739209838.9745226;-38.13080360867914
1739209838.9745326;-45.120503652039325
1739209838.9745426;-33.981070128970906
1739209838.9745526;-45.120503652039325
1739209838.9745626;-45.120503652039325
1739209838.9745727;-38.13080360867914
1739209838.9745827;-38.13080360867914
1739209838.974593;-45.120503652039325
1739209838.974603;-45.120503652039325
1739209838.974613;-45.120503652039325
1739209838.974623;-45.120503652039325
1739209838.974633;-45.120503652039325
1739209838.974643;-45.120503652039325
1739209838.974653;-38.13080360867914
1739209838.9746633;-38.13080360867914
1739209838.9746733;-45.120503652039325
1739209838.9746833;-45.120503652039325
1739209838.9746933;-38.13080360867914
1739209838.9747033;-45.120503652039325
1739209838.9747133;-45.120503652039325
1739209838.9747233;-33.981070128970906
1739209838.9747336;-35.57807855764607
1739209838.9747436;-32.816014438256545
1739209838.9747536;-38.13080360867914
1739209838.9747636;-38.13080360867914
1739209838.9747736;-33.981070128970906
1739209838.9747837;-33.981070128970906
1739209838.9747937;-38.13080360867914
1739209838.974804;-38.13080360867914
1739209838.974814;-32.816014438256545
1739209838.974824;-35.57807855764607
1739209838.974834;-45.120503652039325
1739209838.974844;-45.120503652039325
1739209838.974854;-38.13080360867914
1739209838.974864;-45.120503652039325
1739209838.974874;-45.120503652039325
1739209838.9748843;-38.13080360867914
1739209838.9748943;-45.120503652039325
1739209838.9749043;-33.981070128970906
1739209838.9749143;-38.13080360867914
1739209838.9749243;-45.120503652039325
1739209838.9749343;-38.13080360867914
1739209838.9749444;-38.13080360867914
1739209838.9749546;-38.13080360867914
1739209838.9749646;-45.120503652039325
1739209838.9749746;-45.120503652039325
1739209838.9749846;-33.981070128970906
1739209838.9749947;-38.13080360867914
1739209838.9750047;-38.13080360867914
1739209838.9750147;-38.13080360867914
1739209838.975025;-45.120503652039325
1739209838.975035;-38.13080360867914
1739209838.975045;-45.120503652039325
1739209838.975055;-45.120503652039325
1739209838.975065;-45.120503652039325
1739209838.975075;-38.13080360867914
1739209838.975085;-38.13080360867914
1739209838.9750953;-45.120503652039325
1739209838.9751053;-33.981070128970906
1739209838.9751153;-45.120503652039325
1739209838.9751253;-45.120503652039325
1739209838.9751353;-45.120503652039325
1739209838.9751453;-28.58837851428586
1739209838.9751554;-29.438486411369333
1739209838.9751656;-45.120503652039325
1739209838.9751756;-45.120503652039325
1739209838.9751856;-33.981070128970906
1739209838.9751956;-38.13080360867914
1739209838.9752057;-45.120503652039325
1739209838.9752157;-35.57807855764607
1739209838.9752257;-38.13080360867914
1739209838.975236;-45.120503652039325
1739209838.975246;-45.120503652039325
1739209838.975256;-35.57807855764607
1739209838.975266;-45.120503652039325
1739209838.975276;-38.13080360867914
1739209838.975286;-38.13080360867914
1739209838.975296;-45.120503652039325
1739209838.975306;-35.57807855764607
1739209838.9753163;-38.13080360867914
1739209838.9753263;-45.120503652039325
1739209838.9753363;-45.120503652039325
1739209838.9753463;-45.120503652039325
1739209838.9753563;-45.120503652039325
1739209838.9753664;-38.13080360867914
1739209838.9753764;-35.57807855764607
1739209838.9753866;-38.13080360867914
1739209838.9753966;-35.57807855764607
1739209838.9754066;-45.120503652039325
1739209838.9754167;-38.13080360867914
1739209838.9754267;-38.13080360867914
1739209838.9754367;-38.13080360867914
1739209838.9754467;-45.120503652039325
1739209838.975457;-35.57807855764607
1739209838.975467;-45.120503652039325
1739209838.975477;-32.81601443825658
1739209838.975487;-38.13080360867914
1739209838.975497;-45.120503652039325
1739209838.975507;-45.120503652039325
1739209838.975517;-45.120503652039325
1739209838.9755273;-38.13080360867914
1739209838.9755373;-45.120503652039325
1739209838.9755473;-35.57807855764607
1739209838.9755573;-29.438486411369333
1739209838.9755673;-38.13080360867914
1739209838.9755774;-35.57807855764607
1739209838.9755874;-38.13080360867914
1739209838.9755976;-38.13080360867914
1739209838.9756076;-45.120503652039325
1739209838.9756176;-38.13080360867914
1739209838.9756277;-45.120503652039325
1739209838.9756377;-38.13080360867914
1739209838.9756477;-38.13080360867914
1739209838.9795167;-45.120503652039325
1739209838.9795177;-45.120503652039325
1739209838.9795187;-45.120503652039325
1739209838.9795196;-45.120503652039325
1739209838.9795208;-38.13080360867914
1739209838.9795218;-38.13080360867914
1739209838.9795227;-38.13080360867914
1739209838.9795237;-29.438486411369333
1739209838.9795246;-45.120503652039325
1739209838.9795256;-45.120503652039325
1739209838.9795265;-38.13080360867914
1739209838.9795275;-32.816014438256545
1739209838.9795284;-38.13080360867914
1739209838.9795294;-45.120503652039325
1739209838.9795306;-33.981070128970906
1739209838.9795315;-45.120503652039325
1739209838.9795325;-45.120503652039325
1739209838.9795334;-45.120503652039325
1739209838.9795344;-38.13080360867914
1739209838.9795353;-45.120503652039325
1739209838.9795363;-38.13080360867914
1739209838.9795372;-38.13080360867914
1739209838.9795382;-38.13080360867914
1739209838.9795392;-32.816014438256545
1739209838.9795403;-45.120503652039325
1739209838.9795413;-45.120503652039325
1739209838.9795423;-38.13080360867914
1739209838.9795432;-38.13080360867914
1739209838.9795442;-45.120503652039325
1739209838.979545;-38.13080360867914
1739209838.979546;-38.13080360867914
1739209838.979547;-45.120503652039325
1739209838.979548;-45.120503652039325
1739209838.9795492;-45.120503652039325
1739209838.9795501;-45.120503652039325
1739209838.979551;-38.13080360867914
1739209838.979552;-45.120503652039325
1739209838.979553;-45.120503652039325
1739209838.979554;-38.13080360867914
1739209838.979555;-45.120503652039325
1739209838.9795558;-38.13080360867914
1739209838.9795568;-45.120503652039325
1739209838.9795578;-45.120503652039325
1739209838.979559;-45.120503652039325
1739209838.97956;-38.13080360867914
1739209838.9795609;-45.120503652039325
1739209838.9795618;-45.120503652039325
1739209838.9795628;-38.13080360867914
1739209838.9795637;-33.981070128970906
1739209838.9795647;-45.120503652039325
1739209838.9795656;-45.120503652039325
1739209838.9795666;-38.13080360867914
1739209838.9795675;-38.13080360867914
1739209838.9795687;-38.13080360867914
1739209838.9795697;-45.120503652039325
1739209838.9795706;-45.120503652039325
1739209838.9795716;-38.13080360867914
1739209838.9795725;-45.120503652039325
1739209838.9795735;-45.120503652039325
1739209838.9795744;-38.13080360867914
1739209838.9795754;-38.13080360867914
1739209838.9795763;-45.120503652039325
1739209838.9795775;-38.13080360867914
1739209838.9795785;-35.57807855764607
1739209838.9795794;-45.120503652039325
1739209838.9795804;-45.120503652039325
1739209838.9795814;-32.816014438256545
1739209838.9795823;-32.816014438256545
1739209838.9795833;-38.13080360867914
1739209838.9795842;-38.13080360867914
1739209838.9795852;-33.981070128970906
1739209838.9795861;-35.57807855764607
1739209838.9795873;-33.981070128970906
1739209838.9795883;-45.120503652039325
1739209838.9795892;-45.120503652039325
1739209838.9795902;-33.981070128970906
1739209838.9795911;-45.120503652039325
1739209838.979592;-45.120503652039325
1739209838.979593;-38.13080360867914
1739209838.979594;-38.13080360867914
1739209838.979595;-32.81601443825658
1739209838.979596;-45.120503652039325
1739209838.979597;-38.13080360867914
1739209838.979598;-38.13080360867914
1739209838.979599;-38.13080360867914
1739209838.9796;-38.13080360867914
1739209838.979601;-45.120503652039325
1739209838.9796019;-38.13080360867914
1739209838.9796028;-31.141103565318915
1739209838.9796038;-35.57807855764607
1739209838.9796047;-38.13080360867914
1739209838.979606;-35.57807855764607
1739209838.9796069;-35.57807855764607
1739209838.9796078;-38.13080360867914
1739209838.9796088;-45.120503652039325
1739209838.9796097;-45.120503652039325
1739209838.9796107;-31.141103565318915
1739209838.9796116;-38.13080360867914
1739209838.9796126;-45.120503652039325
1739209838.9796135;-45.120503652039325
1739209838.9796145;-38.13080360867914
1739209838.9796157;-45.120503652039325
1739209838.9796166;-38.13080360867914
1739209838.9796176;-45.120503652039325
1739209838.9796185;-45.120503652039325
1739209838.9796195;-38.13080360867914
1739209838.9796205;-38.13080360867914
1739209838.9796214;-45.120503652039325
1739209838.9796224;-38.13080360867914
1739209838.9796233;-35.57807855764607
1739209838.9796243;-38.13080360867914
1739209838.9796255;-45.120503652039325
1739209838.9796264;-26.991370085610722
1739209838.9796274;-33.981070128970906
1739209838.9796283;-45.120503652039325
1739209838.9796293;-38.13080360867914
1739209838.9796302;-45.120503652039325
1739209838.9796312;-45.120503652039325
1739209838.9796321;-35.57807855764607
1739209838.979633;-32.816014438256545
1739209838.9796343;-33.981070128970956
1739209838.9796352;-45.120503652039325
1739209838.9796362;-33.981070128970906
1739209838.9796371;-38.13080360867914
1739209838.979638;-38.13080360867914
1739209838.979639;-45.120503652039325
1739209838.97964;-38.13080360867914
1739209838.979641;-35.57807855764607
1739209838.979642;-45.120503652039325
1739209838.9796429;-45.120503652039325
1739209838.979644;-38.13080360867914
1739209838.979645;-38.13080360867914
1739209838.979646;-45.120503652039325
1739209838.979647;-45.120503652039325
1739209838.9796479;-45.120503652039325
1739209838.9796488;-45.120503652039325
1739209838.9796498;-38.13080360867914
1739209838.9796507;-45.120503652039325
1739209838.9796517;-45.120503652039325
1739209838.9796526;-45.120503652039325
1739209838.9796538;-33.981070128970906
1739209838.9796548;-38.13080360867914
1739209838.9796557;-45.120503652039325
1739209838.9796567;-38.13080360867914
