CAN Message; 0x1d3:0000b1acddb69478
1739209884.8247566;-45.120503652039325
1739209884.8247678;-38.13080360867914
1739209884.824779;-35.57807855764607
1739209884.8247902;-38.13080360867914
1739209884.8248014;-38.13080360867914
1739209884.8248124;-38.13080360867914
1739209884.8248236;-38.13080360867914
1739209884.8248348;-45.120503652039325
1739209884.824846;-45.120503652039325
1739209884.8248572;-45.120503652039325
1739209884.8248682;-45.120503652039325
1739209884.8248794;-38.13080360867914
1739209884.8248906;-45.120503652039325
1739209884.8249018;-45.120503652039325
1739209884.824913;-38.13080360867914
1739209884.8249242;-45.120503652039325
1739209884.8249352;-38.13080360867914
1739209884.8249464;-45.120503652039325
1739209884.8249576;-38.13080360867914
1739209884.8249688;-35.57807855764607
1739209884.82498;-38.13080360867914
1739209884.8249912;-35.57807855764607
1739209884.8250022;-38.13080360867914
1739209884.8250134;-32.816014438256545
1739209884.8250246;-38.13080360867914
1739209884.8250358;-28.58837851428586
1739209884.825047;-32.816014438256545
1739209884.8250582;-38.13080360867914
1739209884.8250692;-38.13080360867914
1739209884.8250804;-45.120503652039325
1739209884.8250916;-38.13080360867914
1739209884.8251028;-38.13080360867914
1739209884.825114;-38.13080360867914
1739209884.8251252;-31.141103565318943
1739209884.8251362;-38.13080360867914
1739209884.8251474;-45.120503652039325
1739209884.8251586;-45.120503652039325
1739209884.8251698;-45.120503652039325
1739209884.825181;-45.120503652039325
1739209884.8251922;-45.120503652039325
1739209884.8252032;-45.120503652039325
1739209884.8252144;-26.991370085610722
1739209884.8252256;-38.13080360867914
1739209884.8252368;-45.120503652039325
1739209884.825248;-38.13080360867914
1739209884.8252592;-33.981070128970906
1739209884.8252702;-38.13080360867914
1739209884.8252814;-45.120503652039325
1739209884.8252926;-45.120503652039325
1739209884.8253038;-38.13080360867914
1739209884.825315;-45.120503652039325
1739209884.8253262;-45.120503652039325
1739209884.8253372;-38.13080360867914
1739209884.8253484;-45.120503652039325
1739209884.8253596;-32.81601443825658
1739209884.8253708;-45.120503652039325
1739209884.825382;-33.981070128970906
1739209884.8253932;-33.981070128970906
1739209884.8254042;-38.13080360867914
1739209884.8254154;-45.120503652039325
1739209884.8254266;-45.120503652039325
1739209884.8254378;-38.13080360867914
1739209884.825449;-33.981070128970906
1739209884.82546;-45.120503652039325
1739209884.8254712;-33.981070128970906
1739209884.8254824;-30.49652367304973
1739209884.8254936;-33.981070128970906
1739209884.8255048;-45.120503652039325
1739209884.825516;-33.981070128970906
1739209884.825527;-38.13080360867914
1739209884.8255382;-38.13080360867914
1739209884.8255494;-45.120503652039325
1739209884.8255606;-38.13080360867914
1739209884.8255718;-33.981070128970906
1739209884.825583;-35.57807855764607
1739209884.825594;-45.120503652039325
1739209884.8256052;-33.981070128970906
1739209884.8256164;-38.13080360867914
1739209884.8256276;-45.120503652039325
1739209884.8256388;-45.120503652039325
1739209884.82565;-33.981070128970906
1739209884.825661;-31.141103565318915
1739209884.8256721;-31.141103565318915
1739209884.8256834;-38.13080360867914
1739209884.8256946;-38.13080360867914
1739209884.8257058;-38.13080360867914
1739209884.825717;-45.120503652039325
1739209884.825728;-45.120503652039325
1739209884.8257391;-45.120503652039325
1739209884.8257504;-38.13080360867914
1739209884.8257616;-45.120503652039325
1739209884.8257728;-45.120503652039325
1739209884.825784;-45.120503652039325
1739209884.825795;-38.13080360867914
1739209884.8258061;-45.120503652039325
1739209884.8258173;-45.120503652039325
1739209884.8258286;-45.120503652039325
1739209884.8258398;-38.13080360867914
1739209884.825851;-38.13080360867914
1739209884.825862;-45.120503652039325
1739209884.8258731;-38.13080360867914
1739209884.8258843;-38.13080360867914
1739209884.8258955;-45.120503652039325
1739209884.8259068;-38.13080360867914
1739209884.825918;-45.120503652039325
1739209884.825929;-38.13080360867914
1739209884.8259401;-33.981070128970906
1739209884.8259513;-45.120503652039325
1739209884.8259625;-38.13080360867914
1739209884.8259737;-35.57807855764607
1739209884.825985;-38.13080360867914
1739209884.825996;-45.120503652039325
1739209884.8260071;-38.13080360867914
1739209884.8260183;-45.120503652039325
1739209884.8260295;-45.120503652039325
1739209884.8260407;-38.13080360867914
1739209884.8260517;-38.13080360867914
1739209884.826063;-38.13080360867914
1739209884.8260741;-38.13080360867914
1739209884.8260853;-45.120503652039325
1739209884.8260965;-45.120503652039325
1739209884.8261077;-33.981070128970906
1739209884.8261187;-45.120503652039325
1739209884.82613;-45.120503652039325
1739209884.826141;-38.13080360867914
1739209884.8261523;-38.13080360867914
1739209884.8261635;-38.13080360867914
1739209884.8261747;-38.13080360867914
1739209884.8261857;-38.13080360867914
1739209884.826197;-38.13080360867914
1739209884.826208;-35.57807855764607
1739209884.8262193;-38.13080360867914
1739209884.8262305;-45.120503652039325
1739209884.8262417;-38.13080360867914
1739209884.8262527;-35.57807855764607
1739209884.826264;-38.13080360867914
1739209884.826275;-38.13080360867914
1739209884.8262863;-32.816014438256545
1739209884.8262975;-38.13080360867914
1739209884.8263087;-45.120503652039325
1739209884.8263197;-38.13080360867914
1739209884.826331;-35.57807855764607
1739209884.826342;-38.13080360867914
1739209884.8263533;-45.120503652039325
1739209884.8263645;-45.120503652039325
1739209884.8263757;-45.120503652039325
1739209884.8263867;-45.120503652039325
1739209884.826398;-38.13080360867914
1739209884.826409;-38.13080360867914
1739209884.8264203;-45.120503652039325
1739209884.8264315;-38.13080360867914
1739209884.8264427;-38.13080360867914
1739209884.8264537;-45.120503652039325
1739209884.826465;-45.120503652039325
1739209884.826476;-28.58837851428586
1739209884.8264873;-32.816014438256545
1739209884.8264985;-45.120503652039325
1739209884.8265097;-45.120503652039325
1739209884.8265207;-35.57807855764607
1739209884.826532;-35.57807855764607
1739209884.826543;-32.816014438256545
1739209884.8265543;-38.13080360867914
1739209884.8265655;-45.120503652039325
1739209884.8265767;-38.13080360867914
1739209884.8265877;-33.981070128970906
1739209884.826599;-38.13080360867914
1739209884.82661;-45.120503652039325
1739209884.8266213;-35.57807855764607
1739209884.8266325;-45.120503652039325
1739209884.8266435;-45.120503652039325
1739209884.8266547;-45.120503652039325
1739209884.8266659;-45.120503652039325
1739209884.826677;-45.120503652039325
1739209884.8266883;-38.13080360867914
1739209884.8266995;-45.120503652039325
1739209884.8267105;-38.13080360867914
1739209884.8267217;-38.13080360867914
1739209884.8267329;-45.120503652039325
1739209884.826744;-32.816014438256545
1739209884.8267553;-28.21854285175415
1739209884.8267665;-38.13080360867914
1739209884.8267775;-38.13080360867914
1739209884.8267887;-35.57807855764607
1739209884.8267999;-38.13080360867914
1739209884.826811;-45.120503652039325
1739209884.8268223;-35.57807855764607
1739209884.8268335;-45.120503652039325
1739209884.8268445;-38.13080360867914
1739209884.8268557;-33.981070128970906
1739209884.8268669;-45.120503652039325
1739209884.826878;-38.13080360867914
1739209884.8268893;-45.120503652039325
1739209884.8269005;-38.13080360867914
1739209884.8269114;-38.13080360867914
1739209884.8269227;-45.120503652039325
1739209884.8269339;-45.120503652039325
1739209884.826945;-38.13080360867914
1739209884.8269563;-38.13080360867914
1739209884.8269675;-38.13080360867914
1739209884.8269784;-45.120503652039325
1739209884.8269897;-45.120503652039325
1739209884.8270009;-45.120503652039325
1739209884.827012;-38.13080360867914
1739209884.8270233;-38.13080360867914
1739209884.8270345;-45.120503652039325
1739209884.8270454;-38.13080360867914
1739209884.8270566;-45.120503652039325
1739209884.8270679;-38.13080360867914
1739209884.827079;-45.120503652039325
1739209884.8270903;-38.13080360867914
1739209884.8271015;-45.120503652039325
1739209884.8271124;-45.120503652039325
1739209884.8271236;-45.120503652039325
1739209884.8271348;-38.13080360867914
1739209884.827146;-38.13080360867914
1739209884.8271573;-45.120503652039325
1739209884.8271682;-38.13080360867914
1739209884.8271794;-38.13080360867914
1739209884.8271906;-45.120503652039325
1739209884.8272018;-45.120503652039325
1739209884.827213;-33.981070128970906
1739209884.8272243;-35.57807855764607
1739209884.8272352;-45.120503652039325
1739209884.8272464;-45.120503652039325
1739209884.8272576;-38.13080360867914
1739209884.8272688;-35.57807855764607
1739209884.82728;-38.13080360867914
1739209884.8272913;-38.13080360867914
1739209884.8273022;-38.13080360867914
1739209884.8273134;-33.981070128970906
1739209884.8273246;-38.13080360867914
1739209884.8273358;-35.57807855764607
1739209884.827347;-45.120503652039325
1739209884.8273582;-38.13080360867914
1739209884.8273692;-45.120503652039325
1739209884.8273804;-33.981070128970906
1739209884.8273916;-35.57807855764607
1739209884.8274028;-38.13080360867914
1739209884.827414;-38.13080360867914
1739209884.8274252;-45.120503652039325
1739209884.8274362;-45.120503652039325
1739209884.8274474;-45.120503652039325
1739209884.8274586;-45.120503652039325
1739209884.8274698;-45.120503652039325
1739209884.827481;-38.13080360867914
1739209884.8274922;-35.57807855764607
1739209884.8275032;-38.13080360867914
1739209884.8275144;-45.120503652039325
1739209884.8275256;-33.981070128970906
1739209884.8275368;-35.57807855764607
1739209884.827548;-38.13080360867914
1739209884.8275592;-33.981070128970956
1739209884.8275702;-30.49652367304973
1739209884.8275814;-33.981070128970906
1739209884.8275926;-45.120503652039325
1739209884.8276038;-45.120503652039325
1739209884.827615;-38.13080360867914
1739209884.8276262;-33.981070128970906
1739209884.8276372;-38.13080360867914
1739209884.8276484;-33.981070128970906
1739209884.8276596;-31.141103565318915
1739209884.8276708;-45.120503652039325
1739209884.827682;-45.120503652039325
1739209884.8276932;-45.120503652039325
1739209884.8277042;-45.120503652039325
1739209884.8277154;-45.120503652039325
1739209884.8277266;-45.120503652039325
1739209884.8277378;-38.13080360867914
1739209884.827749;-31.141103565318915
1739209884.82776;-35.57807855764607
1739209884.8277712;-38.13080360867914
1739209884.8277824;-38.13080360867914
1739209884.8277936;-38.13080360867914
1739209884.8278048;-38.13080360867914
1739209884.827816;-45.120503652039325
1739209884.827827;-45.120503652039325
1739209884.8278382;-33.981070128970906
1739209884.8278494;-38.13080360867914
1739209884.8278606;-45.120503652039325
1739209884.8278718;-45.120503652039325
1739209884.827883;-38.13080360867914
1739209884.827894;-38.13080360867914
1739209884.8279052;-38.13080360867914
1739209884.8279164;-38.13080360867914
1739209884.8279276;-30.49652367304973
1739209884.8279388;-38.13080360867914
1739209884.82795;-38.13080360867914
1739209884.827961;-45.120503652039325
1739209884.8279722;-38.13080360867914
1739209884.8279834;-35.57807855764607
1739209884.8279946;-38.13080360867914
1739209884.8280058;-38.13080360867914
1739209884.828017;-31.141103565318915
1739209884.828028;-45.120503652039325
1739209884.8280392;-45.120503652039325
1739209884.8280504;-45.120503652039325
1739209884.8280616;-45.120503652039325
1739209884.8280728;-45.120503652039325
1739209884.828084;-45.120503652039325
1739209884.828095;-45.120503652039325
1739209884.8281062;-33.981070128970906
1739209884.8281174;-38.13080360867914
1739209884.8281286;-38.13080360867914
1739209884.8281398;-45.120503652039325
1739209884.828151;-38.13080360867914
1739209884.828162;-45.120503652039325
1739209884.8281732;-38.13080360867914
1739209884.8281844;-38.13080360867914
1739209884.8281956;-33.981070128970906
1739209884.8282068;-45.120503652039325
1739209884.828218;-45.120503652039325
1739209884.828229;-45.120503652039325
1739209884.8282402;-35.57807855764607
1739209884.8282514;-31.141103565318893
1739209884.8282626;-28.58837851428586
1739209884.8282738;-26.991370085610722
1739209884.828285;-45.120503652039325
1739209884.828296;-27.267205301931607
1739209884.8283072;-32.816014438256545
1739209884.8283184;-30.49652367304973
1739209884.8283296;-33.981070128970906
1739209884.8283408;-38.13080360867914
1739209884.8283517;-38.13080360867914
1739209884.828363;-45.120503652039325
1739209884.8283741;-38.13080360867914
1739209884.8283854;-38.13080360867914
1739209884.8283966;-27.267205301931607
1739209884.8284078;-25.252786309376837
1739209884.8284187;-24.151403521958734
1739209884.82843;-26.991370085610722
1739209884.8284411;-25.826314394896354
1739209884.8284523;-45.120503652039325
1739209884.8284636;-31.141103565318915
1739209884.8284748;-32.816014438256545
1739209884.8284857;-38.13080360867914
1739209884.828497;-45.120503652039325
1739209884.8285081;-45.120503652039325
1739209884.8285193;-32.816014438256545
1739209884.8285306;-38.13080360867914
1739209884.8285418;-28.218542851754165
1739209884.8285527;-28.21854285175415
1739209884.828564;-24.15140352195872
1739209884.8285751;-19.357090149981367
1739209884.8285863;-32.81601443825658
1739209884.8285975;-33.981070128970906
1739209884.8286088;-38.13080360867914
1739209884.8286197;-35.57807855764607
1739209884.828631;-45.120503652039325
1739209884.8286421;-45.120503652039325
1739209884.8286533;-38.13080360867914
1739209884.8286645;-32.816014438256545
1739209884.8286757;-28.992665084841967
1739209884.8286867;-26.991370085610722
1739209884.828698;-31.141103565318915
1739209884.8287091;-30.49652367304973
1739209884.8287203;-38.13080360867914
1739209884.8287315;-28.58837851428586
1739209884.8287427;-26.991370085610736
1739209884.8287537;-38.13080360867914
1739209884.828765;-38.13080360867914
1739209884.8287761;-35.57807855764607
1739209884.8287873;-32.816014438256545
1739209884.8287985;-45.120503652039325
1739209884.8288097;-26.487275050834715
1739209884.8288207;-30.49652367304976
1739209884.828832;-29.438486411369375
1739209884.828843;-22.54371790334745
1739209884.8288543;-21.300333226290604
1739209884.8288655;-38.13080360867914
1739209884.8288765;-45.120503652039325
1739209884.8288877;-38.13080360867914
1739209884.828899;-45.120503652039325
1739209884.82891;-45.120503652039325
1739209884.8289213;-45.120503652039325
1739209884.8289325;-35.57807855764607
1739209884.8289435;-31.141103565318915
1739209884.8289547;-23.50682362968953
1739209884.828966;-28.992665084841942
1739209884.828977;-23.506823629689542
1739209884.8289883;-21.021172418726344
1739209884.8289995;-33.981070128970906
1739209884.8290105;-28.58837851428586
1739209884.8290217;-31.141103565318893
1739209884.829033;-38.13080360867914
1739209884.829044;-38.13080360867914
1739209884.8290553;-38.13080360867914
1739209884.8290665;-45.120503652039325
1739209884.8290775;-38.13080360867914
1739209884.8290887;-26.991370085610722
1739209884.8291;-28.992665084841942
1739209884.829111;-35.57807855764607
1739209884.8291223;-33.981070128970906
1739209884.8291335;-32.816014438256545
1739209884.8291445;-38.13080360867914
1739209884.8291557;-35.57807855764607
1739209884.829167;-38.13080360867914
1739209884.829178;-45.120503652039325
1739209884.8291893;-32.816014438256545
1739209884.8292005;-28.58837851428586
1739209884.8292115;-33.981070128970906
1739209884.8292227;-25.826314394896357
1739209884.829234;-27.8777449560314
1739209884.829245;-28.58837851428586
1739209884.8292563;-19.642756598161068
1739209884.8292675;-22.175841390423358
1739209884.8292785;-38.13080360867914
1739209884.8292897;-45.120503652039325
1739209884.8293009;-35.57807855764607
1739209884.829312;-38.13080360867914
1739209884.8293233;-38.13080360867914
1739209884.8293345;-45.120503652039325
1739209884.8293455;-35.57807855764607
1739209884.8293567;-33.981070128970956
1739209884.8293679;-25.07728991421287
1739209884.829379;-26.991370085610722
1739209884.8293903;-25.252786309376837
1739209884.8294015;-25.826314394896364
1739209884.8294125;-45.120503652039325
1739209884.8294237;-33.981070128970906
1739209884.8294349;-45.120503652039325
1739209884.829446;-38.13080360867914
1739209884.8294573;-35.57807855764607
1739209884.8294683;-45.120503652039325
1739209884.8294795;-45.120503652039325
1739209884.8294907;-38.13080360867914
1739209884.8295019;-38.13080360867914
1739209884.829513;-45.120503652039325
1739209884.8295243;-45.120503652039325
1739209884.8295352;-35.57807855764607
1739209884.8295465;-35.57807855764607
1739209884.8295577;-45.120503652039325
1739209884.8295689;-38.13080360867914
1739209884.82958;-38.13080360867914
1739209884.8295913;-38.13080360867914
1739209884.8296022;-38.13080360867914
1739209884.8296134;-45.120503652039325
1739209884.8296247;-45.120503652039325
1739209884.8296359;-45.120503652039325
1739209884.829647;-33.981070128970906
1739209884.8296583;-38.13080360867914
1739209884.8296692;-38.13080360867914
1739209884.8296804;-45.120503652039325
1739209884.8296916;-38.13080360867914
1739209884.8297029;-45.120503652039325
1739209884.829714;-45.120503652039325
1739209884.8297253;-35.57807855764607
1739209884.8297362;-33.981070128970906
1739209884.8297474;-45.120503652039325
1739209884.8297586;-38.13080360867914
1739209884.8297698;-32.816014438256545
1739209884.829781;-38.13080360867914
1739209884.8297923;-45.120503652039325
1739209884.8298032;-45.120503652039325
1739209884.8298144;-33.981070128970906
1739209884.8298256;-33.981070128970906
1739209884.8298368;-45.120503652039325
1739209884.829848;-45.120503652039325
1739209884.8298593;-38.13080360867914
1739209884.8298702;-33.981070128970906
1739209884.8298814;-45.120503652039325
1739209884.8298926;-38.13080360867914
1739209884.8299038;-38.13080360867914
1739209884.829915;-38.13080360867914
1739209884.8299263;-45.120503652039325
1739209884.8299372;-38.13080360867914
1739209884.8299484;-38.13080360867914
1739209884.8299596;-45.120503652039325
1739209884.8299708;-45.120503652039325
1739209884.829982;-38.13080360867914
1739209884.8299932;-35.57807855764607
1739209884.8300042;-31.141103565318915
1739209884.8300154;-45.120503652039325
1739209884.8300266;-45.120503652039325
1739209884.8300378;-38.13080360867914
1739209884.830049;-32.816014438256545
1739209884.83006;-45.120503652039325
1739209884.8300712;-45.120503652039325
1739209884.8300824;-38.13080360867914
1739209884.8300936;-32.816014438256545
1739209884.8301048;-45.120503652039325
1739209884.830116;-45.120503652039325
1739209884.830127;-45.120503652039325
1739209884.8301382;-38.13080360867914
1739209884.8301494;-45.120503652039325
1739209884.8301606;-38.13080360867914
1739209884.8301718;-38.13080360867914
1739209884.830183;-27.267205301931607
1739209884.830194;-33.981070128970906
1739209884.8302052;-38.13080360867914
1739209884.8302164;-45.120503652039325
1739209884.8302276;-33.981070128970906
1739209884.8302388;-38.13080360867914
1739209884.83025;-45.120503652039325
1739209884.830261;-38.13080360867914
1739209884.8302722;-45.120503652039325
1739209884.8302834;-38.13080360867914
1739209884.8302946;-38.13080360867914
1739209884.8303058;-45.120503652039325
1739209884.830317;-33.981070128970906
1739209884.830328;-38.13080360867914
1739209884.8303392;-45.120503652039325
1739209884.8303504;-45.120503652039325
1739209884.8303616;-38.13080360867914
1739209884.8303728;-38.13080360867914
1739209884.830384;-35.57807855764607
1739209884.830395;-38.13080360867914
1739209884.8304062;-38.13080360867914
1739209884.8304174;-45.120503652039325
1739209884.8304286;-26.991370085610722
1739209884.8304398;-45.120503652039325
1739209884.830451;-18.836614351536173
1739209884.830462;-25.826314394896357
1739209884.8304732;-45.120503652039325
1739209884.8304844;-30.49652367304973
1739209884.8304956;-27.267205301931607
1739209884.8305068;-26.035653463252796
1739209884.830518;-28.218542851754165
1739209884.830529;-33.981070128970906
1739209884.8305402;-31.141103565318943
1739209884.8305514;-45.120503652039325
1739209884.8305626;-45.120503652039325
1739209884.8305738;-45.120503652039325
1739209884.8305848;-45.120503652039325
1739209884.830596;-38.13080360867914
1739209884.8306072;-38.13080360867914
1739209884.8306184;-28.992665084841967
1739209884.8306296;-32.81601443825658
1739209884.8306408;-45.120503652039325
1739209884.8306518;-26.487275050834725
1739209884.830663;-35.57807855764607
1739209884.8306742;-25.07728991421287
1739209884.8306854;-33.981070128970906
1739209884.8306966;-31.141103565318915
1739209884.8307078;-45.120503652039325
1739209884.8307188;-26.991370085610722
1739209884.83073;-26.991370085610722
1739209884.8307412;-30.49652367304973
1739209884.8307524;-22.264930561961556
1739209884.8307636;-29.438486411369333
1739209884.8307748;-29.438486411369333
1739209884.8307858;-38.13080360867914
1739209884.830797;-32.816014438256545
1739209884.8308082;-22.84163660590255
1739209884.8308194;-26.991370085610722
1739209884.8308306;-28.992665084841942
1739209884.8308418;-33.981070128970906
1739209884.8308527;-33.981070128970956
1739209884.830864;-45.120503652039325
1739209884.8308752;-38.13080360867914
1739209884.8308864;-31.141103565318943
1739209884.8308976;-25.25278630937684
1739209884.8309088;-35.57807855764607
1739209884.8309197;-31.141103565318915
1739209884.830931;-25.62660358559016
1739209884.8309422;-28.992665084841942
1739209884.8309534;-30.49652367304976
1739209884.8309646;-31.141103565318915
1739209884.8309758;-28.588378514285886
1739209884.8309867;-30.49652367304973
1739209884.830998;-29.438486411369333
1739209884.8310091;-33.981070128970906
1739209884.8310204;-38.13080360867914
1739209884.8310316;-30.49652367304973
1739209884.8310428;-38.13080360867914
1739209884.8310537;-38.13080360867914
1739209884.831065;-33.981070128970956
1739209884.8310761;-31.141103565318915
1739209884.8310874;-33.981070128970906
1739209884.8310986;-32.81601443825658
1739209884.8311098;-26.487275050834715
1739209884.8311207;-38.13080360867914
1739209884.831132;-31.141103565318943
1739209884.8311431;-35.57807855764607
1739209884.8311543;-32.816014438256545
1739209884.8311656;-32.816014438256545
1739209884.8311765;-32.816014438256545
1739209884.8311877;-33.981070128970906
1739209884.831199;-25.826314394896357
1739209884.8312101;-29.438486411369333
1739209884.8312213;-26.487275050834715
1739209884.8312325;-31.141103565318915
1739209884.8312435;-32.816014438256545
1739209884.8312547;-45.120503652039325
1739209884.831266;-31.141103565318915
1739209884.8312771;-27.877744956031414
1739209884.8312883;-28.992665084841967
1739209884.8312995;-25.826314394896357
1739209884.8313105;-29.438486411369333
1739209884.8313217;-31.141103565318943
1739209884.831333;-29.438486411369333
1739209884.8313441;-28.218542851754165
1739209884.8313553;-27.267205301931607
1739209884.8313665;-26.991370085610736
1739209884.8313775;-26.991370085610736
1739209884.8313887;-38.13080360867914
1739209884.8314;-45.120503652039325
1739209884.8314111;-31.141103565318915
1739209884.8314223;-32.816014438256545
1739209884.8314335;-33.981070128970906
1739209884.8314445;-38.13080360867914
1739209884.8314557;-38.13080360867914
1739209884.831467;-35.57807855764607
1739209884.831478;-31.141103565318915
1739209884.8314893;-28.992665084841942
1739209884.8315005;-32.816014438256545
1739209884.8315115;-45.120503652039325
1739209884.8315227;-23.38864096791655
1739209884.831534;-30.49652367304973
1739209884.831545;-22.841636605902558
1739209884.8315563;-24.15140352195872
1739209884.8315675;-35.57807855764607
1739209884.8315785;-28.992665084841942
1739209884.8315897;-31.141103565318893
1739209884.831601;-25.077289914212862
1739209884.831612;-27.877744956031417
1739209884.8316233;-38.13080360867914
1739209884.8316345;-29.438486411369347
1739209884.8316455;-45.120503652039325
1739209884.8316567;-32.816014438256545
1739209884.831668;-38.13080360867914
1739209884.831679;-38.13080360867914
1739209884.8316903;-45.120503652039325
1739209884.8317015;-32.816014438256545
1739209884.8317125;-26.487275050834715
1739209884.8317237;-22.175841390423358
1739209884.831735;-38.13080360867914
1739209884.831746;-25.826314394896357
1739209884.8317573;-32.81601443825658
1739209884.8317683;-26.991370085610722
1739209884.8317795;-38.13080360867914
1739209884.8317907;-32.816014438256545
1739209884.831802;-38.13080360867914
1739209884.831813;-25.826314394896354
1739209884.8318243;-35.57807855764607
1739209884.8318353;-26.03565346325281
1739209884.8318465;-23.506823629689542
1739209884.8318577;-27.267205301931607
1739209884.831869;-26.991370085610736
1739209884.83188;-38.13080360867914
1739209884.8318913;-38.13080360867914
1739209884.8319023;-26.991370085610754
1739209884.8319135;-27.267205301931607
1739209884.8319247;-28.58837851428586
1739209884.831936;-29.438486411369333
1739209884.831947;-45.120503652039325
1739209884.8319583;-45.120503652039325
1739209884.8319693;-45.120503652039325
1739209884.8319805;-45.120503652039325
1739209884.8319917;-38.13080360867914
1739209884.8320029;-35.57807855764607
1739209884.832014;-45.120503652039325
1739209884.8320253;-38.13080360867914
1739209884.8320363;-38.13080360867914
1739209884.8320475;-45.120503652039325
1739209884.8320587;-33.981070128970906
1739209884.8320699;-35.57807855764607
1739209884.832081;-38.13080360867914
1739209884.8320923;-38.13080360867914
1739209884.8321033;-45.120503652039325
1739209884.8321145;-45.120503652039325
1739209884.8321257;-35.57807855764607
1739209884.8321369;-38.13080360867914
1739209884.832148;-38.13080360867914
1739209884.8321593;-38.13080360867914
1739209884.8321702;-38.13080360867914
1739209884.8321815;-45.120503652039325
1739209884.8321927;-45.120503652039325
1739209884.8322039;-45.120503652039325
1739209884.832215;-45.120503652039325
1739209884.8322263;-38.13080360867914
1739209884.8322372;-45.120503652039325
1739209884.8322484;-45.120503652039325
1739209884.8322597;-35.57807855764607
1739209884.8322709;-38.13080360867914
1739209884.832282;-45.120503652039325
1739209884.832293;-45.120503652039325
1739209884.8323042;-33.981070128970906
1739209884.8323154;-38.13080360867914
1739209884.8323267;-45.120503652039325
1739209884.8323379;-45.120503652039325
1739209884.832349;-33.981070128970906
1739209884.83236;-32.816014438256545
1739209884.8323712;-45.120503652039325
1739209884.8323824;-45.120503652039325
1739209884.8323936;-38.13080360867914
1739209884.8324049;-38.13080360867914
1739209884.832416;-45.120503652039325
1739209884.832427;-45.120503652039325
1739209884.8324382;-45.120503652039325
1739209884.8324494;-38.13080360867914
1739209884.8324606;-45.120503652039325
1739209884.8324718;-33.981070128970906
