CAN Message; 0x1a7:00006ee306767174
1739209854.1510072;-38.13080360867914
1739209854.1510096;-38.13080360867914
1739209854.1510122;-38.13080360867914
1739209854.1510148;-38.13080360867914
1739209854.1510172;-38.13080360867914
1739209854.1510198;-45.120503652039325
1739209854.1510222;-45.120503652039325
1739209854.1510248;-45.120503652039325
1739209854.1510274;-45.120503652039325
1739209854.1510298;-38.13080360867914
1739209854.1510324;-29.438486411369333
1739209854.1510348;-45.120503652039325
1739209854.1510375;-45.120503652039325
1739209854.15104;-35.57807855764607
1739209854.1510425;-35.57807855764607
1739209854.151045;-45.120503652039325
1739209854.1510477;-45.120503652039325
1739209854.15105;-45.120503652039325
1739209854.1510527;-45.120503652039325
1739209854.151055;-45.120503652039325
1739209854.1510577;-45.120503652039325
1739209854.1510603;-45.120503652039325
1739209854.1510627;-45.120503652039325
1739209854.1510653;-38.13080360867914
1739209854.151068;-45.120503652039325
1739209854.1510704;-38.13080360867914
1739209854.151073;-32.816014438256545
1739209854.1510754;-38.13080360867914
1739209854.151078;-45.120503652039325
1739209854.1510806;-38.13080360867914
1739209854.151083;-35.57807855764607
1739209854.1510856;-45.120503652039325
1739209854.1510882;-45.120503652039325
1739209854.1510906;-38.13080360867914
1739209854.1510932;-35.57807855764607
1739209854.1510956;-45.120503652039325
1739209854.1510983;-45.120503652039325
1739209854.1511009;-38.13080360867914
1739209854.1511033;-33.981070128970906
1739209854.1511059;-38.13080360867914
1739209854.1511085;-45.120503652039325
1739209854.151111;-33.981070128970906
1739209854.1511135;-45.120503652039325
1739209854.151116;-38.13080360867914
1739209854.1511185;-38.13080360867914
1739209854.1511211;-45.120503652039325
1739209854.1511235;-38.13080360867914
1739209854.1511261;-45.120503652039325
1739209854.1511288;-32.816014438256545
1739209854.1511312;-45.120503652039325
1739209854.1511338;-28.992665084841942
1739209854.1511362;-30.49652367304973
1739209854.1511388;-38.13080360867914
1739209854.1511414;-38.13080360867914
1739209854.1511438;-45.120503652039325
1739209854.1511464;-38.13080360867914
1739209854.151149;-32.816014438256545
1739209854.1511514;-38.13080360867914
1739209854.151154;-45.120503652039325
1739209854.1511564;-38.13080360867914
1739209854.151159;-38.13080360867914
1739209854.1511617;-38.13080360867914
1739209854.151164;-38.13080360867914
1739209854.1511667;-38.13080360867914
1739209854.1511693;-35.57807855764607
1739209854.1511717;-38.13080360867914
1739209854.1511743;-45.120503652039325
1739209854.1511767;-45.120503652039325
1739209854.1511793;-38.13080360867914
1739209854.151182;-45.120503652039325
1739209854.1511843;-45.120503652039325
1739209854.151187;-38.13080360867914
1739209854.1511893;-35.57807855764607
1739209854.151192;-45.120503652039325
1739209854.1511946;-38.13080360867914
1739209854.151197;-38.13080360867914
1739209854.1511996;-45.120503652039325
1739209854.1512022;-45.120503652039325
1739209854.1512046;-45.120503652039325
1739209854.1512072;-38.13080360867914
1739209854.1512096;-38.13080360867914
1739209854.1512122;-38.13080360867914
1739209854.1512148;-45.120503652039325
1739209854.1512172;-45.120503652039325
1739209854.1512198;-45.120503652039325
1739209854.1512225;-35.57807855764607
1739209854.1512249;-35.57807855764607
1739209854.1512275;-38.13080360867914
1739209854.1512299;-45.120503652039325
1739209854.1512325;-38.13080360867914
1739209854.151235;-38.13080360867914
1739209854.1512375;-38.13080360867914
1739209854.15124;-45.120503652039325
1739209854.1512427;-45.120503652039325
1739209854.151245;-45.120503652039325
1739209854.1512477;-45.120503652039325
1739209854.1512501;-38.13080360867914
1739209854.1512527;-45.120503652039325
1739209854.1512554;-38.13080360867914
1739209854.1512578;-38.13080360867914
1739209854.1512604;-38.13080360867914
1739209854.151263;-38.13080360867914
1739209854.1512654;-33.981070128970906
1739209854.151268;-38.13080360867914
1739209854.1512704;-45.120503652039325
1739209854.151273;-38.13080360867914
1739209854.1512756;-45.120503652039325
1739209854.151278;-45.120503652039325
1739209854.1512806;-45.120503652039325
1739209854.1512833;-45.120503652039325
1739209854.1512856;-38.13080360867914
1739209854.1512883;-38.13080360867914
1739209854.1512907;-45.120503652039325
1739209854.1512933;-45.120503652039325
1739209854.151296;-45.120503652039325
1739209854.1512983;-33.981070128970906
1739209854.151301;-38.13080360867914
1739209854.1513035;-38.13080360867914
1739209854.151306;-45.120503652039325
1739209854.1513085;-31.141103565318915
1739209854.151311;-31.141103565318893
1739209854.1513135;-38.13080360867914
1739209854.1513162;-45.120503652039325
1739209854.1513186;-33.981070128970906
1739209854.1513212;-35.57807855764607
1739209854.1513238;-38.13080360867914
1739209854.1513262;-45.120503652039325
1739209854.1513288;-38.13080360867914
1739209854.1513312;-35.57807855764607
1739209854.1513338;-38.13080360867914
1739209854.1513364;-45.120503652039325
1739209854.1513388;-38.13080360867914
1739209854.1513414;-38.13080360867914
1739209854.1513438;-35.57807855764607
1739209854.1513464;-45.120503652039325
1739209854.151349;-45.120503652039325
1739209854.1513515;-38.13080360867914
1739209854.151354;-38.13080360867914
1739209854.1513567;-45.120503652039325
1739209854.151359;-38.13080360867914
1739209854.1513617;-35.57807855764607
1739209854.151364;-38.13080360867914
1739209854.1513667;-45.120503652039325
1739209854.1513693;-38.13080360867914
1739209854.1513717;-38.13080360867914
1739209854.1513743;-38.13080360867914
1739209854.151377;-45.120503652039325
1739209854.1513793;-35.57807855764607
1739209854.151382;-38.13080360867914
1739209854.1513844;-45.120503652039325
1739209854.151387;-45.120503652039325
1739209854.1513896;-35.57807855764607
1739209854.151392;-38.13080360867914
1739209854.1513946;-38.13080360867914
1739209854.1513972;-38.13080360867914
1739209854.1513996;-38.13080360867914
1739209854.1514022;-45.120503652039325
1739209854.1514046;-33.981070128970906
1739209854.1514072;-45.120503652039325
1739209854.1514099;-45.120503652039325
1739209854.1514122;-38.13080360867914
1739209854.1514149;-35.57807855764607
1739209854.1514175;-38.13080360867914
1739209854.1514199;-45.120503652039325
1739209854.1514225;-38.13080360867914
1739209854.151425;-38.13080360867914
1739209854.1514275;-35.57807855764607
1739209854.1514301;-38.13080360867914
1739209854.1514325;-38.13080360867914
1739209854.1514351;-35.57807855764607
1739209854.1514378;-38.13080360867914
1739209854.1514401;-32.816014438256545
1739209854.1514428;-30.49652367304973
1739209854.1514452;-38.13080360867914
1739209854.1514478;-38.13080360867914
1739209854.1514504;-38.13080360867914
1739209854.1514528;-38.13080360867914
1739209854.1514554;-45.120503652039325
1739209854.151458;-38.13080360867914
1739209854.1514604;-45.120503652039325
1739209854.151463;-33.981070128970906
1739209854.1514654;-45.120503652039325
1739209854.151468;-45.120503652039325
1739209854.1514707;-38.13080360867914
1739209854.151473;-32.816014438256545
1739209854.1514757;-38.13080360867914
1739209854.1514783;-45.120503652039325
1739209854.1514807;-38.13080360867914
1739209854.1514833;-32.816014438256545
1739209854.1514857;-45.120503652039325
1739209854.1514883;-45.120503652039325
1739209854.151491;-45.120503652039325
1739209854.1514933;-45.120503652039325
1739209854.151496;-38.13080360867914
1739209854.1514986;-38.13080360867914
1739209854.151501;-45.120503652039325
1739209854.1515036;-45.120503652039325
1739209854.151506;-45.120503652039325
1739209854.1515086;-38.13080360867914
1739209854.1515112;-38.13080360867914
1739209854.1515136;-38.13080360867914
1739209854.1515162;-45.120503652039325
1739209854.1515186;-38.13080360867914
1739209854.1515212;-45.120503652039325
1739209854.1515238;-32.816014438256545
1739209854.1515262;-38.13080360867914
1739209854.1515288;-45.120503652039325
1739209854.1515315;-38.13080360867914
1739209854.1515338;-35.57807855764607
1739209854.1515365;-32.816014438256545
1739209854.1515388;-31.141103565318893
1739209854.1515415;-45.120503652039325
1739209854.151544;-32.816014438256545
1739209854.1515465;-45.120503652039325
1739209854.151549;-45.120503652039325
1739209854.1515517;-38.13080360867914
1739209854.151554;-45.120503652039325
1739209854.1515567;-38.13080360867914
1739209854.151559;-38.13080360867914
1739209854.1515617;-45.120503652039325
1739209854.1515644;-45.120503652039325
1739209854.1515667;-45.120503652039325
1739209854.1515694;-38.13080360867914
1739209854.151572;-45.120503652039325
1739209854.1515744;-45.120503652039325
1739209854.151577;-45.120503652039325
1739209854.1515794;-45.120503652039325
1739209854.151582;-38.13080360867914
1739209854.1515846;-26.991370085610722
1739209854.151587;-33.981070128970906
1739209854.1515896;-45.120503652039325
1739209854.1515923;-38.13080360867914
1739209854.1515946;-35.57807855764607
1739209854.1515973;-45.120503652039325
1739209854.1515996;-45.120503652039325
1739209854.1516023;-38.13080360867914
1739209854.151605;-35.57807855764607
1739209854.1516073;-45.120503652039325
1739209854.15161;-45.120503652039325
1739209854.1516125;-38.13080360867914
1739209854.151615;-38.13080360867914
1739209854.1516175;-38.13080360867914
1739209854.15162;-45.120503652039325
1739209854.1516225;-32.816014438256545
1739209854.1516252;-33.981070128970906
1739209854.1516275;-45.120503652039325
1739209854.1516302;-45.120503652039325
1739209854.1516328;-38.13080360867914
1739209854.1516352;-45.120503652039325
1739209854.1516378;-45.120503652039325
1739209854.1516402;-38.13080360867914
1739209854.1516428;-38.13080360867914
1739209854.1516454;-28.992665084841942
1739209854.1516478;-28.992665084841942
1739209854.1516504;-45.120503652039325
1739209854.151653;-45.120503652039325
1739209854.1516554;-35.57807855764607
1739209854.151658;-38.13080360867914
1739209854.1516604;-45.120503652039325
1739209854.151663;-35.57807855764607
1739209854.1516657;-38.13080360867914
1739209854.151668;-38.13080360867914
1739209854.1516707;-45.120503652039325
1739209854.151673;-38.13080360867914
1739209854.1516757;-35.57807855764607
1739209854.1516783;-38.13080360867914
1739209854.1516807;-38.13080360867914
1739209854.1516833;-45.120503652039325
1739209854.151686;-45.120503652039325
1739209854.1516883;-38.13080360867914
1739209854.151691;-38.13080360867914
1739209854.1516933;-38.13080360867914
1739209854.151696;-38.13080360867914
1739209854.1516986;-45.120503652039325
1739209854.151701;-38.13080360867914
1739209854.1517036;-45.120503652039325
1739209854.1517062;-45.120503652039325
1739209854.1517086;-38.13080360867914
1739209854.1517112;-38.13080360867914
1739209854.1517136;-45.120503652039325
1739209854.1517162;-45.120503652039325
1739209854.1517189;-31.141103565318915
1739209854.1517212;-32.816014438256545
1739209854.1517239;-45.120503652039325
1739209854.1517265;-45.120503652039325
1739209854.1517289;-38.13080360867914
1739209854.1517315;-33.981070128970906
1739209854.1517339;-38.13080360867914
1739209854.1517365;-45.120503652039325
1739209854.1517391;-45.120503652039325
1739209854.1517415;-33.981070128970906
1739209854.1517441;-38.13080360867914
1739209854.1517467;-38.13080360867914
1739209854.1517491;-38.13080360867914
1739209854.1517518;-38.13080360867914
1739209854.1517541;-38.13080360867914
1739209854.1517568;-45.120503652039325
1739209854.1517594;-45.120503652039325
1739209854.1517618;-38.13080360867914
1739209854.1517644;-38.13080360867914
1739209854.151767;-38.13080360867914
1739209854.1517694;-32.816014438256545
1739209854.151772;-35.57807855764607
1739209854.1517744;-38.13080360867914
1739209854.151777;-38.13080360867914
1739209854.1517797;-38.13080360867914
1739209854.151782;-35.57807855764607
1739209854.1517847;-45.120503652039325
1739209854.1517873;-32.816014438256545
1739209854.1517897;-45.120503652039325
1739209854.1517923;-45.120503652039325
1739209854.1517947;-38.13080360867914
1739209854.1517973;-38.13080360867914
1739209854.1518;-38.13080360867914
1739209854.1518023;-45.120503652039325
1739209854.151805;-33.981070128970906
1739209854.1518075;-45.120503652039325
1739209854.15181;-38.13080360867914
1739209854.1518126;-32.816014438256545
1739209854.151815;-45.120503652039325
1739209854.1518176;-45.120503652039325
1739209854.1518202;-35.57807855764607
1739209854.1518226;-38.13080360867914
1739209854.1518252;-45.120503652039325
1739209854.1518276;-32.816014438256545
1739209854.1518302;-45.120503652039325
1739209854.1518328;-45.120503652039325
1739209854.1518352;-38.13080360867914
1739209854.1518378;-35.57807855764607
1739209854.1518404;-38.13080360867914
1739209854.1518428;-45.120503652039325
1739209854.1518455;-45.120503652039325
1739209854.1518478;-38.13080360867914
1739209854.1518505;-45.120503652039325
1739209854.151853;-45.120503652039325
1739209854.1518555;-38.13080360867914
1739209854.151858;-45.120503652039325
1739209854.1518607;-32.816014438256545
1739209854.151863;-38.13080360867914
1739209854.1518657;-38.13080360867914
1739209854.151868;-38.13080360867914
1739209854.1518707;-30.49652367304973
1739209854.1518734;-27.8777449560314
1739209854.1518757;-45.120503652039325
1739209854.1518784;-45.120503652039325
1739209854.151881;-35.57807855764607
1739209854.1518834;-35.57807855764607
1739209854.151886;-45.120503652039325
1739209854.1518884;-35.57807855764607
1739209854.151891;-45.120503652039325
1739209854.1518936;-45.120503652039325
1739209854.151896;-45.120503652039325
1739209854.1518986;-45.120503652039325
1739209854.1519012;-45.120503652039325
1739209854.1519036;-38.13080360867914
1739209854.1519063;-38.13080360867914
1739209854.1519086;-45.120503652039325
1739209854.1519113;-45.120503652039325
1739209854.151914;-45.120503652039325
1739209854.1519163;-45.120503652039325
1739209854.151919;-38.13080360867914
1739209854.1519215;-45.120503652039325
1739209854.151924;-45.120503652039325
1739209854.1519265;-38.13080360867914
1739209854.151929;-45.120503652039325
1739209854.1519315;-35.57807855764607
1739209854.1519341;-31.141103565318893
1739209854.1519365;-45.120503652039325
1739209854.1519392;-45.120503652039325
1739209854.1519418;-35.57807855764607
1739209854.1519442;-35.57807855764607
1739209854.1519468;-38.13080360867914
1739209854.1519492;-38.13080360867914
1739209854.1519518;-45.120503652039325
1739209854.1519544;-33.981070128970956
1739209854.1519568;-45.120503652039325
1739209854.1519594;-33.981070128970906
1739209854.151962;-45.120503652039325
1739209854.1519644;-38.13080360867914
1739209854.151967;-38.13080360867914
1739209854.1519694;-45.120503652039325
1739209854.151972;-35.57807855764607
1739209854.1519747;-45.120503652039325
1739209854.151977;-38.13080360867914
1739209854.1519797;-35.57807855764607
1739209854.1519823;-45.120503652039325
1739209854.1519847;-45.120503652039325
1739209854.1519873;-38.13080360867914
1739209854.1519897;-38.13080360867914
1739209854.1519923;-38.13080360867914
1739209854.151995;-38.13080360867914
1739209854.1519973;-38.13080360867914
1739209854.152;-35.57807855764607
1739209854.1520023;-38.13080360867914
1739209854.152005;-38.13080360867914
1739209854.1520076;-38.13080360867914
1739209854.15201;-33.981070128970906
1739209854.1520126;-45.120503652039325
1739209854.1520152;-45.120503652039325
1739209854.1520176;-38.13080360867914
1739209854.1520202;-35.57807855764607
1739209854.1520226;-35.57807855764607
1739209854.1520252;-45.120503652039325
1739209854.1520278;-38.13080360867914
1739209854.1520302;-35.57807855764607
1739209854.1520329;-38.13080360867914
1739209854.1520355;-45.120503652039325
1739209854.1520379;-38.13080360867914
1739209854.1520405;-35.57807855764607
1739209854.1520429;-45.120503652039325
1739209854.1520455;-45.120503652039325
1739209854.152048;-38.13080360867914
1739209854.1520505;-35.57807855764607
1739209854.152053;-38.13080360867914
1739209854.1520557;-45.120503652039325
1739209854.1520581;-38.13080360867914
1739209854.1520607;-35.57807855764607
1739209854.1520631;-38.13080360867914
1739209854.1520658;-35.57807855764607
1739209854.1520684;-38.13080360867914
1739209854.1520708;-45.120503652039325
1739209854.1520734;-38.13080360867914
1739209854.152076;-32.816014438256545
1739209854.1520784;-38.13080360867914
1739209854.152081;-45.120503652039325
1739209854.1520834;-38.13080360867914
1739209854.152086;-33.981070128970906
1739209854.1520886;-33.981070128970906
1739209854.152091;-45.120503652039325
1739209854.1520936;-45.120503652039325
1739209854.1520963;-38.13080360867914
1739209854.1520987;-38.13080360867914
1739209854.1521013;-45.120503652039325
1739209854.1521037;-45.120503652039325
1739209854.1521063;-38.13080360867914
1739209854.152109;-45.120503652039325
1739209854.1521113;-45.120503652039325
1739209854.152114;-45.120503652039325
1739209854.1521165;-38.13080360867914
1739209854.152119;-38.13080360867914
1739209854.1521215;-38.13080360867914
1739209854.152124;-38.13080360867914
1739209854.1521266;-38.13080360867914
1739209854.1521292;-45.120503652039325
1739209854.1521316;-38.13080360867914
1739209854.1521342;-45.120503652039325
1739209854.1521368;-38.13080360867914
1739209854.1521392;-31.141103565318915
1739209854.1521418;-45.120503652039325
1739209854.1521442;-38.13080360867914
1739209854.1521468;-35.57807855764607
1739209854.1521494;-38.13080360867914
1739209854.1521518;-45.120503652039325
1739209854.1521544;-45.120503652039325
1739209854.1521568;-45.120503652039325
1739209854.1521595;-38.13080360867914
1739209854.152162;-38.13080360867914
1739209854.1521645;-45.120503652039325
1739209854.152167;-38.13080360867914
1739209854.1521697;-38.13080360867914
1739209854.152172;-38.13080360867914
1739209854.1521747;-38.13080360867914
1739209854.152177;-38.13080360867914
1739209854.1521797;-27.267205301931607
1739209854.1521823;-35.57807855764607
1739209854.1521847;-38.13080360867914
1739209854.1521873;-38.13080360867914
1739209854.15219;-38.13080360867914
1739209854.1521924;-38.13080360867914
1739209854.152195;-38.13080360867914
1739209854.1521974;-38.13080360867914
1739209854.1522;-38.13080360867914
1739209854.1522026;-45.120503652039325
1739209854.152205;-38.13080360867914
1739209854.1522076;-45.120503652039325
1739209854.1522102;-45.120503652039325
1739209854.1522126;-45.120503652039325
1739209854.1522152;-38.13080360867914
1739209854.1522176;-45.120503652039325
1739209854.1522202;-38.13080360867914
1739209854.1522229;-38.13080360867914
1739209854.1522253;-45.120503652039325
1739209854.1522279;-45.120503652039325
1739209854.1522305;-38.13080360867914
1739209854.152233;-38.13080360867914
1739209854.1522355;-45.120503652039325
1739209854.152238;-45.120503652039325
1739209854.1522405;-45.120503652039325
1739209854.1522431;-38.13080360867914
1739209854.1522455;-38.13080360867914
1739209854.1522481;-38.13080360867914
1739209854.1522508;-38.13080360867914
1739209854.1522532;-45.120503652039325
1739209854.1522558;-35.57807855764607
1739209854.1522582;-38.13080360867914
1739209854.1522608;-45.120503652039325
1739209854.1522634;-45.120503652039325
1739209854.1522658;-45.120503652039325
1739209854.1522684;-45.120503652039325
1739209854.152271;-38.13080360867914
1739209854.1522734;-38.13080360867914
1739209854.152276;-38.13080360867914
1739209854.1522784;-45.120503652039325
1739209854.152281;-33.981070128970906
1739209854.1522837;-30.49652367304973
1739209854.152286;-45.120503652039325
1739209854.1522887;-45.120503652039325
1739209854.1522913;-45.120503652039325
1739209854.1522937;-33.981070128970906
1739209854.1522963;-45.120503652039325
1739209854.1522987;-38.13080360867914
1739209854.1523013;-33.981070128970906
1739209854.152304;-33.981070128970906
1739209854.1523063;-35.57807855764607
1739209854.152309;-38.13080360867914
1739209854.1523113;-45.120503652039325
1739209854.152314;-38.13080360867914
1739209854.1523166;-38.13080360867914
1739209854.152319;-45.120503652039325
1739209854.1523216;-45.120503652039325
1739209854.1523242;-45.120503652039325
1739209854.1523266;-38.13080360867914
1739209854.1523292;-38.13080360867914
1739209854.1523316;-38.13080360867914
1739209854.1523342;-35.57807855764607
1739209854.1523368;-38.13080360867914
1739209854.1523392;-32.816014438256545
1739209854.1523418;-33.981070128970906
1739209854.1523445;-35.57807855764607
1739209854.1523468;-45.120503652039325
1739209854.1523495;-45.120503652039325
1739209854.1523519;-45.120503652039325
1739209854.1523545;-45.120503652039325
